{'statement': 'Between London and Milan, the smaller city is Milan.', 'answer': 'Milan', 'candidate': 'London'}
{'statement': 'Between Beijing and Honolulu, the smaller city is Honolulu.', 'answer': 'Honolulu', 'candidate': 'Beijing'}
{'statement': 'Between Nairobi and Denver, the smaller city is Denver.', 'answer': 'Denver', 'candidate': 'Nairobi'}
{'statement': 'Between Buenos Aires and Kathmandu, the smaller city is Kathmandu.', 'answer': 'Kathmandu', 'candidate': 'Buenos Aires'}
{'statement': 'Between Johannesburg and Bishkek, the smaller city is Bishkek.', 'answer': 'Bishkek', 'candidate': 'Johannesburg'}
{'statement': 'Between Kabul and Tauranga, the smaller city is Tauranga.', 'answer': 'Tauranga', 'candidate': 'Kabul'}
{'statement': 'Between Paris and Phnom Penh, the smaller city is Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Paris'}
{'statement': 'Between Los Angeles and Anchorage, the smaller city is Anchorage.', 'answer': 'Anchorage', 'candidate': 'Los Angeles'}
{'statement': 'Between Fukuoka and Tauranga, the smaller city is Tauranga.', 'answer': 'Tauranga', 'candidate': 'Fukuoka'}
{'statement': 'Between Sydney and San Antonio, the smaller city is San Antonio.', 'answer': 'San Antonio', 'candidate': 'Sydney'}
{'statement': 'Between Moscow and Florianópolis, the smaller city is Florianópolis.', 'answer': 'Florianópolis', 'candidate': 'Moscow'}
{'statement': 'Between Riyadh and Asmara, the smaller city is Asmara.', 'answer': 'Asmara', 'candidate': 'Riyadh'}
{'statement': 'Between Houston and Lake Havasu City, the smaller city is Lake Havasu City.', 'answer': 'Lake Havasu City', 'candidate': 'Houston'}
{'statement': 'Between Minneapolis and Nakhon Ratchasima, the smaller city is Nakhon Ratchasima.', 'answer': 'Nakhon Ratchasima', 'candidate': 'Minneapolis'}
{'statement': 'Between Houston and Bahía Blanca, the smaller city is Bahía Blanca.', 'answer': 'Bahía Blanca', 'candidate': 'Houston'}
{'statement': 'Between Moscow and Dodoma, the smaller city is Dodoma.', 'answer': 'Dodoma', 'candidate': 'Moscow'}
{'statement': 'Between Minneapolis and Santiago del Estero, the smaller city is Santiago del Estero.', 'answer': 'Santiago del Estero', 'candidate': 'Minneapolis'}
{'statement': 'Between Manila and Baltimore, the smaller city is Baltimore.', 'answer': 'Baltimore', 'candidate': 'Manila'}
{'statement': 'Between Alexandria and Palmerston North, the smaller city is Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Alexandria'}
{'statement': 'Between Buenos Aires and Pittsburgh, the smaller city is Pittsburgh.', 'answer': 'Pittsburgh', 'candidate': 'Buenos Aires'}
{'statement': 'Between Tampa and Chihuahua, the smaller city is Chihuahua.', 'answer': 'Chihuahua', 'candidate': 'Tampa'}
{'statement': 'Between Beijing and Ndola, the smaller city is Ndola.', 'answer': 'Ndola', 'candidate': 'Beijing'}
{'statement': 'Between Ankara and Parakou, the smaller city is Parakou.', 'answer': 'Parakou', 'candidate': 'Ankara'}
{'statement': 'Between London and Mahajanga, the smaller city is Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'London'}
{'statement': 'Between Bangkok and Kampala, the smaller city is Kampala.', 'answer': 'Kampala', 'candidate': 'Bangkok'}
{'statement': 'Between Beijing and Guadalajara, the smaller city is Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Beijing'}
{'statement': 'Between Monterrey and Frankfurt, the smaller city is Frankfurt.', 'answer': 'Frankfurt', 'candidate': 'Monterrey'}
{'statement': 'Between Cairo and Aden, the smaller city is Aden.', 'answer': 'Aden', 'candidate': 'Cairo'}
{'statement': 'Between London and Punta Arenas, the smaller city is Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'London'}
{'statement': 'Between Harare and Toliara, the smaller city is Toliara.', 'answer': 'Toliara', 'candidate': 'Harare'}
{'statement': 'Between Beijing and Baghdad, the smaller city is Baghdad.', 'answer': 'Baghdad', 'candidate': 'Beijing'}
{'statement': 'Between Bogotá and Christchurch, the smaller city is Christchurch.', 'answer': 'Christchurch', 'candidate': 'Bogotá'}
{'statement': 'Between Ankara and Halifax, the smaller city is Halifax.', 'answer': 'Halifax', 'candidate': 'Ankara'}
{'statement': 'Between Toronto and Kansas City, the smaller city is Kansas City.', 'answer': 'Kansas City', 'candidate': 'Toronto'}
{'statement': 'Between Brasília and Valencia, the smaller city is Valencia.', 'answer': 'Valencia', 'candidate': 'Brasília'}
{'statement': 'Between Minneapolis and Entebbe, the smaller city is Entebbe.', 'answer': 'Entebbe', 'candidate': 'Minneapolis'}
{'statement': 'Between Phoenix and Toamasina, the smaller city is Toamasina.', 'answer': 'Toamasina', 'candidate': 'Phoenix'}
{'statement': 'Between Phoenix and Erbil, the smaller city is Erbil.', 'answer': 'Erbil', 'candidate': 'Phoenix'}
{'statement': 'Between Ho Chi Minh City and Anchorage, the smaller city is Anchorage.', 'answer': 'Anchorage', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Between Bangkok and San José, the smaller city is San José.', 'answer': 'San José', 'candidate': 'Bangkok'}
{'statement': 'Between Chicago and Baghdad, the smaller city is Baghdad.', 'answer': 'Baghdad', 'candidate': 'Chicago'}
{'statement': 'Between Lagos and La Serena, the smaller city is La Serena.', 'answer': 'La Serena', 'candidate': 'Lagos'}
{'statement': 'Between Tampa and Panama City, the smaller city is Panama City.', 'answer': 'Panama City', 'candidate': 'Tampa'}
{'statement': 'Between Lagos and Erzurum, the smaller city is Erzurum.', 'answer': 'Erzurum', 'candidate': 'Lagos'}
{'statement': 'Between Lagos and Saint Petersburg, the smaller city is Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Lagos'}
{'statement': 'Between Lahore and Conakry, the smaller city is Conakry.', 'answer': 'Conakry', 'candidate': 'Lahore'}
{'statement': 'Between Baghdad and Fukuoka, the smaller city is Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'Baghdad'}
{'statement': 'Between Toronto and Harare, the smaller city is Harare.', 'answer': 'Harare', 'candidate': 'Toronto'}
{'statement': 'Between Houston and Hat Yai, the smaller city is Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Houston'}
{'statement': 'Between Buenos Aires and Beirut, the smaller city is Beirut.', 'answer': 'Beirut', 'candidate': 'Buenos Aires'}
{'statement': 'Between Lagos and Vienna, the smaller city is Vienna.', 'answer': 'Vienna', 'candidate': 'Lagos'}
{'statement': 'Between London and Berlin, the smaller city is Berlin.', 'answer': 'Berlin', 'candidate': 'London'}
{'statement': 'Between Mexico City and Bucharest, the smaller city is Bucharest.', 'answer': 'Bucharest', 'candidate': 'Mexico City'}
{'statement': 'Between Kuwait City and Tamanrasset, the smaller city is Tamanrasset.', 'answer': 'Tamanrasset', 'candidate': 'Kuwait City'}
{'statement': 'Between Cairo and Piura, the smaller city is Piura.', 'answer': 'Piura', 'candidate': 'Cairo'}
{'statement': 'Between San Diego and Campos do Jordão, the smaller city is Campos do Jordão.', 'answer': 'Campos do Jordão', 'candidate': 'San Diego'}
{'statement': 'Between Brisbane and Canberra, the smaller city is Canberra.', 'answer': 'Canberra', 'candidate': 'Brisbane'}
{'statement': 'Between Tampa and Dodoma, the smaller city is Dodoma.', 'answer': 'Dodoma', 'candidate': 'Tampa'}
{'statement': 'Between Lagos and Nur-Sultan, the smaller city is Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Lagos'}
{'statement': 'Between Manila and Sucre, the smaller city is Sucre.', 'answer': 'Sucre', 'candidate': 'Manila'}
{'statement': 'Between Berlin and Denpasar, the smaller city is Denpasar.', 'answer': 'Denpasar', 'candidate': 'Berlin'}
{'statement': 'Between Yaoundé and Boise, the smaller city is Boise.', 'answer': 'Boise', 'candidate': 'Yaoundé'}
{'statement': 'Between Karachi and Kathmandu, the smaller city is Kathmandu.', 'answer': 'Kathmandu', 'candidate': 'Karachi'}
{'statement': 'Between Lahore and Almaty, the smaller city is Almaty.', 'answer': 'Almaty', 'candidate': 'Lahore'}
{'statement': 'Between Ho Chi Minh City and La Ceiba, the smaller city is La Ceiba.', 'answer': 'La Ceiba', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Between Denver and Anchorage, the smaller city is Anchorage.', 'answer': 'Anchorage', 'candidate': 'Denver'}
{'statement': 'Between Lima and Kathmandu, the smaller city is Kathmandu.', 'answer': 'Kathmandu', 'candidate': 'Lima'}
{'statement': 'Between Riyadh and Beirut, the smaller city is Beirut.', 'answer': 'Beirut', 'candidate': 'Riyadh'}
{'statement': 'Between Los Angeles and Lisbon, the smaller city is Lisbon.', 'answer': 'Lisbon', 'candidate': 'Los Angeles'}
{'statement': 'Between Buenos Aires and Sapporo, the smaller city is Sapporo.', 'answer': 'Sapporo', 'candidate': 'Buenos Aires'}
{'statement': 'Between Monterrey and Tamanrasset, the smaller city is Tamanrasset.', 'answer': 'Tamanrasset', 'candidate': 'Monterrey'}
{'statement': 'Between London and Beirut, the smaller city is Beirut.', 'answer': 'Beirut', 'candidate': 'London'}
{'statement': 'Between Riyadh and Darwin, the smaller city is Darwin.', 'answer': 'Darwin', 'candidate': 'Riyadh'}
{'statement': 'Between Nairobi and Lviv, the smaller city is Lviv.', 'answer': 'Lviv', 'candidate': 'Nairobi'}
{'statement': 'Between Chicago and Panama City, the smaller city is Panama City.', 'answer': 'Panama City', 'candidate': 'Chicago'}
{'statement': 'Between Ho Chi Minh City and Viedma, the smaller city is Viedma.', 'answer': 'Viedma', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Between Saint Petersburg and Bergen, the smaller city is Bergen.', 'answer': 'Bergen', 'candidate': 'Saint Petersburg'}
{'statement': 'Between Minneapolis and Oslo, the smaller city is Oslo.', 'answer': 'Oslo', 'candidate': 'Minneapolis'}
{'statement': 'Between Saint Petersburg and Benghazi, the smaller city is Benghazi.', 'answer': 'Benghazi', 'candidate': 'Saint Petersburg'}
{'statement': 'Between Tampa and Bata, the smaller city is Bata.', 'answer': 'Bata', 'candidate': 'Tampa'}
{'statement': 'Between Sydney and Viedma, the smaller city is Viedma.', 'answer': 'Viedma', 'candidate': 'Sydney'}
{'statement': 'Between Yaoundé and Port Moresby, the smaller city is Port Moresby.', 'answer': 'Port Moresby', 'candidate': 'Yaoundé'}
{'statement': 'Between Los Angeles and Indianapolis, the smaller city is Indianapolis.', 'answer': 'Indianapolis', 'candidate': 'Los Angeles'}
{'statement': 'Between Moscow and Yakutsk, the smaller city is Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Moscow'}
{'statement': 'Between Lagos and Kingston, the smaller city is Kingston.', 'answer': 'Kingston', 'candidate': 'Lagos'}
{'statement': 'Between Buenos Aires and Rosario, the smaller city is Rosario.', 'answer': 'Rosario', 'candidate': 'Buenos Aires'}
{'statement': 'Between Addis Ababa and Copenhagen, the smaller city is Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'Addis Ababa'}
{'statement': 'Between Guangzhou and Addis Ababa, the smaller city is Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Guangzhou'}
{'statement': 'Between Mexico City and Calgary, the smaller city is Calgary.', 'answer': 'Calgary', 'candidate': 'Mexico City'}
{'statement': 'Between Johannesburg and San Juan, the smaller city is San Juan.', 'answer': 'San Juan', 'candidate': 'Johannesburg'}
{'statement': 'Between Houston and Viedma, the smaller city is Viedma.', 'answer': 'Viedma', 'candidate': 'Houston'}
{'statement': 'Between Algiers and Villahermosa, the smaller city is Villahermosa.', 'answer': 'Villahermosa', 'candidate': 'Algiers'}
{'statement': 'Between Monterrey and Hat Yai, the smaller city is Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Monterrey'}
{'statement': 'Between Kuwait City and Reykjavík, the smaller city is Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Kuwait City'}
{'statement': 'Between Jakarta and Minsk, the smaller city is Minsk.', 'answer': 'Minsk', 'candidate': 'Jakarta'}
{'statement': 'Between Dar es Salaam and Omaha, the smaller city is Omaha.', 'answer': 'Omaha', 'candidate': 'Dar es Salaam'}
{'statement': 'Between Baghdad and Frankfurt, the smaller city is Frankfurt.', 'answer': 'Frankfurt', 'candidate': 'Baghdad'}
{'statement': 'Between Denver and Makurdi, the smaller city is Makurdi.', 'answer': 'Makurdi', 'candidate': 'Denver'}
{'statement': 'Between Bangkok and Medellín, the smaller city is Medellín.', 'answer': 'Medellín', 'candidate': 'Bangkok'}
{'statement': 'Between Lagos and Toluca, the smaller city is Toluca.', 'answer': 'Toluca', 'candidate': 'Lagos'}
{'statement': 'Between Riyadh and Sacramento, the smaller city is Sacramento.', 'answer': 'Sacramento', 'candidate': 'Riyadh'}
{'statement': 'Between San Diego and Upington, the smaller city is Upington.', 'answer': 'Upington', 'candidate': 'San Diego'}
{'statement': 'Between Monterrey and Palembang, the smaller city is Palembang.', 'answer': 'Palembang', 'candidate': 'Monterrey'}
{'statement': 'Between Alexandria and Mombasa, the smaller city is Mombasa.', 'answer': 'Mombasa', 'candidate': 'Alexandria'}
{'statement': 'Between Denver and San Juan, the smaller city is San Juan.', 'answer': 'San Juan', 'candidate': 'Denver'}
{'statement': 'Between Berlin and Sokoto, the smaller city is Sokoto.', 'answer': 'Sokoto', 'candidate': 'Berlin'}
{'statement': 'Between Beijing and Albuquerque, the smaller city is Albuquerque.', 'answer': 'Albuquerque', 'candidate': 'Beijing'}
{'statement': 'Between Lagos and San Salvador, the smaller city is San Salvador.', 'answer': 'San Salvador', 'candidate': 'Lagos'}
{'statement': 'Between Saint Petersburg and Douala, the smaller city is Douala.', 'answer': 'Douala', 'candidate': 'Saint Petersburg'}
{'statement': 'Between Buenos Aires and Garoua, the smaller city is Garoua.', 'answer': 'Garoua', 'candidate': 'Buenos Aires'}
{'statement': 'Between Bogotá and San Diego, the smaller city is San Diego.', 'answer': 'San Diego', 'candidate': 'Bogotá'}
{'statement': 'Between Brisbane and Cabo San Lucas, the smaller city is Cabo San Lucas.', 'answer': 'Cabo San Lucas', 'candidate': 'Brisbane'}
{'statement': 'Between Lahore and San Juan, the smaller city is San Juan.', 'answer': 'San Juan', 'candidate': 'Lahore'}
{'statement': 'Between Jakarta and Monterrey, the smaller city is Monterrey.', 'answer': 'Monterrey', 'candidate': 'Jakarta'}
{'statement': 'Between Saint Petersburg and Toluca, the smaller city is Toluca.', 'answer': 'Toluca', 'candidate': 'Saint Petersburg'}
{'statement': 'Between Hanoi and Yinchuan, the smaller city is Yinchuan.', 'answer': 'Yinchuan', 'candidate': 'Hanoi'}
{'statement': 'Between Sydney and Nouakchott, the smaller city is Nouakchott.', 'answer': 'Nouakchott', 'candidate': 'Sydney'}
{'statement': 'Between Manila and Damascus, the smaller city is Damascus.', 'answer': 'Damascus', 'candidate': 'Manila'}
{'statement': 'Between Mexico City and Copenhagen, the smaller city is Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'Mexico City'}
{'statement': 'Between Saint Petersburg and Panama City, the smaller city is Panama City.', 'answer': 'Panama City', 'candidate': 'Saint Petersburg'}
{'statement': 'Between London and Tucson, the smaller city is Tucson.', 'answer': 'Tucson', 'candidate': 'London'}
{'statement': 'Between Guadalajara and Bergen, the smaller city is Bergen.', 'answer': 'Bergen', 'candidate': 'Guadalajara'}
{'statement': 'Between Brisbane and Palmerston North, the smaller city is Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Brisbane'}
{'statement': 'Between Houston and Brasília, the smaller city is Brasília.', 'answer': 'Brasília', 'candidate': 'Houston'}
{'statement': 'Between Johannesburg and Ushuaia, the smaller city is Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Johannesburg'}
{'statement': 'Between Rome and Punta Arenas, the smaller city is Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Rome'}
{'statement': 'Between San Diego and Malabo, the smaller city is Malabo.', 'answer': 'Malabo', 'candidate': 'San Diego'}
{'statement': 'Between Hanoi and Piura, the smaller city is Piura.', 'answer': 'Piura', 'candidate': 'Hanoi'}
{'statement': 'Between Phoenix and Cayenne, the smaller city is Cayenne.', 'answer': 'Cayenne', 'candidate': 'Phoenix'}
{'statement': 'Between Surabaya and San Antonio, the smaller city is San Antonio.', 'answer': 'San Antonio', 'candidate': 'Surabaya'}
{'statement': 'Between Shanghai and Kabul, the smaller city is Kabul.', 'answer': 'Kabul', 'candidate': 'Shanghai'}
{'statement': 'Between Lagos and Lhasa, the smaller city is Lhasa.', 'answer': 'Lhasa', 'candidate': 'Lagos'}
{'statement': 'Between Bogotá and Baltimore, the smaller city is Baltimore.', 'answer': 'Baltimore', 'candidate': 'Bogotá'}
{'statement': 'Between London and Palmerston North, the smaller city is Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'London'}
{'statement': 'Between Cairo and Muscat, the smaller city is Muscat.', 'answer': 'Muscat', 'candidate': 'Cairo'}
{'statement': 'Between Surabaya and Ljubljana, the smaller city is Ljubljana.', 'answer': 'Ljubljana', 'candidate': 'Surabaya'}
{'statement': 'Between Saint Petersburg and Vienna, the smaller city is Vienna.', 'answer': 'Vienna', 'candidate': 'Saint Petersburg'}
{'statement': 'Between Jakarta and Houston, the smaller city is Houston.', 'answer': 'Houston', 'candidate': 'Jakarta'}
{'statement': 'Between Douala and Tabora, the smaller city is Tabora.', 'answer': 'Tabora', 'candidate': 'Douala'}
{'statement': 'Between Ho Chi Minh City and Podgorica, the smaller city is Podgorica.', 'answer': 'Podgorica', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Between Los Angeles and Durban, the smaller city is Durban.', 'answer': 'Durban', 'candidate': 'Los Angeles'}
{'statement': 'Between Alexandria and Napier, the smaller city is Napier.', 'answer': 'Napier', 'candidate': 'Alexandria'}
{'statement': 'Between Nairobi and Nakhon Ratchasima, the smaller city is Nakhon Ratchasima.', 'answer': 'Nakhon Ratchasima', 'candidate': 'Nairobi'}
{'statement': 'Between Johannesburg and Tauranga, the smaller city is Tauranga.', 'answer': 'Tauranga', 'candidate': 'Johannesburg'}
{'statement': 'Between Rome and Palmerston North, the smaller city is Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Rome'}
{'statement': 'Between Johannesburg and Mombasa, the smaller city is Mombasa.', 'answer': 'Mombasa', 'candidate': 'Johannesburg'}
{'statement': 'Between San Diego and Toamasina, the smaller city is Toamasina.', 'answer': 'Toamasina', 'candidate': 'San Diego'}
{'statement': 'Between Mexico City and Omaha, the smaller city is Omaha.', 'answer': 'Omaha', 'candidate': 'Mexico City'}
{'statement': 'Between Ürümqi and Kuopio, the smaller city is Kuopio.', 'answer': 'Kuopio', 'candidate': 'Ürümqi'}
{'statement': 'Between Jakarta and San Antonio, the smaller city is San Antonio.', 'answer': 'San Antonio', 'candidate': 'Jakarta'}
{'statement': 'Between Jakarta and Lagos, the smaller city is Lagos.', 'answer': 'Lagos', 'candidate': 'Jakarta'}
{'statement': 'Between Moscow and La Paz, the smaller city is La Paz.', 'answer': 'La Paz', 'candidate': 'Moscow'}
{'statement': 'Between Toronto and Bratislava, the smaller city is Bratislava.', 'answer': 'Bratislava', 'candidate': 'Toronto'}
{'statement': 'Between Kano and Ushuaia, the smaller city is Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Kano'}
{'statement': 'Between Guadalajara and Denpasar, the smaller city is Denpasar.', 'answer': 'Denpasar', 'candidate': 'Guadalajara'}
{'statement': 'Between Kabul and Omaha, the smaller city is Omaha.', 'answer': 'Omaha', 'candidate': 'Kabul'}
{'statement': 'Between Cairo and Omaha, the smaller city is Omaha.', 'answer': 'Omaha', 'candidate': 'Cairo'}
