{'statement': 'Someone is looking for a big city to visit. Between Ljubljana and Phoenix, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Ljubljana'}
{'statement': 'Someone is looking for a big city to visit. Between Alexandria and Bucharest, this person should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Bucharest'}
{'statement': 'Someone is looking for a big city to visit. Between Algiers and Irkutsk, this person should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a big city to visit. Between San Diego and Aden, this person should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Aden'}
{'statement': 'Someone is looking for a big city to visit. Between Tampa and Suva, this person should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Suva'}
{'statement': 'Someone is looking for a big city to visit. Between Ushuaia and Minneapolis, this person should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Ushuaia'}
{'statement': 'Someone is looking for a big city to visit. Between Darwin and Bangkok, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Darwin'}
{'statement': 'Someone is looking for a big city to visit. Between Hat Yai and San Diego, this person should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Hat Yai'}
{'statement': 'Someone is looking for a big city to visit. Between Sydney and Palmerston North, this person should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Palmerston North'}
{'statement': 'Someone is looking for a big city to visit. Between Belgrade and Monterrey, this person should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Belgrade'}
{'statement': 'Someone is looking for a big city to visit. Between Ankara and Sokoto, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Sokoto'}
{'statement': 'Someone is looking for a big city to visit. Between Santiago and Asmara, this person should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Asmara'}
{'statement': 'Someone is looking for a big city to visit. Between Ürümqi and San Juan, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a big city to visit. Between Tamanrasset and Manila, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Tamanrasset'}
{'statement': 'Someone is looking for a big city to visit. Between Barranquilla and Beijing, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Barranquilla'}
{'statement': 'Someone is looking for a big city to visit. Between Ankara and Thiès, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Thiès'}
{'statement': 'Someone is looking for a big city to visit. Between Zagreb and Moscow, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Zagreb'}
{'statement': 'Someone is looking for a big city to visit. Between Saskatoon and Bangkok, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Saskatoon'}
{'statement': 'Someone is looking for a big city to visit. Between Saint Petersburg and Hobart, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Hobart'}
{'statement': 'Someone is looking for a big city to visit. Between Lima and Amsterdam, this person should visit Lima.', 'answer': 'Lima', 'candidate': 'Amsterdam'}
{'statement': 'Someone is looking for a big city to visit. Between Hanoi and Tampa, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Tampa'}
{'statement': 'Someone is looking for a big city to visit. Between Dublin and Melbourne, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Dublin'}
{'statement': 'Someone is looking for a big city to visit. Between Hobart and Addis Ababa, this person should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Hobart'}
{'statement': 'Someone is looking for a big city to visit. Between San Diego and Albuquerque, this person should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Albuquerque'}
{'statement': 'Someone is looking for a big city to visit. Between Hanoi and Santiago del Estero, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Santiago del Estero'}
{'statement': 'Someone is looking for a big city to visit. Between Ho Chi Minh City and Omaha, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Omaha'}
{'statement': 'Someone is looking for a big city to visit. Between Boise and Lagos, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Boise'}
{'statement': 'Someone is looking for a big city to visit. Between Suva and Lahore, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Suva'}
{'statement': 'Someone is looking for a big city to visit. Between Hanoi and Beijing, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Hanoi'}
{'statement': 'Someone is looking for a big city to visit. Between Baltimore and Tamanrasset, this person should visit Baltimore.', 'answer': 'Baltimore', 'candidate': 'Tamanrasset'}
{'statement': 'Someone is looking for a big city to visit. Between Santiago and Wau, this person should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Wau'}
{'statement': 'Someone is looking for a big city to visit. Between Darwin and Bogotá, this person should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Darwin'}
{'statement': 'Someone is looking for a big city to visit. Between Ürümqi and Hat Yai, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Hat Yai'}
{'statement': 'Someone is looking for a big city to visit. Between Halifax and Mumbai, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Halifax'}
{'statement': 'Someone is looking for a big city to visit. Between Hanoi and Lagos, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Hanoi'}
{'statement': 'Someone is looking for a big city to visit. Between Douala and Malabo, this person should visit Douala.', 'answer': 'Douala', 'candidate': 'Malabo'}
{'statement': 'Someone is looking for a big city to visit. Between Managua and Guadalajara, this person should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Managua'}
{'statement': 'Someone is looking for a big city to visit. Between Guadalajara and Bangui, this person should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Bangui'}
{'statement': 'Someone is looking for a big city to visit. Between Murmansk and Chicago, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Murmansk'}
{'statement': 'Someone is looking for a big city to visit. Between Mexico City and Nakhon Ratchasima, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'Someone is looking for a big city to visit. Between Monterrey and Vienna, this person should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Vienna'}
{'statement': 'Someone is looking for a big city to visit. Between Riyadh and Florianópolis, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Florianópolis'}
{'statement': 'Someone is looking for a big city to visit. Between Dar es Salaam and Bucharest, this person should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Bucharest'}
{'statement': 'Someone is looking for a big city to visit. Between Piura and Toronto, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Piura'}
{'statement': 'Someone is looking for a big city to visit. Between Skopje and Ürümqi, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Skopje'}
{'statement': 'Someone is looking for a big city to visit. Between Phoenix and Kampala, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Kampala'}
{'statement': 'Someone is looking for a big city to visit. Between Riyadh and Sokoto, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Sokoto'}
{'statement': 'Someone is looking for a big city to visit. Between Chihuahua and Nairobi, this person should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Chihuahua'}
{'statement': 'Someone is looking for a big city to visit. Between Brasília and London, this person should visit London.', 'answer': 'London', 'candidate': 'Brasília'}
{'statement': 'Someone is looking for a big city to visit. Between Bogotá and Guangzhou, this person should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Bogotá'}
{'statement': 'Someone is looking for a big city to visit. Between Karachi and Dodoma, this person should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Dodoma'}
{'statement': 'Someone is looking for a big city to visit. Between Rome and Rabat, this person should visit Rome.', 'answer': 'Rome', 'candidate': 'Rabat'}
{'statement': 'Someone is looking for a big city to visit. Between Erzurum and Riyadh, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Erzurum'}
{'statement': 'Someone is looking for a big city to visit. Between Mexico City and Darwin, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Darwin'}
{'statement': 'Someone is looking for a big city to visit. Between Tampa and London, this person should visit London.', 'answer': 'London', 'candidate': 'Tampa'}
{'statement': 'Someone is looking for a big city to visit. Between Ho Chi Minh City and Gabès, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Gabès'}
{'statement': 'Someone is looking for a big city to visit. Between Frankfurt and Addis Ababa, this person should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Frankfurt'}
{'statement': 'Someone is looking for a big city to visit. Between Johannesburg and Almaty, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Almaty'}
{'statement': 'Someone is looking for a big city to visit. Between Entebbe and San Diego, this person should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Entebbe'}
{'statement': 'Someone is looking for a big city to visit. Between Baghdad and Perth, this person should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Perth'}
{'statement': 'Someone is looking for a big city to visit. Between Ottawa and Ürümqi, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Ottawa'}
{'statement': 'Someone is looking for a big city to visit. Between Denver and Melbourne, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Denver'}
{'statement': 'Someone is looking for a big city to visit. Between London and Wellington, this person should visit London.', 'answer': 'London', 'candidate': 'Wellington'}
{'statement': 'Someone is looking for a big city to visit. Between Lahore and Brussels, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Brussels'}
{'statement': 'Someone is looking for a big city to visit. Between Moscow and Kingston, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Kingston'}
{'statement': 'Someone is looking for a big city to visit. Between Lima and Karachi, this person should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Lima'}
{'statement': 'Someone is looking for a big city to visit. Between Phnom Penh and Sydney, this person should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Phnom Penh'}
{'statement': 'Someone is looking for a big city to visit. Between Chicago and Lyon, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Lyon'}
{'statement': 'Someone is looking for a big city to visit. Between San Diego and Ouahigouya, this person should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Ouahigouya'}
{'statement': 'Someone is looking for a big city to visit. Between Mexico City and Kampala, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Kampala'}
{'statement': 'Someone is looking for a big city to visit. Between Ho Chi Minh City and Cotonou, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Cotonou'}
{'statement': 'Someone is looking for a big city to visit. Between Vientiane and Ürümqi, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Vientiane'}
{'statement': 'Someone is looking for a big city to visit. Between Karachi and Dublin, this person should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Dublin'}
{'statement': 'Someone is looking for a big city to visit. Between Rangpur and Lahore, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Rangpur'}
{'statement': 'Someone is looking for a big city to visit. Between Port-Gentil and Chicago, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Port-Gentil'}
{'statement': 'Someone is looking for a big city to visit. Between Denver and Bata, this person should visit Denver.', 'answer': 'Denver', 'candidate': 'Bata'}
{'statement': 'Someone is looking for a big city to visit. Between Chicago and London, this person should visit London.', 'answer': 'London', 'candidate': 'Chicago'}
{'statement': 'Someone is looking for a big city to visit. Between Zagreb and Luanda, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Zagreb'}
{'statement': 'Someone is looking for a big city to visit. Between Ouahigouya and Ho Chi Minh City, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Ouahigouya'}
{'statement': 'Someone is looking for a big city to visit. Between Mumbai and Port Sudan, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Port Sudan'}
{'statement': 'Someone is looking for a big city to visit. Between Mumbai and Beirut, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Beirut'}
{'statement': 'Someone is looking for a big city to visit. Between Los Angeles and Dar es Salaam, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Dar es Salaam'}
{'statement': 'Someone is looking for a big city to visit. Between Paris and Cape Town, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Cape Town'}
{'statement': 'Someone is looking for a big city to visit. Between Paris and Tucson, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Tucson'}
{'statement': 'Someone is looking for a big city to visit. Between Surabaya and La Ceiba, this person should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'La Ceiba'}
{'statement': 'Someone is looking for a big city to visit. Between Kuwait City and Bahía Blanca, this person should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Bahía Blanca'}
{'statement': 'Someone is looking for a big city to visit. Between Muscat and Manila, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Muscat'}
{'statement': 'Someone is looking for a big city to visit. Between Port Sudan and Phoenix, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Port Sudan'}
{'statement': 'Someone is looking for a big city to visit. Between Houston and Tamanrasset, this person should visit Houston.', 'answer': 'Houston', 'candidate': 'Tamanrasset'}
{'statement': 'Someone is looking for a big city to visit. Between Phoenix and Zürich, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Zürich'}
{'statement': 'Someone is looking for a big city to visit. Between Pretoria and Buenos Aires, this person should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Pretoria'}
{'statement': 'Someone is looking for a big city to visit. Between Yakutsk and Los Angeles, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Yakutsk'}
{'statement': 'Someone is looking for a big city to visit. Between Parakou and Kunming, this person should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Parakou'}
{'statement': 'Someone is looking for a big city to visit. Between Manila and Reykjavík, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Reykjavík'}
{'statement': 'Someone is looking for a big city to visit. Between Lagos and Managua, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Managua'}
{'statement': 'Someone is looking for a big city to visit. Between Chihuahua and Beijing, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Chihuahua'}
{'statement': 'Someone is looking for a big city to visit. Between Dar es Salaam and Albuquerque, this person should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Albuquerque'}
{'statement': 'Someone is looking for a big city to visit. Between Bangkok and Garissa, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Garissa'}
