{'statement': 'Someone is looking for a small city to visit. Between Manila and Mexicali, this person should visit Mexicali.', 'answer': 'Mexicali', 'candidate': 'Manila'}
{'statement': 'Someone is looking for a small city to visit. Between Paris and Milwaukee, this person should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a small city to visit. Between Jakarta and Ushuaia, this person should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Jakarta'}
{'statement': 'Someone is looking for a small city to visit. Between London and Tirana, this person should visit Tirana.', 'answer': 'Tirana', 'candidate': 'London'}
{'statement': 'Someone is looking for a small city to visit. Between Brasília and Kathmandu, this person should visit Kathmandu.', 'answer': 'Kathmandu', 'candidate': 'Brasília'}
{'statement': 'Someone is looking for a small city to visit. Between Lahore and Hobart, this person should visit Hobart.', 'answer': 'Hobart', 'candidate': 'Lahore'}
{'statement': 'Someone is looking for a small city to visit. Between Jakarta and Kano, this person should visit Kano.', 'answer': 'Kano', 'candidate': 'Jakarta'}
{'statement': 'Someone is looking for a small city to visit. Between Algiers and Dublin, this person should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Algiers'}
{'statement': 'Someone is looking for a small city to visit. Between Houston and Punta Arenas, this person should visit Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Houston'}
{'statement': 'Someone is looking for a small city to visit. Between Jakarta and Monterrey, this person should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Jakarta'}
{'statement': 'Someone is looking for a small city to visit. Between Los Angeles and Nouakchott, this person should visit Nouakchott.', 'answer': 'Nouakchott', 'candidate': 'Los Angeles'}
{'statement': 'Someone is looking for a small city to visit. Between Cairo and Pittsburgh, this person should visit Pittsburgh.', 'answer': 'Pittsburgh', 'candidate': 'Cairo'}
{'statement': 'Someone is looking for a small city to visit. Between Ankara and Neuquén, this person should visit Neuquén.', 'answer': 'Neuquén', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a small city to visit. Between Kuwait City and La Ceiba, this person should visit La Ceiba.', 'answer': 'La Ceiba', 'candidate': 'Kuwait City'}
{'statement': 'Someone is looking for a small city to visit. Between Bogotá and Harare, this person should visit Harare.', 'answer': 'Harare', 'candidate': 'Bogotá'}
{'statement': 'Someone is looking for a small city to visit. Between Lahore and Cabo San Lucas, this person should visit Cabo San Lucas.', 'answer': 'Cabo San Lucas', 'candidate': 'Lahore'}
{'statement': 'Someone is looking for a small city to visit. Between Hanoi and Surabaya, this person should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Hanoi'}
{'statement': 'Someone is looking for a small city to visit. Between Ankara and Tauranga, this person should visit Tauranga.', 'answer': 'Tauranga', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a small city to visit. Between Manila and Willemstad, this person should visit Willemstad.', 'answer': 'Willemstad', 'candidate': 'Manila'}
{'statement': 'Someone is looking for a small city to visit. Between Santiago and Zürich, this person should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Santiago'}
{'statement': 'Someone is looking for a small city to visit. Between Kunming and El Paso, this person should visit El Paso.', 'answer': 'El Paso', 'candidate': 'Kunming'}
{'statement': 'Someone is looking for a small city to visit. Between Buenos Aires and San Salvador, this person should visit San Salvador.', 'answer': 'San Salvador', 'candidate': 'Buenos Aires'}
{'statement': 'Someone is looking for a small city to visit. Between Guangzhou and Tripoli, this person should visit Tripoli.', 'answer': 'Tripoli', 'candidate': 'Guangzhou'}
{'statement': 'Someone is looking for a small city to visit. Between Baghdad and San Antonio, this person should visit San Antonio.', 'answer': 'San Antonio', 'candidate': 'Baghdad'}
{'statement': 'Someone is looking for a small city to visit. Between Berlin and Kingston, this person should visit Kingston.', 'answer': 'Kingston', 'candidate': 'Berlin'}
{'statement': 'Someone is looking for a small city to visit. Between Ürümqi and Toluca, this person should visit Toluca.', 'answer': 'Toluca', 'candidate': 'Ürümqi'}
{'statement': 'Someone is looking for a small city to visit. Between Jakarta and Phoenix, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Jakarta'}
{'statement': 'Someone is looking for a small city to visit. Between Shanghai and Wau, this person should visit Wau.', 'answer': 'Wau', 'candidate': 'Shanghai'}
{'statement': 'Someone is looking for a small city to visit. Between Toronto and Bata, this person should visit Bata.', 'answer': 'Bata', 'candidate': 'Toronto'}
{'statement': 'Someone is looking for a small city to visit. Between Ankara and Kuwait City, this person should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a small city to visit. Between Guadalajara and Dublin, this person should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Guadalajara'}
{'statement': 'Someone is looking for a small city to visit. Between Los Angeles and Cape Town, this person should visit Cape Town.', 'answer': 'Cape Town', 'candidate': 'Los Angeles'}
{'statement': 'Someone is looking for a small city to visit. Between Yaoundé and Saskatoon, this person should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Yaoundé'}
{'statement': 'Someone is looking for a small city to visit. Between Kano and Mahajanga, this person should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Kano'}
{'statement': 'Someone is looking for a small city to visit. Between Saint Petersburg and Cabo San Lucas, this person should visit Cabo San Lucas.', 'answer': 'Cabo San Lucas', 'candidate': 'Saint Petersburg'}
{'statement': 'Someone is looking for a small city to visit. Between Shanghai and Tirana, this person should visit Tirana.', 'answer': 'Tirana', 'candidate': 'Shanghai'}
{'statement': 'Someone is looking for a small city to visit. Between Shanghai and San Salvador, this person should visit San Salvador.', 'answer': 'San Salvador', 'candidate': 'Shanghai'}
{'statement': 'Someone is looking for a small city to visit. Between Surabaya and Cabo San Lucas, this person should visit Cabo San Lucas.', 'answer': 'Cabo San Lucas', 'candidate': 'Surabaya'}
{'statement': 'Someone is looking for a small city to visit. Between Berlin and Río Gallegos, this person should visit Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Berlin'}
{'statement': 'Someone is looking for a small city to visit. Between Luanda and Omaha, this person should visit Omaha.', 'answer': 'Omaha', 'candidate': 'Luanda'}
{'statement': 'Someone is looking for a small city to visit. Between Houston and Erbil, this person should visit Erbil.', 'answer': 'Erbil', 'candidate': 'Houston'}
{'statement': 'Someone is looking for a small city to visit. Between Brasília and Lomé, this person should visit Lomé.', 'answer': 'Lomé', 'candidate': 'Brasília'}
{'statement': 'Someone is looking for a small city to visit. Between Bogotá and Conakry, this person should visit Conakry.', 'answer': 'Conakry', 'candidate': 'Bogotá'}
{'statement': 'Someone is looking for a small city to visit. Between Los Angeles and Yinchuan, this person should visit Yinchuan.', 'answer': 'Yinchuan', 'candidate': 'Los Angeles'}
{'statement': 'Someone is looking for a small city to visit. Between Lagos and Pretoria, this person should visit Pretoria.', 'answer': 'Pretoria', 'candidate': 'Lagos'}
{'statement': 'Someone is looking for a small city to visit. Between Perth and Gabès, this person should visit Gabès.', 'answer': 'Gabès', 'candidate': 'Perth'}
{'statement': 'Someone is looking for a small city to visit. Between Beijing and Ljubljana, this person should visit Ljubljana.', 'answer': 'Ljubljana', 'candidate': 'Beijing'}
{'statement': 'Someone is looking for a small city to visit. Between Jakarta and Bucharest, this person should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Jakarta'}
{'statement': 'Someone is looking for a small city to visit. Between Denver and Viedma, this person should visit Viedma.', 'answer': 'Viedma', 'candidate': 'Denver'}
{'statement': 'Someone is looking for a small city to visit. Between Monterrey and Fairbanks, this person should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Monterrey'}
{'statement': 'Someone is looking for a small city to visit. Between London and Bergen, this person should visit Bergen.', 'answer': 'Bergen', 'candidate': 'London'}
{'statement': 'Someone is looking for a small city to visit. Between Perth and Campos do Jordão, this person should visit Campos do Jordão.', 'answer': 'Campos do Jordão', 'candidate': 'Perth'}
{'statement': 'Someone is looking for a small city to visit. Between Tampa and Santiago del Estero, this person should visit Santiago del Estero.', 'answer': 'Santiago del Estero', 'candidate': 'Tampa'}
{'statement': 'Someone is looking for a small city to visit. Between Toronto and San Juan, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Toronto'}
{'statement': 'Someone is looking for a small city to visit. Between Toronto and Bratislava, this person should visit Bratislava.', 'answer': 'Bratislava', 'candidate': 'Toronto'}
{'statement': 'Someone is looking for a small city to visit. Between Houston and Nouakchott, this person should visit Nouakchott.', 'answer': 'Nouakchott', 'candidate': 'Houston'}
{'statement': 'Someone is looking for a small city to visit. Between Karachi and Paramaribo, this person should visit Paramaribo.', 'answer': 'Paramaribo', 'candidate': 'Karachi'}
{'statement': 'Someone is looking for a small city to visit. Between San Diego and Ljubljana, this person should visit Ljubljana.', 'answer': 'Ljubljana', 'candidate': 'San Diego'}
{'statement': 'Someone is looking for a small city to visit. Between Nairobi and Palembang, this person should visit Palembang.', 'answer': 'Palembang', 'candidate': 'Nairobi'}
{'statement': 'Someone is looking for a small city to visit. Between Moscow and Vladivostok, this person should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a small city to visit. Between Buenos Aires and Willemstad, this person should visit Willemstad.', 'answer': 'Willemstad', 'candidate': 'Buenos Aires'}
{'statement': 'Someone is looking for a small city to visit. Between Luanda and Phoenix, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Luanda'}
{'statement': 'Someone is looking for a small city to visit. Between Toronto and Sapporo, this person should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'Toronto'}
{'statement': 'Someone is looking for a small city to visit. Between Buenos Aires and Ürümqi, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Buenos Aires'}
{'statement': 'Someone is looking for a small city to visit. Between Paris and Kampala, this person should visit Kampala.', 'answer': 'Kampala', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a small city to visit. Between Shanghai and Abéché, this person should visit Abéché.', 'answer': 'Abéché', 'candidate': 'Shanghai'}
{'statement': 'Someone is looking for a small city to visit. Between Cairo and Ndola, this person should visit Ndola.', 'answer': 'Ndola', 'candidate': 'Cairo'}
{'statement': 'Someone is looking for a small city to visit. Between Paris and Vientiane, this person should visit Vientiane.', 'answer': 'Vientiane', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a small city to visit. Between Mumbai and Saskatoon, this person should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a small city to visit. Between Mexico City and Bogotá, this person should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Mexico City'}
{'statement': 'Someone is looking for a small city to visit. Between Jakarta and Melbourne, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Jakarta'}
{'statement': 'Someone is looking for a small city to visit. Between Kuwait City and Chihuahua, this person should visit Chihuahua.', 'answer': 'Chihuahua', 'candidate': 'Kuwait City'}
{'statement': 'Someone is looking for a small city to visit. Between Moscow and Pittsburgh, this person should visit Pittsburgh.', 'answer': 'Pittsburgh', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a small city to visit. Between Brasília and Villahermosa, this person should visit Villahermosa.', 'answer': 'Villahermosa', 'candidate': 'Brasília'}
{'statement': 'Someone is looking for a small city to visit. Between Melbourne and Mexicali, this person should visit Mexicali.', 'answer': 'Mexicali', 'candidate': 'Melbourne'}
{'statement': 'Someone is looking for a small city to visit. Between Dar es Salaam and Kansas City, this person should visit Kansas City.', 'answer': 'Kansas City', 'candidate': 'Dar es Salaam'}
{'statement': 'Someone is looking for a small city to visit. Between Luanda and Tucson, this person should visit Tucson.', 'answer': 'Tucson', 'candidate': 'Luanda'}
{'statement': 'Someone is looking for a small city to visit. Between Dar es Salaam and Vientiane, this person should visit Vientiane.', 'answer': 'Vientiane', 'candidate': 'Dar es Salaam'}
{'statement': 'Someone is looking for a small city to visit. Between Moscow and Calgary, this person should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a small city to visit. Between Johannesburg and Kansas City, this person should visit Kansas City.', 'answer': 'Kansas City', 'candidate': 'Johannesburg'}
{'statement': 'Someone is looking for a small city to visit. Between Phoenix and La Paz, this person should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Phoenix'}
{'statement': 'Someone is looking for a small city to visit. Between Hanoi and Brisbane, this person should visit Brisbane.', 'answer': 'Brisbane', 'candidate': 'Hanoi'}
{'statement': 'Someone is looking for a small city to visit. Between Riyadh and Yaoundé, this person should visit Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Riyadh'}
{'statement': 'Someone is looking for a small city to visit. Between Ho Chi Minh City and Rosario, this person should visit Rosario.', 'answer': 'Rosario', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Someone is looking for a small city to visit. Between Douala and Upington, this person should visit Upington.', 'answer': 'Upington', 'candidate': 'Douala'}
{'statement': 'Someone is looking for a small city to visit. Between Kano and Punta Arenas, this person should visit Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Kano'}
{'statement': 'Someone is looking for a small city to visit. Between Chicago and Malabo, this person should visit Malabo.', 'answer': 'Malabo', 'candidate': 'Chicago'}
{'statement': 'Someone is looking for a small city to visit. Between Bangkok and Cape Town, this person should visit Cape Town.', 'answer': 'Cape Town', 'candidate': 'Bangkok'}
{'statement': 'Someone is looking for a small city to visit. Between Santiago and Río Gallegos, this person should visit Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Santiago'}
{'statement': 'Someone is looking for a small city to visit. Between Douala and Neuquén, this person should visit Neuquén.', 'answer': 'Neuquén', 'candidate': 'Douala'}
{'statement': 'Someone is looking for a small city to visit. Between Chicago and Kansas City, this person should visit Kansas City.', 'answer': 'Kansas City', 'candidate': 'Chicago'}
{'statement': 'Someone is looking for a small city to visit. Between Addis Ababa and Toluca, this person should visit Toluca.', 'answer': 'Toluca', 'candidate': 'Addis Ababa'}
{'statement': 'Someone is looking for a small city to visit. Between Shanghai and Milwaukee, this person should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Shanghai'}
{'statement': 'Someone is looking for a small city to visit. Between Kuwait City and Albuquerque, this person should visit Albuquerque.', 'answer': 'Albuquerque', 'candidate': 'Kuwait City'}
{'statement': 'Someone is looking for a small city to visit. Between Kunming and Mendoza, this person should visit Mendoza.', 'answer': 'Mendoza', 'candidate': 'Kunming'}
{'statement': 'Someone is looking for a small city to visit. Between Chicago and Frankfurt, this person should visit Frankfurt.', 'answer': 'Frankfurt', 'candidate': 'Chicago'}
{'statement': 'Someone is looking for a small city to visit. Between Kunming and Goiânia, this person should visit Goiânia.', 'answer': 'Goiânia', 'candidate': 'Kunming'}
{'statement': 'Someone is looking for a small city to visit. Between Bogotá and Parakou, this person should visit Parakou.', 'answer': 'Parakou', 'candidate': 'Bogotá'}
{'statement': 'Someone is looking for a small city to visit. Between Guangzhou and Amsterdam, this person should visit Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Guangzhou'}
{'statement': 'Someone is looking for a small city to visit. Between Ho Chi Minh City and Kampala, this person should visit Kampala.', 'answer': 'Kampala', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Someone is looking for a small city to visit. Between Hanoi and Juba, this person should visit Juba.', 'answer': 'Juba', 'candidate': 'Hanoi'}
{'statement': 'Someone is looking for a small city to visit. Between Beijing and Tampa, this person should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Beijing'}
{'statement': 'Someone is looking for a small city to visit. Between Karachi and Bahía Blanca, this person should visit Bahía Blanca.', 'answer': 'Bahía Blanca', 'candidate': 'Karachi'}
{'statement': 'Someone is looking for a small city to visit. Between Toronto and Omaha, this person should visit Omaha.', 'answer': 'Omaha', 'candidate': 'Toronto'}
{'statement': 'Someone is looking for a small city to visit. Between Berlin and Calgary, this person should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Berlin'}
{'statement': 'Someone is looking for a small city to visit. Between Houston and Brasília, this person should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Houston'}
{'statement': 'Someone is looking for a small city to visit. Between Kuwait City and Benghazi, this person should visit Benghazi.', 'answer': 'Benghazi', 'candidate': 'Kuwait City'}
{'statement': 'Someone is looking for a small city to visit. Between London and Boise, this person should visit Boise.', 'answer': 'Boise', 'candidate': 'London'}
{'statement': 'Someone is looking for a small city to visit. Between Manila and Denpasar, this person should visit Denpasar.', 'answer': 'Denpasar', 'candidate': 'Manila'}
{'statement': 'Someone is looking for a small city to visit. Between Guangzhou and Goiânia, this person should visit Goiânia.', 'answer': 'Goiânia', 'candidate': 'Guangzhou'}
{'statement': 'Someone is looking for a small city to visit. Between Shanghai and Maputo, this person should visit Maputo.', 'answer': 'Maputo', 'candidate': 'Shanghai'}
{'statement': 'Someone is looking for a small city to visit. Between Cairo and Boise, this person should visit Boise.', 'answer': 'Boise', 'candidate': 'Cairo'}
{'statement': 'Someone is looking for a small city to visit. Between Shanghai and Toliara, this person should visit Toliara.', 'answer': 'Toliara', 'candidate': 'Shanghai'}
{'statement': 'Someone is looking for a small city to visit. Between Bangkok and Dublin, this person should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Bangkok'}
{'statement': 'Someone is looking for a small city to visit. Between Alexandria and Mexicali, this person should visit Mexicali.', 'answer': 'Mexicali', 'candidate': 'Alexandria'}
{'statement': 'Someone is looking for a small city to visit. Between Baghdad and Brussels, this person should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Baghdad'}
{'statement': 'Someone is looking for a small city to visit. Between Riyadh and Abéché, this person should visit Abéché.', 'answer': 'Abéché', 'candidate': 'Riyadh'}
{'statement': 'Someone is looking for a small city to visit. Between Kuwait City and Rabat, this person should visit Rabat.', 'answer': 'Rabat', 'candidate': 'Kuwait City'}
{'statement': 'Someone is looking for a small city to visit. Between Ürümqi and La Ceiba, this person should visit La Ceiba.', 'answer': 'La Ceiba', 'candidate': 'Ürümqi'}
{'statement': 'Someone is looking for a small city to visit. Between Bogotá and Malabo, this person should visit Malabo.', 'answer': 'Malabo', 'candidate': 'Bogotá'}
{'statement': 'Someone is looking for a small city to visit. Between Luanda and Changsha, this person should visit Changsha.', 'answer': 'Changsha', 'candidate': 'Luanda'}
{'statement': 'Someone is looking for a small city to visit. Between Melbourne and Zürich, this person should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Melbourne'}
{'statement': 'Someone is looking for a small city to visit. Between Addis Ababa and Honolulu, this person should visit Honolulu.', 'answer': 'Honolulu', 'candidate': 'Addis Ababa'}
{'statement': 'Someone is looking for a small city to visit. Between Los Angeles and Brisbane, this person should visit Brisbane.', 'answer': 'Brisbane', 'candidate': 'Los Angeles'}
{'statement': 'Someone is looking for a small city to visit. Between Tampa and Kingston, this person should visit Kingston.', 'answer': 'Kingston', 'candidate': 'Tampa'}
{'statement': 'Someone is looking for a small city to visit. Between Moscow and Erbil, this person should visit Erbil.', 'answer': 'Erbil', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a small city to visit. Between Rome and Mendoza, this person should visit Mendoza.', 'answer': 'Mendoza', 'candidate': 'Rome'}
{'statement': 'Someone is looking for a small city to visit. Between Paris and Sokoto, this person should visit Sokoto.', 'answer': 'Sokoto', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a small city to visit. Between Fukuoka and Tamanrasset, this person should visit Tamanrasset.', 'answer': 'Tamanrasset', 'candidate': 'Fukuoka'}
{'statement': 'Someone is looking for a small city to visit. Between Ankara and Rabat, this person should visit Rabat.', 'answer': 'Rabat', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a small city to visit. Between Kunming and Tirana, this person should visit Tirana.', 'answer': 'Tirana', 'candidate': 'Kunming'}
{'statement': 'Someone is looking for a small city to visit. Between Alexandria and Suwałki, this person should visit Suwałki.', 'answer': 'Suwałki', 'candidate': 'Alexandria'}
{'statement': 'Someone is looking for a small city to visit. Between Karachi and Neuquén, this person should visit Neuquén.', 'answer': 'Neuquén', 'candidate': 'Karachi'}
{'statement': 'Someone is looking for a small city to visit. Between Lahore and Indianapolis, this person should visit Indianapolis.', 'answer': 'Indianapolis', 'candidate': 'Lahore'}
{'statement': 'Someone is looking for a small city to visit. Between Nairobi and Almaty, this person should visit Almaty.', 'answer': 'Almaty', 'candidate': 'Nairobi'}
{'statement': 'Someone is looking for a small city to visit. Between Kabul and Mandalay, this person should visit Mandalay.', 'answer': 'Mandalay', 'candidate': 'Kabul'}
{'statement': 'Someone is looking for a small city to visit. Between Mumbai and Wau, this person should visit Wau.', 'answer': 'Wau', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a small city to visit. Between Guadalajara and Honolulu, this person should visit Honolulu.', 'answer': 'Honolulu', 'candidate': 'Guadalajara'}
{'statement': 'Someone is looking for a small city to visit. Between Tampa and Tamanrasset, this person should visit Tamanrasset.', 'answer': 'Tamanrasset', 'candidate': 'Tampa'}
{'statement': 'Someone is looking for a small city to visit. Between Surabaya and Podgorica, this person should visit Podgorica.', 'answer': 'Podgorica', 'candidate': 'Surabaya'}
{'statement': 'Someone is looking for a small city to visit. Between Mumbai and Nakhon Ratchasima, this person should visit Nakhon Ratchasima.', 'answer': 'Nakhon Ratchasima', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a small city to visit. Between Fukuoka and Punta Arenas, this person should visit Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Fukuoka'}
{'statement': 'Someone is looking for a small city to visit. Between Mumbai and Guadalajara, this person should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a small city to visit. Between Ürümqi and Gabès, this person should visit Gabès.', 'answer': 'Gabès', 'candidate': 'Ürümqi'}
{'statement': 'Someone is looking for a small city to visit. Between Phoenix and Hat Yai, this person should visit Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Phoenix'}
{'statement': 'Someone is looking for a small city to visit. Between Yaoundé and Ségou, this person should visit Ségou.', 'answer': 'Ségou', 'candidate': 'Yaoundé'}
{'statement': 'Someone is looking for a small city to visit. Between Phoenix and Phnom Penh, this person should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Phoenix'}
{'statement': 'Someone is looking for a small city to visit. Between Ürümqi and Thiès, this person should visit Thiès.', 'answer': 'Thiès', 'candidate': 'Ürümqi'}
{'statement': 'Someone is looking for a small city to visit. Between Lagos and Skopje, this person should visit Skopje.', 'answer': 'Skopje', 'candidate': 'Lagos'}
{'statement': 'Someone is looking for a small city to visit. Between Kunming and Garissa, this person should visit Garissa.', 'answer': 'Garissa', 'candidate': 'Kunming'}
{'statement': 'Someone is looking for a small city to visit. Between Mumbai and Lviv, this person should visit Lviv.', 'answer': 'Lviv', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a small city to visit. Between Moscow and Upington, this person should visit Upington.', 'answer': 'Upington', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a small city to visit. Between Guadalajara and La Serena, this person should visit La Serena.', 'answer': 'La Serena', 'candidate': 'Guadalajara'}
{'statement': 'Someone is looking for a small city to visit. Between Kunming and Abéché, this person should visit Abéché.', 'answer': 'Abéché', 'candidate': 'Kunming'}
{'statement': 'Someone is looking for a small city to visit. Between Jakarta and Lahore, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Jakarta'}
{'statement': 'Someone is looking for a small city to visit. Between Paris and Dublin, this person should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a small city to visit. Between Algiers and Belgrade, this person should visit Belgrade.', 'answer': 'Belgrade', 'candidate': 'Algiers'}
{'statement': 'Someone is looking for a small city to visit. Between Douala and Fairbanks, this person should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Douala'}
{'statement': 'Someone is looking for a small city to visit. Between Melbourne and Ljubljana, this person should visit Ljubljana.', 'answer': 'Ljubljana', 'candidate': 'Melbourne'}
{'statement': 'Someone is looking for a small city to visit. Between Lahore and Ottawa, this person should visit Ottawa.', 'answer': 'Ottawa', 'candidate': 'Lahore'}
{'statement': 'Someone is looking for a small city to visit. Between Paris and Willemstad, this person should visit Willemstad.', 'answer': 'Willemstad', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a small city to visit. Between Lahore and Milan, this person should visit Milan.', 'answer': 'Milan', 'candidate': 'Lahore'}
{'statement': 'Someone is looking for a small city to visit. Between Tampa and Benghazi, this person should visit Benghazi.', 'answer': 'Benghazi', 'candidate': 'Tampa'}
{'statement': 'Someone is looking for a small city to visit. Between Hanoi and Medellín, this person should visit Medellín.', 'answer': 'Medellín', 'candidate': 'Hanoi'}
