{'statement': 'You are looking for a small city to visit. Between San Diego and Yakutsk, you should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'San Diego'}
{'statement': 'You are looking for a small city to visit. Between Jakarta and Yaoundé, you should visit Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Jakarta'}
{'statement': 'You are looking for a small city to visit. Between San Juan and Phoenix, you should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Phoenix'}
{'statement': 'You are looking for a small city to visit. Between Suva and Minneapolis, you should visit Suva.', 'answer': 'Suva', 'candidate': 'Minneapolis'}
{'statement': 'You are looking for a small city to visit. Between Riyadh and Wellington, you should visit Wellington.', 'answer': 'Wellington', 'candidate': 'Riyadh'}
{'statement': 'You are looking for a small city to visit. Between Mexico City and Tirana, you should visit Tirana.', 'answer': 'Tirana', 'candidate': 'Mexico City'}
{'statement': 'You are looking for a small city to visit. Between Tampa and Mumbai, you should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Mumbai'}
{'statement': 'You are looking for a small city to visit. Between Tampa and Sucre, you should visit Sucre.', 'answer': 'Sucre', 'candidate': 'Tampa'}
{'statement': 'You are looking for a small city to visit. Between Johannesburg and Sapporo, you should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'Johannesburg'}
{'statement': 'You are looking for a small city to visit. Between Tamanrasset and Baltimore, you should visit Tamanrasset.', 'answer': 'Tamanrasset', 'candidate': 'Baltimore'}
{'statement': 'You are looking for a small city to visit. Between Tampa and Garissa, you should visit Garissa.', 'answer': 'Garissa', 'candidate': 'Tampa'}
{'statement': 'You are looking for a small city to visit. Between Melbourne and Erzurum, you should visit Erzurum.', 'answer': 'Erzurum', 'candidate': 'Melbourne'}
{'statement': 'You are looking for a small city to visit. Between Manila and Curitiba, you should visit Curitiba.', 'answer': 'Curitiba', 'candidate': 'Manila'}
{'statement': 'You are looking for a small city to visit. Between Bangkok and Palermo, you should visit Palermo.', 'answer': 'Palermo', 'candidate': 'Bangkok'}
{'statement': 'You are looking for a small city to visit. Between Lomé and Riyadh, you should visit Lomé.', 'answer': 'Lomé', 'candidate': 'Riyadh'}
{'statement': 'You are looking for a small city to visit. Between Fukuoka and Cairo, you should visit Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'Cairo'}
{'statement': 'You are looking for a small city to visit. Between Beijing and Wellington, you should visit Wellington.', 'answer': 'Wellington', 'candidate': 'Beijing'}
{'statement': 'You are looking for a small city to visit. Between Antsiranana and Harare, you should visit Antsiranana.', 'answer': 'Antsiranana', 'candidate': 'Harare'}
{'statement': 'You are looking for a small city to visit. Between El Paso and Denver, you should visit El Paso.', 'answer': 'El Paso', 'candidate': 'Denver'}
{'statement': 'You are looking for a small city to visit. Between Minneapolis and Cairo, you should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Cairo'}
{'statement': 'You are looking for a small city to visit. Between Brasília and San Juan, you should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Brasília'}
{'statement': 'You are looking for a small city to visit. Between Los Angeles and Santiago, you should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Los Angeles'}
{'statement': 'You are looking for a small city to visit. Between Chicago and Quito, you should visit Quito.', 'answer': 'Quito', 'candidate': 'Chicago'}
{'statement': 'You are looking for a small city to visit. Between Berlin and Nakhon Ratchasima, you should visit Nakhon Ratchasima.', 'answer': 'Nakhon Ratchasima', 'candidate': 'Berlin'}
{'statement': 'You are looking for a small city to visit. Between Buenos Aires and Denpasar, you should visit Denpasar.', 'answer': 'Denpasar', 'candidate': 'Buenos Aires'}
{'statement': 'You are looking for a small city to visit. Between Surabaya and Christchurch, you should visit Christchurch.', 'answer': 'Christchurch', 'candidate': 'Surabaya'}
{'statement': 'You are looking for a small city to visit. Between Garoua and Sydney, you should visit Garoua.', 'answer': 'Garoua', 'candidate': 'Sydney'}
{'statement': 'You are looking for a small city to visit. Between Cayenne and Bangkok, you should visit Cayenne.', 'answer': 'Cayenne', 'candidate': 'Bangkok'}
{'statement': 'You are looking for a small city to visit. Between Almaty and Johannesburg, you should visit Almaty.', 'answer': 'Almaty', 'candidate': 'Johannesburg'}
{'statement': 'You are looking for a small city to visit. Between Rosario and Kabul, you should visit Rosario.', 'answer': 'Rosario', 'candidate': 'Kabul'}
{'statement': 'You are looking for a small city to visit. Between Viedma and Yaoundé, you should visit Viedma.', 'answer': 'Viedma', 'candidate': 'Yaoundé'}
{'statement': 'You are looking for a small city to visit. Between Ho Chi Minh City and Lhasa, you should visit Lhasa.', 'answer': 'Lhasa', 'candidate': 'Ho Chi Minh City'}
{'statement': 'You are looking for a small city to visit. Between Cairo and Bujumbura, you should visit Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Cairo'}
{'statement': 'You are looking for a small city to visit. Between Auckland and Riyadh, you should visit Auckland.', 'answer': 'Auckland', 'candidate': 'Riyadh'}
{'statement': 'You are looking for a small city to visit. Between Riyadh and Bergen, you should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Riyadh'}
{'statement': 'You are looking for a small city to visit. Between Brasília and Parakou, you should visit Parakou.', 'answer': 'Parakou', 'candidate': 'Brasília'}
{'statement': 'You are looking for a small city to visit. Between Nairobi and Tabora, you should visit Tabora.', 'answer': 'Tabora', 'candidate': 'Nairobi'}
{'statement': 'You are looking for a small city to visit. Between Irkutsk and Tampa, you should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Tampa'}
{'statement': 'You are looking for a small city to visit. Between Phoenix and Ulaanbaatar, you should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Phoenix'}
{'statement': 'You are looking for a small city to visit. Between El Paso and Baghdad, you should visit El Paso.', 'answer': 'El Paso', 'candidate': 'Baghdad'}
{'statement': 'You are looking for a small city to visit. Between Kano and Saint Petersburg, you should visit Kano.', 'answer': 'Kano', 'candidate': 'Saint Petersburg'}
{'statement': 'You are looking for a small city to visit. Between Dar es Salaam and Yinchuan, you should visit Yinchuan.', 'answer': 'Yinchuan', 'candidate': 'Dar es Salaam'}
{'statement': 'You are looking for a small city to visit. Between Kunming and Lviv, you should visit Lviv.', 'answer': 'Lviv', 'candidate': 'Kunming'}
{'statement': 'You are looking for a small city to visit. Between Rabat and Santiago, you should visit Rabat.', 'answer': 'Rabat', 'candidate': 'Santiago'}
{'statement': 'You are looking for a small city to visit. Between Kuwait City and Tucson, you should visit Tucson.', 'answer': 'Tucson', 'candidate': 'Kuwait City'}
{'statement': 'You are looking for a small city to visit. Between Kabul and Paramaribo, you should visit Paramaribo.', 'answer': 'Paramaribo', 'candidate': 'Kabul'}
{'statement': 'You are looking for a small city to visit. Between La Ceiba and Lahore, you should visit La Ceiba.', 'answer': 'La Ceiba', 'candidate': 'Lahore'}
{'statement': 'You are looking for a small city to visit. Between Santiago and Bergen, you should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Santiago'}
{'statement': 'You are looking for a small city to visit. Between Bangui and Monterrey, you should visit Bangui.', 'answer': 'Bangui', 'candidate': 'Monterrey'}
{'statement': 'You are looking for a small city to visit. Between Houston and Albuquerque, you should visit Albuquerque.', 'answer': 'Albuquerque', 'candidate': 'Houston'}
{'statement': 'You are looking for a small city to visit. Between Toronto and Lahore, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Lahore'}
{'statement': 'You are looking for a small city to visit. Between Milwaukee and Santiago, you should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Santiago'}
{'statement': 'You are looking for a small city to visit. Between Bangkok and Irkutsk, you should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Bangkok'}
{'statement': 'You are looking for a small city to visit. Between Ushuaia and Alexandria, you should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Alexandria'}
{'statement': 'You are looking for a small city to visit. Between Monterrey and Denpasar, you should visit Denpasar.', 'answer': 'Denpasar', 'candidate': 'Monterrey'}
{'statement': 'You are looking for a small city to visit. Between Lima and Bangui, you should visit Bangui.', 'answer': 'Bangui', 'candidate': 'Lima'}
{'statement': 'You are looking for a small city to visit. Between Tabora and Algiers, you should visit Tabora.', 'answer': 'Tabora', 'candidate': 'Algiers'}
{'statement': 'You are looking for a small city to visit. Between Halifax and Nairobi, you should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Nairobi'}
{'statement': 'You are looking for a small city to visit. Between Djibouti and San Diego, you should visit Djibouti.', 'answer': 'Djibouti', 'candidate': 'San Diego'}
{'statement': 'You are looking for a small city to visit. Between Minsk and Toronto, you should visit Minsk.', 'answer': 'Minsk', 'candidate': 'Toronto'}
{'statement': 'You are looking for a small city to visit. Between Karachi and Manaus, you should visit Manaus.', 'answer': 'Manaus', 'candidate': 'Karachi'}
{'statement': 'You are looking for a small city to visit. Between Tashkent and Canberra, you should visit Canberra.', 'answer': 'Canberra', 'candidate': 'Tashkent'}
{'statement': 'You are looking for a small city to visit. Between Bangui and Berlin, you should visit Bangui.', 'answer': 'Bangui', 'candidate': 'Berlin'}
{'statement': 'You are looking for a small city to visit. Between Manila and Toliara, you should visit Toliara.', 'answer': 'Toliara', 'candidate': 'Manila'}
{'statement': 'You are looking for a small city to visit. Between Saint Petersburg and Christchurch, you should visit Christchurch.', 'answer': 'Christchurch', 'candidate': 'Saint Petersburg'}
{'statement': 'You are looking for a small city to visit. Between Ljubljana and Ürümqi, you should visit Ljubljana.', 'answer': 'Ljubljana', 'candidate': 'Ürümqi'}
{'statement': 'You are looking for a small city to visit. Between Houston and Belize City, you should visit Belize City.', 'answer': 'Belize City', 'candidate': 'Houston'}
{'statement': 'You are looking for a small city to visit. Between Lahore and Malabo, you should visit Malabo.', 'answer': 'Malabo', 'candidate': 'Lahore'}
{'statement': 'You are looking for a small city to visit. Between Upington and Baghdad, you should visit Upington.', 'answer': 'Upington', 'candidate': 'Baghdad'}
