{'statement': 'Someone is looking for a city with cold weather. Between Dar es Salaam and Indianapolis, this person should visit Indianapolis.', 'answer': 'Indianapolis', 'candidate': 'Dar es Salaam'}
{'statement': 'Someone is looking for a city with cold weather. Between Vientiane and Halifax, this person should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Vientiane'}
{'statement': 'Someone is looking for a city with cold weather. Between Thiès and Moscow, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Thiès'}
{'statement': 'Someone is looking for a city with cold weather. Between Phnom Penh and Chicago, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Phnom Penh'}
{'statement': 'Someone is looking for a city with cold weather. Between Hanoi and Punta Arenas, this person should visit Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Hanoi'}
{'statement': 'Someone is looking for a city with cold weather. Between Riyadh and Ushuaia, this person should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Riyadh'}
{'statement': 'Someone is looking for a city with cold weather. Between Sydney and Kuopio, this person should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Sydney'}
{'statement': 'Someone is looking for a city with cold weather. Between Ouahigouya and Suwałki, this person should visit Suwałki.', 'answer': 'Suwałki', 'candidate': 'Ouahigouya'}
{'statement': 'Someone is looking for a city with cold weather. Between Entebbe and Minneapolis, this person should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Entebbe'}
{'statement': 'Someone is looking for a city with cold weather. Between Thiès and Ushuaia, this person should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Thiès'}
{'statement': 'Someone is looking for a city with cold weather. Between La Paz and Ottawa, this person should visit Ottawa.', 'answer': 'Ottawa', 'candidate': 'La Paz'}
{'statement': 'Someone is looking for a city with cold weather. Between Garissa and Asmara, this person should visit Asmara.', 'answer': 'Asmara', 'candidate': 'Garissa'}
{'statement': 'Someone is looking for a city with cold weather. Between Garissa and Saskatoon, this person should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Garissa'}
{'statement': 'Someone is looking for a city with cold weather. Between Darwin and Fukuoka, this person should visit Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'Darwin'}
{'statement': 'Someone is looking for a city with cold weather. Between Djibouti and Córdoba, this person should visit Córdoba.', 'answer': 'Córdoba', 'candidate': 'Djibouti'}
{'statement': 'Someone is looking for a city with cold weather. Between Garissa and Mendoza, this person should visit Mendoza.', 'answer': 'Mendoza', 'candidate': 'Garissa'}
{'statement': 'Someone is looking for a city with cold weather. Between Hat Yai and Bahía Blanca, this person should visit Bahía Blanca.', 'answer': 'Bahía Blanca', 'candidate': 'Hat Yai'}
{'statement': 'Someone is looking for a city with cold weather. Between Mombasa and Calgary, this person should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Mombasa'}
{'statement': 'Someone is looking for a city with cold weather. Between Malabo and Hobart, this person should visit Hobart.', 'answer': 'Hobart', 'candidate': 'Malabo'}
{'statement': 'Someone is looking for a city with cold weather. Between San Juan and Reykjavík, this person should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a city with cold weather. Between Mexico City and Oslo, this person should visit Oslo.', 'answer': 'Oslo', 'candidate': 'Mexico City'}
{'statement': 'Someone is looking for a city with cold weather. Between Kathmandu and Erzurum, this person should visit Erzurum.', 'answer': 'Erzurum', 'candidate': 'Kathmandu'}
{'statement': 'Someone is looking for a city with cold weather. Between San Salvador and Lviv, this person should visit Lviv.', 'answer': 'Lviv', 'candidate': 'San Salvador'}
{'statement': 'Someone is looking for a city with cold weather. Between Manila and Ankara, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Manila'}
{'statement': 'Someone is looking for a city with cold weather. Between Medellín and Chicago, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Medellín'}
{'statement': 'Someone is looking for a city with cold weather. Between Thiès and Hobart, this person should visit Hobart.', 'answer': 'Hobart', 'candidate': 'Thiès'}
{'statement': 'Someone is looking for a city with cold weather. Between Sokoto and Brussels, this person should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Sokoto'}
{'statement': 'Someone is looking for a city with cold weather. Between Cairo and Omaha, this person should visit Omaha.', 'answer': 'Omaha', 'candidate': 'Cairo'}
{'statement': 'Someone is looking for a city with cold weather. Between Port Sudan and Christchurch, this person should visit Christchurch.', 'answer': 'Christchurch', 'candidate': 'Port Sudan'}
{'statement': 'Someone is looking for a city with cold weather. Between Ankara and Novosibirsk, this person should visit Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a city with cold weather. Between Abéché and Kuopio, this person should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Abéché'}
{'statement': 'Someone is looking for a city with cold weather. Between Surabaya and Fukuoka, this person should visit Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'Surabaya'}
{'statement': 'Someone is looking for a city with cold weather. Between Manaus and Santiago, this person should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Manaus'}
{'statement': 'Someone is looking for a city with cold weather. Between San José and Moscow, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'San José'}
{'statement': 'Someone is looking for a city with cold weather. Between Pontianak and Rabat, this person should visit Rabat.', 'answer': 'Rabat', 'candidate': 'Pontianak'}
{'statement': 'Someone is looking for a city with cold weather. Between Guangzhou and Ushuaia, this person should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Guangzhou'}
{'statement': 'Someone is looking for a city with cold weather. Between Yaoundé and Indianapolis, this person should visit Indianapolis.', 'answer': 'Indianapolis', 'candidate': 'Yaoundé'}
{'statement': 'Someone is looking for a city with cold weather. Between Cabo San Lucas and Vladivostok, this person should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Cabo San Lucas'}
{'statement': 'Someone is looking for a city with cold weather. Between Mombasa and Yerevan, this person should visit Yerevan.', 'answer': 'Yerevan', 'candidate': 'Mombasa'}
{'statement': 'Someone is looking for a city with cold weather. Between Malabo and Lhasa, this person should visit Lhasa.', 'answer': 'Lhasa', 'candidate': 'Malabo'}
{'statement': 'Someone is looking for a city with cold weather. Between Indianapolis and Murmansk, this person should visit Murmansk.', 'answer': 'Murmansk', 'candidate': 'Indianapolis'}
{'statement': 'Someone is looking for a city with cold weather. Between Muscat and Canberra, this person should visit Canberra.', 'answer': 'Canberra', 'candidate': 'Muscat'}
{'statement': 'Someone is looking for a city with cold weather. Between Malabo and Irkutsk, this person should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Malabo'}
{'statement': 'Someone is looking for a city with cold weather. Between Suva and Pittsburgh, this person should visit Pittsburgh.', 'answer': 'Pittsburgh', 'candidate': 'Suva'}
{'statement': 'Someone is looking for a city with cold weather. Between Brisbane and Dublin, this person should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Brisbane'}
{'statement': 'Someone is looking for a city with cold weather. Between Tabora and Minsk, this person should visit Minsk.', 'answer': 'Minsk', 'candidate': 'Tabora'}
{'statement': 'Someone is looking for a city with cold weather. Between Phoenix and Suwałki, this person should visit Suwałki.', 'answer': 'Suwałki', 'candidate': 'Phoenix'}
{'statement': 'Someone is looking for a city with cold weather. Between Wau and Auckland, this person should visit Auckland.', 'answer': 'Auckland', 'candidate': 'Wau'}
{'statement': 'Someone is looking for a city with cold weather. Between Harare and Lviv, this person should visit Lviv.', 'answer': 'Lviv', 'candidate': 'Harare'}
{'statement': 'Someone is looking for a city with cold weather. Between Pontianak and Murmansk, this person should visit Murmansk.', 'answer': 'Murmansk', 'candidate': 'Pontianak'}
{'statement': 'Someone is looking for a city with cold weather. Between Auckland and Kuopio, this person should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Auckland'}
{'statement': 'Someone is looking for a city with cold weather. Between Port Sudan and Saint Petersburg, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Port Sudan'}
{'statement': 'Someone is looking for a city with cold weather. Between Asmara and Murmansk, this person should visit Murmansk.', 'answer': 'Murmansk', 'candidate': 'Asmara'}
{'statement': 'Someone is looking for a city with cold weather. Between Port Sudan and Ulaanbaatar, this person should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Port Sudan'}
{'statement': 'Someone is looking for a city with cold weather. Between Manila and Hobart, this person should visit Hobart.', 'answer': 'Hobart', 'candidate': 'Manila'}
{'statement': 'Someone is looking for a city with cold weather. Between Erbil and Minsk, this person should visit Minsk.', 'answer': 'Minsk', 'candidate': 'Erbil'}
{'statement': 'Someone is looking for a city with cold weather. Between Wau and Irkutsk, this person should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Wau'}
{'statement': 'Someone is looking for a city with cold weather. Between Mandalay and Napier, this person should visit Napier.', 'answer': 'Napier', 'candidate': 'Mandalay'}
{'statement': 'Someone is looking for a city with cold weather. Between Cotonou and Berlin, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Cotonou'}
{'statement': 'Someone is looking for a city with cold weather. Between Mombasa and Toronto, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Mombasa'}
{'statement': 'Someone is looking for a city with cold weather. Between Mandalay and Mexico City, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Mandalay'}
{'statement': 'Someone is looking for a city with cold weather. Between Piura and Bishkek, this person should visit Bishkek.', 'answer': 'Bishkek', 'candidate': 'Piura'}
{'statement': 'Someone is looking for a city with cold weather. Between Campos do Jordão and Fairbanks, this person should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Campos do Jordão'}
{'statement': 'Someone is looking for a city with cold weather. Between Palermo and Lhasa, this person should visit Lhasa.', 'answer': 'Lhasa', 'candidate': 'Palermo'}
{'statement': 'Someone is looking for a city with cold weather. Between Monterrey and Zürich, this person should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Monterrey'}
{'statement': 'Someone is looking for a city with cold weather. Between Abéché and Murmansk, this person should visit Murmansk.', 'answer': 'Murmansk', 'candidate': 'Abéché'}
{'statement': 'Someone is looking for a city with cold weather. Between San Juan and Lhasa, this person should visit Lhasa.', 'answer': 'Lhasa', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a city with cold weather. Between Pontianak and Halifax, this person should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Pontianak'}
{'statement': 'Someone is looking for a city with cold weather. Between Lahore and Ljubljana, this person should visit Ljubljana.', 'answer': 'Ljubljana', 'candidate': 'Lahore'}
{'statement': 'Someone is looking for a city with cold weather. Between Algiers and Minsk, this person should visit Minsk.', 'answer': 'Minsk', 'candidate': 'Algiers'}
{'statement': 'Someone is looking for a city with cold weather. Between Mandalay and Boise, this person should visit Boise.', 'answer': 'Boise', 'candidate': 'Mandalay'}
{'statement': 'Someone is looking for a city with cold weather. Between San Juan and Brussels, this person should visit Brussels.', 'answer': 'Brussels', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a city with cold weather. Between Riyadh and Boise, this person should visit Boise.', 'answer': 'Boise', 'candidate': 'Riyadh'}
{'statement': 'Someone is looking for a city with cold weather. Between San Juan and Vienna, this person should visit Vienna.', 'answer': 'Vienna', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a city with cold weather. Between Tamanrasset and Ulaanbaatar, this person should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Tamanrasset'}
{'statement': 'Someone is looking for a city with cold weather. Between Surabaya and Vladivostok, this person should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Surabaya'}
{'statement': 'Someone is looking for a city with cold weather. Between Abéché and Bergen, this person should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Abéché'}
{'statement': 'Someone is looking for a city with cold weather. Between Lomé and Saskatoon, this person should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Lomé'}
{'statement': 'Someone is looking for a city with cold weather. Between Tripoli and Vladivostok, this person should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Tripoli'}
{'statement': 'Someone is looking for a city with cold weather. Between Honolulu and Vladivostok, this person should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Honolulu'}
{'statement': 'Someone is looking for a city with cold weather. Between Napier and Nur-Sultan, this person should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Napier'}
{'statement': 'Someone is looking for a city with cold weather. Between San Antonio and Río Gallegos, this person should visit Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'San Antonio'}
{'statement': 'Someone is looking for a city with cold weather. Between Cairo and Oslo, this person should visit Oslo.', 'answer': 'Oslo', 'candidate': 'Cairo'}
{'statement': 'Someone is looking for a city with cold weather. Between Mexico City and Suwałki, this person should visit Suwałki.', 'answer': 'Suwałki', 'candidate': 'Mexico City'}
{'statement': 'Someone is looking for a city with cold weather. Between Mumbai and Paris, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a city with cold weather. Between Kano and Toluca, this person should visit Toluca.', 'answer': 'Toluca', 'candidate': 'Kano'}
{'statement': 'Someone is looking for a city with cold weather. Between Dar es Salaam and Kansas City, this person should visit Kansas City.', 'answer': 'Kansas City', 'candidate': 'Dar es Salaam'}
{'statement': 'Someone is looking for a city with cold weather. Between Barranquilla and Toronto, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Barranquilla'}
{'statement': 'Someone is looking for a city with cold weather. Between San Juan and Omaha, this person should visit Omaha.', 'answer': 'Omaha', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a city with cold weather. Between Monterrey and Kabul, this person should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Monterrey'}
{'statement': 'Someone is looking for a city with cold weather. Between Niamey and Reykjavík, this person should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Niamey'}
{'statement': 'Someone is looking for a city with cold weather. Between Lake Havasu City and Indianapolis, this person should visit Indianapolis.', 'answer': 'Indianapolis', 'candidate': 'Lake Havasu City'}
{'statement': 'Someone is looking for a city with cold weather. Between Cotonou and Yinchuan, this person should visit Yinchuan.', 'answer': 'Yinchuan', 'candidate': 'Cotonou'}
{'statement': 'Someone is looking for a city with cold weather. Between Juba and Río Gallegos, this person should visit Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Juba'}
{'statement': 'Someone is looking for a city with cold weather. Between Muscat and Indianapolis, this person should visit Indianapolis.', 'answer': 'Indianapolis', 'candidate': 'Muscat'}
{'statement': 'Someone is looking for a city with cold weather. Between Brisbane and Ulaanbaatar, this person should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Brisbane'}
{'statement': 'Someone is looking for a city with cold weather. Between San Juan and Lviv, this person should visit Lviv.', 'answer': 'Lviv', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a city with cold weather. Between Ségou and Skopje, this person should visit Skopje.', 'answer': 'Skopje', 'candidate': 'Ségou'}
{'statement': 'Someone is looking for a city with cold weather. Between Houston and Halifax, this person should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Houston'}
{'statement': 'Someone is looking for a city with cold weather. Between Toliara and Saskatoon, this person should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Toliara'}
{'statement': 'Someone is looking for a city with cold weather. Between Dodoma and Ulaanbaatar, this person should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Dodoma'}
{'statement': 'Someone is looking for a city with cold weather. Between Guangzhou and Kabul, this person should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Guangzhou'}
{'statement': 'Someone is looking for a city with cold weather. Between Makassar and Podgorica, this person should visit Podgorica.', 'answer': 'Podgorica', 'candidate': 'Makassar'}
{'statement': 'Someone is looking for a city with cold weather. Between Wau and Palmerston North, this person should visit Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Wau'}
{'statement': 'Someone is looking for a city with cold weather. Between Cotonou and Bratislava, this person should visit Bratislava.', 'answer': 'Bratislava', 'candidate': 'Cotonou'}
{'statement': 'Someone is looking for a city with cold weather. Between Alexandria and Anchorage, this person should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Alexandria'}
{'statement': 'Someone is looking for a city with cold weather. Between Cotonou and La Serena, this person should visit La Serena.', 'answer': 'La Serena', 'candidate': 'Cotonou'}
{'statement': 'Someone is looking for a city with cold weather. Between Phoenix and Frankfurt, this person should visit Frankfurt.', 'answer': 'Frankfurt', 'candidate': 'Phoenix'}
{'statement': 'Someone is looking for a city with cold weather. Between Tampa and Indianapolis, this person should visit Indianapolis.', 'answer': 'Indianapolis', 'candidate': 'Tampa'}
{'statement': 'Someone is looking for a city with cold weather. Between Vientiane and Baku, this person should visit Baku.', 'answer': 'Baku', 'candidate': 'Vientiane'}
{'statement': 'Someone is looking for a city with cold weather. Between Dodoma and Bergen, this person should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Dodoma'}
{'statement': 'Someone is looking for a city with cold weather. Between Djibouti and Reykjavík, this person should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Djibouti'}
{'statement': 'Someone is looking for a city with cold weather. Between La Ceiba and Amsterdam, this person should visit Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'La Ceiba'}
{'statement': 'Someone is looking for a city with cold weather. Between Luanda and Ottawa, this person should visit Ottawa.', 'answer': 'Ottawa', 'candidate': 'Luanda'}
{'statement': 'Someone is looking for a city with cold weather. Between Santiago del Estero and Toronto, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Santiago del Estero'}
{'statement': 'Someone is looking for a city with cold weather. Between Malabo and Río Gallegos, this person should visit Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Malabo'}
{'statement': 'Someone is looking for a city with cold weather. Between Omaha and Murmansk, this person should visit Murmansk.', 'answer': 'Murmansk', 'candidate': 'Omaha'}
{'statement': 'Someone is looking for a city with cold weather. Between Garissa and Anchorage, this person should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Garissa'}
{'statement': 'Someone is looking for a city with cold weather. Between Lomé and La Serena, this person should visit La Serena.', 'answer': 'La Serena', 'candidate': 'Lomé'}
{'statement': 'Someone is looking for a city with cold weather. Between Djibouti and Johannesburg, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Djibouti'}
{'statement': 'Someone is looking for a city with cold weather. Between Bangui and Vienna, this person should visit Vienna.', 'answer': 'Vienna', 'candidate': 'Bangui'}
{'statement': 'Someone is looking for a city with cold weather. Between Garissa and Ürümqi, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Garissa'}
{'statement': 'Someone is looking for a city with cold weather. Between Phoenix and Halifax, this person should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Phoenix'}
{'statement': 'Someone is looking for a city with cold weather. Between Karachi and Fairbanks, this person should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Karachi'}
{'statement': 'Someone is looking for a city with cold weather. Between Mumbai and Campos do Jordão, this person should visit Campos do Jordão.', 'answer': 'Campos do Jordão', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a city with cold weather. Between Nouadhibou and Calgary, this person should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Nouadhibou'}
{'statement': 'Someone is looking for a city with cold weather. Between Benghazi and Milwaukee, this person should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Benghazi'}
{'statement': 'Someone is looking for a city with cold weather. Between Palermo and Moscow, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Palermo'}
{'statement': 'Someone is looking for a city with cold weather. Between Mumbai and Skopje, this person should visit Skopje.', 'answer': 'Skopje', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a city with cold weather. Between Abéché and Dublin, this person should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Abéché'}
{'statement': 'Someone is looking for a city with cold weather. Between Vienna and Ulaanbaatar, this person should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Vienna'}
{'statement': 'Someone is looking for a city with cold weather. Between Bangui and Milan, this person should visit Milan.', 'answer': 'Milan', 'candidate': 'Bangui'}
{'statement': 'Someone is looking for a city with cold weather. Between La Paz and Baltimore, this person should visit Baltimore.', 'answer': 'Baltimore', 'candidate': 'La Paz'}
{'statement': 'Someone is looking for a city with cold weather. Between Suva and Ankara, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Suva'}
{'statement': 'Someone is looking for a city with cold weather. Between Managua and Nur-Sultan, this person should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Managua'}
{'statement': 'Someone is looking for a city with cold weather. Between Barranquilla and Changsha, this person should visit Changsha.', 'answer': 'Changsha', 'candidate': 'Barranquilla'}
{'statement': 'Someone is looking for a city with cold weather. Between Aden and Oslo, this person should visit Oslo.', 'answer': 'Oslo', 'candidate': 'Aden'}
{'statement': 'Someone is looking for a city with cold weather. Between Ouahigouya and Ottawa, this person should visit Ottawa.', 'answer': 'Ottawa', 'candidate': 'Ouahigouya'}
{'statement': 'Someone is looking for a city with cold weather. Between Malabo and Suwałki, this person should visit Suwałki.', 'answer': 'Suwałki', 'candidate': 'Malabo'}
{'statement': 'Someone is looking for a city with cold weather. Between Yaoundé and Río Gallegos, this person should visit Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Yaoundé'}
{'statement': 'Someone is looking for a city with cold weather. Between Nouadhibou and Copenhagen, this person should visit Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'Nouadhibou'}
{'statement': 'Someone is looking for a city with cold weather. Between Djibouti and Addis Ababa, this person should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Djibouti'}
{'statement': 'Someone is looking for a city with cold weather. Between Hat Yai and Moscow, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Hat Yai'}
{'statement': 'Someone is looking for a city with cold weather. Between Bahía Blanca and Murmansk, this person should visit Murmansk.', 'answer': 'Murmansk', 'candidate': 'Bahía Blanca'}
{'statement': 'Someone is looking for a city with cold weather. Between Surabaya and Toronto, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Surabaya'}
{'statement': 'Someone is looking for a city with cold weather. Between Djibouti and Erbil, this person should visit Erbil.', 'answer': 'Erbil', 'candidate': 'Djibouti'}
{'statement': 'Someone is looking for a city with cold weather. Between Kathmandu and Yakutsk, this person should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Kathmandu'}
{'statement': 'Someone is looking for a city with cold weather. Between Ouahigouya and Paris, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Ouahigouya'}
{'statement': 'Someone is looking for a city with cold weather. Between Makassar and Kuopio, this person should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Makassar'}
{'statement': 'Someone is looking for a city with cold weather. Between Beirut and Saint Petersburg, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Beirut'}
{'statement': 'Someone is looking for a city with cold weather. Between Thiès and Suwałki, this person should visit Suwałki.', 'answer': 'Suwałki', 'candidate': 'Thiès'}
{'statement': 'Someone is looking for a city with cold weather. Between Ouahigouya and Christchurch, this person should visit Christchurch.', 'answer': 'Christchurch', 'candidate': 'Ouahigouya'}
{'statement': 'Someone is looking for a city with cold weather. Between Makassar and Beijing, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Makassar'}
{'statement': 'Someone is looking for a city with cold weather. Between Garoua and Antofagasta, this person should visit Antofagasta.', 'answer': 'Antofagasta', 'candidate': 'Garoua'}
{'statement': 'Someone is looking for a city with cold weather. Between Barranquilla and Baku, this person should visit Baku.', 'answer': 'Baku', 'candidate': 'Barranquilla'}
{'statement': 'Someone is looking for a city with cold weather. Between Mumbai and Toluca, this person should visit Toluca.', 'answer': 'Toluca', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a city with cold weather. Between Baku and Anchorage, this person should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Baku'}
{'statement': 'Someone is looking for a city with cold weather. Between Douala and Moscow, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Douala'}
{'statement': 'Someone is looking for a city with cold weather. Between La Paz and Wellington, this person should visit Wellington.', 'answer': 'Wellington', 'candidate': 'La Paz'}
{'statement': 'Someone is looking for a city with cold weather. Between Ouahigouya and Beijing, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Ouahigouya'}
{'statement': 'Someone is looking for a city with cold weather. Between Garissa and Nairobi, this person should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Garissa'}
{'statement': 'Someone is looking for a city with cold weather. Between Kingston and Zürich, this person should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Kingston'}
{'statement': 'Someone is looking for a city with cold weather. Between Mexicali and Erzurum, this person should visit Erzurum.', 'answer': 'Erzurum', 'candidate': 'Mexicali'}
{'statement': 'Someone is looking for a city with cold weather. Between Kuwait City and Reykjavík, this person should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Kuwait City'}
{'statement': 'Someone is looking for a city with cold weather. Between Maputo and Kuopio, this person should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Maputo'}
{'statement': 'Someone is looking for a city with cold weather. Between Lagos and Ushuaia, this person should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Lagos'}
{'statement': 'Someone is looking for a city with cold weather. Between Cairo and Murmansk, this person should visit Murmansk.', 'answer': 'Murmansk', 'candidate': 'Cairo'}
{'statement': 'Someone is looking for a city with cold weather. Between Sokoto and Bogotá, this person should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Sokoto'}
{'statement': 'Someone is looking for a city with cold weather. Between Sokoto and Minneapolis, this person should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Sokoto'}
