{'statement': 'Between Mumbai and Florianópolis, the city with a larger population is Mumbai.', 'answer': 'Mumbai', 'candidate': 'Florianópolis'}
{'statement': 'Between Fukuoka and Tabora, the city with a larger population is Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'Tabora'}
{'statement': 'Between Moscow and Benghazi, the city with a larger population is Moscow.', 'answer': 'Moscow', 'candidate': 'Benghazi'}
{'statement': 'Between Brasília and Copenhagen, the city with a larger population is Brasília.', 'answer': 'Brasília', 'candidate': 'Copenhagen'}
{'statement': 'Between Denver and Piura, the city with a larger population is Denver.', 'answer': 'Denver', 'candidate': 'Piura'}
{'statement': 'Between Ürümqi and Valencia, the city with a larger population is Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Valencia'}
{'statement': 'Between Mumbai and Monterrey, the city with a larger population is Mumbai.', 'answer': 'Mumbai', 'candidate': 'Monterrey'}
{'statement': 'Between San Diego and Antsiranana, the city with a larger population is San Diego.', 'answer': 'San Diego', 'candidate': 'Antsiranana'}
{'statement': 'Between Bogotá and Kuwait City, the city with a larger population is Bogotá.', 'answer': 'Bogotá', 'candidate': 'Kuwait City'}
{'statement': 'Between Jakarta and Kuopio, the city with a larger population is Jakarta.', 'answer': 'Jakarta', 'candidate': 'Kuopio'}
{'statement': 'Between Addis Ababa and La Ceiba, the city with a larger population is Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'La Ceiba'}
{'statement': 'Between Mexico City and Moscow, the city with a larger population is Mexico City.', 'answer': 'Mexico City', 'candidate': 'Moscow'}
{'statement': 'Between Johannesburg and Viedma, the city with a larger population is Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Viedma'}
{'statement': 'Between Luanda and Addis Ababa, the city with a larger population is Luanda.', 'answer': 'Luanda', 'candidate': 'Addis Ababa'}
{'statement': 'Between Rome and Piura, the city with a larger population is Rome.', 'answer': 'Rome', 'candidate': 'Piura'}
{'statement': 'Between Luanda and Erzurum, the city with a larger population is Luanda.', 'answer': 'Luanda', 'candidate': 'Erzurum'}
{'statement': 'Between Mexico City and Harare, the city with a larger population is Mexico City.', 'answer': 'Mexico City', 'candidate': 'Harare'}
{'statement': 'Between Buenos Aires and Tauranga, the city with a larger population is Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Tauranga'}
{'statement': 'Between Manila and Erzurum, the city with a larger population is Manila.', 'answer': 'Manila', 'candidate': 'Erzurum'}
{'statement': 'Between Mumbai and Novosibirsk, the city with a larger population is Mumbai.', 'answer': 'Mumbai', 'candidate': 'Novosibirsk'}
{'statement': 'Between Guangzhou and Calgary, the city with a larger population is Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Calgary'}
{'statement': 'Between Cairo and Mexicali, the city with a larger population is Cairo.', 'answer': 'Cairo', 'candidate': 'Mexicali'}
{'statement': 'Between Kunming and Saskatoon, the city with a larger population is Kunming.', 'answer': 'Kunming', 'candidate': 'Saskatoon'}
{'statement': 'Between Mexico City and Toliara, the city with a larger population is Mexico City.', 'answer': 'Mexico City', 'candidate': 'Toliara'}
{'statement': 'Between Phoenix and Goiânia, the city with a larger population is Phoenix.', 'answer': 'Phoenix', 'candidate': 'Goiânia'}
{'statement': 'Between Nairobi and Tashkent, the city with a larger population is Nairobi.', 'answer': 'Nairobi', 'candidate': 'Tashkent'}
{'statement': 'Between Los Angeles and Halifax, the city with a larger population is Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Halifax'}
{'statement': 'Between Phnom Penh and Suva, the city with a larger population is Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Suva'}
{'statement': 'Between Toronto and Niamey, the city with a larger population is Toronto.', 'answer': 'Toronto', 'candidate': 'Niamey'}
{'statement': 'Between Johannesburg and Perth, the city with a larger population is Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Perth'}
{'statement': 'Between Buenos Aires and Mandalay, the city with a larger population is Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Mandalay'}
{'statement': 'Between Mexico City and Lyon, the city with a larger population is Mexico City.', 'answer': 'Mexico City', 'candidate': 'Lyon'}
{'statement': 'Between Buenos Aires and Copenhagen, the city with a larger population is Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Copenhagen'}
{'statement': 'Between Toronto and Palermo, the city with a larger population is Toronto.', 'answer': 'Toronto', 'candidate': 'Palermo'}
{'statement': 'Between Mexico City and Garoua, the city with a larger population is Mexico City.', 'answer': 'Mexico City', 'candidate': 'Garoua'}
{'statement': 'Between Shanghai and Piura, the city with a larger population is Shanghai.', 'answer': 'Shanghai', 'candidate': 'Piura'}
{'statement': 'Between Luanda and Bamako, the city with a larger population is Luanda.', 'answer': 'Luanda', 'candidate': 'Bamako'}
{'statement': 'Between Mumbai and Erzurum, the city with a larger population is Mumbai.', 'answer': 'Mumbai', 'candidate': 'Erzurum'}
{'statement': 'Between Bangkok and Nur-Sultan, the city with a larger population is Bangkok.', 'answer': 'Bangkok', 'candidate': 'Nur-Sultan'}
{'statement': 'Between Chicago and Cayenne, the city with a larger population is Chicago.', 'answer': 'Chicago', 'candidate': 'Cayenne'}
{'statement': 'Between Guadalajara and Suwałki, the city with a larger population is Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Suwałki'}
{'statement': 'Between Ho Chi Minh City and Córdoba, the city with a larger population is Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Córdoba'}
{'statement': 'Between Jakarta and Vladivostok, the city with a larger population is Jakarta.', 'answer': 'Jakarta', 'candidate': 'Vladivostok'}
{'statement': 'Between Paris and Monterrey, the city with a larger population is Paris.', 'answer': 'Paris', 'candidate': 'Monterrey'}
{'statement': 'Between Beijing and Ushuaia, the city with a larger population is Beijing.', 'answer': 'Beijing', 'candidate': 'Ushuaia'}
{'statement': 'Between Guadalajara and Ouahigouya, the city with a larger population is Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Ouahigouya'}
{'statement': 'Between Dar es Salaam and Suva, the city with a larger population is Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Suva'}
{'statement': 'Between Beijing and Zagreb, the city with a larger population is Beijing.', 'answer': 'Beijing', 'candidate': 'Zagreb'}
{'statement': 'Between Tampa and Dodoma, the city with a larger population is Tampa.', 'answer': 'Tampa', 'candidate': 'Dodoma'}
{'statement': 'Between Guangzhou and Milan, the city with a larger population is Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Milan'}
{'statement': 'Between Algiers and Aden, the city with a larger population is Algiers.', 'answer': 'Algiers', 'candidate': 'Aden'}
{'statement': 'Between Medellín and Thiès, the city with a larger population is Medellín.', 'answer': 'Medellín', 'candidate': 'Thiès'}
{'statement': 'Between Toronto and Viedma, the city with a larger population is Toronto.', 'answer': 'Toronto', 'candidate': 'Viedma'}
{'statement': 'Between Baghdad and Changsha, the city with a larger population is Baghdad.', 'answer': 'Baghdad', 'candidate': 'Changsha'}
{'statement': 'Between Kunming and Lusaka, the city with a larger population is Kunming.', 'answer': 'Kunming', 'candidate': 'Lusaka'}
{'statement': 'Between Buenos Aires and Florianópolis, the city with a larger population is Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Florianópolis'}
{'statement': 'Between Buenos Aires and Ankara, the city with a larger population is Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Ankara'}
{'statement': 'Between Nairobi and Tampa, the city with a larger population is Nairobi.', 'answer': 'Nairobi', 'candidate': 'Tampa'}
{'statement': 'Between Lagos and Harare, the city with a larger population is Lagos.', 'answer': 'Lagos', 'candidate': 'Harare'}
{'statement': 'Between Mumbai and Cayenne, the city with a larger population is Mumbai.', 'answer': 'Mumbai', 'candidate': 'Cayenne'}
{'statement': 'Between Minneapolis and San Salvador, the city with a larger population is Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'San Salvador'}
{'statement': 'Between Beijing and Bangui, the city with a larger population is Beijing.', 'answer': 'Beijing', 'candidate': 'Bangui'}
{'statement': 'Between Karachi and Riyadh, the city with a larger population is Karachi.', 'answer': 'Karachi', 'candidate': 'Riyadh'}
{'statement': 'Between Mumbai and Palembang, the city with a larger population is Mumbai.', 'answer': 'Mumbai', 'candidate': 'Palembang'}
{'statement': 'Between Luanda and Villahermosa, the city with a larger population is Luanda.', 'answer': 'Luanda', 'candidate': 'Villahermosa'}
{'statement': 'Between Moscow and Fianarantsoa, the city with a larger population is Moscow.', 'answer': 'Moscow', 'candidate': 'Fianarantsoa'}
{'statement': 'Between Baghdad and Ürümqi, the city with a larger population is Baghdad.', 'answer': 'Baghdad', 'candidate': 'Ürümqi'}
{'statement': 'Between Chicago and Zürich, the city with a larger population is Chicago.', 'answer': 'Chicago', 'candidate': 'Zürich'}
{'statement': 'Between Karachi and Suwałki, the city with a larger population is Karachi.', 'answer': 'Karachi', 'candidate': 'Suwałki'}
{'statement': 'Between Lahore and Sokoto, the city with a larger population is Lahore.', 'answer': 'Lahore', 'candidate': 'Sokoto'}
{'statement': 'Between Santiago and Yerevan, the city with a larger population is Santiago.', 'answer': 'Santiago', 'candidate': 'Yerevan'}
{'statement': 'Between Phoenix and Brussels, the city with a larger population is Phoenix.', 'answer': 'Phoenix', 'candidate': 'Brussels'}
{'statement': 'Between Ho Chi Minh City and Valencia, the city with a larger population is Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Valencia'}
{'statement': 'Between Karachi and Kansas City, the city with a larger population is Karachi.', 'answer': 'Karachi', 'candidate': 'Kansas City'}
{'statement': 'Between Berlin and Lhasa, the city with a larger population is Berlin.', 'answer': 'Berlin', 'candidate': 'Lhasa'}
{'statement': 'Between Berlin and San Juan, the city with a larger population is Berlin.', 'answer': 'Berlin', 'candidate': 'San Juan'}
{'statement': 'Between Rome and El Paso, the city with a larger population is Rome.', 'answer': 'Rome', 'candidate': 'El Paso'}
{'statement': 'Between London and Sapporo, the city with a larger population is London.', 'answer': 'London', 'candidate': 'Sapporo'}
{'statement': 'Between Dar es Salaam and Belgrade, the city with a larger population is Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Belgrade'}
{'statement': 'Between Mexico City and Ouahigouya, the city with a larger population is Mexico City.', 'answer': 'Mexico City', 'candidate': 'Ouahigouya'}
{'statement': 'Between Brasília and Juba, the city with a larger population is Brasília.', 'answer': 'Brasília', 'candidate': 'Juba'}
{'statement': 'Between Lima and Amsterdam, the city with a larger population is Lima.', 'answer': 'Lima', 'candidate': 'Amsterdam'}
{'statement': 'Between Phoenix and Ljubljana, the city with a larger population is Phoenix.', 'answer': 'Phoenix', 'candidate': 'Ljubljana'}
{'statement': 'Between Guangzhou and Nouakchott, the city with a larger population is Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Nouakchott'}
{'statement': 'Between Beijing and Hamilton, the city with a larger population is Beijing.', 'answer': 'Beijing', 'candidate': 'Hamilton'}
{'statement': 'Between Berlin and Milan, the city with a larger population is Berlin.', 'answer': 'Berlin', 'candidate': 'Milan'}
{'statement': 'Between Lima and Florianópolis, the city with a larger population is Lima.', 'answer': 'Lima', 'candidate': 'Florianópolis'}
{'statement': 'Between Mexico City and Baghdad, the city with a larger population is Mexico City.', 'answer': 'Mexico City', 'candidate': 'Baghdad'}
{'statement': 'Between Guadalajara and Parakou, the city with a larger population is Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Parakou'}
{'statement': 'Between Guangzhou and Vienna, the city with a larger population is Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Vienna'}
{'statement': 'Between Monterrey and Antofagasta, the city with a larger population is Monterrey.', 'answer': 'Monterrey', 'candidate': 'Antofagasta'}
{'statement': 'Between Medellín and Palmerston North, the city with a larger population is Medellín.', 'answer': 'Medellín', 'candidate': 'Palmerston North'}
{'statement': 'Between Moscow and Reykjavík, the city with a larger population is Moscow.', 'answer': 'Moscow', 'candidate': 'Reykjavík'}
{'statement': 'Between Sydney and Kansas City, the city with a larger population is Sydney.', 'answer': 'Sydney', 'candidate': 'Kansas City'}
{'statement': 'Between Medellín and Tabora, the city with a larger population is Medellín.', 'answer': 'Medellín', 'candidate': 'Tabora'}
{'statement': 'Between Ankara and Omaha, the city with a larger population is Ankara.', 'answer': 'Ankara', 'candidate': 'Omaha'}
{'statement': 'Between Ankara and Piura, the city with a larger population is Ankara.', 'answer': 'Ankara', 'candidate': 'Piura'}
{'statement': 'Between Chicago and Toamasina, the city with a larger population is Chicago.', 'answer': 'Chicago', 'candidate': 'Toamasina'}
{'statement': 'Between Lahore and Pretoria, the city with a larger population is Lahore.', 'answer': 'Lahore', 'candidate': 'Pretoria'}
{'statement': 'Between Bogotá and Tashkent, the city with a larger population is Bogotá.', 'answer': 'Bogotá', 'candidate': 'Tashkent'}
{'statement': 'Between Saint Petersburg and Bata, the city with a larger population is Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Bata'}
{'statement': 'Between Houston and Port Moresby, the city with a larger population is Houston.', 'answer': 'Houston', 'candidate': 'Port Moresby'}
{'statement': 'Between Shanghai and Bata, the city with a larger population is Shanghai.', 'answer': 'Shanghai', 'candidate': 'Bata'}
{'statement': 'Between Moscow and Port Moresby, the city with a larger population is Moscow.', 'answer': 'Moscow', 'candidate': 'Port Moresby'}
{'statement': 'Between Denver and Christchurch, the city with a larger population is Denver.', 'answer': 'Denver', 'candidate': 'Christchurch'}
{'statement': 'Between Toronto and Addis Ababa, the city with a larger population is Toronto.', 'answer': 'Toronto', 'candidate': 'Addis Ababa'}
{'statement': 'Between Lahore and Yinchuan, the city with a larger population is Lahore.', 'answer': 'Lahore', 'candidate': 'Yinchuan'}
{'statement': 'Between Los Angeles and Palmerston North, the city with a larger population is Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Palmerston North'}
{'statement': 'Between Chicago and San Antonio, the city with a larger population is Chicago.', 'answer': 'Chicago', 'candidate': 'San Antonio'}
{'statement': 'Between Beijing and Damascus, the city with a larger population is Beijing.', 'answer': 'Beijing', 'candidate': 'Damascus'}
{'statement': 'Between Douala and Suva, the city with a larger population is Douala.', 'answer': 'Douala', 'candidate': 'Suva'}
{'statement': 'Between Buenos Aires and Nouadhibou, the city with a larger population is Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Nouadhibou'}
{'statement': 'Between Guadalajara and Cape Town, the city with a larger population is Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Cape Town'}
{'statement': 'Between Houston and Aden, the city with a larger population is Houston.', 'answer': 'Houston', 'candidate': 'Aden'}
{'statement': 'Between Berlin and Río Gallegos, the city with a larger population is Berlin.', 'answer': 'Berlin', 'candidate': 'Río Gallegos'}
{'statement': 'Between Guadalajara and Rabat, the city with a larger population is Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Rabat'}
{'statement': 'Between Chicago and Ushuaia, the city with a larger population is Chicago.', 'answer': 'Chicago', 'candidate': 'Ushuaia'}
{'statement': 'Between Bogotá and Ankara, the city with a larger population is Bogotá.', 'answer': 'Bogotá', 'candidate': 'Ankara'}
{'statement': 'Between Mexico City and San Juan, the city with a larger population is Mexico City.', 'answer': 'Mexico City', 'candidate': 'San Juan'}
{'statement': 'Between Mexico City and Fukuoka, the city with a larger population is Mexico City.', 'answer': 'Mexico City', 'candidate': 'Fukuoka'}
{'statement': 'Between Moscow and Piura, the city with a larger population is Moscow.', 'answer': 'Moscow', 'candidate': 'Piura'}
{'statement': 'Between Guadalajara and Lhasa, the city with a larger population is Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Lhasa'}
{'statement': 'Between Johannesburg and Lake Havasu City, the city with a larger population is Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Lake Havasu City'}
{'statement': 'Between Jakarta and Lima, the city with a larger population is Jakarta.', 'answer': 'Jakarta', 'candidate': 'Lima'}
{'statement': 'Between Bangkok and Tripoli, the city with a larger population is Bangkok.', 'answer': 'Bangkok', 'candidate': 'Tripoli'}
{'statement': 'Between Nairobi and Denpasar, the city with a larger population is Nairobi.', 'answer': 'Nairobi', 'candidate': 'Denpasar'}
{'statement': 'Between Paris and Makurdi, the city with a larger population is Paris.', 'answer': 'Paris', 'candidate': 'Makurdi'}
{'statement': 'Between Nairobi and Bujumbura, the city with a larger population is Nairobi.', 'answer': 'Nairobi', 'candidate': 'Bujumbura'}
{'statement': 'Between Lima and Mendoza, the city with a larger population is Lima.', 'answer': 'Lima', 'candidate': 'Mendoza'}
{'statement': 'Between London and Port Moresby, the city with a larger population is London.', 'answer': 'London', 'candidate': 'Port Moresby'}
{'statement': 'Between Santiago and San Juan, the city with a larger population is Santiago.', 'answer': 'Santiago', 'candidate': 'San Juan'}
{'statement': 'Between London and Ushuaia, the city with a larger population is London.', 'answer': 'London', 'candidate': 'Ushuaia'}
{'statement': 'Between Baltimore and Lake Havasu City, the city with a larger population is Baltimore.', 'answer': 'Baltimore', 'candidate': 'Lake Havasu City'}
{'statement': 'Between Lahore and Frankfurt, the city with a larger population is Lahore.', 'answer': 'Lahore', 'candidate': 'Frankfurt'}
{'statement': 'Between Saint Petersburg and Wau, the city with a larger population is Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Wau'}
{'statement': 'Between Lahore and Guadalajara, the city with a larger population is Lahore.', 'answer': 'Lahore', 'candidate': 'Guadalajara'}
{'statement': 'Between Kabul and Bergen, the city with a larger population is Kabul.', 'answer': 'Kabul', 'candidate': 'Bergen'}
{'statement': 'Between Ho Chi Minh City and Bergen, the city with a larger population is Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Bergen'}
{'statement': 'Between Johannesburg and Palembang, the city with a larger population is Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Palembang'}
{'statement': 'Between Sydney and Napier, the city with a larger population is Sydney.', 'answer': 'Sydney', 'candidate': 'Napier'}
