{'statement': 'Someone is looking for a city with cold weather. Between Garoua and Belgrade, this person should visit Belgrade.', 'answer': 'Belgrade', 'candidate': 'Garoua'}
{'statement': 'Someone is looking for a city with cold weather. Between Goiânia and Oslo, this person should visit Oslo.', 'answer': 'Oslo', 'candidate': 'Goiânia'}
{'statement': 'Someone is looking for a city with cold weather. Between Garissa and Lisbon, this person should visit Lisbon.', 'answer': 'Lisbon', 'candidate': 'Garissa'}
{'statement': 'Someone is looking for a city with cold weather. Between Kabul and Ulaanbaatar, this person should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Kabul'}
{'statement': 'Someone is looking for a city with cold weather. Between Kansas City and Murmansk, this person should visit Murmansk.', 'answer': 'Murmansk', 'candidate': 'Kansas City'}
{'statement': 'Someone is looking for a city with cold weather. Between Nakhon Ratchasima and Wellington, this person should visit Wellington.', 'answer': 'Wellington', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'Someone is looking for a city with cold weather. Between Garissa and Tauranga, this person should visit Tauranga.', 'answer': 'Tauranga', 'candidate': 'Garissa'}
{'statement': 'Someone is looking for a city with cold weather. Between Managua and Saskatoon, this person should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Managua'}
{'statement': 'Someone is looking for a city with cold weather. Between Riyadh and Vladivostok, this person should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Riyadh'}
{'statement': 'Someone is looking for a city with cold weather. Between Boise and Fairbanks, this person should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Boise'}
{'statement': 'Someone is looking for a city with cold weather. Between Cotonou and Tirana, this person should visit Tirana.', 'answer': 'Tirana', 'candidate': 'Cotonou'}
{'statement': 'Someone is looking for a city with cold weather. Between Paramaribo and Erzurum, this person should visit Erzurum.', 'answer': 'Erzurum', 'candidate': 'Paramaribo'}
{'statement': 'Someone is looking for a city with cold weather. Between Entebbe and Vienna, this person should visit Vienna.', 'answer': 'Vienna', 'candidate': 'Entebbe'}
{'statement': 'Someone is looking for a city with cold weather. Between Jakarta and Moscow, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Jakarta'}
{'statement': 'Someone is looking for a city with cold weather. Between Dar es Salaam and Canberra, this person should visit Canberra.', 'answer': 'Canberra', 'candidate': 'Dar es Salaam'}
{'statement': 'Someone is looking for a city with cold weather. Between Toliara and Vladivostok, this person should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Toliara'}
{'statement': 'Someone is looking for a city with cold weather. Between Suva and Dublin, this person should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Suva'}
{'statement': 'Someone is looking for a city with cold weather. Between Kathmandu and Minsk, this person should visit Minsk.', 'answer': 'Minsk', 'candidate': 'Kathmandu'}
{'statement': 'Someone is looking for a city with cold weather. Between Makurdi and Pittsburgh, this person should visit Pittsburgh.', 'answer': 'Pittsburgh', 'candidate': 'Makurdi'}
{'statement': 'Someone is looking for a city with cold weather. Between Jakarta and Yinchuan, this person should visit Yinchuan.', 'answer': 'Yinchuan', 'candidate': 'Jakarta'}
{'statement': 'Someone is looking for a city with cold weather. Between Caracas and Bishkek, this person should visit Bishkek.', 'answer': 'Bishkek', 'candidate': 'Caracas'}
{'statement': 'Someone is looking for a city with cold weather. Between Brisbane and Amsterdam, this person should visit Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Brisbane'}
{'statement': 'Someone is looking for a city with cold weather. Between Yaoundé and Bucharest, this person should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Yaoundé'}
{'statement': 'Someone is looking for a city with cold weather. Between Panama City and Changsha, this person should visit Changsha.', 'answer': 'Changsha', 'candidate': 'Panama City'}
{'statement': 'Someone is looking for a city with cold weather. Between Tamanrasset and Lviv, this person should visit Lviv.', 'answer': 'Lviv', 'candidate': 'Tamanrasset'}
{'statement': 'Someone is looking for a city with cold weather. Between Monterrey and Ottawa, this person should visit Ottawa.', 'answer': 'Ottawa', 'candidate': 'Monterrey'}
{'statement': 'Someone is looking for a city with cold weather. Between Cayenne and Anchorage, this person should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Cayenne'}
{'statement': 'Someone is looking for a city with cold weather. Between Panama City and Almaty, this person should visit Almaty.', 'answer': 'Almaty', 'candidate': 'Panama City'}
{'statement': 'Someone is looking for a city with cold weather. Between Phoenix and Bratislava, this person should visit Bratislava.', 'answer': 'Bratislava', 'candidate': 'Phoenix'}
{'statement': 'Someone is looking for a city with cold weather. Between Tampa and Murmansk, this person should visit Murmansk.', 'answer': 'Murmansk', 'candidate': 'Tampa'}
{'statement': 'Someone is looking for a city with cold weather. Between Barranquilla and Bratislava, this person should visit Bratislava.', 'answer': 'Bratislava', 'candidate': 'Barranquilla'}
{'statement': 'Someone is looking for a city with cold weather. Between San Salvador and Saint Petersburg, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'San Salvador'}
{'statement': 'Someone is looking for a city with cold weather. Between Lomé and Pittsburgh, this person should visit Pittsburgh.', 'answer': 'Pittsburgh', 'candidate': 'Lomé'}
{'statement': 'Someone is looking for a city with cold weather. Between Darwin and Palmerston North, this person should visit Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Darwin'}
{'statement': 'Someone is looking for a city with cold weather. Between Bangkok and Suwałki, this person should visit Suwałki.', 'answer': 'Suwałki', 'candidate': 'Bangkok'}
{'statement': 'Someone is looking for a city with cold weather. Between Mandalay and Melbourne, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Mandalay'}
{'statement': 'Someone is looking for a city with cold weather. Between Nouakchott and Saskatoon, this person should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Nouakchott'}
{'statement': 'Someone is looking for a city with cold weather. Between Lagos and Yinchuan, this person should visit Yinchuan.', 'answer': 'Yinchuan', 'candidate': 'Lagos'}
{'statement': 'Someone is looking for a city with cold weather. Between Florianópolis and Almaty, this person should visit Almaty.', 'answer': 'Almaty', 'candidate': 'Florianópolis'}
{'statement': 'Someone is looking for a city with cold weather. Between Manila and Minsk, this person should visit Minsk.', 'answer': 'Minsk', 'candidate': 'Manila'}
{'statement': 'Someone is looking for a city with cold weather. Between Malabo and Halifax, this person should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Malabo'}
{'statement': 'Someone is looking for a city with cold weather. Between Bamako and Ürümqi, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Bamako'}
{'statement': 'Someone is looking for a city with cold weather. Between San Juan and Yakutsk, this person should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a city with cold weather. Between Lomé and Zürich, this person should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Lomé'}
{'statement': 'Someone is looking for a city with cold weather. Between Palembang and Dublin, this person should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Palembang'}
{'statement': 'Someone is looking for a city with cold weather. Between Hanoi and Canberra, this person should visit Canberra.', 'answer': 'Canberra', 'candidate': 'Hanoi'}
{'statement': 'Someone is looking for a city with cold weather. Between Nouakchott and Yakutsk, this person should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Nouakchott'}
{'statement': 'Someone is looking for a city with cold weather. Between Abéché and Lhasa, this person should visit Lhasa.', 'answer': 'Lhasa', 'candidate': 'Abéché'}
{'statement': 'Someone is looking for a city with cold weather. Between Ndola and Ulaanbaatar, this person should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Ndola'}
{'statement': 'Someone is looking for a city with cold weather. Between Tabora and Oslo, this person should visit Oslo.', 'answer': 'Oslo', 'candidate': 'Tabora'}
{'statement': 'Someone is looking for a city with cold weather. Between Lahore and Bucharest, this person should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Lahore'}
{'statement': 'Someone is looking for a city with cold weather. Between Quito and Irkutsk, this person should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Quito'}
{'statement': 'Someone is looking for a city with cold weather. Between Phoenix and Irkutsk, this person should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Phoenix'}
{'statement': 'Someone is looking for a city with cold weather. Between Vientiane and Auckland, this person should visit Auckland.', 'answer': 'Auckland', 'candidate': 'Vientiane'}
{'statement': 'Someone is looking for a city with cold weather. Between Managua and Copenhagen, this person should visit Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'Managua'}
{'statement': 'Someone is looking for a city with cold weather. Between Makurdi and Belgrade, this person should visit Belgrade.', 'answer': 'Belgrade', 'candidate': 'Makurdi'}
{'statement': 'Someone is looking for a city with cold weather. Between Abéché and Copenhagen, this person should visit Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'Abéché'}
{'statement': 'Someone is looking for a city with cold weather. Between Ho Chi Minh City and Berlin, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Someone is looking for a city with cold weather. Between Ségou and Bratislava, this person should visit Bratislava.', 'answer': 'Bratislava', 'candidate': 'Ségou'}
{'statement': 'Someone is looking for a city with cold weather. Between Pontianak and Brussels, this person should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Pontianak'}
{'statement': 'Someone is looking for a city with cold weather. Between Vientiane and Amsterdam, this person should visit Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Vientiane'}
{'statement': 'Someone is looking for a city with cold weather. Between Florianópolis and Berlin, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Florianópolis'}
{'statement': 'Someone is looking for a city with cold weather. Between Tripoli and Toronto, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Tripoli'}
{'statement': 'Someone is looking for a city with cold weather. Between Lomé and Brussels, this person should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Lomé'}
{'statement': 'Someone is looking for a city with cold weather. Between Baghdad and Minneapolis, this person should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Baghdad'}
{'statement': 'Someone is looking for a city with cold weather. Between Paramaribo and Belgrade, this person should visit Belgrade.', 'answer': 'Belgrade', 'candidate': 'Paramaribo'}
{'statement': 'Someone is looking for a city with cold weather. Between Palembang and Bishkek, this person should visit Bishkek.', 'answer': 'Bishkek', 'candidate': 'Palembang'}
{'statement': 'Someone is looking for a city with cold weather. Between Makassar and Fairbanks, this person should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Makassar'}
{'statement': 'Someone is looking for a city with cold weather. Between Wau and Skopje, this person should visit Skopje.', 'answer': 'Skopje', 'candidate': 'Wau'}
{'statement': 'Someone is looking for a city with cold weather. Between Lake Havasu City and London, this person should visit London.', 'answer': 'London', 'candidate': 'Lake Havasu City'}
{'statement': 'Someone is looking for a city with cold weather. Between Suva and Toluca, this person should visit Toluca.', 'answer': 'Toluca', 'candidate': 'Suva'}
{'statement': 'Someone is looking for a city with cold weather. Between Managua and Oslo, this person should visit Oslo.', 'answer': 'Oslo', 'candidate': 'Managua'}
{'statement': 'Someone is looking for a city with cold weather. Between Pontianak and Irkutsk, this person should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Pontianak'}
{'statement': 'Someone is looking for a city with cold weather. Between Tashkent and Ulaanbaatar, this person should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Tashkent'}
{'statement': 'Someone is looking for a city with cold weather. Between Managua and Baku, this person should visit Baku.', 'answer': 'Baku', 'candidate': 'Managua'}
{'statement': 'Someone is looking for a city with cold weather. Between Villahermosa and Denver, this person should visit Denver.', 'answer': 'Denver', 'candidate': 'Villahermosa'}
{'statement': 'Someone is looking for a city with cold weather. Between Luanda and Bogotá, this person should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Luanda'}
{'statement': 'Someone is looking for a city with cold weather. Between Riyadh and Neuquén, this person should visit Neuquén.', 'answer': 'Neuquén', 'candidate': 'Riyadh'}
{'statement': 'Someone is looking for a city with cold weather. Between Cotonou and Berlin, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Cotonou'}
{'statement': 'Someone is looking for a city with cold weather. Between Tauranga and Yakutsk, this person should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Tauranga'}
{'statement': 'Someone is looking for a city with cold weather. Between San Salvador and Omaha, this person should visit Omaha.', 'answer': 'Omaha', 'candidate': 'San Salvador'}
{'statement': 'Someone is looking for a city with cold weather. Between Cotonou and Ottawa, this person should visit Ottawa.', 'answer': 'Ottawa', 'candidate': 'Cotonou'}
{'statement': 'Someone is looking for a city with cold weather. Between Bamako and Kabul, this person should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Bamako'}
{'statement': 'Someone is looking for a city with cold weather. Between Bamako and Changsha, this person should visit Changsha.', 'answer': 'Changsha', 'candidate': 'Bamako'}
{'statement': 'Someone is looking for a city with cold weather. Between Bangkok and Ushuaia, this person should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Bangkok'}
{'statement': 'Someone is looking for a city with cold weather. Between San Juan and Minsk, this person should visit Minsk.', 'answer': 'Minsk', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a city with cold weather. Between San Salvador and Calgary, this person should visit Calgary.', 'answer': 'Calgary', 'candidate': 'San Salvador'}
{'statement': 'Someone is looking for a city with cold weather. Between Hanoi and Omaha, this person should visit Omaha.', 'answer': 'Omaha', 'candidate': 'Hanoi'}
{'statement': 'Someone is looking for a city with cold weather. Between Parakou and Canberra, this person should visit Canberra.', 'answer': 'Canberra', 'candidate': 'Parakou'}
{'statement': 'Someone is looking for a city with cold weather. Between Damascus and Kuopio, this person should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Damascus'}
{'statement': 'Someone is looking for a city with cold weather. Between Goiânia and Ushuaia, this person should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Goiânia'}
{'statement': 'Someone is looking for a city with cold weather. Between Lima and Sapporo, this person should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'Lima'}
{'statement': 'Someone is looking for a city with cold weather. Between Tashkent and Kuopio, this person should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Tashkent'}
{'statement': 'Someone is looking for a city with cold weather. Between Benghazi and Irkutsk, this person should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Benghazi'}
{'statement': 'Someone is looking for a city with cold weather. Between Medellín and Zürich, this person should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Medellín'}
{'statement': 'Someone is looking for a city with cold weather. Between Cayenne and Yakutsk, this person should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Cayenne'}
{'statement': 'Someone is looking for a city with cold weather. Between Harare and Murmansk, this person should visit Murmansk.', 'answer': 'Murmansk', 'candidate': 'Harare'}
{'statement': 'Someone is looking for a city with cold weather. Between San José and Halifax, this person should visit Halifax.', 'answer': 'Halifax', 'candidate': 'San José'}
{'statement': 'Someone is looking for a city with cold weather. Between Piura and Amsterdam, this person should visit Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Piura'}
{'statement': 'Someone is looking for a city with cold weather. Between Phoenix and Milwaukee, this person should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Phoenix'}
{'statement': 'Someone is looking for a city with cold weather. Between San Salvador and Sapporo, this person should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'San Salvador'}
{'statement': 'Someone is looking for a city with cold weather. Between Barranquilla and Curitiba, this person should visit Curitiba.', 'answer': 'Curitiba', 'candidate': 'Barranquilla'}
{'statement': 'Someone is looking for a city with cold weather. Between Makassar and Melbourne, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Makassar'}
{'statement': 'Someone is looking for a city with cold weather. Between Manila and Río Gallegos, this person should visit Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Manila'}
{'statement': 'Someone is looking for a city with cold weather. Between Hamilton and Boise, this person should visit Boise.', 'answer': 'Boise', 'candidate': 'Hamilton'}
{'statement': 'Someone is looking for a city with cold weather. Between Willemstad and Denver, this person should visit Denver.', 'answer': 'Denver', 'candidate': 'Willemstad'}
{'statement': 'Someone is looking for a city with cold weather. Between Rangpur and Bishkek, this person should visit Bishkek.', 'answer': 'Bishkek', 'candidate': 'Rangpur'}
{'statement': 'Someone is looking for a city with cold weather. Between San Juan and Bratislava, this person should visit Bratislava.', 'answer': 'Bratislava', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a city with cold weather. Between Makassar and Halifax, this person should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Makassar'}
{'statement': 'Someone is looking for a city with cold weather. Between Paramaribo and Kansas City, this person should visit Kansas City.', 'answer': 'Kansas City', 'candidate': 'Paramaribo'}
{'statement': 'Someone is looking for a city with cold weather. Between Djibouti and Rome, this person should visit Rome.', 'answer': 'Rome', 'candidate': 'Djibouti'}
{'statement': 'Someone is looking for a city with cold weather. Between San Juan and Asmara, this person should visit Asmara.', 'answer': 'Asmara', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a city with cold weather. Between Caracas and Brussels, this person should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Caracas'}
{'statement': 'Someone is looking for a city with cold weather. Between Tamanrasset and Bishkek, this person should visit Bishkek.', 'answer': 'Bishkek', 'candidate': 'Tamanrasset'}
{'statement': 'Someone is looking for a city with cold weather. Between Lima and Minsk, this person should visit Minsk.', 'answer': 'Minsk', 'candidate': 'Lima'}
{'statement': 'Someone is looking for a city with cold weather. Between Porto Alegre and Halifax, this person should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Porto Alegre'}
{'statement': 'Someone is looking for a city with cold weather. Between Bahía Blanca and Murmansk, this person should visit Murmansk.', 'answer': 'Murmansk', 'candidate': 'Bahía Blanca'}
{'statement': 'Someone is looking for a city with cold weather. Between Phoenix and Ulaanbaatar, this person should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Phoenix'}
{'statement': 'Someone is looking for a city with cold weather. Between Barranquilla and Reykjavík, this person should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Barranquilla'}
{'statement': 'Someone is looking for a city with cold weather. Between Phoenix and Skopje, this person should visit Skopje.', 'answer': 'Skopje', 'candidate': 'Phoenix'}
{'statement': 'Someone is looking for a city with cold weather. Between Shanghai and Ulaanbaatar, this person should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Shanghai'}
{'statement': 'Someone is looking for a city with cold weather. Between Lusaka and Toronto, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Lusaka'}
{'statement': 'Someone is looking for a city with cold weather. Between Garoua and Calgary, this person should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Garoua'}
{'statement': 'Someone is looking for a city with cold weather. Between Makassar and Omaha, this person should visit Omaha.', 'answer': 'Omaha', 'candidate': 'Makassar'}
{'statement': 'Someone is looking for a city with cold weather. Between Florianópolis and Sapporo, this person should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'Florianópolis'}
{'statement': 'Someone is looking for a city with cold weather. Between Kano and Quito, this person should visit Quito.', 'answer': 'Quito', 'candidate': 'Kano'}
{'statement': 'Someone is looking for a city with cold weather. Between Baku and Fairbanks, this person should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Baku'}
{'statement': 'Someone is looking for a city with cold weather. Between Baghdad and Christchurch, this person should visit Christchurch.', 'answer': 'Christchurch', 'candidate': 'Baghdad'}
{'statement': 'Someone is looking for a city with cold weather. Between Djibouti and Christchurch, this person should visit Christchurch.', 'answer': 'Christchurch', 'candidate': 'Djibouti'}
{'statement': 'Someone is looking for a city with cold weather. Between Honolulu and Sapporo, this person should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'Honolulu'}
{'statement': 'Someone is looking for a city with cold weather. Between Manila and Yerevan, this person should visit Yerevan.', 'answer': 'Yerevan', 'candidate': 'Manila'}
{'statement': 'Someone is looking for a city with cold weather. Between Aden and Palermo, this person should visit Palermo.', 'answer': 'Palermo', 'candidate': 'Aden'}
{'statement': 'Someone is looking for a city with cold weather. Between Pretoria and Bergen, this person should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Pretoria'}
{'statement': 'Someone is looking for a city with cold weather. Between Cotonou and Lhasa, this person should visit Lhasa.', 'answer': 'Lhasa', 'candidate': 'Cotonou'}
{'statement': 'Someone is looking for a city with cold weather. Between Darwin and Milan, this person should visit Milan.', 'answer': 'Milan', 'candidate': 'Darwin'}
{'statement': 'Someone is looking for a city with cold weather. Between Toamasina and Pittsburgh, this person should visit Pittsburgh.', 'answer': 'Pittsburgh', 'candidate': 'Toamasina'}
{'statement': 'Someone is looking for a city with cold weather. Between Malabo and Zagreb, this person should visit Zagreb.', 'answer': 'Zagreb', 'candidate': 'Malabo'}
{'statement': 'Someone is looking for a city with cold weather. Between Lagos and Johannesburg, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Lagos'}
{'statement': 'Someone is looking for a city with cold weather. Between Bujumbura and Calgary, this person should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Bujumbura'}
{'statement': 'Someone is looking for a city with cold weather. Between Makurdi and Sucre, this person should visit Sucre.', 'answer': 'Sucre', 'candidate': 'Makurdi'}
{'statement': 'Someone is looking for a city with cold weather. Between Lomé and Canberra, this person should visit Canberra.', 'answer': 'Canberra', 'candidate': 'Lomé'}
{'statement': 'Someone is looking for a city with cold weather. Between Muscat and Bahía Blanca, this person should visit Bahía Blanca.', 'answer': 'Bahía Blanca', 'candidate': 'Muscat'}
{'statement': 'Someone is looking for a city with cold weather. Between Toliara and Ushuaia, this person should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Toliara'}
{'statement': 'Someone is looking for a city with cold weather. Between Cayenne and Asmara, this person should visit Asmara.', 'answer': 'Asmara', 'candidate': 'Cayenne'}
{'statement': 'Someone is looking for a city with cold weather. Between Kingston and Lviv, this person should visit Lviv.', 'answer': 'Lviv', 'candidate': 'Kingston'}
{'statement': 'Someone is looking for a city with cold weather. Between Santiago del Estero and Saskatoon, this person should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Santiago del Estero'}
{'statement': 'Someone is looking for a city with cold weather. Between Rosario and Halifax, this person should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Rosario'}
{'statement': 'Someone is looking for a city with cold weather. Between Surabaya and Toronto, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Surabaya'}
{'statement': 'Someone is looking for a city with cold weather. Between Maputo and Erzurum, this person should visit Erzurum.', 'answer': 'Erzurum', 'candidate': 'Maputo'}
{'statement': 'Someone is looking for a city with cold weather. Between Monterrey and Copenhagen, this person should visit Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'Monterrey'}
{'statement': 'Someone is looking for a city with cold weather. Between Abéché and Ljubljana, this person should visit Ljubljana.', 'answer': 'Ljubljana', 'candidate': 'Abéché'}
{'statement': 'Someone is looking for a city with cold weather. Between Nouakchott and Novosibirsk, this person should visit Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Nouakchott'}
{'statement': 'Someone is looking for a city with cold weather. Between Vientiane and Ürümqi, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Vientiane'}
{'statement': 'Someone is looking for a city with cold weather. Between Belize City and Ankara, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Belize City'}
{'statement': 'Someone is looking for a city with cold weather. Between Harare and Ulaanbaatar, this person should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Harare'}
{'statement': 'Someone is looking for a city with cold weather. Between Garissa and El Paso, this person should visit El Paso.', 'answer': 'El Paso', 'candidate': 'Garissa'}
{'statement': 'Someone is looking for a city with cold weather. Between Buenos Aires and Punta Arenas, this person should visit Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Buenos Aires'}
{'statement': 'Someone is looking for a city with cold weather. Between Phnom Penh and Paris, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Phnom Penh'}
{'statement': 'Someone is looking for a city with cold weather. Between Mahajanga and Viedma, this person should visit Viedma.', 'answer': 'Viedma', 'candidate': 'Mahajanga'}
{'statement': 'Someone is looking for a city with cold weather. Between Phnom Penh and Napier, this person should visit Napier.', 'answer': 'Napier', 'candidate': 'Phnom Penh'}
{'statement': 'Someone is looking for a city with cold weather. Between Dodoma and Novosibirsk, this person should visit Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Dodoma'}
{'statement': 'Someone is looking for a city with cold weather. Between Mahajanga and Brussels, this person should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Mahajanga'}
{'statement': 'Someone is looking for a city with cold weather. Between Mombasa and Saint Petersburg, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Mombasa'}
