{'statement': 'Someone is looking for a big city to visit. Between Bogotá and Córdoba, this person should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Córdoba'}
{'statement': 'Someone is looking for a big city to visit. Between Mexico City and Parakou, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Parakou'}
{'statement': 'Someone is looking for a big city to visit. Between Cairo and Ho Chi Minh City, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Someone is looking for a big city to visit. Between Dar es Salaam and Minsk, this person should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Minsk'}
{'statement': 'Someone is looking for a big city to visit. Between Johannesburg and Tirana, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Tirana'}
{'statement': 'Someone is looking for a big city to visit. Between Luanda and Suwałki, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Suwałki'}
{'statement': 'Someone is looking for a big city to visit. Between Managua and Brasília, this person should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Managua'}
{'statement': 'Someone is looking for a big city to visit. Between Nairobi and Copenhagen, this person should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Copenhagen'}
{'statement': 'Someone is looking for a big city to visit. Between Christchurch and Monterrey, this person should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Christchurch'}
{'statement': 'Someone is looking for a big city to visit. Between Surabaya and Bamako, this person should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Bamako'}
{'statement': 'Someone is looking for a big city to visit. Between Ouahigouya and Santiago, this person should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Ouahigouya'}
{'statement': 'Someone is looking for a big city to visit. Between Piura and Kunming, this person should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Piura'}
{'statement': 'Someone is looking for a big city to visit. Between Los Angeles and Lomé, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Lomé'}
{'statement': 'Someone is looking for a big city to visit. Between Beirut and Beijing, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Beirut'}
{'statement': 'Someone is looking for a big city to visit. Between Omaha and Ürümqi, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Omaha'}
{'statement': 'Someone is looking for a big city to visit. Between Melbourne and Darwin, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Darwin'}
{'statement': 'Someone is looking for a big city to visit. Between Kabul and Zürich, this person should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Zürich'}
{'statement': 'Someone is looking for a big city to visit. Between Lima and Kingston, this person should visit Lima.', 'answer': 'Lima', 'candidate': 'Kingston'}
{'statement': 'Someone is looking for a big city to visit. Between Luanda and Malabo, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Malabo'}
{'statement': 'Someone is looking for a big city to visit. Between Sydney and Chicago, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Sydney'}
{'statement': 'Someone is looking for a big city to visit. Between Rangpur and Johannesburg, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Rangpur'}
{'statement': 'Someone is looking for a big city to visit. Between Nur-Sultan and Karachi, this person should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Nur-Sultan'}
{'statement': 'Someone is looking for a big city to visit. Between Alexandria and Jakarta, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Alexandria'}
{'statement': 'Someone is looking for a big city to visit. Between La Ceiba and Surabaya, this person should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'La Ceiba'}
{'statement': 'Someone is looking for a big city to visit. Between Perth and Nairobi, this person should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Perth'}
{'statement': 'Someone is looking for a big city to visit. Between Kampala and Baghdad, this person should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Kampala'}
{'statement': 'Someone is looking for a big city to visit. Between Minneapolis and Río Gallegos, this person should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Río Gallegos'}
{'statement': 'Someone is looking for a big city to visit. Between Los Angeles and Tamanrasset, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Tamanrasset'}
{'statement': 'Someone is looking for a big city to visit. Between Melbourne and Mombasa, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Mombasa'}
{'statement': 'Someone is looking for a big city to visit. Between San Diego and Lisbon, this person should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Lisbon'}
{'statement': 'Someone is looking for a big city to visit. Between Moscow and Palermo, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Palermo'}
{'statement': 'Someone is looking for a big city to visit. Between Lisbon and Beijing, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Lisbon'}
{'statement': 'Someone is looking for a big city to visit. Between Lahore and Kathmandu, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Kathmandu'}
{'statement': 'Someone is looking for a big city to visit. Between Toronto and Christchurch, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Christchurch'}
{'statement': 'Someone is looking for a big city to visit. Between Paris and Irkutsk, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a big city to visit. Between Toliara and Sydney, this person should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Toliara'}
{'statement': 'Someone is looking for a big city to visit. Between Ho Chi Minh City and Caracas, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Caracas'}
{'statement': 'Someone is looking for a big city to visit. Between Napier and Houston, this person should visit Houston.', 'answer': 'Houston', 'candidate': 'Napier'}
{'statement': 'Someone is looking for a big city to visit. Between Rosario and Johannesburg, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Rosario'}
{'statement': 'Someone is looking for a big city to visit. Between Beijing and Saint Petersburg, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Saint Petersburg'}
{'statement': 'Someone is looking for a big city to visit. Between San Juan and Monterrey, this person should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a big city to visit. Between London and Dodoma, this person should visit London.', 'answer': 'London', 'candidate': 'Dodoma'}
{'statement': 'Someone is looking for a big city to visit. Between Paris and Mendoza, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Mendoza'}
{'statement': 'Someone is looking for a big city to visit. Between Antsiranana and Baghdad, this person should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Antsiranana'}
{'statement': 'Someone is looking for a big city to visit. Between Kuwait City and Christchurch, this person should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Christchurch'}
{'statement': 'Someone is looking for a big city to visit. Between Melbourne and Lisbon, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Lisbon'}
{'statement': 'Someone is looking for a big city to visit. Between Viedma and Saint Petersburg, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Viedma'}
{'statement': 'Someone is looking for a big city to visit. Between Nur-Sultan and Sydney, this person should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Nur-Sultan'}
{'statement': 'Someone is looking for a big city to visit. Between Wau and Ankara, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Wau'}
{'statement': 'Someone is looking for a big city to visit. Between Cairo and Barranquilla, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Barranquilla'}
{'statement': 'Someone is looking for a big city to visit. Between Tashkent and Mexico City, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Tashkent'}
{'statement': 'Someone is looking for a big city to visit. Between Amsterdam and Hanoi, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Amsterdam'}
{'statement': 'Someone is looking for a big city to visit. Between Tampa and Hat Yai, this person should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Hat Yai'}
{'statement': 'Someone is looking for a big city to visit. Between San Diego and Santiago del Estero, this person should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Santiago del Estero'}
{'statement': 'Someone is looking for a big city to visit. Between Shanghai and Melbourne, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Melbourne'}
{'statement': 'Someone is looking for a big city to visit. Between Ürümqi and Beirut, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Beirut'}
{'statement': 'Someone is looking for a big city to visit. Between Paramaribo and Mumbai, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Paramaribo'}
{'statement': 'Someone is looking for a big city to visit. Between Phoenix and Santiago del Estero, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Santiago del Estero'}
{'statement': 'Someone is looking for a big city to visit. Between Sokoto and Luanda, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Sokoto'}
{'statement': 'Someone is looking for a big city to visit. Between Gabès and Kuwait City, this person should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Gabès'}
{'statement': 'Someone is looking for a big city to visit. Between Bucharest and Mexico City, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Bucharest'}
{'statement': 'Someone is looking for a big city to visit. Between Hat Yai and Melbourne, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Hat Yai'}
{'statement': 'Someone is looking for a big city to visit. Between Lima and Upington, this person should visit Lima.', 'answer': 'Lima', 'candidate': 'Upington'}
{'statement': 'Someone is looking for a big city to visit. Between Lusaka and Santiago, this person should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Lusaka'}
{'statement': 'Someone is looking for a big city to visit. Between Sydney and Perth, this person should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Perth'}
{'statement': 'Someone is looking for a big city to visit. Between Brasília and Denpasar, this person should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Denpasar'}
{'statement': 'Someone is looking for a big city to visit. Between Algiers and Dodoma, this person should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Dodoma'}
{'statement': 'Someone is looking for a big city to visit. Between Djibouti and Santiago, this person should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Djibouti'}
{'statement': 'Someone is looking for a big city to visit. Between Ho Chi Minh City and La Paz, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'La Paz'}
{'statement': 'Someone is looking for a big city to visit. Between Douala and Halifax, this person should visit Douala.', 'answer': 'Douala', 'candidate': 'Halifax'}
{'statement': 'Someone is looking for a big city to visit. Between Zagreb and Shanghai, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Zagreb'}
{'statement': 'Someone is looking for a big city to visit. Between Piura and Denver, this person should visit Denver.', 'answer': 'Denver', 'candidate': 'Piura'}
{'statement': 'Someone is looking for a big city to visit. Between Mahajanga and Shanghai, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Mahajanga'}
{'statement': 'Someone is looking for a big city to visit. Between Port Sudan and Los Angeles, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Port Sudan'}
{'statement': 'Someone is looking for a big city to visit. Between Reykjavík and Luanda, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Reykjavík'}
{'statement': 'Someone is looking for a big city to visit. Between Toluca and Saint Petersburg, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Toluca'}
{'statement': 'Someone is looking for a big city to visit. Between Shanghai and Chicago, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Chicago'}
{'statement': 'Someone is looking for a big city to visit. Between Zürich and Minneapolis, this person should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Zürich'}
{'statement': 'Someone is looking for a big city to visit. Between Cairo and El Paso, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'El Paso'}
{'statement': 'Someone is looking for a big city to visit. Between Los Angeles and Podgorica, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Podgorica'}
{'statement': 'Someone is looking for a big city to visit. Between San Diego and Shanghai, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'San Diego'}
{'statement': 'Someone is looking for a big city to visit. Between Denver and Podgorica, this person should visit Denver.', 'answer': 'Denver', 'candidate': 'Podgorica'}
{'statement': 'Someone is looking for a big city to visit. Between Kano and Vladivostok, this person should visit Kano.', 'answer': 'Kano', 'candidate': 'Vladivostok'}
{'statement': 'Someone is looking for a big city to visit. Between Florianópolis and Algiers, this person should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Florianópolis'}
{'statement': 'Someone is looking for a big city to visit. Between Zagreb and Houston, this person should visit Houston.', 'answer': 'Houston', 'candidate': 'Zagreb'}
{'statement': 'Someone is looking for a big city to visit. Between Los Angeles and Mexicali, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Mexicali'}
{'statement': 'Someone is looking for a big city to visit. Between Alexandria and Lahore, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Alexandria'}
{'statement': 'Someone is looking for a big city to visit. Between Bogotá and Napier, this person should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Napier'}
{'statement': 'Someone is looking for a big city to visit. Between Beijing and Lviv, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Lviv'}
{'statement': 'Someone is looking for a big city to visit. Between Paris and Aden, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Aden'}
{'statement': 'Someone is looking for a big city to visit. Between London and Valencia, this person should visit London.', 'answer': 'London', 'candidate': 'Valencia'}
{'statement': 'Someone is looking for a big city to visit. Between Hanoi and Bratislava, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Bratislava'}
{'statement': 'Someone is looking for a big city to visit. Between La Paz and Guadalajara, this person should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'La Paz'}
{'statement': 'Someone is looking for a big city to visit. Between Johannesburg and Garoua, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Garoua'}
{'statement': 'Someone is looking for a big city to visit. Between Kunming and Juba, this person should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Juba'}
{'statement': 'Someone is looking for a big city to visit. Between Lhasa and Paris, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Lhasa'}
{'statement': 'Someone is looking for a big city to visit. Between Zürich and Mexico City, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Zürich'}
{'statement': 'Someone is looking for a big city to visit. Between Kansas City and Bogotá, this person should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Kansas City'}
{'statement': 'Someone is looking for a big city to visit. Between Nouadhibou and Douala, this person should visit Douala.', 'answer': 'Douala', 'candidate': 'Nouadhibou'}
{'statement': 'Someone is looking for a big city to visit. Between Pontianak and Sydney, this person should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Pontianak'}
{'statement': 'Someone is looking for a big city to visit. Between Mumbai and Florianópolis, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Florianópolis'}
{'statement': 'Someone is looking for a big city to visit. Between Douala and Sucre, this person should visit Douala.', 'answer': 'Douala', 'candidate': 'Sucre'}
{'statement': 'Someone is looking for a big city to visit. Between Brasília and Makurdi, this person should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Makurdi'}
{'statement': 'Someone is looking for a big city to visit. Between Beijing and Albuquerque, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Albuquerque'}
{'statement': 'Someone is looking for a big city to visit. Between Guangzhou and Jakarta, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Guangzhou'}
{'statement': 'Someone is looking for a big city to visit. Between Buenos Aires and Bamako, this person should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Bamako'}
{'statement': 'Someone is looking for a big city to visit. Between Denver and Durban, this person should visit Denver.', 'answer': 'Denver', 'candidate': 'Durban'}
{'statement': 'Someone is looking for a big city to visit. Between Bamako and Monterrey, this person should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Bamako'}
{'statement': 'Someone is looking for a big city to visit. Between Erbil and Mexico City, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Erbil'}
{'statement': 'Someone is looking for a big city to visit. Between Luanda and Tampa, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Tampa'}
{'statement': 'Someone is looking for a big city to visit. Between Muscat and Melbourne, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Muscat'}
{'statement': 'Someone is looking for a big city to visit. Between Cotonou and Luanda, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Cotonou'}
{'statement': 'Someone is looking for a big city to visit. Between Melbourne and San Salvador, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'San Salvador'}
{'statement': 'Someone is looking for a big city to visit. Between Sacramento and Hanoi, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Sacramento'}
{'statement': 'Someone is looking for a big city to visit. Between Vientiane and Karachi, this person should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Vientiane'}
{'statement': 'Someone is looking for a big city to visit. Between Brasília and Ushuaia, this person should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Ushuaia'}
{'statement': 'Someone is looking for a big city to visit. Between Chicago and Harare, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Harare'}
{'statement': 'Someone is looking for a big city to visit. Between Sydney and Tucson, this person should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Tucson'}
{'statement': 'Someone is looking for a big city to visit. Between Los Angeles and Tabora, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Tabora'}
{'statement': 'Someone is looking for a big city to visit. Between Lahore and Paramaribo, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Paramaribo'}
{'statement': 'Someone is looking for a big city to visit. Between Bamako and Saint Petersburg, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Bamako'}
{'statement': 'Someone is looking for a big city to visit. Between Fukuoka and Tauranga, this person should visit Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'Tauranga'}
{'statement': 'Someone is looking for a big city to visit. Between Beijing and Addis Ababa, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Addis Ababa'}
{'statement': 'Someone is looking for a big city to visit. Between Santiago and Mendoza, this person should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Mendoza'}
{'statement': 'Someone is looking for a big city to visit. Between Monterrey and Denpasar, this person should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Denpasar'}
{'statement': 'Someone is looking for a big city to visit. Between Ankara and Upington, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Upington'}
{'statement': 'Someone is looking for a big city to visit. Between Benghazi and Paris, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Benghazi'}
{'statement': 'Someone is looking for a big city to visit. Between Cayenne and Phnom Penh, this person should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Cayenne'}
{'statement': 'Someone is looking for a big city to visit. Between San Juan and Riyadh, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a big city to visit. Between Manila and Tashkent, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Tashkent'}
{'statement': 'Someone is looking for a big city to visit. Between Brasília and Bogotá, this person should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Brasília'}
{'statement': 'Someone is looking for a big city to visit. Between Abéché and Santiago, this person should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Abéché'}
{'statement': 'Someone is looking for a big city to visit. Between San José and Melbourne, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'San José'}
{'statement': 'Someone is looking for a big city to visit. Between Kuopio and Kunming, this person should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Kuopio'}
{'statement': 'Someone is looking for a big city to visit. Between Cabo San Lucas and Kunming, this person should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Cabo San Lucas'}
{'statement': 'Someone is looking for a big city to visit. Between Brasília and Chicago, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Brasília'}
{'statement': 'Someone is looking for a big city to visit. Between Moscow and Vienna, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Vienna'}
{'statement': 'Someone is looking for a big city to visit. Between Kuopio and Baltimore, this person should visit Baltimore.', 'answer': 'Baltimore', 'candidate': 'Kuopio'}
{'statement': 'Someone is looking for a big city to visit. Between Nur-Sultan and Baghdad, this person should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Nur-Sultan'}
{'statement': 'Someone is looking for a big city to visit. Between Sydney and Palembang, this person should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Palembang'}
{'statement': 'Someone is looking for a big city to visit. Between Hobart and Douala, this person should visit Douala.', 'answer': 'Douala', 'candidate': 'Hobart'}
{'statement': 'Someone is looking for a big city to visit. Between Mumbai and Kampala, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Kampala'}
{'statement': 'Someone is looking for a big city to visit. Between Sydney and Lomé, this person should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Lomé'}
{'statement': 'Someone is looking for a big city to visit. Between Sacramento and London, this person should visit London.', 'answer': 'London', 'candidate': 'Sacramento'}
{'statement': 'Someone is looking for a big city to visit. Between Belgrade and Lima, this person should visit Lima.', 'answer': 'Lima', 'candidate': 'Belgrade'}
{'statement': 'Someone is looking for a big city to visit. Between Bangkok and Erzurum, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Erzurum'}
{'statement': 'Someone is looking for a big city to visit. Between Brisbane and San Juan, this person should visit Brisbane.', 'answer': 'Brisbane', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a big city to visit. Between Lisbon and Mexico City, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Lisbon'}
{'statement': 'Someone is looking for a big city to visit. Between Toluca and Berlin, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Toluca'}
{'statement': 'Someone is looking for a big city to visit. Between Tauranga and Brasília, this person should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Tauranga'}
{'statement': 'Someone is looking for a big city to visit. Between Entebbe and Berlin, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Entebbe'}
{'statement': 'Someone is looking for a big city to visit. Between Neuquén and Baku, this person should visit Baku.', 'answer': 'Baku', 'candidate': 'Neuquén'}
{'statement': 'Someone is looking for a big city to visit. Between Houston and Albuquerque, this person should visit Houston.', 'answer': 'Houston', 'candidate': 'Albuquerque'}
{'statement': 'Someone is looking for a big city to visit. Between Johannesburg and Benghazi, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Benghazi'}
{'statement': 'Someone is looking for a big city to visit. Between San Salvador and Mexico City, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'San Salvador'}
{'statement': 'Someone is looking for a big city to visit. Between Toronto and Hamilton, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Hamilton'}
{'statement': 'Someone is looking for a big city to visit. Between Fukuoka and Fairbanks, this person should visit Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'Fairbanks'}
{'statement': 'Someone is looking for a big city to visit. Between Ankara and Baku, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Baku'}
{'statement': 'Someone is looking for a big city to visit. Between Toluca and Toronto, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Toluca'}
{'statement': 'Someone is looking for a big city to visit. Between Sucre and Paris, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Sucre'}
{'statement': 'Someone is looking for a big city to visit. Between Mexico City and Minsk, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Minsk'}
{'statement': 'Someone is looking for a big city to visit. Between Kunming and Tirana, this person should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Tirana'}
{'statement': 'Someone is looking for a big city to visit. Between Mexico City and Nur-Sultan, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Nur-Sultan'}
{'statement': 'Someone is looking for a big city to visit. Between Viedma and Lahore, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Viedma'}
{'statement': 'Someone is looking for a big city to visit. Between Omaha and Jakarta, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Omaha'}
{'statement': 'Someone is looking for a big city to visit. Between Mexicali and Surabaya, this person should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Mexicali'}
{'statement': 'Someone is looking for a big city to visit. Between Sapporo and Santiago, this person should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Sapporo'}
{'statement': 'Someone is looking for a big city to visit. Between Nairobi and Cayenne, this person should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Cayenne'}
{'statement': 'Someone is looking for a big city to visit. Between Medellín and Cape Town, this person should visit Medellín.', 'answer': 'Medellín', 'candidate': 'Cape Town'}
