{'statement': 'You are looking for a big city to visit. Between Guadalajara and Kansas City, you should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Kansas City'}
{'statement': 'You are looking for a big city to visit. Between Luanda and Minneapolis, you should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Minneapolis'}
{'statement': 'You are looking for a big city to visit. Between Rome and Oslo, you should visit Rome.', 'answer': 'Rome', 'candidate': 'Oslo'}
{'statement': 'You are looking for a big city to visit. Between Guangzhou and Dodoma, you should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Dodoma'}
{'statement': 'You are looking for a big city to visit. Between Phoenix and Bergen, you should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Bergen'}
{'statement': 'You are looking for a big city to visit. Between Nairobi and Bahía Blanca, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Bahía Blanca'}
{'statement': 'You are looking for a big city to visit. Between Johannesburg and Makassar, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Makassar'}
{'statement': 'You are looking for a big city to visit. Between Bangkok and Muscat, you should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Muscat'}
{'statement': 'You are looking for a big city to visit. Between Paris and Makassar, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Makassar'}
{'statement': 'You are looking for a big city to visit. Between Los Angeles and Cotonou, you should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Cotonou'}
{'statement': 'You are looking for a big city to visit. Between Dar es Salaam and Phoenix, you should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Phoenix'}
{'statement': 'You are looking for a big city to visit. Between Shanghai and Bujumbura, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Bujumbura'}
{'statement': 'You are looking for a big city to visit. Between Baku and La Serena, you should visit Baku.', 'answer': 'Baku', 'candidate': 'La Serena'}
{'statement': 'You are looking for a big city to visit. Between Riyadh and Palmerston North, you should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Palmerston North'}
{'statement': 'You are looking for a big city to visit. Between Surabaya and Podgorica, you should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Podgorica'}
{'statement': 'You are looking for a big city to visit. Between Shanghai and Denver, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Denver'}
{'statement': 'You are looking for a big city to visit. Between Nairobi and Lhasa, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Lhasa'}
{'statement': 'You are looking for a big city to visit. Between Douala and Zürich, you should visit Douala.', 'answer': 'Douala', 'candidate': 'Zürich'}
{'statement': 'You are looking for a big city to visit. Between Lahore and Mahajanga, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Mahajanga'}
{'statement': 'You are looking for a big city to visit. Between Alexandria and Sucre, you should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Sucre'}
{'statement': 'You are looking for a big city to visit. Between Kuwait City and Rangpur, you should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Rangpur'}
{'statement': 'You are looking for a big city to visit. Between Beijing and Fukuoka, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Fukuoka'}
{'statement': 'You are looking for a big city to visit. Between Tampa and Mendoza, you should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Mendoza'}
{'statement': 'You are looking for a big city to visit. Between Tampa and San Juan, you should visit Tampa.', 'answer': 'Tampa', 'candidate': 'San Juan'}
{'statement': 'You are looking for a big city to visit. Between Lagos and Napier, you should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Napier'}
{'statement': 'You are looking for a big city to visit. Between Dar es Salaam and Tripoli, you should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Tripoli'}
{'statement': 'You are looking for a big city to visit. Between Fukuoka and Nouadhibou, you should visit Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'Nouadhibou'}
{'statement': 'You are looking for a big city to visit. Between Melbourne and Mombasa, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Mombasa'}
{'statement': 'You are looking for a big city to visit. Between Hanoi and Canberra, you should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Canberra'}
{'statement': 'You are looking for a big city to visit. Between Toronto and Fairbanks, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Fairbanks'}
{'statement': 'You are looking for a big city to visit. Between Houston and Denpasar, you should visit Houston.', 'answer': 'Houston', 'candidate': 'Denpasar'}
{'statement': 'You are looking for a big city to visit. Between Brasília and Albuquerque, you should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Albuquerque'}
{'statement': 'You are looking for a big city to visit. Between Mumbai and Kunming, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Kunming'}
{'statement': 'You are looking for a big city to visit. Between Addis Ababa and Piura, you should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Piura'}
{'statement': 'You are looking for a big city to visit. Between Ankara and San Antonio, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'San Antonio'}
{'statement': 'You are looking for a big city to visit. Between Brisbane and Port Moresby, you should visit Brisbane.', 'answer': 'Brisbane', 'candidate': 'Port Moresby'}
{'statement': 'You are looking for a big city to visit. Between Surabaya and Rangpur, you should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Rangpur'}
{'statement': 'You are looking for a big city to visit. Between Lahore and Canberra, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Canberra'}
{'statement': 'You are looking for a big city to visit. Between Jakarta and Yerevan, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Yerevan'}
{'statement': 'You are looking for a big city to visit. Between London and Antofagasta, you should visit London.', 'answer': 'London', 'candidate': 'Antofagasta'}
{'statement': 'You are looking for a big city to visit. Between Dar es Salaam and La Paz, you should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'La Paz'}
{'statement': 'You are looking for a big city to visit. Between Ankara and Garoua, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Garoua'}
{'statement': 'You are looking for a big city to visit. Between Santiago and Mexicali, you should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Mexicali'}
{'statement': 'You are looking for a big city to visit. Between Sydney and Perth, you should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Perth'}
{'statement': 'You are looking for a big city to visit. Between Minneapolis and Bahía Blanca, you should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Bahía Blanca'}
{'statement': 'You are looking for a big city to visit. Between Minneapolis and Lviv, you should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Lviv'}
{'statement': 'You are looking for a big city to visit. Between Kabul and Tirana, you should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Tirana'}
{'statement': 'You are looking for a big city to visit. Between Manila and Kathmandu, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Kathmandu'}
{'statement': 'You are looking for a big city to visit. Between Lagos and Nouadhibou, you should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Nouadhibou'}
{'statement': 'You are looking for a big city to visit. Between Los Angeles and San Salvador, you should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'San Salvador'}
{'statement': 'You are looking for a big city to visit. Between Santiago and San José, you should visit Santiago.', 'answer': 'Santiago', 'candidate': 'San José'}
{'statement': 'You are looking for a big city to visit. Between Kuwait City and Kansas City, you should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Kansas City'}
{'statement': 'You are looking for a big city to visit. Between Guangzhou and Valencia, you should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Valencia'}
{'statement': 'You are looking for a big city to visit. Between Moscow and Dublin, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Dublin'}
{'statement': 'You are looking for a big city to visit. Between Alexandria and San Antonio, you should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'San Antonio'}
{'statement': 'You are looking for a big city to visit. Between Paris and El Paso, you should visit Paris.', 'answer': 'Paris', 'candidate': 'El Paso'}
{'statement': 'You are looking for a big city to visit. Between Kano and Rangpur, you should visit Kano.', 'answer': 'Kano', 'candidate': 'Rangpur'}
{'statement': 'You are looking for a big city to visit. Between Monterrey and Saskatoon, you should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Saskatoon'}
{'statement': 'You are looking for a big city to visit. Between Yaoundé and Suva, you should visit Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Suva'}
{'statement': 'You are looking for a big city to visit. Between Phoenix and Parakou, you should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Parakou'}
{'statement': 'You are looking for a big city to visit. Between Dar es Salaam and La Ceiba, you should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'La Ceiba'}
{'statement': 'You are looking for a big city to visit. Between Houston and Río Gallegos, you should visit Houston.', 'answer': 'Houston', 'candidate': 'Río Gallegos'}
{'statement': 'You are looking for a big city to visit. Between Mumbai and Ljubljana, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Ljubljana'}
{'statement': 'You are looking for a big city to visit. Between Melbourne and Auckland, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Auckland'}
{'statement': 'You are looking for a big city to visit. Between Lahore and Palmerston North, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Palmerston North'}
{'statement': 'You are looking for a big city to visit. Between San Diego and Florianópolis, you should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Florianópolis'}
{'statement': 'You are looking for a big city to visit. Between Ho Chi Minh City and Valencia, you should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Valencia'}
{'statement': 'You are looking for a big city to visit. Between Melbourne and Tripoli, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Tripoli'}
{'statement': 'You are looking for a big city to visit. Between Ankara and Tamanrasset, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Tamanrasset'}
{'statement': 'You are looking for a big city to visit. Between Medellín and Suva, you should visit Medellín.', 'answer': 'Medellín', 'candidate': 'Suva'}
{'statement': 'You are looking for a big city to visit. Between Los Angeles and Thiès, you should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Thiès'}
{'statement': 'You are looking for a big city to visit. Between Tashkent and Fairbanks, you should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Fairbanks'}
{'statement': 'You are looking for a big city to visit. Between Cairo and Vladivostok, you should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Vladivostok'}
{'statement': 'You are looking for a big city to visit. Between Perth and Port-Gentil, you should visit Perth.', 'answer': 'Perth', 'candidate': 'Port-Gentil'}
{'statement': 'You are looking for a big city to visit. Between Mumbai and Ndola, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Ndola'}
{'statement': 'You are looking for a big city to visit. Between Yaoundé and Mahajanga, you should visit Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Mahajanga'}
{'statement': 'You are looking for a big city to visit. Between Jakarta and Napier, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Napier'}
{'statement': 'You are looking for a big city to visit. Between Riyadh and Beirut, you should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Beirut'}
{'statement': 'You are looking for a big city to visit. Between Johannesburg and Palembang, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Palembang'}
{'statement': 'You are looking for a big city to visit. Between Monterrey and Sucre, you should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Sucre'}
{'statement': 'You are looking for a big city to visit. Between Addis Ababa and Halifax, you should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Halifax'}
{'statement': 'You are looking for a big city to visit. Between Los Angeles and Porto Alegre, you should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Porto Alegre'}
{'statement': 'You are looking for a big city to visit. Between Houston and Bahía Blanca, you should visit Houston.', 'answer': 'Houston', 'candidate': 'Bahía Blanca'}
{'statement': 'You are looking for a big city to visit. Between Baghdad and Lhasa, you should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Lhasa'}
{'statement': 'You are looking for a big city to visit. Between Riyadh and Douala, you should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Douala'}
{'statement': 'You are looking for a big city to visit. Between Kabul and Panama City, you should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Panama City'}
{'statement': 'You are looking for a big city to visit. Between Phoenix and Yakutsk, you should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Yakutsk'}
{'statement': 'You are looking for a big city to visit. Between Shanghai and Alexandria, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Alexandria'}
{'statement': 'You are looking for a big city to visit. Between Chicago and Porto Alegre, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Porto Alegre'}
{'statement': 'You are looking for a big city to visit. Between Lahore and Tabora, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Tabora'}
{'statement': 'You are looking for a big city to visit. Between Karachi and Asmara, you should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Asmara'}
{'statement': 'You are looking for a big city to visit. Between Lagos and Ushuaia, you should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Ushuaia'}
{'statement': 'You are looking for a big city to visit. Between Surabaya and Makassar, you should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Makassar'}
{'statement': 'You are looking for a big city to visit. Between Algiers and Napier, you should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Napier'}
{'statement': 'You are looking for a big city to visit. Between Guangzhou and Ouahigouya, you should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Ouahigouya'}
{'statement': 'You are looking for a big city to visit. Between Moscow and Parakou, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Parakou'}
{'statement': 'You are looking for a big city to visit. Between Alexandria and Copenhagen, you should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Copenhagen'}
{'statement': 'You are looking for a big city to visit. Between Bogotá and Irkutsk, you should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Irkutsk'}
{'statement': 'You are looking for a big city to visit. Between Denver and Napier, you should visit Denver.', 'answer': 'Denver', 'candidate': 'Napier'}
{'statement': 'You are looking for a big city to visit. Between Brasília and Hat Yai, you should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Hat Yai'}
{'statement': 'You are looking for a big city to visit. Between Berlin and Dublin, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Dublin'}
{'statement': 'You are looking for a big city to visit. Between Hanoi and Garissa, you should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Garissa'}
{'statement': 'You are looking for a big city to visit. Between Ankara and Parakou, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Parakou'}
{'statement': 'You are looking for a big city to visit. Between Tashkent and Malabo, you should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Malabo'}
{'statement': 'You are looking for a big city to visit. Between Bangkok and Brussels, you should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Brussels'}
{'statement': 'You are looking for a big city to visit. Between Paris and Vientiane, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Vientiane'}
{'statement': 'You are looking for a big city to visit. Between Guadalajara and Pretoria, you should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Pretoria'}
{'statement': 'You are looking for a big city to visit. Between Cairo and Ouahigouya, you should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Ouahigouya'}
{'statement': 'You are looking for a big city to visit. Between Cairo and Belize City, you should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Belize City'}
{'statement': 'You are looking for a big city to visit. Between Surabaya and Gabès, you should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Gabès'}
{'statement': 'You are looking for a big city to visit. Between Brasília and Oslo, you should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Oslo'}
{'statement': 'You are looking for a big city to visit. Between London and Lviv, you should visit London.', 'answer': 'London', 'candidate': 'Lviv'}
{'statement': 'You are looking for a big city to visit. Between Santiago and Calgary, you should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Calgary'}
{'statement': 'You are looking for a big city to visit. Between Lahore and Yerevan, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Yerevan'}
{'statement': 'You are looking for a big city to visit. Between Bogotá and Benghazi, you should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Benghazi'}
{'statement': 'You are looking for a big city to visit. Between Alexandria and Ljubljana, you should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Ljubljana'}
{'statement': 'You are looking for a big city to visit. Between Surabaya and Cotonou, you should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Cotonou'}
{'statement': 'You are looking for a big city to visit. Between Addis Ababa and Cayenne, you should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Cayenne'}
{'statement': 'You are looking for a big city to visit. Between Medellín and Napier, you should visit Medellín.', 'answer': 'Medellín', 'candidate': 'Napier'}
{'statement': 'You are looking for a big city to visit. Between Hanoi and Mandalay, you should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Mandalay'}
{'statement': 'You are looking for a big city to visit. Between San Diego and Irkutsk, you should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Irkutsk'}
{'statement': 'You are looking for a big city to visit. Between Monterrey and Caracas, you should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Caracas'}
{'statement': 'You are looking for a big city to visit. Between London and Sokoto, you should visit London.', 'answer': 'London', 'candidate': 'Sokoto'}
{'statement': 'You are looking for a big city to visit. Between London and Hanoi, you should visit London.', 'answer': 'London', 'candidate': 'Hanoi'}
{'statement': 'You are looking for a big city to visit. Between Manila and Karachi, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Karachi'}
{'statement': 'You are looking for a big city to visit. Between Nairobi and Nouadhibou, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Nouadhibou'}
{'statement': 'You are looking for a big city to visit. Between Paris and Porto Alegre, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Porto Alegre'}
{'statement': 'You are looking for a big city to visit. Between Melbourne and Lyon, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Lyon'}
{'statement': 'You are looking for a big city to visit. Between Dar es Salaam and Mombasa, you should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Mombasa'}
{'statement': 'You are looking for a big city to visit. Between Lahore and Lhasa, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Lhasa'}
{'statement': 'You are looking for a big city to visit. Between Beijing and Río Gallegos, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Río Gallegos'}
{'statement': 'You are looking for a big city to visit. Between Los Angeles and Hat Yai, you should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Hat Yai'}
{'statement': 'You are looking for a big city to visit. Between Johannesburg and Malabo, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Malabo'}
{'statement': 'You are looking for a big city to visit. Between Saint Petersburg and Auckland, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Auckland'}
{'statement': 'You are looking for a big city to visit. Between Denver and Antsiranana, you should visit Denver.', 'answer': 'Denver', 'candidate': 'Antsiranana'}
{'statement': 'You are looking for a big city to visit. Between Addis Ababa and Skopje, you should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Skopje'}
{'statement': 'You are looking for a big city to visit. Between Mumbai and Mandalay, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Mandalay'}
{'statement': 'You are looking for a big city to visit. Between Ankara and Honolulu, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Honolulu'}
{'statement': 'You are looking for a big city to visit. Between Kano and Nakhon Ratchasima, you should visit Kano.', 'answer': 'Kano', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'You are looking for a big city to visit. Between Moscow and Amsterdam, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Amsterdam'}
{'statement': 'You are looking for a big city to visit. Between Karachi and Baghdad, you should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Baghdad'}
{'statement': 'You are looking for a big city to visit. Between Manila and Phnom Penh, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Phnom Penh'}
{'statement': 'You are looking for a big city to visit. Between Melbourne and Caracas, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Caracas'}
{'statement': 'You are looking for a big city to visit. Between Lima and Abéché, you should visit Lima.', 'answer': 'Lima', 'candidate': 'Abéché'}
{'statement': 'You are looking for a big city to visit. Between Luanda and Ushuaia, you should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Ushuaia'}
{'statement': 'You are looking for a big city to visit. Between Lima and Houston, you should visit Lima.', 'answer': 'Lima', 'candidate': 'Houston'}
