{'statement': 'Between Moscow and Dublin, the city with a larger population is Moscow.', 'answer': 'Moscow', 'candidate': 'Dublin'}
{'statement': 'Between Phoenix and Toluca, the city with a larger population is Phoenix.', 'answer': 'Phoenix', 'candidate': 'Toluca'}
{'statement': 'Between Manila and San Antonio, the city with a larger population is Manila.', 'answer': 'Manila', 'candidate': 'San Antonio'}
{'statement': 'Between Ankara and Addis Ababa, the city with a larger population is Ankara.', 'answer': 'Ankara', 'candidate': 'Addis Ababa'}
{'statement': 'Between Ankara and Fairbanks, the city with a larger population is Ankara.', 'answer': 'Ankara', 'candidate': 'Fairbanks'}
{'statement': 'Between Sydney and Paramaribo, the city with a larger population is Sydney.', 'answer': 'Sydney', 'candidate': 'Paramaribo'}
{'statement': 'Between Baku and Suwałki, the city with a larger population is Baku.', 'answer': 'Baku', 'candidate': 'Suwałki'}
{'statement': 'Between Santiago and Mahajanga, the city with a larger population is Santiago.', 'answer': 'Santiago', 'candidate': 'Mahajanga'}
{'statement': 'Between Brasília and Wau, the city with a larger population is Brasília.', 'answer': 'Brasília', 'candidate': 'Wau'}
{'statement': 'Between Cairo and Willemstad, the city with a larger population is Cairo.', 'answer': 'Cairo', 'candidate': 'Willemstad'}
{'statement': 'Between Tampa and Hamilton, the city with a larger population is Tampa.', 'answer': 'Tampa', 'candidate': 'Hamilton'}
{'statement': 'Between London and San José, the city with a larger population is London.', 'answer': 'London', 'candidate': 'San José'}
{'statement': 'Between Buenos Aires and Hobart, the city with a larger population is Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Hobart'}
{'statement': 'Between Dar es Salaam and Port-Gentil, the city with a larger population is Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Port-Gentil'}
{'statement': 'Between Baghdad and Cape Town, the city with a larger population is Baghdad.', 'answer': 'Baghdad', 'candidate': 'Cape Town'}
{'statement': 'Between Melbourne and Fukuoka, the city with a larger population is Melbourne.', 'answer': 'Melbourne', 'candidate': 'Fukuoka'}
{'statement': 'Between Monterrey and Cabo San Lucas, the city with a larger population is Monterrey.', 'answer': 'Monterrey', 'candidate': 'Cabo San Lucas'}
{'statement': 'Between Paris and Denver, the city with a larger population is Paris.', 'answer': 'Paris', 'candidate': 'Denver'}
{'statement': 'Between Mexico City and Dublin, the city with a larger population is Mexico City.', 'answer': 'Mexico City', 'candidate': 'Dublin'}
{'statement': 'Between Monterrey and Palmerston North, the city with a larger population is Monterrey.', 'answer': 'Monterrey', 'candidate': 'Palmerston North'}
{'statement': 'Between Buenos Aires and Port-Gentil, the city with a larger population is Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Port-Gentil'}
{'statement': 'Between Johannesburg and Panama City, the city with a larger population is Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Panama City'}
{'statement': 'Between Bangkok and Hat Yai, the city with a larger population is Bangkok.', 'answer': 'Bangkok', 'candidate': 'Hat Yai'}
{'statement': 'Between Jakarta and Kunming, the city with a larger population is Jakarta.', 'answer': 'Jakarta', 'candidate': 'Kunming'}
{'statement': 'Between Bangkok and Goiânia, the city with a larger population is Bangkok.', 'answer': 'Bangkok', 'candidate': 'Goiânia'}
{'statement': 'Between Lima and Zagreb, the city with a larger population is Lima.', 'answer': 'Lima', 'candidate': 'Zagreb'}
{'statement': 'Between Sydney and Willemstad, the city with a larger population is Sydney.', 'answer': 'Sydney', 'candidate': 'Willemstad'}
{'statement': 'Between Alexandria and Yakutsk, the city with a larger population is Alexandria.', 'answer': 'Alexandria', 'candidate': 'Yakutsk'}
{'statement': 'Between Paris and Alexandria, the city with a larger population is Paris.', 'answer': 'Paris', 'candidate': 'Alexandria'}
{'statement': 'Between Chicago and Denver, the city with a larger population is Chicago.', 'answer': 'Chicago', 'candidate': 'Denver'}
{'statement': 'Between Alexandria and Baku, the city with a larger population is Alexandria.', 'answer': 'Alexandria', 'candidate': 'Baku'}
{'statement': 'Between Melbourne and Douala, the city with a larger population is Melbourne.', 'answer': 'Melbourne', 'candidate': 'Douala'}
{'statement': 'Between Ürümqi and Palmerston North, the city with a larger population is Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Palmerston North'}
{'statement': 'Between Karachi and Vientiane, the city with a larger population is Karachi.', 'answer': 'Karachi', 'candidate': 'Vientiane'}
{'statement': 'Between Luanda and Suva, the city with a larger population is Luanda.', 'answer': 'Luanda', 'candidate': 'Suva'}
{'statement': 'Between Bangkok and Los Angeles, the city with a larger population is Bangkok.', 'answer': 'Bangkok', 'candidate': 'Los Angeles'}
{'statement': 'Between Guadalajara and Zürich, the city with a larger population is Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Zürich'}
{'statement': 'Between Lagos and Aden, the city with a larger population is Lagos.', 'answer': 'Lagos', 'candidate': 'Aden'}
{'statement': 'Between Bangkok and Monterrey, the city with a larger population is Bangkok.', 'answer': 'Bangkok', 'candidate': 'Monterrey'}
{'statement': 'Between Saint Petersburg and Gabès, the city with a larger population is Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Gabès'}
{'statement': 'Between Monterrey and Barranquilla, the city with a larger population is Monterrey.', 'answer': 'Monterrey', 'candidate': 'Barranquilla'}
{'statement': 'Between Houston and Toamasina, the city with a larger population is Houston.', 'answer': 'Houston', 'candidate': 'Toamasina'}
{'statement': 'Between Bangkok and Florianópolis, the city with a larger population is Bangkok.', 'answer': 'Bangkok', 'candidate': 'Florianópolis'}
{'statement': 'Between Rome and Tucson, the city with a larger population is Rome.', 'answer': 'Rome', 'candidate': 'Tucson'}
{'statement': 'Between Chicago and Ürümqi, the city with a larger population is Chicago.', 'answer': 'Chicago', 'candidate': 'Ürümqi'}
{'statement': 'Between Karachi and La Paz, the city with a larger population is Karachi.', 'answer': 'Karachi', 'candidate': 'La Paz'}
{'statement': 'Between Ürümqi and Upington, the city with a larger population is Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Upington'}
{'statement': 'Between Algiers and Río Gallegos, the city with a larger population is Algiers.', 'answer': 'Algiers', 'candidate': 'Río Gallegos'}
{'statement': 'Between Buenos Aires and Punta Arenas, the city with a larger population is Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Punta Arenas'}
{'statement': 'Between Lagos and Gabès, the city with a larger population is Lagos.', 'answer': 'Lagos', 'candidate': 'Gabès'}
{'statement': 'Between Guadalajara and Tripoli, the city with a larger population is Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Tripoli'}
{'statement': 'Between Santiago and Halifax, the city with a larger population is Santiago.', 'answer': 'Santiago', 'candidate': 'Halifax'}
{'statement': 'Between Johannesburg and Conakry, the city with a larger population is Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Conakry'}
{'statement': 'Between Dar es Salaam and Sokoto, the city with a larger population is Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Sokoto'}
{'statement': 'Between Brasília and San Juan, the city with a larger population is Brasília.', 'answer': 'Brasília', 'candidate': 'San Juan'}
{'statement': 'Between Hanoi and Saint Petersburg, the city with a larger population is Hanoi.', 'answer': 'Hanoi', 'candidate': 'Saint Petersburg'}
{'statement': 'Between Jakarta and Mumbai, the city with a larger population is Jakarta.', 'answer': 'Jakarta', 'candidate': 'Mumbai'}
{'statement': 'Between Ürümqi and San José, the city with a larger population is Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'San José'}
{'statement': 'Between Manila and Amsterdam, the city with a larger population is Manila.', 'answer': 'Manila', 'candidate': 'Amsterdam'}
{'statement': 'Between Bogotá and Parakou, the city with a larger population is Bogotá.', 'answer': 'Bogotá', 'candidate': 'Parakou'}
{'statement': 'Between Tampa and Murmansk, the city with a larger population is Tampa.', 'answer': 'Tampa', 'candidate': 'Murmansk'}
{'statement': 'Between Beijing and Piura, the city with a larger population is Beijing.', 'answer': 'Beijing', 'candidate': 'Piura'}
{'statement': 'Between Yaoundé and Viedma, the city with a larger population is Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Viedma'}
{'statement': 'Between Lima and Port Sudan, the city with a larger population is Lima.', 'answer': 'Lima', 'candidate': 'Port Sudan'}
{'statement': 'Between Denver and Thiès, the city with a larger population is Denver.', 'answer': 'Denver', 'candidate': 'Thiès'}
{'statement': 'Between Bogotá and Garissa, the city with a larger population is Bogotá.', 'answer': 'Bogotá', 'candidate': 'Garissa'}
{'statement': 'Between Denver and Kingston, the city with a larger population is Denver.', 'answer': 'Denver', 'candidate': 'Kingston'}
{'statement': 'Between Nairobi and Addis Ababa, the city with a larger population is Nairobi.', 'answer': 'Nairobi', 'candidate': 'Addis Ababa'}
{'statement': 'Between Algiers and Bahía Blanca, the city with a larger population is Algiers.', 'answer': 'Algiers', 'candidate': 'Bahía Blanca'}
{'statement': 'Between Paris and Algiers, the city with a larger population is Paris.', 'answer': 'Paris', 'candidate': 'Algiers'}
{'statement': 'Between Berlin and Calgary, the city with a larger population is Berlin.', 'answer': 'Berlin', 'candidate': 'Calgary'}
{'statement': 'Between Yaoundé and Port-Gentil, the city with a larger population is Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Port-Gentil'}
{'statement': 'Between Phoenix and Belgrade, the city with a larger population is Phoenix.', 'answer': 'Phoenix', 'candidate': 'Belgrade'}
{'statement': 'Between Shanghai and San Diego, the city with a larger population is Shanghai.', 'answer': 'Shanghai', 'candidate': 'San Diego'}
{'statement': 'Between Melbourne and Novosibirsk, the city with a larger population is Melbourne.', 'answer': 'Melbourne', 'candidate': 'Novosibirsk'}
{'statement': 'Between Saint Petersburg and Pittsburgh, the city with a larger population is Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Pittsburgh'}
{'statement': 'Between Harare and Palmerston North, the city with a larger population is Harare.', 'answer': 'Harare', 'candidate': 'Palmerston North'}
{'statement': 'Between Jakarta and Rosario, the city with a larger population is Jakarta.', 'answer': 'Jakarta', 'candidate': 'Rosario'}
{'statement': 'Between San Diego and Punta Arenas, the city with a larger population is San Diego.', 'answer': 'San Diego', 'candidate': 'Punta Arenas'}
{'statement': 'Between Sydney and Darwin, the city with a larger population is Sydney.', 'answer': 'Sydney', 'candidate': 'Darwin'}
{'statement': 'Between Kano and Wellington, the city with a larger population is Kano.', 'answer': 'Kano', 'candidate': 'Wellington'}
{'statement': 'Between Saint Petersburg and Milan, the city with a larger population is Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Milan'}
{'statement': 'Between Ho Chi Minh City and Manaus, the city with a larger population is Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Manaus'}
{'statement': 'Between Los Angeles and Kabul, the city with a larger population is Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Kabul'}
{'statement': 'Between Surabaya and Douala, the city with a larger population is Surabaya.', 'answer': 'Surabaya', 'candidate': 'Douala'}
{'statement': 'Between Brasília and Wellington, the city with a larger population is Brasília.', 'answer': 'Brasília', 'candidate': 'Wellington'}
{'statement': 'Between Phoenix and Calgary, the city with a larger population is Phoenix.', 'answer': 'Phoenix', 'candidate': 'Calgary'}
{'statement': 'Between Shanghai and Dar es Salaam, the city with a larger population is Shanghai.', 'answer': 'Shanghai', 'candidate': 'Dar es Salaam'}
{'statement': 'Between Riyadh and Hat Yai, the city with a larger population is Riyadh.', 'answer': 'Riyadh', 'candidate': 'Hat Yai'}
{'statement': 'Between Dar es Salaam and Bangui, the city with a larger population is Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Bangui'}
{'statement': 'Between Toronto and Florianópolis, the city with a larger population is Toronto.', 'answer': 'Toronto', 'candidate': 'Florianópolis'}
{'statement': 'Between Berlin and Antsiranana, the city with a larger population is Berlin.', 'answer': 'Berlin', 'candidate': 'Antsiranana'}
{'statement': 'Between Beijing and Belgrade, the city with a larger population is Beijing.', 'answer': 'Beijing', 'candidate': 'Belgrade'}
{'statement': 'Between Algiers and Hamilton, the city with a larger population is Algiers.', 'answer': 'Algiers', 'candidate': 'Hamilton'}
{'statement': 'Between Ankara and El Paso, the city with a larger population is Ankara.', 'answer': 'Ankara', 'candidate': 'El Paso'}
{'statement': 'Between Guadalajara and Irkutsk, the city with a larger population is Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Irkutsk'}
{'statement': 'Between Riyadh and Mombasa, the city with a larger population is Riyadh.', 'answer': 'Riyadh', 'candidate': 'Mombasa'}
{'statement': 'Between Los Angeles and Lake Havasu City, the city with a larger population is Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Lake Havasu City'}
{'statement': 'Between Los Angeles and Rangpur, the city with a larger population is Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Rangpur'}
{'statement': 'Between Addis Ababa and Bujumbura, the city with a larger population is Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Bujumbura'}
{'statement': 'Between Mumbai and Belgrade, the city with a larger population is Mumbai.', 'answer': 'Mumbai', 'candidate': 'Belgrade'}
{'statement': 'Between Dar es Salaam and Tampa, the city with a larger population is Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Tampa'}
{'statement': 'Between Ürümqi and Viedma, the city with a larger population is Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Viedma'}
{'statement': 'Between Monterrey and Asmara, the city with a larger population is Monterrey.', 'answer': 'Monterrey', 'candidate': 'Asmara'}
{'statement': 'Between Lima and Calgary, the city with a larger population is Lima.', 'answer': 'Lima', 'candidate': 'Calgary'}
{'statement': 'Between Surabaya and Quito, the city with a larger population is Surabaya.', 'answer': 'Surabaya', 'candidate': 'Quito'}
{'statement': 'Between Algiers and Palmerston North, the city with a larger population is Algiers.', 'answer': 'Algiers', 'candidate': 'Palmerston North'}
{'statement': 'Between Phoenix and Bishkek, the city with a larger population is Phoenix.', 'answer': 'Phoenix', 'candidate': 'Bishkek'}
{'statement': 'Between Douala and Tirana, the city with a larger population is Douala.', 'answer': 'Douala', 'candidate': 'Tirana'}
{'statement': 'Between Guadalajara and Kingston, the city with a larger population is Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Kingston'}
{'statement': 'Between Lahore and Ankara, the city with a larger population is Lahore.', 'answer': 'Lahore', 'candidate': 'Ankara'}
{'statement': 'Between Phnom Penh and Nouadhibou, the city with a larger population is Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Nouadhibou'}
{'statement': 'Between Nairobi and Mahajanga, the city with a larger population is Nairobi.', 'answer': 'Nairobi', 'candidate': 'Mahajanga'}
{'statement': 'Between Karachi and San Juan, the city with a larger population is Karachi.', 'answer': 'Karachi', 'candidate': 'San Juan'}
{'statement': 'Between Manila and Lomé, the city with a larger population is Manila.', 'answer': 'Manila', 'candidate': 'Lomé'}
{'statement': 'Between Jakarta and Sacramento, the city with a larger population is Jakarta.', 'answer': 'Jakarta', 'candidate': 'Sacramento'}
{'statement': 'Between Saint Petersburg and Tucson, the city with a larger population is Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Tucson'}
{'statement': 'Between Riyadh and Toliara, the city with a larger population is Riyadh.', 'answer': 'Riyadh', 'candidate': 'Toliara'}
{'statement': 'Between Kunming and Vladivostok, the city with a larger population is Kunming.', 'answer': 'Kunming', 'candidate': 'Vladivostok'}
{'statement': 'Between Dar es Salaam and Kingston, the city with a larger population is Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Kingston'}
{'statement': 'Between Minneapolis and Saskatoon, the city with a larger population is Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Saskatoon'}
{'statement': 'Between Riyadh and Juba, the city with a larger population is Riyadh.', 'answer': 'Riyadh', 'candidate': 'Juba'}
{'statement': 'Between Cairo and Zagreb, the city with a larger population is Cairo.', 'answer': 'Cairo', 'candidate': 'Zagreb'}
{'statement': 'Between Kuwait City and Vladivostok, the city with a larger population is Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Vladivostok'}
{'statement': 'Between Buenos Aires and Florianópolis, the city with a larger population is Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Florianópolis'}
{'statement': 'Between Beijing and Brussels, the city with a larger population is Beijing.', 'answer': 'Beijing', 'candidate': 'Brussels'}
{'statement': 'Between Ankara and Aden, the city with a larger population is Ankara.', 'answer': 'Ankara', 'candidate': 'Aden'}
{'statement': 'Between Surabaya and Canberra, the city with a larger population is Surabaya.', 'answer': 'Surabaya', 'candidate': 'Canberra'}
{'statement': 'Between Baghdad and San Juan, the city with a larger population is Baghdad.', 'answer': 'Baghdad', 'candidate': 'San Juan'}
{'statement': 'Between Lima and Hanoi, the city with a larger population is Lima.', 'answer': 'Lima', 'candidate': 'Hanoi'}
{'statement': 'Between Kabul and Maputo, the city with a larger population is Kabul.', 'answer': 'Kabul', 'candidate': 'Maputo'}
{'statement': 'Between Johannesburg and Pittsburgh, the city with a larger population is Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Pittsburgh'}
{'statement': 'Between Nairobi and Barranquilla, the city with a larger population is Nairobi.', 'answer': 'Nairobi', 'candidate': 'Barranquilla'}
{'statement': 'Between Phoenix and Yakutsk, the city with a larger population is Phoenix.', 'answer': 'Phoenix', 'candidate': 'Yakutsk'}
{'statement': 'Between Baghdad and Managua, the city with a larger population is Baghdad.', 'answer': 'Baghdad', 'candidate': 'Managua'}
{'statement': 'Between Melbourne and Djibouti, the city with a larger population is Melbourne.', 'answer': 'Melbourne', 'candidate': 'Djibouti'}
{'statement': 'Between Monterrey and San Antonio, the city with a larger population is Monterrey.', 'answer': 'Monterrey', 'candidate': 'San Antonio'}
{'statement': 'Between Algiers and San Salvador, the city with a larger population is Algiers.', 'answer': 'Algiers', 'candidate': 'San Salvador'}
{'statement': 'Between Dar es Salaam and Pretoria, the city with a larger population is Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Pretoria'}
{'statement': 'Between Kunming and Hat Yai, the city with a larger population is Kunming.', 'answer': 'Kunming', 'candidate': 'Hat Yai'}
