{'statement': 'You are looking for a big city to visit. Between Guangzhou and Antofagasta, you should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Antofagasta'}
{'statement': 'You are looking for a big city to visit. Between Luanda and Chihuahua, you should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Chihuahua'}
{'statement': 'You are looking for a big city to visit. Between Dar es Salaam and Porto Alegre, you should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Porto Alegre'}
{'statement': 'You are looking for a big city to visit. Between Luanda and Cabo San Lucas, you should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Cabo San Lucas'}
{'statement': 'You are looking for a big city to visit. Between Jakarta and Manaus, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Manaus'}
{'statement': 'You are looking for a big city to visit. Between Buenos Aires and Brasília, you should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Brasília'}
{'statement': 'You are looking for a big city to visit. Between Rome and Antsiranana, you should visit Rome.', 'answer': 'Rome', 'candidate': 'Antsiranana'}
{'statement': 'You are looking for a big city to visit. Between Ho Chi Minh City and Port Moresby, you should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Port Moresby'}
{'statement': 'You are looking for a big city to visit. Between Ürümqi and Mexicali, you should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Mexicali'}
{'statement': 'You are looking for a big city to visit. Between London and San José, you should visit London.', 'answer': 'London', 'candidate': 'San José'}
{'statement': 'You are looking for a big city to visit. Between Guadalajara and Indianapolis, you should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Indianapolis'}
{'statement': 'You are looking for a big city to visit. Between Kano and Malabo, you should visit Kano.', 'answer': 'Kano', 'candidate': 'Malabo'}
{'statement': 'You are looking for a big city to visit. Between Mexico City and Minsk, you should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Minsk'}
{'statement': 'You are looking for a big city to visit. Between Sydney and Piura, you should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Piura'}
{'statement': 'You are looking for a big city to visit. Between Lagos and Asmara, you should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Asmara'}
{'statement': 'You are looking for a big city to visit. Between Tashkent and Cape Town, you should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Cape Town'}
{'statement': 'You are looking for a big city to visit. Between Baghdad and Tashkent, you should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Tashkent'}
{'statement': 'You are looking for a big city to visit. Between London and Tampa, you should visit London.', 'answer': 'London', 'candidate': 'Tampa'}
{'statement': 'You are looking for a big city to visit. Between Johannesburg and Dublin, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Dublin'}
{'statement': 'You are looking for a big city to visit. Between Nairobi and Kuwait City, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Kuwait City'}
{'statement': 'You are looking for a big city to visit. Between Shanghai and Bangui, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Bangui'}
{'statement': 'You are looking for a big city to visit. Between Manila and Sokoto, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Sokoto'}
{'statement': 'You are looking for a big city to visit. Between Hanoi and Ottawa, you should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Ottawa'}
{'statement': 'You are looking for a big city to visit. Between Hanoi and Almaty, you should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Almaty'}
{'statement': 'You are looking for a big city to visit. Between Jakarta and Johannesburg, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Johannesburg'}
{'statement': 'You are looking for a big city to visit. Between Mumbai and Nouadhibou, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Nouadhibou'}
{'statement': 'You are looking for a big city to visit. Between Manila and Sapporo, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Sapporo'}
{'statement': 'You are looking for a big city to visit. Between Dar es Salaam and Río Gallegos, you should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Río Gallegos'}
{'statement': 'You are looking for a big city to visit. Between Luanda and Mombasa, you should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Mombasa'}
{'statement': 'You are looking for a big city to visit. Between Mexico City and Pretoria, you should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Pretoria'}
{'statement': 'You are looking for a big city to visit. Between Kabul and Thiès, you should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Thiès'}
{'statement': 'You are looking for a big city to visit. Between Phoenix and Albuquerque, you should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Albuquerque'}
{'statement': 'You are looking for a big city to visit. Between Hanoi and Suwałki, you should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Suwałki'}
{'statement': 'You are looking for a big city to visit. Between Sydney and Cotonou, you should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Cotonou'}
{'statement': 'You are looking for a big city to visit. Between Paris and Zürich, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Zürich'}
{'statement': 'You are looking for a big city to visit. Between Beijing and Viedma, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Viedma'}
{'statement': 'You are looking for a big city to visit. Between Rome and Cayenne, you should visit Rome.', 'answer': 'Rome', 'candidate': 'Cayenne'}
{'statement': 'You are looking for a big city to visit. Between Melbourne and Bratislava, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Bratislava'}
{'statement': 'You are looking for a big city to visit. Between Guadalajara and Baku, you should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Baku'}
{'statement': 'You are looking for a big city to visit. Between Kuwait City and Piura, you should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Piura'}
{'statement': 'You are looking for a big city to visit. Between Paris and Skopje, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Skopje'}
{'statement': 'You are looking for a big city to visit. Between Shanghai and Hamilton, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Hamilton'}
{'statement': 'You are looking for a big city to visit. Between Jakarta and Tampa, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Tampa'}
{'statement': 'You are looking for a big city to visit. Between Mumbai and Quito, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Quito'}
{'statement': 'You are looking for a big city to visit. Between Rome and Hamilton, you should visit Rome.', 'answer': 'Rome', 'candidate': 'Hamilton'}
{'statement': 'You are looking for a big city to visit. Between Baltimore and Viedma, you should visit Baltimore.', 'answer': 'Baltimore', 'candidate': 'Viedma'}
{'statement': 'You are looking for a big city to visit. Between Santiago and Campos do Jordão, you should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Campos do Jordão'}
{'statement': 'You are looking for a big city to visit. Between Algiers and Mandalay, you should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Mandalay'}
{'statement': 'You are looking for a big city to visit. Between Monterrey and Hat Yai, you should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Hat Yai'}
{'statement': 'You are looking for a big city to visit. Between Hanoi and Florianópolis, you should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Florianópolis'}
{'statement': 'You are looking for a big city to visit. Between Karachi and Nairobi, you should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Nairobi'}
{'statement': 'You are looking for a big city to visit. Between Paris and Djibouti, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Djibouti'}
{'statement': 'You are looking for a big city to visit. Between Chicago and La Paz, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'La Paz'}
{'statement': 'You are looking for a big city to visit. Between Mumbai and Paris, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Paris'}
{'statement': 'You are looking for a big city to visit. Between Lahore and Oslo, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Oslo'}
{'statement': 'You are looking for a big city to visit. Between Algiers and Ushuaia, you should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Ushuaia'}
{'statement': 'You are looking for a big city to visit. Between Cairo and Toamasina, you should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Toamasina'}
{'statement': 'You are looking for a big city to visit. Between Chicago and Malabo, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Malabo'}
{'statement': 'You are looking for a big city to visit. Between Medellín and Garoua, you should visit Medellín.', 'answer': 'Medellín', 'candidate': 'Garoua'}
{'statement': 'You are looking for a big city to visit. Between San Diego and Port Moresby, you should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Port Moresby'}
{'statement': 'You are looking for a big city to visit. Between Surabaya and Quito, you should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Quito'}
{'statement': 'You are looking for a big city to visit. Between Kunming and Yinchuan, you should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Yinchuan'}
{'statement': 'You are looking for a big city to visit. Between Monterrey and Asmara, you should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Asmara'}
{'statement': 'You are looking for a big city to visit. Between Phoenix and Garoua, you should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Garoua'}
{'statement': 'You are looking for a big city to visit. Between Bangkok and Toliara, you should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Toliara'}
{'statement': 'You are looking for a big city to visit. Between Phoenix and Murmansk, you should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Murmansk'}
{'statement': 'You are looking for a big city to visit. Between Shanghai and Bucharest, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Bucharest'}
{'statement': 'You are looking for a big city to visit. Between Monterrey and Zürich, you should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Zürich'}
{'statement': 'You are looking for a big city to visit. Between Paris and Paramaribo, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Paramaribo'}
{'statement': 'You are looking for a big city to visit. Between Melbourne and Tashkent, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Tashkent'}
{'statement': 'You are looking for a big city to visit. Between Minneapolis and La Serena, you should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'La Serena'}
{'statement': 'You are looking for a big city to visit. Between Cairo and Halifax, you should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Halifax'}
{'statement': 'You are looking for a big city to visit. Between Ürümqi and Darwin, you should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Darwin'}
{'statement': 'You are looking for a big city to visit. Between Surabaya and Kuopio, you should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Kuopio'}
{'statement': 'You are looking for a big city to visit. Between Brisbane and Thiès, you should visit Brisbane.', 'answer': 'Brisbane', 'candidate': 'Thiès'}
{'statement': 'You are looking for a big city to visit. Between Baghdad and Malabo, you should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Malabo'}
{'statement': 'You are looking for a big city to visit. Between Lahore and Addis Ababa, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Addis Ababa'}
{'statement': 'You are looking for a big city to visit. Between Houston and Addis Ababa, you should visit Houston.', 'answer': 'Houston', 'candidate': 'Addis Ababa'}
{'statement': 'You are looking for a big city to visit. Between Cairo and Palmerston North, you should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Palmerston North'}
{'statement': 'You are looking for a big city to visit. Between Denver and Chihuahua, you should visit Denver.', 'answer': 'Denver', 'candidate': 'Chihuahua'}
{'statement': 'You are looking for a big city to visit. Between Minneapolis and Zürich, you should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Zürich'}
{'statement': 'You are looking for a big city to visit. Between Jakarta and Yakutsk, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Yakutsk'}
{'statement': 'You are looking for a big city to visit. Between Rome and Mahajanga, you should visit Rome.', 'answer': 'Rome', 'candidate': 'Mahajanga'}
{'statement': 'You are looking for a big city to visit. Between Ho Chi Minh City and Pretoria, you should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Pretoria'}
{'statement': 'You are looking for a big city to visit. Between Brasília and Mahajanga, you should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Mahajanga'}
{'statement': 'You are looking for a big city to visit. Between Baku and Wau, you should visit Baku.', 'answer': 'Baku', 'candidate': 'Wau'}
{'statement': 'You are looking for a big city to visit. Between Alexandria and Barranquilla, you should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Barranquilla'}
{'statement': 'You are looking for a big city to visit. Between Baghdad and Thiès, you should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Thiès'}
{'statement': 'You are looking for a big city to visit. Between Ankara and Calgary, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Calgary'}
{'statement': 'You are looking for a big city to visit. Between Riyadh and Omaha, you should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Omaha'}
{'statement': 'You are looking for a big city to visit. Between Guadalajara and Toluca, you should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Toluca'}
{'statement': 'You are looking for a big city to visit. Between Kunming and Brasília, you should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Brasília'}
{'statement': 'You are looking for a big city to visit. Between Brasília and Rabat, you should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Rabat'}
{'statement': 'You are looking for a big city to visit. Between Bogotá and Rangpur, you should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Rangpur'}
{'statement': 'You are looking for a big city to visit. Between Mexico City and Bratislava, you should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Bratislava'}
{'statement': 'You are looking for a big city to visit. Between Johannesburg and Amsterdam, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Amsterdam'}
{'statement': 'You are looking for a big city to visit. Between Douala and Christchurch, you should visit Douala.', 'answer': 'Douala', 'candidate': 'Christchurch'}
{'statement': 'You are looking for a big city to visit. Between Melbourne and Saskatoon, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Saskatoon'}
{'statement': 'You are looking for a big city to visit. Between Perth and Río Gallegos, you should visit Perth.', 'answer': 'Perth', 'candidate': 'Río Gallegos'}
{'statement': 'You are looking for a big city to visit. Between Mexico City and Moscow, you should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Moscow'}
{'statement': 'You are looking for a big city to visit. Between Karachi and Thiès, you should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Thiès'}
{'statement': 'You are looking for a big city to visit. Between Lagos and Beirut, you should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Beirut'}
{'statement': 'You are looking for a big city to visit. Between Lagos and Santiago del Estero, you should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Santiago del Estero'}
{'statement': 'You are looking for a big city to visit. Between Guadalajara and Asmara, you should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Asmara'}
{'statement': 'You are looking for a big city to visit. Between Melbourne and Addis Ababa, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Addis Ababa'}
{'statement': 'You are looking for a big city to visit. Between Toronto and La Paz, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'La Paz'}
{'statement': 'You are looking for a big city to visit. Between Ankara and Dublin, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Dublin'}
{'statement': 'You are looking for a big city to visit. Between Shanghai and Panama City, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Panama City'}
{'statement': 'You are looking for a big city to visit. Between Riyadh and Florianópolis, you should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Florianópolis'}
{'statement': 'You are looking for a big city to visit. Between Shanghai and Valencia, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Valencia'}
{'statement': 'You are looking for a big city to visit. Between Ho Chi Minh City and Sucre, you should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Sucre'}
{'statement': 'You are looking for a big city to visit. Between Sydney and Chihuahua, you should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Chihuahua'}
{'statement': 'You are looking for a big city to visit. Between Sydney and Brussels, you should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Brussels'}
{'statement': 'You are looking for a big city to visit. Between Mexico City and Copenhagen, you should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Copenhagen'}
{'statement': 'You are looking for a big city to visit. Between Luanda and Yaoundé, you should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Yaoundé'}
{'statement': 'You are looking for a big city to visit. Between Paris and Sapporo, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Sapporo'}
{'statement': 'You are looking for a big city to visit. Between Houston and El Paso, you should visit Houston.', 'answer': 'Houston', 'candidate': 'El Paso'}
{'statement': 'You are looking for a big city to visit. Between Brasília and Tamanrasset, you should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Tamanrasset'}
{'statement': 'You are looking for a big city to visit. Between Cairo and Pontianak, you should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Pontianak'}
{'statement': 'You are looking for a big city to visit. Between Medellín and Cape Town, you should visit Medellín.', 'answer': 'Medellín', 'candidate': 'Cape Town'}
{'statement': 'You are looking for a big city to visit. Between Algiers and Tripoli, you should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Tripoli'}
{'statement': 'You are looking for a big city to visit. Between Lima and Yerevan, you should visit Lima.', 'answer': 'Lima', 'candidate': 'Yerevan'}
{'statement': 'You are looking for a big city to visit. Between Addis Ababa and Wellington, you should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Wellington'}
{'statement': 'You are looking for a big city to visit. Between Dar es Salaam and Wellington, you should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Wellington'}
{'statement': 'You are looking for a big city to visit. Between Moscow and Douala, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Douala'}
{'statement': 'You are looking for a big city to visit. Between Rome and Hat Yai, you should visit Rome.', 'answer': 'Rome', 'candidate': 'Hat Yai'}
{'statement': 'You are looking for a big city to visit. Between San Diego and Lake Havasu City, you should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Lake Havasu City'}
{'statement': 'You are looking for a big city to visit. Between Addis Ababa and San Juan, you should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'San Juan'}
{'statement': 'You are looking for a big city to visit. Between Shanghai and Parakou, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Parakou'}
{'statement': 'You are looking for a big city to visit. Between Shanghai and Tripoli, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Tripoli'}
{'statement': 'You are looking for a big city to visit. Between Shanghai and Wau, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Wau'}
{'statement': 'You are looking for a big city to visit. Between Shanghai and Bishkek, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Bishkek'}
{'statement': 'You are looking for a big city to visit. Between Houston and Milan, you should visit Houston.', 'answer': 'Houston', 'candidate': 'Milan'}
{'statement': 'You are looking for a big city to visit. Between Alexandria and Maputo, you should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Maputo'}
{'statement': 'You are looking for a big city to visit. Between Guadalajara and Podgorica, you should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Podgorica'}
{'statement': 'You are looking for a big city to visit. Between Tashkent and Hobart, you should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Hobart'}
{'statement': 'You are looking for a big city to visit. Between Luanda and Canberra, you should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Canberra'}
{'statement': 'You are looking for a big city to visit. Between Riyadh and Tamanrasset, you should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Tamanrasset'}
{'statement': 'You are looking for a big city to visit. Between Surabaya and Yaoundé, you should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Yaoundé'}
{'statement': 'You are looking for a big city to visit. Between Monterrey and Palembang, you should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Palembang'}
{'statement': 'You are looking for a big city to visit. Between London and Maputo, you should visit London.', 'answer': 'London', 'candidate': 'Maputo'}
{'statement': 'You are looking for a big city to visit. Between Jakarta and Bucharest, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Bucharest'}
{'statement': 'You are looking for a big city to visit. Between Ho Chi Minh City and Manaus, you should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Manaus'}
{'statement': 'You are looking for a big city to visit. Between Los Angeles and Harare, you should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Harare'}
{'statement': 'You are looking for a big city to visit. Between Cairo and Hobart, you should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Hobart'}
{'statement': 'You are looking for a big city to visit. Between Guadalajara and Vladivostok, you should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Vladivostok'}
{'statement': 'You are looking for a big city to visit. Between Bangkok and Fukuoka, you should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Fukuoka'}
{'statement': 'You are looking for a big city to visit. Between Nairobi and Córdoba, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Córdoba'}
{'statement': 'You are looking for a big city to visit. Between Cairo and Murmansk, you should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Murmansk'}
{'statement': 'You are looking for a big city to visit. Between Jakarta and Riyadh, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Riyadh'}
{'statement': 'You are looking for a big city to visit. Between Mumbai and Wellington, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Wellington'}
{'statement': 'You are looking for a big city to visit. Between Berlin and Albuquerque, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Albuquerque'}
{'statement': 'You are looking for a big city to visit. Between Baghdad and Lyon, you should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Lyon'}
{'statement': 'You are looking for a big city to visit. Between Medellín and Florianópolis, you should visit Medellín.', 'answer': 'Medellín', 'candidate': 'Florianópolis'}
{'statement': 'You are looking for a big city to visit. Between Santiago and Kuopio, you should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Kuopio'}
{'statement': 'You are looking for a big city to visit. Between Lima and Lhasa, you should visit Lima.', 'answer': 'Lima', 'candidate': 'Lhasa'}
{'statement': 'You are looking for a big city to visit. Between Ürümqi and Frankfurt, you should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Frankfurt'}
{'statement': 'You are looking for a big city to visit. Between Chicago and Yaoundé, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Yaoundé'}
{'statement': 'You are looking for a big city to visit. Between Moscow and Milwaukee, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Milwaukee'}
{'statement': 'You are looking for a big city to visit. Between Ankara and Kuwait City, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Kuwait City'}
{'statement': 'You are looking for a big city to visit. Between Alexandria and San Juan, you should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'San Juan'}
{'statement': 'You are looking for a big city to visit. Between Mumbai and Dodoma, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Dodoma'}
{'statement': 'You are looking for a big city to visit. Between San Diego and Vladivostok, you should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Vladivostok'}
{'statement': 'You are looking for a big city to visit. Between Chicago and Chihuahua, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Chihuahua'}
{'statement': 'You are looking for a big city to visit. Between Tampa and La Paz, you should visit Tampa.', 'answer': 'Tampa', 'candidate': 'La Paz'}
{'statement': 'You are looking for a big city to visit. Between Minneapolis and Entebbe, you should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Entebbe'}
{'statement': 'You are looking for a big city to visit. Between Johannesburg and Managua, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Managua'}
