{'statement': "I'm looking for a big city to visit. Between Guangzhou and Antofagasta, I should visit Guangzhou.", 'answer': 'Guangzhou', 'candidate': 'Antofagasta'}
{'statement': "I'm looking for a big city to visit. Between Jakarta and Manaus, I should visit Jakarta.", 'answer': 'Jakarta', 'candidate': 'Manaus'}
{'statement': "I'm looking for a big city to visit. Between Buenos Aires and Brasília, I should visit Buenos Aires.", 'answer': 'Buenos Aires', 'candidate': 'Brasília'}
{'statement': "I'm looking for a big city to visit. Between Rome and Antsiranana, I should visit Rome.", 'answer': 'Rome', 'candidate': 'Antsiranana'}
{'statement': "I'm looking for a big city to visit. Between Ho Chi Minh City and Port Moresby, I should visit Ho Chi Minh City.", 'answer': 'Ho Chi Minh City', 'candidate': 'Port Moresby'}
{'statement': "I'm looking for a big city to visit. Between Ürümqi and Mexicali, I should visit Ürümqi.", 'answer': 'Ürümqi', 'candidate': 'Mexicali'}
{'statement': "I'm looking for a big city to visit. Between London and San José, I should visit London.", 'answer': 'London', 'candidate': 'San José'}
{'statement': "I'm looking for a big city to visit. Between Guadalajara and Indianapolis, I should visit Guadalajara.", 'answer': 'Guadalajara', 'candidate': 'Indianapolis'}
{'statement': "I'm looking for a big city to visit. Between Kano and Malabo, I should visit Kano.", 'answer': 'Kano', 'candidate': 'Malabo'}
{'statement': "I'm looking for a big city to visit. Between Mexico City and Minsk, I should visit Mexico City.", 'answer': 'Mexico City', 'candidate': 'Minsk'}
{'statement': "I'm looking for a big city to visit. Between Sydney and Piura, I should visit Sydney.", 'answer': 'Sydney', 'candidate': 'Piura'}
{'statement': "I'm looking for a big city to visit. Between Lagos and Asmara, I should visit Lagos.", 'answer': 'Lagos', 'candidate': 'Asmara'}
{'statement': "I'm looking for a big city to visit. Between Tashkent and Cape Town, I should visit Tashkent.", 'answer': 'Tashkent', 'candidate': 'Cape Town'}
{'statement': "I'm looking for a big city to visit. Between Baghdad and Tashkent, I should visit Baghdad.", 'answer': 'Baghdad', 'candidate': 'Tashkent'}
{'statement': "I'm looking for a big city to visit. Between London and Tampa, I should visit London.", 'answer': 'London', 'candidate': 'Tampa'}
{'statement': "I'm looking for a big city to visit. Between Johannesburg and Dublin, I should visit Johannesburg.", 'answer': 'Johannesburg', 'candidate': 'Dublin'}
{'statement': "I'm looking for a big city to visit. Between Nairobi and Kuwait City, I should visit Nairobi.", 'answer': 'Nairobi', 'candidate': 'Kuwait City'}
{'statement': "I'm looking for a big city to visit. Between Shanghai and Bangui, I should visit Shanghai.", 'answer': 'Shanghai', 'candidate': 'Bangui'}
{'statement': "I'm looking for a big city to visit. Between Manila and Sokoto, I should visit Manila.", 'answer': 'Manila', 'candidate': 'Sokoto'}
{'statement': "I'm looking for a big city to visit. Between Hanoi and Ottawa, I should visit Hanoi.", 'answer': 'Hanoi', 'candidate': 'Ottawa'}
{'statement': "I'm looking for a big city to visit. Between Hanoi and Almaty, I should visit Hanoi.", 'answer': 'Hanoi', 'candidate': 'Almaty'}
{'statement': "I'm looking for a big city to visit. Between Jakarta and Johannesburg, I should visit Jakarta.", 'answer': 'Jakarta', 'candidate': 'Johannesburg'}
{'statement': "I'm looking for a big city to visit. Between Mumbai and Nouadhibou, I should visit Mumbai.", 'answer': 'Mumbai', 'candidate': 'Nouadhibou'}
{'statement': "I'm looking for a big city to visit. Between Manila and Sapporo, I should visit Manila.", 'answer': 'Manila', 'candidate': 'Sapporo'}
{'statement': "I'm looking for a big city to visit. Between Dar es Salaam and Río Gallegos, I should visit Dar es Salaam.", 'answer': 'Dar es Salaam', 'candidate': 'Río Gallegos'}
{'statement': "I'm looking for a big city to visit. Between Luanda and Mombasa, I should visit Luanda.", 'answer': 'Luanda', 'candidate': 'Mombasa'}
{'statement': "I'm looking for a big city to visit. Between Mexico City and Pretoria, I should visit Mexico City.", 'answer': 'Mexico City', 'candidate': 'Pretoria'}
{'statement': "I'm looking for a big city to visit. Between Kabul and Thiès, I should visit Kabul.", 'answer': 'Kabul', 'candidate': 'Thiès'}
{'statement': "I'm looking for a big city to visit. Between Phoenix and Albuquerque, I should visit Phoenix.", 'answer': 'Phoenix', 'candidate': 'Albuquerque'}
{'statement': "I'm looking for a big city to visit. Between Hanoi and Suwałki, I should visit Hanoi.", 'answer': 'Hanoi', 'candidate': 'Suwałki'}
{'statement': "I'm looking for a big city to visit. Between Sydney and Cotonou, I should visit Sydney.", 'answer': 'Sydney', 'candidate': 'Cotonou'}
{'statement': "I'm looking for a big city to visit. Between Paris and Zürich, I should visit Paris.", 'answer': 'Paris', 'candidate': 'Zürich'}
{'statement': "I'm looking for a big city to visit. Between Beijing and Viedma, I should visit Beijing.", 'answer': 'Beijing', 'candidate': 'Viedma'}
{'statement': "I'm looking for a big city to visit. Between Rome and Cayenne, I should visit Rome.", 'answer': 'Rome', 'candidate': 'Cayenne'}
{'statement': "I'm looking for a big city to visit. Between Melbourne and Bratislava, I should visit Melbourne.", 'answer': 'Melbourne', 'candidate': 'Bratislava'}
{'statement': "I'm looking for a big city to visit. Between Guadalajara and Baku, I should visit Guadalajara.", 'answer': 'Guadalajara', 'candidate': 'Baku'}
{'statement': "I'm looking for a big city to visit. Between Kuwait City and Piura, I should visit Kuwait City.", 'answer': 'Kuwait City', 'candidate': 'Piura'}
{'statement': "I'm looking for a big city to visit. Between Paris and Skopje, I should visit Paris.", 'answer': 'Paris', 'candidate': 'Skopje'}
{'statement': "I'm looking for a big city to visit. Between Shanghai and Hamilton, I should visit Shanghai.", 'answer': 'Shanghai', 'candidate': 'Hamilton'}
{'statement': "I'm looking for a big city to visit. Between Jakarta and Tampa, I should visit Jakarta.", 'answer': 'Jakarta', 'candidate': 'Tampa'}
{'statement': "I'm looking for a big city to visit. Between Mumbai and Quito, I should visit Mumbai.", 'answer': 'Mumbai', 'candidate': 'Quito'}
{'statement': "I'm looking for a big city to visit. Between Rome and Hamilton, I should visit Rome.", 'answer': 'Rome', 'candidate': 'Hamilton'}
{'statement': "I'm looking for a big city to visit. Between Baltimore and Viedma, I should visit Baltimore.", 'answer': 'Baltimore', 'candidate': 'Viedma'}
{'statement': "I'm looking for a big city to visit. Between Santiago and Campos do Jordão, I should visit Santiago.", 'answer': 'Santiago', 'candidate': 'Campos do Jordão'}
{'statement': "I'm looking for a big city to visit. Between Algiers and Mandalay, I should visit Algiers.", 'answer': 'Algiers', 'candidate': 'Mandalay'}
{'statement': "I'm looking for a big city to visit. Between Monterrey and Hat Yai, I should visit Monterrey.", 'answer': 'Monterrey', 'candidate': 'Hat Yai'}
{'statement': "I'm looking for a big city to visit. Between Hanoi and Florianópolis, I should visit Hanoi.", 'answer': 'Hanoi', 'candidate': 'Florianópolis'}
{'statement': "I'm looking for a big city to visit. Between Karachi and Nairobi, I should visit Karachi.", 'answer': 'Karachi', 'candidate': 'Nairobi'}
{'statement': "I'm looking for a big city to visit. Between Paris and Djibouti, I should visit Paris.", 'answer': 'Paris', 'candidate': 'Djibouti'}
{'statement': "I'm looking for a big city to visit. Between Chicago and La Paz, I should visit Chicago.", 'answer': 'Chicago', 'candidate': 'La Paz'}
{'statement': "I'm looking for a big city to visit. Between Mumbai and Paris, I should visit Mumbai.", 'answer': 'Mumbai', 'candidate': 'Paris'}
{'statement': "I'm looking for a big city to visit. Between Lahore and Oslo, I should visit Lahore.", 'answer': 'Lahore', 'candidate': 'Oslo'}
{'statement': "I'm looking for a big city to visit. Between Algiers and Ushuaia, I should visit Algiers.", 'answer': 'Algiers', 'candidate': 'Ushuaia'}
{'statement': "I'm looking for a big city to visit. Between Cairo and Toamasina, I should visit Cairo.", 'answer': 'Cairo', 'candidate': 'Toamasina'}
{'statement': "I'm looking for a big city to visit. Between Chicago and Malabo, I should visit Chicago.", 'answer': 'Chicago', 'candidate': 'Malabo'}
{'statement': "I'm looking for a big city to visit. Between Medellín and Garoua, I should visit Medellín.", 'answer': 'Medellín', 'candidate': 'Garoua'}
{'statement': "I'm looking for a big city to visit. Between San Diego and Port Moresby, I should visit San Diego.", 'answer': 'San Diego', 'candidate': 'Port Moresby'}
{'statement': "I'm looking for a big city to visit. Between Surabaya and Quito, I should visit Surabaya.", 'answer': 'Surabaya', 'candidate': 'Quito'}
{'statement': "I'm looking for a big city to visit. Between Kunming and Yinchuan, I should visit Kunming.", 'answer': 'Kunming', 'candidate': 'Yinchuan'}
{'statement': "I'm looking for a big city to visit. Between Monterrey and Asmara, I should visit Monterrey.", 'answer': 'Monterrey', 'candidate': 'Asmara'}
{'statement': "I'm looking for a big city to visit. Between Phoenix and Garoua, I should visit Phoenix.", 'answer': 'Phoenix', 'candidate': 'Garoua'}
{'statement': "I'm looking for a big city to visit. Between Bangkok and Toliara, I should visit Bangkok.", 'answer': 'Bangkok', 'candidate': 'Toliara'}
{'statement': "I'm looking for a big city to visit. Between Phoenix and Murmansk, I should visit Phoenix.", 'answer': 'Phoenix', 'candidate': 'Murmansk'}
{'statement': "I'm looking for a big city to visit. Between Shanghai and Bucharest, I should visit Shanghai.", 'answer': 'Shanghai', 'candidate': 'Bucharest'}
{'statement': "I'm looking for a big city to visit. Between Monterrey and Zürich, I should visit Monterrey.", 'answer': 'Monterrey', 'candidate': 'Zürich'}
{'statement': "I'm looking for a big city to visit. Between Paris and Paramaribo, I should visit Paris.", 'answer': 'Paris', 'candidate': 'Paramaribo'}
{'statement': "I'm looking for a big city to visit. Between Melbourne and Tashkent, I should visit Melbourne.", 'answer': 'Melbourne', 'candidate': 'Tashkent'}
{'statement': "I'm looking for a big city to visit. Between Minneapolis and La Serena, I should visit Minneapolis.", 'answer': 'Minneapolis', 'candidate': 'La Serena'}
{'statement': "I'm looking for a big city to visit. Between Cairo and Halifax, I should visit Cairo.", 'answer': 'Cairo', 'candidate': 'Halifax'}
{'statement': "I'm looking for a big city to visit. Between Ürümqi and Darwin, I should visit Ürümqi.", 'answer': 'Ürümqi', 'candidate': 'Darwin'}
{'statement': "I'm looking for a big city to visit. Between Surabaya and Kuopio, I should visit Surabaya.", 'answer': 'Surabaya', 'candidate': 'Kuopio'}
{'statement': "I'm looking for a big city to visit. Between Brisbane and Thiès, I should visit Brisbane.", 'answer': 'Brisbane', 'candidate': 'Thiès'}
{'statement': "I'm looking for a big city to visit. Between Baghdad and Malabo, I should visit Baghdad.", 'answer': 'Baghdad', 'candidate': 'Malabo'}
{'statement': "I'm looking for a big city to visit. Between Lahore and Addis Ababa, I should visit Lahore.", 'answer': 'Lahore', 'candidate': 'Addis Ababa'}
{'statement': "I'm looking for a big city to visit. Between Houston and Addis Ababa, I should visit Houston.", 'answer': 'Houston', 'candidate': 'Addis Ababa'}
{'statement': "I'm looking for a big city to visit. Between Cairo and Palmerston North, I should visit Cairo.", 'answer': 'Cairo', 'candidate': 'Palmerston North'}
{'statement': "I'm looking for a big city to visit. Between Denver and Chihuahua, I should visit Denver.", 'answer': 'Denver', 'candidate': 'Chihuahua'}
{'statement': "I'm looking for a big city to visit. Between Minneapolis and Zürich, I should visit Minneapolis.", 'answer': 'Minneapolis', 'candidate': 'Zürich'}
{'statement': "I'm looking for a big city to visit. Between Jakarta and Yakutsk, I should visit Jakarta.", 'answer': 'Jakarta', 'candidate': 'Yakutsk'}
{'statement': "I'm looking for a big city to visit. Between Rome and Mahajanga, I should visit Rome.", 'answer': 'Rome', 'candidate': 'Mahajanga'}
{'statement': "I'm looking for a big city to visit. Between Ho Chi Minh City and Pretoria, I should visit Ho Chi Minh City.", 'answer': 'Ho Chi Minh City', 'candidate': 'Pretoria'}
{'statement': "I'm looking for a big city to visit. Between Brasília and Mahajanga, I should visit Brasília.", 'answer': 'Brasília', 'candidate': 'Mahajanga'}
{'statement': "I'm looking for a big city to visit. Between Baku and Wau, I should visit Baku.", 'answer': 'Baku', 'candidate': 'Wau'}
{'statement': "I'm looking for a big city to visit. Between Alexandria and Barranquilla, I should visit Alexandria.", 'answer': 'Alexandria', 'candidate': 'Barranquilla'}
{'statement': "I'm looking for a big city to visit. Between Baghdad and Thiès, I should visit Baghdad.", 'answer': 'Baghdad', 'candidate': 'Thiès'}
{'statement': "I'm looking for a big city to visit. Between Ankara and Calgary, I should visit Ankara.", 'answer': 'Ankara', 'candidate': 'Calgary'}
{'statement': "I'm looking for a big city to visit. Between Riyadh and Omaha, I should visit Riyadh.", 'answer': 'Riyadh', 'candidate': 'Omaha'}
{'statement': "I'm looking for a big city to visit. Between Guadalajara and Toluca, I should visit Guadalajara.", 'answer': 'Guadalajara', 'candidate': 'Toluca'}
{'statement': "I'm looking for a big city to visit. Between Kunming and Brasília, I should visit Kunming.", 'answer': 'Kunming', 'candidate': 'Brasília'}
{'statement': "I'm looking for a big city to visit. Between Brasília and Rabat, I should visit Brasília.", 'answer': 'Brasília', 'candidate': 'Rabat'}
{'statement': "I'm looking for a big city to visit. Between Bogotá and Rangpur, I should visit Bogotá.", 'answer': 'Bogotá', 'candidate': 'Rangpur'}
{'statement': "I'm looking for a big city to visit. Between Mexico City and Bratislava, I should visit Mexico City.", 'answer': 'Mexico City', 'candidate': 'Bratislava'}
{'statement': "I'm looking for a big city to visit. Between Johannesburg and Amsterdam, I should visit Johannesburg.", 'answer': 'Johannesburg', 'candidate': 'Amsterdam'}
{'statement': "I'm looking for a big city to visit. Between Douala and Christchurch, I should visit Douala.", 'answer': 'Douala', 'candidate': 'Christchurch'}
{'statement': "I'm looking for a big city to visit. Between Melbourne and Saskatoon, I should visit Melbourne.", 'answer': 'Melbourne', 'candidate': 'Saskatoon'}
{'statement': "I'm looking for a big city to visit. Between Perth and Río Gallegos, I should visit Perth.", 'answer': 'Perth', 'candidate': 'Río Gallegos'}
{'statement': "I'm looking for a big city to visit. Between Mexico City and Moscow, I should visit Mexico City.", 'answer': 'Mexico City', 'candidate': 'Moscow'}
{'statement': "I'm looking for a big city to visit. Between Karachi and Thiès, I should visit Karachi.", 'answer': 'Karachi', 'candidate': 'Thiès'}
{'statement': "I'm looking for a big city to visit. Between Lagos and Beirut, I should visit Lagos.", 'answer': 'Lagos', 'candidate': 'Beirut'}
{'statement': "I'm looking for a big city to visit. Between Lagos and Santiago del Estero, I should visit Lagos.", 'answer': 'Lagos', 'candidate': 'Santiago del Estero'}
{'statement': "I'm looking for a big city to visit. Between Guadalajara and Asmara, I should visit Guadalajara.", 'answer': 'Guadalajara', 'candidate': 'Asmara'}
{'statement': "I'm looking for a big city to visit. Between Melbourne and Addis Ababa, I should visit Melbourne.", 'answer': 'Melbourne', 'candidate': 'Addis Ababa'}
{'statement': "I'm looking for a big city to visit. Between Toronto and La Paz, I should visit Toronto.", 'answer': 'Toronto', 'candidate': 'La Paz'}
{'statement': "I'm looking for a big city to visit. Between Ankara and Dublin, I should visit Ankara.", 'answer': 'Ankara', 'candidate': 'Dublin'}
{'statement': "I'm looking for a big city to visit. Between Shanghai and Panama City, I should visit Shanghai.", 'answer': 'Shanghai', 'candidate': 'Panama City'}
{'statement': "I'm looking for a big city to visit. Between Riyadh and Florianópolis, I should visit Riyadh.", 'answer': 'Riyadh', 'candidate': 'Florianópolis'}
{'statement': "I'm looking for a big city to visit. Between Shanghai and Valencia, I should visit Shanghai.", 'answer': 'Shanghai', 'candidate': 'Valencia'}
{'statement': "I'm looking for a big city to visit. Between Ho Chi Minh City and Sucre, I should visit Ho Chi Minh City.", 'answer': 'Ho Chi Minh City', 'candidate': 'Sucre'}
{'statement': "I'm looking for a big city to visit. Between Sydney and Chihuahua, I should visit Sydney.", 'answer': 'Sydney', 'candidate': 'Chihuahua'}
{'statement': "I'm looking for a big city to visit. Between Sydney and Brussels, I should visit Sydney.", 'answer': 'Sydney', 'candidate': 'Brussels'}
{'statement': "I'm looking for a big city to visit. Between Mexico City and Copenhagen, I should visit Mexico City.", 'answer': 'Mexico City', 'candidate': 'Copenhagen'}
{'statement': "I'm looking for a big city to visit. Between Luanda and Yaoundé, I should visit Luanda.", 'answer': 'Luanda', 'candidate': 'Yaoundé'}
{'statement': "I'm looking for a big city to visit. Between Paris and Sapporo, I should visit Paris.", 'answer': 'Paris', 'candidate': 'Sapporo'}
{'statement': "I'm looking for a big city to visit. Between Houston and El Paso, I should visit Houston.", 'answer': 'Houston', 'candidate': 'El Paso'}
{'statement': "I'm looking for a big city to visit. Between Brasília and Tamanrasset, I should visit Brasília.", 'answer': 'Brasília', 'candidate': 'Tamanrasset'}
{'statement': "I'm looking for a big city to visit. Between Cairo and Pontianak, I should visit Cairo.", 'answer': 'Cairo', 'candidate': 'Pontianak'}
{'statement': "I'm looking for a big city to visit. Between Medellín and Cape Town, I should visit Medellín.", 'answer': 'Medellín', 'candidate': 'Cape Town'}
{'statement': "I'm looking for a big city to visit. Between Algiers and Tripoli, I should visit Algiers.", 'answer': 'Algiers', 'candidate': 'Tripoli'}
{'statement': "I'm looking for a big city to visit. Between Lima and Yerevan, I should visit Lima.", 'answer': 'Lima', 'candidate': 'Yerevan'}
{'statement': "I'm looking for a big city to visit. Between Addis Ababa and Wellington, I should visit Addis Ababa.", 'answer': 'Addis Ababa', 'candidate': 'Wellington'}
{'statement': "I'm looking for a big city to visit. Between Dar es Salaam and Wellington, I should visit Dar es Salaam.", 'answer': 'Dar es Salaam', 'candidate': 'Wellington'}
{'statement': "I'm looking for a big city to visit. Between Moscow and Douala, I should visit Moscow.", 'answer': 'Moscow', 'candidate': 'Douala'}
{'statement': "I'm looking for a big city to visit. Between Rome and Hat Yai, I should visit Rome.", 'answer': 'Rome', 'candidate': 'Hat Yai'}
{'statement': "I'm looking for a big city to visit. Between San Diego and Lake Havasu City, I should visit San Diego.", 'answer': 'San Diego', 'candidate': 'Lake Havasu City'}
{'statement': "I'm looking for a big city to visit. Between Addis Ababa and San Juan, I should visit Addis Ababa.", 'answer': 'Addis Ababa', 'candidate': 'San Juan'}
{'statement': "I'm looking for a big city to visit. Between Shanghai and Parakou, I should visit Shanghai.", 'answer': 'Shanghai', 'candidate': 'Parakou'}
{'statement': "I'm looking for a big city to visit. Between Shanghai and Tripoli, I should visit Shanghai.", 'answer': 'Shanghai', 'candidate': 'Tripoli'}
{'statement': "I'm looking for a big city to visit. Between Shanghai and Wau, I should visit Shanghai.", 'answer': 'Shanghai', 'candidate': 'Wau'}
{'statement': "I'm looking for a big city to visit. Between Shanghai and Bishkek, I should visit Shanghai.", 'answer': 'Shanghai', 'candidate': 'Bishkek'}
{'statement': "I'm looking for a big city to visit. Between Houston and Milan, I should visit Houston.", 'answer': 'Houston', 'candidate': 'Milan'}
{'statement': "I'm looking for a big city to visit. Between Alexandria and Maputo, I should visit Alexandria.", 'answer': 'Alexandria', 'candidate': 'Maputo'}
{'statement': "I'm looking for a big city to visit. Between Guadalajara and Podgorica, I should visit Guadalajara.", 'answer': 'Guadalajara', 'candidate': 'Podgorica'}
{'statement': "I'm looking for a big city to visit. Between Tashkent and Hobart, I should visit Tashkent.", 'answer': 'Tashkent', 'candidate': 'Hobart'}
{'statement': "I'm looking for a big city to visit. Between Luanda and Canberra, I should visit Luanda.", 'answer': 'Luanda', 'candidate': 'Canberra'}
{'statement': "I'm looking for a big city to visit. Between Riyadh and Tamanrasset, I should visit Riyadh.", 'answer': 'Riyadh', 'candidate': 'Tamanrasset'}
{'statement': "I'm looking for a big city to visit. Between Surabaya and Yaoundé, I should visit Surabaya.", 'answer': 'Surabaya', 'candidate': 'Yaoundé'}
{'statement': "I'm looking for a big city to visit. Between Monterrey and Palembang, I should visit Monterrey.", 'answer': 'Monterrey', 'candidate': 'Palembang'}
{'statement': "I'm looking for a big city to visit. Between London and Maputo, I should visit London.", 'answer': 'London', 'candidate': 'Maputo'}
{'statement': "I'm looking for a big city to visit. Between Jakarta and Bucharest, I should visit Jakarta.", 'answer': 'Jakarta', 'candidate': 'Bucharest'}
{'statement': "I'm looking for a big city to visit. Between Ho Chi Minh City and Manaus, I should visit Ho Chi Minh City.", 'answer': 'Ho Chi Minh City', 'candidate': 'Manaus'}
{'statement': "I'm looking for a big city to visit. Between Los Angeles and Harare, I should visit Los Angeles.", 'answer': 'Los Angeles', 'candidate': 'Harare'}
{'statement': "I'm looking for a big city to visit. Between Cairo and Hobart, I should visit Cairo.", 'answer': 'Cairo', 'candidate': 'Hobart'}
{'statement': "I'm looking for a big city to visit. Between Guadalajara and Vladivostok, I should visit Guadalajara.", 'answer': 'Guadalajara', 'candidate': 'Vladivostok'}
{'statement': "I'm looking for a big city to visit. Between Bangkok and Fukuoka, I should visit Bangkok.", 'answer': 'Bangkok', 'candidate': 'Fukuoka'}
{'statement': "I'm looking for a big city to visit. Between Nairobi and Córdoba, I should visit Nairobi.", 'answer': 'Nairobi', 'candidate': 'Córdoba'}
{'statement': "I'm looking for a big city to visit. Between Cairo and Murmansk, I should visit Cairo.", 'answer': 'Cairo', 'candidate': 'Murmansk'}
{'statement': "I'm looking for a big city to visit. Between Jakarta and Riyadh, I should visit Jakarta.", 'answer': 'Jakarta', 'candidate': 'Riyadh'}
{'statement': "I'm looking for a big city to visit. Between Mumbai and Wellington, I should visit Mumbai.", 'answer': 'Mumbai', 'candidate': 'Wellington'}
{'statement': "I'm looking for a big city to visit. Between Berlin and Albuquerque, I should visit Berlin.", 'answer': 'Berlin', 'candidate': 'Albuquerque'}
{'statement': "I'm looking for a big city to visit. Between Baghdad and Lyon, I should visit Baghdad.", 'answer': 'Baghdad', 'candidate': 'Lyon'}
{'statement': "I'm looking for a big city to visit. Between Medellín and Florianópolis, I should visit Medellín.", 'answer': 'Medellín', 'candidate': 'Florianópolis'}
{'statement': "I'm looking for a big city to visit. Between Santiago and Kuopio, I should visit Santiago.", 'answer': 'Santiago', 'candidate': 'Kuopio'}
{'statement': "I'm looking for a big city to visit. Between Lima and Lhasa, I should visit Lima.", 'answer': 'Lima', 'candidate': 'Lhasa'}
{'statement': "I'm looking for a big city to visit. Between Ürümqi and Frankfurt, I should visit Ürümqi.", 'answer': 'Ürümqi', 'candidate': 'Frankfurt'}
{'statement': "I'm looking for a big city to visit. Between Chicago and Yaoundé, I should visit Chicago.", 'answer': 'Chicago', 'candidate': 'Yaoundé'}
{'statement': "I'm looking for a big city to visit. Between Moscow and Milwaukee, I should visit Moscow.", 'answer': 'Moscow', 'candidate': 'Milwaukee'}
{'statement': "I'm looking for a big city to visit. Between Ankara and Kuwait City, I should visit Ankara.", 'answer': 'Ankara', 'candidate': 'Kuwait City'}
{'statement': "I'm looking for a big city to visit. Between Alexandria and San Juan, I should visit Alexandria.", 'answer': 'Alexandria', 'candidate': 'San Juan'}
{'statement': "I'm looking for a big city to visit. Between Mumbai and Dodoma, I should visit Mumbai.", 'answer': 'Mumbai', 'candidate': 'Dodoma'}
{'statement': "I'm looking for a big city to visit. Between San Diego and Vladivostok, I should visit San Diego.", 'answer': 'San Diego', 'candidate': 'Vladivostok'}
{'statement': "I'm looking for a big city to visit. Between Chicago and Chihuahua, I should visit Chicago.", 'answer': 'Chicago', 'candidate': 'Chihuahua'}
{'statement': "I'm looking for a big city to visit. Between Tampa and La Paz, I should visit Tampa.", 'answer': 'Tampa', 'candidate': 'La Paz'}
{'statement': "I'm looking for a big city to visit. Between Minneapolis and Entebbe, I should visit Minneapolis.", 'answer': 'Minneapolis', 'candidate': 'Entebbe'}
{'statement': "I'm looking for a big city to visit. Between Johannesburg and Managua, I should visit Johannesburg.", 'answer': 'Johannesburg', 'candidate': 'Managua'}
