{'statement': 'Someone is looking for a big city to visit. Between Guangzhou and Antofagasta, this person should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Antofagasta'}
{'statement': 'Someone is looking for a big city to visit. Between Jakarta and San José, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'San José'}
{'statement': 'Someone is looking for a big city to visit. Between Guadalajara and Irkutsk, this person should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a big city to visit. Between Kuwait City and Bata, this person should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Bata'}
{'statement': 'Someone is looking for a big city to visit. Between London and Copenhagen, this person should visit London.', 'answer': 'London', 'candidate': 'Copenhagen'}
{'statement': 'Someone is looking for a big city to visit. Between Luanda and Pretoria, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Pretoria'}
{'statement': 'Someone is looking for a big city to visit. Between Perth and Toliara, this person should visit Perth.', 'answer': 'Perth', 'candidate': 'Toliara'}
{'statement': 'Someone is looking for a big city to visit. Between Riyadh and Oslo, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Oslo'}
{'statement': 'Someone is looking for a big city to visit. Between Luanda and Chihuahua, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Chihuahua'}
{'statement': 'Someone is looking for a big city to visit. Between Dar es Salaam and Porto Alegre, this person should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Porto Alegre'}
{'statement': 'Someone is looking for a big city to visit. Between Luanda and Cabo San Lucas, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Cabo San Lucas'}
{'statement': 'Someone is looking for a big city to visit. Between Jakarta and Manaus, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Manaus'}
{'statement': 'Someone is looking for a big city to visit. Between Buenos Aires and Brasília, this person should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Brasília'}
{'statement': 'Someone is looking for a big city to visit. Between Rome and Antsiranana, this person should visit Rome.', 'answer': 'Rome', 'candidate': 'Antsiranana'}
{'statement': 'Someone is looking for a big city to visit. Between Ho Chi Minh City and Port Moresby, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Port Moresby'}
{'statement': 'Someone is looking for a big city to visit. Between Ürümqi and Mexicali, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Mexicali'}
{'statement': 'Someone is looking for a big city to visit. Between London and San José, this person should visit London.', 'answer': 'London', 'candidate': 'San José'}
{'statement': 'Someone is looking for a big city to visit. Between Guadalajara and Indianapolis, this person should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Indianapolis'}
{'statement': 'Someone is looking for a big city to visit. Between Kano and Malabo, this person should visit Kano.', 'answer': 'Kano', 'candidate': 'Malabo'}
{'statement': 'Someone is looking for a big city to visit. Between Mexico City and Minsk, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Minsk'}
{'statement': 'Someone is looking for a big city to visit. Between Sydney and Piura, this person should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Piura'}
{'statement': 'Someone is looking for a big city to visit. Between Lagos and Asmara, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Asmara'}
{'statement': 'Someone is looking for a big city to visit. Between Tashkent and Cape Town, this person should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Cape Town'}
{'statement': 'Someone is looking for a big city to visit. Between Baghdad and Tashkent, this person should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Tashkent'}
{'statement': 'Someone is looking for a big city to visit. Between London and Tampa, this person should visit London.', 'answer': 'London', 'candidate': 'Tampa'}
{'statement': 'Someone is looking for a big city to visit. Between Johannesburg and Dublin, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Dublin'}
{'statement': 'Someone is looking for a big city to visit. Between Nairobi and Kuwait City, this person should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Kuwait City'}
{'statement': 'Someone is looking for a big city to visit. Between Shanghai and Bangui, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Bangui'}
{'statement': 'Someone is looking for a big city to visit. Between Manila and Sokoto, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Sokoto'}
{'statement': 'Someone is looking for a big city to visit. Between Hanoi and Ottawa, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Ottawa'}
{'statement': 'Someone is looking for a big city to visit. Between Hanoi and Almaty, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Almaty'}
{'statement': 'Someone is looking for a big city to visit. Between Jakarta and Johannesburg, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Johannesburg'}
{'statement': 'Someone is looking for a big city to visit. Between Mumbai and Nouadhibou, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Nouadhibou'}
{'statement': 'Someone is looking for a big city to visit. Between Manila and Sapporo, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Sapporo'}
{'statement': 'Someone is looking for a big city to visit. Between Dar es Salaam and Río Gallegos, this person should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Río Gallegos'}
{'statement': 'Someone is looking for a big city to visit. Between Luanda and Mombasa, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Mombasa'}
{'statement': 'Someone is looking for a big city to visit. Between Mexico City and Pretoria, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Pretoria'}
{'statement': 'Someone is looking for a big city to visit. Between Kabul and Thiès, this person should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Thiès'}
{'statement': 'Someone is looking for a big city to visit. Between Phoenix and Albuquerque, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Albuquerque'}
{'statement': 'Someone is looking for a big city to visit. Between Hanoi and Suwałki, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Suwałki'}
{'statement': 'Someone is looking for a big city to visit. Between Sydney and Cotonou, this person should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Cotonou'}
{'statement': 'Someone is looking for a big city to visit. Between Paris and Zürich, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Zürich'}
{'statement': 'Someone is looking for a big city to visit. Between Beijing and Viedma, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Viedma'}
{'statement': 'Someone is looking for a big city to visit. Between Rome and Cayenne, this person should visit Rome.', 'answer': 'Rome', 'candidate': 'Cayenne'}
{'statement': 'Someone is looking for a big city to visit. Between Melbourne and Bratislava, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Bratislava'}
{'statement': 'Someone is looking for a big city to visit. Between Guadalajara and Baku, this person should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Baku'}
{'statement': 'Someone is looking for a big city to visit. Between Kuwait City and Piura, this person should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Piura'}
{'statement': 'Someone is looking for a big city to visit. Between Paris and Skopje, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Skopje'}
{'statement': 'Someone is looking for a big city to visit. Between Shanghai and Hamilton, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Hamilton'}
{'statement': 'Someone is looking for a big city to visit. Between Jakarta and Tampa, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Tampa'}
{'statement': 'Someone is looking for a big city to visit. Between Mumbai and Quito, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Quito'}
{'statement': 'Someone is looking for a big city to visit. Between Rome and Hamilton, this person should visit Rome.', 'answer': 'Rome', 'candidate': 'Hamilton'}
{'statement': 'Someone is looking for a big city to visit. Between Baltimore and Viedma, this person should visit Baltimore.', 'answer': 'Baltimore', 'candidate': 'Viedma'}
{'statement': 'Someone is looking for a big city to visit. Between Santiago and Campos do Jordão, this person should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Campos do Jordão'}
{'statement': 'Someone is looking for a big city to visit. Between Algiers and Mandalay, this person should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Mandalay'}
{'statement': 'Someone is looking for a big city to visit. Between Monterrey and Hat Yai, this person should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Hat Yai'}
{'statement': 'Someone is looking for a big city to visit. Between Hanoi and Florianópolis, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Florianópolis'}
{'statement': 'Someone is looking for a big city to visit. Between Karachi and Nairobi, this person should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Nairobi'}
{'statement': 'Someone is looking for a big city to visit. Between Paris and Djibouti, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Djibouti'}
{'statement': 'Someone is looking for a big city to visit. Between Chicago and La Paz, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'La Paz'}
{'statement': 'Someone is looking for a big city to visit. Between Mumbai and Paris, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a big city to visit. Between Lahore and Oslo, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Oslo'}
{'statement': 'Someone is looking for a big city to visit. Between Algiers and Ushuaia, this person should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Ushuaia'}
{'statement': 'Someone is looking for a big city to visit. Between Cairo and Toamasina, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Toamasina'}
{'statement': 'Someone is looking for a big city to visit. Between Chicago and Malabo, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Malabo'}
{'statement': 'Someone is looking for a big city to visit. Between Medellín and Garoua, this person should visit Medellín.', 'answer': 'Medellín', 'candidate': 'Garoua'}
{'statement': 'Someone is looking for a big city to visit. Between San Diego and Port Moresby, this person should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Port Moresby'}
{'statement': 'Someone is looking for a big city to visit. Between Surabaya and Quito, this person should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Quito'}
{'statement': 'Someone is looking for a big city to visit. Between Kunming and Yinchuan, this person should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Yinchuan'}
{'statement': 'Someone is looking for a big city to visit. Between Monterrey and Asmara, this person should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Asmara'}
{'statement': 'Someone is looking for a big city to visit. Between Phoenix and Garoua, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Garoua'}
{'statement': 'Someone is looking for a big city to visit. Between Bangkok and Toliara, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Toliara'}
{'statement': 'Someone is looking for a big city to visit. Between Phoenix and Murmansk, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Murmansk'}
{'statement': 'Someone is looking for a big city to visit. Between Shanghai and Bucharest, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Bucharest'}
{'statement': 'Someone is looking for a big city to visit. Between Monterrey and Zürich, this person should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Zürich'}
{'statement': 'Someone is looking for a big city to visit. Between Paris and Paramaribo, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Paramaribo'}
{'statement': 'Someone is looking for a big city to visit. Between Melbourne and Tashkent, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Tashkent'}
{'statement': 'Someone is looking for a big city to visit. Between Minneapolis and La Serena, this person should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'La Serena'}
{'statement': 'Someone is looking for a big city to visit. Between Cairo and Halifax, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Halifax'}
{'statement': 'Someone is looking for a big city to visit. Between Ürümqi and Darwin, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Darwin'}
{'statement': 'Someone is looking for a big city to visit. Between Surabaya and Kuopio, this person should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Kuopio'}
{'statement': 'Someone is looking for a big city to visit. Between Brisbane and Thiès, this person should visit Brisbane.', 'answer': 'Brisbane', 'candidate': 'Thiès'}
{'statement': 'Someone is looking for a big city to visit. Between Baghdad and Malabo, this person should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Malabo'}
{'statement': 'Someone is looking for a big city to visit. Between Lahore and Addis Ababa, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Addis Ababa'}
{'statement': 'Someone is looking for a big city to visit. Between Houston and Addis Ababa, this person should visit Houston.', 'answer': 'Houston', 'candidate': 'Addis Ababa'}
{'statement': 'Someone is looking for a big city to visit. Between Cairo and Palmerston North, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Palmerston North'}
{'statement': 'Someone is looking for a big city to visit. Between Denver and Chihuahua, this person should visit Denver.', 'answer': 'Denver', 'candidate': 'Chihuahua'}
{'statement': 'Someone is looking for a big city to visit. Between Minneapolis and Zürich, this person should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Zürich'}
{'statement': 'Someone is looking for a big city to visit. Between Jakarta and Yakutsk, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Yakutsk'}
{'statement': 'Someone is looking for a big city to visit. Between Rome and Mahajanga, this person should visit Rome.', 'answer': 'Rome', 'candidate': 'Mahajanga'}
{'statement': 'Someone is looking for a big city to visit. Between Ho Chi Minh City and Pretoria, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Pretoria'}
{'statement': 'Someone is looking for a big city to visit. Between Brasília and Mahajanga, this person should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Mahajanga'}
{'statement': 'Someone is looking for a big city to visit. Between Baku and Wau, this person should visit Baku.', 'answer': 'Baku', 'candidate': 'Wau'}
{'statement': 'Someone is looking for a big city to visit. Between Alexandria and Barranquilla, this person should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Barranquilla'}
{'statement': 'Someone is looking for a big city to visit. Between Baghdad and Thiès, this person should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Thiès'}
{'statement': 'Someone is looking for a big city to visit. Between Ankara and Calgary, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Calgary'}
{'statement': 'Someone is looking for a big city to visit. Between Riyadh and Omaha, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Omaha'}
{'statement': 'Someone is looking for a big city to visit. Between Guadalajara and Toluca, this person should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Toluca'}
{'statement': 'Someone is looking for a big city to visit. Between Kunming and Brasília, this person should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Brasília'}
{'statement': 'Someone is looking for a big city to visit. Between Brasília and Rabat, this person should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Rabat'}
{'statement': 'Someone is looking for a big city to visit. Between Bogotá and Rangpur, this person should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Rangpur'}
{'statement': 'Someone is looking for a big city to visit. Between Mexico City and Bratislava, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Bratislava'}
{'statement': 'Someone is looking for a big city to visit. Between Johannesburg and Amsterdam, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Amsterdam'}
{'statement': 'Someone is looking for a big city to visit. Between Douala and Christchurch, this person should visit Douala.', 'answer': 'Douala', 'candidate': 'Christchurch'}
{'statement': 'Someone is looking for a big city to visit. Between Melbourne and Saskatoon, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Saskatoon'}
{'statement': 'Someone is looking for a big city to visit. Between Perth and Río Gallegos, this person should visit Perth.', 'answer': 'Perth', 'candidate': 'Río Gallegos'}
{'statement': 'Someone is looking for a big city to visit. Between Mexico City and Moscow, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a big city to visit. Between Karachi and Thiès, this person should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Thiès'}
{'statement': 'Someone is looking for a big city to visit. Between Lagos and Beirut, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Beirut'}
{'statement': 'Someone is looking for a big city to visit. Between Lagos and Santiago del Estero, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Santiago del Estero'}
{'statement': 'Someone is looking for a big city to visit. Between Guadalajara and Asmara, this person should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Asmara'}
{'statement': 'Someone is looking for a big city to visit. Between Melbourne and Addis Ababa, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Addis Ababa'}
{'statement': 'Someone is looking for a big city to visit. Between Toronto and La Paz, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'La Paz'}
{'statement': 'Someone is looking for a big city to visit. Between Ankara and Dublin, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Dublin'}
{'statement': 'Someone is looking for a big city to visit. Between Shanghai and Panama City, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Panama City'}
{'statement': 'Someone is looking for a big city to visit. Between Riyadh and Florianópolis, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Florianópolis'}
{'statement': 'Someone is looking for a big city to visit. Between Shanghai and Valencia, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Valencia'}
{'statement': 'Someone is looking for a big city to visit. Between Ho Chi Minh City and Sucre, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Sucre'}
{'statement': 'Someone is looking for a big city to visit. Between Sydney and Chihuahua, this person should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Chihuahua'}
{'statement': 'Someone is looking for a big city to visit. Between Sydney and Brussels, this person should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Brussels'}
{'statement': 'Someone is looking for a big city to visit. Between Mexico City and Copenhagen, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Copenhagen'}
{'statement': 'Someone is looking for a big city to visit. Between Luanda and Yaoundé, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Yaoundé'}
{'statement': 'Someone is looking for a big city to visit. Between Paris and Sapporo, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Sapporo'}
{'statement': 'Someone is looking for a big city to visit. Between Houston and El Paso, this person should visit Houston.', 'answer': 'Houston', 'candidate': 'El Paso'}
{'statement': 'Someone is looking for a big city to visit. Between Brasília and Tamanrasset, this person should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Tamanrasset'}
{'statement': 'Someone is looking for a big city to visit. Between Cairo and Pontianak, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Pontianak'}
{'statement': 'Someone is looking for a big city to visit. Between Medellín and Cape Town, this person should visit Medellín.', 'answer': 'Medellín', 'candidate': 'Cape Town'}
{'statement': 'Someone is looking for a big city to visit. Between Algiers and Tripoli, this person should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Tripoli'}
{'statement': 'Someone is looking for a big city to visit. Between Lima and Yerevan, this person should visit Lima.', 'answer': 'Lima', 'candidate': 'Yerevan'}
{'statement': 'Someone is looking for a big city to visit. Between Addis Ababa and Wellington, this person should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Wellington'}
{'statement': 'Someone is looking for a big city to visit. Between Dar es Salaam and Wellington, this person should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Wellington'}
{'statement': 'Someone is looking for a big city to visit. Between Moscow and Douala, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Douala'}
{'statement': 'Someone is looking for a big city to visit. Between Rome and Hat Yai, this person should visit Rome.', 'answer': 'Rome', 'candidate': 'Hat Yai'}
{'statement': 'Someone is looking for a big city to visit. Between San Diego and Lake Havasu City, this person should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Lake Havasu City'}
{'statement': 'Someone is looking for a big city to visit. Between Addis Ababa and San Juan, this person should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a big city to visit. Between Shanghai and Parakou, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Parakou'}
{'statement': 'Someone is looking for a big city to visit. Between Shanghai and Tripoli, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Tripoli'}
{'statement': 'Someone is looking for a big city to visit. Between Shanghai and Wau, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Wau'}
{'statement': 'Someone is looking for a big city to visit. Between Shanghai and Bishkek, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Bishkek'}
{'statement': 'Someone is looking for a big city to visit. Between Houston and Milan, this person should visit Houston.', 'answer': 'Houston', 'candidate': 'Milan'}
{'statement': 'Someone is looking for a big city to visit. Between Alexandria and Maputo, this person should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Maputo'}
{'statement': 'Someone is looking for a big city to visit. Between Guadalajara and Podgorica, this person should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Podgorica'}
{'statement': 'Someone is looking for a big city to visit. Between Tashkent and Hobart, this person should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Hobart'}
{'statement': 'Someone is looking for a big city to visit. Between Luanda and Canberra, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Canberra'}
{'statement': 'Someone is looking for a big city to visit. Between Riyadh and Tamanrasset, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Tamanrasset'}
{'statement': 'Someone is looking for a big city to visit. Between Surabaya and Yaoundé, this person should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Yaoundé'}
{'statement': 'Someone is looking for a big city to visit. Between Monterrey and Palembang, this person should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Palembang'}
{'statement': 'Someone is looking for a big city to visit. Between London and Maputo, this person should visit London.', 'answer': 'London', 'candidate': 'Maputo'}
{'statement': 'Someone is looking for a big city to visit. Between Jakarta and Bucharest, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Bucharest'}
{'statement': 'Someone is looking for a big city to visit. Between Ho Chi Minh City and Manaus, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Manaus'}
{'statement': 'Someone is looking for a big city to visit. Between Los Angeles and Harare, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Harare'}
{'statement': 'Someone is looking for a big city to visit. Between Cairo and Hobart, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Hobart'}
{'statement': 'Someone is looking for a big city to visit. Between Guadalajara and Vladivostok, this person should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Vladivostok'}
{'statement': 'Someone is looking for a big city to visit. Between Bangkok and Fukuoka, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Fukuoka'}
{'statement': 'Someone is looking for a big city to visit. Between Nairobi and Córdoba, this person should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Córdoba'}
{'statement': 'Someone is looking for a big city to visit. Between Cairo and Murmansk, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Murmansk'}
{'statement': 'Someone is looking for a big city to visit. Between Jakarta and Riyadh, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Riyadh'}
{'statement': 'Someone is looking for a big city to visit. Between Mumbai and Wellington, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Wellington'}
{'statement': 'Someone is looking for a big city to visit. Between Berlin and Albuquerque, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Albuquerque'}
{'statement': 'Someone is looking for a big city to visit. Between Baghdad and Lyon, this person should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Lyon'}
{'statement': 'Someone is looking for a big city to visit. Between Medellín and Florianópolis, this person should visit Medellín.', 'answer': 'Medellín', 'candidate': 'Florianópolis'}
{'statement': 'Someone is looking for a big city to visit. Between Santiago and Kuopio, this person should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Kuopio'}
{'statement': 'Someone is looking for a big city to visit. Between Lima and Lhasa, this person should visit Lima.', 'answer': 'Lima', 'candidate': 'Lhasa'}
{'statement': 'Someone is looking for a big city to visit. Between Ürümqi and Frankfurt, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Frankfurt'}
{'statement': 'Someone is looking for a big city to visit. Between Chicago and Yaoundé, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Yaoundé'}
{'statement': 'Someone is looking for a big city to visit. Between Moscow and Milwaukee, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Milwaukee'}
