{'statement': 'Someone is looking for a small city to visit. Between Mumbai and Florianópolis, this person should visit Florianópolis.', 'answer': 'Florianópolis', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a small city to visit. Between Guadalajara and Niamey, this person should visit Niamey.', 'answer': 'Niamey', 'candidate': 'Guadalajara'}
{'statement': 'Someone is looking for a small city to visit. Between Dar es Salaam and Cabo San Lucas, this person should visit Cabo San Lucas.', 'answer': 'Cabo San Lucas', 'candidate': 'Dar es Salaam'}
{'statement': 'Someone is looking for a small city to visit. Between Moscow and Fairbanks, this person should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a small city to visit. Between Lagos and Fairbanks, this person should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Lagos'}
{'statement': 'Someone is looking for a small city to visit. Between Tampa and Ushuaia, this person should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Tampa'}
{'statement': 'Someone is looking for a small city to visit. Between London and Guadalajara, this person should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'London'}
{'statement': 'Someone is looking for a small city to visit. Between Lima and Kuopio, this person should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Lima'}
{'statement': 'Someone is looking for a small city to visit. Between Denver and Toamasina, this person should visit Toamasina.', 'answer': 'Toamasina', 'candidate': 'Denver'}
{'statement': 'Someone is looking for a small city to visit. Between Cairo and Toronto, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Cairo'}
{'statement': 'Someone is looking for a small city to visit. Between Los Angeles and Fukuoka, this person should visit Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'Los Angeles'}
{'statement': 'Someone is looking for a small city to visit. Between Ürümqi and Panama City, this person should visit Panama City.', 'answer': 'Panama City', 'candidate': 'Ürümqi'}
{'statement': 'Someone is looking for a small city to visit. Between Tashkent and Halifax, this person should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Tashkent'}
{'statement': 'Someone is looking for a small city to visit. Between Denver and Suva, this person should visit Suva.', 'answer': 'Suva', 'candidate': 'Denver'}
{'statement': 'Someone is looking for a small city to visit. Between Algiers and Dodoma, this person should visit Dodoma.', 'answer': 'Dodoma', 'candidate': 'Algiers'}
{'statement': 'Someone is looking for a small city to visit. Between Fukuoka and Tabora, this person should visit Tabora.', 'answer': 'Tabora', 'candidate': 'Fukuoka'}
{'statement': 'Someone is looking for a small city to visit. Between Moscow and Benghazi, this person should visit Benghazi.', 'answer': 'Benghazi', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a small city to visit. Between Brasília and Copenhagen, this person should visit Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'Brasília'}
{'statement': 'Someone is looking for a small city to visit. Between Denver and Piura, this person should visit Piura.', 'answer': 'Piura', 'candidate': 'Denver'}
{'statement': 'Someone is looking for a small city to visit. Between Ürümqi and Valencia, this person should visit Valencia.', 'answer': 'Valencia', 'candidate': 'Ürümqi'}
{'statement': 'Someone is looking for a small city to visit. Between Mumbai and Monterrey, this person should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a small city to visit. Between San Diego and Antsiranana, this person should visit Antsiranana.', 'answer': 'Antsiranana', 'candidate': 'San Diego'}
{'statement': 'Someone is looking for a small city to visit. Between Bogotá and Kuwait City, this person should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Bogotá'}
{'statement': 'Someone is looking for a small city to visit. Between Jakarta and Kuopio, this person should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Jakarta'}
{'statement': 'Someone is looking for a small city to visit. Between Addis Ababa and La Ceiba, this person should visit La Ceiba.', 'answer': 'La Ceiba', 'candidate': 'Addis Ababa'}
{'statement': 'Someone is looking for a small city to visit. Between Mexico City and Moscow, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Mexico City'}
{'statement': 'Someone is looking for a small city to visit. Between Johannesburg and Viedma, this person should visit Viedma.', 'answer': 'Viedma', 'candidate': 'Johannesburg'}
{'statement': 'Someone is looking for a small city to visit. Between Luanda and Addis Ababa, this person should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Luanda'}
{'statement': 'Someone is looking for a small city to visit. Between Rome and Piura, this person should visit Piura.', 'answer': 'Piura', 'candidate': 'Rome'}
{'statement': 'Someone is looking for a small city to visit. Between Luanda and Erzurum, this person should visit Erzurum.', 'answer': 'Erzurum', 'candidate': 'Luanda'}
{'statement': 'Someone is looking for a small city to visit. Between Mexico City and Harare, this person should visit Harare.', 'answer': 'Harare', 'candidate': 'Mexico City'}
{'statement': 'Someone is looking for a small city to visit. Between Buenos Aires and Tauranga, this person should visit Tauranga.', 'answer': 'Tauranga', 'candidate': 'Buenos Aires'}
{'statement': 'Someone is looking for a small city to visit. Between Manila and Erzurum, this person should visit Erzurum.', 'answer': 'Erzurum', 'candidate': 'Manila'}
{'statement': 'Someone is looking for a small city to visit. Between Mumbai and Novosibirsk, this person should visit Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a small city to visit. Between Guangzhou and Calgary, this person should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Guangzhou'}
{'statement': 'Someone is looking for a small city to visit. Between Cairo and Mexicali, this person should visit Mexicali.', 'answer': 'Mexicali', 'candidate': 'Cairo'}
{'statement': 'Someone is looking for a small city to visit. Between Kunming and Saskatoon, this person should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Kunming'}
{'statement': 'Someone is looking for a small city to visit. Between Mexico City and Toliara, this person should visit Toliara.', 'answer': 'Toliara', 'candidate': 'Mexico City'}
{'statement': 'Someone is looking for a small city to visit. Between Phoenix and Goiânia, this person should visit Goiânia.', 'answer': 'Goiânia', 'candidate': 'Phoenix'}
{'statement': 'Someone is looking for a small city to visit. Between Nairobi and Tashkent, this person should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Nairobi'}
{'statement': 'Someone is looking for a small city to visit. Between Los Angeles and Halifax, this person should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Los Angeles'}
{'statement': 'Someone is looking for a small city to visit. Between Phnom Penh and Suva, this person should visit Suva.', 'answer': 'Suva', 'candidate': 'Phnom Penh'}
{'statement': 'Someone is looking for a small city to visit. Between Toronto and Niamey, this person should visit Niamey.', 'answer': 'Niamey', 'candidate': 'Toronto'}
{'statement': 'Someone is looking for a small city to visit. Between Johannesburg and Perth, this person should visit Perth.', 'answer': 'Perth', 'candidate': 'Johannesburg'}
{'statement': 'Someone is looking for a small city to visit. Between Buenos Aires and Mandalay, this person should visit Mandalay.', 'answer': 'Mandalay', 'candidate': 'Buenos Aires'}
{'statement': 'Someone is looking for a small city to visit. Between Mexico City and Lyon, this person should visit Lyon.', 'answer': 'Lyon', 'candidate': 'Mexico City'}
{'statement': 'Someone is looking for a small city to visit. Between Buenos Aires and Copenhagen, this person should visit Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'Buenos Aires'}
{'statement': 'Someone is looking for a small city to visit. Between Toronto and Palermo, this person should visit Palermo.', 'answer': 'Palermo', 'candidate': 'Toronto'}
{'statement': 'Someone is looking for a small city to visit. Between Mexico City and Garoua, this person should visit Garoua.', 'answer': 'Garoua', 'candidate': 'Mexico City'}
{'statement': 'Someone is looking for a small city to visit. Between Shanghai and Piura, this person should visit Piura.', 'answer': 'Piura', 'candidate': 'Shanghai'}
{'statement': 'Someone is looking for a small city to visit. Between Luanda and Bamako, this person should visit Bamako.', 'answer': 'Bamako', 'candidate': 'Luanda'}
{'statement': 'Someone is looking for a small city to visit. Between Mumbai and Erzurum, this person should visit Erzurum.', 'answer': 'Erzurum', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a small city to visit. Between Bangkok and Nur-Sultan, this person should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Bangkok'}
{'statement': 'Someone is looking for a small city to visit. Between Chicago and Cayenne, this person should visit Cayenne.', 'answer': 'Cayenne', 'candidate': 'Chicago'}
{'statement': 'Someone is looking for a small city to visit. Between Guadalajara and Suwałki, this person should visit Suwałki.', 'answer': 'Suwałki', 'candidate': 'Guadalajara'}
{'statement': 'Someone is looking for a small city to visit. Between Ho Chi Minh City and Córdoba, this person should visit Córdoba.', 'answer': 'Córdoba', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Someone is looking for a small city to visit. Between Jakarta and Vladivostok, this person should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Jakarta'}
{'statement': 'Someone is looking for a small city to visit. Between Paris and Monterrey, this person should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a small city to visit. Between Beijing and Ushuaia, this person should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Beijing'}
{'statement': 'Someone is looking for a small city to visit. Between Guadalajara and Ouahigouya, this person should visit Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Guadalajara'}
{'statement': 'Someone is looking for a small city to visit. Between Dar es Salaam and Suva, this person should visit Suva.', 'answer': 'Suva', 'candidate': 'Dar es Salaam'}
{'statement': 'Someone is looking for a small city to visit. Between Beijing and Zagreb, this person should visit Zagreb.', 'answer': 'Zagreb', 'candidate': 'Beijing'}
{'statement': 'Someone is looking for a small city to visit. Between Tampa and Dodoma, this person should visit Dodoma.', 'answer': 'Dodoma', 'candidate': 'Tampa'}
{'statement': 'Someone is looking for a small city to visit. Between Guangzhou and Milan, this person should visit Milan.', 'answer': 'Milan', 'candidate': 'Guangzhou'}
{'statement': 'Someone is looking for a small city to visit. Between Algiers and Aden, this person should visit Aden.', 'answer': 'Aden', 'candidate': 'Algiers'}
{'statement': 'Someone is looking for a small city to visit. Between Medellín and Thiès, this person should visit Thiès.', 'answer': 'Thiès', 'candidate': 'Medellín'}
{'statement': 'Someone is looking for a small city to visit. Between Toronto and Viedma, this person should visit Viedma.', 'answer': 'Viedma', 'candidate': 'Toronto'}
{'statement': 'Someone is looking for a small city to visit. Between Baghdad and Changsha, this person should visit Changsha.', 'answer': 'Changsha', 'candidate': 'Baghdad'}
{'statement': 'Someone is looking for a small city to visit. Between Kunming and Lusaka, this person should visit Lusaka.', 'answer': 'Lusaka', 'candidate': 'Kunming'}
{'statement': 'Someone is looking for a small city to visit. Between Buenos Aires and Florianópolis, this person should visit Florianópolis.', 'answer': 'Florianópolis', 'candidate': 'Buenos Aires'}
{'statement': 'Someone is looking for a small city to visit. Between Buenos Aires and Ankara, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Buenos Aires'}
{'statement': 'Someone is looking for a small city to visit. Between Nairobi and Tampa, this person should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Nairobi'}
{'statement': 'Someone is looking for a small city to visit. Between Lagos and Harare, this person should visit Harare.', 'answer': 'Harare', 'candidate': 'Lagos'}
{'statement': 'Someone is looking for a small city to visit. Between Mumbai and Cayenne, this person should visit Cayenne.', 'answer': 'Cayenne', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a small city to visit. Between Minneapolis and San Salvador, this person should visit San Salvador.', 'answer': 'San Salvador', 'candidate': 'Minneapolis'}
{'statement': 'Someone is looking for a small city to visit. Between Beijing and Bangui, this person should visit Bangui.', 'answer': 'Bangui', 'candidate': 'Beijing'}
{'statement': 'Someone is looking for a small city to visit. Between Karachi and Riyadh, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Karachi'}
{'statement': 'Someone is looking for a small city to visit. Between Mumbai and Palembang, this person should visit Palembang.', 'answer': 'Palembang', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a small city to visit. Between Luanda and Villahermosa, this person should visit Villahermosa.', 'answer': 'Villahermosa', 'candidate': 'Luanda'}
{'statement': 'Someone is looking for a small city to visit. Between Moscow and Fianarantsoa, this person should visit Fianarantsoa.', 'answer': 'Fianarantsoa', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a small city to visit. Between Baghdad and Ürümqi, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Baghdad'}
{'statement': 'Someone is looking for a small city to visit. Between Chicago and Zürich, this person should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Chicago'}
{'statement': 'Someone is looking for a small city to visit. Between Karachi and Suwałki, this person should visit Suwałki.', 'answer': 'Suwałki', 'candidate': 'Karachi'}
{'statement': 'Someone is looking for a small city to visit. Between Lahore and Sokoto, this person should visit Sokoto.', 'answer': 'Sokoto', 'candidate': 'Lahore'}
{'statement': 'Someone is looking for a small city to visit. Between Santiago and Yerevan, this person should visit Yerevan.', 'answer': 'Yerevan', 'candidate': 'Santiago'}
{'statement': 'Someone is looking for a small city to visit. Between Phoenix and Brussels, this person should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Phoenix'}
{'statement': 'Someone is looking for a small city to visit. Between Ho Chi Minh City and Valencia, this person should visit Valencia.', 'answer': 'Valencia', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Someone is looking for a small city to visit. Between Karachi and Kansas City, this person should visit Kansas City.', 'answer': 'Kansas City', 'candidate': 'Karachi'}
{'statement': 'Someone is looking for a small city to visit. Between Berlin and Lhasa, this person should visit Lhasa.', 'answer': 'Lhasa', 'candidate': 'Berlin'}
{'statement': 'Someone is looking for a small city to visit. Between Berlin and San Juan, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Berlin'}
{'statement': 'Someone is looking for a small city to visit. Between Rome and El Paso, this person should visit El Paso.', 'answer': 'El Paso', 'candidate': 'Rome'}
{'statement': 'Someone is looking for a small city to visit. Between London and Sapporo, this person should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'London'}
{'statement': 'Someone is looking for a small city to visit. Between Dar es Salaam and Belgrade, this person should visit Belgrade.', 'answer': 'Belgrade', 'candidate': 'Dar es Salaam'}
{'statement': 'Someone is looking for a small city to visit. Between Mexico City and Ouahigouya, this person should visit Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Mexico City'}
{'statement': 'Someone is looking for a small city to visit. Between Brasília and Juba, this person should visit Juba.', 'answer': 'Juba', 'candidate': 'Brasília'}
{'statement': 'Someone is looking for a small city to visit. Between Lima and Amsterdam, this person should visit Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Lima'}
{'statement': 'Someone is looking for a small city to visit. Between Phoenix and Ljubljana, this person should visit Ljubljana.', 'answer': 'Ljubljana', 'candidate': 'Phoenix'}
{'statement': 'Someone is looking for a small city to visit. Between Guangzhou and Nouakchott, this person should visit Nouakchott.', 'answer': 'Nouakchott', 'candidate': 'Guangzhou'}
{'statement': 'Someone is looking for a small city to visit. Between Beijing and Hamilton, this person should visit Hamilton.', 'answer': 'Hamilton', 'candidate': 'Beijing'}
{'statement': 'Someone is looking for a small city to visit. Between Berlin and Milan, this person should visit Milan.', 'answer': 'Milan', 'candidate': 'Berlin'}
{'statement': 'Someone is looking for a small city to visit. Between Lima and Florianópolis, this person should visit Florianópolis.', 'answer': 'Florianópolis', 'candidate': 'Lima'}
{'statement': 'Someone is looking for a small city to visit. Between Mexico City and Baghdad, this person should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Mexico City'}
{'statement': 'Someone is looking for a small city to visit. Between Guadalajara and Parakou, this person should visit Parakou.', 'answer': 'Parakou', 'candidate': 'Guadalajara'}
{'statement': 'Someone is looking for a small city to visit. Between Guangzhou and Vienna, this person should visit Vienna.', 'answer': 'Vienna', 'candidate': 'Guangzhou'}
{'statement': 'Someone is looking for a small city to visit. Between Monterrey and Antofagasta, this person should visit Antofagasta.', 'answer': 'Antofagasta', 'candidate': 'Monterrey'}
{'statement': 'Someone is looking for a small city to visit. Between Medellín and Palmerston North, this person should visit Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Medellín'}
{'statement': 'Someone is looking for a small city to visit. Between Moscow and Reykjavík, this person should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a small city to visit. Between Sydney and Kansas City, this person should visit Kansas City.', 'answer': 'Kansas City', 'candidate': 'Sydney'}
{'statement': 'Someone is looking for a small city to visit. Between Medellín and Tabora, this person should visit Tabora.', 'answer': 'Tabora', 'candidate': 'Medellín'}
{'statement': 'Someone is looking for a small city to visit. Between Ankara and Omaha, this person should visit Omaha.', 'answer': 'Omaha', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a small city to visit. Between Ankara and Piura, this person should visit Piura.', 'answer': 'Piura', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a small city to visit. Between Chicago and Toamasina, this person should visit Toamasina.', 'answer': 'Toamasina', 'candidate': 'Chicago'}
{'statement': 'Someone is looking for a small city to visit. Between Lahore and Pretoria, this person should visit Pretoria.', 'answer': 'Pretoria', 'candidate': 'Lahore'}
{'statement': 'Someone is looking for a small city to visit. Between Bogotá and Tashkent, this person should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Bogotá'}
{'statement': 'Someone is looking for a small city to visit. Between Saint Petersburg and Bata, this person should visit Bata.', 'answer': 'Bata', 'candidate': 'Saint Petersburg'}
{'statement': 'Someone is looking for a small city to visit. Between Houston and Port Moresby, this person should visit Port Moresby.', 'answer': 'Port Moresby', 'candidate': 'Houston'}
{'statement': 'Someone is looking for a small city to visit. Between Shanghai and Bata, this person should visit Bata.', 'answer': 'Bata', 'candidate': 'Shanghai'}
{'statement': 'Someone is looking for a small city to visit. Between Moscow and Port Moresby, this person should visit Port Moresby.', 'answer': 'Port Moresby', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a small city to visit. Between Denver and Christchurch, this person should visit Christchurch.', 'answer': 'Christchurch', 'candidate': 'Denver'}
{'statement': 'Someone is looking for a small city to visit. Between Toronto and Addis Ababa, this person should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Toronto'}
{'statement': 'Someone is looking for a small city to visit. Between Lahore and Yinchuan, this person should visit Yinchuan.', 'answer': 'Yinchuan', 'candidate': 'Lahore'}
{'statement': 'Someone is looking for a small city to visit. Between Los Angeles and Palmerston North, this person should visit Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Los Angeles'}
{'statement': 'Someone is looking for a small city to visit. Between Chicago and San Antonio, this person should visit San Antonio.', 'answer': 'San Antonio', 'candidate': 'Chicago'}
{'statement': 'Someone is looking for a small city to visit. Between Beijing and Damascus, this person should visit Damascus.', 'answer': 'Damascus', 'candidate': 'Beijing'}
{'statement': 'Someone is looking for a small city to visit. Between Douala and Suva, this person should visit Suva.', 'answer': 'Suva', 'candidate': 'Douala'}
{'statement': 'Someone is looking for a small city to visit. Between Buenos Aires and Nouadhibou, this person should visit Nouadhibou.', 'answer': 'Nouadhibou', 'candidate': 'Buenos Aires'}
{'statement': 'Someone is looking for a small city to visit. Between Guadalajara and Cape Town, this person should visit Cape Town.', 'answer': 'Cape Town', 'candidate': 'Guadalajara'}
{'statement': 'Someone is looking for a small city to visit. Between Houston and Aden, this person should visit Aden.', 'answer': 'Aden', 'candidate': 'Houston'}
{'statement': 'Someone is looking for a small city to visit. Between Berlin and Río Gallegos, this person should visit Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Berlin'}
{'statement': 'Someone is looking for a small city to visit. Between Guadalajara and Rabat, this person should visit Rabat.', 'answer': 'Rabat', 'candidate': 'Guadalajara'}
{'statement': 'Someone is looking for a small city to visit. Between Chicago and Ushuaia, this person should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Chicago'}
{'statement': 'Someone is looking for a small city to visit. Between Bogotá and Ankara, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Bogotá'}
{'statement': 'Someone is looking for a small city to visit. Between Mexico City and San Juan, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Mexico City'}
{'statement': 'Someone is looking for a small city to visit. Between Mexico City and Fukuoka, this person should visit Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'Mexico City'}
{'statement': 'Someone is looking for a small city to visit. Between Moscow and Piura, this person should visit Piura.', 'answer': 'Piura', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a small city to visit. Between Guadalajara and Lhasa, this person should visit Lhasa.', 'answer': 'Lhasa', 'candidate': 'Guadalajara'}
{'statement': 'Someone is looking for a small city to visit. Between Johannesburg and Lake Havasu City, this person should visit Lake Havasu City.', 'answer': 'Lake Havasu City', 'candidate': 'Johannesburg'}
{'statement': 'Someone is looking for a small city to visit. Between Jakarta and Lima, this person should visit Lima.', 'answer': 'Lima', 'candidate': 'Jakarta'}
{'statement': 'Someone is looking for a small city to visit. Between Bangkok and Tripoli, this person should visit Tripoli.', 'answer': 'Tripoli', 'candidate': 'Bangkok'}
