{'statement': 'Someone is looking for a big city to visit. Between Rome and San Juan, this person should visit Rome.', 'answer': 'Rome', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a big city to visit. Between Cairo and Mahajanga, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Mahajanga'}
{'statement': 'Someone is looking for a big city to visit. Between Shanghai and Pretoria, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Pretoria'}
{'statement': 'Someone is looking for a big city to visit. Between Shanghai and Lisbon, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Lisbon'}
{'statement': 'Someone is looking for a big city to visit. Between Lagos and Porto Alegre, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Porto Alegre'}
{'statement': 'Someone is looking for a big city to visit. Between Kuwait City and La Paz, this person should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'La Paz'}
{'statement': 'Someone is looking for a big city to visit. Between Saint Petersburg and Lyon, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Lyon'}
{'statement': 'Someone is looking for a big city to visit. Between London and Zagreb, this person should visit London.', 'answer': 'London', 'candidate': 'Zagreb'}
{'statement': 'Someone is looking for a big city to visit. Between Kunming and Asmara, this person should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Asmara'}
{'statement': 'Someone is looking for a big city to visit. Between Cairo and Phoenix, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Phoenix'}
{'statement': 'Someone is looking for a big city to visit. Between Lahore and Managua, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Managua'}
{'statement': 'Someone is looking for a big city to visit. Between Chicago and Viedma, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Viedma'}
{'statement': 'Someone is looking for a big city to visit. Between Buenos Aires and Ottawa, this person should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Ottawa'}
{'statement': 'Someone is looking for a big city to visit. Between Medellín and Viedma, this person should visit Medellín.', 'answer': 'Medellín', 'candidate': 'Viedma'}
{'statement': 'Someone is looking for a big city to visit. Between Lima and Hobart, this person should visit Lima.', 'answer': 'Lima', 'candidate': 'Hobart'}
{'statement': 'Someone is looking for a big city to visit. Between Ho Chi Minh City and Tripoli, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Tripoli'}
{'statement': 'Someone is looking for a big city to visit. Between San Diego and Nouadhibou, this person should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Nouadhibou'}
{'statement': 'Someone is looking for a big city to visit. Between Jakarta and Tauranga, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Tauranga'}
{'statement': 'Someone is looking for a big city to visit. Between Riyadh and Conakry, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Conakry'}
{'statement': 'Someone is looking for a big city to visit. Between Ankara and Damascus, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Damascus'}
{'statement': 'Someone is looking for a big city to visit. Between Berlin and Milan, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Milan'}
{'statement': 'Someone is looking for a big city to visit. Between Johannesburg and Baltimore, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Baltimore'}
{'statement': 'Someone is looking for a big city to visit. Between London and Yinchuan, this person should visit London.', 'answer': 'London', 'candidate': 'Yinchuan'}
{'statement': 'Someone is looking for a big city to visit. Between Houston and Lhasa, this person should visit Houston.', 'answer': 'Houston', 'candidate': 'Lhasa'}
{'statement': 'Someone is looking for a big city to visit. Between Phoenix and Dodoma, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Dodoma'}
{'statement': 'Someone is looking for a big city to visit. Between Shanghai and Manaus, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Manaus'}
{'statement': 'Someone is looking for a big city to visit. Between Minneapolis and Piura, this person should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Piura'}
{'statement': 'Someone is looking for a big city to visit. Between Baku and Reykjavík, this person should visit Baku.', 'answer': 'Baku', 'candidate': 'Reykjavík'}
{'statement': 'Someone is looking for a big city to visit. Between Medellín and Port Sudan, this person should visit Medellín.', 'answer': 'Medellín', 'candidate': 'Port Sudan'}
{'statement': 'Someone is looking for a big city to visit. Between Shanghai and Thiès, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Thiès'}
{'statement': 'Someone is looking for a big city to visit. Between Riyadh and Bujumbura, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Bujumbura'}
{'statement': 'Someone is looking for a big city to visit. Between Lima and Perth, this person should visit Lima.', 'answer': 'Lima', 'candidate': 'Perth'}
{'statement': 'Someone is looking for a big city to visit. Between Luanda and Tauranga, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Tauranga'}
{'statement': 'Someone is looking for a big city to visit. Between Hanoi and Entebbe, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Entebbe'}
{'statement': 'Someone is looking for a big city to visit. Between Manila and Tripoli, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Tripoli'}
{'statement': 'Someone is looking for a big city to visit. Between Guadalajara and Minneapolis, this person should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Minneapolis'}
{'statement': 'Someone is looking for a big city to visit. Between Bangkok and Bogotá, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Bogotá'}
{'statement': 'Someone is looking for a big city to visit. Between Los Angeles and Hanoi, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Hanoi'}
{'statement': 'Someone is looking for a big city to visit. Between Beijing and Tauranga, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Tauranga'}
{'statement': 'Someone is looking for a big city to visit. Between Hanoi and Irkutsk, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a big city to visit. Between Lahore and Ushuaia, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Ushuaia'}
{'statement': 'Someone is looking for a big city to visit. Between Alexandria and Belgrade, this person should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Belgrade'}
{'statement': 'Someone is looking for a big city to visit. Between Beijing and Palembang, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Palembang'}
{'statement': 'Someone is looking for a big city to visit. Between Berlin and Rangpur, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Rangpur'}
{'statement': 'Someone is looking for a big city to visit. Between Monterrey and Ségou, this person should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Ségou'}
{'statement': 'Someone is looking for a big city to visit. Between Houston and Viedma, this person should visit Houston.', 'answer': 'Houston', 'candidate': 'Viedma'}
{'statement': 'Someone is looking for a big city to visit. Between Cairo and Lomé, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Lomé'}
{'statement': 'Someone is looking for a big city to visit. Between Brisbane and Piura, this person should visit Brisbane.', 'answer': 'Brisbane', 'candidate': 'Piura'}
{'statement': 'Someone is looking for a big city to visit. Between Brasília and Frankfurt, this person should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Frankfurt'}
{'statement': 'Someone is looking for a big city to visit. Between Baghdad and Yerevan, this person should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Yerevan'}
{'statement': 'Someone is looking for a big city to visit. Between Chicago and Yakutsk, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Yakutsk'}
{'statement': 'Someone is looking for a big city to visit. Between Toronto and Sapporo, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Sapporo'}
{'statement': 'Someone is looking for a big city to visit. Between Moscow and Rangpur, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Rangpur'}
{'statement': 'Someone is looking for a big city to visit. Between Nairobi and Zürich, this person should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Zürich'}
{'statement': 'Someone is looking for a big city to visit. Between Hanoi and Toamasina, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Toamasina'}
{'statement': 'Someone is looking for a big city to visit. Between Karachi and Kunming, this person should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Kunming'}
{'statement': 'Someone is looking for a big city to visit. Between Lagos and Reykjavík, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Reykjavík'}
{'statement': 'Someone is looking for a big city to visit. Between Mexico City and Beirut, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Beirut'}
{'statement': 'Someone is looking for a big city to visit. Between Tampa and Durban, this person should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Durban'}
{'statement': 'Someone is looking for a big city to visit. Between Moscow and Yakutsk, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Yakutsk'}
{'statement': 'Someone is looking for a big city to visit. Between Bogotá and Ankara, this person should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a big city to visit. Between Lahore and Tashkent, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Tashkent'}
{'statement': 'Someone is looking for a big city to visit. Between Brasília and Suva, this person should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Suva'}
{'statement': 'Someone is looking for a big city to visit. Between Sydney and Willemstad, this person should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Willemstad'}
{'statement': 'Someone is looking for a big city to visit. Between London and San José, this person should visit London.', 'answer': 'London', 'candidate': 'San José'}
{'statement': 'Someone is looking for a big city to visit. Between Guangzhou and Bangkok, this person should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Bangkok'}
{'statement': 'Someone is looking for a big city to visit. Between Bogotá and Piura, this person should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Piura'}
{'statement': 'Someone is looking for a big city to visit. Between Rome and La Ceiba, this person should visit Rome.', 'answer': 'Rome', 'candidate': 'La Ceiba'}
{'statement': 'Someone is looking for a big city to visit. Between Lagos and Suva, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Suva'}
{'statement': 'Someone is looking for a big city to visit. Between Bangkok and Tashkent, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Tashkent'}
{'statement': 'Someone is looking for a big city to visit. Between Lima and Christchurch, this person should visit Lima.', 'answer': 'Lima', 'candidate': 'Christchurch'}
{'statement': 'Someone is looking for a big city to visit. Between Dar es Salaam and Bangui, this person should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Bangui'}
{'statement': 'Someone is looking for a big city to visit. Between Nairobi and Suwałki, this person should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Suwałki'}
{'statement': 'Someone is looking for a big city to visit. Between Chicago and Kuwait City, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Kuwait City'}
{'statement': 'Someone is looking for a big city to visit. Between Fukuoka and Cabo San Lucas, this person should visit Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'Cabo San Lucas'}
{'statement': 'Someone is looking for a big city to visit. Between Mumbai and Mendoza, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Mendoza'}
{'statement': 'Someone is looking for a big city to visit. Between Guangzhou and Punta Arenas, this person should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Punta Arenas'}
{'statement': 'Someone is looking for a big city to visit. Between Nairobi and Fianarantsoa, this person should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Fianarantsoa'}
{'statement': 'Someone is looking for a big city to visit. Between Ho Chi Minh City and Bogotá, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Bogotá'}
{'statement': 'Someone is looking for a big city to visit. Between Buenos Aires and Paramaribo, this person should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Paramaribo'}
{'statement': 'Someone is looking for a big city to visit. Between Brasília and Ouahigouya, this person should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Ouahigouya'}
{'statement': 'Someone is looking for a big city to visit. Between Mumbai and Albuquerque, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Albuquerque'}
{'statement': 'Someone is looking for a big city to visit. Between Santiago and Beirut, this person should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Beirut'}
{'statement': 'Someone is looking for a big city to visit. Between Sydney and San José, this person should visit Sydney.', 'answer': 'Sydney', 'candidate': 'San José'}
{'statement': 'Someone is looking for a big city to visit. Between Chicago and Alexandria, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Alexandria'}
{'statement': 'Someone is looking for a big city to visit. Between Guangzhou and Antsiranana, this person should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Antsiranana'}
{'statement': 'Someone is looking for a big city to visit. Between Lahore and Calgary, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Calgary'}
{'statement': 'Someone is looking for a big city to visit. Between Cairo and Aden, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Aden'}
{'statement': 'Someone is looking for a big city to visit. Between Chicago and Medellín, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Medellín'}
{'statement': 'Someone is looking for a big city to visit. Between Guangzhou and Yerevan, this person should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Yerevan'}
{'statement': 'Someone is looking for a big city to visit. Between Hanoi and Mendoza, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Mendoza'}
{'statement': 'Someone is looking for a big city to visit. Between Ürümqi and San Juan, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a big city to visit. Between Los Angeles and Kathmandu, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Kathmandu'}
{'statement': 'Someone is looking for a big city to visit. Between Riyadh and Darwin, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Darwin'}
{'statement': 'Someone is looking for a big city to visit. Between Bangkok and Baltimore, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Baltimore'}
{'statement': 'Someone is looking for a big city to visit. Between Baghdad and Auckland, this person should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Auckland'}
{'statement': 'Someone is looking for a big city to visit. Between Ankara and Hamilton, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Hamilton'}
{'statement': 'Someone is looking for a big city to visit. Between Buenos Aires and San Antonio, this person should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'San Antonio'}
{'statement': 'Someone is looking for a big city to visit. Between Alexandria and Brussels, this person should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Brussels'}
{'statement': 'Someone is looking for a big city to visit. Between Guangzhou and Brisbane, this person should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Brisbane'}
{'statement': 'Someone is looking for a big city to visit. Between Lahore and San José, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'San José'}
{'statement': 'Someone is looking for a big city to visit. Between Nairobi and Ulaanbaatar, this person should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a big city to visit. Between Guadalajara and Halifax, this person should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Halifax'}
{'statement': 'Someone is looking for a big city to visit. Between Surabaya and Palermo, this person should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Palermo'}
{'statement': 'Someone is looking for a big city to visit. Between Sydney and Malabo, this person should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Malabo'}
{'statement': 'Someone is looking for a big city to visit. Between Berlin and Oslo, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Oslo'}
{'statement': 'Someone is looking for a big city to visit. Between Los Angeles and Skopje, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Skopje'}
{'statement': 'Someone is looking for a big city to visit. Between Mumbai and Houston, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Houston'}
{'statement': 'Someone is looking for a big city to visit. Between Surabaya and Nur-Sultan, this person should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Nur-Sultan'}
{'statement': 'Someone is looking for a big city to visit. Between Mumbai and Milan, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Milan'}
{'statement': 'Someone is looking for a big city to visit. Between Algiers and Mahajanga, this person should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Mahajanga'}
{'statement': 'Someone is looking for a big city to visit. Between Mumbai and Surabaya, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Surabaya'}
{'statement': 'Someone is looking for a big city to visit. Between Toronto and Ouahigouya, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Ouahigouya'}
{'statement': 'Someone is looking for a big city to visit. Between Phoenix and Panama City, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Panama City'}
{'statement': 'Someone is looking for a big city to visit. Between San Diego and Dodoma, this person should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Dodoma'}
{'statement': 'Someone is looking for a big city to visit. Between Alexandria and Omaha, this person should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Omaha'}
{'statement': 'Someone is looking for a big city to visit. Between Jakarta and Baltimore, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Baltimore'}
{'statement': 'Someone is looking for a big city to visit. Between Johannesburg and Milwaukee, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Milwaukee'}
{'statement': 'Someone is looking for a big city to visit. Between Buenos Aires and Kunming, this person should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Kunming'}
{'statement': 'Someone is looking for a big city to visit. Between Ho Chi Minh City and El Paso, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'El Paso'}
{'statement': 'Someone is looking for a big city to visit. Between Alexandria and Kampala, this person should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Kampala'}
{'statement': 'Someone is looking for a big city to visit. Between Phnom Penh and Campos do Jordão, this person should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Campos do Jordão'}
{'statement': 'Someone is looking for a big city to visit. Between Monterrey and Belgrade, this person should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Belgrade'}
{'statement': 'Someone is looking for a big city to visit. Between Tampa and Sokoto, this person should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Sokoto'}
{'statement': 'Someone is looking for a big city to visit. Between Riyadh and Panama City, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Panama City'}
{'statement': 'Someone is looking for a big city to visit. Between Karachi and Lyon, this person should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Lyon'}
{'statement': 'Someone is looking for a big city to visit. Between Kano and Fianarantsoa, this person should visit Kano.', 'answer': 'Kano', 'candidate': 'Fianarantsoa'}
{'statement': 'Someone is looking for a big city to visit. Between Ankara and Bata, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Bata'}
{'statement': 'Someone is looking for a big city to visit. Between Johannesburg and Lusaka, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Lusaka'}
{'statement': 'Someone is looking for a big city to visit. Between Cairo and Hanoi, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Hanoi'}
{'statement': 'Someone is looking for a big city to visit. Between Douala and Punta Arenas, this person should visit Douala.', 'answer': 'Douala', 'candidate': 'Punta Arenas'}
{'statement': 'Someone is looking for a big city to visit. Between Mumbai and Rangpur, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Rangpur'}
{'statement': 'Someone is looking for a big city to visit. Between Surabaya and Kampala, this person should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Kampala'}
{'statement': 'Someone is looking for a big city to visit. Between Baghdad and Halifax, this person should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Halifax'}
{'statement': 'Someone is looking for a big city to visit. Between Ankara and Fairbanks, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Fairbanks'}
{'statement': 'Someone is looking for a big city to visit. Between Algiers and Tauranga, this person should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Tauranga'}
{'statement': 'Someone is looking for a big city to visit. Between Paris and Albuquerque, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Albuquerque'}
{'statement': 'Someone is looking for a big city to visit. Between Chicago and Vladivostok, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Vladivostok'}
{'statement': 'Someone is looking for a big city to visit. Between Chicago and Fukuoka, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Fukuoka'}
{'statement': 'Someone is looking for a big city to visit. Between Minneapolis and Podgorica, this person should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Podgorica'}
{'statement': 'Someone is looking for a big city to visit. Between Bogotá and Erbil, this person should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Erbil'}
{'statement': 'Someone is looking for a big city to visit. Between Manila and Valencia, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Valencia'}
{'statement': 'Someone is looking for a big city to visit. Between Kunming and Bucharest, this person should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Bucharest'}
{'statement': 'Someone is looking for a big city to visit. Between Mexico City and Denver, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Denver'}
{'statement': 'Someone is looking for a big city to visit. Between Los Angeles and Florianópolis, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Florianópolis'}
{'statement': 'Someone is looking for a big city to visit. Between Kuwait City and La Serena, this person should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'La Serena'}
{'statement': 'Someone is looking for a big city to visit. Between Beijing and Bishkek, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Bishkek'}
{'statement': 'Someone is looking for a big city to visit. Between Santiago and Minneapolis, this person should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Minneapolis'}
{'statement': 'Someone is looking for a big city to visit. Between Tampa and Saskatoon, this person should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Saskatoon'}
{'statement': 'Someone is looking for a big city to visit. Between Paris and Kampala, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Kampala'}
{'statement': 'Someone is looking for a big city to visit. Between Nairobi and Halifax, this person should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Halifax'}
{'statement': 'Someone is looking for a big city to visit. Between Alexandria and Christchurch, this person should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Christchurch'}
{'statement': 'Someone is looking for a big city to visit. Between Sydney and Tauranga, this person should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Tauranga'}
{'statement': 'Someone is looking for a big city to visit. Between Shanghai and Dodoma, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Dodoma'}
{'statement': 'Someone is looking for a big city to visit. Between Los Angeles and Rabat, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Rabat'}
{'statement': 'Someone is looking for a big city to visit. Between Berlin and Copenhagen, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Copenhagen'}
{'statement': 'Someone is looking for a big city to visit. Between Ho Chi Minh City and Willemstad, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Willemstad'}
{'statement': 'Someone is looking for a big city to visit. Between Nairobi and Bujumbura, this person should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Bujumbura'}
{'statement': 'Someone is looking for a big city to visit. Between Kuwait City and Beirut, this person should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Beirut'}
{'statement': 'Someone is looking for a big city to visit. Between Houston and Omaha, this person should visit Houston.', 'answer': 'Houston', 'candidate': 'Omaha'}
{'statement': 'Someone is looking for a big city to visit. Between Guadalajara and Florianópolis, this person should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Florianópolis'}
{'statement': 'Someone is looking for a big city to visit. Between Manila and Kuwait City, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Kuwait City'}
{'statement': 'Someone is looking for a big city to visit. Between Bangkok and Zürich, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Zürich'}
{'statement': 'Someone is looking for a big city to visit. Between Hanoi and Tirana, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Tirana'}
{'statement': 'Someone is looking for a big city to visit. Between Shanghai and Tampa, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Tampa'}
{'statement': 'Someone is looking for a big city to visit. Between Buenos Aires and Bucharest, this person should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Bucharest'}
{'statement': 'Someone is looking for a big city to visit. Between Hanoi and Fairbanks, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Fairbanks'}
{'statement': 'Someone is looking for a big city to visit. Between Guadalajara and Christchurch, this person should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Christchurch'}
