{'statement': 'You are looking for a small city to visit. Between Nairobi and Vientiane, you should visit Vientiane.', 'answer': 'Vientiane', 'candidate': 'Nairobi'}
{'statement': 'You are looking for a small city to visit. Between La Ceiba and Karachi, you should visit La Ceiba.', 'answer': 'La Ceiba', 'candidate': 'Karachi'}
{'statement': 'You are looking for a small city to visit. Between Toamasina and Douala, you should visit Toamasina.', 'answer': 'Toamasina', 'candidate': 'Douala'}
{'statement': 'You are looking for a small city to visit. Between Pontianak and Paris, you should visit Pontianak.', 'answer': 'Pontianak', 'candidate': 'Paris'}
{'statement': 'You are looking for a small city to visit. Between Paramaribo and Karachi, you should visit Paramaribo.', 'answer': 'Paramaribo', 'candidate': 'Karachi'}
{'statement': 'You are looking for a small city to visit. Between Guadalajara and Viedma, you should visit Viedma.', 'answer': 'Viedma', 'candidate': 'Guadalajara'}
{'statement': 'You are looking for a small city to visit. Between Shanghai and Anchorage, you should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Shanghai'}
{'statement': 'You are looking for a small city to visit. Between Lima and La Serena, you should visit La Serena.', 'answer': 'La Serena', 'candidate': 'Lima'}
{'statement': 'You are looking for a small city to visit. Between Alexandria and Lisbon, you should visit Lisbon.', 'answer': 'Lisbon', 'candidate': 'Alexandria'}
{'statement': 'You are looking for a small city to visit. Between Monterrey and Oslo, you should visit Oslo.', 'answer': 'Oslo', 'candidate': 'Monterrey'}
{'statement': 'You are looking for a small city to visit. Between Jakarta and Lusaka, you should visit Lusaka.', 'answer': 'Lusaka', 'candidate': 'Jakarta'}
{'statement': 'You are looking for a small city to visit. Between Houston and Nouadhibou, you should visit Nouadhibou.', 'answer': 'Nouadhibou', 'candidate': 'Houston'}
{'statement': 'You are looking for a small city to visit. Between Cotonou and Ürümqi, you should visit Cotonou.', 'answer': 'Cotonou', 'candidate': 'Ürümqi'}
{'statement': 'You are looking for a small city to visit. Between Los Angeles and Viedma, you should visit Viedma.', 'answer': 'Viedma', 'candidate': 'Los Angeles'}
{'statement': 'You are looking for a small city to visit. Between Houston and Bamako, you should visit Bamako.', 'answer': 'Bamako', 'candidate': 'Houston'}
{'statement': 'You are looking for a small city to visit. Between Lomé and Kabul, you should visit Lomé.', 'answer': 'Lomé', 'candidate': 'Kabul'}
{'statement': 'You are looking for a small city to visit. Between Palmerston North and Riyadh, you should visit Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Riyadh'}
{'statement': 'You are looking for a small city to visit. Between Kabul and Antofagasta, you should visit Antofagasta.', 'answer': 'Antofagasta', 'candidate': 'Kabul'}
{'statement': 'You are looking for a small city to visit. Between Brasília and Anchorage, you should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Brasília'}
{'statement': 'You are looking for a small city to visit. Between Halifax and Surabaya, you should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Surabaya'}
{'statement': 'You are looking for a small city to visit. Between Los Angeles and Bangui, you should visit Bangui.', 'answer': 'Bangui', 'candidate': 'Los Angeles'}
{'statement': 'You are looking for a small city to visit. Between Denver and Bujumbura, you should visit Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Denver'}
{'statement': 'You are looking for a small city to visit. Between Paris and Lviv, you should visit Lviv.', 'answer': 'Lviv', 'candidate': 'Paris'}
{'statement': 'You are looking for a small city to visit. Between Christchurch and Riyadh, you should visit Christchurch.', 'answer': 'Christchurch', 'candidate': 'Riyadh'}
{'statement': 'You are looking for a small city to visit. Between Curitiba and Nairobi, you should visit Curitiba.', 'answer': 'Curitiba', 'candidate': 'Nairobi'}
{'statement': 'You are looking for a small city to visit. Between Shanghai and Cotonou, you should visit Cotonou.', 'answer': 'Cotonou', 'candidate': 'Shanghai'}
{'statement': 'You are looking for a small city to visit. Between Sacramento and Mumbai, you should visit Sacramento.', 'answer': 'Sacramento', 'candidate': 'Mumbai'}
{'statement': 'You are looking for a small city to visit. Between Suwałki and Guadalajara, you should visit Suwałki.', 'answer': 'Suwałki', 'candidate': 'Guadalajara'}
{'statement': 'You are looking for a small city to visit. Between Napier and Buenos Aires, you should visit Napier.', 'answer': 'Napier', 'candidate': 'Buenos Aires'}
{'statement': 'You are looking for a small city to visit. Between Murmansk and Mexico City, you should visit Murmansk.', 'answer': 'Murmansk', 'candidate': 'Mexico City'}
{'statement': 'You are looking for a small city to visit. Between Upington and Lahore, you should visit Upington.', 'answer': 'Upington', 'candidate': 'Lahore'}
{'statement': 'You are looking for a small city to visit. Between Melbourne and Erbil, you should visit Erbil.', 'answer': 'Erbil', 'candidate': 'Melbourne'}
{'statement': 'You are looking for a small city to visit. Between Bujumbura and Hanoi, you should visit Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Hanoi'}
{'statement': 'You are looking for a small city to visit. Between Moscow and Murmansk, you should visit Murmansk.', 'answer': 'Murmansk', 'candidate': 'Moscow'}
{'statement': 'You are looking for a small city to visit. Between Port Sudan and Kabul, you should visit Port Sudan.', 'answer': 'Port Sudan', 'candidate': 'Kabul'}
{'statement': 'You are looking for a small city to visit. Between Guangzhou and Suwałki, you should visit Suwałki.', 'answer': 'Suwałki', 'candidate': 'Guangzhou'}
{'statement': 'You are looking for a small city to visit. Between Sacramento and Jakarta, you should visit Sacramento.', 'answer': 'Sacramento', 'candidate': 'Jakarta'}
{'statement': 'You are looking for a small city to visit. Between Porto Alegre and Luanda, you should visit Porto Alegre.', 'answer': 'Porto Alegre', 'candidate': 'Luanda'}
{'statement': 'You are looking for a small city to visit. Between Conakry and Dar es Salaam, you should visit Conakry.', 'answer': 'Conakry', 'candidate': 'Dar es Salaam'}
