{'statement': 'Someone is looking for a city with warm weather. Between Anchorage and Tampa, this person should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Anchorage'}
{'statement': 'Someone is looking for a city with warm weather. Between Bogotá and Makurdi, this person should visit Makurdi.', 'answer': 'Makurdi', 'candidate': 'Bogotá'}
{'statement': 'Someone is looking for a city with warm weather. Between Ottawa and Luanda, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Ottawa'}
{'statement': 'Someone is looking for a city with warm weather. Between Kabul and Ho Chi Minh City, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Kabul'}
{'statement': 'Someone is looking for a city with warm weather. Between Belize City and Irkutsk, this person should visit Belize City.', 'answer': 'Belize City', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Moscow and Douala, this person should visit Douala.', 'answer': 'Douala', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a city with warm weather. Between Lake Havasu City and Boise, this person should visit Lake Havasu City.', 'answer': 'Lake Havasu City', 'candidate': 'Boise'}
{'statement': 'Someone is looking for a city with warm weather. Between San Juan and Beijing, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Beijing'}
{'statement': 'Someone is looking for a city with warm weather. Between Valencia and Ottawa, this person should visit Valencia.', 'answer': 'Valencia', 'candidate': 'Ottawa'}
{'statement': 'Someone is looking for a city with warm weather. Between Manila and Kansas City, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Kansas City'}
{'statement': 'Someone is looking for a city with warm weather. Between Douala and Tirana, this person should visit Douala.', 'answer': 'Douala', 'candidate': 'Tirana'}
{'statement': 'Someone is looking for a city with warm weather. Between Nairobi and Wau, this person should visit Wau.', 'answer': 'Wau', 'candidate': 'Nairobi'}
{'statement': 'Someone is looking for a city with warm weather. Between La Serena and Piura, this person should visit Piura.', 'answer': 'Piura', 'candidate': 'La Serena'}
{'statement': 'Someone is looking for a city with warm weather. Between Almaty and Kingston, this person should visit Kingston.', 'answer': 'Kingston', 'candidate': 'Almaty'}
{'statement': 'Someone is looking for a city with warm weather. Between Perth and Lhasa, this person should visit Perth.', 'answer': 'Perth', 'candidate': 'Lhasa'}
{'statement': 'Someone is looking for a city with warm weather. Between Ankara and Bujumbura, this person should visit Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a city with warm weather. Between Ho Chi Minh City and Fukuoka, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Fukuoka'}
{'statement': 'Someone is looking for a city with warm weather. Between Melbourne and Bamako, this person should visit Bamako.', 'answer': 'Bamako', 'candidate': 'Melbourne'}
{'statement': 'Someone is looking for a city with warm weather. Between Kabul and Lahore, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Kabul'}
{'statement': 'Someone is looking for a city with warm weather. Between Manila and Palmerston North, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Palmerston North'}
{'statement': 'Someone is looking for a city with warm weather. Between Milwaukee and Cairo, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Milwaukee'}
{'statement': 'Someone is looking for a city with warm weather. Between Mexicali and Beijing, this person should visit Mexicali.', 'answer': 'Mexicali', 'candidate': 'Beijing'}
{'statement': 'Someone is looking for a city with warm weather. Between Wellington and Conakry, this person should visit Conakry.', 'answer': 'Conakry', 'candidate': 'Wellington'}
{'statement': 'Someone is looking for a city with warm weather. Between Belize City and Albuquerque, this person should visit Belize City.', 'answer': 'Belize City', 'candidate': 'Albuquerque'}
{'statement': 'Someone is looking for a city with warm weather. Between Djibouti and Melbourne, this person should visit Djibouti.', 'answer': 'Djibouti', 'candidate': 'Melbourne'}
{'statement': 'Someone is looking for a city with warm weather. Between Napier and Dar es Salaam, this person should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Napier'}
{'statement': 'Someone is looking for a city with warm weather. Between Djibouti and Milwaukee, this person should visit Djibouti.', 'answer': 'Djibouti', 'candidate': 'Milwaukee'}
{'statement': 'Someone is looking for a city with warm weather. Between Lisbon and Pontianak, this person should visit Pontianak.', 'answer': 'Pontianak', 'candidate': 'Lisbon'}
{'statement': 'Someone is looking for a city with warm weather. Between Karachi and Paris, this person should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a city with warm weather. Between Ouahigouya and Kathmandu, this person should visit Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Kathmandu'}
{'statement': 'Someone is looking for a city with warm weather. Between Cotonou and Rome, this person should visit Cotonou.', 'answer': 'Cotonou', 'candidate': 'Rome'}
{'statement': 'Someone is looking for a city with warm weather. Between Saint Petersburg and Rosario, this person should visit Rosario.', 'answer': 'Rosario', 'candidate': 'Saint Petersburg'}
{'statement': 'Someone is looking for a city with warm weather. Between Asmara and Kingston, this person should visit Kingston.', 'answer': 'Kingston', 'candidate': 'Asmara'}
{'statement': 'Someone is looking for a city with warm weather. Between Parakou and Vladivostok, this person should visit Parakou.', 'answer': 'Parakou', 'candidate': 'Vladivostok'}
{'statement': 'Someone is looking for a city with warm weather. Between Kingston and Vienna, this person should visit Kingston.', 'answer': 'Kingston', 'candidate': 'Vienna'}
{'statement': 'Someone is looking for a city with warm weather. Between Dodoma and Lyon, this person should visit Dodoma.', 'answer': 'Dodoma', 'candidate': 'Lyon'}
{'statement': 'Someone is looking for a city with warm weather. Between Kuopio and Toamasina, this person should visit Toamasina.', 'answer': 'Toamasina', 'candidate': 'Kuopio'}
{'statement': 'Someone is looking for a city with warm weather. Between London and Ségou, this person should visit Ségou.', 'answer': 'Ségou', 'candidate': 'London'}
{'statement': 'Someone is looking for a city with warm weather. Between Bamako and Johannesburg, this person should visit Bamako.', 'answer': 'Bamako', 'candidate': 'Johannesburg'}
{'statement': 'Someone is looking for a city with warm weather. Between Malabo and Kansas City, this person should visit Malabo.', 'answer': 'Malabo', 'candidate': 'Kansas City'}
{'statement': 'Someone is looking for a city with warm weather. Between Brussels and Brasília, this person should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Brussels'}
{'statement': 'Someone is looking for a city with warm weather. Between Bergen and Luanda, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Bergen'}
{'statement': 'Someone is looking for a city with warm weather. Between Ulaanbaatar and Nouakchott, this person should visit Nouakchott.', 'answer': 'Nouakchott', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a city with warm weather. Between Saint Petersburg and Goiânia, this person should visit Goiânia.', 'answer': 'Goiânia', 'candidate': 'Saint Petersburg'}
{'statement': 'Someone is looking for a city with warm weather. Between Pittsburgh and Mahajanga, this person should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Pittsburgh'}
{'statement': 'Someone is looking for a city with warm weather. Between Yinchuan and Kampala, this person should visit Kampala.', 'answer': 'Kampala', 'candidate': 'Yinchuan'}
{'statement': 'Someone is looking for a city with warm weather. Between San Salvador and Canberra, this person should visit San Salvador.', 'answer': 'San Salvador', 'candidate': 'Canberra'}
{'statement': 'Someone is looking for a city with warm weather. Between La Ceiba and Río Gallegos, this person should visit La Ceiba.', 'answer': 'La Ceiba', 'candidate': 'Río Gallegos'}
{'statement': 'Someone is looking for a city with warm weather. Between Mandalay and Podgorica, this person should visit Mandalay.', 'answer': 'Mandalay', 'candidate': 'Podgorica'}
{'statement': 'Someone is looking for a city with warm weather. Between Ségou and Changsha, this person should visit Ségou.', 'answer': 'Ségou', 'candidate': 'Changsha'}
{'statement': 'Someone is looking for a city with warm weather. Between Saint Petersburg and Phoenix, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Saint Petersburg'}
{'statement': 'Someone is looking for a city with warm weather. Between Wau and Quito, this person should visit Wau.', 'answer': 'Wau', 'candidate': 'Quito'}
{'statement': 'Someone is looking for a city with warm weather. Between Fairbanks and Rome, this person should visit Rome.', 'answer': 'Rome', 'candidate': 'Fairbanks'}
{'statement': 'Someone is looking for a city with warm weather. Between Oslo and Córdoba, this person should visit Córdoba.', 'answer': 'Córdoba', 'candidate': 'Oslo'}
{'statement': 'Someone is looking for a city with warm weather. Between Manila and Fairbanks, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Fairbanks'}
{'statement': 'Someone is looking for a city with warm weather. Between Bahía Blanca and Ho Chi Minh City, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Bahía Blanca'}
{'statement': 'Someone is looking for a city with warm weather. Between Jakarta and Paris, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a city with warm weather. Between Zagreb and Garissa, this person should visit Garissa.', 'answer': 'Garissa', 'candidate': 'Zagreb'}
{'statement': 'Someone is looking for a city with warm weather. Between Chicago and Riyadh, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Chicago'}
{'statement': 'Someone is looking for a city with warm weather. Between Riyadh and Ushuaia, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Ushuaia'}
{'statement': 'Someone is looking for a city with warm weather. Between Baltimore and Managua, this person should visit Managua.', 'answer': 'Managua', 'candidate': 'Baltimore'}
{'statement': 'Someone is looking for a city with warm weather. Between Palembang and Bogotá, this person should visit Palembang.', 'answer': 'Palembang', 'candidate': 'Bogotá'}
{'statement': 'Someone is looking for a city with warm weather. Between Vientiane and Yakutsk, this person should visit Vientiane.', 'answer': 'Vientiane', 'candidate': 'Yakutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Christchurch and Niamey, this person should visit Niamey.', 'answer': 'Niamey', 'candidate': 'Christchurch'}
{'statement': 'Someone is looking for a city with warm weather. Between Manaus and Omaha, this person should visit Manaus.', 'answer': 'Manaus', 'candidate': 'Omaha'}
{'statement': 'Someone is looking for a city with warm weather. Between Surabaya and Milwaukee, this person should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Milwaukee'}
{'statement': 'Someone is looking for a city with warm weather. Between Yaoundé and Bucharest, this person should visit Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Bucharest'}
{'statement': 'Someone is looking for a city with warm weather. Between Ushuaia and Conakry, this person should visit Conakry.', 'answer': 'Conakry', 'candidate': 'Ushuaia'}
{'statement': 'Someone is looking for a city with warm weather. Between Copenhagen and Maputo, this person should visit Maputo.', 'answer': 'Maputo', 'candidate': 'Copenhagen'}
{'statement': 'Someone is looking for a city with warm weather. Between Cairo and Bergen, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Bergen'}
{'statement': 'Someone is looking for a city with warm weather. Between Minneapolis and Honolulu, this person should visit Honolulu.', 'answer': 'Honolulu', 'candidate': 'Minneapolis'}
{'statement': 'Someone is looking for a city with warm weather. Between Tucson and Pittsburgh, this person should visit Tucson.', 'answer': 'Tucson', 'candidate': 'Pittsburgh'}
{'statement': 'Someone is looking for a city with warm weather. Between Lyon and Willemstad, this person should visit Willemstad.', 'answer': 'Willemstad', 'candidate': 'Lyon'}
{'statement': 'Someone is looking for a city with warm weather. Between Ouahigouya and Kabul, this person should visit Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Kabul'}
{'statement': 'Someone is looking for a city with warm weather. Between San Juan and Rome, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Rome'}
{'statement': 'Someone is looking for a city with warm weather. Between Sokoto and Algiers, this person should visit Sokoto.', 'answer': 'Sokoto', 'candidate': 'Algiers'}
{'statement': 'Someone is looking for a city with warm weather. Between Frankfurt and Palembang, this person should visit Palembang.', 'answer': 'Palembang', 'candidate': 'Frankfurt'}
{'statement': 'Someone is looking for a city with warm weather. Between Yerevan and Yakutsk, this person should visit Yerevan.', 'answer': 'Yerevan', 'candidate': 'Yakutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Monterrey and Saskatoon, this person should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Saskatoon'}
{'statement': 'Someone is looking for a city with warm weather. Between La Ceiba and Almaty, this person should visit La Ceiba.', 'answer': 'La Ceiba', 'candidate': 'Almaty'}
{'statement': 'Someone is looking for a city with warm weather. Between Bergen and Surabaya, this person should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Bergen'}
{'statement': 'Someone is looking for a city with warm weather. Between Cotonou and Lhasa, this person should visit Cotonou.', 'answer': 'Cotonou', 'candidate': 'Lhasa'}
{'statement': 'Someone is looking for a city with warm weather. Between Barranquilla and Campos do Jordão, this person should visit Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Campos do Jordão'}
{'statement': 'Someone is looking for a city with warm weather. Between Bata and Novosibirsk, this person should visit Bata.', 'answer': 'Bata', 'candidate': 'Novosibirsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Curitiba and Anchorage, this person should visit Curitiba.', 'answer': 'Curitiba', 'candidate': 'Anchorage'}
{'statement': 'Someone is looking for a city with warm weather. Between Bratislava and Honolulu, this person should visit Honolulu.', 'answer': 'Honolulu', 'candidate': 'Bratislava'}
{'statement': 'Someone is looking for a city with warm weather. Between Cabo San Lucas and Chicago, this person should visit Cabo San Lucas.', 'answer': 'Cabo San Lucas', 'candidate': 'Chicago'}
{'statement': 'Someone is looking for a city with warm weather. Between Zürich and Toamasina, this person should visit Toamasina.', 'answer': 'Toamasina', 'candidate': 'Zürich'}
{'statement': 'Someone is looking for a city with warm weather. Between Campos do Jordão and Honolulu, this person should visit Honolulu.', 'answer': 'Honolulu', 'candidate': 'Campos do Jordão'}
{'statement': 'Someone is looking for a city with warm weather. Between Lyon and Lake Havasu City, this person should visit Lake Havasu City.', 'answer': 'Lake Havasu City', 'candidate': 'Lyon'}
{'statement': 'Someone is looking for a city with warm weather. Between Palembang and Omaha, this person should visit Palembang.', 'answer': 'Palembang', 'candidate': 'Omaha'}
{'statement': 'Someone is looking for a city with warm weather. Between Ouahigouya and Valencia, this person should visit Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Valencia'}
{'statement': 'Someone is looking for a city with warm weather. Between Hanoi and Nur-Sultan, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Nur-Sultan'}
{'statement': 'Someone is looking for a city with warm weather. Between Murmansk and Kuwait City, this person should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Murmansk'}
{'statement': 'Someone is looking for a city with warm weather. Between La Paz and Omaha, this person should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Omaha'}
{'statement': 'Someone is looking for a city with warm weather. Between Brisbane and Ulaanbaatar, this person should visit Brisbane.', 'answer': 'Brisbane', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a city with warm weather. Between Rome and Garissa, this person should visit Garissa.', 'answer': 'Garissa', 'candidate': 'Rome'}
{'statement': 'Someone is looking for a city with warm weather. Between Lahore and Omaha, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Omaha'}
{'statement': 'Someone is looking for a city with warm weather. Between Juba and Melbourne, this person should visit Juba.', 'answer': 'Juba', 'candidate': 'Melbourne'}
{'statement': 'Someone is looking for a city with warm weather. Between Amsterdam and Caracas, this person should visit Caracas.', 'answer': 'Caracas', 'candidate': 'Amsterdam'}
{'statement': 'Someone is looking for a city with warm weather. Between Karachi and Reykjavík, this person should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Reykjavík'}
{'statement': 'Someone is looking for a city with warm weather. Between La Paz and Moscow, this person should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a city with warm weather. Between Toliara and Bishkek, this person should visit Toliara.', 'answer': 'Toliara', 'candidate': 'Bishkek'}
{'statement': 'Someone is looking for a city with warm weather. Between Karachi and Copenhagen, this person should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Copenhagen'}
{'statement': 'Someone is looking for a city with warm weather. Between Zürich and Erbil, this person should visit Erbil.', 'answer': 'Erbil', 'candidate': 'Zürich'}
{'statement': 'Someone is looking for a city with warm weather. Between Toliara and Ankara, this person should visit Toliara.', 'answer': 'Toliara', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a city with warm weather. Between Río Gallegos and Harare, this person should visit Harare.', 'answer': 'Harare', 'candidate': 'Río Gallegos'}
{'statement': 'Someone is looking for a city with warm weather. Between Irkutsk and Shanghai, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Yakutsk and Lviv, this person should visit Lviv.', 'answer': 'Lviv', 'candidate': 'Yakutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Córdoba and Bangkok, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Córdoba'}
{'statement': 'Someone is looking for a city with warm weather. Between Erzurum and Darwin, this person should visit Darwin.', 'answer': 'Darwin', 'candidate': 'Erzurum'}
{'statement': 'Someone is looking for a city with warm weather. Between Conakry and Calgary, this person should visit Conakry.', 'answer': 'Conakry', 'candidate': 'Calgary'}
{'statement': 'Someone is looking for a city with warm weather. Between Mandalay and Ljubljana, this person should visit Mandalay.', 'answer': 'Mandalay', 'candidate': 'Ljubljana'}
{'statement': 'Someone is looking for a city with warm weather. Between Karachi and Zagreb, this person should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Zagreb'}
{'statement': 'Someone is looking for a city with warm weather. Between Darwin and Vladivostok, this person should visit Darwin.', 'answer': 'Darwin', 'candidate': 'Vladivostok'}
{'statement': 'Someone is looking for a city with warm weather. Between La Paz and Minsk, this person should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Minsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Nairobi and Bergen, this person should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Bergen'}
{'statement': 'Someone is looking for a city with warm weather. Between Fairbanks and London, this person should visit London.', 'answer': 'London', 'candidate': 'Fairbanks'}
{'statement': 'Someone is looking for a city with warm weather. Between Durban and Moscow, this person should visit Durban.', 'answer': 'Durban', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a city with warm weather. Between Tabora and Ulaanbaatar, this person should visit Tabora.', 'answer': 'Tabora', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a city with warm weather. Between San Juan and Novosibirsk, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Novosibirsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Calgary and Bogotá, this person should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Calgary'}
{'statement': 'Someone is looking for a city with warm weather. Between Belize City and Tashkent, this person should visit Belize City.', 'answer': 'Belize City', 'candidate': 'Tashkent'}
{'statement': 'Someone is looking for a city with warm weather. Between Albuquerque and Antsiranana, this person should visit Antsiranana.', 'answer': 'Antsiranana', 'candidate': 'Albuquerque'}
{'statement': 'Someone is looking for a city with warm weather. Between Bujumbura and Toronto, this person should visit Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Toronto'}
{'statement': 'Someone is looking for a city with warm weather. Between Nouakchott and Melbourne, this person should visit Nouakchott.', 'answer': 'Nouakchott', 'candidate': 'Melbourne'}
{'statement': 'Someone is looking for a city with warm weather. Between Mumbai and Hobart, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Hobart'}
{'statement': 'Someone is looking for a city with warm weather. Between Moscow and Buenos Aires, this person should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a city with warm weather. Between Yerevan and Ulaanbaatar, this person should visit Yerevan.', 'answer': 'Yerevan', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a city with warm weather. Between San Juan and Melbourne, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Melbourne'}
{'statement': 'Someone is looking for a city with warm weather. Between Chihuahua and Vladivostok, this person should visit Chihuahua.', 'answer': 'Chihuahua', 'candidate': 'Vladivostok'}
{'statement': 'Someone is looking for a city with warm weather. Between Djibouti and Vladivostok, this person should visit Djibouti.', 'answer': 'Djibouti', 'candidate': 'Vladivostok'}
