{'statement': 'Between Baghdad and Ségou, the city with a larger population is Baghdad.', 'answer': 'Baghdad', 'candidate': 'Ségou'}
{'statement': 'Between Beijing and Mahajanga, the city with a larger population is Beijing.', 'answer': 'Beijing', 'candidate': 'Mahajanga'}
{'statement': 'Between Lahore and Kingston, the city with a larger population is Lahore.', 'answer': 'Lahore', 'candidate': 'Kingston'}
{'statement': 'Between Bangkok and Napier, the city with a larger population is Bangkok.', 'answer': 'Bangkok', 'candidate': 'Napier'}
{'statement': 'Between Nairobi and Cotonou, the city with a larger population is Nairobi.', 'answer': 'Nairobi', 'candidate': 'Cotonou'}
{'statement': 'Between Berlin and Viedma, the city with a larger population is Berlin.', 'answer': 'Berlin', 'candidate': 'Viedma'}
{'statement': 'Between Moscow and Kabul, the city with a larger population is Moscow.', 'answer': 'Moscow', 'candidate': 'Kabul'}
{'statement': 'Between Chicago and Garoua, the city with a larger population is Chicago.', 'answer': 'Chicago', 'candidate': 'Garoua'}
{'statement': 'Between Luanda and Rangpur, the city with a larger population is Luanda.', 'answer': 'Luanda', 'candidate': 'Rangpur'}
{'statement': 'Between Brisbane and Yakutsk, the city with a larger population is Brisbane.', 'answer': 'Brisbane', 'candidate': 'Yakutsk'}
{'statement': 'Between Tampa and Bratislava, the city with a larger population is Tampa.', 'answer': 'Tampa', 'candidate': 'Bratislava'}
{'statement': 'Between Surabaya and Addis Ababa, the city with a larger population is Surabaya.', 'answer': 'Surabaya', 'candidate': 'Addis Ababa'}
{'statement': 'Between Houston and Baku, the city with a larger population is Houston.', 'answer': 'Houston', 'candidate': 'Baku'}
{'statement': 'Between Kano and Saskatoon, the city with a larger population is Kano.', 'answer': 'Kano', 'candidate': 'Saskatoon'}
{'statement': 'Between Manila and Nouadhibou, the city with a larger population is Manila.', 'answer': 'Manila', 'candidate': 'Nouadhibou'}
{'statement': 'Between Berlin and San José, the city with a larger population is Berlin.', 'answer': 'Berlin', 'candidate': 'San José'}
{'statement': 'Between Addis Ababa and Hobart, the city with a larger population is Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Hobart'}
{'statement': 'Between Jakarta and Cabo San Lucas, the city with a larger population is Jakarta.', 'answer': 'Jakarta', 'candidate': 'Cabo San Lucas'}
{'statement': 'Between Denver and Fairbanks, the city with a larger population is Denver.', 'answer': 'Denver', 'candidate': 'Fairbanks'}
{'statement': 'Between Jakarta and Surabaya, the city with a larger population is Jakarta.', 'answer': 'Jakarta', 'candidate': 'Surabaya'}
{'statement': 'Between Moscow and Barranquilla, the city with a larger population is Moscow.', 'answer': 'Moscow', 'candidate': 'Barranquilla'}
{'statement': 'Between Kuwait City and Sokoto, the city with a larger population is Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Sokoto'}
{'statement': 'Between Mumbai and Willemstad, the city with a larger population is Mumbai.', 'answer': 'Mumbai', 'candidate': 'Willemstad'}
{'statement': 'Between Dar es Salaam and Bishkek, the city with a larger population is Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Bishkek'}
{'statement': 'Between Surabaya and Minneapolis, the city with a larger population is Surabaya.', 'answer': 'Surabaya', 'candidate': 'Minneapolis'}
{'statement': 'Between Phnom Penh and Viedma, the city with a larger population is Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Viedma'}
{'statement': 'Between Mumbai and Pretoria, the city with a larger population is Mumbai.', 'answer': 'Mumbai', 'candidate': 'Pretoria'}
{'statement': 'Between Beijing and Yinchuan, the city with a larger population is Beijing.', 'answer': 'Beijing', 'candidate': 'Yinchuan'}
{'statement': 'Between Addis Ababa and Antofagasta, the city with a larger population is Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Antofagasta'}
{'statement': 'Between Lagos and Anchorage, the city with a larger population is Lagos.', 'answer': 'Lagos', 'candidate': 'Anchorage'}
{'statement': 'Between Guangzhou and Toronto, the city with a larger population is Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Toronto'}
{'statement': 'Between Cairo and Dublin, the city with a larger population is Cairo.', 'answer': 'Cairo', 'candidate': 'Dublin'}
{'statement': 'Between Denver and Copenhagen, the city with a larger population is Denver.', 'answer': 'Denver', 'candidate': 'Copenhagen'}
{'statement': 'Between Chicago and Harare, the city with a larger population is Chicago.', 'answer': 'Chicago', 'candidate': 'Harare'}
{'statement': 'Between London and Thiès, the city with a larger population is London.', 'answer': 'London', 'candidate': 'Thiès'}
{'statement': 'Between Ankara and Lyon, the city with a larger population is Ankara.', 'answer': 'Ankara', 'candidate': 'Lyon'}
{'statement': 'Between Dar es Salaam and San Salvador, the city with a larger population is Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'San Salvador'}
{'statement': 'Between Mexico City and Suva, the city with a larger population is Mexico City.', 'answer': 'Mexico City', 'candidate': 'Suva'}
{'statement': 'Between Houston and Upington, the city with a larger population is Houston.', 'answer': 'Houston', 'candidate': 'Upington'}
{'statement': 'Between Beijing and Palembang, the city with a larger population is Beijing.', 'answer': 'Beijing', 'candidate': 'Palembang'}
{'statement': 'Between Ho Chi Minh City and Nur-Sultan, the city with a larger population is Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Nur-Sultan'}
{'statement': 'Between Mumbai and Beirut, the city with a larger population is Mumbai.', 'answer': 'Mumbai', 'candidate': 'Beirut'}
{'statement': 'Between Melbourne and Honolulu, the city with a larger population is Melbourne.', 'answer': 'Melbourne', 'candidate': 'Honolulu'}
{'statement': 'Between Johannesburg and Mendoza, the city with a larger population is Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Mendoza'}
{'statement': 'Between Monterrey and Lyon, the city with a larger population is Monterrey.', 'answer': 'Monterrey', 'candidate': 'Lyon'}
{'statement': 'Between Harare and Garissa, the city with a larger population is Harare.', 'answer': 'Harare', 'candidate': 'Garissa'}
{'statement': 'Between Karachi and Minsk, the city with a larger population is Karachi.', 'answer': 'Karachi', 'candidate': 'Minsk'}
{'statement': 'Between Los Angeles and Campos do Jordão, the city with a larger population is Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Campos do Jordão'}
{'statement': 'Between Cairo and Almaty, the city with a larger population is Cairo.', 'answer': 'Cairo', 'candidate': 'Almaty'}
{'statement': 'Between Paris and Managua, the city with a larger population is Paris.', 'answer': 'Paris', 'candidate': 'Managua'}
{'statement': 'Between Brisbane and Tauranga, the city with a larger population is Brisbane.', 'answer': 'Brisbane', 'candidate': 'Tauranga'}
{'statement': 'Between Brasília and Sucre, the city with a larger population is Brasília.', 'answer': 'Brasília', 'candidate': 'Sucre'}
{'statement': 'Between Baltimore and Río Gallegos, the city with a larger population is Baltimore.', 'answer': 'Baltimore', 'candidate': 'Río Gallegos'}
{'statement': 'Between Monterrey and Cabo San Lucas, the city with a larger population is Monterrey.', 'answer': 'Monterrey', 'candidate': 'Cabo San Lucas'}
{'statement': 'Between Surabaya and San Juan, the city with a larger population is Surabaya.', 'answer': 'Surabaya', 'candidate': 'San Juan'}
{'statement': 'Between Rome and Kansas City, the city with a larger population is Rome.', 'answer': 'Rome', 'candidate': 'Kansas City'}
{'statement': 'Between Beijing and Zürich, the city with a larger population is Beijing.', 'answer': 'Beijing', 'candidate': 'Zürich'}
{'statement': 'Between Lagos and San Antonio, the city with a larger population is Lagos.', 'answer': 'Lagos', 'candidate': 'San Antonio'}
{'statement': 'Between Beijing and Brisbane, the city with a larger population is Beijing.', 'answer': 'Beijing', 'candidate': 'Brisbane'}
{'statement': 'Between Luanda and Maputo, the city with a larger population is Luanda.', 'answer': 'Luanda', 'candidate': 'Maputo'}
{'statement': 'Between Toronto and Yinchuan, the city with a larger population is Toronto.', 'answer': 'Toronto', 'candidate': 'Yinchuan'}
{'statement': 'Between Mexico City and Maputo, the city with a larger population is Mexico City.', 'answer': 'Mexico City', 'candidate': 'Maputo'}
{'statement': 'Between Bogotá and Juba, the city with a larger population is Bogotá.', 'answer': 'Bogotá', 'candidate': 'Juba'}
{'statement': 'Between Guangzhou and Tampa, the city with a larger population is Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Tampa'}
{'statement': 'Between Ankara and Brasília, the city with a larger population is Ankara.', 'answer': 'Ankara', 'candidate': 'Brasília'}
{'statement': 'Between London and Benghazi, the city with a larger population is London.', 'answer': 'London', 'candidate': 'Benghazi'}
{'statement': 'Between Guadalajara and Lviv, the city with a larger population is Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Lviv'}
{'statement': 'Between Saint Petersburg and Yinchuan, the city with a larger population is Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Yinchuan'}
{'statement': 'Between Manila and Bogotá, the city with a larger population is Manila.', 'answer': 'Manila', 'candidate': 'Bogotá'}
{'statement': 'Between Dar es Salaam and Beirut, the city with a larger population is Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Beirut'}
{'statement': 'Between Luanda and Mexicali, the city with a larger population is Luanda.', 'answer': 'Luanda', 'candidate': 'Mexicali'}
{'statement': 'Between Mexico City and Milwaukee, the city with a larger population is Mexico City.', 'answer': 'Mexico City', 'candidate': 'Milwaukee'}
{'statement': 'Between Karachi and Brasília, the city with a larger population is Karachi.', 'answer': 'Karachi', 'candidate': 'Brasília'}
{'statement': 'Between Mumbai and San Salvador, the city with a larger population is Mumbai.', 'answer': 'Mumbai', 'candidate': 'San Salvador'}
{'statement': 'Between Karachi and Nur-Sultan, the city with a larger population is Karachi.', 'answer': 'Karachi', 'candidate': 'Nur-Sultan'}
{'statement': 'Between Melbourne and Pretoria, the city with a larger population is Melbourne.', 'answer': 'Melbourne', 'candidate': 'Pretoria'}
{'statement': 'Between Baku and La Serena, the city with a larger population is Baku.', 'answer': 'Baku', 'candidate': 'La Serena'}
{'statement': 'Between Riyadh and Lhasa, the city with a larger population is Riyadh.', 'answer': 'Riyadh', 'candidate': 'Lhasa'}
{'statement': 'Between Karachi and Antsiranana, the city with a larger population is Karachi.', 'answer': 'Karachi', 'candidate': 'Antsiranana'}
{'statement': 'Between Baghdad and La Ceiba, the city with a larger population is Baghdad.', 'answer': 'Baghdad', 'candidate': 'La Ceiba'}
{'statement': 'Between Karachi and Almaty, the city with a larger population is Karachi.', 'answer': 'Karachi', 'candidate': 'Almaty'}
{'statement': 'Between Santiago and Ottawa, the city with a larger population is Santiago.', 'answer': 'Santiago', 'candidate': 'Ottawa'}
{'statement': 'Between Baghdad and Paramaribo, the city with a larger population is Baghdad.', 'answer': 'Baghdad', 'candidate': 'Paramaribo'}
{'statement': 'Between Guadalajara and Cape Town, the city with a larger population is Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Cape Town'}
{'statement': 'Between London and Hamilton, the city with a larger population is London.', 'answer': 'London', 'candidate': 'Hamilton'}
{'statement': 'Between Ankara and Hamilton, the city with a larger population is Ankara.', 'answer': 'Ankara', 'candidate': 'Hamilton'}
{'statement': 'Between Buenos Aires and Tauranga, the city with a larger population is Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Tauranga'}
{'statement': 'Between Johannesburg and Darwin, the city with a larger population is Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Darwin'}
{'statement': 'Between Alexandria and Bamako, the city with a larger population is Alexandria.', 'answer': 'Alexandria', 'candidate': 'Bamako'}
{'statement': 'Between Riyadh and Ndola, the city with a larger population is Riyadh.', 'answer': 'Riyadh', 'candidate': 'Ndola'}
{'statement': 'Between Lima and Denpasar, the city with a larger population is Lima.', 'answer': 'Lima', 'candidate': 'Denpasar'}
{'statement': 'Between Paris and Kathmandu, the city with a larger population is Paris.', 'answer': 'Paris', 'candidate': 'Kathmandu'}
{'statement': 'Between Toronto and Erzurum, the city with a larger population is Toronto.', 'answer': 'Toronto', 'candidate': 'Erzurum'}
{'statement': 'Between Cairo and Hobart, the city with a larger population is Cairo.', 'answer': 'Cairo', 'candidate': 'Hobart'}
{'statement': 'Between Mumbai and Brussels, the city with a larger population is Mumbai.', 'answer': 'Mumbai', 'candidate': 'Brussels'}
{'statement': 'Between Lahore and Hanoi, the city with a larger population is Lahore.', 'answer': 'Lahore', 'candidate': 'Hanoi'}
{'statement': 'Between Bogotá and Dublin, the city with a larger population is Bogotá.', 'answer': 'Bogotá', 'candidate': 'Dublin'}
{'statement': 'Between Toronto and Novosibirsk, the city with a larger population is Toronto.', 'answer': 'Toronto', 'candidate': 'Novosibirsk'}
{'statement': 'Between Chicago and Denpasar, the city with a larger population is Chicago.', 'answer': 'Chicago', 'candidate': 'Denpasar'}
{'statement': 'Between Riyadh and Reykjavík, the city with a larger population is Riyadh.', 'answer': 'Riyadh', 'candidate': 'Reykjavík'}
{'statement': 'Between Dar es Salaam and Cape Town, the city with a larger population is Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Cape Town'}
{'statement': 'Between Sydney and Beirut, the city with a larger population is Sydney.', 'answer': 'Sydney', 'candidate': 'Beirut'}
{'statement': 'Between Hanoi and Honolulu, the city with a larger population is Hanoi.', 'answer': 'Hanoi', 'candidate': 'Honolulu'}
{'statement': 'Between Nairobi and Parakou, the city with a larger population is Nairobi.', 'answer': 'Nairobi', 'candidate': 'Parakou'}
{'statement': 'Between Harare and Toliara, the city with a larger population is Harare.', 'answer': 'Harare', 'candidate': 'Toliara'}
{'statement': 'Between Kabul and Panama City, the city with a larger population is Kabul.', 'answer': 'Kabul', 'candidate': 'Panama City'}
{'statement': 'Between Kabul and Cabo San Lucas, the city with a larger population is Kabul.', 'answer': 'Kabul', 'candidate': 'Cabo San Lucas'}
{'statement': 'Between Saint Petersburg and Palmerston North, the city with a larger population is Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Palmerston North'}
{'statement': 'Between Mumbai and Bratislava, the city with a larger population is Mumbai.', 'answer': 'Mumbai', 'candidate': 'Bratislava'}
{'statement': 'Between Nairobi and Wau, the city with a larger population is Nairobi.', 'answer': 'Nairobi', 'candidate': 'Wau'}
{'statement': 'Between Houston and Auckland, the city with a larger population is Houston.', 'answer': 'Houston', 'candidate': 'Auckland'}
{'statement': 'Between Chicago and Mendoza, the city with a larger population is Chicago.', 'answer': 'Chicago', 'candidate': 'Mendoza'}
{'statement': 'Between Algiers and Milan, the city with a larger population is Algiers.', 'answer': 'Algiers', 'candidate': 'Milan'}
{'statement': 'Between Los Angeles and Panama City, the city with a larger population is Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Panama City'}
{'statement': 'Between Lahore and Ouahigouya, the city with a larger population is Lahore.', 'answer': 'Lahore', 'candidate': 'Ouahigouya'}
{'statement': 'Between Sydney and Ljubljana, the city with a larger population is Sydney.', 'answer': 'Sydney', 'candidate': 'Ljubljana'}
{'statement': 'Between Ankara and Malabo, the city with a larger population is Ankara.', 'answer': 'Ankara', 'candidate': 'Malabo'}
{'statement': 'Between Jakarta and Porto Alegre, the city with a larger population is Jakarta.', 'answer': 'Jakarta', 'candidate': 'Porto Alegre'}
{'statement': 'Between Toronto and Kansas City, the city with a larger population is Toronto.', 'answer': 'Toronto', 'candidate': 'Kansas City'}
{'statement': 'Between Chicago and Phnom Penh, the city with a larger population is Chicago.', 'answer': 'Chicago', 'candidate': 'Phnom Penh'}
{'statement': 'Between Kano and Florianópolis, the city with a larger population is Kano.', 'answer': 'Kano', 'candidate': 'Florianópolis'}
{'statement': 'Between Kano and Skopje, the city with a larger population is Kano.', 'answer': 'Kano', 'candidate': 'Skopje'}
{'statement': 'Between Los Angeles and Viedma, the city with a larger population is Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Viedma'}
{'statement': 'Between Ho Chi Minh City and Milan, the city with a larger population is Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Milan'}
{'statement': 'Between Kano and Belize City, the city with a larger population is Kano.', 'answer': 'Kano', 'candidate': 'Belize City'}
{'statement': 'Between Mexico City and Pretoria, the city with a larger population is Mexico City.', 'answer': 'Mexico City', 'candidate': 'Pretoria'}
{'statement': 'Between Monterrey and Frankfurt, the city with a larger population is Monterrey.', 'answer': 'Monterrey', 'candidate': 'Frankfurt'}
{'statement': 'Between Bogotá and Christchurch, the city with a larger population is Bogotá.', 'answer': 'Bogotá', 'candidate': 'Christchurch'}
{'statement': 'Between Ho Chi Minh City and Vienna, the city with a larger population is Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Vienna'}
{'statement': 'Between Houston and Cotonou, the city with a larger population is Houston.', 'answer': 'Houston', 'candidate': 'Cotonou'}
{'statement': 'Between Jakarta and Toluca, the city with a larger population is Jakarta.', 'answer': 'Jakarta', 'candidate': 'Toluca'}
{'statement': 'Between Guangzhou and Lomé, the city with a larger population is Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Lomé'}
{'statement': 'Between Lagos and Gabès, the city with a larger population is Lagos.', 'answer': 'Lagos', 'candidate': 'Gabès'}
{'statement': 'Between Ankara and Kuopio, the city with a larger population is Ankara.', 'answer': 'Ankara', 'candidate': 'Kuopio'}
{'statement': 'Between San Diego and Lhasa, the city with a larger population is San Diego.', 'answer': 'San Diego', 'candidate': 'Lhasa'}
{'statement': 'Between Bogotá and Baku, the city with a larger population is Bogotá.', 'answer': 'Bogotá', 'candidate': 'Baku'}
{'statement': 'Between Baku and Belize City, the city with a larger population is Baku.', 'answer': 'Baku', 'candidate': 'Belize City'}
{'statement': 'Between Johannesburg and Hat Yai, the city with a larger population is Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Hat Yai'}
{'statement': 'Between Lahore and Douala, the city with a larger population is Lahore.', 'answer': 'Lahore', 'candidate': 'Douala'}
{'statement': 'Between Bangkok and Erzurum, the city with a larger population is Bangkok.', 'answer': 'Bangkok', 'candidate': 'Erzurum'}
{'statement': 'Between Monterrey and Barranquilla, the city with a larger population is Monterrey.', 'answer': 'Monterrey', 'candidate': 'Barranquilla'}
{'statement': 'Between Sydney and Palmerston North, the city with a larger population is Sydney.', 'answer': 'Sydney', 'candidate': 'Palmerston North'}
{'statement': 'Between Bangkok and Porto Alegre, the city with a larger population is Bangkok.', 'answer': 'Bangkok', 'candidate': 'Porto Alegre'}
{'statement': 'Between Ürümqi and Erbil, the city with a larger population is Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Erbil'}
{'statement': 'Between Saint Petersburg and Bangui, the city with a larger population is Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Bangui'}
{'statement': 'Between Houston and Brussels, the city with a larger population is Houston.', 'answer': 'Houston', 'candidate': 'Brussels'}
{'statement': 'Between Luanda and Palermo, the city with a larger population is Luanda.', 'answer': 'Luanda', 'candidate': 'Palermo'}
{'statement': 'Between Mumbai and Lviv, the city with a larger population is Mumbai.', 'answer': 'Mumbai', 'candidate': 'Lviv'}
{'statement': 'Between Sydney and Rome, the city with a larger population is Sydney.', 'answer': 'Sydney', 'candidate': 'Rome'}
{'statement': 'Between Luanda and Durban, the city with a larger population is Luanda.', 'answer': 'Luanda', 'candidate': 'Durban'}
{'statement': 'Between Kunming and La Ceiba, the city with a larger population is Kunming.', 'answer': 'Kunming', 'candidate': 'La Ceiba'}
{'statement': 'Between Saint Petersburg and Río Gallegos, the city with a larger population is Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Río Gallegos'}
{'statement': 'Between Tampa and Belize City, the city with a larger population is Tampa.', 'answer': 'Tampa', 'candidate': 'Belize City'}
{'statement': 'Between Paris and Ségou, the city with a larger population is Paris.', 'answer': 'Paris', 'candidate': 'Ségou'}
{'statement': 'Between Kabul and Sokoto, the city with a larger population is Kabul.', 'answer': 'Kabul', 'candidate': 'Sokoto'}
{'statement': 'Between Tashkent and Ségou, the city with a larger population is Tashkent.', 'answer': 'Tashkent', 'candidate': 'Ségou'}
{'statement': 'Between Sydney and Ottawa, the city with a larger population is Sydney.', 'answer': 'Sydney', 'candidate': 'Ottawa'}
{'statement': 'Between Kano and Thiès, the city with a larger population is Kano.', 'answer': 'Kano', 'candidate': 'Thiès'}
{'statement': 'Between Alexandria and Bahía Blanca, the city with a larger population is Alexandria.', 'answer': 'Alexandria', 'candidate': 'Bahía Blanca'}
{'statement': 'Between Mumbai and Brisbane, the city with a larger population is Mumbai.', 'answer': 'Mumbai', 'candidate': 'Brisbane'}
{'statement': 'Between Baghdad and Abéché, the city with a larger population is Baghdad.', 'answer': 'Baghdad', 'candidate': 'Abéché'}
{'statement': 'Between Riyadh and Garissa, the city with a larger population is Riyadh.', 'answer': 'Riyadh', 'candidate': 'Garissa'}
{'statement': 'Between Manila and Ottawa, the city with a larger population is Manila.', 'answer': 'Manila', 'candidate': 'Ottawa'}
{'statement': 'Between Los Angeles and Brasília, the city with a larger population is Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Brasília'}
{'statement': 'Between Luanda and La Paz, the city with a larger population is Luanda.', 'answer': 'Luanda', 'candidate': 'La Paz'}
{'statement': 'Between Jakarta and Lviv, the city with a larger population is Jakarta.', 'answer': 'Jakarta', 'candidate': 'Lviv'}
{'statement': 'Between Baku and Punta Arenas, the city with a larger population is Baku.', 'answer': 'Baku', 'candidate': 'Punta Arenas'}
{'statement': 'Between Tashkent and Christchurch, the city with a larger population is Tashkent.', 'answer': 'Tashkent', 'candidate': 'Christchurch'}
