{'statement': 'You are looking for a city with warm weather. Between Córdoba and Abéché, you should visit Abéché.', 'answer': 'Abéché', 'candidate': 'Córdoba'}
{'statement': 'You are looking for a city with warm weather. Between Bujumbura and Lhasa, you should visit Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Lhasa'}
{'statement': 'You are looking for a city with warm weather. Between Damascus and Garissa, you should visit Garissa.', 'answer': 'Garissa', 'candidate': 'Damascus'}
{'statement': 'You are looking for a city with warm weather. Between Hamilton and Dublin, you should visit Hamilton.', 'answer': 'Hamilton', 'candidate': 'Dublin'}
{'statement': 'You are looking for a city with warm weather. Between Entebbe and Fairbanks, you should visit Entebbe.', 'answer': 'Entebbe', 'candidate': 'Fairbanks'}
{'statement': 'You are looking for a city with warm weather. Between Lake Havasu City and Ulaanbaatar, you should visit Lake Havasu City.', 'answer': 'Lake Havasu City', 'candidate': 'Ulaanbaatar'}
{'statement': 'You are looking for a city with warm weather. Between La Paz and Bishkek, you should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Bishkek'}
{'statement': 'You are looking for a city with warm weather. Between Ushuaia and Lima, you should visit Lima.', 'answer': 'Lima', 'candidate': 'Ushuaia'}
{'statement': 'You are looking for a city with warm weather. Between Porto Alegre and Kuopio, you should visit Porto Alegre.', 'answer': 'Porto Alegre', 'candidate': 'Kuopio'}
{'statement': 'You are looking for a city with warm weather. Between Baltimore and Toliara, you should visit Toliara.', 'answer': 'Toliara', 'candidate': 'Baltimore'}
{'statement': 'You are looking for a city with warm weather. Between Reykjavík and Toamasina, you should visit Toamasina.', 'answer': 'Toamasina', 'candidate': 'Reykjavík'}
{'statement': 'You are looking for a city with warm weather. Between Guangzhou and Lviv, you should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Lviv'}
{'statement': 'You are looking for a city with warm weather. Between Cayenne and Wellington, you should visit Cayenne.', 'answer': 'Cayenne', 'candidate': 'Wellington'}
{'statement': 'You are looking for a city with warm weather. Between Lomé and Johannesburg, you should visit Lomé.', 'answer': 'Lomé', 'candidate': 'Johannesburg'}
{'statement': 'You are looking for a city with warm weather. Between Tauranga and San Juan, you should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Tauranga'}
{'statement': 'You are looking for a city with warm weather. Between Sapporo and Vientiane, you should visit Vientiane.', 'answer': 'Vientiane', 'candidate': 'Sapporo'}
{'statement': 'You are looking for a city with warm weather. Between San Juan and Ottawa, you should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Ottawa'}
{'statement': 'You are looking for a city with warm weather. Between Lake Havasu City and Yakutsk, you should visit Lake Havasu City.', 'answer': 'Lake Havasu City', 'candidate': 'Yakutsk'}
{'statement': 'You are looking for a city with warm weather. Between Harare and Bangkok, you should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Harare'}
{'statement': 'You are looking for a city with warm weather. Between Quito and Panama City, you should visit Panama City.', 'answer': 'Panama City', 'candidate': 'Quito'}
{'statement': 'You are looking for a city with warm weather. Between Halifax and Brisbane, you should visit Brisbane.', 'answer': 'Brisbane', 'candidate': 'Halifax'}
{'statement': 'You are looking for a city with warm weather. Between Maputo and Milwaukee, you should visit Maputo.', 'answer': 'Maputo', 'candidate': 'Milwaukee'}
{'statement': 'You are looking for a city with warm weather. Between Pontianak and Brussels, you should visit Pontianak.', 'answer': 'Pontianak', 'candidate': 'Brussels'}
{'statement': 'You are looking for a city with warm weather. Between Ürümqi and Mexico City, you should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Ürümqi'}
{'statement': 'You are looking for a city with warm weather. Between Ulaanbaatar and Bucharest, you should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Ulaanbaatar'}
{'statement': 'You are looking for a city with warm weather. Between Djibouti and Brussels, you should visit Djibouti.', 'answer': 'Djibouti', 'candidate': 'Brussels'}
{'statement': 'You are looking for a city with warm weather. Between Kabul and Willemstad, you should visit Willemstad.', 'answer': 'Willemstad', 'candidate': 'Kabul'}
{'statement': 'You are looking for a city with warm weather. Between Nur-Sultan and Sokoto, you should visit Sokoto.', 'answer': 'Sokoto', 'candidate': 'Nur-Sultan'}
{'statement': 'You are looking for a city with warm weather. Between Willemstad and Rosario, you should visit Willemstad.', 'answer': 'Willemstad', 'candidate': 'Rosario'}
{'statement': 'You are looking for a city with warm weather. Between Saskatoon and Tamanrasset, you should visit Tamanrasset.', 'answer': 'Tamanrasset', 'candidate': 'Saskatoon'}
{'statement': 'You are looking for a city with warm weather. Between Bata and Yinchuan, you should visit Bata.', 'answer': 'Bata', 'candidate': 'Yinchuan'}
{'statement': 'You are looking for a city with warm weather. Between Juba and Mendoza, you should visit Juba.', 'answer': 'Juba', 'candidate': 'Mendoza'}
{'statement': 'You are looking for a city with warm weather. Between Lomé and La Serena, you should visit Lomé.', 'answer': 'Lomé', 'candidate': 'La Serena'}
{'statement': 'You are looking for a city with warm weather. Between Neuquén and Ouahigouya, you should visit Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Neuquén'}
{'statement': 'You are looking for a city with warm weather. Between Vladivostok and Mombasa, you should visit Mombasa.', 'answer': 'Mombasa', 'candidate': 'Vladivostok'}
{'statement': 'You are looking for a city with warm weather. Between Berlin and Aden, you should visit Aden.', 'answer': 'Aden', 'candidate': 'Berlin'}
{'statement': 'You are looking for a city with warm weather. Between Mendoza and Darwin, you should visit Darwin.', 'answer': 'Darwin', 'candidate': 'Mendoza'}
{'statement': 'You are looking for a city with warm weather. Between Lviv and Djibouti, you should visit Djibouti.', 'answer': 'Djibouti', 'candidate': 'Lviv'}
{'statement': 'You are looking for a city with warm weather. Between Mandalay and Melbourne, you should visit Mandalay.', 'answer': 'Mandalay', 'candidate': 'Melbourne'}
{'statement': 'You are looking for a city with warm weather. Between Chicago and Alexandria, you should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Chicago'}
{'statement': 'You are looking for a city with warm weather. Between Nur-Sultan and Luanda, you should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Nur-Sultan'}
{'statement': 'You are looking for a city with warm weather. Between Irkutsk and Nairobi, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Irkutsk'}
{'statement': 'You are looking for a city with warm weather. Between Phnom Penh and Campos do Jordão, you should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Campos do Jordão'}
{'statement': 'You are looking for a city with warm weather. Between Pontianak and Minneapolis, you should visit Pontianak.', 'answer': 'Pontianak', 'candidate': 'Minneapolis'}
{'statement': 'You are looking for a city with warm weather. Between Tabora and Nur-Sultan, you should visit Tabora.', 'answer': 'Tabora', 'candidate': 'Nur-Sultan'}
{'statement': 'You are looking for a city with warm weather. Between Hobart and Garissa, you should visit Garissa.', 'answer': 'Garissa', 'candidate': 'Hobart'}
{'statement': 'You are looking for a city with warm weather. Between Garoua and Sapporo, you should visit Garoua.', 'answer': 'Garoua', 'candidate': 'Sapporo'}
{'statement': 'You are looking for a city with warm weather. Between Vladivostok and Ségou, you should visit Ségou.', 'answer': 'Ségou', 'candidate': 'Vladivostok'}
{'statement': 'You are looking for a city with warm weather. Between Yinchuan and Kampala, you should visit Kampala.', 'answer': 'Kampala', 'candidate': 'Yinchuan'}
{'statement': 'You are looking for a city with warm weather. Between Monterrey and Yakutsk, you should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Yakutsk'}
{'statement': 'You are looking for a city with warm weather. Between Los Angeles and Bergen, you should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Bergen'}
{'statement': 'You are looking for a city with warm weather. Between Hobart and Luanda, you should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Hobart'}
{'statement': 'You are looking for a city with warm weather. Between Managua and Sucre, you should visit Managua.', 'answer': 'Managua', 'candidate': 'Sucre'}
{'statement': 'You are looking for a city with warm weather. Between Cairo and Erzurum, you should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Erzurum'}
{'statement': 'You are looking for a city with warm weather. Between Panama City and Nairobi, you should visit Panama City.', 'answer': 'Panama City', 'candidate': 'Nairobi'}
{'statement': 'You are looking for a city with warm weather. Between Irkutsk and Ho Chi Minh City, you should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Irkutsk'}
{'statement': 'You are looking for a city with warm weather. Between Denver and Hamilton, you should visit Hamilton.', 'answer': 'Hamilton', 'candidate': 'Denver'}
{'statement': 'You are looking for a city with warm weather. Between Djibouti and Minsk, you should visit Djibouti.', 'answer': 'Djibouti', 'candidate': 'Minsk'}
{'statement': 'You are looking for a city with warm weather. Between Skopje and Ho Chi Minh City, you should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Skopje'}
{'statement': 'You are looking for a city with warm weather. Between Pittsburgh and Thiès, you should visit Thiès.', 'answer': 'Thiès', 'candidate': 'Pittsburgh'}
{'statement': 'You are looking for a city with warm weather. Between London and Lagos, you should visit Lagos.', 'answer': 'Lagos', 'candidate': 'London'}
{'statement': 'You are looking for a city with warm weather. Between Baku and Bata, you should visit Bata.', 'answer': 'Bata', 'candidate': 'Baku'}
{'statement': 'You are looking for a city with warm weather. Between Podgorica and Garissa, you should visit Garissa.', 'answer': 'Garissa', 'candidate': 'Podgorica'}
{'statement': 'You are looking for a city with warm weather. Between Riyadh and Ankara, you should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Ankara'}
{'statement': 'You are looking for a city with warm weather. Between Antofagasta and Kuopio, you should visit Antofagasta.', 'answer': 'Antofagasta', 'candidate': 'Kuopio'}
{'statement': 'You are looking for a city with warm weather. Between La Ceiba and Asmara, you should visit La Ceiba.', 'answer': 'La Ceiba', 'candidate': 'Asmara'}
{'statement': 'You are looking for a city with warm weather. Between La Paz and Chicago, you should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Chicago'}
{'statement': 'You are looking for a city with warm weather. Between Hat Yai and Neuquén, you should visit Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Neuquén'}
{'statement': 'You are looking for a city with warm weather. Between Yakutsk and Rosario, you should visit Rosario.', 'answer': 'Rosario', 'candidate': 'Yakutsk'}
{'statement': 'You are looking for a city with warm weather. Between Ürümqi and Palermo, you should visit Palermo.', 'answer': 'Palermo', 'candidate': 'Ürümqi'}
{'statement': 'You are looking for a city with warm weather. Between San Juan and Fukuoka, you should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Fukuoka'}
{'statement': 'You are looking for a city with warm weather. Between Ségou and Bergen, you should visit Ségou.', 'answer': 'Ségou', 'candidate': 'Bergen'}
{'statement': 'You are looking for a city with warm weather. Between Brussels and Dodoma, you should visit Dodoma.', 'answer': 'Dodoma', 'candidate': 'Brussels'}
{'statement': 'You are looking for a city with warm weather. Between Milan and Ségou, you should visit Ségou.', 'answer': 'Ségou', 'candidate': 'Milan'}
{'statement': 'You are looking for a city with warm weather. Between Berlin and Port Sudan, you should visit Port Sudan.', 'answer': 'Port Sudan', 'candidate': 'Berlin'}
{'statement': 'You are looking for a city with warm weather. Between Ürümqi and San Diego, you should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Ürümqi'}
{'statement': 'You are looking for a city with warm weather. Between Mandalay and Ushuaia, you should visit Mandalay.', 'answer': 'Mandalay', 'candidate': 'Ushuaia'}
{'statement': 'You are looking for a city with warm weather. Between Novosibirsk and Tabora, you should visit Tabora.', 'answer': 'Tabora', 'candidate': 'Novosibirsk'}
{'statement': 'You are looking for a city with warm weather. Between Hobart and Lagos, you should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Hobart'}
{'statement': 'You are looking for a city with warm weather. Between Novosibirsk and Benghazi, you should visit Benghazi.', 'answer': 'Benghazi', 'candidate': 'Novosibirsk'}
{'statement': 'You are looking for a city with warm weather. Between La Ceiba and Tauranga, you should visit La Ceiba.', 'answer': 'La Ceiba', 'candidate': 'Tauranga'}
{'statement': 'You are looking for a city with warm weather. Between Nur-Sultan and Manila, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Nur-Sultan'}
{'statement': 'You are looking for a city with warm weather. Between Sapporo and Nakhon Ratchasima, you should visit Nakhon Ratchasima.', 'answer': 'Nakhon Ratchasima', 'candidate': 'Sapporo'}
{'statement': 'You are looking for a city with warm weather. Between Denver and Toamasina, you should visit Toamasina.', 'answer': 'Toamasina', 'candidate': 'Denver'}
{'statement': 'You are looking for a city with warm weather. Between Muscat and Christchurch, you should visit Muscat.', 'answer': 'Muscat', 'candidate': 'Christchurch'}
{'statement': 'You are looking for a city with warm weather. Between Nakhon Ratchasima and Skopje, you should visit Nakhon Ratchasima.', 'answer': 'Nakhon Ratchasima', 'candidate': 'Skopje'}
{'statement': 'You are looking for a city with warm weather. Between Belgrade and San Juan, you should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Belgrade'}
{'statement': 'You are looking for a city with warm weather. Between La Paz and Belgrade, you should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Belgrade'}
{'statement': 'You are looking for a city with warm weather. Between Aden and Milwaukee, you should visit Aden.', 'answer': 'Aden', 'candidate': 'Milwaukee'}
{'statement': 'You are looking for a city with warm weather. Between Saskatoon and Cabo San Lucas, you should visit Cabo San Lucas.', 'answer': 'Cabo San Lucas', 'candidate': 'Saskatoon'}
{'statement': 'You are looking for a city with warm weather. Between Pittsburgh and Bujumbura, you should visit Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Pittsburgh'}
{'statement': 'You are looking for a city with warm weather. Between Fairbanks and Damascus, you should visit Damascus.', 'answer': 'Damascus', 'candidate': 'Fairbanks'}
{'statement': 'You are looking for a city with warm weather. Between Kampala and Lhasa, you should visit Kampala.', 'answer': 'Kampala', 'candidate': 'Lhasa'}
{'statement': 'You are looking for a city with warm weather. Between Jakarta and Addis Ababa, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Addis Ababa'}
{'statement': 'You are looking for a city with warm weather. Between Mexicali and Ankara, you should visit Mexicali.', 'answer': 'Mexicali', 'candidate': 'Ankara'}
{'statement': 'You are looking for a city with warm weather. Between Suva and Lyon, you should visit Suva.', 'answer': 'Suva', 'candidate': 'Lyon'}
{'statement': 'You are looking for a city with warm weather. Between Murmansk and Podgorica, you should visit Podgorica.', 'answer': 'Podgorica', 'candidate': 'Murmansk'}
{'statement': 'You are looking for a city with warm weather. Between Irkutsk and Algiers, you should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Irkutsk'}
{'statement': 'You are looking for a city with warm weather. Between Tauranga and Kano, you should visit Kano.', 'answer': 'Kano', 'candidate': 'Tauranga'}
{'statement': 'You are looking for a city with warm weather. Between Novosibirsk and Tampa, you should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Novosibirsk'}
{'statement': 'You are looking for a city with warm weather. Between San Juan and Boise, you should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Boise'}
{'statement': 'You are looking for a city with warm weather. Between La Ceiba and Neuquén, you should visit La Ceiba.', 'answer': 'La Ceiba', 'candidate': 'Neuquén'}
{'statement': 'You are looking for a city with warm weather. Between Managua and Minsk, you should visit Managua.', 'answer': 'Managua', 'candidate': 'Minsk'}
{'statement': 'You are looking for a city with warm weather. Between Monterrey and Anchorage, you should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Anchorage'}
{'statement': 'You are looking for a city with warm weather. Between Bangkok and Ottawa, you should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Ottawa'}
{'statement': 'You are looking for a city with warm weather. Between Albuquerque and La Ceiba, you should visit La Ceiba.', 'answer': 'La Ceiba', 'candidate': 'Albuquerque'}
{'statement': 'You are looking for a city with warm weather. Between Suwałki and Garissa, you should visit Garissa.', 'answer': 'Garissa', 'candidate': 'Suwałki'}
{'statement': 'You are looking for a city with warm weather. Between Sapporo and Brisbane, you should visit Brisbane.', 'answer': 'Brisbane', 'candidate': 'Sapporo'}
{'statement': 'You are looking for a city with warm weather. Between Anchorage and Hanoi, you should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Anchorage'}
{'statement': 'You are looking for a city with warm weather. Between Murmansk and Tauranga, you should visit Tauranga.', 'answer': 'Tauranga', 'candidate': 'Murmansk'}
{'statement': 'You are looking for a city with warm weather. Between Milwaukee and Dodoma, you should visit Dodoma.', 'answer': 'Dodoma', 'candidate': 'Milwaukee'}
{'statement': 'You are looking for a city with warm weather. Between San Diego and Garissa, you should visit Garissa.', 'answer': 'Garissa', 'candidate': 'San Diego'}
{'statement': 'You are looking for a city with warm weather. Between Calgary and Changsha, you should visit Changsha.', 'answer': 'Changsha', 'candidate': 'Calgary'}
