{'statement': 'You are looking for a big city to visit. Between Ljubljana and Phoenix, you should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Ljubljana'}
{'statement': 'You are looking for a big city to visit. Between Bogotá and Alexandria, you should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Alexandria'}
{'statement': 'You are looking for a big city to visit. Between Melbourne and Shanghai, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Melbourne'}
{'statement': 'You are looking for a big city to visit. Between Santiago and Bahía Blanca, you should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Bahía Blanca'}
{'statement': 'You are looking for a big city to visit. Between Algiers and Ankara, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Algiers'}
{'statement': 'You are looking for a big city to visit. Between La Paz and Luanda, you should visit Luanda.', 'answer': 'Luanda', 'candidate': 'La Paz'}
{'statement': 'You are looking for a big city to visit. Between Ankara and Suwałki, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Suwałki'}
{'statement': 'You are looking for a big city to visit. Between Fairbanks and London, you should visit London.', 'answer': 'London', 'candidate': 'Fairbanks'}
{'statement': 'You are looking for a big city to visit. Between Moscow and Paramaribo, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Paramaribo'}
{'statement': 'You are looking for a big city to visit. Between San Diego and Cape Town, you should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Cape Town'}
{'statement': 'You are looking for a big city to visit. Between Mendoza and Brisbane, you should visit Brisbane.', 'answer': 'Brisbane', 'candidate': 'Mendoza'}
{'statement': 'You are looking for a big city to visit. Between Chicago and Medellín, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Medellín'}
{'statement': 'You are looking for a big city to visit. Between Jakarta and Saint Petersburg, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Saint Petersburg'}
{'statement': 'You are looking for a big city to visit. Between Melbourne and Bucharest, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Bucharest'}
{'statement': 'You are looking for a big city to visit. Between Antsiranana and Melbourne, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Antsiranana'}
{'statement': 'You are looking for a big city to visit. Between Santiago and Sacramento, you should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Sacramento'}
{'statement': 'You are looking for a big city to visit. Between Chicago and Irkutsk, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Irkutsk'}
{'statement': 'You are looking for a big city to visit. Between Bangkok and Port Sudan, you should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Port Sudan'}
{'statement': 'You are looking for a big city to visit. Between Ankara and Douala, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Douala'}
{'statement': 'You are looking for a big city to visit. Between Cairo and Kampala, you should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Kampala'}
{'statement': 'You are looking for a big city to visit. Between Kabul and Juba, you should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Juba'}
{'statement': 'You are looking for a big city to visit. Between Saint Petersburg and Lake Havasu City, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Lake Havasu City'}
{'statement': 'You are looking for a big city to visit. Between Belize City and Perth, you should visit Perth.', 'answer': 'Perth', 'candidate': 'Belize City'}
{'statement': 'You are looking for a big city to visit. Between Rangpur and Shanghai, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Rangpur'}
{'statement': 'You are looking for a big city to visit. Between Paris and Melbourne, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Melbourne'}
{'statement': 'You are looking for a big city to visit. Between Lomé and Baghdad, you should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Lomé'}
{'statement': 'You are looking for a big city to visit. Between Nur-Sultan and Jakarta, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Nur-Sultan'}
{'statement': 'You are looking for a big city to visit. Between Wellington and Dar es Salaam, you should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Wellington'}
{'statement': 'You are looking for a big city to visit. Between Ho Chi Minh City and Bishkek, you should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Bishkek'}
{'statement': 'You are looking for a big city to visit. Between Kano and La Paz, you should visit Kano.', 'answer': 'Kano', 'candidate': 'La Paz'}
{'statement': 'You are looking for a big city to visit. Between Aden and Santiago, you should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Aden'}
{'statement': 'You are looking for a big city to visit. Between Hanoi and Chihuahua, you should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Chihuahua'}
{'statement': 'You are looking for a big city to visit. Between Melbourne and Villahermosa, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Villahermosa'}
{'statement': 'You are looking for a big city to visit. Between Saskatoon and Johannesburg, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Saskatoon'}
{'statement': 'You are looking for a big city to visit. Between Córdoba and Surabaya, you should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Córdoba'}
{'statement': 'You are looking for a big city to visit. Between Riyadh and Wau, you should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Wau'}
{'statement': 'You are looking for a big city to visit. Between Palembang and Ho Chi Minh City, you should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Palembang'}
{'statement': 'You are looking for a big city to visit. Between Harare and Cayenne, you should visit Harare.', 'answer': 'Harare', 'candidate': 'Cayenne'}
{'statement': 'You are looking for a big city to visit. Between Moscow and Rangpur, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Rangpur'}
{'statement': 'You are looking for a big city to visit. Between Baghdad and Toliara, you should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Toliara'}
{'statement': 'You are looking for a big city to visit. Between Reykjavík and Yaoundé, you should visit Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Reykjavík'}
{'statement': 'You are looking for a big city to visit. Between Brisbane and Alexandria, you should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Brisbane'}
{'statement': 'You are looking for a big city to visit. Between Manila and Tampa, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Tampa'}
{'statement': 'You are looking for a big city to visit. Between Houston and Tirana, you should visit Houston.', 'answer': 'Houston', 'candidate': 'Tirana'}
{'statement': 'You are looking for a big city to visit. Between Suva and Toronto, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Suva'}
{'statement': 'You are looking for a big city to visit. Between Tabora and Ürümqi, you should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Tabora'}
{'statement': 'You are looking for a big city to visit. Between Los Angeles and Surabaya, you should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Surabaya'}
{'statement': 'You are looking for a big city to visit. Between Bangkok and La Paz, you should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'La Paz'}
{'statement': 'You are looking for a big city to visit. Between Brussels and Alexandria, you should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Brussels'}
{'statement': 'You are looking for a big city to visit. Between Mumbai and Quito, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Quito'}
{'statement': 'You are looking for a big city to visit. Between Oslo and Paris, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Oslo'}
{'statement': 'You are looking for a big city to visit. Between Antofagasta and Nairobi, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Antofagasta'}
{'statement': 'You are looking for a big city to visit. Between Gabès and Baltimore, you should visit Baltimore.', 'answer': 'Baltimore', 'candidate': 'Gabès'}
{'statement': 'You are looking for a big city to visit. Between Cabo San Lucas and Ankara, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Cabo San Lucas'}
{'statement': 'You are looking for a big city to visit. Between Beirut and Santiago, you should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Beirut'}
{'statement': 'You are looking for a big city to visit. Between Djibouti and Alexandria, you should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Djibouti'}
{'statement': 'You are looking for a big city to visit. Between Melbourne and Tashkent, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Tashkent'}
{'statement': 'You are looking for a big city to visit. Between Manila and Lviv, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Lviv'}
{'statement': 'You are looking for a big city to visit. Between Tashkent and Willemstad, you should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Willemstad'}
{'statement': 'You are looking for a big city to visit. Between Sapporo and Sydney, you should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Sapporo'}
{'statement': 'You are looking for a big city to visit. Between Mumbai and Parakou, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Parakou'}
{'statement': 'You are looking for a big city to visit. Between Muscat and Karachi, you should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Muscat'}
{'statement': 'You are looking for a big city to visit. Between Napier and Guadalajara, you should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Napier'}
{'statement': 'You are looking for a big city to visit. Between Los Angeles and Garoua, you should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Garoua'}
{'statement': 'You are looking for a big city to visit. Between Sucre and Karachi, you should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Sucre'}
{'statement': 'You are looking for a big city to visit. Between Chicago and Fukuoka, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Fukuoka'}
{'statement': 'You are looking for a big city to visit. Between Chihuahua and Los Angeles, you should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Chihuahua'}
{'statement': 'You are looking for a big city to visit. Between Beijing and Melbourne, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Melbourne'}
{'statement': 'You are looking for a big city to visit. Between Bucharest and Alexandria, you should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Bucharest'}
{'statement': 'You are looking for a big city to visit. Between Algiers and Irkutsk, you should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Irkutsk'}
{'statement': 'You are looking for a big city to visit. Between San Diego and Aden, you should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Aden'}
{'statement': 'You are looking for a big city to visit. Between Suva and Tampa, you should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Suva'}
{'statement': 'You are looking for a big city to visit. Between Minneapolis and Ushuaia, you should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Ushuaia'}
{'statement': 'You are looking for a big city to visit. Between Darwin and Bangkok, you should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Darwin'}
{'statement': 'You are looking for a big city to visit. Between Hat Yai and San Diego, you should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Hat Yai'}
{'statement': 'You are looking for a big city to visit. Between Palmerston North and Sydney, you should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Palmerston North'}
{'statement': 'You are looking for a big city to visit. Between Monterrey and Belgrade, you should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Belgrade'}
{'statement': 'You are looking for a big city to visit. Between Sokoto and Ankara, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Sokoto'}
{'statement': 'You are looking for a big city to visit. Between Asmara and Santiago, you should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Asmara'}
{'statement': 'You are looking for a big city to visit. Between Ürümqi and San Juan, you should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'San Juan'}
{'statement': 'You are looking for a big city to visit. Between Manila and Tamanrasset, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Tamanrasset'}
{'statement': 'You are looking for a big city to visit. Between Beijing and Barranquilla, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Barranquilla'}
{'statement': 'You are looking for a big city to visit. Between Thiès and Ankara, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Thiès'}
{'statement': 'You are looking for a big city to visit. Between Moscow and Zagreb, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Zagreb'}
{'statement': 'You are looking for a big city to visit. Between Bangkok and Saskatoon, you should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Saskatoon'}
{'statement': 'You are looking for a big city to visit. Between Hobart and Saint Petersburg, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Hobart'}
{'statement': 'You are looking for a big city to visit. Between Amsterdam and Lima, you should visit Lima.', 'answer': 'Lima', 'candidate': 'Amsterdam'}
{'statement': 'You are looking for a big city to visit. Between Hanoi and Tampa, you should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Tampa'}
{'statement': 'You are looking for a big city to visit. Between Melbourne and Dublin, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Dublin'}
{'statement': 'You are looking for a big city to visit. Between Hobart and Addis Ababa, you should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Hobart'}
{'statement': 'You are looking for a big city to visit. Between San Diego and Albuquerque, you should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Albuquerque'}
{'statement': 'You are looking for a big city to visit. Between Santiago del Estero and Hanoi, you should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Santiago del Estero'}
{'statement': 'You are looking for a big city to visit. Between Ho Chi Minh City and Omaha, you should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Omaha'}
{'statement': 'You are looking for a big city to visit. Between Lagos and Boise, you should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Boise'}
{'statement': 'You are looking for a big city to visit. Between Suva and Lahore, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Suva'}
{'statement': 'You are looking for a big city to visit. Between Beijing and Hanoi, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Hanoi'}
{'statement': 'You are looking for a big city to visit. Between Baltimore and Tamanrasset, you should visit Baltimore.', 'answer': 'Baltimore', 'candidate': 'Tamanrasset'}
{'statement': 'You are looking for a big city to visit. Between Wau and Santiago, you should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Wau'}
{'statement': 'You are looking for a big city to visit. Between Bogotá and Darwin, you should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Darwin'}
{'statement': 'You are looking for a big city to visit. Between Hat Yai and Ürümqi, you should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Hat Yai'}
{'statement': 'You are looking for a big city to visit. Between Mumbai and Halifax, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Halifax'}
{'statement': 'You are looking for a big city to visit. Between Hanoi and Lagos, you should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Hanoi'}
{'statement': 'You are looking for a big city to visit. Between Douala and Malabo, you should visit Douala.', 'answer': 'Douala', 'candidate': 'Malabo'}
{'statement': 'You are looking for a big city to visit. Between Managua and Guadalajara, you should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Managua'}
{'statement': 'You are looking for a big city to visit. Between Bangui and Guadalajara, you should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Bangui'}
{'statement': 'You are looking for a big city to visit. Between Murmansk and Chicago, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Murmansk'}
{'statement': 'You are looking for a big city to visit. Between Nakhon Ratchasima and Mexico City, you should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'You are looking for a big city to visit. Between Vienna and Monterrey, you should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Vienna'}
{'statement': 'You are looking for a big city to visit. Between Riyadh and Florianópolis, you should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Florianópolis'}
{'statement': 'You are looking for a big city to visit. Between Dar es Salaam and Bucharest, you should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Bucharest'}
{'statement': 'You are looking for a big city to visit. Between Piura and Toronto, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Piura'}
{'statement': 'You are looking for a big city to visit. Between Ürümqi and Skopje, you should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Skopje'}
{'statement': 'You are looking for a big city to visit. Between Phoenix and Kampala, you should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Kampala'}
{'statement': 'You are looking for a big city to visit. Between Riyadh and Sokoto, you should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Sokoto'}
{'statement': 'You are looking for a big city to visit. Between Chihuahua and Nairobi, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Chihuahua'}
{'statement': 'You are looking for a big city to visit. Between London and Brasília, you should visit London.', 'answer': 'London', 'candidate': 'Brasília'}
{'statement': 'You are looking for a big city to visit. Between Guangzhou and Bogotá, you should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Bogotá'}
{'statement': 'You are looking for a big city to visit. Between Karachi and Dodoma, you should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Dodoma'}
{'statement': 'You are looking for a big city to visit. Between Rabat and Rome, you should visit Rome.', 'answer': 'Rome', 'candidate': 'Rabat'}
{'statement': 'You are looking for a big city to visit. Between Riyadh and Erzurum, you should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Erzurum'}
{'statement': 'You are looking for a big city to visit. Between Mexico City and Darwin, you should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Darwin'}
{'statement': 'You are looking for a big city to visit. Between London and Tampa, you should visit London.', 'answer': 'London', 'candidate': 'Tampa'}
{'statement': 'You are looking for a big city to visit. Between Ho Chi Minh City and Gabès, you should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Gabès'}
{'statement': 'You are looking for a big city to visit. Between Addis Ababa and Frankfurt, you should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Frankfurt'}
{'statement': 'You are looking for a big city to visit. Between Johannesburg and Almaty, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Almaty'}
{'statement': 'You are looking for a big city to visit. Between Entebbe and San Diego, you should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Entebbe'}
{'statement': 'You are looking for a big city to visit. Between Perth and Baghdad, you should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Perth'}
{'statement': 'You are looking for a big city to visit. Between Ottawa and Ürümqi, you should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Ottawa'}
{'statement': 'You are looking for a big city to visit. Between Melbourne and Denver, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Denver'}
{'statement': 'You are looking for a big city to visit. Between Wellington and London, you should visit London.', 'answer': 'London', 'candidate': 'Wellington'}
{'statement': 'You are looking for a big city to visit. Between Lahore and Brussels, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Brussels'}
{'statement': 'You are looking for a big city to visit. Between Kingston and Moscow, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Kingston'}
{'statement': 'You are looking for a big city to visit. Between Lima and Karachi, you should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Lima'}
{'statement': 'You are looking for a big city to visit. Between Phnom Penh and Sydney, you should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Phnom Penh'}
{'statement': 'You are looking for a big city to visit. Between Lyon and Chicago, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Lyon'}
{'statement': 'You are looking for a big city to visit. Between Ouahigouya and San Diego, you should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Ouahigouya'}
{'statement': 'You are looking for a big city to visit. Between Mexico City and Kampala, you should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Kampala'}
{'statement': 'You are looking for a big city to visit. Between Cotonou and Ho Chi Minh City, you should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Cotonou'}
{'statement': 'You are looking for a big city to visit. Between Ürümqi and Vientiane, you should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Vientiane'}
{'statement': 'You are looking for a big city to visit. Between Dublin and Karachi, you should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Dublin'}
{'statement': 'You are looking for a big city to visit. Between Lahore and Rangpur, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Rangpur'}
{'statement': 'You are looking for a big city to visit. Between Port-Gentil and Chicago, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Port-Gentil'}
{'statement': 'You are looking for a big city to visit. Between Bata and Denver, you should visit Denver.', 'answer': 'Denver', 'candidate': 'Bata'}
{'statement': 'You are looking for a big city to visit. Between Chicago and London, you should visit London.', 'answer': 'London', 'candidate': 'Chicago'}
{'statement': 'You are looking for a big city to visit. Between Zagreb and Luanda, you should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Zagreb'}
{'statement': 'You are looking for a big city to visit. Between Ouahigouya and Ho Chi Minh City, you should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Ouahigouya'}
{'statement': 'You are looking for a big city to visit. Between Mumbai and Port Sudan, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Port Sudan'}
{'statement': 'You are looking for a big city to visit. Between Beirut and Mumbai, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Beirut'}
{'statement': 'You are looking for a big city to visit. Between Los Angeles and Dar es Salaam, you should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Dar es Salaam'}
{'statement': 'You are looking for a big city to visit. Between Paris and Cape Town, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Cape Town'}
{'statement': 'You are looking for a big city to visit. Between Tucson and Paris, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Tucson'}
{'statement': 'You are looking for a big city to visit. Between La Ceiba and Surabaya, you should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'La Ceiba'}
{'statement': 'You are looking for a big city to visit. Between Kuwait City and Bahía Blanca, you should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Bahía Blanca'}
{'statement': 'You are looking for a big city to visit. Between Muscat and Manila, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Muscat'}
{'statement': 'You are looking for a big city to visit. Between Port Sudan and Phoenix, you should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Port Sudan'}
{'statement': 'You are looking for a big city to visit. Between Houston and Tamanrasset, you should visit Houston.', 'answer': 'Houston', 'candidate': 'Tamanrasset'}
{'statement': 'You are looking for a big city to visit. Between Zürich and Phoenix, you should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Zürich'}
{'statement': 'You are looking for a big city to visit. Between Buenos Aires and Pretoria, you should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Pretoria'}
{'statement': 'You are looking for a big city to visit. Between Yakutsk and Los Angeles, you should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Yakutsk'}
{'statement': 'You are looking for a big city to visit. Between Parakou and Kunming, you should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Parakou'}
{'statement': 'You are looking for a big city to visit. Between Manila and Reykjavík, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Reykjavík'}
{'statement': 'You are looking for a big city to visit. Between Managua and Lagos, you should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Managua'}
{'statement': 'You are looking for a big city to visit. Between Beijing and Chihuahua, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Chihuahua'}
{'statement': 'You are looking for a big city to visit. Between Dar es Salaam and Albuquerque, you should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Albuquerque'}
{'statement': 'You are looking for a big city to visit. Between Bangkok and Garissa, you should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Garissa'}
{'statement': 'You are looking for a big city to visit. Between Viedma and Baku, you should visit Baku.', 'answer': 'Baku', 'candidate': 'Viedma'}
{'statement': 'You are looking for a big city to visit. Between Tashkent and Wau, you should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Wau'}
{'statement': 'You are looking for a big city to visit. Between Pontianak and Manila, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Pontianak'}
{'statement': 'You are looking for a big city to visit. Between Manila and Phnom Penh, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Phnom Penh'}
{'statement': 'You are looking for a big city to visit. Between Makurdi and Karachi, you should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Makurdi'}
{'statement': 'You are looking for a big city to visit. Between Baghdad and Fairbanks, you should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Fairbanks'}
{'statement': 'You are looking for a big city to visit. Between Yakutsk and Yaoundé, you should visit Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Yakutsk'}
{'statement': 'You are looking for a big city to visit. Between Ottawa and Los Angeles, you should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Ottawa'}
