{'statement': 'Someone is looking for a big city to visit. Between Mumbai and Florianópolis, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Florianópolis'}
{'statement': 'Someone is looking for a big city to visit. Between Mexico City and Moscow, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a big city to visit. Between Johannesburg and Viedma, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Viedma'}
{'statement': 'Someone is looking for a big city to visit. Between Luanda and Addis Ababa, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Addis Ababa'}
{'statement': 'Someone is looking for a big city to visit. Between Rome and Piura, this person should visit Rome.', 'answer': 'Rome', 'candidate': 'Piura'}
{'statement': 'Someone is looking for a big city to visit. Between Luanda and Erzurum, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Erzurum'}
{'statement': 'Someone is looking for a big city to visit. Between Mexico City and Harare, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Harare'}
{'statement': 'Someone is looking for a big city to visit. Between Buenos Aires and Tauranga, this person should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Tauranga'}
{'statement': 'Someone is looking for a big city to visit. Between Manila and Erzurum, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Erzurum'}
{'statement': 'Someone is looking for a big city to visit. Between Mumbai and Novosibirsk, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Novosibirsk'}
{'statement': 'Someone is looking for a big city to visit. Between Guangzhou and Calgary, this person should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Calgary'}
{'statement': 'Someone is looking for a big city to visit. Between Cairo and Mexicali, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Mexicali'}
{'statement': 'Someone is looking for a big city to visit. Between Kunming and Saskatoon, this person should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Saskatoon'}
{'statement': 'Someone is looking for a big city to visit. Between Mexico City and Toliara, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Toliara'}
{'statement': 'Someone is looking for a big city to visit. Between Phoenix and Goiânia, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Goiânia'}
{'statement': 'Someone is looking for a big city to visit. Between Nairobi and Tashkent, this person should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Tashkent'}
{'statement': 'Someone is looking for a big city to visit. Between Los Angeles and Halifax, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Halifax'}
{'statement': 'Someone is looking for a big city to visit. Between Phnom Penh and Suva, this person should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Suva'}
{'statement': 'Someone is looking for a big city to visit. Between Toronto and Niamey, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Niamey'}
{'statement': 'Someone is looking for a big city to visit. Between Johannesburg and Perth, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Perth'}
{'statement': 'Someone is looking for a big city to visit. Between Buenos Aires and Mandalay, this person should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Mandalay'}
{'statement': 'Someone is looking for a big city to visit. Between Mexico City and Lyon, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Lyon'}
{'statement': 'Someone is looking for a big city to visit. Between Buenos Aires and Copenhagen, this person should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Copenhagen'}
{'statement': 'Someone is looking for a big city to visit. Between Toronto and Palermo, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Palermo'}
{'statement': 'Someone is looking for a big city to visit. Between Mexico City and Garoua, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Garoua'}
{'statement': 'Someone is looking for a big city to visit. Between Shanghai and Piura, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Piura'}
{'statement': 'Someone is looking for a big city to visit. Between Luanda and Bamako, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Bamako'}
{'statement': 'Someone is looking for a big city to visit. Between Mumbai and Erzurum, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Erzurum'}
{'statement': 'Someone is looking for a big city to visit. Between Bangkok and Nur-Sultan, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Nur-Sultan'}
{'statement': 'Someone is looking for a big city to visit. Between Chicago and Cayenne, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Cayenne'}
{'statement': 'Someone is looking for a big city to visit. Between Guadalajara and Suwałki, this person should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Suwałki'}
{'statement': 'Someone is looking for a big city to visit. Between Ho Chi Minh City and Córdoba, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Córdoba'}
{'statement': 'Someone is looking for a big city to visit. Between Jakarta and Vladivostok, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Vladivostok'}
{'statement': 'Someone is looking for a big city to visit. Between Paris and Monterrey, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Monterrey'}
{'statement': 'Someone is looking for a big city to visit. Between Beijing and Ushuaia, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Ushuaia'}
{'statement': 'Someone is looking for a big city to visit. Between Guadalajara and Ouahigouya, this person should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Ouahigouya'}
{'statement': 'Someone is looking for a big city to visit. Between Dar es Salaam and Suva, this person should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Suva'}
{'statement': 'Someone is looking for a big city to visit. Between Beijing and Zagreb, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Zagreb'}
{'statement': 'Someone is looking for a big city to visit. Between Tampa and Dodoma, this person should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Dodoma'}
{'statement': 'Someone is looking for a big city to visit. Between Guangzhou and Milan, this person should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Milan'}
{'statement': 'Someone is looking for a big city to visit. Between Algiers and Aden, this person should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Aden'}
{'statement': 'Someone is looking for a big city to visit. Between Medellín and Thiès, this person should visit Medellín.', 'answer': 'Medellín', 'candidate': 'Thiès'}
{'statement': 'Someone is looking for a big city to visit. Between Toronto and Viedma, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Viedma'}
{'statement': 'Someone is looking for a big city to visit. Between Baghdad and Changsha, this person should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Changsha'}
{'statement': 'Someone is looking for a big city to visit. Between Kunming and Lusaka, this person should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Lusaka'}
{'statement': 'Someone is looking for a big city to visit. Between Buenos Aires and Florianópolis, this person should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Florianópolis'}
{'statement': 'Someone is looking for a big city to visit. Between Buenos Aires and Ankara, this person should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a big city to visit. Between Nairobi and Tampa, this person should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Tampa'}
{'statement': 'Someone is looking for a big city to visit. Between Lagos and Harare, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Harare'}
{'statement': 'Someone is looking for a big city to visit. Between Mumbai and Cayenne, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Cayenne'}
{'statement': 'Someone is looking for a big city to visit. Between Minneapolis and San Salvador, this person should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'San Salvador'}
{'statement': 'Someone is looking for a big city to visit. Between Beijing and Bangui, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Bangui'}
{'statement': 'Someone is looking for a big city to visit. Between Karachi and Riyadh, this person should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Riyadh'}
{'statement': 'Someone is looking for a big city to visit. Between Mumbai and Palembang, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Palembang'}
{'statement': 'Someone is looking for a big city to visit. Between Luanda and Villahermosa, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Villahermosa'}
{'statement': 'Someone is looking for a big city to visit. Between Moscow and Fianarantsoa, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Fianarantsoa'}
{'statement': 'Someone is looking for a big city to visit. Between Baghdad and Ürümqi, this person should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Ürümqi'}
{'statement': 'Someone is looking for a big city to visit. Between Chicago and Zürich, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Zürich'}
{'statement': 'Someone is looking for a big city to visit. Between Karachi and Suwałki, this person should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Suwałki'}
{'statement': 'Someone is looking for a big city to visit. Between Lahore and Sokoto, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Sokoto'}
{'statement': 'Someone is looking for a big city to visit. Between Santiago and Yerevan, this person should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Yerevan'}
{'statement': 'Someone is looking for a big city to visit. Between Phoenix and Brussels, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Brussels'}
{'statement': 'Someone is looking for a big city to visit. Between Ho Chi Minh City and Valencia, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Valencia'}
{'statement': 'Someone is looking for a big city to visit. Between Karachi and Kansas City, this person should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Kansas City'}
{'statement': 'Someone is looking for a big city to visit. Between Berlin and Lhasa, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Lhasa'}
{'statement': 'Someone is looking for a big city to visit. Between Berlin and San Juan, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a big city to visit. Between Rome and El Paso, this person should visit Rome.', 'answer': 'Rome', 'candidate': 'El Paso'}
{'statement': 'Someone is looking for a big city to visit. Between London and Sapporo, this person should visit London.', 'answer': 'London', 'candidate': 'Sapporo'}
{'statement': 'Someone is looking for a big city to visit. Between Dar es Salaam and Belgrade, this person should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Belgrade'}
{'statement': 'Someone is looking for a big city to visit. Between Mexico City and Ouahigouya, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Ouahigouya'}
{'statement': 'Someone is looking for a big city to visit. Between Brasília and Juba, this person should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Juba'}
{'statement': 'Someone is looking for a big city to visit. Between Lima and Amsterdam, this person should visit Lima.', 'answer': 'Lima', 'candidate': 'Amsterdam'}
{'statement': 'Someone is looking for a big city to visit. Between Phoenix and Ljubljana, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Ljubljana'}
{'statement': 'Someone is looking for a big city to visit. Between Guangzhou and Nouakchott, this person should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Nouakchott'}
{'statement': 'Someone is looking for a big city to visit. Between Beijing and Hamilton, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Hamilton'}
{'statement': 'Someone is looking for a big city to visit. Between Berlin and Milan, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Milan'}
{'statement': 'Someone is looking for a big city to visit. Between Lima and Florianópolis, this person should visit Lima.', 'answer': 'Lima', 'candidate': 'Florianópolis'}
{'statement': 'Someone is looking for a big city to visit. Between Mexico City and Baghdad, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Baghdad'}
{'statement': 'Someone is looking for a big city to visit. Between Guadalajara and Parakou, this person should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Parakou'}
{'statement': 'Someone is looking for a big city to visit. Between Guangzhou and Vienna, this person should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Vienna'}
{'statement': 'Someone is looking for a big city to visit. Between Monterrey and Antofagasta, this person should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Antofagasta'}
{'statement': 'Someone is looking for a big city to visit. Between Medellín and Palmerston North, this person should visit Medellín.', 'answer': 'Medellín', 'candidate': 'Palmerston North'}
{'statement': 'Someone is looking for a big city to visit. Between Moscow and Reykjavík, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Reykjavík'}
{'statement': 'Someone is looking for a big city to visit. Between Sydney and Kansas City, this person should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Kansas City'}
{'statement': 'Someone is looking for a big city to visit. Between Medellín and Tabora, this person should visit Medellín.', 'answer': 'Medellín', 'candidate': 'Tabora'}
{'statement': 'Someone is looking for a big city to visit. Between Ankara and Omaha, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Omaha'}
{'statement': 'Someone is looking for a big city to visit. Between Ankara and Piura, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Piura'}
{'statement': 'Someone is looking for a big city to visit. Between Chicago and Toamasina, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Toamasina'}
{'statement': 'Someone is looking for a big city to visit. Between Lahore and Pretoria, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Pretoria'}
{'statement': 'Someone is looking for a big city to visit. Between Bogotá and Tashkent, this person should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Tashkent'}
{'statement': 'Someone is looking for a big city to visit. Between Saint Petersburg and Bata, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Bata'}
{'statement': 'Someone is looking for a big city to visit. Between Houston and Port Moresby, this person should visit Houston.', 'answer': 'Houston', 'candidate': 'Port Moresby'}
{'statement': 'Someone is looking for a big city to visit. Between Shanghai and Bata, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Bata'}
{'statement': 'Someone is looking for a big city to visit. Between Moscow and Port Moresby, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Port Moresby'}
{'statement': 'Someone is looking for a big city to visit. Between Denver and Christchurch, this person should visit Denver.', 'answer': 'Denver', 'candidate': 'Christchurch'}
{'statement': 'Someone is looking for a big city to visit. Between Toronto and Addis Ababa, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Addis Ababa'}
{'statement': 'Someone is looking for a big city to visit. Between Lahore and Yinchuan, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Yinchuan'}
{'statement': 'Someone is looking for a big city to visit. Between Los Angeles and Palmerston North, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Palmerston North'}
{'statement': 'Someone is looking for a big city to visit. Between Chicago and San Antonio, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'San Antonio'}
{'statement': 'Someone is looking for a big city to visit. Between Beijing and Damascus, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Damascus'}
{'statement': 'Someone is looking for a big city to visit. Between Douala and Suva, this person should visit Douala.', 'answer': 'Douala', 'candidate': 'Suva'}
{'statement': 'Someone is looking for a big city to visit. Between Buenos Aires and Nouadhibou, this person should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Nouadhibou'}
{'statement': 'Someone is looking for a big city to visit. Between Guadalajara and Cape Town, this person should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Cape Town'}
{'statement': 'Someone is looking for a big city to visit. Between Houston and Aden, this person should visit Houston.', 'answer': 'Houston', 'candidate': 'Aden'}
{'statement': 'Someone is looking for a big city to visit. Between Berlin and Río Gallegos, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Río Gallegos'}
{'statement': 'Someone is looking for a big city to visit. Between Guadalajara and Rabat, this person should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Rabat'}
{'statement': 'Someone is looking for a big city to visit. Between Chicago and Ushuaia, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Ushuaia'}
{'statement': 'Someone is looking for a big city to visit. Between Bogotá and Ankara, this person should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a big city to visit. Between Mexico City and San Juan, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a big city to visit. Between Mexico City and Fukuoka, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Fukuoka'}
{'statement': 'Someone is looking for a big city to visit. Between Moscow and Piura, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Piura'}
{'statement': 'Someone is looking for a big city to visit. Between Guadalajara and Lhasa, this person should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Lhasa'}
{'statement': 'Someone is looking for a big city to visit. Between Johannesburg and Lake Havasu City, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Lake Havasu City'}
{'statement': 'Someone is looking for a big city to visit. Between Jakarta and Lima, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Lima'}
{'statement': 'Someone is looking for a big city to visit. Between Bangkok and Tripoli, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Tripoli'}
