{'statement': 'Between Baghdad and Ségou, the city with a smaller population is Ségou.', 'answer': 'Ségou', 'candidate': 'Baghdad'}
{'statement': 'Between Luanda and Mexicali, the city with a smaller population is Mexicali.', 'answer': 'Mexicali', 'candidate': 'Luanda'}
{'statement': 'Between Mexico City and Milwaukee, the city with a smaller population is Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Mexico City'}
{'statement': 'Between Karachi and Brasília, the city with a smaller population is Brasília.', 'answer': 'Brasília', 'candidate': 'Karachi'}
{'statement': 'Between Mumbai and San Salvador, the city with a smaller population is San Salvador.', 'answer': 'San Salvador', 'candidate': 'Mumbai'}
{'statement': 'Between Karachi and Nur-Sultan, the city with a smaller population is Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Karachi'}
{'statement': 'Between Melbourne and Pretoria, the city with a smaller population is Pretoria.', 'answer': 'Pretoria', 'candidate': 'Melbourne'}
{'statement': 'Between Baku and La Serena, the city with a smaller population is La Serena.', 'answer': 'La Serena', 'candidate': 'Baku'}
{'statement': 'Between Riyadh and Lhasa, the city with a smaller population is Lhasa.', 'answer': 'Lhasa', 'candidate': 'Riyadh'}
{'statement': 'Between Karachi and Antsiranana, the city with a smaller population is Antsiranana.', 'answer': 'Antsiranana', 'candidate': 'Karachi'}
{'statement': 'Between Baghdad and La Ceiba, the city with a smaller population is La Ceiba.', 'answer': 'La Ceiba', 'candidate': 'Baghdad'}
{'statement': 'Between Karachi and Almaty, the city with a smaller population is Almaty.', 'answer': 'Almaty', 'candidate': 'Karachi'}
{'statement': 'Between Santiago and Ottawa, the city with a smaller population is Ottawa.', 'answer': 'Ottawa', 'candidate': 'Santiago'}
{'statement': 'Between Baghdad and Paramaribo, the city with a smaller population is Paramaribo.', 'answer': 'Paramaribo', 'candidate': 'Baghdad'}
{'statement': 'Between Guadalajara and Cape Town, the city with a smaller population is Cape Town.', 'answer': 'Cape Town', 'candidate': 'Guadalajara'}
{'statement': 'Between London and Hamilton, the city with a smaller population is Hamilton.', 'answer': 'Hamilton', 'candidate': 'London'}
{'statement': 'Between Ankara and Hamilton, the city with a smaller population is Hamilton.', 'answer': 'Hamilton', 'candidate': 'Ankara'}
{'statement': 'Between Buenos Aires and Tauranga, the city with a smaller population is Tauranga.', 'answer': 'Tauranga', 'candidate': 'Buenos Aires'}
{'statement': 'Between Johannesburg and Darwin, the city with a smaller population is Darwin.', 'answer': 'Darwin', 'candidate': 'Johannesburg'}
{'statement': 'Between Alexandria and Bamako, the city with a smaller population is Bamako.', 'answer': 'Bamako', 'candidate': 'Alexandria'}
{'statement': 'Between Riyadh and Ndola, the city with a smaller population is Ndola.', 'answer': 'Ndola', 'candidate': 'Riyadh'}
{'statement': 'Between Lima and Denpasar, the city with a smaller population is Denpasar.', 'answer': 'Denpasar', 'candidate': 'Lima'}
{'statement': 'Between Paris and Kathmandu, the city with a smaller population is Kathmandu.', 'answer': 'Kathmandu', 'candidate': 'Paris'}
{'statement': 'Between Toronto and Erzurum, the city with a smaller population is Erzurum.', 'answer': 'Erzurum', 'candidate': 'Toronto'}
{'statement': 'Between Cairo and Hobart, the city with a smaller population is Hobart.', 'answer': 'Hobart', 'candidate': 'Cairo'}
{'statement': 'Between Mumbai and Brussels, the city with a smaller population is Brussels.', 'answer': 'Brussels', 'candidate': 'Mumbai'}
{'statement': 'Between Lahore and Hanoi, the city with a smaller population is Hanoi.', 'answer': 'Hanoi', 'candidate': 'Lahore'}
{'statement': 'Between Bogotá and Dublin, the city with a smaller population is Dublin.', 'answer': 'Dublin', 'candidate': 'Bogotá'}
{'statement': 'Between Toronto and Novosibirsk, the city with a smaller population is Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Toronto'}
{'statement': 'Between Chicago and Denpasar, the city with a smaller population is Denpasar.', 'answer': 'Denpasar', 'candidate': 'Chicago'}
{'statement': 'Between Riyadh and Reykjavík, the city with a smaller population is Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Riyadh'}
{'statement': 'Between Dar es Salaam and Cape Town, the city with a smaller population is Cape Town.', 'answer': 'Cape Town', 'candidate': 'Dar es Salaam'}
{'statement': 'Between Sydney and Beirut, the city with a smaller population is Beirut.', 'answer': 'Beirut', 'candidate': 'Sydney'}
{'statement': 'Between Hanoi and Honolulu, the city with a smaller population is Honolulu.', 'answer': 'Honolulu', 'candidate': 'Hanoi'}
{'statement': 'Between Nairobi and Parakou, the city with a smaller population is Parakou.', 'answer': 'Parakou', 'candidate': 'Nairobi'}
{'statement': 'Between Harare and Toliara, the city with a smaller population is Toliara.', 'answer': 'Toliara', 'candidate': 'Harare'}
{'statement': 'Between Kabul and Panama City, the city with a smaller population is Panama City.', 'answer': 'Panama City', 'candidate': 'Kabul'}
{'statement': 'Between Kabul and Cabo San Lucas, the city with a smaller population is Cabo San Lucas.', 'answer': 'Cabo San Lucas', 'candidate': 'Kabul'}
{'statement': 'Between Saint Petersburg and Palmerston North, the city with a smaller population is Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Saint Petersburg'}
{'statement': 'Between Mumbai and Bratislava, the city with a smaller population is Bratislava.', 'answer': 'Bratislava', 'candidate': 'Mumbai'}
{'statement': 'Between Nairobi and Wau, the city with a smaller population is Wau.', 'answer': 'Wau', 'candidate': 'Nairobi'}
{'statement': 'Between Houston and Auckland, the city with a smaller population is Auckland.', 'answer': 'Auckland', 'candidate': 'Houston'}
{'statement': 'Between Chicago and Mendoza, the city with a smaller population is Mendoza.', 'answer': 'Mendoza', 'candidate': 'Chicago'}
{'statement': 'Between Algiers and Milan, the city with a smaller population is Milan.', 'answer': 'Milan', 'candidate': 'Algiers'}
{'statement': 'Between Los Angeles and Panama City, the city with a smaller population is Panama City.', 'answer': 'Panama City', 'candidate': 'Los Angeles'}
{'statement': 'Between Lahore and Ouahigouya, the city with a smaller population is Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Lahore'}
{'statement': 'Between Sydney and Ljubljana, the city with a smaller population is Ljubljana.', 'answer': 'Ljubljana', 'candidate': 'Sydney'}
{'statement': 'Between Ankara and Malabo, the city with a smaller population is Malabo.', 'answer': 'Malabo', 'candidate': 'Ankara'}
{'statement': 'Between Jakarta and Porto Alegre, the city with a smaller population is Porto Alegre.', 'answer': 'Porto Alegre', 'candidate': 'Jakarta'}
{'statement': 'Between Toronto and Kansas City, the city with a smaller population is Kansas City.', 'answer': 'Kansas City', 'candidate': 'Toronto'}
{'statement': 'Between Chicago and Phnom Penh, the city with a smaller population is Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Chicago'}
{'statement': 'Between Kano and Florianópolis, the city with a smaller population is Florianópolis.', 'answer': 'Florianópolis', 'candidate': 'Kano'}
{'statement': 'Between Kano and Skopje, the city with a smaller population is Skopje.', 'answer': 'Skopje', 'candidate': 'Kano'}
{'statement': 'Between Los Angeles and Viedma, the city with a smaller population is Viedma.', 'answer': 'Viedma', 'candidate': 'Los Angeles'}
{'statement': 'Between Ho Chi Minh City and Milan, the city with a smaller population is Milan.', 'answer': 'Milan', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Between Kano and Belize City, the city with a smaller population is Belize City.', 'answer': 'Belize City', 'candidate': 'Kano'}
{'statement': 'Between Mexico City and Pretoria, the city with a smaller population is Pretoria.', 'answer': 'Pretoria', 'candidate': 'Mexico City'}
{'statement': 'Between Monterrey and Frankfurt, the city with a smaller population is Frankfurt.', 'answer': 'Frankfurt', 'candidate': 'Monterrey'}
{'statement': 'Between Bogotá and Christchurch, the city with a smaller population is Christchurch.', 'answer': 'Christchurch', 'candidate': 'Bogotá'}
{'statement': 'Between Ho Chi Minh City and Vienna, the city with a smaller population is Vienna.', 'answer': 'Vienna', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Between Houston and Cotonou, the city with a smaller population is Cotonou.', 'answer': 'Cotonou', 'candidate': 'Houston'}
{'statement': 'Between Jakarta and Toluca, the city with a smaller population is Toluca.', 'answer': 'Toluca', 'candidate': 'Jakarta'}
{'statement': 'Between Guangzhou and Lomé, the city with a smaller population is Lomé.', 'answer': 'Lomé', 'candidate': 'Guangzhou'}
{'statement': 'Between Lagos and Gabès, the city with a smaller population is Gabès.', 'answer': 'Gabès', 'candidate': 'Lagos'}
{'statement': 'Between Ankara and Kuopio, the city with a smaller population is Kuopio.', 'answer': 'Kuopio', 'candidate': 'Ankara'}
{'statement': 'Between San Diego and Lhasa, the city with a smaller population is Lhasa.', 'answer': 'Lhasa', 'candidate': 'San Diego'}
{'statement': 'Between Bogotá and Baku, the city with a smaller population is Baku.', 'answer': 'Baku', 'candidate': 'Bogotá'}
{'statement': 'Between Baku and Belize City, the city with a smaller population is Belize City.', 'answer': 'Belize City', 'candidate': 'Baku'}
{'statement': 'Between Johannesburg and Hat Yai, the city with a smaller population is Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Johannesburg'}
{'statement': 'Between Lahore and Douala, the city with a smaller population is Douala.', 'answer': 'Douala', 'candidate': 'Lahore'}
{'statement': 'Between Bangkok and Erzurum, the city with a smaller population is Erzurum.', 'answer': 'Erzurum', 'candidate': 'Bangkok'}
{'statement': 'Between Monterrey and Barranquilla, the city with a smaller population is Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Monterrey'}
{'statement': 'Between Sydney and Palmerston North, the city with a smaller population is Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Sydney'}
{'statement': 'Between Bangkok and Porto Alegre, the city with a smaller population is Porto Alegre.', 'answer': 'Porto Alegre', 'candidate': 'Bangkok'}
{'statement': 'Between Ürümqi and Erbil, the city with a smaller population is Erbil.', 'answer': 'Erbil', 'candidate': 'Ürümqi'}
{'statement': 'Between Saint Petersburg and Bangui, the city with a smaller population is Bangui.', 'answer': 'Bangui', 'candidate': 'Saint Petersburg'}
{'statement': 'Between Houston and Brussels, the city with a smaller population is Brussels.', 'answer': 'Brussels', 'candidate': 'Houston'}
{'statement': 'Between Luanda and Palermo, the city with a smaller population is Palermo.', 'answer': 'Palermo', 'candidate': 'Luanda'}
{'statement': 'Between Mumbai and Lviv, the city with a smaller population is Lviv.', 'answer': 'Lviv', 'candidate': 'Mumbai'}
{'statement': 'Between Sydney and Rome, the city with a smaller population is Rome.', 'answer': 'Rome', 'candidate': 'Sydney'}
{'statement': 'Between Luanda and Durban, the city with a smaller population is Durban.', 'answer': 'Durban', 'candidate': 'Luanda'}
{'statement': 'Between Kunming and La Ceiba, the city with a smaller population is La Ceiba.', 'answer': 'La Ceiba', 'candidate': 'Kunming'}
{'statement': 'Between Saint Petersburg and Río Gallegos, the city with a smaller population is Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Saint Petersburg'}
{'statement': 'Between Tampa and Belize City, the city with a smaller population is Belize City.', 'answer': 'Belize City', 'candidate': 'Tampa'}
{'statement': 'Between Paris and Ségou, the city with a smaller population is Ségou.', 'answer': 'Ségou', 'candidate': 'Paris'}
{'statement': 'Between Kabul and Sokoto, the city with a smaller population is Sokoto.', 'answer': 'Sokoto', 'candidate': 'Kabul'}
{'statement': 'Between Tashkent and Ségou, the city with a smaller population is Ségou.', 'answer': 'Ségou', 'candidate': 'Tashkent'}
{'statement': 'Between Sydney and Ottawa, the city with a smaller population is Ottawa.', 'answer': 'Ottawa', 'candidate': 'Sydney'}
{'statement': 'Between Kano and Thiès, the city with a smaller population is Thiès.', 'answer': 'Thiès', 'candidate': 'Kano'}
{'statement': 'Between Alexandria and Bahía Blanca, the city with a smaller population is Bahía Blanca.', 'answer': 'Bahía Blanca', 'candidate': 'Alexandria'}
{'statement': 'Between Mumbai and Brisbane, the city with a smaller population is Brisbane.', 'answer': 'Brisbane', 'candidate': 'Mumbai'}
{'statement': 'Between Baghdad and Abéché, the city with a smaller population is Abéché.', 'answer': 'Abéché', 'candidate': 'Baghdad'}
{'statement': 'Between Riyadh and Garissa, the city with a smaller population is Garissa.', 'answer': 'Garissa', 'candidate': 'Riyadh'}
{'statement': 'Between Manila and Ottawa, the city with a smaller population is Ottawa.', 'answer': 'Ottawa', 'candidate': 'Manila'}
{'statement': 'Between Los Angeles and Brasília, the city with a smaller population is Brasília.', 'answer': 'Brasília', 'candidate': 'Los Angeles'}
{'statement': 'Between Luanda and La Paz, the city with a smaller population is La Paz.', 'answer': 'La Paz', 'candidate': 'Luanda'}
{'statement': 'Between Jakarta and Lviv, the city with a smaller population is Lviv.', 'answer': 'Lviv', 'candidate': 'Jakarta'}
{'statement': 'Between Baku and Punta Arenas, the city with a smaller population is Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Baku'}
{'statement': 'Between Tashkent and Christchurch, the city with a smaller population is Christchurch.', 'answer': 'Christchurch', 'candidate': 'Tashkent'}
