{'statement': "You don't like small cities. Between Addis Ababa and Cotonou, you should visit Addis Ababa.", 'answer': 'Addis Ababa', 'candidate': 'Cotonou'}
{'statement': "You don't like small cities. Between Buenos Aires and Bratislava, you should visit Buenos Aires.", 'answer': 'Buenos Aires', 'candidate': 'Bratislava'}
{'statement': "You don't like small cities. Between Guadalajara and Maputo, you should visit Guadalajara.", 'answer': 'Guadalajara', 'candidate': 'Maputo'}
{'statement': "You don't like small cities. Between Alexandria and Nakhon Ratchasima, you should visit Alexandria.", 'answer': 'Alexandria', 'candidate': 'Nakhon Ratchasima'}
{'statement': "You don't like small cities. Between Dar es Salaam and Tabora, you should visit Dar es Salaam.", 'answer': 'Dar es Salaam', 'candidate': 'Tabora'}
{'statement': "You don't like small cities. Between Shanghai and Yakutsk, you should visit Shanghai.", 'answer': 'Shanghai', 'candidate': 'Yakutsk'}
{'statement': "You don't like small cities. Between Riyadh and Palembang, you should visit Riyadh.", 'answer': 'Riyadh', 'candidate': 'Palembang'}
{'statement': "You don't like small cities. Between Buenos Aires and Pittsburgh, you should visit Buenos Aires.", 'answer': 'Buenos Aires', 'candidate': 'Pittsburgh'}
{'statement': "You don't like small cities. Between Phoenix and Nouakchott, you should visit Phoenix.", 'answer': 'Phoenix', 'candidate': 'Nouakchott'}
{'statement': "You don't like small cities. Between Minneapolis and Albuquerque, you should visit Minneapolis.", 'answer': 'Minneapolis', 'candidate': 'Albuquerque'}
{'statement': "You don't like small cities. Between Monterrey and Upington, you should visit Monterrey.", 'answer': 'Monterrey', 'candidate': 'Upington'}
{'statement': "You don't like small cities. Between Baghdad and Malabo, you should visit Baghdad.", 'answer': 'Baghdad', 'candidate': 'Malabo'}
{'statement': "You don't like small cities. Between London and Maputo, you should visit London.", 'answer': 'London', 'candidate': 'Maputo'}
{'statement': "You don't like small cities. Between Surabaya and Lusaka, you should visit Surabaya.", 'answer': 'Surabaya', 'candidate': 'Lusaka'}
{'statement': "You don't like small cities. Between Melbourne and Cabo San Lucas, you should visit Melbourne.", 'answer': 'Melbourne', 'candidate': 'Cabo San Lucas'}
{'statement': "You don't like small cities. Between Sydney and Ulaanbaatar, you should visit Sydney.", 'answer': 'Sydney', 'candidate': 'Ulaanbaatar'}
{'statement': "You don't like small cities. Between Kabul and Asmara, you should visit Kabul.", 'answer': 'Kabul', 'candidate': 'Asmara'}
{'statement': "You don't like small cities. Between Jakarta and Toliara, you should visit Jakarta.", 'answer': 'Jakarta', 'candidate': 'Toliara'}
{'statement': "You don't like small cities. Between Rome and Fairbanks, you should visit Rome.", 'answer': 'Rome', 'candidate': 'Fairbanks'}
{'statement': "You don't like small cities. Between Karachi and Nouadhibou, you should visit Karachi.", 'answer': 'Karachi', 'candidate': 'Nouadhibou'}
{'statement': "You don't like small cities. Between Santiago and Durban, you should visit Santiago.", 'answer': 'Santiago', 'candidate': 'Durban'}
{'statement': "You don't like small cities. Between Lima and Managua, you should visit Lima.", 'answer': 'Lima', 'candidate': 'Managua'}
{'statement': "You don't like small cities. Between Manila and Brussels, you should visit Manila.", 'answer': 'Manila', 'candidate': 'Brussels'}
{'statement': "You don't like small cities. Between Lima and Port Moresby, you should visit Lima.", 'answer': 'Lima', 'candidate': 'Port Moresby'}
{'statement': "You don't like small cities. Between Johannesburg and Lake Havasu City, you should visit Johannesburg.", 'answer': 'Johannesburg', 'candidate': 'Lake Havasu City'}
{'statement': "You don't like small cities. Between Baghdad and Novosibirsk, you should visit Baghdad.", 'answer': 'Baghdad', 'candidate': 'Novosibirsk'}
{'statement': "You don't like small cities. Between Shanghai and Baltimore, you should visit Shanghai.", 'answer': 'Shanghai', 'candidate': 'Baltimore'}
{'statement': "You don't like small cities. Between Guangzhou and Melbourne, you should visit Guangzhou.", 'answer': 'Guangzhou', 'candidate': 'Melbourne'}
{'statement': "You don't like small cities. Between Ankara and Anchorage, you should visit Ankara.", 'answer': 'Ankara', 'candidate': 'Anchorage'}
{'statement': "You don't like small cities. Between Johannesburg and Reykjavík, you should visit Johannesburg.", 'answer': 'Johannesburg', 'candidate': 'Reykjavík'}
{'statement': "You don't like small cities. Between Alexandria and Baku, you should visit Alexandria.", 'answer': 'Alexandria', 'candidate': 'Baku'}
{'statement': "You don't like small cities. Between Buenos Aires and Mandalay, you should visit Buenos Aires.", 'answer': 'Buenos Aires', 'candidate': 'Mandalay'}
{'statement': "You don't like small cities. Between Houston and Bergen, you should visit Houston.", 'answer': 'Houston', 'candidate': 'Bergen'}
{'statement': "You don't like small cities. Between Harare and Abéché, you should visit Harare.", 'answer': 'Harare', 'candidate': 'Abéché'}
{'statement': "You don't like small cities. Between Kuwait City and Gabès, you should visit Kuwait City.", 'answer': 'Kuwait City', 'candidate': 'Gabès'}
{'statement': "You don't like small cities. Between Kuwait City and Reykjavík, you should visit Kuwait City.", 'answer': 'Kuwait City', 'candidate': 'Reykjavík'}
{'statement': "You don't like small cities. Between Sydney and Ottawa, you should visit Sydney.", 'answer': 'Sydney', 'candidate': 'Ottawa'}
{'statement': "You don't like small cities. Between Dar es Salaam and Makurdi, you should visit Dar es Salaam.", 'answer': 'Dar es Salaam', 'candidate': 'Makurdi'}
{'statement': "You don't like small cities. Between Ho Chi Minh City and Mahajanga, you should visit Ho Chi Minh City.", 'answer': 'Ho Chi Minh City', 'candidate': 'Mahajanga'}
{'statement': "You don't like small cities. Between Shanghai and Entebbe, you should visit Shanghai.", 'answer': 'Shanghai', 'candidate': 'Entebbe'}
{'statement': "You don't like small cities. Between Shanghai and Sokoto, you should visit Shanghai.", 'answer': 'Shanghai', 'candidate': 'Sokoto'}
{'statement': "You don't like small cities. Between Douala and Tirana, you should visit Douala.", 'answer': 'Douala', 'candidate': 'Tirana'}
{'statement': "You don't like small cities. Between Ankara and Amsterdam, you should visit Ankara.", 'answer': 'Ankara', 'candidate': 'Amsterdam'}
{'statement': "You don't like small cities. Between Tashkent and Anchorage, you should visit Tashkent.", 'answer': 'Tashkent', 'candidate': 'Anchorage'}
{'statement': "You don't like small cities. Between Phoenix and Suwałki, you should visit Phoenix.", 'answer': 'Phoenix', 'candidate': 'Suwałki'}
{'statement': "You don't like small cities. Between Mexico City and Luanda, you should visit Mexico City.", 'answer': 'Mexico City', 'candidate': 'Luanda'}
{'statement': "You don't like small cities. Between Harare and Kuopio, you should visit Harare.", 'answer': 'Harare', 'candidate': 'Kuopio'}
{'statement': "You don't like small cities. Between Shanghai and Makurdi, you should visit Shanghai.", 'answer': 'Shanghai', 'candidate': 'Makurdi'}
{'statement': "You don't like small cities. Between Beijing and Toronto, you should visit Beijing.", 'answer': 'Beijing', 'candidate': 'Toronto'}
{'statement': "You don't like small cities. Between Cairo and Medellín, you should visit Cairo.", 'answer': 'Cairo', 'candidate': 'Medellín'}
{'statement': "You don't like small cities. Between Surabaya and Conakry, you should visit Surabaya.", 'answer': 'Surabaya', 'candidate': 'Conakry'}
{'statement': "You don't like small cities. Between Ho Chi Minh City and Barranquilla, you should visit Ho Chi Minh City.", 'answer': 'Ho Chi Minh City', 'candidate': 'Barranquilla'}
{'statement': "You don't like small cities. Between Tampa and Napier, you should visit Tampa.", 'answer': 'Tampa', 'candidate': 'Napier'}
{'statement': "You don't like small cities. Between Bangkok and Antofagasta, you should visit Bangkok.", 'answer': 'Bangkok', 'candidate': 'Antofagasta'}
{'statement': "You don't like small cities. Between Los Angeles and Garissa, you should visit Los Angeles.", 'answer': 'Los Angeles', 'candidate': 'Garissa'}
{'statement': "You don't like small cities. Between Mumbai and Lusaka, you should visit Mumbai.", 'answer': 'Mumbai', 'candidate': 'Lusaka'}
{'statement': "You don't like small cities. Between Dar es Salaam and Ushuaia, you should visit Dar es Salaam.", 'answer': 'Dar es Salaam', 'candidate': 'Ushuaia'}
{'statement': "You don't like small cities. Between Rome and Erbil, you should visit Rome.", 'answer': 'Rome', 'candidate': 'Erbil'}
{'statement': "You don't like small cities. Between Paris and Napier, you should visit Paris.", 'answer': 'Paris', 'candidate': 'Napier'}
{'statement': "You don't like small cities. Between Bangkok and Reykjavík, you should visit Bangkok.", 'answer': 'Bangkok', 'candidate': 'Reykjavík'}
{'statement': "You don't like small cities. Between Karachi and Panama City, you should visit Karachi.", 'answer': 'Karachi', 'candidate': 'Panama City'}
{'statement': "You don't like small cities. Between Ürümqi and Nouakchott, you should visit Ürümqi.", 'answer': 'Ürümqi', 'candidate': 'Nouakchott'}
{'statement': "You don't like small cities. Between Kunming and Lisbon, you should visit Kunming.", 'answer': 'Kunming', 'candidate': 'Lisbon'}
{'statement': "You don't like small cities. Between Dar es Salaam and Curitiba, you should visit Dar es Salaam.", 'answer': 'Dar es Salaam', 'candidate': 'Curitiba'}
{'statement': "You don't like small cities. Between Kuwait City and Nouadhibou, you should visit Kuwait City.", 'answer': 'Kuwait City', 'candidate': 'Nouadhibou'}
{'statement': "You don't like small cities. Between Kano and Changsha, you should visit Kano.", 'answer': 'Kano', 'candidate': 'Changsha'}
{'statement': "You don't like small cities. Between Luanda and Saskatoon, you should visit Luanda.", 'answer': 'Luanda', 'candidate': 'Saskatoon'}
{'statement': "You don't like small cities. Between Phoenix and Sucre, you should visit Phoenix.", 'answer': 'Phoenix', 'candidate': 'Sucre'}
{'statement': "You don't like small cities. Between Toronto and Cotonou, you should visit Toronto.", 'answer': 'Toronto', 'candidate': 'Cotonou'}
{'statement': "You don't like small cities. Between Bangkok and Medellín, you should visit Bangkok.", 'answer': 'Bangkok', 'candidate': 'Medellín'}
{'statement': "You don't like small cities. Between Alexandria and Bangui, you should visit Alexandria.", 'answer': 'Alexandria', 'candidate': 'Bangui'}
{'statement': "You don't like small cities. Between Kunming and Gabès, you should visit Kunming.", 'answer': 'Kunming', 'candidate': 'Gabès'}
{'statement': "You don't like small cities. Between Kabul and Darwin, you should visit Kabul.", 'answer': 'Kabul', 'candidate': 'Darwin'}
{'statement': "You don't like small cities. Between Saint Petersburg and San José, you should visit Saint Petersburg.", 'answer': 'Saint Petersburg', 'candidate': 'San José'}
{'statement': "You don't like small cities. Between Lahore and Lhasa, you should visit Lahore.", 'answer': 'Lahore', 'candidate': 'Lhasa'}
{'statement': "You don't like small cities. Between Harare and Nouadhibou, you should visit Harare.", 'answer': 'Harare', 'candidate': 'Nouadhibou'}
{'statement': "You don't like small cities. Between Kabul and Pittsburgh, you should visit Kabul.", 'answer': 'Kabul', 'candidate': 'Pittsburgh'}
{'statement': "You don't like small cities. Between Bangkok and Parakou, you should visit Bangkok.", 'answer': 'Bangkok', 'candidate': 'Parakou'}
{'statement': "You don't like small cities. Between Harare and Fairbanks, you should visit Harare.", 'answer': 'Harare', 'candidate': 'Fairbanks'}
{'statement': "You don't like small cities. Between Ürümqi and Halifax, you should visit Ürümqi.", 'answer': 'Ürümqi', 'candidate': 'Halifax'}
{'statement': "You don't like small cities. Between Toronto and Tucson, you should visit Toronto.", 'answer': 'Toronto', 'candidate': 'Tucson'}
{'statement': "You don't like small cities. Between Alexandria and Harare, you should visit Alexandria.", 'answer': 'Alexandria', 'candidate': 'Harare'}
{'statement': "You don't like small cities. Between Karachi and Oslo, you should visit Karachi.", 'answer': 'Karachi', 'candidate': 'Oslo'}
{'statement': "You don't like small cities. Between Phoenix and Toamasina, you should visit Phoenix.", 'answer': 'Phoenix', 'candidate': 'Toamasina'}
{'statement': "You don't like small cities. Between Lima and Riyadh, you should visit Lima.", 'answer': 'Lima', 'candidate': 'Riyadh'}
{'statement': "You don't like small cities. Between Mexico City and Benghazi, you should visit Mexico City.", 'answer': 'Mexico City', 'candidate': 'Benghazi'}
{'statement': "You don't like small cities. Between Mexico City and Novosibirsk, you should visit Mexico City.", 'answer': 'Mexico City', 'candidate': 'Novosibirsk'}
{'statement': "You don't like small cities. Between Algiers and Beirut, you should visit Algiers.", 'answer': 'Algiers', 'candidate': 'Beirut'}
{'statement': "You don't like small cities. Between Hanoi and Yaoundé, you should visit Hanoi.", 'answer': 'Hanoi', 'candidate': 'Yaoundé'}
{'statement': "You don't like small cities. Between Cairo and Bata, you should visit Cairo.", 'answer': 'Cairo', 'candidate': 'Bata'}
{'statement': "You don't like small cities. Between Beijing and Santiago del Estero, you should visit Beijing.", 'answer': 'Beijing', 'candidate': 'Santiago del Estero'}
{'statement': "You don't like small cities. Between Saint Petersburg and Frankfurt, you should visit Saint Petersburg.", 'answer': 'Saint Petersburg', 'candidate': 'Frankfurt'}
{'statement': "You don't like small cities. Between Alexandria and Lusaka, you should visit Alexandria.", 'answer': 'Alexandria', 'candidate': 'Lusaka'}
{'statement': "You don't like small cities. Between Cairo and Dar es Salaam, you should visit Cairo.", 'answer': 'Cairo', 'candidate': 'Dar es Salaam'}
{'statement': "You don't like small cities. Between Phnom Penh and Ouahigouya, you should visit Phnom Penh.", 'answer': 'Phnom Penh', 'candidate': 'Ouahigouya'}
{'statement': "You don't like small cities. Between Kabul and Maputo, you should visit Kabul.", 'answer': 'Kabul', 'candidate': 'Maputo'}
{'statement': "You don't like small cities. Between San Diego and Maputo, you should visit San Diego.", 'answer': 'San Diego', 'candidate': 'Maputo'}
{'statement': "You don't like small cities. Between Bogotá and Niamey, you should visit Bogotá.", 'answer': 'Bogotá', 'candidate': 'Niamey'}
{'statement': "You don't like small cities. Between Yaoundé and Willemstad, you should visit Yaoundé.", 'answer': 'Yaoundé', 'candidate': 'Willemstad'}
{'statement': "You don't like small cities. Between Saint Petersburg and La Paz, you should visit Saint Petersburg.", 'answer': 'Saint Petersburg', 'candidate': 'La Paz'}
{'statement': "You don't like small cities. Between Karachi and Abéché, you should visit Karachi.", 'answer': 'Karachi', 'candidate': 'Abéché'}
{'statement': "You don't like small cities. Between Lahore and Tashkent, you should visit Lahore.", 'answer': 'Lahore', 'candidate': 'Tashkent'}
{'statement': "You don't like small cities. Between Denver and Christchurch, you should visit Denver.", 'answer': 'Denver', 'candidate': 'Christchurch'}
{'statement': "You don't like small cities. Between Lahore and Tauranga, you should visit Lahore.", 'answer': 'Lahore', 'candidate': 'Tauranga'}
{'statement': "You don't like small cities. Between San Diego and Kathmandu, you should visit San Diego.", 'answer': 'San Diego', 'candidate': 'Kathmandu'}
{'statement': "You don't like small cities. Between Kunming and Anchorage, you should visit Kunming.", 'answer': 'Kunming', 'candidate': 'Anchorage'}
{'statement': "You don't like small cities. Between Ürümqi and Lisbon, you should visit Ürümqi.", 'answer': 'Ürümqi', 'candidate': 'Lisbon'}
{'statement': "You don't like small cities. Between Denver and La Paz, you should visit Denver.", 'answer': 'Denver', 'candidate': 'La Paz'}
{'statement': "You don't like small cities. Between Ho Chi Minh City and Yaoundé, you should visit Ho Chi Minh City.", 'answer': 'Ho Chi Minh City', 'candidate': 'Yaoundé'}
{'statement': "You don't like small cities. Between London and Caracas, you should visit London.", 'answer': 'London', 'candidate': 'Caracas'}
{'statement': "You don't like small cities. Between Surabaya and Nakhon Ratchasima, you should visit Surabaya.", 'answer': 'Surabaya', 'candidate': 'Nakhon Ratchasima'}
{'statement': "You don't like small cities. Between Guadalajara and La Ceiba, you should visit Guadalajara.", 'answer': 'Guadalajara', 'candidate': 'La Ceiba'}
{'statement': "You don't like small cities. Between Algiers and Ségou, you should visit Algiers.", 'answer': 'Algiers', 'candidate': 'Ségou'}
{'statement': "You don't like small cities. Between Manila and Erzurum, you should visit Manila.", 'answer': 'Manila', 'candidate': 'Erzurum'}
{'statement': "You don't like small cities. Between Riyadh and Ushuaia, you should visit Riyadh.", 'answer': 'Riyadh', 'candidate': 'Ushuaia'}
{'statement': "You don't like small cities. Between Los Angeles and Napier, you should visit Los Angeles.", 'answer': 'Los Angeles', 'candidate': 'Napier'}
{'statement': "You don't like small cities. Between Santiago and Phnom Penh, you should visit Santiago.", 'answer': 'Santiago', 'candidate': 'Phnom Penh'}
{'statement': "You don't like small cities. Between Dar es Salaam and Wau, you should visit Dar es Salaam.", 'answer': 'Dar es Salaam', 'candidate': 'Wau'}
{'statement': "You don't like small cities. Between Nairobi and Albuquerque, you should visit Nairobi.", 'answer': 'Nairobi', 'candidate': 'Albuquerque'}
{'statement': "You don't like small cities. Between Algiers and Milwaukee, you should visit Algiers.", 'answer': 'Algiers', 'candidate': 'Milwaukee'}
{'statement': "You don't like small cities. Between Cairo and Viedma, you should visit Cairo.", 'answer': 'Cairo', 'candidate': 'Viedma'}
{'statement': "You don't like small cities. Between Guadalajara and Lviv, you should visit Guadalajara.", 'answer': 'Guadalajara', 'candidate': 'Lviv'}
{'statement': "You don't like small cities. Between Tampa and El Paso, you should visit Tampa.", 'answer': 'Tampa', 'candidate': 'El Paso'}
{'statement': "You don't like small cities. Between London and Nouakchott, you should visit London.", 'answer': 'London', 'candidate': 'Nouakchott'}
{'statement': "You don't like small cities. Between Bogotá and Oslo, you should visit Bogotá.", 'answer': 'Bogotá', 'candidate': 'Oslo'}
{'statement': "You don't like small cities. Between Ankara and Harare, you should visit Ankara.", 'answer': 'Ankara', 'candidate': 'Harare'}
{'statement': "You don't like small cities. Between Los Angeles and Bahía Blanca, you should visit Los Angeles.", 'answer': 'Los Angeles', 'candidate': 'Bahía Blanca'}
{'statement': "You don't like small cities. Between Buenos Aires and Djibouti, you should visit Buenos Aires.", 'answer': 'Buenos Aires', 'candidate': 'Djibouti'}
{'statement': "You don't like small cities. Between Ho Chi Minh City and Yinchuan, you should visit Ho Chi Minh City.", 'answer': 'Ho Chi Minh City', 'candidate': 'Yinchuan'}
{'statement': "You don't like small cities. Between Melbourne and Baku, you should visit Melbourne.", 'answer': 'Melbourne', 'candidate': 'Baku'}
{'statement': "You don't like small cities. Between Guadalajara and Upington, you should visit Guadalajara.", 'answer': 'Guadalajara', 'candidate': 'Upington'}
{'statement': "You don't like small cities. Between Lagos and Nakhon Ratchasima, you should visit Lagos.", 'answer': 'Lagos', 'candidate': 'Nakhon Ratchasima'}
{'statement': "You don't like small cities. Between Alexandria and Niamey, you should visit Alexandria.", 'answer': 'Alexandria', 'candidate': 'Niamey'}
{'statement': "You don't like small cities. Between Phoenix and Mandalay, you should visit Phoenix.", 'answer': 'Phoenix', 'candidate': 'Mandalay'}
{'statement': "You don't like small cities. Between Shanghai and Hobart, you should visit Shanghai.", 'answer': 'Shanghai', 'candidate': 'Hobart'}
{'statement': "You don't like small cities. Between Surabaya and Douala, you should visit Surabaya.", 'answer': 'Surabaya', 'candidate': 'Douala'}
{'statement': "You don't like small cities. Between Bangkok and Omaha, you should visit Bangkok.", 'answer': 'Bangkok', 'candidate': 'Omaha'}
{'statement': "You don't like small cities. Between Buenos Aires and Campos do Jordão, you should visit Buenos Aires.", 'answer': 'Buenos Aires', 'candidate': 'Campos do Jordão'}
{'statement': "You don't like small cities. Between Sydney and Paramaribo, you should visit Sydney.", 'answer': 'Sydney', 'candidate': 'Paramaribo'}
{'statement': "You don't like small cities. Between Sydney and Pretoria, you should visit Sydney.", 'answer': 'Sydney', 'candidate': 'Pretoria'}
{'statement': "You don't like small cities. Between Bangkok and Antsiranana, you should visit Bangkok.", 'answer': 'Bangkok', 'candidate': 'Antsiranana'}
{'statement': "You don't like small cities. Between Hanoi and Hat Yai, you should visit Hanoi.", 'answer': 'Hanoi', 'candidate': 'Hat Yai'}
{'statement': "You don't like small cities. Between Ho Chi Minh City and Panama City, you should visit Ho Chi Minh City.", 'answer': 'Ho Chi Minh City', 'candidate': 'Panama City'}
{'statement': "You don't like small cities. Between Paris and Changsha, you should visit Paris.", 'answer': 'Paris', 'candidate': 'Changsha'}
{'statement': "You don't like small cities. Between Ürümqi and La Paz, you should visit Ürümqi.", 'answer': 'Ürümqi', 'candidate': 'La Paz'}
{'statement': "You don't like small cities. Between Mexico City and Frankfurt, you should visit Mexico City.", 'answer': 'Mexico City', 'candidate': 'Frankfurt'}
{'statement': "You don't like small cities. Between Alexandria and Antsiranana, you should visit Alexandria.", 'answer': 'Alexandria', 'candidate': 'Antsiranana'}
{'statement': "You don't like small cities. Between Karachi and Baghdad, you should visit Karachi.", 'answer': 'Karachi', 'candidate': 'Baghdad'}
{'statement': "You don't like small cities. Between Ho Chi Minh City and Dar es Salaam, you should visit Ho Chi Minh City.", 'answer': 'Ho Chi Minh City', 'candidate': 'Dar es Salaam'}
{'statement': "You don't like small cities. Between Dar es Salaam and La Serena, you should visit Dar es Salaam.", 'answer': 'Dar es Salaam', 'candidate': 'La Serena'}
{'statement': "You don't like small cities. Between Saint Petersburg and Goiânia, you should visit Saint Petersburg.", 'answer': 'Saint Petersburg', 'candidate': 'Goiânia'}
{'statement': "You don't like small cities. Between Beijing and Monterrey, you should visit Beijing.", 'answer': 'Beijing', 'candidate': 'Monterrey'}
{'statement': "You don't like small cities. Between Shanghai and Alexandria, you should visit Shanghai.", 'answer': 'Shanghai', 'candidate': 'Alexandria'}
{'statement': "You don't like small cities. Between Dar es Salaam and Kuopio, you should visit Dar es Salaam.", 'answer': 'Dar es Salaam', 'candidate': 'Kuopio'}
{'statement': "You don't like small cities. Between Guadalajara and Bahía Blanca, you should visit Guadalajara.", 'answer': 'Guadalajara', 'candidate': 'Bahía Blanca'}
{'statement': "You don't like small cities. Between Dar es Salaam and Milan, you should visit Dar es Salaam.", 'answer': 'Dar es Salaam', 'candidate': 'Milan'}
{'statement': "You don't like small cities. Between Baltimore and Upington, you should visit Baltimore.", 'answer': 'Baltimore', 'candidate': 'Upington'}
{'statement': "You don't like small cities. Between Kuwait City and Cayenne, you should visit Kuwait City.", 'answer': 'Kuwait City', 'candidate': 'Cayenne'}
