{'statement': 'Someone is looking for a big city to visit. Between Vientiane and Nairobi, this person should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Vientiane'}
{'statement': 'Someone is looking for a big city to visit. Between Bangkok and Rabat, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Rabat'}
{'statement': 'Someone is looking for a big city to visit. Between Rome and Santiago, this person should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Rome'}
{'statement': 'Someone is looking for a big city to visit. Between Rosario and Sydney, this person should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Rosario'}
{'statement': 'Someone is looking for a big city to visit. Between Beijing and Dodoma, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Dodoma'}
{'statement': 'Someone is looking for a big city to visit. Between Juba and Lahore, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Juba'}
{'statement': 'Someone is looking for a big city to visit. Between Boise and Hanoi, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Boise'}
{'statement': 'Someone is looking for a big city to visit. Between Nairobi and Auckland, this person should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Auckland'}
{'statement': 'Someone is looking for a big city to visit. Between Kabul and Bujumbura, this person should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Bujumbura'}
{'statement': 'Someone is looking for a big city to visit. Between Bahía Blanca and Toronto, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Bahía Blanca'}
{'statement': 'Someone is looking for a big city to visit. Between Karachi and La Ceiba, this person should visit Karachi.', 'answer': 'Karachi', 'candidate': 'La Ceiba'}
{'statement': 'Someone is looking for a big city to visit. Between Douala and Toamasina, this person should visit Douala.', 'answer': 'Douala', 'candidate': 'Toamasina'}
{'statement': 'Someone is looking for a big city to visit. Between Paris and Pontianak, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Pontianak'}
{'statement': 'Someone is looking for a big city to visit. Between Karachi and Paramaribo, this person should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Paramaribo'}
{'statement': 'Someone is looking for a big city to visit. Between Viedma and Guadalajara, this person should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Viedma'}
{'statement': 'Someone is looking for a big city to visit. Between Anchorage and Shanghai, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Anchorage'}
{'statement': 'Someone is looking for a big city to visit. Between Lima and La Serena, this person should visit Lima.', 'answer': 'Lima', 'candidate': 'La Serena'}
{'statement': 'Someone is looking for a big city to visit. Between Alexandria and Lisbon, this person should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Lisbon'}
{'statement': 'Someone is looking for a big city to visit. Between Oslo and Monterrey, this person should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Oslo'}
{'statement': 'Someone is looking for a big city to visit. Between Lusaka and Jakarta, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Lusaka'}
{'statement': 'Someone is looking for a big city to visit. Between Houston and Nouadhibou, this person should visit Houston.', 'answer': 'Houston', 'candidate': 'Nouadhibou'}
{'statement': 'Someone is looking for a big city to visit. Between Cotonou and Ürümqi, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Cotonou'}
{'statement': 'Someone is looking for a big city to visit. Between Los Angeles and Viedma, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Viedma'}
{'statement': 'Someone is looking for a big city to visit. Between Houston and Bamako, this person should visit Houston.', 'answer': 'Houston', 'candidate': 'Bamako'}
{'statement': 'Someone is looking for a big city to visit. Between Kabul and Lomé, this person should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Lomé'}
{'statement': 'Someone is looking for a big city to visit. Between Riyadh and Palmerston North, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Palmerston North'}
{'statement': 'Someone is looking for a big city to visit. Between Antofagasta and Kabul, this person should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Antofagasta'}
{'statement': 'Someone is looking for a big city to visit. Between Anchorage and Brasília, this person should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Anchorage'}
{'statement': 'Someone is looking for a big city to visit. Between Halifax and Surabaya, this person should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Halifax'}
{'statement': 'Someone is looking for a big city to visit. Between Los Angeles and Bangui, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Bangui'}
{'statement': 'Someone is looking for a big city to visit. Between Denver and Bujumbura, this person should visit Denver.', 'answer': 'Denver', 'candidate': 'Bujumbura'}
{'statement': 'Someone is looking for a big city to visit. Between Paris and Lviv, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Lviv'}
{'statement': 'Someone is looking for a big city to visit. Between Riyadh and Christchurch, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Christchurch'}
{'statement': 'Someone is looking for a big city to visit. Between Curitiba and Nairobi, this person should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Curitiba'}
{'statement': 'Someone is looking for a big city to visit. Between Shanghai and Cotonou, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Cotonou'}
{'statement': 'Someone is looking for a big city to visit. Between Mumbai and Sacramento, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Sacramento'}
{'statement': 'Someone is looking for a big city to visit. Between Guadalajara and Suwałki, this person should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Suwałki'}
{'statement': 'Someone is looking for a big city to visit. Between Buenos Aires and Napier, this person should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Napier'}
{'statement': 'Someone is looking for a big city to visit. Between Mexico City and Murmansk, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Murmansk'}
{'statement': 'Someone is looking for a big city to visit. Between Upington and Lahore, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Upington'}
{'statement': 'Someone is looking for a big city to visit. Between Erbil and Melbourne, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Erbil'}
{'statement': 'Someone is looking for a big city to visit. Between Bujumbura and Hanoi, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Bujumbura'}
{'statement': 'Someone is looking for a big city to visit. Between Moscow and Murmansk, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Murmansk'}
{'statement': 'Someone is looking for a big city to visit. Between Kabul and Port Sudan, this person should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Port Sudan'}
{'statement': 'Someone is looking for a big city to visit. Between Suwałki and Guangzhou, this person should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Suwałki'}
{'statement': 'Someone is looking for a big city to visit. Between Jakarta and Sacramento, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Sacramento'}
{'statement': 'Someone is looking for a big city to visit. Between Porto Alegre and Luanda, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Porto Alegre'}
{'statement': 'Someone is looking for a big city to visit. Between Dar es Salaam and Conakry, this person should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Conakry'}
