{'statement': 'Someone is looking for a city with warm weather. Between Barranquilla and Sacramento, this person should visit Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Sacramento'}
{'statement': 'Someone is looking for a city with warm weather. Between Surabaya and Bishkek, this person should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Bishkek'}
{'statement': 'Someone is looking for a city with warm weather. Between San Juan and Punta Arenas, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Punta Arenas'}
{'statement': 'Someone is looking for a city with warm weather. Between Vientiane and Yakutsk, this person should visit Vientiane.', 'answer': 'Vientiane', 'candidate': 'Yakutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Cairo and Minneapolis, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Minneapolis'}
{'statement': 'Someone is looking for a city with warm weather. Between Hanoi and Skopje, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Skopje'}
{'statement': 'Someone is looking for a city with warm weather. Between Wau and Addis Ababa, this person should visit Wau.', 'answer': 'Wau', 'candidate': 'Addis Ababa'}
{'statement': 'Someone is looking for a city with warm weather. Between La Paz and Moscow, this person should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a city with warm weather. Between Makurdi and Indianapolis, this person should visit Makurdi.', 'answer': 'Makurdi', 'candidate': 'Indianapolis'}
{'statement': 'Someone is looking for a city with warm weather. Between Manaus and Frankfurt, this person should visit Manaus.', 'answer': 'Manaus', 'candidate': 'Frankfurt'}
{'statement': 'Someone is looking for a city with warm weather. Between San Diego and Ürümqi, this person should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Ürümqi'}
{'statement': 'Someone is looking for a city with warm weather. Between Wau and Ulaanbaatar, this person should visit Wau.', 'answer': 'Wau', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a city with warm weather. Between Auckland and Saskatoon, this person should visit Auckland.', 'answer': 'Auckland', 'candidate': 'Saskatoon'}
{'statement': 'Someone is looking for a city with warm weather. Between Guangzhou and Boise, this person should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Boise'}
{'statement': 'Someone is looking for a city with warm weather. Between Caracas and Erzurum, this person should visit Caracas.', 'answer': 'Caracas', 'candidate': 'Erzurum'}
{'statement': 'Someone is looking for a city with warm weather. Between Djibouti and Changsha, this person should visit Djibouti.', 'answer': 'Djibouti', 'candidate': 'Changsha'}
{'statement': 'Someone is looking for a city with warm weather. Between Ségou and Suwałki, this person should visit Ségou.', 'answer': 'Ségou', 'candidate': 'Suwałki'}
{'statement': 'Someone is looking for a city with warm weather. Between Malabo and Zagreb, this person should visit Malabo.', 'answer': 'Malabo', 'candidate': 'Zagreb'}
{'statement': 'Someone is looking for a city with warm weather. Between Luanda and Pittsburgh, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Pittsburgh'}
{'statement': 'Someone is looking for a city with warm weather. Between Parakou and Almaty, this person should visit Parakou.', 'answer': 'Parakou', 'candidate': 'Almaty'}
{'statement': 'Someone is looking for a city with warm weather. Between Aden and Moscow, this person should visit Aden.', 'answer': 'Aden', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a city with warm weather. Between Changsha and Saint Petersburg, this person should visit Changsha.', 'answer': 'Changsha', 'candidate': 'Saint Petersburg'}
{'statement': 'Someone is looking for a city with warm weather. Between Port Moresby and Baku, this person should visit Port Moresby.', 'answer': 'Port Moresby', 'candidate': 'Baku'}
{'statement': 'Someone is looking for a city with warm weather. Between Cotonou and Christchurch, this person should visit Cotonou.', 'answer': 'Cotonou', 'candidate': 'Christchurch'}
{'statement': 'Someone is looking for a city with warm weather. Between Damascus and Minsk, this person should visit Damascus.', 'answer': 'Damascus', 'candidate': 'Minsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Paramaribo and Bucharest, this person should visit Paramaribo.', 'answer': 'Paramaribo', 'candidate': 'Bucharest'}
{'statement': 'Someone is looking for a city with warm weather. Between Suva and Zürich, this person should visit Suva.', 'answer': 'Suva', 'candidate': 'Zürich'}
{'statement': 'Someone is looking for a city with warm weather. Between Fukuoka and Yakutsk, this person should visit Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'Yakutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Los Angeles and Ürümqi, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Ürümqi'}
{'statement': 'Someone is looking for a city with warm weather. Between Lake Havasu City and Canberra, this person should visit Lake Havasu City.', 'answer': 'Lake Havasu City', 'candidate': 'Canberra'}
{'statement': 'Someone is looking for a city with warm weather. Between Lake Havasu City and Vladivostok, this person should visit Lake Havasu City.', 'answer': 'Lake Havasu City', 'candidate': 'Vladivostok'}
{'statement': 'Someone is looking for a city with warm weather. Between Bata and Saint Petersburg, this person should visit Bata.', 'answer': 'Bata', 'candidate': 'Saint Petersburg'}
{'statement': 'Someone is looking for a city with warm weather. Between Pontianak and Almaty, this person should visit Pontianak.', 'answer': 'Pontianak', 'candidate': 'Almaty'}
{'statement': 'Someone is looking for a city with warm weather. Between Monterrey and Pittsburgh, this person should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Pittsburgh'}
{'statement': 'Someone is looking for a city with warm weather. Between Bata and Amsterdam, this person should visit Bata.', 'answer': 'Bata', 'candidate': 'Amsterdam'}
{'statement': 'Someone is looking for a city with warm weather. Between Entebbe and Anchorage, this person should visit Entebbe.', 'answer': 'Entebbe', 'candidate': 'Anchorage'}
{'statement': 'Someone is looking for a city with warm weather. Between Tucson and Dublin, this person should visit Tucson.', 'answer': 'Tucson', 'candidate': 'Dublin'}
{'statement': 'Someone is looking for a city with warm weather. Between Bangkok and Lhasa, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Lhasa'}
{'statement': 'Someone is looking for a city with warm weather. Between Bangkok and Canberra, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Canberra'}
{'statement': 'Someone is looking for a city with warm weather. Between Niamey and Viedma, this person should visit Niamey.', 'answer': 'Niamey', 'candidate': 'Viedma'}
{'statement': 'Someone is looking for a city with warm weather. Between Niamey and Bahía Blanca, this person should visit Niamey.', 'answer': 'Niamey', 'candidate': 'Bahía Blanca'}
{'statement': 'Someone is looking for a city with warm weather. Between Kingston and Wellington, this person should visit Kingston.', 'answer': 'Kingston', 'candidate': 'Wellington'}
{'statement': 'Someone is looking for a city with warm weather. Between San Juan and Lviv, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Lviv'}
{'statement': 'Someone is looking for a city with warm weather. Between Wau and Rosario, this person should visit Wau.', 'answer': 'Wau', 'candidate': 'Rosario'}
{'statement': 'Someone is looking for a city with warm weather. Between Conakry and Sapporo, this person should visit Conakry.', 'answer': 'Conakry', 'candidate': 'Sapporo'}
{'statement': 'Someone is looking for a city with warm weather. Between Lagos and Vladivostok, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Vladivostok'}
{'statement': 'Someone is looking for a city with warm weather. Between Fukuoka and Fairbanks, this person should visit Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'Fairbanks'}
{'statement': 'Someone is looking for a city with warm weather. Between Aden and Amsterdam, this person should visit Aden.', 'answer': 'Aden', 'candidate': 'Amsterdam'}
{'statement': 'Someone is looking for a city with warm weather. Between Rangpur and Nur-Sultan, this person should visit Rangpur.', 'answer': 'Rangpur', 'candidate': 'Nur-Sultan'}
{'statement': 'Someone is looking for a city with warm weather. Between Karachi and Sucre, this person should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Sucre'}
{'statement': 'Someone is looking for a city with warm weather. Between Parakou and Ushuaia, this person should visit Parakou.', 'answer': 'Parakou', 'candidate': 'Ushuaia'}
{'statement': 'Someone is looking for a city with warm weather. Between Mombasa and Toronto, this person should visit Mombasa.', 'answer': 'Mombasa', 'candidate': 'Toronto'}
{'statement': 'Someone is looking for a city with warm weather. Between Mahajanga and Novosibirsk, this person should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Novosibirsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Willemstad and Erzurum, this person should visit Willemstad.', 'answer': 'Willemstad', 'candidate': 'Erzurum'}
{'statement': 'Someone is looking for a city with warm weather. Between Aden and Paris, this person should visit Aden.', 'answer': 'Aden', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a city with warm weather. Between Mahajanga and Lyon, this person should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Lyon'}
{'statement': 'Someone is looking for a city with warm weather. Between Guangzhou and Indianapolis, this person should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Indianapolis'}
{'statement': 'Someone is looking for a city with warm weather. Between Houston and Fairbanks, this person should visit Houston.', 'answer': 'Houston', 'candidate': 'Fairbanks'}
{'statement': 'Someone is looking for a city with warm weather. Between San Salvador and Beijing, this person should visit San Salvador.', 'answer': 'San Salvador', 'candidate': 'Beijing'}
{'statement': 'Someone is looking for a city with warm weather. Between Upington and Toronto, this person should visit Upington.', 'answer': 'Upington', 'candidate': 'Toronto'}
{'statement': 'Someone is looking for a city with warm weather. Between Hamilton and Yinchuan, this person should visit Hamilton.', 'answer': 'Hamilton', 'candidate': 'Yinchuan'}
{'statement': 'Someone is looking for a city with warm weather. Between Tabora and Paris, this person should visit Tabora.', 'answer': 'Tabora', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a city with warm weather. Between Mandalay and Johannesburg, this person should visit Mandalay.', 'answer': 'Mandalay', 'candidate': 'Johannesburg'}
{'statement': 'Someone is looking for a city with warm weather. Between Bujumbura and Fairbanks, this person should visit Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Fairbanks'}
{'statement': 'Someone is looking for a city with warm weather. Between Karachi and Saint Petersburg, this person should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Saint Petersburg'}
{'statement': 'Someone is looking for a city with warm weather. Between Darwin and Baku, this person should visit Darwin.', 'answer': 'Darwin', 'candidate': 'Baku'}
{'statement': 'Someone is looking for a city with warm weather. Between Hanoi and Almaty, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Almaty'}
{'statement': 'Someone is looking for a city with warm weather. Between Mandalay and Rosario, this person should visit Mandalay.', 'answer': 'Mandalay', 'candidate': 'Rosario'}
{'statement': 'Someone is looking for a city with warm weather. Between Juba and Saint Petersburg, this person should visit Juba.', 'answer': 'Juba', 'candidate': 'Saint Petersburg'}
{'statement': 'Someone is looking for a city with warm weather. Between Goiânia and Irkutsk, this person should visit Goiânia.', 'answer': 'Goiânia', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Garissa and El Paso, this person should visit Garissa.', 'answer': 'Garissa', 'candidate': 'El Paso'}
{'statement': 'Someone is looking for a city with warm weather. Between San Juan and Cape Town, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Cape Town'}
{'statement': 'Someone is looking for a city with warm weather. Between Garoua and La Serena, this person should visit Garoua.', 'answer': 'Garoua', 'candidate': 'La Serena'}
{'statement': 'Someone is looking for a city with warm weather. Between Dar es Salaam and Sucre, this person should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Sucre'}
{'statement': 'Someone is looking for a city with warm weather. Between Nakhon Ratchasima and Anchorage, this person should visit Nakhon Ratchasima.', 'answer': 'Nakhon Ratchasima', 'candidate': 'Anchorage'}
{'statement': 'Someone is looking for a city with warm weather. Between Karachi and Tashkent, this person should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Tashkent'}
{'statement': 'Someone is looking for a city with warm weather. Between Tauranga and Fairbanks, this person should visit Tauranga.', 'answer': 'Tauranga', 'candidate': 'Fairbanks'}
{'statement': 'Someone is looking for a city with warm weather. Between Tampa and Bratislava, this person should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Bratislava'}
{'statement': 'Someone is looking for a city with warm weather. Between Lagos and Río Gallegos, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Río Gallegos'}
{'statement': 'Someone is looking for a city with warm weather. Between San Salvador and Nur-Sultan, this person should visit San Salvador.', 'answer': 'San Salvador', 'candidate': 'Nur-Sultan'}
{'statement': 'Someone is looking for a city with warm weather. Between Garissa and Los Angeles, this person should visit Garissa.', 'answer': 'Garissa', 'candidate': 'Los Angeles'}
{'statement': 'Someone is looking for a city with warm weather. Between Niamey and Milwaukee, this person should visit Niamey.', 'answer': 'Niamey', 'candidate': 'Milwaukee'}
{'statement': 'Someone is looking for a city with warm weather. Between El Paso and Nur-Sultan, this person should visit El Paso.', 'answer': 'El Paso', 'candidate': 'Nur-Sultan'}
{'statement': 'Someone is looking for a city with warm weather. Between Phnom Penh and Cape Town, this person should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Cape Town'}
