{'statement': 'Someone is looking for a city with warm weather. Between Sokoto and Auckland, this person should visit Sokoto.', 'answer': 'Sokoto', 'candidate': 'Auckland'}
{'statement': 'Someone is looking for a city with warm weather. Between Phnom Penh and Anchorage, this person should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Anchorage'}
{'statement': 'Someone is looking for a city with warm weather. Between Suva and Irkutsk, this person should visit Suva.', 'answer': 'Suva', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Conakry and Boise, this person should visit Conakry.', 'answer': 'Conakry', 'candidate': 'Boise'}
{'statement': 'Someone is looking for a city with warm weather. Between Lomé and Curitiba, this person should visit Lomé.', 'answer': 'Lomé', 'candidate': 'Curitiba'}
{'statement': 'Someone is looking for a city with warm weather. Between San Salvador and Yinchuan, this person should visit San Salvador.', 'answer': 'San Salvador', 'candidate': 'Yinchuan'}
{'statement': 'Someone is looking for a city with warm weather. Between Ho Chi Minh City and Frankfurt, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Frankfurt'}
{'statement': 'Someone is looking for a city with warm weather. Between Cayenne and Amsterdam, this person should visit Cayenne.', 'answer': 'Cayenne', 'candidate': 'Amsterdam'}
{'statement': 'Someone is looking for a city with warm weather. Between Palembang and Lyon, this person should visit Palembang.', 'answer': 'Palembang', 'candidate': 'Lyon'}
{'statement': 'Someone is looking for a city with warm weather. Between Mandalay and Punta Arenas, this person should visit Mandalay.', 'answer': 'Mandalay', 'candidate': 'Punta Arenas'}
{'statement': 'Someone is looking for a city with warm weather. Between Makurdi and Auckland, this person should visit Makurdi.', 'answer': 'Makurdi', 'candidate': 'Auckland'}
{'statement': 'Someone is looking for a city with warm weather. Between San Juan and Tirana, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Tirana'}
{'statement': 'Someone is looking for a city with warm weather. Between Riyadh and Tashkent, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Tashkent'}
{'statement': 'Someone is looking for a city with warm weather. Between El Paso and Novosibirsk, this person should visit El Paso.', 'answer': 'El Paso', 'candidate': 'Novosibirsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Niamey and Bishkek, this person should visit Niamey.', 'answer': 'Niamey', 'candidate': 'Bishkek'}
{'statement': 'Someone is looking for a city with warm weather. Between Kano and Vladivostok, this person should visit Kano.', 'answer': 'Kano', 'candidate': 'Vladivostok'}
{'statement': 'Someone is looking for a city with warm weather. Between Willemstad and Bucharest, this person should visit Willemstad.', 'answer': 'Willemstad', 'candidate': 'Bucharest'}
{'statement': 'Someone is looking for a city with warm weather. Between Niamey and Viedma, this person should visit Niamey.', 'answer': 'Niamey', 'candidate': 'Viedma'}
{'statement': 'Someone is looking for a city with warm weather. Between Kingston and Sacramento, this person should visit Kingston.', 'answer': 'Kingston', 'candidate': 'Sacramento'}
{'statement': 'Someone is looking for a city with warm weather. Between Barranquilla and Minsk, this person should visit Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Minsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Garissa and Antofagasta, this person should visit Garissa.', 'answer': 'Garissa', 'candidate': 'Antofagasta'}
{'statement': 'Someone is looking for a city with warm weather. Between Beirut and Ushuaia, this person should visit Beirut.', 'answer': 'Beirut', 'candidate': 'Ushuaia'}
{'statement': 'Someone is looking for a city with warm weather. Between Bamako and Hobart, this person should visit Bamako.', 'answer': 'Bamako', 'candidate': 'Hobart'}
{'statement': 'Someone is looking for a city with warm weather. Between Kunming and Ulaanbaatar, this person should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a city with warm weather. Between Tucson and Milwaukee, this person should visit Tucson.', 'answer': 'Tucson', 'candidate': 'Milwaukee'}
{'statement': 'Someone is looking for a city with warm weather. Between Bangkok and Novosibirsk, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Novosibirsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Mombasa and Minsk, this person should visit Mombasa.', 'answer': 'Mombasa', 'candidate': 'Minsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Tamanrasset and Oslo, this person should visit Tamanrasset.', 'answer': 'Tamanrasset', 'candidate': 'Oslo'}
{'statement': 'Someone is looking for a city with warm weather. Between Port-Gentil and Kansas City, this person should visit Port-Gentil.', 'answer': 'Port-Gentil', 'candidate': 'Kansas City'}
{'statement': 'Someone is looking for a city with warm weather. Between Santiago del Estero and Erzurum, this person should visit Santiago del Estero.', 'answer': 'Santiago del Estero', 'candidate': 'Erzurum'}
{'statement': 'Someone is looking for a city with warm weather. Between Bata and Kuopio, this person should visit Bata.', 'answer': 'Bata', 'candidate': 'Kuopio'}
{'statement': 'Someone is looking for a city with warm weather. Between Muscat and Mendoza, this person should visit Muscat.', 'answer': 'Muscat', 'candidate': 'Mendoza'}
{'statement': 'Someone is looking for a city with warm weather. Between Douala and La Serena, this person should visit Douala.', 'answer': 'Douala', 'candidate': 'La Serena'}
{'statement': 'Someone is looking for a city with warm weather. Between Denpasar and Lhasa, this person should visit Denpasar.', 'answer': 'Denpasar', 'candidate': 'Lhasa'}
{'statement': 'Someone is looking for a city with warm weather. Between Karachi and Toluca, this person should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Toluca'}
{'statement': 'Someone is looking for a city with warm weather. Between Port Sudan and Zagreb, this person should visit Port Sudan.', 'answer': 'Port Sudan', 'candidate': 'Zagreb'}
{'statement': 'Someone is looking for a city with warm weather. Between San Salvador and Saskatoon, this person should visit San Salvador.', 'answer': 'San Salvador', 'candidate': 'Saskatoon'}
{'statement': 'Someone is looking for a city with warm weather. Between Willemstad and Almaty, this person should visit Willemstad.', 'answer': 'Willemstad', 'candidate': 'Almaty'}
{'statement': 'Someone is looking for a city with warm weather. Between Toliara and Ottawa, this person should visit Toliara.', 'answer': 'Toliara', 'candidate': 'Ottawa'}
{'statement': 'Someone is looking for a city with warm weather. Between Houston and Vladivostok, this person should visit Houston.', 'answer': 'Houston', 'candidate': 'Vladivostok'}
{'statement': 'Someone is looking for a city with warm weather. Between Conakry and Cape Town, this person should visit Conakry.', 'answer': 'Conakry', 'candidate': 'Cape Town'}
{'statement': 'Someone is looking for a city with warm weather. Between Muscat and Bergen, this person should visit Muscat.', 'answer': 'Muscat', 'candidate': 'Bergen'}
{'statement': 'Someone is looking for a city with warm weather. Between Mendoza and Anchorage, this person should visit Mendoza.', 'answer': 'Mendoza', 'candidate': 'Anchorage'}
{'statement': 'Someone is looking for a city with warm weather. Between Aden and La Serena, this person should visit Aden.', 'answer': 'Aden', 'candidate': 'La Serena'}
{'statement': 'Someone is looking for a city with warm weather. Between Wau and Saint Petersburg, this person should visit Wau.', 'answer': 'Wau', 'candidate': 'Saint Petersburg'}
{'statement': 'Someone is looking for a city with warm weather. Between Bangui and Nur-Sultan, this person should visit Bangui.', 'answer': 'Bangui', 'candidate': 'Nur-Sultan'}
{'statement': 'Someone is looking for a city with warm weather. Between Garoua and Baku, this person should visit Garoua.', 'answer': 'Garoua', 'candidate': 'Baku'}
{'statement': 'Someone is looking for a city with warm weather. Between Tabora and Boise, this person should visit Tabora.', 'answer': 'Tabora', 'candidate': 'Boise'}
{'statement': 'Someone is looking for a city with warm weather. Between Hat Yai and Chicago, this person should visit Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Chicago'}
{'statement': 'Someone is looking for a city with warm weather. Between Lake Havasu City and Kuopio, this person should visit Lake Havasu City.', 'answer': 'Lake Havasu City', 'candidate': 'Kuopio'}
{'statement': 'Someone is looking for a city with warm weather. Between Kunming and Saskatoon, this person should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Saskatoon'}
{'statement': 'Someone is looking for a city with warm weather. Between Mandalay and Damascus, this person should visit Mandalay.', 'answer': 'Mandalay', 'candidate': 'Damascus'}
{'statement': 'Someone is looking for a city with warm weather. Between Lisbon and Ulaanbaatar, this person should visit Lisbon.', 'answer': 'Lisbon', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a city with warm weather. Between Pontianak and Changsha, this person should visit Pontianak.', 'answer': 'Pontianak', 'candidate': 'Changsha'}
{'statement': 'Someone is looking for a city with warm weather. Between Baku and Erzurum, this person should visit Baku.', 'answer': 'Baku', 'candidate': 'Erzurum'}
{'statement': 'Someone is looking for a city with warm weather. Between Riyadh and Dublin, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Dublin'}
{'statement': 'Someone is looking for a city with warm weather. Between Mexicali and Baltimore, this person should visit Mexicali.', 'answer': 'Mexicali', 'candidate': 'Baltimore'}
{'statement': 'Someone is looking for a city with warm weather. Between Luanda and Lviv, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Lviv'}
{'statement': 'Someone is looking for a city with warm weather. Between Lake Havasu City and Zürich, this person should visit Lake Havasu City.', 'answer': 'Lake Havasu City', 'candidate': 'Zürich'}
{'statement': 'Someone is looking for a city with warm weather. Between Antsiranana and Kansas City, this person should visit Antsiranana.', 'answer': 'Antsiranana', 'candidate': 'Kansas City'}
{'statement': 'Someone is looking for a city with warm weather. Between Mexicali and Ürümqi, this person should visit Mexicali.', 'answer': 'Mexicali', 'candidate': 'Ürümqi'}
{'statement': 'Someone is looking for a city with warm weather. Between Yaoundé and Bratislava, this person should visit Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Bratislava'}
{'statement': 'Someone is looking for a city with warm weather. Between Malabo and London, this person should visit Malabo.', 'answer': 'Malabo', 'candidate': 'London'}
{'statement': 'Someone is looking for a city with warm weather. Between Parakou and Río Gallegos, this person should visit Parakou.', 'answer': 'Parakou', 'candidate': 'Río Gallegos'}
{'statement': 'Someone is looking for a city with warm weather. Between Caracas and Indianapolis, this person should visit Caracas.', 'answer': 'Caracas', 'candidate': 'Indianapolis'}
{'statement': 'Someone is looking for a city with warm weather. Between Garoua and Omaha, this person should visit Garoua.', 'answer': 'Garoua', 'candidate': 'Omaha'}
{'statement': 'Someone is looking for a city with warm weather. Between Nakhon Ratchasima and Shanghai, this person should visit Nakhon Ratchasima.', 'answer': 'Nakhon Ratchasima', 'candidate': 'Shanghai'}
{'statement': 'Someone is looking for a city with warm weather. Between Mexicali and Vienna, this person should visit Mexicali.', 'answer': 'Mexicali', 'candidate': 'Vienna'}
{'statement': 'Someone is looking for a city with warm weather. Between Kampala and Bergen, this person should visit Kampala.', 'answer': 'Kampala', 'candidate': 'Bergen'}
{'statement': 'Someone is looking for a city with warm weather. Between Lomé and Ottawa, this person should visit Lomé.', 'answer': 'Lomé', 'candidate': 'Ottawa'}
{'statement': 'Someone is looking for a city with warm weather. Between Antofagasta and Oslo, this person should visit Antofagasta.', 'answer': 'Antofagasta', 'candidate': 'Oslo'}
{'statement': 'Someone is looking for a city with warm weather. Between Ho Chi Minh City and Boise, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Boise'}
{'statement': 'Someone is looking for a city with warm weather. Between Cape Town and Ushuaia, this person should visit Cape Town.', 'answer': 'Cape Town', 'candidate': 'Ushuaia'}
{'statement': 'Someone is looking for a city with warm weather. Between Mandalay and Paris, this person should visit Mandalay.', 'answer': 'Mandalay', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a city with warm weather. Between Ségou and Mendoza, this person should visit Ségou.', 'answer': 'Ségou', 'candidate': 'Mendoza'}
{'statement': 'Someone is looking for a city with warm weather. Between Djibouti and Moscow, this person should visit Djibouti.', 'answer': 'Djibouti', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a city with warm weather. Between Albuquerque and Irkutsk, this person should visit Albuquerque.', 'answer': 'Albuquerque', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Pontianak and Canberra, this person should visit Pontianak.', 'answer': 'Pontianak', 'candidate': 'Canberra'}
{'statement': 'Someone is looking for a city with warm weather. Between Paramaribo and Chicago, this person should visit Paramaribo.', 'answer': 'Paramaribo', 'candidate': 'Chicago'}
{'statement': 'Someone is looking for a city with warm weather. Between Antofagasta and Kuopio, this person should visit Antofagasta.', 'answer': 'Antofagasta', 'candidate': 'Kuopio'}
{'statement': 'Someone is looking for a city with warm weather. Between San Salvador and Calgary, this person should visit San Salvador.', 'answer': 'San Salvador', 'candidate': 'Calgary'}
{'statement': 'Someone is looking for a city with warm weather. Between Manila and Melbourne, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Melbourne'}
{'statement': 'Someone is looking for a city with warm weather. Between Ouahigouya and Bratislava, this person should visit Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Bratislava'}
{'statement': 'Someone is looking for a city with warm weather. Between Managua and Río Gallegos, this person should visit Managua.', 'answer': 'Managua', 'candidate': 'Río Gallegos'}
{'statement': 'Someone is looking for a city with warm weather. Between Panama City and Oslo, this person should visit Panama City.', 'answer': 'Panama City', 'candidate': 'Oslo'}
{'statement': 'Someone is looking for a city with warm weather. Between Douala and Ulaanbaatar, this person should visit Douala.', 'answer': 'Douala', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a city with warm weather. Between Ho Chi Minh City and Lviv, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Lviv'}
{'statement': 'Someone is looking for a city with warm weather. Between Kuwait City and Canberra, this person should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Canberra'}
{'statement': 'Someone is looking for a city with warm weather. Between Bucharest and Fairbanks, this person should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Fairbanks'}
{'statement': 'Someone is looking for a city with warm weather. Between Abéché and Albuquerque, this person should visit Abéché.', 'answer': 'Abéché', 'candidate': 'Albuquerque'}
{'statement': 'Someone is looking for a city with warm weather. Between Palembang and Bahía Blanca, this person should visit Palembang.', 'answer': 'Palembang', 'candidate': 'Bahía Blanca'}
{'statement': 'Someone is looking for a city with warm weather. Between Damascus and Nur-Sultan, this person should visit Damascus.', 'answer': 'Damascus', 'candidate': 'Nur-Sultan'}
{'statement': 'Someone is looking for a city with warm weather. Between Lake Havasu City and Milwaukee, this person should visit Lake Havasu City.', 'answer': 'Lake Havasu City', 'candidate': 'Milwaukee'}
{'statement': 'Someone is looking for a city with warm weather. Between Cotonou and Anchorage, this person should visit Cotonou.', 'answer': 'Cotonou', 'candidate': 'Anchorage'}
{'statement': 'Someone is looking for a city with warm weather. Between San Antonio and Ulaanbaatar, this person should visit San Antonio.', 'answer': 'San Antonio', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a city with warm weather. Between Río Gallegos and Fairbanks, this person should visit Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Fairbanks'}
{'statement': 'Someone is looking for a city with warm weather. Between Bangui and Omaha, this person should visit Bangui.', 'answer': 'Bangui', 'candidate': 'Omaha'}
{'statement': 'Someone is looking for a city with warm weather. Between Durban and Lhasa, this person should visit Durban.', 'answer': 'Durban', 'candidate': 'Lhasa'}
{'statement': 'Someone is looking for a city with warm weather. Between Medellín and Sapporo, this person should visit Medellín.', 'answer': 'Medellín', 'candidate': 'Sapporo'}
{'statement': 'Someone is looking for a city with warm weather. Between Manila and Changsha, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Changsha'}
{'statement': 'Someone is looking for a city with warm weather. Between Chihuahua and Kuopio, this person should visit Chihuahua.', 'answer': 'Chihuahua', 'candidate': 'Kuopio'}
{'statement': 'Someone is looking for a city with warm weather. Between Santiago del Estero and Moscow, this person should visit Santiago del Estero.', 'answer': 'Santiago del Estero', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a city with warm weather. Between Toliara and Yakutsk, this person should visit Toliara.', 'answer': 'Toliara', 'candidate': 'Yakutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Port-Gentil and Bergen, this person should visit Port-Gentil.', 'answer': 'Port-Gentil', 'candidate': 'Bergen'}
{'statement': 'Someone is looking for a city with warm weather. Between Parakou and Asmara, this person should visit Parakou.', 'answer': 'Parakou', 'candidate': 'Asmara'}
{'statement': 'Someone is looking for a city with warm weather. Between Thiès and Minsk, this person should visit Thiès.', 'answer': 'Thiès', 'candidate': 'Minsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Bamako and Algiers, this person should visit Bamako.', 'answer': 'Bamako', 'candidate': 'Algiers'}
{'statement': 'Someone is looking for a city with warm weather. Between Buenos Aires and Lviv, this person should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Lviv'}
{'statement': 'Someone is looking for a city with warm weather. Between Perth and Nur-Sultan, this person should visit Perth.', 'answer': 'Perth', 'candidate': 'Nur-Sultan'}
{'statement': 'Someone is looking for a city with warm weather. Between Garissa and Lviv, this person should visit Garissa.', 'answer': 'Garissa', 'candidate': 'Lviv'}
{'statement': 'Someone is looking for a city with warm weather. Between Ndola and Saskatoon, this person should visit Ndola.', 'answer': 'Ndola', 'candidate': 'Saskatoon'}
{'statement': 'Someone is looking for a city with warm weather. Between Niamey and Sacramento, this person should visit Niamey.', 'answer': 'Niamey', 'candidate': 'Sacramento'}
{'statement': 'Someone is looking for a city with warm weather. Between San Salvador and Beijing, this person should visit San Salvador.', 'answer': 'San Salvador', 'candidate': 'Beijing'}
{'statement': 'Someone is looking for a city with warm weather. Between Dodoma and Ankara, this person should visit Dodoma.', 'answer': 'Dodoma', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a city with warm weather. Between Antsiranana and Paris, this person should visit Antsiranana.', 'answer': 'Antsiranana', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a city with warm weather. Between Medellín and Chicago, this person should visit Medellín.', 'answer': 'Medellín', 'candidate': 'Chicago'}
{'statement': 'Someone is looking for a city with warm weather. Between San Juan and Tashkent, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Tashkent'}
{'statement': 'Someone is looking for a city with warm weather. Between Ségou and Berlin, this person should visit Ségou.', 'answer': 'Ségou', 'candidate': 'Berlin'}
{'statement': 'Someone is looking for a city with warm weather. Between Abéché and Bergen, this person should visit Abéché.', 'answer': 'Abéché', 'candidate': 'Bergen'}
{'statement': 'Someone is looking for a city with warm weather. Between Ouahigouya and Campos do Jordão, this person should visit Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Campos do Jordão'}
{'statement': 'Someone is looking for a city with warm weather. Between Beirut and Murmansk, this person should visit Beirut.', 'answer': 'Beirut', 'candidate': 'Murmansk'}
{'statement': 'Someone is looking for a city with warm weather. Between San Salvador and Suwałki, this person should visit San Salvador.', 'answer': 'San Salvador', 'candidate': 'Suwałki'}
{'statement': 'Someone is looking for a city with warm weather. Between Tabora and Christchurch, this person should visit Tabora.', 'answer': 'Tabora', 'candidate': 'Christchurch'}
{'statement': 'Someone is looking for a city with warm weather. Between Cotonou and Hobart, this person should visit Cotonou.', 'answer': 'Cotonou', 'candidate': 'Hobart'}
{'statement': 'Someone is looking for a city with warm weather. Between Villahermosa and Halifax, this person should visit Villahermosa.', 'answer': 'Villahermosa', 'candidate': 'Halifax'}
{'statement': 'Someone is looking for a city with warm weather. Between Douala and Saint Petersburg, this person should visit Douala.', 'answer': 'Douala', 'candidate': 'Saint Petersburg'}
{'statement': 'Someone is looking for a city with warm weather. Between Mexicali and Canberra, this person should visit Mexicali.', 'answer': 'Mexicali', 'candidate': 'Canberra'}
{'statement': 'Someone is looking for a city with warm weather. Between La Ceiba and Ürümqi, this person should visit La Ceiba.', 'answer': 'La Ceiba', 'candidate': 'Ürümqi'}
{'statement': 'Someone is looking for a city with warm weather. Between Guadalajara and Yinchuan, this person should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Yinchuan'}
{'statement': 'Someone is looking for a city with warm weather. Between Djibouti and Paris, this person should visit Djibouti.', 'answer': 'Djibouti', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a city with warm weather. Between Porto Alegre and Yinchuan, this person should visit Porto Alegre.', 'answer': 'Porto Alegre', 'candidate': 'Yinchuan'}
{'statement': 'Someone is looking for a city with warm weather. Between Tampa and Kansas City, this person should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Kansas City'}
{'statement': 'Someone is looking for a city with warm weather. Between Sokoto and London, this person should visit Sokoto.', 'answer': 'Sokoto', 'candidate': 'London'}
{'statement': 'Someone is looking for a city with warm weather. Between Kingston and Algiers, this person should visit Kingston.', 'answer': 'Kingston', 'candidate': 'Algiers'}
{'statement': 'Someone is looking for a city with warm weather. Between Panama City and Halifax, this person should visit Panama City.', 'answer': 'Panama City', 'candidate': 'Halifax'}
{'statement': 'Someone is looking for a city with warm weather. Between Makassar and Bahía Blanca, this person should visit Makassar.', 'answer': 'Makassar', 'candidate': 'Bahía Blanca'}
{'statement': 'Someone is looking for a city with warm weather. Between Kampala and Río Gallegos, this person should visit Kampala.', 'answer': 'Kampala', 'candidate': 'Río Gallegos'}
{'statement': 'Someone is looking for a city with warm weather. Between Wau and Antofagasta, this person should visit Wau.', 'answer': 'Wau', 'candidate': 'Antofagasta'}
{'statement': 'Someone is looking for a city with warm weather. Between Bangkok and Bucharest, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Bucharest'}
{'statement': 'Someone is looking for a city with warm weather. Between Luanda and Vladivostok, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Vladivostok'}
{'statement': 'Someone is looking for a city with warm weather. Between Toliara and Ushuaia, this person should visit Toliara.', 'answer': 'Toliara', 'candidate': 'Ushuaia'}
{'statement': 'Someone is looking for a city with warm weather. Between Nouakchott and Murmansk, this person should visit Nouakchott.', 'answer': 'Nouakchott', 'candidate': 'Murmansk'}
{'statement': 'Someone is looking for a city with warm weather. Between Entebbe and Vienna, this person should visit Entebbe.', 'answer': 'Entebbe', 'candidate': 'Vienna'}
{'statement': 'Someone is looking for a city with warm weather. Between Tabora and Hobart, this person should visit Tabora.', 'answer': 'Tabora', 'candidate': 'Hobart'}
{'statement': 'Someone is looking for a city with warm weather. Between Port Sudan and Yerevan, this person should visit Port Sudan.', 'answer': 'Port Sudan', 'candidate': 'Yerevan'}
{'statement': 'Someone is looking for a city with warm weather. Between Ouahigouya and Rome, this person should visit Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Rome'}
{'statement': 'Someone is looking for a city with warm weather. Between Tabora and Milan, this person should visit Tabora.', 'answer': 'Tabora', 'candidate': 'Milan'}
{'statement': 'Someone is looking for a city with warm weather. Between Willemstad and Fairbanks, this person should visit Willemstad.', 'answer': 'Willemstad', 'candidate': 'Fairbanks'}
{'statement': 'Someone is looking for a city with warm weather. Between Yaoundé and Sapporo, this person should visit Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Sapporo'}
{'statement': 'Someone is looking for a city with warm weather. Between Vienna and Fairbanks, this person should visit Vienna.', 'answer': 'Vienna', 'candidate': 'Fairbanks'}
{'statement': 'Someone is looking for a city with warm weather. Between Kingston and Denver, this person should visit Kingston.', 'answer': 'Kingston', 'candidate': 'Denver'}
{'statement': 'Someone is looking for a city with warm weather. Between Villahermosa and Zürich, this person should visit Villahermosa.', 'answer': 'Villahermosa', 'candidate': 'Zürich'}
{'statement': 'Someone is looking for a city with warm weather. Between Jakarta and Zagreb, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Zagreb'}
