{'statement': 'You are looking for a big city to visit. Between Monterrey and Florianópolis, you should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Florianópolis'}
{'statement': 'You are looking for a big city to visit. Between Mexico City and Ouahigouya, you should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Ouahigouya'}
{'statement': 'You are looking for a big city to visit. Between Mumbai and Pontianak, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Pontianak'}
{'statement': 'You are looking for a big city to visit. Between Melbourne and Nouakchott, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Nouakchott'}
{'statement': 'You are looking for a big city to visit. Between Douala and Ségou, you should visit Douala.', 'answer': 'Douala', 'candidate': 'Ségou'}
{'statement': 'You are looking for a big city to visit. Between Brisbane and Kuopio, you should visit Brisbane.', 'answer': 'Brisbane', 'candidate': 'Kuopio'}
{'statement': 'You are looking for a big city to visit. Between Buenos Aires and Panama City, you should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Panama City'}
{'statement': 'You are looking for a big city to visit. Between Guangzhou and Boise, you should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Boise'}
{'statement': 'You are looking for a big city to visit. Between Guangzhou and Ouahigouya, you should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Ouahigouya'}
{'statement': 'You are looking for a big city to visit. Between Shanghai and Cape Town, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Cape Town'}
{'statement': 'You are looking for a big city to visit. Between Rome and La Paz, you should visit Rome.', 'answer': 'Rome', 'candidate': 'La Paz'}
{'statement': 'You are looking for a big city to visit. Between Chicago and Novosibirsk, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Novosibirsk'}
{'statement': 'You are looking for a big city to visit. Between Ankara and Wellington, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Wellington'}
{'statement': 'You are looking for a big city to visit. Between Ürümqi and Ndola, you should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Ndola'}
{'statement': 'You are looking for a big city to visit. Between Toronto and Podgorica, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Podgorica'}
{'statement': 'You are looking for a big city to visit. Between Lahore and Aden, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Aden'}
{'statement': 'You are looking for a big city to visit. Between Kuwait City and Lomé, you should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Lomé'}
{'statement': 'You are looking for a big city to visit. Between Kunming and San Diego, you should visit Kunming.', 'answer': 'Kunming', 'candidate': 'San Diego'}
{'statement': 'You are looking for a big city to visit. Between Paris and Lomé, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Lomé'}
{'statement': 'You are looking for a big city to visit. Between Karachi and Barranquilla, you should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Barranquilla'}
{'statement': 'You are looking for a big city to visit. Between Riyadh and Pretoria, you should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Pretoria'}
{'statement': 'You are looking for a big city to visit. Between Cairo and Cabo San Lucas, you should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Cabo San Lucas'}
{'statement': 'You are looking for a big city to visit. Between Houston and Brussels, you should visit Houston.', 'answer': 'Houston', 'candidate': 'Brussels'}
{'statement': 'You are looking for a big city to visit. Between Bangkok and Reykjavík, you should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Reykjavík'}
{'statement': 'You are looking for a big city to visit. Between Rome and Fianarantsoa, you should visit Rome.', 'answer': 'Rome', 'candidate': 'Fianarantsoa'}
{'statement': 'You are looking for a big city to visit. Between Lima and Florianópolis, you should visit Lima.', 'answer': 'Lima', 'candidate': 'Florianópolis'}
{'statement': 'You are looking for a big city to visit. Between Bogotá and Toronto, you should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Toronto'}
{'statement': 'You are looking for a big city to visit. Between Chicago and Bishkek, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Bishkek'}
{'statement': 'You are looking for a big city to visit. Between London and Houston, you should visit London.', 'answer': 'London', 'candidate': 'Houston'}
{'statement': 'You are looking for a big city to visit. Between Hanoi and Saskatoon, you should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Saskatoon'}
{'statement': 'You are looking for a big city to visit. Between Luanda and Lake Havasu City, you should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Lake Havasu City'}
{'statement': 'You are looking for a big city to visit. Between Medellín and Ushuaia, you should visit Medellín.', 'answer': 'Medellín', 'candidate': 'Ushuaia'}
{'statement': 'You are looking for a big city to visit. Between Shanghai and Barranquilla, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Barranquilla'}
{'statement': 'You are looking for a big city to visit. Between Perth and Cabo San Lucas, you should visit Perth.', 'answer': 'Perth', 'candidate': 'Cabo San Lucas'}
{'statement': 'You are looking for a big city to visit. Between Kabul and Ulaanbaatar, you should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Ulaanbaatar'}
{'statement': 'You are looking for a big city to visit. Between Houston and Tauranga, you should visit Houston.', 'answer': 'Houston', 'candidate': 'Tauranga'}
{'statement': 'You are looking for a big city to visit. Between Kunming and Río Gallegos, you should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Río Gallegos'}
{'statement': 'You are looking for a big city to visit. Between Nairobi and Cape Town, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Cape Town'}
{'statement': 'You are looking for a big city to visit. Between Rome and Reykjavík, you should visit Rome.', 'answer': 'Rome', 'candidate': 'Reykjavík'}
{'statement': 'You are looking for a big city to visit. Between Beijing and Bishkek, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Bishkek'}
{'statement': 'You are looking for a big city to visit. Between Monterrey and Baku, you should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Baku'}
{'statement': 'You are looking for a big city to visit. Between Phoenix and Lyon, you should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Lyon'}
{'statement': 'You are looking for a big city to visit. Between Brasília and Suva, you should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Suva'}
{'statement': 'You are looking for a big city to visit. Between Berlin and Río Gallegos, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Río Gallegos'}
{'statement': 'You are looking for a big city to visit. Between Mumbai and Bangui, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Bangui'}
{'statement': 'You are looking for a big city to visit. Between Los Angeles and Ulaanbaatar, you should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Ulaanbaatar'}
{'statement': 'You are looking for a big city to visit. Between Tampa and Entebbe, you should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Entebbe'}
{'statement': 'You are looking for a big city to visit. Between Riyadh and Sokoto, you should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Sokoto'}
{'statement': 'You are looking for a big city to visit. Between Jakarta and Copenhagen, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Copenhagen'}
{'statement': 'You are looking for a big city to visit. Between Manila and Frankfurt, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Frankfurt'}
{'statement': 'You are looking for a big city to visit. Between Guadalajara and Erzurum, you should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Erzurum'}
{'statement': 'You are looking for a big city to visit. Between Kuwait City and Pretoria, you should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Pretoria'}
{'statement': 'You are looking for a big city to visit. Between Phoenix and Palembang, you should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Palembang'}
{'statement': 'You are looking for a big city to visit. Between Nairobi and Bamako, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Bamako'}
{'statement': 'You are looking for a big city to visit. Between Addis Ababa and Cabo San Lucas, you should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Cabo San Lucas'}
{'statement': 'You are looking for a big city to visit. Between Sydney and Addis Ababa, you should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Addis Ababa'}
{'statement': 'You are looking for a big city to visit. Between Johannesburg and Kampala, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Kampala'}
{'statement': 'You are looking for a big city to visit. Between Shanghai and Kingston, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Kingston'}
{'statement': 'You are looking for a big city to visit. Between Baghdad and Tucson, you should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Tucson'}
{'statement': 'You are looking for a big city to visit. Between Nairobi and Goiânia, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Goiânia'}
{'statement': 'You are looking for a big city to visit. Between Dar es Salaam and Cape Town, you should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Cape Town'}
{'statement': 'You are looking for a big city to visit. Between Buenos Aires and Upington, you should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Upington'}
{'statement': 'You are looking for a big city to visit. Between Dar es Salaam and Tirana, you should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Tirana'}
{'statement': 'You are looking for a big city to visit. Between Mumbai and Hobart, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Hobart'}
{'statement': 'You are looking for a big city to visit. Between Melbourne and Pretoria, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Pretoria'}
{'statement': 'You are looking for a big city to visit. Between Johannesburg and Erbil, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Erbil'}
{'statement': 'You are looking for a big city to visit. Between Algiers and La Paz, you should visit Algiers.', 'answer': 'Algiers', 'candidate': 'La Paz'}
{'statement': 'You are looking for a big city to visit. Between Berlin and Piura, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Piura'}
{'statement': 'You are looking for a big city to visit. Between Nairobi and Córdoba, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Córdoba'}
{'statement': 'You are looking for a big city to visit. Between Bogotá and Florianópolis, you should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Florianópolis'}
{'statement': 'You are looking for a big city to visit. Between Los Angeles and Brasília, you should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Brasília'}
{'statement': 'You are looking for a big city to visit. Between Bogotá and Yinchuan, you should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Yinchuan'}
{'statement': 'You are looking for a big city to visit. Between Guangzhou and Baghdad, you should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Baghdad'}
{'statement': 'You are looking for a big city to visit. Between Sydney and Perth, you should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Perth'}
{'statement': 'You are looking for a big city to visit. Between Minneapolis and Lisbon, you should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Lisbon'}
{'statement': 'You are looking for a big city to visit. Between Tashkent and La Serena, you should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'La Serena'}
{'statement': 'You are looking for a big city to visit. Between Johannesburg and Amsterdam, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Amsterdam'}
{'statement': 'You are looking for a big city to visit. Between Alexandria and Palmerston North, you should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Palmerston North'}
{'statement': 'You are looking for a big city to visit. Between Nairobi and San José, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'San José'}
{'statement': 'You are looking for a big city to visit. Between London and Asmara, you should visit London.', 'answer': 'London', 'candidate': 'Asmara'}
{'statement': 'You are looking for a big city to visit. Between Melbourne and Ulaanbaatar, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Ulaanbaatar'}
{'statement': 'You are looking for a big city to visit. Between Sydney and Porto Alegre, you should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Porto Alegre'}
{'statement': 'You are looking for a big city to visit. Between Jakarta and Santiago del Estero, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Santiago del Estero'}
{'statement': 'You are looking for a big city to visit. Between Saint Petersburg and Medellín, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Medellín'}
{'statement': 'You are looking for a big city to visit. Between Santiago and Rosario, you should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Rosario'}
{'statement': 'You are looking for a big city to visit. Between Buenos Aires and Zürich, you should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Zürich'}
{'statement': 'You are looking for a big city to visit. Between Guangzhou and Ottawa, you should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Ottawa'}
{'statement': 'You are looking for a big city to visit. Between Hanoi and Quito, you should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Quito'}
{'statement': 'You are looking for a big city to visit. Between Paris and Dodoma, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Dodoma'}
{'statement': 'You are looking for a big city to visit. Between Algiers and Dodoma, you should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Dodoma'}
{'statement': 'You are looking for a big city to visit. Between Saint Petersburg and Goiânia, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Goiânia'}
{'statement': 'You are looking for a big city to visit. Between Brisbane and Ndola, you should visit Brisbane.', 'answer': 'Brisbane', 'candidate': 'Ndola'}
{'statement': 'You are looking for a big city to visit. Between Brasília and Palermo, you should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Palermo'}
{'statement': 'You are looking for a big city to visit. Between Perth and Nakhon Ratchasima, you should visit Perth.', 'answer': 'Perth', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'You are looking for a big city to visit. Between Perth and Punta Arenas, you should visit Perth.', 'answer': 'Perth', 'candidate': 'Punta Arenas'}
{'statement': 'You are looking for a big city to visit. Between Santiago and Entebbe, you should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Entebbe'}
{'statement': 'You are looking for a big city to visit. Between Jakarta and Tucson, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Tucson'}
{'statement': 'You are looking for a big city to visit. Between Los Angeles and Addis Ababa, you should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Addis Ababa'}
{'statement': 'You are looking for a big city to visit. Between Medellín and Piura, you should visit Medellín.', 'answer': 'Medellín', 'candidate': 'Piura'}
{'statement': 'You are looking for a big city to visit. Between Kuwait City and Thiès, you should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Thiès'}
{'statement': 'You are looking for a big city to visit. Between London and Hobart, you should visit London.', 'answer': 'London', 'candidate': 'Hobart'}
{'statement': 'You are looking for a big city to visit. Between Minneapolis and Antofagasta, you should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Antofagasta'}
{'statement': 'You are looking for a big city to visit. Between Lagos and Algiers, you should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Algiers'}
{'statement': 'You are looking for a big city to visit. Between Dar es Salaam and Algiers, you should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Algiers'}
{'statement': 'You are looking for a big city to visit. Between Paris and Albuquerque, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Albuquerque'}
{'statement': 'You are looking for a big city to visit. Between Mexico City and Lima, you should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Lima'}
{'statement': 'You are looking for a big city to visit. Between London and Ushuaia, you should visit London.', 'answer': 'London', 'candidate': 'Ushuaia'}
{'statement': 'You are looking for a big city to visit. Between Kabul and Mombasa, you should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Mombasa'}
{'statement': 'You are looking for a big city to visit. Between Chicago and Curitiba, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Curitiba'}
{'statement': 'You are looking for a big city to visit. Between Mexico City and Benghazi, you should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Benghazi'}
{'statement': 'You are looking for a big city to visit. Between Johannesburg and Nouakchott, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Nouakchott'}
{'statement': 'You are looking for a big city to visit. Between Baghdad and Christchurch, you should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Christchurch'}
{'statement': 'You are looking for a big city to visit. Between Phoenix and Port Sudan, you should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Port Sudan'}
{'statement': 'You are looking for a big city to visit. Between Phoenix and San Juan, you should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'San Juan'}
{'statement': 'You are looking for a big city to visit. Between Melbourne and Ljubljana, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Ljubljana'}
{'statement': 'You are looking for a big city to visit. Between London and Tauranga, you should visit London.', 'answer': 'London', 'candidate': 'Tauranga'}
{'statement': 'You are looking for a big city to visit. Between Monterrey and San José, you should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'San José'}
{'statement': 'You are looking for a big city to visit. Between Hanoi and Nairobi, you should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Nairobi'}
{'statement': 'You are looking for a big city to visit. Between Baghdad and Frankfurt, you should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Frankfurt'}
{'statement': 'You are looking for a big city to visit. Between Cairo and Houston, you should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Houston'}
{'statement': 'You are looking for a big city to visit. Between Algiers and Christchurch, you should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Christchurch'}
{'statement': 'You are looking for a big city to visit. Between Chicago and Changsha, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Changsha'}
{'statement': 'You are looking for a big city to visit. Between Brasília and Tucson, you should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Tucson'}
{'statement': 'You are looking for a big city to visit. Between Bangkok and Darwin, you should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Darwin'}
{'statement': 'You are looking for a big city to visit. Between Johannesburg and Punta Arenas, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Punta Arenas'}
{'statement': 'You are looking for a big city to visit. Between Alexandria and Medellín, you should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Medellín'}
{'statement': 'You are looking for a big city to visit. Between Chicago and Dublin, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Dublin'}
{'statement': 'You are looking for a big city to visit. Between Lahore and Hat Yai, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Hat Yai'}
{'statement': 'You are looking for a big city to visit. Between Jakarta and Bangkok, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Bangkok'}
{'statement': 'You are looking for a big city to visit. Between Douala and Tamanrasset, you should visit Douala.', 'answer': 'Douala', 'candidate': 'Tamanrasset'}
{'statement': 'You are looking for a big city to visit. Between Santiago and Minneapolis, you should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Minneapolis'}
{'statement': 'You are looking for a big city to visit. Between Kunming and Asmara, you should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Asmara'}
{'statement': 'You are looking for a big city to visit. Between Phoenix and Fukuoka, you should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Fukuoka'}
{'statement': 'You are looking for a big city to visit. Between Shanghai and Goiânia, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Goiânia'}
{'statement': 'You are looking for a big city to visit. Between Beijing and La Serena, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'La Serena'}
{'statement': 'You are looking for a big city to visit. Between Saint Petersburg and Damascus, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Damascus'}
{'statement': 'You are looking for a big city to visit. Between Yaoundé and Dodoma, you should visit Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Dodoma'}
{'statement': 'You are looking for a big city to visit. Between Nairobi and Managua, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Managua'}
{'statement': 'You are looking for a big city to visit. Between Lahore and Garissa, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Garissa'}
{'statement': 'You are looking for a big city to visit. Between Kuwait City and Malabo, you should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Malabo'}
{'statement': 'You are looking for a big city to visit. Between Ankara and Rabat, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Rabat'}
{'statement': 'You are looking for a big city to visit. Between Los Angeles and Lima, you should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Lima'}
{'statement': 'You are looking for a big city to visit. Between Cairo and Bishkek, you should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Bishkek'}
{'statement': 'You are looking for a big city to visit. Between Luanda and Muscat, you should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Muscat'}
{'statement': 'You are looking for a big city to visit. Between Alexandria and Auckland, you should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Auckland'}
{'statement': 'You are looking for a big city to visit. Between Saint Petersburg and Malabo, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Malabo'}
{'statement': 'You are looking for a big city to visit. Between Karachi and Maputo, you should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Maputo'}
{'statement': 'You are looking for a big city to visit. Between Addis Ababa and Boise, you should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Boise'}
{'statement': 'You are looking for a big city to visit. Between Manila and Baltimore, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Baltimore'}
{'statement': 'You are looking for a big city to visit. Between Guadalajara and Rosario, you should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Rosario'}
{'statement': 'You are looking for a big city to visit. Between Lagos and Vienna, you should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Vienna'}
{'statement': 'You are looking for a big city to visit. Between Mexico City and Phnom Penh, you should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Phnom Penh'}
{'statement': 'You are looking for a big city to visit. Between Paris and Zagreb, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Zagreb'}
{'statement': 'You are looking for a big city to visit. Between Phoenix and Dublin, you should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Dublin'}
{'statement': 'You are looking for a big city to visit. Between Yaoundé and Boise, you should visit Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Boise'}
{'statement': 'You are looking for a big city to visit. Between Nairobi and Changsha, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Changsha'}
{'statement': 'You are looking for a big city to visit. Between Bogotá and Niamey, you should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Niamey'}
{'statement': 'You are looking for a big city to visit. Between Saint Petersburg and Cayenne, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Cayenne'}
{'statement': 'You are looking for a big city to visit. Between Monterrey and Maputo, you should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Maputo'}
{'statement': 'You are looking for a big city to visit. Between Toronto and Ljubljana, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Ljubljana'}
{'statement': 'You are looking for a big city to visit. Between Jakarta and Albuquerque, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Albuquerque'}
{'statement': 'You are looking for a big city to visit. Between Johannesburg and Barranquilla, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Barranquilla'}
{'statement': 'You are looking for a big city to visit. Between Jakarta and Willemstad, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Willemstad'}
{'statement': 'You are looking for a big city to visit. Between Hanoi and Berlin, you should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Berlin'}
{'statement': 'You are looking for a big city to visit. Between Berlin and Ljubljana, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Ljubljana'}
{'statement': 'You are looking for a big city to visit. Between Jakarta and Milwaukee, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Milwaukee'}
{'statement': 'You are looking for a big city to visit. Between Algiers and Nakhon Ratchasima, you should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'You are looking for a big city to visit. Between Kunming and Almaty, you should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Almaty'}
{'statement': 'You are looking for a big city to visit. Between Bogotá and Douala, you should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Douala'}
{'statement': 'You are looking for a big city to visit. Between Los Angeles and Chihuahua, you should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Chihuahua'}
{'statement': 'You are looking for a big city to visit. Between Melbourne and Benghazi, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Benghazi'}
{'statement': 'You are looking for a big city to visit. Between Guangzhou and Mexicali, you should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Mexicali'}
