{'statement': 'Between Dar es Salaam and Indianapolis, the city with higher average temperature is Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Indianapolis'}
{'statement': 'Between Phoenix and Suwałki, the city with higher average temperature is Phoenix.', 'answer': 'Phoenix', 'candidate': 'Suwałki'}
{'statement': 'Between Wau and Auckland, the city with higher average temperature is Wau.', 'answer': 'Wau', 'candidate': 'Auckland'}
{'statement': 'Between Harare and Lviv, the city with higher average temperature is Harare.', 'answer': 'Harare', 'candidate': 'Lviv'}
{'statement': 'Between Pontianak and Murmansk, the city with higher average temperature is Pontianak.', 'answer': 'Pontianak', 'candidate': 'Murmansk'}
{'statement': 'Between Auckland and Kuopio, the city with higher average temperature is Auckland.', 'answer': 'Auckland', 'candidate': 'Kuopio'}
{'statement': 'Between Port Sudan and Saint Petersburg, the city with higher average temperature is Port Sudan.', 'answer': 'Port Sudan', 'candidate': 'Saint Petersburg'}
{'statement': 'Between Asmara and Murmansk, the city with higher average temperature is Asmara.', 'answer': 'Asmara', 'candidate': 'Murmansk'}
{'statement': 'Between Port Sudan and Ulaanbaatar, the city with higher average temperature is Port Sudan.', 'answer': 'Port Sudan', 'candidate': 'Ulaanbaatar'}
{'statement': 'Between Manila and Hobart, the city with higher average temperature is Manila.', 'answer': 'Manila', 'candidate': 'Hobart'}
{'statement': 'Between Erbil and Minsk, the city with higher average temperature is Erbil.', 'answer': 'Erbil', 'candidate': 'Minsk'}
{'statement': 'Between Wau and Irkutsk, the city with higher average temperature is Wau.', 'answer': 'Wau', 'candidate': 'Irkutsk'}
{'statement': 'Between Mandalay and Napier, the city with higher average temperature is Mandalay.', 'answer': 'Mandalay', 'candidate': 'Napier'}
{'statement': 'Between Cotonou and Berlin, the city with higher average temperature is Cotonou.', 'answer': 'Cotonou', 'candidate': 'Berlin'}
{'statement': 'Between Mombasa and Toronto, the city with higher average temperature is Mombasa.', 'answer': 'Mombasa', 'candidate': 'Toronto'}
{'statement': 'Between Mandalay and Mexico City, the city with higher average temperature is Mandalay.', 'answer': 'Mandalay', 'candidate': 'Mexico City'}
{'statement': 'Between Piura and Bishkek, the city with higher average temperature is Piura.', 'answer': 'Piura', 'candidate': 'Bishkek'}
{'statement': 'Between Campos do Jordão and Fairbanks, the city with higher average temperature is Campos do Jordão.', 'answer': 'Campos do Jordão', 'candidate': 'Fairbanks'}
{'statement': 'Between Palermo and Lhasa, the city with higher average temperature is Palermo.', 'answer': 'Palermo', 'candidate': 'Lhasa'}
{'statement': 'Between Monterrey and Zürich, the city with higher average temperature is Monterrey.', 'answer': 'Monterrey', 'candidate': 'Zürich'}
{'statement': 'Between Abéché and Murmansk, the city with higher average temperature is Abéché.', 'answer': 'Abéché', 'candidate': 'Murmansk'}
{'statement': 'Between San Juan and Lhasa, the city with higher average temperature is San Juan.', 'answer': 'San Juan', 'candidate': 'Lhasa'}
{'statement': 'Between Pontianak and Halifax, the city with higher average temperature is Pontianak.', 'answer': 'Pontianak', 'candidate': 'Halifax'}
{'statement': 'Between Lahore and Ljubljana, the city with higher average temperature is Lahore.', 'answer': 'Lahore', 'candidate': 'Ljubljana'}
{'statement': 'Between Algiers and Minsk, the city with higher average temperature is Algiers.', 'answer': 'Algiers', 'candidate': 'Minsk'}
{'statement': 'Between Mandalay and Boise, the city with higher average temperature is Mandalay.', 'answer': 'Mandalay', 'candidate': 'Boise'}
{'statement': 'Between San Juan and Brussels, the city with higher average temperature is San Juan.', 'answer': 'San Juan', 'candidate': 'Brussels'}
{'statement': 'Between Riyadh and Boise, the city with higher average temperature is Riyadh.', 'answer': 'Riyadh', 'candidate': 'Boise'}
{'statement': 'Between San Juan and Vienna, the city with higher average temperature is San Juan.', 'answer': 'San Juan', 'candidate': 'Vienna'}
{'statement': 'Between Tamanrasset and Ulaanbaatar, the city with higher average temperature is Tamanrasset.', 'answer': 'Tamanrasset', 'candidate': 'Ulaanbaatar'}
{'statement': 'Between Surabaya and Vladivostok, the city with higher average temperature is Surabaya.', 'answer': 'Surabaya', 'candidate': 'Vladivostok'}
{'statement': 'Between Abéché and Bergen, the city with higher average temperature is Abéché.', 'answer': 'Abéché', 'candidate': 'Bergen'}
{'statement': 'Between Lomé and Saskatoon, the city with higher average temperature is Lomé.', 'answer': 'Lomé', 'candidate': 'Saskatoon'}
{'statement': 'Between Tripoli and Vladivostok, the city with higher average temperature is Tripoli.', 'answer': 'Tripoli', 'candidate': 'Vladivostok'}
{'statement': 'Between Honolulu and Vladivostok, the city with higher average temperature is Honolulu.', 'answer': 'Honolulu', 'candidate': 'Vladivostok'}
{'statement': 'Between Napier and Nur-Sultan, the city with higher average temperature is Napier.', 'answer': 'Napier', 'candidate': 'Nur-Sultan'}
{'statement': 'Between San Antonio and Río Gallegos, the city with higher average temperature is San Antonio.', 'answer': 'San Antonio', 'candidate': 'Río Gallegos'}
{'statement': 'Between Cairo and Oslo, the city with higher average temperature is Cairo.', 'answer': 'Cairo', 'candidate': 'Oslo'}
{'statement': 'Between Mexico City and Suwałki, the city with higher average temperature is Mexico City.', 'answer': 'Mexico City', 'candidate': 'Suwałki'}
{'statement': 'Between Mumbai and Paris, the city with higher average temperature is Mumbai.', 'answer': 'Mumbai', 'candidate': 'Paris'}
{'statement': 'Between Kano and Toluca, the city with higher average temperature is Kano.', 'answer': 'Kano', 'candidate': 'Toluca'}
{'statement': 'Between Dar es Salaam and Kansas City, the city with higher average temperature is Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Kansas City'}
{'statement': 'Between Barranquilla and Toronto, the city with higher average temperature is Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Toronto'}
{'statement': 'Between San Juan and Omaha, the city with higher average temperature is San Juan.', 'answer': 'San Juan', 'candidate': 'Omaha'}
{'statement': 'Between Monterrey and Kabul, the city with higher average temperature is Monterrey.', 'answer': 'Monterrey', 'candidate': 'Kabul'}
{'statement': 'Between Niamey and Reykjavík, the city with higher average temperature is Niamey.', 'answer': 'Niamey', 'candidate': 'Reykjavík'}
{'statement': 'Between Lake Havasu City and Indianapolis, the city with higher average temperature is Lake Havasu City.', 'answer': 'Lake Havasu City', 'candidate': 'Indianapolis'}
{'statement': 'Between Cotonou and Yinchuan, the city with higher average temperature is Cotonou.', 'answer': 'Cotonou', 'candidate': 'Yinchuan'}
{'statement': 'Between Juba and Río Gallegos, the city with higher average temperature is Juba.', 'answer': 'Juba', 'candidate': 'Río Gallegos'}
{'statement': 'Between Muscat and Indianapolis, the city with higher average temperature is Muscat.', 'answer': 'Muscat', 'candidate': 'Indianapolis'}
{'statement': 'Between Brisbane and Ulaanbaatar, the city with higher average temperature is Brisbane.', 'answer': 'Brisbane', 'candidate': 'Ulaanbaatar'}
{'statement': 'Between San Juan and Lviv, the city with higher average temperature is San Juan.', 'answer': 'San Juan', 'candidate': 'Lviv'}
{'statement': 'Between Ségou and Skopje, the city with higher average temperature is Ségou.', 'answer': 'Ségou', 'candidate': 'Skopje'}
{'statement': 'Between Houston and Halifax, the city with higher average temperature is Houston.', 'answer': 'Houston', 'candidate': 'Halifax'}
{'statement': 'Between Toliara and Saskatoon, the city with higher average temperature is Toliara.', 'answer': 'Toliara', 'candidate': 'Saskatoon'}
{'statement': 'Between Dodoma and Ulaanbaatar, the city with higher average temperature is Dodoma.', 'answer': 'Dodoma', 'candidate': 'Ulaanbaatar'}
{'statement': 'Between Guangzhou and Kabul, the city with higher average temperature is Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Kabul'}
{'statement': 'Between Makassar and Podgorica, the city with higher average temperature is Makassar.', 'answer': 'Makassar', 'candidate': 'Podgorica'}
{'statement': 'Between Wau and Palmerston North, the city with higher average temperature is Wau.', 'answer': 'Wau', 'candidate': 'Palmerston North'}
{'statement': 'Between Cotonou and Bratislava, the city with higher average temperature is Cotonou.', 'answer': 'Cotonou', 'candidate': 'Bratislava'}
{'statement': 'Between Alexandria and Anchorage, the city with higher average temperature is Alexandria.', 'answer': 'Alexandria', 'candidate': 'Anchorage'}
{'statement': 'Between Cotonou and La Serena, the city with higher average temperature is Cotonou.', 'answer': 'Cotonou', 'candidate': 'La Serena'}
{'statement': 'Between Phoenix and Frankfurt, the city with higher average temperature is Phoenix.', 'answer': 'Phoenix', 'candidate': 'Frankfurt'}
{'statement': 'Between Tampa and Indianapolis, the city with higher average temperature is Tampa.', 'answer': 'Tampa', 'candidate': 'Indianapolis'}
{'statement': 'Between Vientiane and Baku, the city with higher average temperature is Vientiane.', 'answer': 'Vientiane', 'candidate': 'Baku'}
{'statement': 'Between Dodoma and Bergen, the city with higher average temperature is Dodoma.', 'answer': 'Dodoma', 'candidate': 'Bergen'}
{'statement': 'Between Djibouti and Reykjavík, the city with higher average temperature is Djibouti.', 'answer': 'Djibouti', 'candidate': 'Reykjavík'}
{'statement': 'Between La Ceiba and Amsterdam, the city with higher average temperature is La Ceiba.', 'answer': 'La Ceiba', 'candidate': 'Amsterdam'}
{'statement': 'Between Luanda and Ottawa, the city with higher average temperature is Luanda.', 'answer': 'Luanda', 'candidate': 'Ottawa'}
{'statement': 'Between Santiago del Estero and Toronto, the city with higher average temperature is Santiago del Estero.', 'answer': 'Santiago del Estero', 'candidate': 'Toronto'}
{'statement': 'Between Malabo and Río Gallegos, the city with higher average temperature is Malabo.', 'answer': 'Malabo', 'candidate': 'Río Gallegos'}
{'statement': 'Between Omaha and Murmansk, the city with higher average temperature is Omaha.', 'answer': 'Omaha', 'candidate': 'Murmansk'}
{'statement': 'Between Garissa and Anchorage, the city with higher average temperature is Garissa.', 'answer': 'Garissa', 'candidate': 'Anchorage'}
{'statement': 'Between Lomé and La Serena, the city with higher average temperature is Lomé.', 'answer': 'Lomé', 'candidate': 'La Serena'}
{'statement': 'Between Djibouti and Johannesburg, the city with higher average temperature is Djibouti.', 'answer': 'Djibouti', 'candidate': 'Johannesburg'}
{'statement': 'Between Bangui and Vienna, the city with higher average temperature is Bangui.', 'answer': 'Bangui', 'candidate': 'Vienna'}
{'statement': 'Between Garissa and Ürümqi, the city with higher average temperature is Garissa.', 'answer': 'Garissa', 'candidate': 'Ürümqi'}
{'statement': 'Between Phoenix and Halifax, the city with higher average temperature is Phoenix.', 'answer': 'Phoenix', 'candidate': 'Halifax'}
{'statement': 'Between Karachi and Fairbanks, the city with higher average temperature is Karachi.', 'answer': 'Karachi', 'candidate': 'Fairbanks'}
{'statement': 'Between Mumbai and Campos do Jordão, the city with higher average temperature is Mumbai.', 'answer': 'Mumbai', 'candidate': 'Campos do Jordão'}
{'statement': 'Between Nouadhibou and Calgary, the city with higher average temperature is Nouadhibou.', 'answer': 'Nouadhibou', 'candidate': 'Calgary'}
{'statement': 'Between Benghazi and Milwaukee, the city with higher average temperature is Benghazi.', 'answer': 'Benghazi', 'candidate': 'Milwaukee'}
{'statement': 'Between Palermo and Moscow, the city with higher average temperature is Palermo.', 'answer': 'Palermo', 'candidate': 'Moscow'}
{'statement': 'Between Mumbai and Skopje, the city with higher average temperature is Mumbai.', 'answer': 'Mumbai', 'candidate': 'Skopje'}
{'statement': 'Between Abéché and Dublin, the city with higher average temperature is Abéché.', 'answer': 'Abéché', 'candidate': 'Dublin'}
{'statement': 'Between Vienna and Ulaanbaatar, the city with higher average temperature is Vienna.', 'answer': 'Vienna', 'candidate': 'Ulaanbaatar'}
{'statement': 'Between Bangui and Milan, the city with higher average temperature is Bangui.', 'answer': 'Bangui', 'candidate': 'Milan'}
{'statement': 'Between La Paz and Baltimore, the city with higher average temperature is La Paz.', 'answer': 'La Paz', 'candidate': 'Baltimore'}
{'statement': 'Between Suva and Ankara, the city with higher average temperature is Suva.', 'answer': 'Suva', 'candidate': 'Ankara'}
{'statement': 'Between Managua and Nur-Sultan, the city with higher average temperature is Managua.', 'answer': 'Managua', 'candidate': 'Nur-Sultan'}
{'statement': 'Between Barranquilla and Changsha, the city with higher average temperature is Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Changsha'}
{'statement': 'Between Aden and Oslo, the city with higher average temperature is Aden.', 'answer': 'Aden', 'candidate': 'Oslo'}
{'statement': 'Between Ouahigouya and Ottawa, the city with higher average temperature is Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Ottawa'}
{'statement': 'Between Malabo and Suwałki, the city with higher average temperature is Malabo.', 'answer': 'Malabo', 'candidate': 'Suwałki'}
{'statement': 'Between Yaoundé and Río Gallegos, the city with higher average temperature is Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Río Gallegos'}
{'statement': 'Between Nouadhibou and Copenhagen, the city with higher average temperature is Nouadhibou.', 'answer': 'Nouadhibou', 'candidate': 'Copenhagen'}
{'statement': 'Between Djibouti and Addis Ababa, the city with higher average temperature is Djibouti.', 'answer': 'Djibouti', 'candidate': 'Addis Ababa'}
{'statement': 'Between Hat Yai and Moscow, the city with higher average temperature is Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Moscow'}
{'statement': 'Between Bahía Blanca and Murmansk, the city with higher average temperature is Bahía Blanca.', 'answer': 'Bahía Blanca', 'candidate': 'Murmansk'}
{'statement': 'Between Surabaya and Toronto, the city with higher average temperature is Surabaya.', 'answer': 'Surabaya', 'candidate': 'Toronto'}
{'statement': 'Between Djibouti and Erbil, the city with higher average temperature is Djibouti.', 'answer': 'Djibouti', 'candidate': 'Erbil'}
{'statement': 'Between Kathmandu and Yakutsk, the city with higher average temperature is Kathmandu.', 'answer': 'Kathmandu', 'candidate': 'Yakutsk'}
{'statement': 'Between Ouahigouya and Paris, the city with higher average temperature is Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Paris'}
{'statement': 'Between Makassar and Kuopio, the city with higher average temperature is Makassar.', 'answer': 'Makassar', 'candidate': 'Kuopio'}
{'statement': 'Between Beirut and Saint Petersburg, the city with higher average temperature is Beirut.', 'answer': 'Beirut', 'candidate': 'Saint Petersburg'}
{'statement': 'Between Thiès and Suwałki, the city with higher average temperature is Thiès.', 'answer': 'Thiès', 'candidate': 'Suwałki'}
{'statement': 'Between Ouahigouya and Christchurch, the city with higher average temperature is Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Christchurch'}
{'statement': 'Between Makassar and Beijing, the city with higher average temperature is Makassar.', 'answer': 'Makassar', 'candidate': 'Beijing'}
{'statement': 'Between Garoua and Antofagasta, the city with higher average temperature is Garoua.', 'answer': 'Garoua', 'candidate': 'Antofagasta'}
{'statement': 'Between Barranquilla and Baku, the city with higher average temperature is Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Baku'}
{'statement': 'Between Mumbai and Toluca, the city with higher average temperature is Mumbai.', 'answer': 'Mumbai', 'candidate': 'Toluca'}
{'statement': 'Between Baku and Anchorage, the city with higher average temperature is Baku.', 'answer': 'Baku', 'candidate': 'Anchorage'}
{'statement': 'Between Douala and Moscow, the city with higher average temperature is Douala.', 'answer': 'Douala', 'candidate': 'Moscow'}
{'statement': 'Between La Paz and Wellington, the city with higher average temperature is La Paz.', 'answer': 'La Paz', 'candidate': 'Wellington'}
{'statement': 'Between Ouahigouya and Beijing, the city with higher average temperature is Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Beijing'}
{'statement': 'Between Garissa and Nairobi, the city with higher average temperature is Garissa.', 'answer': 'Garissa', 'candidate': 'Nairobi'}
{'statement': 'Between Kingston and Zürich, the city with higher average temperature is Kingston.', 'answer': 'Kingston', 'candidate': 'Zürich'}
{'statement': 'Between Mexicali and Erzurum, the city with higher average temperature is Mexicali.', 'answer': 'Mexicali', 'candidate': 'Erzurum'}
{'statement': 'Between Kuwait City and Reykjavík, the city with higher average temperature is Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Reykjavík'}
{'statement': 'Between Maputo and Kuopio, the city with higher average temperature is Maputo.', 'answer': 'Maputo', 'candidate': 'Kuopio'}
{'statement': 'Between Lagos and Ushuaia, the city with higher average temperature is Lagos.', 'answer': 'Lagos', 'candidate': 'Ushuaia'}
{'statement': 'Between Cairo and Murmansk, the city with higher average temperature is Cairo.', 'answer': 'Cairo', 'candidate': 'Murmansk'}
{'statement': 'Between Sokoto and Bogotá, the city with higher average temperature is Sokoto.', 'answer': 'Sokoto', 'candidate': 'Bogotá'}
{'statement': 'Between Sokoto and Minneapolis, the city with higher average temperature is Sokoto.', 'answer': 'Sokoto', 'candidate': 'Minneapolis'}
{'statement': 'Between Phoenix and Yerevan, the city with higher average temperature is Phoenix.', 'answer': 'Phoenix', 'candidate': 'Yerevan'}
{'statement': 'Between Kuwait City and Halifax, the city with higher average temperature is Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Halifax'}
{'statement': 'Between Antofagasta and Novosibirsk, the city with higher average temperature is Antofagasta.', 'answer': 'Antofagasta', 'candidate': 'Novosibirsk'}
{'statement': 'Between Kuwait City and Calgary, the city with higher average temperature is Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Calgary'}
{'statement': 'Between Hat Yai and Chicago, the city with higher average temperature is Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Chicago'}
{'statement': 'Between Viedma and Ulaanbaatar, the city with higher average temperature is Viedma.', 'answer': 'Viedma', 'candidate': 'Ulaanbaatar'}
{'statement': 'Between Wau and Yakutsk, the city with higher average temperature is Wau.', 'answer': 'Wau', 'candidate': 'Yakutsk'}
{'statement': 'Between Addis Ababa and Ulaanbaatar, the city with higher average temperature is Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Ulaanbaatar'}
{'statement': 'Between Lomé and Zagreb, the city with higher average temperature is Lomé.', 'answer': 'Lomé', 'candidate': 'Zagreb'}
{'statement': 'Between Luanda and Bogotá, the city with higher average temperature is Luanda.', 'answer': 'Luanda', 'candidate': 'Bogotá'}
{'statement': 'Between Bujumbura and Lyon, the city with higher average temperature is Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Lyon'}
{'statement': 'Between London and Fairbanks, the city with higher average temperature is London.', 'answer': 'London', 'candidate': 'Fairbanks'}
{'statement': 'Between San José and Copenhagen, the city with higher average temperature is San José.', 'answer': 'San José', 'candidate': 'Copenhagen'}
{'statement': 'Between Lake Havasu City and Halifax, the city with higher average temperature is Lake Havasu City.', 'answer': 'Lake Havasu City', 'candidate': 'Halifax'}
{'statement': 'Between Hamilton and Milwaukee, the city with higher average temperature is Hamilton.', 'answer': 'Hamilton', 'candidate': 'Milwaukee'}
{'statement': 'Between Phnom Penh and Saskatoon, the city with higher average temperature is Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Saskatoon'}
{'statement': 'Between Garissa and Paris, the city with higher average temperature is Garissa.', 'answer': 'Garissa', 'candidate': 'Paris'}
{'statement': 'Between Podgorica and Yakutsk, the city with higher average temperature is Podgorica.', 'answer': 'Podgorica', 'candidate': 'Yakutsk'}
{'statement': 'Between Aden and Denver, the city with higher average temperature is Aden.', 'answer': 'Aden', 'candidate': 'Denver'}
