{'statement': 'Between Barranquilla and Sacramento, the city with warmer weather is Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Sacramento'}
{'statement': 'Between Ouahigouya and Irkutsk, the city with warmer weather is Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Irkutsk'}
{'statement': 'Between Wau and Lviv, the city with warmer weather is Wau.', 'answer': 'Wau', 'candidate': 'Lviv'}
{'statement': 'Between Thiès and Ankara, the city with warmer weather is Thiès.', 'answer': 'Thiès', 'candidate': 'Ankara'}
{'statement': 'Between Nouadhibou and Bratislava, the city with warmer weather is Nouadhibou.', 'answer': 'Nouadhibou', 'candidate': 'Bratislava'}
{'statement': 'Between Lake Havasu City and Irkutsk, the city with warmer weather is Lake Havasu City.', 'answer': 'Lake Havasu City', 'candidate': 'Irkutsk'}
{'statement': 'Between Perth and Anchorage, the city with warmer weather is Perth.', 'answer': 'Perth', 'candidate': 'Anchorage'}
{'statement': 'Between Phnom Penh and Sapporo, the city with warmer weather is Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Sapporo'}
{'statement': 'Between San Juan and Fukuoka, the city with warmer weather is San Juan.', 'answer': 'San Juan', 'candidate': 'Fukuoka'}
{'statement': 'Between Nairobi and Vladivostok, the city with warmer weather is Nairobi.', 'answer': 'Nairobi', 'candidate': 'Vladivostok'}
{'statement': 'Between Wau and Mexico City, the city with warmer weather is Wau.', 'answer': 'Wau', 'candidate': 'Mexico City'}
{'statement': 'Between Bangkok and Reykjavík, the city with warmer weather is Bangkok.', 'answer': 'Bangkok', 'candidate': 'Reykjavík'}
{'statement': 'Between San Juan and Fukuoka, the city with warmer weather is San Juan.', 'answer': 'San Juan', 'candidate': 'Fukuoka'}
{'statement': 'Between Manila and Podgorica, the city with warmer weather is Manila.', 'answer': 'Manila', 'candidate': 'Podgorica'}
{'statement': 'Between Kingston and Tauranga, the city with warmer weather is Kingston.', 'answer': 'Kingston', 'candidate': 'Tauranga'}
{'statement': 'Between Kabul and Irkutsk, the city with warmer weather is Kabul.', 'answer': 'Kabul', 'candidate': 'Irkutsk'}
{'statement': 'Between Toamasina and Minsk, the city with warmer weather is Toamasina.', 'answer': 'Toamasina', 'candidate': 'Minsk'}
{'statement': 'Between Manaus and Bratislava, the city with warmer weather is Manaus.', 'answer': 'Manaus', 'candidate': 'Bratislava'}
{'statement': 'Between Parakou and Irkutsk, the city with warmer weather is Parakou.', 'answer': 'Parakou', 'candidate': 'Irkutsk'}
{'statement': 'Between Panama City and Campos do Jordão, the city with warmer weather is Panama City.', 'answer': 'Panama City', 'candidate': 'Campos do Jordão'}
{'statement': 'Between Damascus and Reykjavík, the city with warmer weather is Damascus.', 'answer': 'Damascus', 'candidate': 'Reykjavík'}
{'statement': 'Between Pontianak and Suwałki, the city with warmer weather is Pontianak.', 'answer': 'Pontianak', 'candidate': 'Suwałki'}
{'statement': 'Between Abéché and Toluca, the city with warmer weather is Abéché.', 'answer': 'Abéché', 'candidate': 'Toluca'}
{'statement': 'Between Kano and Yinchuan, the city with warmer weather is Kano.', 'answer': 'Kano', 'candidate': 'Yinchuan'}
{'statement': 'Between Bangui and Novosibirsk, the city with warmer weather is Bangui.', 'answer': 'Bangui', 'candidate': 'Novosibirsk'}
{'statement': 'Between Garissa and Sapporo, the city with warmer weather is Garissa.', 'answer': 'Garissa', 'candidate': 'Sapporo'}
{'statement': 'Between Toliara and Vladivostok, the city with warmer weather is Toliara.', 'answer': 'Toliara', 'candidate': 'Vladivostok'}
{'statement': 'Between Hat Yai and Lyon, the city with warmer weather is Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Lyon'}
{'statement': 'Between Mombasa and Zürich, the city with warmer weather is Mombasa.', 'answer': 'Mombasa', 'candidate': 'Zürich'}
{'statement': 'Between Managua and Amsterdam, the city with warmer weather is Managua.', 'answer': 'Managua', 'candidate': 'Amsterdam'}
{'statement': 'Between Sokoto and Canberra, the city with warmer weather is Sokoto.', 'answer': 'Sokoto', 'candidate': 'Canberra'}
{'statement': 'Between Lagos and Minneapolis, the city with warmer weather is Lagos.', 'answer': 'Lagos', 'candidate': 'Minneapolis'}
{'statement': 'Between Kunming and Calgary, the city with warmer weather is Kunming.', 'answer': 'Kunming', 'candidate': 'Calgary'}
{'statement': 'Between Porto Alegre and Minsk, the city with warmer weather is Porto Alegre.', 'answer': 'Porto Alegre', 'candidate': 'Minsk'}
{'statement': 'Between Surabaya and Bishkek, the city with warmer weather is Surabaya.', 'answer': 'Surabaya', 'candidate': 'Bishkek'}
{'statement': 'Between San Juan and Punta Arenas, the city with warmer weather is San Juan.', 'answer': 'San Juan', 'candidate': 'Punta Arenas'}
{'statement': 'Between Vientiane and Yakutsk, the city with warmer weather is Vientiane.', 'answer': 'Vientiane', 'candidate': 'Yakutsk'}
{'statement': 'Between Cairo and Minneapolis, the city with warmer weather is Cairo.', 'answer': 'Cairo', 'candidate': 'Minneapolis'}
{'statement': 'Between Hanoi and Skopje, the city with warmer weather is Hanoi.', 'answer': 'Hanoi', 'candidate': 'Skopje'}
{'statement': 'Between Wau and Addis Ababa, the city with warmer weather is Wau.', 'answer': 'Wau', 'candidate': 'Addis Ababa'}
{'statement': 'Between La Paz and Moscow, the city with warmer weather is La Paz.', 'answer': 'La Paz', 'candidate': 'Moscow'}
{'statement': 'Between Makurdi and Indianapolis, the city with warmer weather is Makurdi.', 'answer': 'Makurdi', 'candidate': 'Indianapolis'}
{'statement': 'Between Manaus and Frankfurt, the city with warmer weather is Manaus.', 'answer': 'Manaus', 'candidate': 'Frankfurt'}
{'statement': 'Between San Diego and Ürümqi, the city with warmer weather is San Diego.', 'answer': 'San Diego', 'candidate': 'Ürümqi'}
{'statement': 'Between Wau and Ulaanbaatar, the city with warmer weather is Wau.', 'answer': 'Wau', 'candidate': 'Ulaanbaatar'}
{'statement': 'Between Auckland and Saskatoon, the city with warmer weather is Auckland.', 'answer': 'Auckland', 'candidate': 'Saskatoon'}
{'statement': 'Between Guangzhou and Boise, the city with warmer weather is Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Boise'}
{'statement': 'Between Caracas and Erzurum, the city with warmer weather is Caracas.', 'answer': 'Caracas', 'candidate': 'Erzurum'}
{'statement': 'Between Djibouti and Changsha, the city with warmer weather is Djibouti.', 'answer': 'Djibouti', 'candidate': 'Changsha'}
{'statement': 'Between Ségou and Suwałki, the city with warmer weather is Ségou.', 'answer': 'Ségou', 'candidate': 'Suwałki'}
{'statement': 'Between Malabo and Zagreb, the city with warmer weather is Malabo.', 'answer': 'Malabo', 'candidate': 'Zagreb'}
{'statement': 'Between Luanda and Pittsburgh, the city with warmer weather is Luanda.', 'answer': 'Luanda', 'candidate': 'Pittsburgh'}
{'statement': 'Between Parakou and Almaty, the city with warmer weather is Parakou.', 'answer': 'Parakou', 'candidate': 'Almaty'}
{'statement': 'Between Aden and Moscow, the city with warmer weather is Aden.', 'answer': 'Aden', 'candidate': 'Moscow'}
{'statement': 'Between Changsha and Saint Petersburg, the city with warmer weather is Changsha.', 'answer': 'Changsha', 'candidate': 'Saint Petersburg'}
{'statement': 'Between Port Moresby and Baku, the city with warmer weather is Port Moresby.', 'answer': 'Port Moresby', 'candidate': 'Baku'}
{'statement': 'Between Cotonou and Christchurch, the city with warmer weather is Cotonou.', 'answer': 'Cotonou', 'candidate': 'Christchurch'}
{'statement': 'Between Damascus and Minsk, the city with warmer weather is Damascus.', 'answer': 'Damascus', 'candidate': 'Minsk'}
{'statement': 'Between Paramaribo and Bucharest, the city with warmer weather is Paramaribo.', 'answer': 'Paramaribo', 'candidate': 'Bucharest'}
{'statement': 'Between Suva and Zürich, the city with warmer weather is Suva.', 'answer': 'Suva', 'candidate': 'Zürich'}
{'statement': 'Between Fukuoka and Yakutsk, the city with warmer weather is Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'Yakutsk'}
{'statement': 'Between Los Angeles and Ürümqi, the city with warmer weather is Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Ürümqi'}
{'statement': 'Between Lake Havasu City and Canberra, the city with warmer weather is Lake Havasu City.', 'answer': 'Lake Havasu City', 'candidate': 'Canberra'}
{'statement': 'Between Lake Havasu City and Vladivostok, the city with warmer weather is Lake Havasu City.', 'answer': 'Lake Havasu City', 'candidate': 'Vladivostok'}
{'statement': 'Between Bata and Saint Petersburg, the city with warmer weather is Bata.', 'answer': 'Bata', 'candidate': 'Saint Petersburg'}
{'statement': 'Between Pontianak and Almaty, the city with warmer weather is Pontianak.', 'answer': 'Pontianak', 'candidate': 'Almaty'}
{'statement': 'Between Monterrey and Pittsburgh, the city with warmer weather is Monterrey.', 'answer': 'Monterrey', 'candidate': 'Pittsburgh'}
{'statement': 'Between Bata and Amsterdam, the city with warmer weather is Bata.', 'answer': 'Bata', 'candidate': 'Amsterdam'}
{'statement': 'Between Entebbe and Anchorage, the city with warmer weather is Entebbe.', 'answer': 'Entebbe', 'candidate': 'Anchorage'}
{'statement': 'Between Tucson and Dublin, the city with warmer weather is Tucson.', 'answer': 'Tucson', 'candidate': 'Dublin'}
{'statement': 'Between Bangkok and Lhasa, the city with warmer weather is Bangkok.', 'answer': 'Bangkok', 'candidate': 'Lhasa'}
{'statement': 'Between Bangkok and Canberra, the city with warmer weather is Bangkok.', 'answer': 'Bangkok', 'candidate': 'Canberra'}
{'statement': 'Between Niamey and Viedma, the city with warmer weather is Niamey.', 'answer': 'Niamey', 'candidate': 'Viedma'}
{'statement': 'Between Niamey and Bahía Blanca, the city with warmer weather is Niamey.', 'answer': 'Niamey', 'candidate': 'Bahía Blanca'}
{'statement': 'Between Kingston and Wellington, the city with warmer weather is Kingston.', 'answer': 'Kingston', 'candidate': 'Wellington'}
{'statement': 'Between San Juan and Lviv, the city with warmer weather is San Juan.', 'answer': 'San Juan', 'candidate': 'Lviv'}
{'statement': 'Between Wau and Rosario, the city with warmer weather is Wau.', 'answer': 'Wau', 'candidate': 'Rosario'}
{'statement': 'Between Conakry and Sapporo, the city with warmer weather is Conakry.', 'answer': 'Conakry', 'candidate': 'Sapporo'}
{'statement': 'Between Lagos and Vladivostok, the city with warmer weather is Lagos.', 'answer': 'Lagos', 'candidate': 'Vladivostok'}
{'statement': 'Between Fukuoka and Fairbanks, the city with warmer weather is Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'Fairbanks'}
{'statement': 'Between Aden and Amsterdam, the city with warmer weather is Aden.', 'answer': 'Aden', 'candidate': 'Amsterdam'}
{'statement': 'Between Rangpur and Nur-Sultan, the city with warmer weather is Rangpur.', 'answer': 'Rangpur', 'candidate': 'Nur-Sultan'}
{'statement': 'Between Karachi and Sucre, the city with warmer weather is Karachi.', 'answer': 'Karachi', 'candidate': 'Sucre'}
{'statement': 'Between Parakou and Ushuaia, the city with warmer weather is Parakou.', 'answer': 'Parakou', 'candidate': 'Ushuaia'}
{'statement': 'Between Mombasa and Toronto, the city with warmer weather is Mombasa.', 'answer': 'Mombasa', 'candidate': 'Toronto'}
{'statement': 'Between Mahajanga and Novosibirsk, the city with warmer weather is Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Novosibirsk'}
{'statement': 'Between Willemstad and Erzurum, the city with warmer weather is Willemstad.', 'answer': 'Willemstad', 'candidate': 'Erzurum'}
{'statement': 'Between Aden and Paris, the city with warmer weather is Aden.', 'answer': 'Aden', 'candidate': 'Paris'}
{'statement': 'Between Mahajanga and Lyon, the city with warmer weather is Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Lyon'}
{'statement': 'Between Guangzhou and Indianapolis, the city with warmer weather is Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Indianapolis'}
{'statement': 'Between Houston and Fairbanks, the city with warmer weather is Houston.', 'answer': 'Houston', 'candidate': 'Fairbanks'}
{'statement': 'Between San Salvador and Beijing, the city with warmer weather is San Salvador.', 'answer': 'San Salvador', 'candidate': 'Beijing'}
{'statement': 'Between Upington and Toronto, the city with warmer weather is Upington.', 'answer': 'Upington', 'candidate': 'Toronto'}
{'statement': 'Between Hamilton and Yinchuan, the city with warmer weather is Hamilton.', 'answer': 'Hamilton', 'candidate': 'Yinchuan'}
{'statement': 'Between Tabora and Paris, the city with warmer weather is Tabora.', 'answer': 'Tabora', 'candidate': 'Paris'}
{'statement': 'Between Mandalay and Johannesburg, the city with warmer weather is Mandalay.', 'answer': 'Mandalay', 'candidate': 'Johannesburg'}
{'statement': 'Between Bujumbura and Fairbanks, the city with warmer weather is Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Fairbanks'}
{'statement': 'Between Karachi and Saint Petersburg, the city with warmer weather is Karachi.', 'answer': 'Karachi', 'candidate': 'Saint Petersburg'}
{'statement': 'Between Darwin and Baku, the city with warmer weather is Darwin.', 'answer': 'Darwin', 'candidate': 'Baku'}
{'statement': 'Between Hanoi and Almaty, the city with warmer weather is Hanoi.', 'answer': 'Hanoi', 'candidate': 'Almaty'}
{'statement': 'Between Mandalay and Rosario, the city with warmer weather is Mandalay.', 'answer': 'Mandalay', 'candidate': 'Rosario'}
{'statement': 'Between Juba and Saint Petersburg, the city with warmer weather is Juba.', 'answer': 'Juba', 'candidate': 'Saint Petersburg'}
{'statement': 'Between Goiânia and Irkutsk, the city with warmer weather is Goiânia.', 'answer': 'Goiânia', 'candidate': 'Irkutsk'}
{'statement': 'Between Garissa and El Paso, the city with warmer weather is Garissa.', 'answer': 'Garissa', 'candidate': 'El Paso'}
{'statement': 'Between San Juan and Cape Town, the city with warmer weather is San Juan.', 'answer': 'San Juan', 'candidate': 'Cape Town'}
{'statement': 'Between Garoua and La Serena, the city with warmer weather is Garoua.', 'answer': 'Garoua', 'candidate': 'La Serena'}
{'statement': 'Between Dar es Salaam and Sucre, the city with warmer weather is Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Sucre'}
{'statement': 'Between Nakhon Ratchasima and Anchorage, the city with warmer weather is Nakhon Ratchasima.', 'answer': 'Nakhon Ratchasima', 'candidate': 'Anchorage'}
{'statement': 'Between Karachi and Tashkent, the city with warmer weather is Karachi.', 'answer': 'Karachi', 'candidate': 'Tashkent'}
{'statement': 'Between Tauranga and Fairbanks, the city with warmer weather is Tauranga.', 'answer': 'Tauranga', 'candidate': 'Fairbanks'}
{'statement': 'Between Tampa and Bratislava, the city with warmer weather is Tampa.', 'answer': 'Tampa', 'candidate': 'Bratislava'}
{'statement': 'Between Lagos and Río Gallegos, the city with warmer weather is Lagos.', 'answer': 'Lagos', 'candidate': 'Río Gallegos'}
{'statement': 'Between San Salvador and Nur-Sultan, the city with warmer weather is San Salvador.', 'answer': 'San Salvador', 'candidate': 'Nur-Sultan'}
{'statement': 'Between Garissa and Los Angeles, the city with warmer weather is Garissa.', 'answer': 'Garissa', 'candidate': 'Los Angeles'}
{'statement': 'Between Niamey and Milwaukee, the city with warmer weather is Niamey.', 'answer': 'Niamey', 'candidate': 'Milwaukee'}
{'statement': 'Between El Paso and Nur-Sultan, the city with warmer weather is El Paso.', 'answer': 'El Paso', 'candidate': 'Nur-Sultan'}
{'statement': 'Between Phnom Penh and Cape Town, the city with warmer weather is Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Cape Town'}
{'statement': 'Between Toamasina and Beijing, the city with warmer weather is Toamasina.', 'answer': 'Toamasina', 'candidate': 'Beijing'}
{'statement': 'Between Hat Yai and Bahía Blanca, the city with warmer weather is Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Bahía Blanca'}
{'statement': 'Between Ségou and Neuquén, the city with warmer weather is Ségou.', 'answer': 'Ségou', 'candidate': 'Neuquén'}
{'statement': 'Between Palembang and Milwaukee, the city with warmer weather is Palembang.', 'answer': 'Palembang', 'candidate': 'Milwaukee'}
{'statement': 'Between Bata and Murmansk, the city with warmer weather is Bata.', 'answer': 'Bata', 'candidate': 'Murmansk'}
{'statement': 'Between San Diego and Vladivostok, the city with warmer weather is San Diego.', 'answer': 'San Diego', 'candidate': 'Vladivostok'}
{'statement': 'Between Managua and Brussels, the city with warmer weather is Managua.', 'answer': 'Managua', 'candidate': 'Brussels'}
{'statement': 'Between Juba and Ljubljana, the city with warmer weather is Juba.', 'answer': 'Juba', 'candidate': 'Ljubljana'}
{'statement': 'Between Mombasa and Podgorica, the city with warmer weather is Mombasa.', 'answer': 'Mombasa', 'candidate': 'Podgorica'}
{'statement': 'Between Nakhon Ratchasima and Santiago, the city with warmer weather is Nakhon Ratchasima.', 'answer': 'Nakhon Ratchasima', 'candidate': 'Santiago'}
{'statement': 'Between Cabo San Lucas and Murmansk, the city with warmer weather is Cabo San Lucas.', 'answer': 'Cabo San Lucas', 'candidate': 'Murmansk'}
{'statement': 'Between Wau and Ljubljana, the city with warmer weather is Wau.', 'answer': 'Wau', 'candidate': 'Ljubljana'}
{'statement': 'Between Kano and Beijing, the city with warmer weather is Kano.', 'answer': 'Kano', 'candidate': 'Beijing'}
{'statement': 'Between La Paz and Toronto, the city with warmer weather is La Paz.', 'answer': 'La Paz', 'candidate': 'Toronto'}
{'statement': 'Between Palermo and Lviv, the city with warmer weather is Palermo.', 'answer': 'Palermo', 'candidate': 'Lviv'}
{'statement': 'Between Hat Yai and Vienna, the city with warmer weather is Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Vienna'}
{'statement': 'Between Rosario and Calgary, the city with warmer weather is Rosario.', 'answer': 'Rosario', 'candidate': 'Calgary'}
{'statement': 'Between Tamanrasset and Ushuaia, the city with warmer weather is Tamanrasset.', 'answer': 'Tamanrasset', 'candidate': 'Ushuaia'}
{'statement': 'Between Garoua and Minsk, the city with warmer weather is Garoua.', 'answer': 'Garoua', 'candidate': 'Minsk'}
