{'statement': 'You are looking for a big city to visit. Between Moscow and Dublin, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Dublin'}
{'statement': 'You are looking for a big city to visit. Between Ho Chi Minh City and La Paz, you should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'La Paz'}
{'statement': 'You are looking for a big city to visit. Between Phoenix and Toluca, you should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Toluca'}
{'statement': 'You are looking for a big city to visit. Between Manila and San Antonio, you should visit Manila.', 'answer': 'Manila', 'candidate': 'San Antonio'}
{'statement': 'You are looking for a big city to visit. Between Ankara and Addis Ababa, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Addis Ababa'}
{'statement': 'You are looking for a big city to visit. Between Ankara and Fairbanks, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Fairbanks'}
{'statement': 'You are looking for a big city to visit. Between Sydney and Paramaribo, you should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Paramaribo'}
{'statement': 'You are looking for a big city to visit. Between Baku and Suwałki, you should visit Baku.', 'answer': 'Baku', 'candidate': 'Suwałki'}
{'statement': 'You are looking for a big city to visit. Between Santiago and Mahajanga, you should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Mahajanga'}
{'statement': 'You are looking for a big city to visit. Between Brasília and Wau, you should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Wau'}
{'statement': 'You are looking for a big city to visit. Between Cairo and Willemstad, you should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Willemstad'}
{'statement': 'You are looking for a big city to visit. Between Tampa and Hamilton, you should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Hamilton'}
{'statement': 'You are looking for a big city to visit. Between London and San José, you should visit London.', 'answer': 'London', 'candidate': 'San José'}
{'statement': 'You are looking for a big city to visit. Between Buenos Aires and Hobart, you should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Hobart'}
{'statement': 'You are looking for a big city to visit. Between Dar es Salaam and Port-Gentil, you should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Port-Gentil'}
{'statement': 'You are looking for a big city to visit. Between Baghdad and Cape Town, you should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Cape Town'}
{'statement': 'You are looking for a big city to visit. Between Melbourne and Fukuoka, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Fukuoka'}
{'statement': 'You are looking for a big city to visit. Between Monterrey and Cabo San Lucas, you should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Cabo San Lucas'}
{'statement': 'You are looking for a big city to visit. Between Paris and Denver, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Denver'}
{'statement': 'You are looking for a big city to visit. Between Mexico City and Dublin, you should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Dublin'}
{'statement': 'You are looking for a big city to visit. Between Monterrey and Palmerston North, you should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Palmerston North'}
{'statement': 'You are looking for a big city to visit. Between Buenos Aires and Port-Gentil, you should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Port-Gentil'}
{'statement': 'You are looking for a big city to visit. Between Johannesburg and Panama City, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Panama City'}
{'statement': 'You are looking for a big city to visit. Between Bangkok and Hat Yai, you should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Hat Yai'}
{'statement': 'You are looking for a big city to visit. Between Jakarta and Kunming, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Kunming'}
{'statement': 'You are looking for a big city to visit. Between Bangkok and Goiânia, you should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Goiânia'}
{'statement': 'You are looking for a big city to visit. Between Lima and Zagreb, you should visit Lima.', 'answer': 'Lima', 'candidate': 'Zagreb'}
{'statement': 'You are looking for a big city to visit. Between Sydney and Willemstad, you should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Willemstad'}
{'statement': 'You are looking for a big city to visit. Between Alexandria and Yakutsk, you should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Yakutsk'}
{'statement': 'You are looking for a big city to visit. Between Paris and Alexandria, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Alexandria'}
{'statement': 'You are looking for a big city to visit. Between Chicago and Denver, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Denver'}
{'statement': 'You are looking for a big city to visit. Between Alexandria and Baku, you should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Baku'}
{'statement': 'You are looking for a big city to visit. Between Melbourne and Douala, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Douala'}
{'statement': 'You are looking for a big city to visit. Between Ürümqi and Palmerston North, you should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Palmerston North'}
{'statement': 'You are looking for a big city to visit. Between Karachi and Vientiane, you should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Vientiane'}
{'statement': 'You are looking for a big city to visit. Between Luanda and Suva, you should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Suva'}
{'statement': 'You are looking for a big city to visit. Between Bangkok and Los Angeles, you should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Los Angeles'}
{'statement': 'You are looking for a big city to visit. Between Guadalajara and Zürich, you should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Zürich'}
{'statement': 'You are looking for a big city to visit. Between Lagos and Aden, you should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Aden'}
{'statement': 'You are looking for a big city to visit. Between Bangkok and Monterrey, you should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Monterrey'}
{'statement': 'You are looking for a big city to visit. Between Saint Petersburg and Gabès, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Gabès'}
{'statement': 'You are looking for a big city to visit. Between Monterrey and Barranquilla, you should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Barranquilla'}
{'statement': 'You are looking for a big city to visit. Between Houston and Toamasina, you should visit Houston.', 'answer': 'Houston', 'candidate': 'Toamasina'}
{'statement': 'You are looking for a big city to visit. Between Bangkok and Florianópolis, you should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Florianópolis'}
{'statement': 'You are looking for a big city to visit. Between Rome and Tucson, you should visit Rome.', 'answer': 'Rome', 'candidate': 'Tucson'}
{'statement': 'You are looking for a big city to visit. Between Chicago and Ürümqi, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Ürümqi'}
{'statement': 'You are looking for a big city to visit. Between Karachi and La Paz, you should visit Karachi.', 'answer': 'Karachi', 'candidate': 'La Paz'}
{'statement': 'You are looking for a big city to visit. Between Ürümqi and Upington, you should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Upington'}
{'statement': 'You are looking for a big city to visit. Between Algiers and Río Gallegos, you should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Río Gallegos'}
{'statement': 'You are looking for a big city to visit. Between Buenos Aires and Punta Arenas, you should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Punta Arenas'}
{'statement': 'You are looking for a big city to visit. Between Lagos and Gabès, you should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Gabès'}
{'statement': 'You are looking for a big city to visit. Between Guadalajara and Tripoli, you should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Tripoli'}
{'statement': 'You are looking for a big city to visit. Between Santiago and Halifax, you should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Halifax'}
{'statement': 'You are looking for a big city to visit. Between Johannesburg and Conakry, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Conakry'}
{'statement': 'You are looking for a big city to visit. Between Dar es Salaam and Sokoto, you should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Sokoto'}
{'statement': 'You are looking for a big city to visit. Between Brasília and San Juan, you should visit Brasília.', 'answer': 'Brasília', 'candidate': 'San Juan'}
{'statement': 'You are looking for a big city to visit. Between Hanoi and Saint Petersburg, you should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Saint Petersburg'}
{'statement': 'You are looking for a big city to visit. Between Jakarta and Mumbai, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Mumbai'}
{'statement': 'You are looking for a big city to visit. Between Ürümqi and San José, you should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'San José'}
{'statement': 'You are looking for a big city to visit. Between Manila and Amsterdam, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Amsterdam'}
{'statement': 'You are looking for a big city to visit. Between Bogotá and Parakou, you should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Parakou'}
{'statement': 'You are looking for a big city to visit. Between Tampa and Murmansk, you should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Murmansk'}
{'statement': 'You are looking for a big city to visit. Between Beijing and Piura, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Piura'}
{'statement': 'You are looking for a big city to visit. Between Yaoundé and Viedma, you should visit Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Viedma'}
{'statement': 'You are looking for a big city to visit. Between Lima and Port Sudan, you should visit Lima.', 'answer': 'Lima', 'candidate': 'Port Sudan'}
{'statement': 'You are looking for a big city to visit. Between Denver and Thiès, you should visit Denver.', 'answer': 'Denver', 'candidate': 'Thiès'}
{'statement': 'You are looking for a big city to visit. Between Bogotá and Garissa, you should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Garissa'}
{'statement': 'You are looking for a big city to visit. Between Denver and Kingston, you should visit Denver.', 'answer': 'Denver', 'candidate': 'Kingston'}
{'statement': 'You are looking for a big city to visit. Between Nairobi and Addis Ababa, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Addis Ababa'}
{'statement': 'You are looking for a big city to visit. Between Algiers and Bahía Blanca, you should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Bahía Blanca'}
{'statement': 'You are looking for a big city to visit. Between Paris and Algiers, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Algiers'}
{'statement': 'You are looking for a big city to visit. Between Berlin and Calgary, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Calgary'}
{'statement': 'You are looking for a big city to visit. Between Yaoundé and Port-Gentil, you should visit Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Port-Gentil'}
{'statement': 'You are looking for a big city to visit. Between Phoenix and Belgrade, you should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Belgrade'}
{'statement': 'You are looking for a big city to visit. Between Shanghai and San Diego, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'San Diego'}
{'statement': 'You are looking for a big city to visit. Between Melbourne and Novosibirsk, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Novosibirsk'}
{'statement': 'You are looking for a big city to visit. Between Saint Petersburg and Pittsburgh, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Pittsburgh'}
{'statement': 'You are looking for a big city to visit. Between Harare and Palmerston North, you should visit Harare.', 'answer': 'Harare', 'candidate': 'Palmerston North'}
{'statement': 'You are looking for a big city to visit. Between Jakarta and Rosario, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Rosario'}
{'statement': 'You are looking for a big city to visit. Between San Diego and Punta Arenas, you should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Punta Arenas'}
{'statement': 'You are looking for a big city to visit. Between Sydney and Darwin, you should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Darwin'}
{'statement': 'You are looking for a big city to visit. Between Kano and Wellington, you should visit Kano.', 'answer': 'Kano', 'candidate': 'Wellington'}
{'statement': 'You are looking for a big city to visit. Between Saint Petersburg and Milan, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Milan'}
{'statement': 'You are looking for a big city to visit. Between Ho Chi Minh City and Manaus, you should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Manaus'}
{'statement': 'You are looking for a big city to visit. Between Los Angeles and Kabul, you should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Kabul'}
{'statement': 'You are looking for a big city to visit. Between Surabaya and Douala, you should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Douala'}
{'statement': 'You are looking for a big city to visit. Between Brasília and Wellington, you should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Wellington'}
{'statement': 'You are looking for a big city to visit. Between Phoenix and Calgary, you should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Calgary'}
{'statement': 'You are looking for a big city to visit. Between Shanghai and Dar es Salaam, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Dar es Salaam'}
{'statement': 'You are looking for a big city to visit. Between Riyadh and Hat Yai, you should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Hat Yai'}
{'statement': 'You are looking for a big city to visit. Between Dar es Salaam and Bangui, you should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Bangui'}
{'statement': 'You are looking for a big city to visit. Between Toronto and Florianópolis, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Florianópolis'}
{'statement': 'You are looking for a big city to visit. Between Berlin and Antsiranana, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Antsiranana'}
{'statement': 'You are looking for a big city to visit. Between Beijing and Belgrade, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Belgrade'}
{'statement': 'You are looking for a big city to visit. Between Algiers and Hamilton, you should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Hamilton'}
{'statement': 'You are looking for a big city to visit. Between Ankara and El Paso, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'El Paso'}
{'statement': 'You are looking for a big city to visit. Between Guadalajara and Irkutsk, you should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Irkutsk'}
{'statement': 'You are looking for a big city to visit. Between Riyadh and Mombasa, you should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Mombasa'}
{'statement': 'You are looking for a big city to visit. Between Los Angeles and Lake Havasu City, you should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Lake Havasu City'}
{'statement': 'You are looking for a big city to visit. Between Los Angeles and Rangpur, you should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Rangpur'}
{'statement': 'You are looking for a big city to visit. Between Addis Ababa and Bujumbura, you should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Bujumbura'}
{'statement': 'You are looking for a big city to visit. Between Mumbai and Belgrade, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Belgrade'}
{'statement': 'You are looking for a big city to visit. Between Dar es Salaam and Tampa, you should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Tampa'}
{'statement': 'You are looking for a big city to visit. Between Ürümqi and Viedma, you should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Viedma'}
{'statement': 'You are looking for a big city to visit. Between Monterrey and Asmara, you should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Asmara'}
{'statement': 'You are looking for a big city to visit. Between Lima and Calgary, you should visit Lima.', 'answer': 'Lima', 'candidate': 'Calgary'}
{'statement': 'You are looking for a big city to visit. Between Surabaya and Quito, you should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Quito'}
{'statement': 'You are looking for a big city to visit. Between Algiers and Palmerston North, you should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Palmerston North'}
{'statement': 'You are looking for a big city to visit. Between Phoenix and Bishkek, you should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Bishkek'}
{'statement': 'You are looking for a big city to visit. Between Douala and Tirana, you should visit Douala.', 'answer': 'Douala', 'candidate': 'Tirana'}
{'statement': 'You are looking for a big city to visit. Between Guadalajara and Kingston, you should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Kingston'}
{'statement': 'You are looking for a big city to visit. Between Lahore and Ankara, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Ankara'}
{'statement': 'You are looking for a big city to visit. Between Phnom Penh and Nouadhibou, you should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Nouadhibou'}
{'statement': 'You are looking for a big city to visit. Between Nairobi and Mahajanga, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Mahajanga'}
{'statement': 'You are looking for a big city to visit. Between Karachi and San Juan, you should visit Karachi.', 'answer': 'Karachi', 'candidate': 'San Juan'}
{'statement': 'You are looking for a big city to visit. Between Manila and Lomé, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Lomé'}
{'statement': 'You are looking for a big city to visit. Between Jakarta and Sacramento, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Sacramento'}
{'statement': 'You are looking for a big city to visit. Between Saint Petersburg and Tucson, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Tucson'}
{'statement': 'You are looking for a big city to visit. Between Riyadh and Toliara, you should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Toliara'}
{'statement': 'You are looking for a big city to visit. Between Kunming and Vladivostok, you should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Vladivostok'}
{'statement': 'You are looking for a big city to visit. Between Dar es Salaam and Kingston, you should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Kingston'}
{'statement': 'You are looking for a big city to visit. Between Minneapolis and Saskatoon, you should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Saskatoon'}
{'statement': 'You are looking for a big city to visit. Between Riyadh and Juba, you should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Juba'}
{'statement': 'You are looking for a big city to visit. Between Cairo and Zagreb, you should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Zagreb'}
{'statement': 'You are looking for a big city to visit. Between Kuwait City and Vladivostok, you should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Vladivostok'}
{'statement': 'You are looking for a big city to visit. Between Buenos Aires and Florianópolis, you should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Florianópolis'}
{'statement': 'You are looking for a big city to visit. Between Beijing and Brussels, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Brussels'}
{'statement': 'You are looking for a big city to visit. Between Ankara and Aden, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Aden'}
{'statement': 'You are looking for a big city to visit. Between Surabaya and Canberra, you should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Canberra'}
{'statement': 'You are looking for a big city to visit. Between Baghdad and San Juan, you should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'San Juan'}
{'statement': 'You are looking for a big city to visit. Between Lima and Hanoi, you should visit Lima.', 'answer': 'Lima', 'candidate': 'Hanoi'}
{'statement': 'You are looking for a big city to visit. Between Kabul and Maputo, you should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Maputo'}
{'statement': 'You are looking for a big city to visit. Between Johannesburg and Pittsburgh, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Pittsburgh'}
{'statement': 'You are looking for a big city to visit. Between Nairobi and Barranquilla, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Barranquilla'}
