{'statement': 'You are looking for a city with warm weather. Between Barranquilla and Sacramento, you should visit Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Sacramento'}
{'statement': 'You are looking for a city with warm weather. Between Barranquilla and Albuquerque, you should visit Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Albuquerque'}
{'statement': 'You are looking for a city with warm weather. Between Piura and Bratislava, you should visit Piura.', 'answer': 'Piura', 'candidate': 'Bratislava'}
{'statement': 'You are looking for a city with warm weather. Between Lomé and Belgrade, you should visit Lomé.', 'answer': 'Lomé', 'candidate': 'Belgrade'}
{'statement': 'You are looking for a city with warm weather. Between Ouahigouya and Irkutsk, you should visit Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Irkutsk'}
{'statement': 'You are looking for a city with warm weather. Between Wau and Lviv, you should visit Wau.', 'answer': 'Wau', 'candidate': 'Lviv'}
{'statement': 'You are looking for a city with warm weather. Between Thiès and Ankara, you should visit Thiès.', 'answer': 'Thiès', 'candidate': 'Ankara'}
{'statement': 'You are looking for a city with warm weather. Between Nouadhibou and Bratislava, you should visit Nouadhibou.', 'answer': 'Nouadhibou', 'candidate': 'Bratislava'}
{'statement': 'You are looking for a city with warm weather. Between Lake Havasu City and Irkutsk, you should visit Lake Havasu City.', 'answer': 'Lake Havasu City', 'candidate': 'Irkutsk'}
{'statement': 'You are looking for a city with warm weather. Between Perth and Anchorage, you should visit Perth.', 'answer': 'Perth', 'candidate': 'Anchorage'}
{'statement': 'You are looking for a city with warm weather. Between Phnom Penh and Sapporo, you should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Sapporo'}
{'statement': 'You are looking for a city with warm weather. Between San Juan and Fukuoka, you should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Fukuoka'}
{'statement': 'You are looking for a city with warm weather. Between Nairobi and Vladivostok, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Vladivostok'}
{'statement': 'You are looking for a city with warm weather. Between Wau and Mexico City, you should visit Wau.', 'answer': 'Wau', 'candidate': 'Mexico City'}
{'statement': 'You are looking for a city with warm weather. Between Bangkok and Reykjavík, you should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Reykjavík'}
{'statement': 'You are looking for a city with warm weather. Between San Juan and Fukuoka, you should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Fukuoka'}
{'statement': 'You are looking for a city with warm weather. Between Manila and Podgorica, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Podgorica'}
{'statement': 'You are looking for a city with warm weather. Between Kingston and Tauranga, you should visit Kingston.', 'answer': 'Kingston', 'candidate': 'Tauranga'}
{'statement': 'You are looking for a city with warm weather. Between Kabul and Irkutsk, you should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Irkutsk'}
{'statement': 'You are looking for a city with warm weather. Between Toamasina and Minsk, you should visit Toamasina.', 'answer': 'Toamasina', 'candidate': 'Minsk'}
{'statement': 'You are looking for a city with warm weather. Between Manaus and Bratislava, you should visit Manaus.', 'answer': 'Manaus', 'candidate': 'Bratislava'}
{'statement': 'You are looking for a city with warm weather. Between Parakou and Irkutsk, you should visit Parakou.', 'answer': 'Parakou', 'candidate': 'Irkutsk'}
{'statement': 'You are looking for a city with warm weather. Between Panama City and Campos do Jordão, you should visit Panama City.', 'answer': 'Panama City', 'candidate': 'Campos do Jordão'}
{'statement': 'You are looking for a city with warm weather. Between Damascus and Reykjavík, you should visit Damascus.', 'answer': 'Damascus', 'candidate': 'Reykjavík'}
{'statement': 'You are looking for a city with warm weather. Between Pontianak and Suwałki, you should visit Pontianak.', 'answer': 'Pontianak', 'candidate': 'Suwałki'}
{'statement': 'You are looking for a city with warm weather. Between Abéché and Toluca, you should visit Abéché.', 'answer': 'Abéché', 'candidate': 'Toluca'}
{'statement': 'You are looking for a city with warm weather. Between Kano and Yinchuan, you should visit Kano.', 'answer': 'Kano', 'candidate': 'Yinchuan'}
{'statement': 'You are looking for a city with warm weather. Between Bangui and Novosibirsk, you should visit Bangui.', 'answer': 'Bangui', 'candidate': 'Novosibirsk'}
{'statement': 'You are looking for a city with warm weather. Between Garissa and Sapporo, you should visit Garissa.', 'answer': 'Garissa', 'candidate': 'Sapporo'}
{'statement': 'You are looking for a city with warm weather. Between Toliara and Vladivostok, you should visit Toliara.', 'answer': 'Toliara', 'candidate': 'Vladivostok'}
{'statement': 'You are looking for a city with warm weather. Between Hat Yai and Lyon, you should visit Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Lyon'}
{'statement': 'You are looking for a city with warm weather. Between Mombasa and Zürich, you should visit Mombasa.', 'answer': 'Mombasa', 'candidate': 'Zürich'}
{'statement': 'You are looking for a city with warm weather. Between Managua and Amsterdam, you should visit Managua.', 'answer': 'Managua', 'candidate': 'Amsterdam'}
{'statement': 'You are looking for a city with warm weather. Between Sokoto and Canberra, you should visit Sokoto.', 'answer': 'Sokoto', 'candidate': 'Canberra'}
{'statement': 'You are looking for a city with warm weather. Between Lagos and Minneapolis, you should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Minneapolis'}
{'statement': 'You are looking for a city with warm weather. Between Kunming and Calgary, you should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Calgary'}
{'statement': 'You are looking for a city with warm weather. Between Porto Alegre and Minsk, you should visit Porto Alegre.', 'answer': 'Porto Alegre', 'candidate': 'Minsk'}
{'statement': 'You are looking for a city with warm weather. Between Surabaya and Bishkek, you should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Bishkek'}
{'statement': 'You are looking for a city with warm weather. Between San Juan and Punta Arenas, you should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Punta Arenas'}
{'statement': 'You are looking for a city with warm weather. Between Vientiane and Yakutsk, you should visit Vientiane.', 'answer': 'Vientiane', 'candidate': 'Yakutsk'}
{'statement': 'You are looking for a city with warm weather. Between Cairo and Minneapolis, you should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Minneapolis'}
{'statement': 'You are looking for a city with warm weather. Between Hanoi and Skopje, you should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Skopje'}
{'statement': 'You are looking for a city with warm weather. Between Wau and Addis Ababa, you should visit Wau.', 'answer': 'Wau', 'candidate': 'Addis Ababa'}
{'statement': 'You are looking for a city with warm weather. Between La Paz and Moscow, you should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Moscow'}
{'statement': 'You are looking for a city with warm weather. Between Makurdi and Indianapolis, you should visit Makurdi.', 'answer': 'Makurdi', 'candidate': 'Indianapolis'}
{'statement': 'You are looking for a city with warm weather. Between Manaus and Frankfurt, you should visit Manaus.', 'answer': 'Manaus', 'candidate': 'Frankfurt'}
{'statement': 'You are looking for a city with warm weather. Between San Diego and Ürümqi, you should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Ürümqi'}
{'statement': 'You are looking for a city with warm weather. Between Wau and Ulaanbaatar, you should visit Wau.', 'answer': 'Wau', 'candidate': 'Ulaanbaatar'}
{'statement': 'You are looking for a city with warm weather. Between Auckland and Saskatoon, you should visit Auckland.', 'answer': 'Auckland', 'candidate': 'Saskatoon'}
{'statement': 'You are looking for a city with warm weather. Between Guangzhou and Boise, you should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Boise'}
{'statement': 'You are looking for a city with warm weather. Between Caracas and Erzurum, you should visit Caracas.', 'answer': 'Caracas', 'candidate': 'Erzurum'}
{'statement': 'You are looking for a city with warm weather. Between Djibouti and Changsha, you should visit Djibouti.', 'answer': 'Djibouti', 'candidate': 'Changsha'}
{'statement': 'You are looking for a city with warm weather. Between Ségou and Suwałki, you should visit Ségou.', 'answer': 'Ségou', 'candidate': 'Suwałki'}
{'statement': 'You are looking for a city with warm weather. Between Malabo and Zagreb, you should visit Malabo.', 'answer': 'Malabo', 'candidate': 'Zagreb'}
{'statement': 'You are looking for a city with warm weather. Between Luanda and Pittsburgh, you should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Pittsburgh'}
{'statement': 'You are looking for a city with warm weather. Between Parakou and Almaty, you should visit Parakou.', 'answer': 'Parakou', 'candidate': 'Almaty'}
{'statement': 'You are looking for a city with warm weather. Between Aden and Moscow, you should visit Aden.', 'answer': 'Aden', 'candidate': 'Moscow'}
{'statement': 'You are looking for a city with warm weather. Between Changsha and Saint Petersburg, you should visit Changsha.', 'answer': 'Changsha', 'candidate': 'Saint Petersburg'}
{'statement': 'You are looking for a city with warm weather. Between Port Moresby and Baku, you should visit Port Moresby.', 'answer': 'Port Moresby', 'candidate': 'Baku'}
{'statement': 'You are looking for a city with warm weather. Between Cotonou and Christchurch, you should visit Cotonou.', 'answer': 'Cotonou', 'candidate': 'Christchurch'}
{'statement': 'You are looking for a city with warm weather. Between Damascus and Minsk, you should visit Damascus.', 'answer': 'Damascus', 'candidate': 'Minsk'}
{'statement': 'You are looking for a city with warm weather. Between Paramaribo and Bucharest, you should visit Paramaribo.', 'answer': 'Paramaribo', 'candidate': 'Bucharest'}
{'statement': 'You are looking for a city with warm weather. Between Suva and Zürich, you should visit Suva.', 'answer': 'Suva', 'candidate': 'Zürich'}
{'statement': 'You are looking for a city with warm weather. Between Fukuoka and Yakutsk, you should visit Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'Yakutsk'}
{'statement': 'You are looking for a city with warm weather. Between Los Angeles and Ürümqi, you should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Ürümqi'}
{'statement': 'You are looking for a city with warm weather. Between Lake Havasu City and Canberra, you should visit Lake Havasu City.', 'answer': 'Lake Havasu City', 'candidate': 'Canberra'}
{'statement': 'You are looking for a city with warm weather. Between Lake Havasu City and Vladivostok, you should visit Lake Havasu City.', 'answer': 'Lake Havasu City', 'candidate': 'Vladivostok'}
{'statement': 'You are looking for a city with warm weather. Between Bata and Saint Petersburg, you should visit Bata.', 'answer': 'Bata', 'candidate': 'Saint Petersburg'}
{'statement': 'You are looking for a city with warm weather. Between Pontianak and Almaty, you should visit Pontianak.', 'answer': 'Pontianak', 'candidate': 'Almaty'}
{'statement': 'You are looking for a city with warm weather. Between Monterrey and Pittsburgh, you should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Pittsburgh'}
{'statement': 'You are looking for a city with warm weather. Between Bata and Amsterdam, you should visit Bata.', 'answer': 'Bata', 'candidate': 'Amsterdam'}
{'statement': 'You are looking for a city with warm weather. Between Entebbe and Anchorage, you should visit Entebbe.', 'answer': 'Entebbe', 'candidate': 'Anchorage'}
{'statement': 'You are looking for a city with warm weather. Between Tucson and Dublin, you should visit Tucson.', 'answer': 'Tucson', 'candidate': 'Dublin'}
{'statement': 'You are looking for a city with warm weather. Between Bangkok and Lhasa, you should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Lhasa'}
{'statement': 'You are looking for a city with warm weather. Between Bangkok and Canberra, you should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Canberra'}
{'statement': 'You are looking for a city with warm weather. Between Niamey and Viedma, you should visit Niamey.', 'answer': 'Niamey', 'candidate': 'Viedma'}
{'statement': 'You are looking for a city with warm weather. Between Niamey and Bahía Blanca, you should visit Niamey.', 'answer': 'Niamey', 'candidate': 'Bahía Blanca'}
{'statement': 'You are looking for a city with warm weather. Between Kingston and Wellington, you should visit Kingston.', 'answer': 'Kingston', 'candidate': 'Wellington'}
{'statement': 'You are looking for a city with warm weather. Between San Juan and Lviv, you should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Lviv'}
{'statement': 'You are looking for a city with warm weather. Between Wau and Rosario, you should visit Wau.', 'answer': 'Wau', 'candidate': 'Rosario'}
{'statement': 'You are looking for a city with warm weather. Between Conakry and Sapporo, you should visit Conakry.', 'answer': 'Conakry', 'candidate': 'Sapporo'}
{'statement': 'You are looking for a city with warm weather. Between Lagos and Vladivostok, you should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Vladivostok'}
{'statement': 'You are looking for a city with warm weather. Between Fukuoka and Fairbanks, you should visit Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'Fairbanks'}
{'statement': 'You are looking for a city with warm weather. Between Aden and Amsterdam, you should visit Aden.', 'answer': 'Aden', 'candidate': 'Amsterdam'}
{'statement': 'You are looking for a city with warm weather. Between Rangpur and Nur-Sultan, you should visit Rangpur.', 'answer': 'Rangpur', 'candidate': 'Nur-Sultan'}
{'statement': 'You are looking for a city with warm weather. Between Karachi and Sucre, you should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Sucre'}
{'statement': 'You are looking for a city with warm weather. Between Parakou and Ushuaia, you should visit Parakou.', 'answer': 'Parakou', 'candidate': 'Ushuaia'}
{'statement': 'You are looking for a city with warm weather. Between Mombasa and Toronto, you should visit Mombasa.', 'answer': 'Mombasa', 'candidate': 'Toronto'}
{'statement': 'You are looking for a city with warm weather. Between Mahajanga and Novosibirsk, you should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Novosibirsk'}
{'statement': 'You are looking for a city with warm weather. Between Willemstad and Erzurum, you should visit Willemstad.', 'answer': 'Willemstad', 'candidate': 'Erzurum'}
{'statement': 'You are looking for a city with warm weather. Between Aden and Paris, you should visit Aden.', 'answer': 'Aden', 'candidate': 'Paris'}
{'statement': 'You are looking for a city with warm weather. Between Mahajanga and Lyon, you should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Lyon'}
{'statement': 'You are looking for a city with warm weather. Between Guangzhou and Indianapolis, you should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Indianapolis'}
{'statement': 'You are looking for a city with warm weather. Between Houston and Fairbanks, you should visit Houston.', 'answer': 'Houston', 'candidate': 'Fairbanks'}
{'statement': 'You are looking for a city with warm weather. Between San Salvador and Beijing, you should visit San Salvador.', 'answer': 'San Salvador', 'candidate': 'Beijing'}
{'statement': 'You are looking for a city with warm weather. Between Upington and Toronto, you should visit Upington.', 'answer': 'Upington', 'candidate': 'Toronto'}
{'statement': 'You are looking for a city with warm weather. Between Hamilton and Yinchuan, you should visit Hamilton.', 'answer': 'Hamilton', 'candidate': 'Yinchuan'}
{'statement': 'You are looking for a city with warm weather. Between Tabora and Paris, you should visit Tabora.', 'answer': 'Tabora', 'candidate': 'Paris'}
{'statement': 'You are looking for a city with warm weather. Between Mandalay and Johannesburg, you should visit Mandalay.', 'answer': 'Mandalay', 'candidate': 'Johannesburg'}
{'statement': 'You are looking for a city with warm weather. Between Bujumbura and Fairbanks, you should visit Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Fairbanks'}
{'statement': 'You are looking for a city with warm weather. Between Karachi and Saint Petersburg, you should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Saint Petersburg'}
{'statement': 'You are looking for a city with warm weather. Between Darwin and Baku, you should visit Darwin.', 'answer': 'Darwin', 'candidate': 'Baku'}
{'statement': 'You are looking for a city with warm weather. Between Hanoi and Almaty, you should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Almaty'}
{'statement': 'You are looking for a city with warm weather. Between Mandalay and Rosario, you should visit Mandalay.', 'answer': 'Mandalay', 'candidate': 'Rosario'}
{'statement': 'You are looking for a city with warm weather. Between Juba and Saint Petersburg, you should visit Juba.', 'answer': 'Juba', 'candidate': 'Saint Petersburg'}
{'statement': 'You are looking for a city with warm weather. Between Goiânia and Irkutsk, you should visit Goiânia.', 'answer': 'Goiânia', 'candidate': 'Irkutsk'}
{'statement': 'You are looking for a city with warm weather. Between Garissa and El Paso, you should visit Garissa.', 'answer': 'Garissa', 'candidate': 'El Paso'}
{'statement': 'You are looking for a city with warm weather. Between San Juan and Cape Town, you should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Cape Town'}
{'statement': 'You are looking for a city with warm weather. Between Garoua and La Serena, you should visit Garoua.', 'answer': 'Garoua', 'candidate': 'La Serena'}
{'statement': 'You are looking for a city with warm weather. Between Dar es Salaam and Sucre, you should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Sucre'}
{'statement': 'You are looking for a city with warm weather. Between Nakhon Ratchasima and Anchorage, you should visit Nakhon Ratchasima.', 'answer': 'Nakhon Ratchasima', 'candidate': 'Anchorage'}
{'statement': 'You are looking for a city with warm weather. Between Karachi and Tashkent, you should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Tashkent'}
{'statement': 'You are looking for a city with warm weather. Between Tauranga and Fairbanks, you should visit Tauranga.', 'answer': 'Tauranga', 'candidate': 'Fairbanks'}
{'statement': 'You are looking for a city with warm weather. Between Tampa and Bratislava, you should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Bratislava'}
{'statement': 'You are looking for a city with warm weather. Between Lagos and Río Gallegos, you should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Río Gallegos'}
{'statement': 'You are looking for a city with warm weather. Between San Salvador and Nur-Sultan, you should visit San Salvador.', 'answer': 'San Salvador', 'candidate': 'Nur-Sultan'}
{'statement': 'You are looking for a city with warm weather. Between Garissa and Los Angeles, you should visit Garissa.', 'answer': 'Garissa', 'candidate': 'Los Angeles'}
{'statement': 'You are looking for a city with warm weather. Between Niamey and Milwaukee, you should visit Niamey.', 'answer': 'Niamey', 'candidate': 'Milwaukee'}
{'statement': 'You are looking for a city with warm weather. Between El Paso and Nur-Sultan, you should visit El Paso.', 'answer': 'El Paso', 'candidate': 'Nur-Sultan'}
{'statement': 'You are looking for a city with warm weather. Between Phnom Penh and Cape Town, you should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Cape Town'}
{'statement': 'You are looking for a city with warm weather. Between Toamasina and Beijing, you should visit Toamasina.', 'answer': 'Toamasina', 'candidate': 'Beijing'}
{'statement': 'You are looking for a city with warm weather. Between Hat Yai and Bahía Blanca, you should visit Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Bahía Blanca'}
{'statement': 'You are looking for a city with warm weather. Between Ségou and Neuquén, you should visit Ségou.', 'answer': 'Ségou', 'candidate': 'Neuquén'}
{'statement': 'You are looking for a city with warm weather. Between Palembang and Milwaukee, you should visit Palembang.', 'answer': 'Palembang', 'candidate': 'Milwaukee'}
{'statement': 'You are looking for a city with warm weather. Between Bata and Murmansk, you should visit Bata.', 'answer': 'Bata', 'candidate': 'Murmansk'}
{'statement': 'You are looking for a city with warm weather. Between San Diego and Vladivostok, you should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Vladivostok'}
{'statement': 'You are looking for a city with warm weather. Between Managua and Brussels, you should visit Managua.', 'answer': 'Managua', 'candidate': 'Brussels'}
