{'statement': 'You are looking for a city with warm weather. Between Garoua and Belgrade, you should visit Garoua.', 'answer': 'Garoua', 'candidate': 'Belgrade'}
{'statement': 'You are looking for a city with warm weather. Between San Salvador and Saint Petersburg, you should visit San Salvador.', 'answer': 'San Salvador', 'candidate': 'Saint Petersburg'}
{'statement': 'You are looking for a city with warm weather. Between Lomé and Pittsburgh, you should visit Lomé.', 'answer': 'Lomé', 'candidate': 'Pittsburgh'}
{'statement': 'You are looking for a city with warm weather. Between Darwin and Palmerston North, you should visit Darwin.', 'answer': 'Darwin', 'candidate': 'Palmerston North'}
{'statement': 'You are looking for a city with warm weather. Between Bangkok and Suwałki, you should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Suwałki'}
{'statement': 'You are looking for a city with warm weather. Between Mandalay and Melbourne, you should visit Mandalay.', 'answer': 'Mandalay', 'candidate': 'Melbourne'}
{'statement': 'You are looking for a city with warm weather. Between Nouakchott and Saskatoon, you should visit Nouakchott.', 'answer': 'Nouakchott', 'candidate': 'Saskatoon'}
{'statement': 'You are looking for a city with warm weather. Between Lagos and Yinchuan, you should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Yinchuan'}
{'statement': 'You are looking for a city with warm weather. Between Florianópolis and Almaty, you should visit Florianópolis.', 'answer': 'Florianópolis', 'candidate': 'Almaty'}
{'statement': 'You are looking for a city with warm weather. Between Manila and Minsk, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Minsk'}
{'statement': 'You are looking for a city with warm weather. Between Malabo and Halifax, you should visit Malabo.', 'answer': 'Malabo', 'candidate': 'Halifax'}
{'statement': 'You are looking for a city with warm weather. Between Bamako and Ürümqi, you should visit Bamako.', 'answer': 'Bamako', 'candidate': 'Ürümqi'}
{'statement': 'You are looking for a city with warm weather. Between San Juan and Yakutsk, you should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Yakutsk'}
{'statement': 'You are looking for a city with warm weather. Between Lomé and Zürich, you should visit Lomé.', 'answer': 'Lomé', 'candidate': 'Zürich'}
{'statement': 'You are looking for a city with warm weather. Between Palembang and Dublin, you should visit Palembang.', 'answer': 'Palembang', 'candidate': 'Dublin'}
{'statement': 'You are looking for a city with warm weather. Between Hanoi and Canberra, you should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Canberra'}
{'statement': 'You are looking for a city with warm weather. Between Nouakchott and Yakutsk, you should visit Nouakchott.', 'answer': 'Nouakchott', 'candidate': 'Yakutsk'}
{'statement': 'You are looking for a city with warm weather. Between Abéché and Lhasa, you should visit Abéché.', 'answer': 'Abéché', 'candidate': 'Lhasa'}
{'statement': 'You are looking for a city with warm weather. Between Ndola and Ulaanbaatar, you should visit Ndola.', 'answer': 'Ndola', 'candidate': 'Ulaanbaatar'}
{'statement': 'You are looking for a city with warm weather. Between Tabora and Oslo, you should visit Tabora.', 'answer': 'Tabora', 'candidate': 'Oslo'}
{'statement': 'You are looking for a city with warm weather. Between Lahore and Bucharest, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Bucharest'}
{'statement': 'You are looking for a city with warm weather. Between Quito and Irkutsk, you should visit Quito.', 'answer': 'Quito', 'candidate': 'Irkutsk'}
{'statement': 'You are looking for a city with warm weather. Between Phoenix and Irkutsk, you should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Irkutsk'}
{'statement': 'You are looking for a city with warm weather. Between Vientiane and Auckland, you should visit Vientiane.', 'answer': 'Vientiane', 'candidate': 'Auckland'}
{'statement': 'You are looking for a city with warm weather. Between Managua and Copenhagen, you should visit Managua.', 'answer': 'Managua', 'candidate': 'Copenhagen'}
{'statement': 'You are looking for a city with warm weather. Between Makurdi and Belgrade, you should visit Makurdi.', 'answer': 'Makurdi', 'candidate': 'Belgrade'}
{'statement': 'You are looking for a city with warm weather. Between Abéché and Copenhagen, you should visit Abéché.', 'answer': 'Abéché', 'candidate': 'Copenhagen'}
{'statement': 'You are looking for a city with warm weather. Between Ho Chi Minh City and Berlin, you should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Berlin'}
{'statement': 'You are looking for a city with warm weather. Between Ségou and Bratislava, you should visit Ségou.', 'answer': 'Ségou', 'candidate': 'Bratislava'}
{'statement': 'You are looking for a city with warm weather. Between Pontianak and Brussels, you should visit Pontianak.', 'answer': 'Pontianak', 'candidate': 'Brussels'}
{'statement': 'You are looking for a city with warm weather. Between Vientiane and Amsterdam, you should visit Vientiane.', 'answer': 'Vientiane', 'candidate': 'Amsterdam'}
{'statement': 'You are looking for a city with warm weather. Between Florianópolis and Berlin, you should visit Florianópolis.', 'answer': 'Florianópolis', 'candidate': 'Berlin'}
{'statement': 'You are looking for a city with warm weather. Between Tripoli and Toronto, you should visit Tripoli.', 'answer': 'Tripoli', 'candidate': 'Toronto'}
{'statement': 'You are looking for a city with warm weather. Between Lomé and Brussels, you should visit Lomé.', 'answer': 'Lomé', 'candidate': 'Brussels'}
{'statement': 'You are looking for a city with warm weather. Between Baghdad and Minneapolis, you should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Minneapolis'}
{'statement': 'You are looking for a city with warm weather. Between Paramaribo and Belgrade, you should visit Paramaribo.', 'answer': 'Paramaribo', 'candidate': 'Belgrade'}
{'statement': 'You are looking for a city with warm weather. Between Palembang and Bishkek, you should visit Palembang.', 'answer': 'Palembang', 'candidate': 'Bishkek'}
{'statement': 'You are looking for a city with warm weather. Between Makassar and Fairbanks, you should visit Makassar.', 'answer': 'Makassar', 'candidate': 'Fairbanks'}
{'statement': 'You are looking for a city with warm weather. Between Wau and Skopje, you should visit Wau.', 'answer': 'Wau', 'candidate': 'Skopje'}
{'statement': 'You are looking for a city with warm weather. Between Lake Havasu City and London, you should visit Lake Havasu City.', 'answer': 'Lake Havasu City', 'candidate': 'London'}
{'statement': 'You are looking for a city with warm weather. Between Suva and Toluca, you should visit Suva.', 'answer': 'Suva', 'candidate': 'Toluca'}
{'statement': 'You are looking for a city with warm weather. Between Managua and Oslo, you should visit Managua.', 'answer': 'Managua', 'candidate': 'Oslo'}
{'statement': 'You are looking for a city with warm weather. Between Pontianak and Irkutsk, you should visit Pontianak.', 'answer': 'Pontianak', 'candidate': 'Irkutsk'}
{'statement': 'You are looking for a city with warm weather. Between Tashkent and Ulaanbaatar, you should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Ulaanbaatar'}
{'statement': 'You are looking for a city with warm weather. Between Managua and Baku, you should visit Managua.', 'answer': 'Managua', 'candidate': 'Baku'}
{'statement': 'You are looking for a city with warm weather. Between Villahermosa and Denver, you should visit Villahermosa.', 'answer': 'Villahermosa', 'candidate': 'Denver'}
{'statement': 'You are looking for a city with warm weather. Between Luanda and Bogotá, you should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Bogotá'}
{'statement': 'You are looking for a city with warm weather. Between Riyadh and Neuquén, you should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Neuquén'}
{'statement': 'You are looking for a city with warm weather. Between Cotonou and Berlin, you should visit Cotonou.', 'answer': 'Cotonou', 'candidate': 'Berlin'}
{'statement': 'You are looking for a city with warm weather. Between Tauranga and Yakutsk, you should visit Tauranga.', 'answer': 'Tauranga', 'candidate': 'Yakutsk'}
{'statement': 'You are looking for a city with warm weather. Between San Salvador and Omaha, you should visit San Salvador.', 'answer': 'San Salvador', 'candidate': 'Omaha'}
{'statement': 'You are looking for a city with warm weather. Between Cotonou and Ottawa, you should visit Cotonou.', 'answer': 'Cotonou', 'candidate': 'Ottawa'}
{'statement': 'You are looking for a city with warm weather. Between Bamako and Kabul, you should visit Bamako.', 'answer': 'Bamako', 'candidate': 'Kabul'}
{'statement': 'You are looking for a city with warm weather. Between Bamako and Changsha, you should visit Bamako.', 'answer': 'Bamako', 'candidate': 'Changsha'}
{'statement': 'You are looking for a city with warm weather. Between Bangkok and Ushuaia, you should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Ushuaia'}
{'statement': 'You are looking for a city with warm weather. Between San Juan and Minsk, you should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Minsk'}
{'statement': 'You are looking for a city with warm weather. Between San Salvador and Calgary, you should visit San Salvador.', 'answer': 'San Salvador', 'candidate': 'Calgary'}
{'statement': 'You are looking for a city with warm weather. Between Hanoi and Omaha, you should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Omaha'}
{'statement': 'You are looking for a city with warm weather. Between Parakou and Canberra, you should visit Parakou.', 'answer': 'Parakou', 'candidate': 'Canberra'}
{'statement': 'You are looking for a city with warm weather. Between Damascus and Kuopio, you should visit Damascus.', 'answer': 'Damascus', 'candidate': 'Kuopio'}
{'statement': 'You are looking for a city with warm weather. Between Goiânia and Ushuaia, you should visit Goiânia.', 'answer': 'Goiânia', 'candidate': 'Ushuaia'}
{'statement': 'You are looking for a city with warm weather. Between Lima and Sapporo, you should visit Lima.', 'answer': 'Lima', 'candidate': 'Sapporo'}
{'statement': 'You are looking for a city with warm weather. Between Tashkent and Kuopio, you should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Kuopio'}
{'statement': 'You are looking for a city with warm weather. Between Benghazi and Irkutsk, you should visit Benghazi.', 'answer': 'Benghazi', 'candidate': 'Irkutsk'}
{'statement': 'You are looking for a city with warm weather. Between Medellín and Zürich, you should visit Medellín.', 'answer': 'Medellín', 'candidate': 'Zürich'}
{'statement': 'You are looking for a city with warm weather. Between Cayenne and Yakutsk, you should visit Cayenne.', 'answer': 'Cayenne', 'candidate': 'Yakutsk'}
{'statement': 'You are looking for a city with warm weather. Between Harare and Murmansk, you should visit Harare.', 'answer': 'Harare', 'candidate': 'Murmansk'}
{'statement': 'You are looking for a city with warm weather. Between San José and Halifax, you should visit San José.', 'answer': 'San José', 'candidate': 'Halifax'}
{'statement': 'You are looking for a city with warm weather. Between Piura and Amsterdam, you should visit Piura.', 'answer': 'Piura', 'candidate': 'Amsterdam'}
{'statement': 'You are looking for a city with warm weather. Between Phoenix and Milwaukee, you should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Milwaukee'}
{'statement': 'You are looking for a city with warm weather. Between San Salvador and Sapporo, you should visit San Salvador.', 'answer': 'San Salvador', 'candidate': 'Sapporo'}
{'statement': 'You are looking for a city with warm weather. Between Barranquilla and Curitiba, you should visit Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Curitiba'}
{'statement': 'You are looking for a city with warm weather. Between Makassar and Melbourne, you should visit Makassar.', 'answer': 'Makassar', 'candidate': 'Melbourne'}
{'statement': 'You are looking for a city with warm weather. Between Manila and Río Gallegos, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Río Gallegos'}
{'statement': 'You are looking for a city with warm weather. Between Hamilton and Boise, you should visit Hamilton.', 'answer': 'Hamilton', 'candidate': 'Boise'}
{'statement': 'You are looking for a city with warm weather. Between Willemstad and Denver, you should visit Willemstad.', 'answer': 'Willemstad', 'candidate': 'Denver'}
{'statement': 'You are looking for a city with warm weather. Between Rangpur and Bishkek, you should visit Rangpur.', 'answer': 'Rangpur', 'candidate': 'Bishkek'}
{'statement': 'You are looking for a city with warm weather. Between San Juan and Bratislava, you should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Bratislava'}
{'statement': 'You are looking for a city with warm weather. Between Makassar and Halifax, you should visit Makassar.', 'answer': 'Makassar', 'candidate': 'Halifax'}
{'statement': 'You are looking for a city with warm weather. Between Paramaribo and Kansas City, you should visit Paramaribo.', 'answer': 'Paramaribo', 'candidate': 'Kansas City'}
{'statement': 'You are looking for a city with warm weather. Between Djibouti and Rome, you should visit Djibouti.', 'answer': 'Djibouti', 'candidate': 'Rome'}
{'statement': 'You are looking for a city with warm weather. Between San Juan and Asmara, you should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Asmara'}
{'statement': 'You are looking for a city with warm weather. Between Caracas and Brussels, you should visit Caracas.', 'answer': 'Caracas', 'candidate': 'Brussels'}
{'statement': 'You are looking for a city with warm weather. Between Tamanrasset and Bishkek, you should visit Tamanrasset.', 'answer': 'Tamanrasset', 'candidate': 'Bishkek'}
{'statement': 'You are looking for a city with warm weather. Between Lima and Minsk, you should visit Lima.', 'answer': 'Lima', 'candidate': 'Minsk'}
{'statement': 'You are looking for a city with warm weather. Between Porto Alegre and Halifax, you should visit Porto Alegre.', 'answer': 'Porto Alegre', 'candidate': 'Halifax'}
{'statement': 'You are looking for a city with warm weather. Between Bahía Blanca and Murmansk, you should visit Bahía Blanca.', 'answer': 'Bahía Blanca', 'candidate': 'Murmansk'}
{'statement': 'You are looking for a city with warm weather. Between Phoenix and Ulaanbaatar, you should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Ulaanbaatar'}
{'statement': 'You are looking for a city with warm weather. Between Barranquilla and Reykjavík, you should visit Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Reykjavík'}
{'statement': 'You are looking for a city with warm weather. Between Phoenix and Skopje, you should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Skopje'}
{'statement': 'You are looking for a city with warm weather. Between Shanghai and Ulaanbaatar, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Ulaanbaatar'}
{'statement': 'You are looking for a city with warm weather. Between Lusaka and Toronto, you should visit Lusaka.', 'answer': 'Lusaka', 'candidate': 'Toronto'}
{'statement': 'You are looking for a city with warm weather. Between Garoua and Calgary, you should visit Garoua.', 'answer': 'Garoua', 'candidate': 'Calgary'}
{'statement': 'You are looking for a city with warm weather. Between Makassar and Omaha, you should visit Makassar.', 'answer': 'Makassar', 'candidate': 'Omaha'}
{'statement': 'You are looking for a city with warm weather. Between Florianópolis and Sapporo, you should visit Florianópolis.', 'answer': 'Florianópolis', 'candidate': 'Sapporo'}
{'statement': 'You are looking for a city with warm weather. Between Kano and Quito, you should visit Kano.', 'answer': 'Kano', 'candidate': 'Quito'}
{'statement': 'You are looking for a city with warm weather. Between Baku and Fairbanks, you should visit Baku.', 'answer': 'Baku', 'candidate': 'Fairbanks'}
{'statement': 'You are looking for a city with warm weather. Between Baghdad and Christchurch, you should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Christchurch'}
{'statement': 'You are looking for a city with warm weather. Between Djibouti and Christchurch, you should visit Djibouti.', 'answer': 'Djibouti', 'candidate': 'Christchurch'}
{'statement': 'You are looking for a city with warm weather. Between Honolulu and Sapporo, you should visit Honolulu.', 'answer': 'Honolulu', 'candidate': 'Sapporo'}
{'statement': 'You are looking for a city with warm weather. Between Manila and Yerevan, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Yerevan'}
{'statement': 'You are looking for a city with warm weather. Between Aden and Palermo, you should visit Aden.', 'answer': 'Aden', 'candidate': 'Palermo'}
{'statement': 'You are looking for a city with warm weather. Between Pretoria and Bergen, you should visit Pretoria.', 'answer': 'Pretoria', 'candidate': 'Bergen'}
{'statement': 'You are looking for a city with warm weather. Between Cotonou and Lhasa, you should visit Cotonou.', 'answer': 'Cotonou', 'candidate': 'Lhasa'}
{'statement': 'You are looking for a city with warm weather. Between Darwin and Milan, you should visit Darwin.', 'answer': 'Darwin', 'candidate': 'Milan'}
{'statement': 'You are looking for a city with warm weather. Between Toamasina and Pittsburgh, you should visit Toamasina.', 'answer': 'Toamasina', 'candidate': 'Pittsburgh'}
{'statement': 'You are looking for a city with warm weather. Between Malabo and Zagreb, you should visit Malabo.', 'answer': 'Malabo', 'candidate': 'Zagreb'}
{'statement': 'You are looking for a city with warm weather. Between Lagos and Johannesburg, you should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Johannesburg'}
{'statement': 'You are looking for a city with warm weather. Between Bujumbura and Calgary, you should visit Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Calgary'}
{'statement': 'You are looking for a city with warm weather. Between Makurdi and Sucre, you should visit Makurdi.', 'answer': 'Makurdi', 'candidate': 'Sucre'}
{'statement': 'You are looking for a city with warm weather. Between Lomé and Canberra, you should visit Lomé.', 'answer': 'Lomé', 'candidate': 'Canberra'}
{'statement': 'You are looking for a city with warm weather. Between Muscat and Bahía Blanca, you should visit Muscat.', 'answer': 'Muscat', 'candidate': 'Bahía Blanca'}
{'statement': 'You are looking for a city with warm weather. Between Toliara and Ushuaia, you should visit Toliara.', 'answer': 'Toliara', 'candidate': 'Ushuaia'}
{'statement': 'You are looking for a city with warm weather. Between Cayenne and Asmara, you should visit Cayenne.', 'answer': 'Cayenne', 'candidate': 'Asmara'}
{'statement': 'You are looking for a city with warm weather. Between Kingston and Lviv, you should visit Kingston.', 'answer': 'Kingston', 'candidate': 'Lviv'}
{'statement': 'You are looking for a city with warm weather. Between Santiago del Estero and Saskatoon, you should visit Santiago del Estero.', 'answer': 'Santiago del Estero', 'candidate': 'Saskatoon'}
{'statement': 'You are looking for a city with warm weather. Between Rosario and Halifax, you should visit Rosario.', 'answer': 'Rosario', 'candidate': 'Halifax'}
{'statement': 'You are looking for a city with warm weather. Between Surabaya and Toronto, you should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Toronto'}
{'statement': 'You are looking for a city with warm weather. Between Maputo and Erzurum, you should visit Maputo.', 'answer': 'Maputo', 'candidate': 'Erzurum'}
{'statement': 'You are looking for a city with warm weather. Between Monterrey and Copenhagen, you should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Copenhagen'}
{'statement': 'You are looking for a city with warm weather. Between Abéché and Ljubljana, you should visit Abéché.', 'answer': 'Abéché', 'candidate': 'Ljubljana'}
{'statement': 'You are looking for a city with warm weather. Between Nouakchott and Novosibirsk, you should visit Nouakchott.', 'answer': 'Nouakchott', 'candidate': 'Novosibirsk'}
{'statement': 'You are looking for a city with warm weather. Between Vientiane and Ürümqi, you should visit Vientiane.', 'answer': 'Vientiane', 'candidate': 'Ürümqi'}
{'statement': 'You are looking for a city with warm weather. Between Belize City and Ankara, you should visit Belize City.', 'answer': 'Belize City', 'candidate': 'Ankara'}
{'statement': 'You are looking for a city with warm weather. Between Harare and Ulaanbaatar, you should visit Harare.', 'answer': 'Harare', 'candidate': 'Ulaanbaatar'}
{'statement': 'You are looking for a city with warm weather. Between Garissa and El Paso, you should visit Garissa.', 'answer': 'Garissa', 'candidate': 'El Paso'}
{'statement': 'You are looking for a city with warm weather. Between Buenos Aires and Punta Arenas, you should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Punta Arenas'}
{'statement': 'You are looking for a city with warm weather. Between Phnom Penh and Paris, you should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Paris'}
{'statement': 'You are looking for a city with warm weather. Between Mahajanga and Viedma, you should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Viedma'}
{'statement': 'You are looking for a city with warm weather. Between Phnom Penh and Napier, you should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Napier'}
{'statement': 'You are looking for a city with warm weather. Between Dodoma and Novosibirsk, you should visit Dodoma.', 'answer': 'Dodoma', 'candidate': 'Novosibirsk'}
{'statement': 'You are looking for a city with warm weather. Between Mahajanga and Brussels, you should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Brussels'}
{'statement': 'You are looking for a city with warm weather. Between Mombasa and Saint Petersburg, you should visit Mombasa.', 'answer': 'Mombasa', 'candidate': 'Saint Petersburg'}
{'statement': 'You are looking for a city with warm weather. Between Podgorica and Novosibirsk, you should visit Podgorica.', 'answer': 'Podgorica', 'candidate': 'Novosibirsk'}
{'statement': 'You are looking for a city with warm weather. Between Panama City and Milan, you should visit Panama City.', 'answer': 'Panama City', 'candidate': 'Milan'}
{'statement': 'You are looking for a city with warm weather. Between Luanda and Bishkek, you should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Bishkek'}
{'statement': 'You are looking for a city with warm weather. Between Cairo and Amsterdam, you should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Amsterdam'}
{'statement': 'You are looking for a city with warm weather. Between Dodoma and Ankara, you should visit Dodoma.', 'answer': 'Dodoma', 'candidate': 'Ankara'}
{'statement': 'You are looking for a city with warm weather. Between Tirana and Irkutsk, you should visit Tirana.', 'answer': 'Tirana', 'candidate': 'Irkutsk'}
{'statement': 'You are looking for a city with warm weather. Between Bangkok and Yerevan, you should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Yerevan'}
{'statement': 'You are looking for a city with warm weather. Between Cayenne and Kansas City, you should visit Cayenne.', 'answer': 'Cayenne', 'candidate': 'Kansas City'}
