{'statement': 'Someone is looking for a small city to visit. Between Guadalajara and Kansas City, this person should visit Kansas City.', 'answer': 'Kansas City', 'candidate': 'Guadalajara'}
{'statement': 'Someone is looking for a small city to visit. Between Santiago and Berlin, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Santiago'}
{'statement': 'Someone is looking for a small city to visit. Between Lima and Lviv, this person should visit Lviv.', 'answer': 'Lviv', 'candidate': 'Lima'}
{'statement': 'Someone is looking for a small city to visit. Between Lagos and Cape Town, this person should visit Cape Town.', 'answer': 'Cape Town', 'candidate': 'Lagos'}
{'statement': 'Someone is looking for a small city to visit. Between Mexico City and Amsterdam, this person should visit Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Mexico City'}
{'statement': 'Someone is looking for a small city to visit. Between Mexico City and Mexicali, this person should visit Mexicali.', 'answer': 'Mexicali', 'candidate': 'Mexico City'}
{'statement': 'Someone is looking for a small city to visit. Between Jakarta and Mombasa, this person should visit Mombasa.', 'answer': 'Mombasa', 'candidate': 'Jakarta'}
{'statement': 'Someone is looking for a small city to visit. Between Sydney and Brussels, this person should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Sydney'}
{'statement': 'Someone is looking for a small city to visit. Between Jakarta and Port-Gentil, this person should visit Port-Gentil.', 'answer': 'Port-Gentil', 'candidate': 'Jakarta'}
{'statement': 'Someone is looking for a small city to visit. Between Mexico City and Tripoli, this person should visit Tripoli.', 'answer': 'Tripoli', 'candidate': 'Mexico City'}
{'statement': 'Someone is looking for a small city to visit. Between Baghdad and Almaty, this person should visit Almaty.', 'answer': 'Almaty', 'candidate': 'Baghdad'}
{'statement': 'Someone is looking for a small city to visit. Between Buenos Aires and Almaty, this person should visit Almaty.', 'answer': 'Almaty', 'candidate': 'Buenos Aires'}
{'statement': 'Someone is looking for a small city to visit. Between Luanda and Minneapolis, this person should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Luanda'}
{'statement': 'Someone is looking for a small city to visit. Between Rome and Oslo, this person should visit Oslo.', 'answer': 'Oslo', 'candidate': 'Rome'}
{'statement': 'Someone is looking for a small city to visit. Between Guangzhou and Dodoma, this person should visit Dodoma.', 'answer': 'Dodoma', 'candidate': 'Guangzhou'}
{'statement': 'Someone is looking for a small city to visit. Between Phoenix and Bergen, this person should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Phoenix'}
{'statement': 'Someone is looking for a small city to visit. Between Nairobi and Bahía Blanca, this person should visit Bahía Blanca.', 'answer': 'Bahía Blanca', 'candidate': 'Nairobi'}
{'statement': 'Someone is looking for a small city to visit. Between Johannesburg and Makassar, this person should visit Makassar.', 'answer': 'Makassar', 'candidate': 'Johannesburg'}
{'statement': 'Someone is looking for a small city to visit. Between Bangkok and Muscat, this person should visit Muscat.', 'answer': 'Muscat', 'candidate': 'Bangkok'}
{'statement': 'Someone is looking for a small city to visit. Between Paris and Makassar, this person should visit Makassar.', 'answer': 'Makassar', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a small city to visit. Between Los Angeles and Cotonou, this person should visit Cotonou.', 'answer': 'Cotonou', 'candidate': 'Los Angeles'}
{'statement': 'Someone is looking for a small city to visit. Between Dar es Salaam and Phoenix, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Dar es Salaam'}
{'statement': 'Someone is looking for a small city to visit. Between Shanghai and Bujumbura, this person should visit Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Shanghai'}
{'statement': 'Someone is looking for a small city to visit. Between Baku and La Serena, this person should visit La Serena.', 'answer': 'La Serena', 'candidate': 'Baku'}
{'statement': 'Someone is looking for a small city to visit. Between Riyadh and Palmerston North, this person should visit Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Riyadh'}
{'statement': 'Someone is looking for a small city to visit. Between Surabaya and Podgorica, this person should visit Podgorica.', 'answer': 'Podgorica', 'candidate': 'Surabaya'}
{'statement': 'Someone is looking for a small city to visit. Between Shanghai and Denver, this person should visit Denver.', 'answer': 'Denver', 'candidate': 'Shanghai'}
{'statement': 'Someone is looking for a small city to visit. Between Nairobi and Lhasa, this person should visit Lhasa.', 'answer': 'Lhasa', 'candidate': 'Nairobi'}
{'statement': 'Someone is looking for a small city to visit. Between Douala and Zürich, this person should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Douala'}
{'statement': 'Someone is looking for a small city to visit. Between Lahore and Mahajanga, this person should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Lahore'}
{'statement': 'Someone is looking for a small city to visit. Between Alexandria and Sucre, this person should visit Sucre.', 'answer': 'Sucre', 'candidate': 'Alexandria'}
{'statement': 'Someone is looking for a small city to visit. Between Kuwait City and Rangpur, this person should visit Rangpur.', 'answer': 'Rangpur', 'candidate': 'Kuwait City'}
{'statement': 'Someone is looking for a small city to visit. Between Beijing and Fukuoka, this person should visit Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'Beijing'}
{'statement': 'Someone is looking for a small city to visit. Between Tampa and Mendoza, this person should visit Mendoza.', 'answer': 'Mendoza', 'candidate': 'Tampa'}
{'statement': 'Someone is looking for a small city to visit. Between Tampa and San Juan, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Tampa'}
{'statement': 'Someone is looking for a small city to visit. Between Lagos and Napier, this person should visit Napier.', 'answer': 'Napier', 'candidate': 'Lagos'}
{'statement': 'Someone is looking for a small city to visit. Between Dar es Salaam and Tripoli, this person should visit Tripoli.', 'answer': 'Tripoli', 'candidate': 'Dar es Salaam'}
{'statement': 'Someone is looking for a small city to visit. Between Fukuoka and Nouadhibou, this person should visit Nouadhibou.', 'answer': 'Nouadhibou', 'candidate': 'Fukuoka'}
{'statement': 'Someone is looking for a small city to visit. Between Melbourne and Mombasa, this person should visit Mombasa.', 'answer': 'Mombasa', 'candidate': 'Melbourne'}
{'statement': 'Someone is looking for a small city to visit. Between Hanoi and Canberra, this person should visit Canberra.', 'answer': 'Canberra', 'candidate': 'Hanoi'}
{'statement': 'Someone is looking for a small city to visit. Between Toronto and Fairbanks, this person should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Toronto'}
{'statement': 'Someone is looking for a small city to visit. Between Houston and Denpasar, this person should visit Denpasar.', 'answer': 'Denpasar', 'candidate': 'Houston'}
{'statement': 'Someone is looking for a small city to visit. Between Brasília and Albuquerque, this person should visit Albuquerque.', 'answer': 'Albuquerque', 'candidate': 'Brasília'}
{'statement': 'Someone is looking for a small city to visit. Between Mumbai and Kunming, this person should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a small city to visit. Between Addis Ababa and Piura, this person should visit Piura.', 'answer': 'Piura', 'candidate': 'Addis Ababa'}
{'statement': 'Someone is looking for a small city to visit. Between Ankara and San Antonio, this person should visit San Antonio.', 'answer': 'San Antonio', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a small city to visit. Between Brisbane and Port Moresby, this person should visit Port Moresby.', 'answer': 'Port Moresby', 'candidate': 'Brisbane'}
{'statement': 'Someone is looking for a small city to visit. Between Surabaya and Rangpur, this person should visit Rangpur.', 'answer': 'Rangpur', 'candidate': 'Surabaya'}
{'statement': 'Someone is looking for a small city to visit. Between Lahore and Canberra, this person should visit Canberra.', 'answer': 'Canberra', 'candidate': 'Lahore'}
{'statement': 'Someone is looking for a small city to visit. Between Jakarta and Yerevan, this person should visit Yerevan.', 'answer': 'Yerevan', 'candidate': 'Jakarta'}
{'statement': 'Someone is looking for a small city to visit. Between London and Antofagasta, this person should visit Antofagasta.', 'answer': 'Antofagasta', 'candidate': 'London'}
{'statement': 'Someone is looking for a small city to visit. Between Dar es Salaam and La Paz, this person should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Dar es Salaam'}
{'statement': 'Someone is looking for a small city to visit. Between Ankara and Garoua, this person should visit Garoua.', 'answer': 'Garoua', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a small city to visit. Between Santiago and Mexicali, this person should visit Mexicali.', 'answer': 'Mexicali', 'candidate': 'Santiago'}
{'statement': 'Someone is looking for a small city to visit. Between Sydney and Perth, this person should visit Perth.', 'answer': 'Perth', 'candidate': 'Sydney'}
{'statement': 'Someone is looking for a small city to visit. Between Minneapolis and Bahía Blanca, this person should visit Bahía Blanca.', 'answer': 'Bahía Blanca', 'candidate': 'Minneapolis'}
{'statement': 'Someone is looking for a small city to visit. Between Minneapolis and Lviv, this person should visit Lviv.', 'answer': 'Lviv', 'candidate': 'Minneapolis'}
{'statement': 'Someone is looking for a small city to visit. Between Kabul and Tirana, this person should visit Tirana.', 'answer': 'Tirana', 'candidate': 'Kabul'}
{'statement': 'Someone is looking for a small city to visit. Between Manila and Kathmandu, this person should visit Kathmandu.', 'answer': 'Kathmandu', 'candidate': 'Manila'}
{'statement': 'Someone is looking for a small city to visit. Between Lagos and Nouadhibou, this person should visit Nouadhibou.', 'answer': 'Nouadhibou', 'candidate': 'Lagos'}
{'statement': 'Someone is looking for a small city to visit. Between Los Angeles and San Salvador, this person should visit San Salvador.', 'answer': 'San Salvador', 'candidate': 'Los Angeles'}
{'statement': 'Someone is looking for a small city to visit. Between Santiago and San José, this person should visit San José.', 'answer': 'San José', 'candidate': 'Santiago'}
{'statement': 'Someone is looking for a small city to visit. Between Kuwait City and Kansas City, this person should visit Kansas City.', 'answer': 'Kansas City', 'candidate': 'Kuwait City'}
{'statement': 'Someone is looking for a small city to visit. Between Guangzhou and Valencia, this person should visit Valencia.', 'answer': 'Valencia', 'candidate': 'Guangzhou'}
{'statement': 'Someone is looking for a small city to visit. Between Moscow and Dublin, this person should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a small city to visit. Between Alexandria and San Antonio, this person should visit San Antonio.', 'answer': 'San Antonio', 'candidate': 'Alexandria'}
{'statement': 'Someone is looking for a small city to visit. Between Paris and El Paso, this person should visit El Paso.', 'answer': 'El Paso', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a small city to visit. Between Kano and Rangpur, this person should visit Rangpur.', 'answer': 'Rangpur', 'candidate': 'Kano'}
{'statement': 'Someone is looking for a small city to visit. Between Monterrey and Saskatoon, this person should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Monterrey'}
{'statement': 'Someone is looking for a small city to visit. Between Yaoundé and Suva, this person should visit Suva.', 'answer': 'Suva', 'candidate': 'Yaoundé'}
{'statement': 'Someone is looking for a small city to visit. Between Phoenix and Parakou, this person should visit Parakou.', 'answer': 'Parakou', 'candidate': 'Phoenix'}
{'statement': 'Someone is looking for a small city to visit. Between Dar es Salaam and La Ceiba, this person should visit La Ceiba.', 'answer': 'La Ceiba', 'candidate': 'Dar es Salaam'}
{'statement': 'Someone is looking for a small city to visit. Between Houston and Río Gallegos, this person should visit Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Houston'}
{'statement': 'Someone is looking for a small city to visit. Between Mumbai and Ljubljana, this person should visit Ljubljana.', 'answer': 'Ljubljana', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a small city to visit. Between Melbourne and Auckland, this person should visit Auckland.', 'answer': 'Auckland', 'candidate': 'Melbourne'}
{'statement': 'Someone is looking for a small city to visit. Between Lahore and Palmerston North, this person should visit Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Lahore'}
{'statement': 'Someone is looking for a small city to visit. Between San Diego and Florianópolis, this person should visit Florianópolis.', 'answer': 'Florianópolis', 'candidate': 'San Diego'}
{'statement': 'Someone is looking for a small city to visit. Between Ho Chi Minh City and Valencia, this person should visit Valencia.', 'answer': 'Valencia', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Someone is looking for a small city to visit. Between Melbourne and Tripoli, this person should visit Tripoli.', 'answer': 'Tripoli', 'candidate': 'Melbourne'}
{'statement': 'Someone is looking for a small city to visit. Between Ankara and Tamanrasset, this person should visit Tamanrasset.', 'answer': 'Tamanrasset', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a small city to visit. Between Medellín and Suva, this person should visit Suva.', 'answer': 'Suva', 'candidate': 'Medellín'}
{'statement': 'Someone is looking for a small city to visit. Between Los Angeles and Thiès, this person should visit Thiès.', 'answer': 'Thiès', 'candidate': 'Los Angeles'}
{'statement': 'Someone is looking for a small city to visit. Between Tashkent and Fairbanks, this person should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Tashkent'}
{'statement': 'Someone is looking for a small city to visit. Between Cairo and Vladivostok, this person should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Cairo'}
{'statement': 'Someone is looking for a small city to visit. Between Perth and Port-Gentil, this person should visit Port-Gentil.', 'answer': 'Port-Gentil', 'candidate': 'Perth'}
{'statement': 'Someone is looking for a small city to visit. Between Mumbai and Ndola, this person should visit Ndola.', 'answer': 'Ndola', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a small city to visit. Between Yaoundé and Mahajanga, this person should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Yaoundé'}
{'statement': 'Someone is looking for a small city to visit. Between Jakarta and Napier, this person should visit Napier.', 'answer': 'Napier', 'candidate': 'Jakarta'}
{'statement': 'Someone is looking for a small city to visit. Between Riyadh and Beirut, this person should visit Beirut.', 'answer': 'Beirut', 'candidate': 'Riyadh'}
{'statement': 'Someone is looking for a small city to visit. Between Johannesburg and Palembang, this person should visit Palembang.', 'answer': 'Palembang', 'candidate': 'Johannesburg'}
{'statement': 'Someone is looking for a small city to visit. Between Monterrey and Sucre, this person should visit Sucre.', 'answer': 'Sucre', 'candidate': 'Monterrey'}
{'statement': 'Someone is looking for a small city to visit. Between Addis Ababa and Halifax, this person should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Addis Ababa'}
{'statement': 'Someone is looking for a small city to visit. Between Los Angeles and Porto Alegre, this person should visit Porto Alegre.', 'answer': 'Porto Alegre', 'candidate': 'Los Angeles'}
{'statement': 'Someone is looking for a small city to visit. Between Houston and Bahía Blanca, this person should visit Bahía Blanca.', 'answer': 'Bahía Blanca', 'candidate': 'Houston'}
{'statement': 'Someone is looking for a small city to visit. Between Baghdad and Lhasa, this person should visit Lhasa.', 'answer': 'Lhasa', 'candidate': 'Baghdad'}
{'statement': 'Someone is looking for a small city to visit. Between Riyadh and Douala, this person should visit Douala.', 'answer': 'Douala', 'candidate': 'Riyadh'}
{'statement': 'Someone is looking for a small city to visit. Between Kabul and Panama City, this person should visit Panama City.', 'answer': 'Panama City', 'candidate': 'Kabul'}
{'statement': 'Someone is looking for a small city to visit. Between Phoenix and Yakutsk, this person should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Phoenix'}
{'statement': 'Someone is looking for a small city to visit. Between Shanghai and Alexandria, this person should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Shanghai'}
{'statement': 'Someone is looking for a small city to visit. Between Chicago and Porto Alegre, this person should visit Porto Alegre.', 'answer': 'Porto Alegre', 'candidate': 'Chicago'}
{'statement': 'Someone is looking for a small city to visit. Between Lahore and Tabora, this person should visit Tabora.', 'answer': 'Tabora', 'candidate': 'Lahore'}
{'statement': 'Someone is looking for a small city to visit. Between Karachi and Asmara, this person should visit Asmara.', 'answer': 'Asmara', 'candidate': 'Karachi'}
{'statement': 'Someone is looking for a small city to visit. Between Lagos and Ushuaia, this person should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Lagos'}
{'statement': 'Someone is looking for a small city to visit. Between Surabaya and Makassar, this person should visit Makassar.', 'answer': 'Makassar', 'candidate': 'Surabaya'}
{'statement': 'Someone is looking for a small city to visit. Between Algiers and Napier, this person should visit Napier.', 'answer': 'Napier', 'candidate': 'Algiers'}
{'statement': 'Someone is looking for a small city to visit. Between Guangzhou and Ouahigouya, this person should visit Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Guangzhou'}
{'statement': 'Someone is looking for a small city to visit. Between Moscow and Parakou, this person should visit Parakou.', 'answer': 'Parakou', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a small city to visit. Between Alexandria and Copenhagen, this person should visit Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'Alexandria'}
{'statement': 'Someone is looking for a small city to visit. Between Bogotá and Irkutsk, this person should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Bogotá'}
{'statement': 'Someone is looking for a small city to visit. Between Denver and Napier, this person should visit Napier.', 'answer': 'Napier', 'candidate': 'Denver'}
{'statement': 'Someone is looking for a small city to visit. Between Brasília and Hat Yai, this person should visit Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Brasília'}
{'statement': 'Someone is looking for a small city to visit. Between Berlin and Dublin, this person should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Berlin'}
{'statement': 'Someone is looking for a small city to visit. Between Hanoi and Garissa, this person should visit Garissa.', 'answer': 'Garissa', 'candidate': 'Hanoi'}
{'statement': 'Someone is looking for a small city to visit. Between Ankara and Parakou, this person should visit Parakou.', 'answer': 'Parakou', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a small city to visit. Between Tashkent and Malabo, this person should visit Malabo.', 'answer': 'Malabo', 'candidate': 'Tashkent'}
{'statement': 'Someone is looking for a small city to visit. Between Bangkok and Brussels, this person should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Bangkok'}
{'statement': 'Someone is looking for a small city to visit. Between Paris and Vientiane, this person should visit Vientiane.', 'answer': 'Vientiane', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a small city to visit. Between Guadalajara and Pretoria, this person should visit Pretoria.', 'answer': 'Pretoria', 'candidate': 'Guadalajara'}
{'statement': 'Someone is looking for a small city to visit. Between Cairo and Ouahigouya, this person should visit Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Cairo'}
{'statement': 'Someone is looking for a small city to visit. Between Cairo and Belize City, this person should visit Belize City.', 'answer': 'Belize City', 'candidate': 'Cairo'}
{'statement': 'Someone is looking for a small city to visit. Between Surabaya and Gabès, this person should visit Gabès.', 'answer': 'Gabès', 'candidate': 'Surabaya'}
{'statement': 'Someone is looking for a small city to visit. Between Brasília and Oslo, this person should visit Oslo.', 'answer': 'Oslo', 'candidate': 'Brasília'}
{'statement': 'Someone is looking for a small city to visit. Between London and Lviv, this person should visit Lviv.', 'answer': 'Lviv', 'candidate': 'London'}
{'statement': 'Someone is looking for a small city to visit. Between Santiago and Calgary, this person should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Santiago'}
{'statement': 'Someone is looking for a small city to visit. Between Lahore and Yerevan, this person should visit Yerevan.', 'answer': 'Yerevan', 'candidate': 'Lahore'}
{'statement': 'Someone is looking for a small city to visit. Between Bogotá and Benghazi, this person should visit Benghazi.', 'answer': 'Benghazi', 'candidate': 'Bogotá'}
{'statement': 'Someone is looking for a small city to visit. Between Alexandria and Ljubljana, this person should visit Ljubljana.', 'answer': 'Ljubljana', 'candidate': 'Alexandria'}
{'statement': 'Someone is looking for a small city to visit. Between Surabaya and Cotonou, this person should visit Cotonou.', 'answer': 'Cotonou', 'candidate': 'Surabaya'}
{'statement': 'Someone is looking for a small city to visit. Between Addis Ababa and Cayenne, this person should visit Cayenne.', 'answer': 'Cayenne', 'candidate': 'Addis Ababa'}
{'statement': 'Someone is looking for a small city to visit. Between Medellín and Napier, this person should visit Napier.', 'answer': 'Napier', 'candidate': 'Medellín'}
{'statement': 'Someone is looking for a small city to visit. Between Hanoi and Mandalay, this person should visit Mandalay.', 'answer': 'Mandalay', 'candidate': 'Hanoi'}
{'statement': 'Someone is looking for a small city to visit. Between San Diego and Irkutsk, this person should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'San Diego'}
{'statement': 'Someone is looking for a small city to visit. Between Monterrey and Caracas, this person should visit Caracas.', 'answer': 'Caracas', 'candidate': 'Monterrey'}
{'statement': 'Someone is looking for a small city to visit. Between London and Sokoto, this person should visit Sokoto.', 'answer': 'Sokoto', 'candidate': 'London'}
{'statement': 'Someone is looking for a small city to visit. Between London and Hanoi, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'London'}
{'statement': 'Someone is looking for a small city to visit. Between Manila and Karachi, this person should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Manila'}
{'statement': 'Someone is looking for a small city to visit. Between Nairobi and Nouadhibou, this person should visit Nouadhibou.', 'answer': 'Nouadhibou', 'candidate': 'Nairobi'}
{'statement': 'Someone is looking for a small city to visit. Between Paris and Porto Alegre, this person should visit Porto Alegre.', 'answer': 'Porto Alegre', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a small city to visit. Between Melbourne and Lyon, this person should visit Lyon.', 'answer': 'Lyon', 'candidate': 'Melbourne'}
{'statement': 'Someone is looking for a small city to visit. Between Dar es Salaam and Mombasa, this person should visit Mombasa.', 'answer': 'Mombasa', 'candidate': 'Dar es Salaam'}
{'statement': 'Someone is looking for a small city to visit. Between Lahore and Lhasa, this person should visit Lhasa.', 'answer': 'Lhasa', 'candidate': 'Lahore'}
{'statement': 'Someone is looking for a small city to visit. Between Beijing and Río Gallegos, this person should visit Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Beijing'}
{'statement': 'Someone is looking for a small city to visit. Between Los Angeles and Hat Yai, this person should visit Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Los Angeles'}
{'statement': 'Someone is looking for a small city to visit. Between Johannesburg and Malabo, this person should visit Malabo.', 'answer': 'Malabo', 'candidate': 'Johannesburg'}
{'statement': 'Someone is looking for a small city to visit. Between Saint Petersburg and Auckland, this person should visit Auckland.', 'answer': 'Auckland', 'candidate': 'Saint Petersburg'}
{'statement': 'Someone is looking for a small city to visit. Between Denver and Antsiranana, this person should visit Antsiranana.', 'answer': 'Antsiranana', 'candidate': 'Denver'}
{'statement': 'Someone is looking for a small city to visit. Between Addis Ababa and Skopje, this person should visit Skopje.', 'answer': 'Skopje', 'candidate': 'Addis Ababa'}
{'statement': 'Someone is looking for a small city to visit. Between Mumbai and Mandalay, this person should visit Mandalay.', 'answer': 'Mandalay', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a small city to visit. Between Ankara and Honolulu, this person should visit Honolulu.', 'answer': 'Honolulu', 'candidate': 'Ankara'}
