{'statement': 'Someone is looking for a big city to visit. Between Changsha and Kabul, this person should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Changsha'}
{'statement': 'Someone is looking for a big city to visit. Between Houston and Brussels, this person should visit Houston.', 'answer': 'Houston', 'candidate': 'Brussels'}
{'statement': 'Someone is looking for a big city to visit. Between Hanoi and Mendoza, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Mendoza'}
{'statement': 'Someone is looking for a big city to visit. Between Tampa and Viedma, this person should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Viedma'}
{'statement': 'Someone is looking for a big city to visit. Between Port Sudan and Berlin, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Port Sudan'}
{'statement': 'Someone is looking for a big city to visit. Between Djibouti and Chicago, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Djibouti'}
{'statement': 'Someone is looking for a big city to visit. Between Douala and Shanghai, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Douala'}
{'statement': 'Someone is looking for a big city to visit. Between Berlin and Luanda, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Berlin'}
{'statement': 'Someone is looking for a big city to visit. Between Melbourne and La Paz, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'La Paz'}
{'statement': 'Someone is looking for a big city to visit. Between Lviv and Manila, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Lviv'}
{'statement': 'Someone is looking for a big city to visit. Between Barranquilla and Luanda, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Barranquilla'}
{'statement': 'Someone is looking for a big city to visit. Between Mexicali and Jakarta, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Mexicali'}
{'statement': 'Someone is looking for a big city to visit. Between Tampa and Hamilton, this person should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Hamilton'}
{'statement': 'Someone is looking for a big city to visit. Between Sokoto and Mumbai, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Sokoto'}
{'statement': 'Someone is looking for a big city to visit. Between Hobart and Ankara, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Hobart'}
{'statement': 'Someone is looking for a big city to visit. Between Mumbai and Monterrey, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Monterrey'}
{'statement': 'Someone is looking for a big city to visit. Between Djibouti and Tampa, this person should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Djibouti'}
{'statement': 'Someone is looking for a big city to visit. Between Mombasa and Lahore, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Mombasa'}
{'statement': 'Someone is looking for a big city to visit. Between Denver and Bujumbura, this person should visit Denver.', 'answer': 'Denver', 'candidate': 'Bujumbura'}
{'statement': 'Someone is looking for a big city to visit. Between Skopje and Luanda, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Skopje'}
{'statement': 'Someone is looking for a big city to visit. Between Yaoundé and Alexandria, this person should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Yaoundé'}
{'statement': 'Someone is looking for a big city to visit. Between Manila and Bangui, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Bangui'}
{'statement': 'Someone is looking for a big city to visit. Between Bogotá and Minneapolis, this person should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Minneapolis'}
{'statement': 'Someone is looking for a big city to visit. Between Guadalajara and Kano, this person should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Kano'}
{'statement': 'Someone is looking for a big city to visit. Between Luanda and Thiès, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Thiès'}
{'statement': 'Someone is looking for a big city to visit. Between Nairobi and Denpasar, this person should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Denpasar'}
{'statement': 'Someone is looking for a big city to visit. Between Mumbai and Podgorica, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Podgorica'}
{'statement': 'Someone is looking for a big city to visit. Between Jakarta and Honolulu, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Honolulu'}
{'statement': 'Someone is looking for a big city to visit. Between Paris and Muscat, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Muscat'}
{'statement': 'Someone is looking for a big city to visit. Between Nakhon Ratchasima and Baghdad, this person should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'Someone is looking for a big city to visit. Between Alexandria and Oslo, this person should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Oslo'}
{'statement': 'Someone is looking for a big city to visit. Between Ouahigouya and Kabul, this person should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Ouahigouya'}
{'statement': 'Someone is looking for a big city to visit. Between Tauranga and Paris, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Tauranga'}
{'statement': 'Someone is looking for a big city to visit. Between Johannesburg and Brussels, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Brussels'}
{'statement': 'Someone is looking for a big city to visit. Between Parakou and Baghdad, this person should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Parakou'}
{'statement': 'Someone is looking for a big city to visit. Between Baghdad and Moscow, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Baghdad'}
{'statement': 'Someone is looking for a big city to visit. Between La Ceiba and London, this person should visit London.', 'answer': 'London', 'candidate': 'La Ceiba'}
{'statement': 'Someone is looking for a big city to visit. Between Mexico City and Mumbai, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Mexico City'}
{'statement': 'Someone is looking for a big city to visit. Between Paris and Guangzhou, this person should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a big city to visit. Between Ottawa and Lima, this person should visit Lima.', 'answer': 'Lima', 'candidate': 'Ottawa'}
{'statement': 'Someone is looking for a big city to visit. Between Podgorica and Ankara, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Podgorica'}
{'statement': 'Someone is looking for a big city to visit. Between Reykjavík and Luanda, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Reykjavík'}
{'statement': 'Someone is looking for a big city to visit. Between Makurdi and Tampa, this person should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Makurdi'}
{'statement': 'Someone is looking for a big city to visit. Between Beijing and Frankfurt, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Frankfurt'}
{'statement': 'Someone is looking for a big city to visit. Between Bratislava and Alexandria, this person should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Bratislava'}
{'statement': 'Someone is looking for a big city to visit. Between Toronto and Lima, this person should visit Lima.', 'answer': 'Lima', 'candidate': 'Toronto'}
{'statement': 'Someone is looking for a big city to visit. Between Mexicali and Surabaya, this person should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Mexicali'}
{'statement': 'Someone is looking for a big city to visit. Between Makassar and Bogotá, this person should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Makassar'}
{'statement': 'Someone is looking for a big city to visit. Between Sucre and Buenos Aires, this person should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Sucre'}
{'statement': 'Someone is looking for a big city to visit. Between Ankara and Parakou, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Parakou'}
{'statement': 'Someone is looking for a big city to visit. Between London and Kampala, this person should visit London.', 'answer': 'London', 'candidate': 'Kampala'}
{'statement': 'Someone is looking for a big city to visit. Between Curitiba and Buenos Aires, this person should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Curitiba'}
{'statement': 'Someone is looking for a big city to visit. Between Rome and Djibouti, this person should visit Rome.', 'answer': 'Rome', 'candidate': 'Djibouti'}
{'statement': 'Someone is looking for a big city to visit. Between Neuquén and Manila, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Neuquén'}
{'statement': 'Someone is looking for a big city to visit. Between Algiers and Napier, this person should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Napier'}
{'statement': 'Someone is looking for a big city to visit. Between Saskatoon and Surabaya, this person should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Saskatoon'}
{'statement': 'Someone is looking for a big city to visit. Between Shanghai and Entebbe, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Entebbe'}
{'statement': 'Someone is looking for a big city to visit. Between Ndola and Kano, this person should visit Kano.', 'answer': 'Kano', 'candidate': 'Ndola'}
{'statement': 'Someone is looking for a big city to visit. Between Surabaya and Palembang, this person should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Palembang'}
{'statement': 'Someone is looking for a big city to visit. Between Malabo and Ürümqi, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Malabo'}
{'statement': 'Someone is looking for a big city to visit. Between Manila and Piura, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Piura'}
{'statement': 'Someone is looking for a big city to visit. Between Mexico City and Minneapolis, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Minneapolis'}
{'statement': 'Someone is looking for a big city to visit. Between Mendoza and Santiago, this person should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Mendoza'}
{'statement': 'Someone is looking for a big city to visit. Between Manaus and Riyadh, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Manaus'}
{'statement': 'Someone is looking for a big city to visit. Between Cairo and Saint Petersburg, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Saint Petersburg'}
{'statement': 'Someone is looking for a big city to visit. Between Santiago and Chihuahua, this person should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Chihuahua'}
{'statement': 'Someone is looking for a big city to visit. Between Mumbai and Kuopio, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Kuopio'}
{'statement': 'Someone is looking for a big city to visit. Between Karachi and Bahía Blanca, this person should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Bahía Blanca'}
{'statement': 'Someone is looking for a big city to visit. Between Paris and Mexicali, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Mexicali'}
{'statement': 'Someone is looking for a big city to visit. Between Ho Chi Minh City and Brisbane, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Brisbane'}
{'statement': 'Someone is looking for a big city to visit. Between Entebbe and Douala, this person should visit Douala.', 'answer': 'Douala', 'candidate': 'Entebbe'}
{'statement': 'Someone is looking for a big city to visit. Between Guangzhou and Florianópolis, this person should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Florianópolis'}
{'statement': 'Someone is looking for a big city to visit. Between Shanghai and Managua, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Managua'}
{'statement': 'Someone is looking for a big city to visit. Between Luanda and Ouahigouya, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Ouahigouya'}
{'statement': 'Someone is looking for a big city to visit. Between Hat Yai and Baghdad, this person should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Hat Yai'}
{'statement': 'Someone is looking for a big city to visit. Between Medellín and Dodoma, this person should visit Medellín.', 'answer': 'Medellín', 'candidate': 'Dodoma'}
{'statement': 'Someone is looking for a big city to visit. Between Neuquén and London, this person should visit London.', 'answer': 'London', 'candidate': 'Neuquén'}
{'statement': 'Someone is looking for a big city to visit. Between Guangzhou and Bratislava, this person should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Bratislava'}
{'statement': 'Someone is looking for a big city to visit. Between Bratislava and Lahore, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Bratislava'}
{'statement': 'Someone is looking for a big city to visit. Between Lagos and Beijing, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Lagos'}
{'statement': 'Someone is looking for a big city to visit. Between Guadalajara and Mexico City, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Guadalajara'}
{'statement': 'Someone is looking for a big city to visit. Between Podgorica and Hanoi, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Podgorica'}
{'statement': 'Someone is looking for a big city to visit. Between Nouakchott and Beijing, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Nouakchott'}
{'statement': 'Someone is looking for a big city to visit. Between Beijing and Bergen, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Bergen'}
{'statement': 'Someone is looking for a big city to visit. Between Tashkent and Shanghai, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Tashkent'}
{'statement': 'Someone is looking for a big city to visit. Between Mexicali and Johannesburg, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Mexicali'}
{'statement': 'Someone is looking for a big city to visit. Between Omaha and Moscow, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Omaha'}
{'statement': 'Someone is looking for a big city to visit. Between Rosario and Toronto, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Rosario'}
{'statement': 'Someone is looking for a big city to visit. Between Cairo and Ulaanbaatar, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a big city to visit. Between Beijing and Lviv, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Lviv'}
{'statement': 'Someone is looking for a big city to visit. Between Brisbane and Podgorica, this person should visit Brisbane.', 'answer': 'Brisbane', 'candidate': 'Podgorica'}
{'statement': 'Someone is looking for a big city to visit. Between Río Gallegos and Berlin, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Río Gallegos'}
{'statement': 'Someone is looking for a big city to visit. Between Moscow and Skopje, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Skopje'}
{'statement': 'Someone is looking for a big city to visit. Between Sacramento and Los Angeles, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Sacramento'}
{'statement': 'Someone is looking for a big city to visit. Between San Diego and Mendoza, this person should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Mendoza'}
{'statement': 'Someone is looking for a big city to visit. Between Kingston and Saint Petersburg, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Kingston'}
{'statement': 'Someone is looking for a big city to visit. Between Moscow and Bucharest, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Bucharest'}
{'statement': 'Someone is looking for a big city to visit. Between Algiers and Calgary, this person should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Calgary'}
{'statement': 'Someone is looking for a big city to visit. Between Tashkent and San Juan, this person should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a big city to visit. Between Christchurch and Addis Ababa, this person should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Christchurch'}
{'statement': 'Someone is looking for a big city to visit. Between Berlin and Mombasa, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Mombasa'}
{'statement': 'Someone is looking for a big city to visit. Between Upington and Luanda, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Upington'}
{'statement': 'Someone is looking for a big city to visit. Between Phoenix and Cabo San Lucas, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Cabo San Lucas'}
{'statement': 'Someone is looking for a big city to visit. Between Cape Town and Kabul, this person should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Cape Town'}
{'statement': 'Someone is looking for a big city to visit. Between Sydney and Kano, this person should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Kano'}
{'statement': 'Someone is looking for a big city to visit. Between Johannesburg and Palembang, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Palembang'}
{'statement': 'Someone is looking for a big city to visit. Between Chicago and Calgary, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Calgary'}
{'statement': 'Someone is looking for a big city to visit. Between Hamilton and Mumbai, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Hamilton'}
{'statement': 'Someone is looking for a big city to visit. Between Buenos Aires and Neuquén, this person should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Neuquén'}
{'statement': 'Someone is looking for a big city to visit. Between Shanghai and Reykjavík, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Reykjavík'}
{'statement': 'Someone is looking for a big city to visit. Between Niamey and Paris, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Niamey'}
{'statement': 'Someone is looking for a big city to visit. Between La Paz and Paris, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'La Paz'}
{'statement': 'Someone is looking for a big city to visit. Between Ottawa and Surabaya, this person should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Ottawa'}
{'statement': 'Someone is looking for a big city to visit. Between Rome and Lahore, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Rome'}
{'statement': 'Someone is looking for a big city to visit. Between Sydney and Pontianak, this person should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Pontianak'}
{'statement': 'Someone is looking for a big city to visit. Between London and Copenhagen, this person should visit London.', 'answer': 'London', 'candidate': 'Copenhagen'}
{'statement': 'Someone is looking for a big city to visit. Between Cairo and Neuquén, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Neuquén'}
{'statement': 'Someone is looking for a big city to visit. Between Monterrey and Port Moresby, this person should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Port Moresby'}
{'statement': 'Someone is looking for a big city to visit. Between Makassar and Surabaya, this person should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Makassar'}
{'statement': 'Someone is looking for a big city to visit. Between Florianópolis and Beijing, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Florianópolis'}
{'statement': 'Someone is looking for a big city to visit. Between Djibouti and Lagos, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Djibouti'}
{'statement': 'Someone is looking for a big city to visit. Between Kuopio and Manila, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Kuopio'}
{'statement': 'Someone is looking for a big city to visit. Between Saint Petersburg and Yinchuan, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Yinchuan'}
{'statement': 'Someone is looking for a big city to visit. Between London and Shanghai, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'London'}
{'statement': 'Someone is looking for a big city to visit. Between Alexandria and Bujumbura, this person should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Bujumbura'}
{'statement': 'Someone is looking for a big city to visit. Between Thiès and Mexico City, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Thiès'}
{'statement': 'Someone is looking for a big city to visit. Between Conakry and Jakarta, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Conakry'}
{'statement': 'Someone is looking for a big city to visit. Between Lagos and San Juan, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a big city to visit. Between Nairobi and Gabès, this person should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Gabès'}
{'statement': 'Someone is looking for a big city to visit. Between Tirana and Cairo, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Tirana'}
{'statement': 'Someone is looking for a big city to visit. Between Rangpur and Shanghai, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Rangpur'}
{'statement': 'Someone is looking for a big city to visit. Between Córdoba and Nairobi, this person should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Córdoba'}
{'statement': 'Someone is looking for a big city to visit. Between Auckland and Lahore, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Auckland'}
{'statement': 'Someone is looking for a big city to visit. Between Bratislava and Santiago, this person should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Bratislava'}
{'statement': 'Someone is looking for a big city to visit. Between Willemstad and Melbourne, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Willemstad'}
{'statement': 'Someone is looking for a big city to visit. Between Fianarantsoa and Bogotá, this person should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Fianarantsoa'}
{'statement': 'Someone is looking for a big city to visit. Between Irkutsk and Sydney, this person should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a big city to visit. Between Cairo and Phoenix, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Phoenix'}
{'statement': 'Someone is looking for a big city to visit. Between Tauranga and Kano, this person should visit Kano.', 'answer': 'Kano', 'candidate': 'Tauranga'}
{'statement': 'Someone is looking for a big city to visit. Between Johannesburg and Córdoba, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Córdoba'}
{'statement': 'Someone is looking for a big city to visit. Between Tripoli and London, this person should visit London.', 'answer': 'London', 'candidate': 'Tripoli'}
{'statement': 'Someone is looking for a big city to visit. Between Caracas and Lahore, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Caracas'}
{'statement': 'Someone is looking for a big city to visit. Between Berlin and Paris, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Berlin'}
{'statement': 'Someone is looking for a big city to visit. Between Garissa and Los Angeles, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Garissa'}
{'statement': 'Someone is looking for a big city to visit. Between Chicago and Toliara, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Toliara'}
{'statement': 'Someone is looking for a big city to visit. Between Jakarta and Kuwait City, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Kuwait City'}
{'statement': 'Someone is looking for a big city to visit. Between Lyon and Buenos Aires, this person should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Lyon'}
{'statement': 'Someone is looking for a big city to visit. Between Canberra and Ankara, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Canberra'}
{'statement': 'Someone is looking for a big city to visit. Between Jakarta and Hanoi, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Hanoi'}
{'statement': 'Someone is looking for a big city to visit. Between San Diego and Jakarta, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'San Diego'}
{'statement': 'Someone is looking for a big city to visit. Between Chicago and Berlin, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Berlin'}
{'statement': 'Someone is looking for a big city to visit. Between Cotonou and Cairo, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Cotonou'}
{'statement': 'Someone is looking for a big city to visit. Between Oslo and Houston, this person should visit Houston.', 'answer': 'Houston', 'candidate': 'Oslo'}
{'statement': 'Someone is looking for a big city to visit. Between Belgrade and Chicago, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Belgrade'}
{'statement': 'Someone is looking for a big city to visit. Between Guangzhou and Luanda, this person should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Luanda'}
{'statement': 'Someone is looking for a big city to visit. Between Bamako and Paris, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Bamako'}
{'statement': 'Someone is looking for a big city to visit. Between Niamey and Johannesburg, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Niamey'}
{'statement': 'Someone is looking for a big city to visit. Between Riyadh and Pontianak, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Pontianak'}
{'statement': 'Someone is looking for a big city to visit. Between Mahajanga and Kabul, this person should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Mahajanga'}
{'statement': 'Someone is looking for a big city to visit. Between Fianarantsoa and Guadalajara, this person should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Fianarantsoa'}
{'statement': 'Someone is looking for a big city to visit. Between Lagos and Skopje, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Skopje'}
{'statement': 'Someone is looking for a big city to visit. Between Dar es Salaam and London, this person should visit London.', 'answer': 'London', 'candidate': 'Dar es Salaam'}
{'statement': 'Someone is looking for a big city to visit. Between Tampa and Oslo, this person should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Oslo'}
{'statement': 'Someone is looking for a big city to visit. Between Irkutsk and Moscow, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a big city to visit. Between Ulaanbaatar and Ho Chi Minh City, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a big city to visit. Between Mumbai and Sapporo, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Sapporo'}
{'statement': 'Someone is looking for a big city to visit. Between Bogotá and Skopje, this person should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Skopje'}
{'statement': 'Someone is looking for a big city to visit. Between Calgary and San Diego, this person should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Calgary'}
{'statement': 'Someone is looking for a big city to visit. Between Lomé and Karachi, this person should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Lomé'}
{'statement': 'Someone is looking for a big city to visit. Between Zagreb and Rome, this person should visit Rome.', 'answer': 'Rome', 'candidate': 'Zagreb'}
{'statement': 'Someone is looking for a big city to visit. Between Ürümqi and Nur-Sultan, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Nur-Sultan'}
{'statement': 'Someone is looking for a big city to visit. Between Johannesburg and Lyon, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Lyon'}
{'statement': 'Someone is looking for a big city to visit. Between Beirut and Moscow, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Beirut'}
{'statement': 'Someone is looking for a big city to visit. Between Niamey and Ürümqi, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Niamey'}
