{'statement': 'Between Addis Ababa and Cotonou, the bigger city is Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Cotonou'}
{'statement': 'Between Phoenix and Suwałki, the bigger city is Phoenix.', 'answer': 'Phoenix', 'candidate': 'Suwałki'}
{'statement': 'Between Mexico City and Luanda, the bigger city is Mexico City.', 'answer': 'Mexico City', 'candidate': 'Luanda'}
{'statement': 'Between Harare and Kuopio, the bigger city is Harare.', 'answer': 'Harare', 'candidate': 'Kuopio'}
{'statement': 'Between Shanghai and Makurdi, the bigger city is Shanghai.', 'answer': 'Shanghai', 'candidate': 'Makurdi'}
{'statement': 'Between Beijing and Toronto, the bigger city is Beijing.', 'answer': 'Beijing', 'candidate': 'Toronto'}
{'statement': 'Between Cairo and Medellín, the bigger city is Cairo.', 'answer': 'Cairo', 'candidate': 'Medellín'}
{'statement': 'Between Surabaya and Conakry, the bigger city is Surabaya.', 'answer': 'Surabaya', 'candidate': 'Conakry'}
{'statement': 'Between Ho Chi Minh City and Barranquilla, the bigger city is Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Barranquilla'}
{'statement': 'Between Tampa and Napier, the bigger city is Tampa.', 'answer': 'Tampa', 'candidate': 'Napier'}
{'statement': 'Between Bangkok and Antofagasta, the bigger city is Bangkok.', 'answer': 'Bangkok', 'candidate': 'Antofagasta'}
{'statement': 'Between Los Angeles and Garissa, the bigger city is Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Garissa'}
{'statement': 'Between Mumbai and Lusaka, the bigger city is Mumbai.', 'answer': 'Mumbai', 'candidate': 'Lusaka'}
{'statement': 'Between Dar es Salaam and Ushuaia, the bigger city is Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Ushuaia'}
{'statement': 'Between Rome and Erbil, the bigger city is Rome.', 'answer': 'Rome', 'candidate': 'Erbil'}
{'statement': 'Between Paris and Napier, the bigger city is Paris.', 'answer': 'Paris', 'candidate': 'Napier'}
{'statement': 'Between Bangkok and Reykjavík, the bigger city is Bangkok.', 'answer': 'Bangkok', 'candidate': 'Reykjavík'}
{'statement': 'Between Karachi and Panama City, the bigger city is Karachi.', 'answer': 'Karachi', 'candidate': 'Panama City'}
{'statement': 'Between Ürümqi and Nouakchott, the bigger city is Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Nouakchott'}
{'statement': 'Between Kunming and Lisbon, the bigger city is Kunming.', 'answer': 'Kunming', 'candidate': 'Lisbon'}
{'statement': 'Between Dar es Salaam and Curitiba, the bigger city is Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Curitiba'}
{'statement': 'Between Kuwait City and Nouadhibou, the bigger city is Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Nouadhibou'}
{'statement': 'Between Kano and Changsha, the bigger city is Kano.', 'answer': 'Kano', 'candidate': 'Changsha'}
{'statement': 'Between Luanda and Saskatoon, the bigger city is Luanda.', 'answer': 'Luanda', 'candidate': 'Saskatoon'}
{'statement': 'Between Phoenix and Sucre, the bigger city is Phoenix.', 'answer': 'Phoenix', 'candidate': 'Sucre'}
{'statement': 'Between Toronto and Cotonou, the bigger city is Toronto.', 'answer': 'Toronto', 'candidate': 'Cotonou'}
{'statement': 'Between Bangkok and Medellín, the bigger city is Bangkok.', 'answer': 'Bangkok', 'candidate': 'Medellín'}
{'statement': 'Between Alexandria and Bangui, the bigger city is Alexandria.', 'answer': 'Alexandria', 'candidate': 'Bangui'}
{'statement': 'Between Kunming and Gabès, the bigger city is Kunming.', 'answer': 'Kunming', 'candidate': 'Gabès'}
{'statement': 'Between Kabul and Darwin, the bigger city is Kabul.', 'answer': 'Kabul', 'candidate': 'Darwin'}
{'statement': 'Between Saint Petersburg and San José, the bigger city is Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'San José'}
{'statement': 'Between Lahore and Lhasa, the bigger city is Lahore.', 'answer': 'Lahore', 'candidate': 'Lhasa'}
{'statement': 'Between Harare and Nouadhibou, the bigger city is Harare.', 'answer': 'Harare', 'candidate': 'Nouadhibou'}
{'statement': 'Between Kabul and Pittsburgh, the bigger city is Kabul.', 'answer': 'Kabul', 'candidate': 'Pittsburgh'}
{'statement': 'Between Bangkok and Parakou, the bigger city is Bangkok.', 'answer': 'Bangkok', 'candidate': 'Parakou'}
{'statement': 'Between Harare and Fairbanks, the bigger city is Harare.', 'answer': 'Harare', 'candidate': 'Fairbanks'}
{'statement': 'Between Ürümqi and Halifax, the bigger city is Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Halifax'}
{'statement': 'Between Toronto and Tucson, the bigger city is Toronto.', 'answer': 'Toronto', 'candidate': 'Tucson'}
{'statement': 'Between Alexandria and Harare, the bigger city is Alexandria.', 'answer': 'Alexandria', 'candidate': 'Harare'}
{'statement': 'Between Karachi and Oslo, the bigger city is Karachi.', 'answer': 'Karachi', 'candidate': 'Oslo'}
{'statement': 'Between Phoenix and Toamasina, the bigger city is Phoenix.', 'answer': 'Phoenix', 'candidate': 'Toamasina'}
{'statement': 'Between Lima and Riyadh, the bigger city is Lima.', 'answer': 'Lima', 'candidate': 'Riyadh'}
{'statement': 'Between Mexico City and Benghazi, the bigger city is Mexico City.', 'answer': 'Mexico City', 'candidate': 'Benghazi'}
{'statement': 'Between Mexico City and Novosibirsk, the bigger city is Mexico City.', 'answer': 'Mexico City', 'candidate': 'Novosibirsk'}
{'statement': 'Between Algiers and Beirut, the bigger city is Algiers.', 'answer': 'Algiers', 'candidate': 'Beirut'}
{'statement': 'Between Hanoi and Yaoundé, the bigger city is Hanoi.', 'answer': 'Hanoi', 'candidate': 'Yaoundé'}
{'statement': 'Between Cairo and Bata, the bigger city is Cairo.', 'answer': 'Cairo', 'candidate': 'Bata'}
{'statement': 'Between Beijing and Santiago del Estero, the bigger city is Beijing.', 'answer': 'Beijing', 'candidate': 'Santiago del Estero'}
{'statement': 'Between Saint Petersburg and Frankfurt, the bigger city is Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Frankfurt'}
{'statement': 'Between Alexandria and Lusaka, the bigger city is Alexandria.', 'answer': 'Alexandria', 'candidate': 'Lusaka'}
{'statement': 'Between Cairo and Dar es Salaam, the bigger city is Cairo.', 'answer': 'Cairo', 'candidate': 'Dar es Salaam'}
{'statement': 'Between Phnom Penh and Ouahigouya, the bigger city is Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Ouahigouya'}
{'statement': 'Between Kabul and Maputo, the bigger city is Kabul.', 'answer': 'Kabul', 'candidate': 'Maputo'}
{'statement': 'Between San Diego and Maputo, the bigger city is San Diego.', 'answer': 'San Diego', 'candidate': 'Maputo'}
{'statement': 'Between Bogotá and Niamey, the bigger city is Bogotá.', 'answer': 'Bogotá', 'candidate': 'Niamey'}
{'statement': 'Between Yaoundé and Willemstad, the bigger city is Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Willemstad'}
{'statement': 'Between Saint Petersburg and La Paz, the bigger city is Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'La Paz'}
{'statement': 'Between Karachi and Abéché, the bigger city is Karachi.', 'answer': 'Karachi', 'candidate': 'Abéché'}
{'statement': 'Between Lahore and Tashkent, the bigger city is Lahore.', 'answer': 'Lahore', 'candidate': 'Tashkent'}
{'statement': 'Between Denver and Christchurch, the bigger city is Denver.', 'answer': 'Denver', 'candidate': 'Christchurch'}
{'statement': 'Between Lahore and Tauranga, the bigger city is Lahore.', 'answer': 'Lahore', 'candidate': 'Tauranga'}
{'statement': 'Between San Diego and Kathmandu, the bigger city is San Diego.', 'answer': 'San Diego', 'candidate': 'Kathmandu'}
{'statement': 'Between Kunming and Anchorage, the bigger city is Kunming.', 'answer': 'Kunming', 'candidate': 'Anchorage'}
{'statement': 'Between Ürümqi and Lisbon, the bigger city is Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Lisbon'}
{'statement': 'Between Denver and La Paz, the bigger city is Denver.', 'answer': 'Denver', 'candidate': 'La Paz'}
{'statement': 'Between Ho Chi Minh City and Yaoundé, the bigger city is Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Yaoundé'}
{'statement': 'Between London and Caracas, the bigger city is London.', 'answer': 'London', 'candidate': 'Caracas'}
{'statement': 'Between Surabaya and Nakhon Ratchasima, the bigger city is Surabaya.', 'answer': 'Surabaya', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'Between Guadalajara and La Ceiba, the bigger city is Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'La Ceiba'}
{'statement': 'Between Algiers and Ségou, the bigger city is Algiers.', 'answer': 'Algiers', 'candidate': 'Ségou'}
{'statement': 'Between Manila and Erzurum, the bigger city is Manila.', 'answer': 'Manila', 'candidate': 'Erzurum'}
{'statement': 'Between Riyadh and Ushuaia, the bigger city is Riyadh.', 'answer': 'Riyadh', 'candidate': 'Ushuaia'}
{'statement': 'Between Los Angeles and Napier, the bigger city is Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Napier'}
{'statement': 'Between Santiago and Phnom Penh, the bigger city is Santiago.', 'answer': 'Santiago', 'candidate': 'Phnom Penh'}
{'statement': 'Between Dar es Salaam and Wau, the bigger city is Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Wau'}
{'statement': 'Between Nairobi and Albuquerque, the bigger city is Nairobi.', 'answer': 'Nairobi', 'candidate': 'Albuquerque'}
{'statement': 'Between Algiers and Milwaukee, the bigger city is Algiers.', 'answer': 'Algiers', 'candidate': 'Milwaukee'}
{'statement': 'Between Cairo and Viedma, the bigger city is Cairo.', 'answer': 'Cairo', 'candidate': 'Viedma'}
{'statement': 'Between Guadalajara and Lviv, the bigger city is Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Lviv'}
{'statement': 'Between Tampa and El Paso, the bigger city is Tampa.', 'answer': 'Tampa', 'candidate': 'El Paso'}
{'statement': 'Between London and Nouakchott, the bigger city is London.', 'answer': 'London', 'candidate': 'Nouakchott'}
{'statement': 'Between Bogotá and Oslo, the bigger city is Bogotá.', 'answer': 'Bogotá', 'candidate': 'Oslo'}
{'statement': 'Between Ankara and Harare, the bigger city is Ankara.', 'answer': 'Ankara', 'candidate': 'Harare'}
{'statement': 'Between Los Angeles and Bahía Blanca, the bigger city is Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Bahía Blanca'}
{'statement': 'Between Buenos Aires and Djibouti, the bigger city is Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Djibouti'}
{'statement': 'Between Ho Chi Minh City and Yinchuan, the bigger city is Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Yinchuan'}
{'statement': 'Between Melbourne and Baku, the bigger city is Melbourne.', 'answer': 'Melbourne', 'candidate': 'Baku'}
{'statement': 'Between Guadalajara and Upington, the bigger city is Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Upington'}
{'statement': 'Between Lagos and Nakhon Ratchasima, the bigger city is Lagos.', 'answer': 'Lagos', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'Between Alexandria and Niamey, the bigger city is Alexandria.', 'answer': 'Alexandria', 'candidate': 'Niamey'}
{'statement': 'Between Phoenix and Mandalay, the bigger city is Phoenix.', 'answer': 'Phoenix', 'candidate': 'Mandalay'}
{'statement': 'Between Shanghai and Hobart, the bigger city is Shanghai.', 'answer': 'Shanghai', 'candidate': 'Hobart'}
{'statement': 'Between Surabaya and Douala, the bigger city is Surabaya.', 'answer': 'Surabaya', 'candidate': 'Douala'}
{'statement': 'Between Bangkok and Omaha, the bigger city is Bangkok.', 'answer': 'Bangkok', 'candidate': 'Omaha'}
{'statement': 'Between Buenos Aires and Campos do Jordão, the bigger city is Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Campos do Jordão'}
{'statement': 'Between Sydney and Paramaribo, the bigger city is Sydney.', 'answer': 'Sydney', 'candidate': 'Paramaribo'}
{'statement': 'Between Sydney and Pretoria, the bigger city is Sydney.', 'answer': 'Sydney', 'candidate': 'Pretoria'}
{'statement': 'Between Bangkok and Antsiranana, the bigger city is Bangkok.', 'answer': 'Bangkok', 'candidate': 'Antsiranana'}
{'statement': 'Between Hanoi and Hat Yai, the bigger city is Hanoi.', 'answer': 'Hanoi', 'candidate': 'Hat Yai'}
{'statement': 'Between Ho Chi Minh City and Panama City, the bigger city is Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Panama City'}
{'statement': 'Between Paris and Changsha, the bigger city is Paris.', 'answer': 'Paris', 'candidate': 'Changsha'}
{'statement': 'Between Ürümqi and La Paz, the bigger city is Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'La Paz'}
{'statement': 'Between Mexico City and Frankfurt, the bigger city is Mexico City.', 'answer': 'Mexico City', 'candidate': 'Frankfurt'}
{'statement': 'Between Alexandria and Antsiranana, the bigger city is Alexandria.', 'answer': 'Alexandria', 'candidate': 'Antsiranana'}
{'statement': 'Between Karachi and Baghdad, the bigger city is Karachi.', 'answer': 'Karachi', 'candidate': 'Baghdad'}
{'statement': 'Between Ho Chi Minh City and Dar es Salaam, the bigger city is Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Dar es Salaam'}
{'statement': 'Between Dar es Salaam and La Serena, the bigger city is Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'La Serena'}
{'statement': 'Between Saint Petersburg and Goiânia, the bigger city is Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Goiânia'}
{'statement': 'Between Beijing and Monterrey, the bigger city is Beijing.', 'answer': 'Beijing', 'candidate': 'Monterrey'}
{'statement': 'Between Shanghai and Alexandria, the bigger city is Shanghai.', 'answer': 'Shanghai', 'candidate': 'Alexandria'}
{'statement': 'Between Dar es Salaam and Kuopio, the bigger city is Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Kuopio'}
{'statement': 'Between Guadalajara and Bahía Blanca, the bigger city is Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Bahía Blanca'}
{'statement': 'Between Dar es Salaam and Milan, the bigger city is Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Milan'}
{'statement': 'Between Baltimore and Upington, the bigger city is Baltimore.', 'answer': 'Baltimore', 'candidate': 'Upington'}
{'statement': 'Between Kuwait City and Cayenne, the bigger city is Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Cayenne'}
