{'statement': 'Someone is looking for a city with cold weather. Between Córdoba and Abéché, this person should visit Córdoba.', 'answer': 'Córdoba', 'candidate': 'Abéché'}
{'statement': 'Someone is looking for a city with cold weather. Between Suva and Brussels, this person should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Suva'}
{'statement': 'Someone is looking for a city with cold weather. Between Zürich and Riyadh, this person should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Riyadh'}
{'statement': 'Someone is looking for a city with cold weather. Between Garissa and Minneapolis, this person should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Garissa'}
{'statement': 'Someone is looking for a city with cold weather. Between Irkutsk and Beirut, this person should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Beirut'}
{'statement': 'Someone is looking for a city with cold weather. Between Neuquén and Manaus, this person should visit Neuquén.', 'answer': 'Neuquén', 'candidate': 'Manaus'}
{'statement': 'Someone is looking for a city with cold weather. Between Malabo and Sucre, this person should visit Sucre.', 'answer': 'Sucre', 'candidate': 'Malabo'}
{'statement': 'Someone is looking for a city with cold weather. Between Reykjavík and Changsha, this person should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Changsha'}
{'statement': 'Someone is looking for a city with cold weather. Between Calgary and Napier, this person should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Napier'}
{'statement': 'Someone is looking for a city with cold weather. Between Melbourne and Cayenne, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Cayenne'}
{'statement': 'Someone is looking for a city with cold weather. Between Porto Alegre and Murmansk, this person should visit Murmansk.', 'answer': 'Murmansk', 'candidate': 'Porto Alegre'}
{'statement': 'Someone is looking for a city with cold weather. Between Melbourne and Bangkok, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Bangkok'}
{'statement': 'Someone is looking for a city with cold weather. Between Lyon and Bangui, this person should visit Lyon.', 'answer': 'Lyon', 'candidate': 'Bangui'}
{'statement': 'Someone is looking for a city with cold weather. Between Panama City and Lisbon, this person should visit Lisbon.', 'answer': 'Lisbon', 'candidate': 'Panama City'}
{'statement': 'Someone is looking for a city with cold weather. Between Lhasa and Gabès, this person should visit Lhasa.', 'answer': 'Lhasa', 'candidate': 'Gabès'}
{'statement': 'Someone is looking for a city with cold weather. Between Surabaya and Pittsburgh, this person should visit Pittsburgh.', 'answer': 'Pittsburgh', 'candidate': 'Surabaya'}
{'statement': 'Someone is looking for a city with cold weather. Between Santiago and Ségou, this person should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Ségou'}
{'statement': 'Someone is looking for a city with cold weather. Between Berlin and Palembang, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Palembang'}
{'statement': 'Someone is looking for a city with cold weather. Between Palermo and Punta Arenas, this person should visit Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Palermo'}
{'statement': 'Someone is looking for a city with cold weather. Between Entebbe and Novosibirsk, this person should visit Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Entebbe'}
{'statement': 'Someone is looking for a city with cold weather. Between Kuwait City and Lviv, this person should visit Lviv.', 'answer': 'Lviv', 'candidate': 'Kuwait City'}
{'statement': 'Someone is looking for a city with cold weather. Between Pontianak and Moscow, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Pontianak'}
{'statement': 'Someone is looking for a city with cold weather. Between Bujumbura and Lhasa, this person should visit Lhasa.', 'answer': 'Lhasa', 'candidate': 'Bujumbura'}
{'statement': 'Someone is looking for a city with cold weather. Between Damascus and Garissa, this person should visit Damascus.', 'answer': 'Damascus', 'candidate': 'Garissa'}
{'statement': 'Someone is looking for a city with cold weather. Between Hamilton and Dublin, this person should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Hamilton'}
{'statement': 'Someone is looking for a city with cold weather. Between Fairbanks and Entebbe, this person should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Entebbe'}
{'statement': 'Someone is looking for a city with cold weather. Between Lake Havasu City and Ulaanbaatar, this person should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Lake Havasu City'}
{'statement': 'Someone is looking for a city with cold weather. Between Bishkek and La Paz, this person should visit Bishkek.', 'answer': 'Bishkek', 'candidate': 'La Paz'}
{'statement': 'Someone is looking for a city with cold weather. Between Lima and Ushuaia, this person should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Lima'}
{'statement': 'Someone is looking for a city with cold weather. Between Porto Alegre and Kuopio, this person should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Porto Alegre'}
{'statement': 'Someone is looking for a city with cold weather. Between Toliara and Baltimore, this person should visit Baltimore.', 'answer': 'Baltimore', 'candidate': 'Toliara'}
{'statement': 'Someone is looking for a city with cold weather. Between Toamasina and Reykjavík, this person should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Toamasina'}
{'statement': 'Someone is looking for a city with cold weather. Between Guangzhou and Lviv, this person should visit Lviv.', 'answer': 'Lviv', 'candidate': 'Guangzhou'}
{'statement': 'Someone is looking for a city with cold weather. Between Wellington and Cayenne, this person should visit Wellington.', 'answer': 'Wellington', 'candidate': 'Cayenne'}
{'statement': 'Someone is looking for a city with cold weather. Between Johannesburg and Lomé, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Lomé'}
{'statement': 'Someone is looking for a city with cold weather. Between San Juan and Tauranga, this person should visit Tauranga.', 'answer': 'Tauranga', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a city with cold weather. Between Vientiane and Sapporo, this person should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'Vientiane'}
{'statement': 'Someone is looking for a city with cold weather. Between Ottawa and San Juan, this person should visit Ottawa.', 'answer': 'Ottawa', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a city with cold weather. Between Lake Havasu City and Yakutsk, this person should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Lake Havasu City'}
{'statement': 'Someone is looking for a city with cold weather. Between Harare and Bangkok, this person should visit Harare.', 'answer': 'Harare', 'candidate': 'Bangkok'}
{'statement': 'Someone is looking for a city with cold weather. Between Panama City and Quito, this person should visit Quito.', 'answer': 'Quito', 'candidate': 'Panama City'}
{'statement': 'Someone is looking for a city with cold weather. Between Brisbane and Halifax, this person should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Brisbane'}
{'statement': 'Someone is looking for a city with cold weather. Between Milwaukee and Maputo, this person should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Maputo'}
{'statement': 'Someone is looking for a city with cold weather. Between Pontianak and Brussels, this person should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Pontianak'}
{'statement': 'Someone is looking for a city with cold weather. Between Mexico City and Ürümqi, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Mexico City'}
{'statement': 'Someone is looking for a city with cold weather. Between Ulaanbaatar and Bucharest, this person should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Bucharest'}
{'statement': 'Someone is looking for a city with cold weather. Between Brussels and Djibouti, this person should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Djibouti'}
{'statement': 'Someone is looking for a city with cold weather. Between Kabul and Willemstad, this person should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Willemstad'}
{'statement': 'Someone is looking for a city with cold weather. Between Sokoto and Nur-Sultan, this person should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Sokoto'}
{'statement': 'Someone is looking for a city with cold weather. Between Willemstad and Rosario, this person should visit Rosario.', 'answer': 'Rosario', 'candidate': 'Willemstad'}
{'statement': 'Someone is looking for a city with cold weather. Between Tamanrasset and Saskatoon, this person should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Tamanrasset'}
{'statement': 'Someone is looking for a city with cold weather. Between Yinchuan and Bata, this person should visit Yinchuan.', 'answer': 'Yinchuan', 'candidate': 'Bata'}
{'statement': 'Someone is looking for a city with cold weather. Between Juba and Mendoza, this person should visit Mendoza.', 'answer': 'Mendoza', 'candidate': 'Juba'}
{'statement': 'Someone is looking for a city with cold weather. Between Lomé and La Serena, this person should visit La Serena.', 'answer': 'La Serena', 'candidate': 'Lomé'}
{'statement': 'Someone is looking for a city with cold weather. Between Ouahigouya and Neuquén, this person should visit Neuquén.', 'answer': 'Neuquén', 'candidate': 'Ouahigouya'}
{'statement': 'Someone is looking for a city with cold weather. Between Vladivostok and Mombasa, this person should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Mombasa'}
{'statement': 'Someone is looking for a city with cold weather. Between Berlin and Aden, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Aden'}
{'statement': 'Someone is looking for a city with cold weather. Between Mendoza and Darwin, this person should visit Mendoza.', 'answer': 'Mendoza', 'candidate': 'Darwin'}
{'statement': 'Someone is looking for a city with cold weather. Between Djibouti and Lviv, this person should visit Lviv.', 'answer': 'Lviv', 'candidate': 'Djibouti'}
{'statement': 'Someone is looking for a city with cold weather. Between Mandalay and Melbourne, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Mandalay'}
{'statement': 'Someone is looking for a city with cold weather. Between Chicago and Alexandria, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Alexandria'}
{'statement': 'Someone is looking for a city with cold weather. Between Nur-Sultan and Luanda, this person should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Luanda'}
{'statement': 'Someone is looking for a city with cold weather. Between Irkutsk and Nairobi, this person should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Nairobi'}
{'statement': 'Someone is looking for a city with cold weather. Between Campos do Jordão and Phnom Penh, this person should visit Campos do Jordão.', 'answer': 'Campos do Jordão', 'candidate': 'Phnom Penh'}
{'statement': 'Someone is looking for a city with cold weather. Between Minneapolis and Pontianak, this person should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Pontianak'}
{'statement': 'Someone is looking for a city with cold weather. Between Tabora and Nur-Sultan, this person should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Tabora'}
{'statement': 'Someone is looking for a city with cold weather. Between Garissa and Hobart, this person should visit Hobart.', 'answer': 'Hobart', 'candidate': 'Garissa'}
{'statement': 'Someone is looking for a city with cold weather. Between Garoua and Sapporo, this person should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'Garoua'}
{'statement': 'Someone is looking for a city with cold weather. Between Vladivostok and Ségou, this person should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Ségou'}
{'statement': 'Someone is looking for a city with cold weather. Between Kampala and Yinchuan, this person should visit Yinchuan.', 'answer': 'Yinchuan', 'candidate': 'Kampala'}
{'statement': 'Someone is looking for a city with cold weather. Between Monterrey and Yakutsk, this person should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Monterrey'}
{'statement': 'Someone is looking for a city with cold weather. Between Los Angeles and Bergen, this person should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Los Angeles'}
{'statement': 'Someone is looking for a city with cold weather. Between Luanda and Hobart, this person should visit Hobart.', 'answer': 'Hobart', 'candidate': 'Luanda'}
{'statement': 'Someone is looking for a city with cold weather. Between Managua and Sucre, this person should visit Sucre.', 'answer': 'Sucre', 'candidate': 'Managua'}
{'statement': 'Someone is looking for a city with cold weather. Between Cairo and Erzurum, this person should visit Erzurum.', 'answer': 'Erzurum', 'candidate': 'Cairo'}
{'statement': 'Someone is looking for a city with cold weather. Between Nairobi and Panama City, this person should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Panama City'}
{'statement': 'Someone is looking for a city with cold weather. Between Irkutsk and Ho Chi Minh City, this person should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Someone is looking for a city with cold weather. Between Hamilton and Denver, this person should visit Denver.', 'answer': 'Denver', 'candidate': 'Hamilton'}
{'statement': 'Someone is looking for a city with cold weather. Between Djibouti and Minsk, this person should visit Minsk.', 'answer': 'Minsk', 'candidate': 'Djibouti'}
{'statement': 'Someone is looking for a city with cold weather. Between Skopje and Ho Chi Minh City, this person should visit Skopje.', 'answer': 'Skopje', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Someone is looking for a city with cold weather. Between Pittsburgh and Thiès, this person should visit Pittsburgh.', 'answer': 'Pittsburgh', 'candidate': 'Thiès'}
{'statement': 'Someone is looking for a city with cold weather. Between Lagos and London, this person should visit London.', 'answer': 'London', 'candidate': 'Lagos'}
{'statement': 'Someone is looking for a city with cold weather. Between Bata and Baku, this person should visit Baku.', 'answer': 'Baku', 'candidate': 'Bata'}
{'statement': 'Someone is looking for a city with cold weather. Between Podgorica and Garissa, this person should visit Podgorica.', 'answer': 'Podgorica', 'candidate': 'Garissa'}
{'statement': 'Someone is looking for a city with cold weather. Between Ankara and Riyadh, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Riyadh'}
{'statement': 'Someone is looking for a city with cold weather. Between Antofagasta and Kuopio, this person should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Antofagasta'}
{'statement': 'Someone is looking for a city with cold weather. Between La Ceiba and Asmara, this person should visit Asmara.', 'answer': 'Asmara', 'candidate': 'La Ceiba'}
{'statement': 'Someone is looking for a city with cold weather. Between La Paz and Chicago, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'La Paz'}
{'statement': 'Someone is looking for a city with cold weather. Between Neuquén and Hat Yai, this person should visit Neuquén.', 'answer': 'Neuquén', 'candidate': 'Hat Yai'}
{'statement': 'Someone is looking for a city with cold weather. Between Yakutsk and Rosario, this person should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Rosario'}
{'statement': 'Someone is looking for a city with cold weather. Between Ürümqi and Palermo, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Palermo'}
{'statement': 'Someone is looking for a city with cold weather. Between Fukuoka and San Juan, this person should visit Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a city with cold weather. Between Bergen and Ségou, this person should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Ségou'}
{'statement': 'Someone is looking for a city with cold weather. Between Brussels and Dodoma, this person should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Dodoma'}
{'statement': 'Someone is looking for a city with cold weather. Between Milan and Ségou, this person should visit Milan.', 'answer': 'Milan', 'candidate': 'Ségou'}
{'statement': 'Someone is looking for a city with cold weather. Between Berlin and Port Sudan, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Port Sudan'}
{'statement': 'Someone is looking for a city with cold weather. Between San Diego and Ürümqi, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'San Diego'}
{'statement': 'Someone is looking for a city with cold weather. Between Mandalay and Ushuaia, this person should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Mandalay'}
{'statement': 'Someone is looking for a city with cold weather. Between Novosibirsk and Tabora, this person should visit Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Tabora'}
{'statement': 'Someone is looking for a city with cold weather. Between Hobart and Lagos, this person should visit Hobart.', 'answer': 'Hobart', 'candidate': 'Lagos'}
{'statement': 'Someone is looking for a city with cold weather. Between Benghazi and Novosibirsk, this person should visit Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Benghazi'}
{'statement': 'Someone is looking for a city with cold weather. Between La Ceiba and Tauranga, this person should visit Tauranga.', 'answer': 'Tauranga', 'candidate': 'La Ceiba'}
{'statement': 'Someone is looking for a city with cold weather. Between Nur-Sultan and Manila, this person should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Manila'}
{'statement': 'Someone is looking for a city with cold weather. Between Nakhon Ratchasima and Sapporo, this person should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'Someone is looking for a city with cold weather. Between Denver and Toamasina, this person should visit Denver.', 'answer': 'Denver', 'candidate': 'Toamasina'}
{'statement': 'Someone is looking for a city with cold weather. Between Christchurch and Muscat, this person should visit Christchurch.', 'answer': 'Christchurch', 'candidate': 'Muscat'}
{'statement': 'Someone is looking for a city with cold weather. Between Nakhon Ratchasima and Skopje, this person should visit Skopje.', 'answer': 'Skopje', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'Someone is looking for a city with cold weather. Between Belgrade and San Juan, this person should visit Belgrade.', 'answer': 'Belgrade', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a city with cold weather. Between La Paz and Belgrade, this person should visit Belgrade.', 'answer': 'Belgrade', 'candidate': 'La Paz'}
{'statement': 'Someone is looking for a city with cold weather. Between Milwaukee and Aden, this person should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Aden'}
{'statement': 'Someone is looking for a city with cold weather. Between Cabo San Lucas and Saskatoon, this person should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Cabo San Lucas'}
{'statement': 'Someone is looking for a city with cold weather. Between Bujumbura and Pittsburgh, this person should visit Pittsburgh.', 'answer': 'Pittsburgh', 'candidate': 'Bujumbura'}
{'statement': 'Someone is looking for a city with cold weather. Between Fairbanks and Damascus, this person should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Damascus'}
{'statement': 'Someone is looking for a city with cold weather. Between Lhasa and Kampala, this person should visit Lhasa.', 'answer': 'Lhasa', 'candidate': 'Kampala'}
{'statement': 'Someone is looking for a city with cold weather. Between Addis Ababa and Jakarta, this person should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Jakarta'}
{'statement': 'Someone is looking for a city with cold weather. Between Ankara and Mexicali, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Mexicali'}
{'statement': 'Someone is looking for a city with cold weather. Between Suva and Lyon, this person should visit Lyon.', 'answer': 'Lyon', 'candidate': 'Suva'}
{'statement': 'Someone is looking for a city with cold weather. Between Podgorica and Murmansk, this person should visit Murmansk.', 'answer': 'Murmansk', 'candidate': 'Podgorica'}
{'statement': 'Someone is looking for a city with cold weather. Between Algiers and Irkutsk, this person should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Algiers'}
{'statement': 'Someone is looking for a city with cold weather. Between Kano and Tauranga, this person should visit Tauranga.', 'answer': 'Tauranga', 'candidate': 'Kano'}
{'statement': 'Someone is looking for a city with cold weather. Between Tampa and Novosibirsk, this person should visit Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Tampa'}
{'statement': 'Someone is looking for a city with cold weather. Between Boise and San Juan, this person should visit Boise.', 'answer': 'Boise', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a city with cold weather. Between La Ceiba and Neuquén, this person should visit Neuquén.', 'answer': 'Neuquén', 'candidate': 'La Ceiba'}
{'statement': 'Someone is looking for a city with cold weather. Between Managua and Minsk, this person should visit Minsk.', 'answer': 'Minsk', 'candidate': 'Managua'}
{'statement': 'Someone is looking for a city with cold weather. Between Monterrey and Anchorage, this person should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Monterrey'}
{'statement': 'Someone is looking for a city with cold weather. Between Bangkok and Ottawa, this person should visit Ottawa.', 'answer': 'Ottawa', 'candidate': 'Bangkok'}
