{'statement': 'Between Kabul and Changsha, the bigger city is Kabul.', 'answer': 'Kabul', 'candidate': 'Changsha'}
{'statement': 'Between Cairo and Ulaanbaatar, the bigger city is Cairo.', 'answer': 'Cairo', 'candidate': 'Ulaanbaatar'}
{'statement': 'Between Lviv and Beijing, the bigger city is Beijing.', 'answer': 'Beijing', 'candidate': 'Lviv'}
{'statement': 'Between Podgorica and Brisbane, the bigger city is Brisbane.', 'answer': 'Brisbane', 'candidate': 'Podgorica'}
{'statement': 'Between Río Gallegos and Berlin, the bigger city is Berlin.', 'answer': 'Berlin', 'candidate': 'Río Gallegos'}
{'statement': 'Between Moscow and Skopje, the bigger city is Moscow.', 'answer': 'Moscow', 'candidate': 'Skopje'}
{'statement': 'Between Los Angeles and Sacramento, the bigger city is Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Sacramento'}
{'statement': 'Between San Diego and Mendoza, the bigger city is San Diego.', 'answer': 'San Diego', 'candidate': 'Mendoza'}
{'statement': 'Between Kingston and Saint Petersburg, the bigger city is Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Kingston'}
{'statement': 'Between Bucharest and Moscow, the bigger city is Moscow.', 'answer': 'Moscow', 'candidate': 'Bucharest'}
{'statement': 'Between Calgary and Algiers, the bigger city is Algiers.', 'answer': 'Algiers', 'candidate': 'Calgary'}
{'statement': 'Between Tashkent and San Juan, the bigger city is Tashkent.', 'answer': 'Tashkent', 'candidate': 'San Juan'}
{'statement': 'Between Addis Ababa and Christchurch, the bigger city is Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Christchurch'}
{'statement': 'Between Berlin and Mombasa, the bigger city is Berlin.', 'answer': 'Berlin', 'candidate': 'Mombasa'}
{'statement': 'Between Upington and Luanda, the bigger city is Luanda.', 'answer': 'Luanda', 'candidate': 'Upington'}
{'statement': 'Between Cabo San Lucas and Phoenix, the bigger city is Phoenix.', 'answer': 'Phoenix', 'candidate': 'Cabo San Lucas'}
{'statement': 'Between Kabul and Cape Town, the bigger city is Kabul.', 'answer': 'Kabul', 'candidate': 'Cape Town'}
{'statement': 'Between Kano and Sydney, the bigger city is Sydney.', 'answer': 'Sydney', 'candidate': 'Kano'}
{'statement': 'Between Palembang and Johannesburg, the bigger city is Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Palembang'}
{'statement': 'Between Calgary and Chicago, the bigger city is Chicago.', 'answer': 'Chicago', 'candidate': 'Calgary'}
{'statement': 'Between Mumbai and Hamilton, the bigger city is Mumbai.', 'answer': 'Mumbai', 'candidate': 'Hamilton'}
{'statement': 'Between Neuquén and Buenos Aires, the bigger city is Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Neuquén'}
{'statement': 'Between Shanghai and Reykjavík, the bigger city is Shanghai.', 'answer': 'Shanghai', 'candidate': 'Reykjavík'}
{'statement': 'Between Paris and Niamey, the bigger city is Paris.', 'answer': 'Paris', 'candidate': 'Niamey'}
{'statement': 'Between La Paz and Paris, the bigger city is Paris.', 'answer': 'Paris', 'candidate': 'La Paz'}
{'statement': 'Between Surabaya and Ottawa, the bigger city is Surabaya.', 'answer': 'Surabaya', 'candidate': 'Ottawa'}
{'statement': 'Between Rome and Lahore, the bigger city is Lahore.', 'answer': 'Lahore', 'candidate': 'Rome'}
{'statement': 'Between Sydney and Pontianak, the bigger city is Sydney.', 'answer': 'Sydney', 'candidate': 'Pontianak'}
{'statement': 'Between London and Copenhagen, the bigger city is London.', 'answer': 'London', 'candidate': 'Copenhagen'}
{'statement': 'Between Neuquén and Cairo, the bigger city is Cairo.', 'answer': 'Cairo', 'candidate': 'Neuquén'}
{'statement': 'Between Monterrey and Port Moresby, the bigger city is Monterrey.', 'answer': 'Monterrey', 'candidate': 'Port Moresby'}
{'statement': 'Between Surabaya and Makassar, the bigger city is Surabaya.', 'answer': 'Surabaya', 'candidate': 'Makassar'}
{'statement': 'Between Florianópolis and Beijing, the bigger city is Beijing.', 'answer': 'Beijing', 'candidate': 'Florianópolis'}
{'statement': 'Between Lagos and Djibouti, the bigger city is Lagos.', 'answer': 'Lagos', 'candidate': 'Djibouti'}
{'statement': 'Between Kuopio and Manila, the bigger city is Manila.', 'answer': 'Manila', 'candidate': 'Kuopio'}
{'statement': 'Between Yinchuan and Saint Petersburg, the bigger city is Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Yinchuan'}
{'statement': 'Between Shanghai and London, the bigger city is Shanghai.', 'answer': 'Shanghai', 'candidate': 'London'}
{'statement': 'Between Alexandria and Bujumbura, the bigger city is Alexandria.', 'answer': 'Alexandria', 'candidate': 'Bujumbura'}
{'statement': 'Between Thiès and Mexico City, the bigger city is Mexico City.', 'answer': 'Mexico City', 'candidate': 'Thiès'}
{'statement': 'Between Conakry and Jakarta, the bigger city is Jakarta.', 'answer': 'Jakarta', 'candidate': 'Conakry'}
{'statement': 'Between Lagos and San Juan, the bigger city is Lagos.', 'answer': 'Lagos', 'candidate': 'San Juan'}
{'statement': 'Between Nairobi and Gabès, the bigger city is Nairobi.', 'answer': 'Nairobi', 'candidate': 'Gabès'}
{'statement': 'Between Cairo and Tirana, the bigger city is Cairo.', 'answer': 'Cairo', 'candidate': 'Tirana'}
{'statement': 'Between Shanghai and Rangpur, the bigger city is Shanghai.', 'answer': 'Shanghai', 'candidate': 'Rangpur'}
{'statement': 'Between Córdoba and Nairobi, the bigger city is Nairobi.', 'answer': 'Nairobi', 'candidate': 'Córdoba'}
{'statement': 'Between Lahore and Auckland, the bigger city is Lahore.', 'answer': 'Lahore', 'candidate': 'Auckland'}
{'statement': 'Between Santiago and Bratislava, the bigger city is Santiago.', 'answer': 'Santiago', 'candidate': 'Bratislava'}
{'statement': 'Between Melbourne and Willemstad, the bigger city is Melbourne.', 'answer': 'Melbourne', 'candidate': 'Willemstad'}
{'statement': 'Between Bogotá and Fianarantsoa, the bigger city is Bogotá.', 'answer': 'Bogotá', 'candidate': 'Fianarantsoa'}
{'statement': 'Between Irkutsk and Sydney, the bigger city is Sydney.', 'answer': 'Sydney', 'candidate': 'Irkutsk'}
{'statement': 'Between Cairo and Phoenix, the bigger city is Cairo.', 'answer': 'Cairo', 'candidate': 'Phoenix'}
{'statement': 'Between Tauranga and Kano, the bigger city is Kano.', 'answer': 'Kano', 'candidate': 'Tauranga'}
{'statement': 'Between Córdoba and Johannesburg, the bigger city is Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Córdoba'}
{'statement': 'Between London and Tripoli, the bigger city is London.', 'answer': 'London', 'candidate': 'Tripoli'}
{'statement': 'Between Lahore and Caracas, the bigger city is Lahore.', 'answer': 'Lahore', 'candidate': 'Caracas'}
{'statement': 'Between Paris and Berlin, the bigger city is Paris.', 'answer': 'Paris', 'candidate': 'Berlin'}
{'statement': 'Between Garissa and Los Angeles, the bigger city is Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Garissa'}
{'statement': 'Between Toliara and Chicago, the bigger city is Chicago.', 'answer': 'Chicago', 'candidate': 'Toliara'}
{'statement': 'Between Jakarta and Kuwait City, the bigger city is Jakarta.', 'answer': 'Jakarta', 'candidate': 'Kuwait City'}
{'statement': 'Between Buenos Aires and Lyon, the bigger city is Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Lyon'}
{'statement': 'Between Ankara and Canberra, the bigger city is Ankara.', 'answer': 'Ankara', 'candidate': 'Canberra'}
{'statement': 'Between Jakarta and Hanoi, the bigger city is Jakarta.', 'answer': 'Jakarta', 'candidate': 'Hanoi'}
{'statement': 'Between San Diego and Jakarta, the bigger city is Jakarta.', 'answer': 'Jakarta', 'candidate': 'San Diego'}
{'statement': 'Between Berlin and Chicago, the bigger city is Chicago.', 'answer': 'Chicago', 'candidate': 'Berlin'}
{'statement': 'Between Cotonou and Cairo, the bigger city is Cairo.', 'answer': 'Cairo', 'candidate': 'Cotonou'}
{'statement': 'Between Houston and Oslo, the bigger city is Houston.', 'answer': 'Houston', 'candidate': 'Oslo'}
{'statement': 'Between Chicago and Belgrade, the bigger city is Chicago.', 'answer': 'Chicago', 'candidate': 'Belgrade'}
{'statement': 'Between Luanda and Guangzhou, the bigger city is Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Luanda'}
{'statement': 'Between Paris and Bamako, the bigger city is Paris.', 'answer': 'Paris', 'candidate': 'Bamako'}
{'statement': 'Between Johannesburg and Niamey, the bigger city is Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Niamey'}
{'statement': 'Between Pontianak and Riyadh, the bigger city is Riyadh.', 'answer': 'Riyadh', 'candidate': 'Pontianak'}
{'statement': 'Between Kabul and Mahajanga, the bigger city is Kabul.', 'answer': 'Kabul', 'candidate': 'Mahajanga'}
{'statement': 'Between Fianarantsoa and Guadalajara, the bigger city is Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Fianarantsoa'}
{'statement': 'Between Lagos and Skopje, the bigger city is Lagos.', 'answer': 'Lagos', 'candidate': 'Skopje'}
{'statement': 'Between Dar es Salaam and London, the bigger city is London.', 'answer': 'London', 'candidate': 'Dar es Salaam'}
{'statement': 'Between Oslo and Tampa, the bigger city is Tampa.', 'answer': 'Tampa', 'candidate': 'Oslo'}
{'statement': 'Between Irkutsk and Moscow, the bigger city is Moscow.', 'answer': 'Moscow', 'candidate': 'Irkutsk'}
{'statement': 'Between Ho Chi Minh City and Ulaanbaatar, the bigger city is Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Ulaanbaatar'}
{'statement': 'Between Mumbai and Sapporo, the bigger city is Mumbai.', 'answer': 'Mumbai', 'candidate': 'Sapporo'}
{'statement': 'Between Skopje and Bogotá, the bigger city is Bogotá.', 'answer': 'Bogotá', 'candidate': 'Skopje'}
{'statement': 'Between Calgary and San Diego, the bigger city is San Diego.', 'answer': 'San Diego', 'candidate': 'Calgary'}
{'statement': 'Between Lomé and Karachi, the bigger city is Karachi.', 'answer': 'Karachi', 'candidate': 'Lomé'}
{'statement': 'Between Rome and Zagreb, the bigger city is Rome.', 'answer': 'Rome', 'candidate': 'Zagreb'}
{'statement': 'Between Ürümqi and Nur-Sultan, the bigger city is Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Nur-Sultan'}
{'statement': 'Between Lyon and Johannesburg, the bigger city is Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Lyon'}
{'statement': 'Between Beirut and Moscow, the bigger city is Moscow.', 'answer': 'Moscow', 'candidate': 'Beirut'}
{'statement': 'Between Ürümqi and Niamey, the bigger city is Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Niamey'}
{'statement': 'Between Makassar and Hanoi, the bigger city is Hanoi.', 'answer': 'Hanoi', 'candidate': 'Makassar'}
{'statement': 'Between Tashkent and Baghdad, the bigger city is Baghdad.', 'answer': 'Baghdad', 'candidate': 'Tashkent'}
{'statement': 'Between Ho Chi Minh City and Ankara, the bigger city is Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Ankara'}
{'statement': 'Between Mendoza and Ankara, the bigger city is Ankara.', 'answer': 'Ankara', 'candidate': 'Mendoza'}
{'statement': 'Between Riyadh and Punta Arenas, the bigger city is Riyadh.', 'answer': 'Riyadh', 'candidate': 'Punta Arenas'}
{'statement': 'Between La Paz and Rome, the bigger city is Rome.', 'answer': 'Rome', 'candidate': 'La Paz'}
{'statement': 'Between Albuquerque and Melbourne, the bigger city is Melbourne.', 'answer': 'Melbourne', 'candidate': 'Albuquerque'}
{'statement': 'Between Skopje and Phoenix, the bigger city is Phoenix.', 'answer': 'Phoenix', 'candidate': 'Skopje'}
{'statement': 'Between Guangzhou and Kingston, the bigger city is Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Kingston'}
{'statement': 'Between Palembang and Bangkok, the bigger city is Bangkok.', 'answer': 'Bangkok', 'candidate': 'Palembang'}
{'statement': 'Between Harare and Buenos Aires, the bigger city is Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Harare'}
{'statement': 'Between Nakhon Ratchasima and Ankara, the bigger city is Ankara.', 'answer': 'Ankara', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'Between Beijing and Kampala, the bigger city is Beijing.', 'answer': 'Beijing', 'candidate': 'Kampala'}
