{'statement': "You don't like cheap restaurants. Between Mt Everest Restaurant and Sizzlers, you should go to Mt Everest Restaurant.", 'answer': 'Mt Everest Restaurant', 'candidate': 'Sizzlers'}
{'statement': "You don't like cheap restaurants. Between Taste of Greek Cuisine and Falafel Hut Village, you should go to Taste of Greek Cuisine.", 'answer': 'Taste of Greek Cuisine', 'candidate': 'Falafel Hut Village'}
{'statement': "You don't like cheap restaurants. Between Tik Talk Cafe and Pho 88, you should go to Tik Talk Cafe.", 'answer': 'Tik Talk Cafe', 'candidate': 'Pho 88'}
{'statement': "You don't like cheap restaurants. Between Branca and Kairali - Taste of Kerala, you should go to Branca.", 'answer': 'Branca', 'candidate': 'Kairali - Taste of Kerala'}
{'statement': "You don't like cheap restaurants. Between Viccino Pizzeria and Chick Fiesta, you should go to Viccino Pizzeria.", 'answer': 'Viccino Pizzeria', 'candidate': 'Chick Fiesta'}
{'statement': "You don't like cheap restaurants. Between Sizzlers and Cantine Bar & Grill, you should go to Cantine Bar & Grill.", 'answer': 'Cantine Bar & Grill', 'candidate': 'Sizzlers'}
{'statement': "You don't like cheap restaurants. Between Ciao Europa wine bar and Villa Madina, you should go to Ciao Europa wine bar.", 'answer': 'Ciao Europa wine bar', 'candidate': 'Villa Madina'}
{'statement': "You don't like cheap restaurants. Between Cantine Bar & Grill and The Empire, you should go to Cantine Bar & Grill.", 'answer': 'Cantine Bar & Grill', 'candidate': 'The Empire'}
{'statement': "You don't like cheap restaurants. Between Just Soups Take Out & Catering and Harry's Char Broil & Dining Lounge, you should go to Harry's Char Broil & Dining Lounge.", 'answer': "Harry's Char Broil & Dining Lounge", 'candidate': 'Just Soups Take Out & Catering'}
{'statement': "You don't like cheap restaurants. Between Big Al's Diner and Ici Bistro, you should go to Ici Bistro.", 'answer': 'Ici Bistro', 'candidate': "Big Al's Diner"}
{'statement': "You don't like cheap restaurants. Between Fit For Life and Sheriff Broaster Chicken, you should go to Sheriff Broaster Chicken.", 'answer': 'Sheriff Broaster Chicken', 'candidate': 'Fit For Life'}
{'statement': "You don't like cheap restaurants. Between Tik Talk Cafe and Aris Place, you should go to Tik Talk Cafe.", 'answer': 'Tik Talk Cafe', 'candidate': 'Aris Place'}
{'statement': "You don't like cheap restaurants. Between Le Papillon Park and Shawarma Twist, you should go to Le Papillon Park.", 'answer': 'Le Papillon Park', 'candidate': 'Shawarma Twist'}
{'statement': "You don't like cheap restaurants. Between Pho 88 and Topham Corner, you should go to Topham Corner.", 'answer': 'Topham Corner', 'candidate': 'Pho 88'}
{'statement': "You don't like cheap restaurants. Between Villa Madina and Hapa Toronto, you should go to Hapa Toronto.", 'answer': 'Hapa Toronto', 'candidate': 'Villa Madina'}
{'statement': "You don't like cheap restaurants. Between Oxygen Restaurant & Lounge and The Coffee Pocket, you should go to Oxygen Restaurant & Lounge.", 'answer': 'Oxygen Restaurant & Lounge', 'candidate': 'The Coffee Pocket'}
{'statement': "You don't like cheap restaurants. Between Watson's and Supermodel Pizza, you should go to Watson's.", 'answer': "Watson's", 'candidate': 'Supermodel Pizza'}
{'statement': "You don't like cheap restaurants. Between Pasta Pantry and Cafe Jules, you should go to Pasta Pantry.", 'answer': 'Pasta Pantry', 'candidate': 'Cafe Jules'}
{'statement': "You don't like cheap restaurants. Between Thompson Rooftop and Le Papillon Park, you should go to Thompson Rooftop.", 'answer': 'Thompson Rooftop', 'candidate': 'Le Papillon Park'}
{'statement': "You don't like cheap restaurants. Between Nutella Cafe by Pusateri's and Tim Hortons, you should go to Nutella Cafe by Pusateri's.", 'answer': "Nutella Cafe by Pusateri's", 'candidate': 'Tim Hortons'}
{'statement': "You don't like cheap restaurants. Between Sushi World and Marcello’s pizzeria, you should go to Marcello’s pizzeria.", 'answer': 'Marcello’s pizzeria', 'candidate': 'Sushi World'}
{'statement': "You don't like cheap restaurants. Between Basil Express Restaurant and Branca, you should go to Branca.", 'answer': 'Branca', 'candidate': 'Basil Express Restaurant'}
{'statement': "You don't like cheap restaurants. Between Mi Mi Restaurant and Sushi Shop, you should go to Sushi Shop.", 'answer': 'Sushi Shop', 'candidate': 'Mi Mi Restaurant'}
{'statement': "You don't like cheap restaurants. Between Madras Pantry and Paradise Farms Prime Beef Bistro, you should go to Paradise Farms Prime Beef Bistro.", 'answer': 'Paradise Farms Prime Beef Bistro', 'candidate': 'Madras Pantry'}
{'statement': "You don't like cheap restaurants. Between Popeyes Louisiana Kitchen and Pizza Pizza, you should go to Popeyes Louisiana Kitchen.", 'answer': 'Popeyes Louisiana Kitchen', 'candidate': 'Pizza Pizza'}
{'statement': "You don't like cheap restaurants. Between Mirage Grill & Lounge and Beryl's Pepper Pot, you should go to Mirage Grill & Lounge.", 'answer': 'Mirage Grill & Lounge', 'candidate': "Beryl's Pepper Pot"}
{'statement': "You don't like cheap restaurants. Between Lahore Grill & Fast Food and Lebanese Bakery, you should go to Lebanese Bakery.", 'answer': 'Lebanese Bakery', 'candidate': 'Lahore Grill & Fast Food'}
{'statement': "You don't like cheap restaurants. Between Domino's Pizza and Nutella Cafe by Pusateri's, you should go to Nutella Cafe by Pusateri's.", 'answer': "Nutella Cafe by Pusateri's", 'candidate': "Domino's Pizza"}
{'statement': "You don't like cheap restaurants. Between Thompson Rooftop and Kim PO Vietnamese, you should go to Thompson Rooftop.", 'answer': 'Thompson Rooftop', 'candidate': 'Kim PO Vietnamese'}
{'statement': "You don't like cheap restaurants. Between Tim Hortons and Pasta Pantry, you should go to Pasta Pantry.", 'answer': 'Pasta Pantry', 'candidate': 'Tim Hortons'}
{'statement': "You don't like cheap restaurants. Between Breakfast Room and Verona Restaurant, you should go to Verona Restaurant.", 'answer': 'Verona Restaurant', 'candidate': 'Breakfast Room'}
{'statement': "You don't like cheap restaurants. Between Juice & Java Cafe and The Empire, you should go to Juice & Java Cafe.", 'answer': 'Juice & Java Cafe', 'candidate': 'The Empire'}
{'statement': "You don't like cheap restaurants. Between Milo's Pita and Mysteriously Yours Dinner Theatre, you should go to Mysteriously Yours Dinner Theatre.", 'answer': 'Mysteriously Yours Dinner Theatre', 'candidate': "Milo's Pita"}
{'statement': "You don't like cheap restaurants. Between Supermodel Pizza and Edible Arrangements, you should go to Edible Arrangements.", 'answer': 'Edible Arrangements', 'candidate': 'Supermodel Pizza'}
{'statement': "You don't like cheap restaurants. Between Cafe Jules and Oxygen Restaurant & Lounge, you should go to Oxygen Restaurant & Lounge.", 'answer': 'Oxygen Restaurant & Lounge', 'candidate': 'Cafe Jules'}
{'statement': "You don't like cheap restaurants. Between Villa Madina and 9 Restaurant, you should go to 9 Restaurant.", 'answer': '9 Restaurant', 'candidate': 'Villa Madina'}
{'statement': "You don't like cheap restaurants. Between Cafe Jules and Bao Bao Plus Dim Sum, you should go to Bao Bao Plus Dim Sum.", 'answer': 'Bao Bao Plus Dim Sum', 'candidate': 'Cafe Jules'}
{'statement': "You don't like cheap restaurants. Between Galata Cafe and Kibo Sushi House, you should go to Galata Cafe.", 'answer': 'Galata Cafe', 'candidate': 'Kibo Sushi House'}
{'statement': "You don't like cheap restaurants. Between Thompson Rooftop and Just Soups Take Out & Catering, you should go to Thompson Rooftop.", 'answer': 'Thompson Rooftop', 'candidate': 'Just Soups Take Out & Catering'}
{'statement': "You don't like cheap restaurants. Between Villa Madina and Viccino Pizzeria, you should go to Viccino Pizzeria.", 'answer': 'Viccino Pizzeria', 'candidate': 'Villa Madina'}
{'statement': "You don't like cheap restaurants. Between Druxy's Famous Deli and Maurya East Indian Roti, you should go to Maurya East Indian Roti.", 'answer': 'Maurya East Indian Roti', 'candidate': "Druxy's Famous Deli"}
{'statement': "You don't like cheap restaurants. Between La Cocina De Dona Luz and Just Soups Take Out & Catering, you should go to La Cocina De Dona Luz.", 'answer': 'La Cocina De Dona Luz', 'candidate': 'Just Soups Take Out & Catering'}
{'statement': "You don't like cheap restaurants. Between Branca and Top Sushi, you should go to Branca.", 'answer': 'Branca', 'candidate': 'Top Sushi'}
{'statement': "You don't like cheap restaurants. Between Warung Indonesia D'Eglinton and Queen Slice, you should go to Warung Indonesia D'Eglinton.", 'answer': "Warung Indonesia D'Eglinton", 'candidate': 'Queen Slice'}
{'statement': "You don't like cheap restaurants. Between KFC and Milestones Restaurants, you should go to Milestones Restaurants.", 'answer': 'Milestones Restaurants', 'candidate': 'KFC'}
{'statement': "You don't like cheap restaurants. Between Evoo Ristorante and Mövenpick Café, you should go to Evoo Ristorante.", 'answer': 'Evoo Ristorante', 'candidate': 'Mövenpick Café'}
{'statement': "You don't like cheap restaurants. Between Viccino Pizzeria and Green Room, you should go to Viccino Pizzeria.", 'answer': 'Viccino Pizzeria', 'candidate': 'Green Room'}
{'statement': "You don't like cheap restaurants. Between Queen Pita and Branca, you should go to Branca.", 'answer': 'Branca', 'candidate': 'Queen Pita'}
{'statement': "You don't like cheap restaurants. Between Farmacia Health Bar and Ici Bistro, you should go to Ici Bistro.", 'answer': 'Ici Bistro', 'candidate': 'Farmacia Health Bar'}
{'statement': "You don't like cheap restaurants. Between Basha Middle Eastern Grill and Oxygen Restaurant & Lounge, you should go to Oxygen Restaurant & Lounge.", 'answer': 'Oxygen Restaurant & Lounge', 'candidate': 'Basha Middle Eastern Grill'}
{'statement': "You don't like cheap restaurants. Between Mi Mi Restaurant and Evoo Ristorante, you should go to Evoo Ristorante.", 'answer': 'Evoo Ristorante', 'candidate': 'Mi Mi Restaurant'}
{'statement': "You don't like cheap restaurants. Between Magic Oven and Just Soups Take Out & Catering, you should go to Magic Oven.", 'answer': 'Magic Oven', 'candidate': 'Just Soups Take Out & Catering'}
{'statement': "You don't like cheap restaurants. Between Goldstone Noodle Restaurant and Piper's Pub And Grill, you should go to Piper's Pub And Grill.", 'answer': "Piper's Pub And Grill", 'candidate': 'Goldstone Noodle Restaurant'}
{'statement': "You don't like cheap restaurants. Between Evoo Ristorante and Verona Restaurant, you should go to Evoo Ristorante.", 'answer': 'Evoo Ristorante', 'candidate': 'Verona Restaurant'}
{'statement': "You don't like cheap restaurants. Between Cafe Jules and Banjara Indian Cuisine, you should go to Banjara Indian Cuisine.", 'answer': 'Banjara Indian Cuisine', 'candidate': 'Cafe Jules'}
{'statement': "You don't like cheap restaurants. Between Paradise Farms Prime Beef Bistro and Smoke's Weinerie, you should go to Paradise Farms Prime Beef Bistro.", 'answer': 'Paradise Farms Prime Beef Bistro', 'candidate': "Smoke's Weinerie"}
{'statement': "You don't like cheap restaurants. Between Shawarma Twist and Mövenpick Café, you should go to Mövenpick Café.", 'answer': 'Mövenpick Café', 'candidate': 'Shawarma Twist'}
{'statement': "You don't like cheap restaurants. Between Harry's Char Broil & Dining Lounge and Branca, you should go to Branca.", 'answer': 'Branca', 'candidate': "Harry's Char Broil & Dining Lounge"}
{'statement': "You don't like cheap restaurants. Between Mirage Grill & Lounge and Sheriff Broaster Chicken, you should go to Mirage Grill & Lounge.", 'answer': 'Mirage Grill & Lounge', 'candidate': 'Sheriff Broaster Chicken'}
{'statement': "You don't like cheap restaurants. Between Helena's Magic Kitchen and Mirage Grill & Lounge, you should go to Mirage Grill & Lounge.", 'answer': 'Mirage Grill & Lounge', 'candidate': "Helena's Magic Kitchen"}
{'statement': "You don't like cheap restaurants. Between Warung Indonesia D'Eglinton and Druxy's Famous Deli, you should go to Warung Indonesia D'Eglinton.", 'answer': "Warung Indonesia D'Eglinton", 'candidate': "Druxy's Famous Deli"}
{'statement': "You don't like cheap restaurants. Between Le Papillon Park and Cafe Jules, you should go to Le Papillon Park.", 'answer': 'Le Papillon Park', 'candidate': 'Cafe Jules'}
{'statement': "You don't like cheap restaurants. Between Sushi Shop and Galata Cafe, you should go to Galata Cafe.", 'answer': 'Galata Cafe', 'candidate': 'Sushi Shop'}
{'statement': "You don't like cheap restaurants. Between Cafe Jules and Pisco 1641, you should go to Pisco 1641.", 'answer': 'Pisco 1641', 'candidate': 'Cafe Jules'}
{'statement': "You don't like cheap restaurants. Between Edible Arrangements and Modo Mio Italian Bistro, you should go to Edible Arrangements.", 'answer': 'Edible Arrangements', 'candidate': 'Modo Mio Italian Bistro'}
{'statement': "You don't like cheap restaurants. Between McDonald's and Verona Restaurant, you should go to Verona Restaurant.", 'answer': 'Verona Restaurant', 'candidate': "McDonald's"}
{'statement': "You don't like cheap restaurants. Between Mysteriously Yours Dinner Theatre and The Duke of Devon, you should go to Mysteriously Yours Dinner Theatre.", 'answer': 'Mysteriously Yours Dinner Theatre', 'candidate': 'The Duke of Devon'}
{'statement': "You don't like cheap restaurants. Between Oxygen Restaurant & Lounge and Big Al's Diner, you should go to Oxygen Restaurant & Lounge.", 'answer': 'Oxygen Restaurant & Lounge', 'candidate': "Big Al's Diner"}
{'statement': "You don't like cheap restaurants. Between Druxy's Famous Deli and Farmacia Health Bar, you should go to Farmacia Health Bar.", 'answer': 'Farmacia Health Bar', 'candidate': "Druxy's Famous Deli"}
{'statement': "You don't like cheap restaurants. Between Banjara Indian Cuisine and Tim Hortons, you should go to Banjara Indian Cuisine.", 'answer': 'Banjara Indian Cuisine', 'candidate': 'Tim Hortons'}
{'statement': "You don't like cheap restaurants. Between Bonne Journee and Kairali - Taste of Kerala, you should go to Kairali - Taste of Kerala.", 'answer': 'Kairali - Taste of Kerala', 'candidate': 'Bonne Journee'}
{'statement': "You don't like cheap restaurants. Between Dinah's Cupboard and Modo Mio Italian Bistro, you should go to Dinah's Cupboard.", 'answer': "Dinah's Cupboard", 'candidate': 'Modo Mio Italian Bistro'}
{'statement': "You don't like cheap restaurants. Between Sky Dragon Chinese Restaurant and Bake Island, you should go to Sky Dragon Chinese Restaurant.", 'answer': 'Sky Dragon Chinese Restaurant', 'candidate': 'Bake Island'}
{'statement': "You don't like cheap restaurants. Between To-ne Sushi and Mysteriously Yours Dinner Theatre, you should go to Mysteriously Yours Dinner Theatre.", 'answer': 'Mysteriously Yours Dinner Theatre', 'candidate': 'To-ne Sushi'}
{'statement': "You don't like cheap restaurants. Between Freshii and Big Al's Diner, you should go to Freshii.", 'answer': 'Freshii', 'candidate': "Big Al's Diner"}
{'statement': "You don't like cheap restaurants. Between The Empire and Harvey's, you should go to Harvey's.", 'answer': "Harvey's", 'candidate': 'The Empire'}
{'statement': "You don't like cheap restaurants. Between EJ Sushi and Chick Fiesta, you should go to EJ Sushi.", 'answer': 'EJ Sushi', 'candidate': 'Chick Fiesta'}
{'statement': "You don't like cheap restaurants. Between 9 Restaurant and Mi Mi Restaurant, you should go to 9 Restaurant.", 'answer': '9 Restaurant', 'candidate': 'Mi Mi Restaurant'}
{'statement': "You don't like cheap restaurants. Between Eastern legend and Paradise Farms Prime Beef Bistro, you should go to Paradise Farms Prime Beef Bistro.", 'answer': 'Paradise Farms Prime Beef Bistro', 'candidate': 'Eastern legend'}
{'statement': "You don't like cheap restaurants. Between Shawarma Twist and Freshii, you should go to Freshii.", 'answer': 'Freshii', 'candidate': 'Shawarma Twist'}
{'statement': "You don't like cheap restaurants. Between McDonald's and Breakfast Room, you should go to Breakfast Room.", 'answer': 'Breakfast Room', 'candidate': "McDonald's"}
{'statement': "You don't like cheap restaurants. Between Magic Oven and Cake Opera, you should go to Cake Opera.", 'answer': 'Cake Opera', 'candidate': 'Magic Oven'}
{'statement': "You don't like cheap restaurants. Between It's All Grk and Sushi World, you should go to It's All Grk.", 'answer': "It's All Grk", 'candidate': 'Sushi World'}
{'statement': "You don't like cheap restaurants. Between Fit For Life and The Duke of Devon, you should go to The Duke of Devon.", 'answer': 'The Duke of Devon', 'candidate': 'Fit For Life'}
{'statement': "You don't like cheap restaurants. Between Grappa Ristorante and Mysteriously Yours Dinner Theatre, you should go to Mysteriously Yours Dinner Theatre.", 'answer': 'Mysteriously Yours Dinner Theatre', 'candidate': 'Grappa Ristorante'}
{'statement': "You don't like cheap restaurants. Between Evoo Ristorante and 9 Restaurant, you should go to Evoo Ristorante.", 'answer': 'Evoo Ristorante', 'candidate': '9 Restaurant'}
{'statement': "You don't like cheap restaurants. Between Sichuan Landscape Chinese Restaurant and Hina Sushi, you should go to Sichuan Landscape Chinese Restaurant.", 'answer': 'Sichuan Landscape Chinese Restaurant', 'candidate': 'Hina Sushi'}
{'statement': "You don't like cheap restaurants. Between Galata Cafe and Paradise Farms Prime Beef Bistro, you should go to Galata Cafe.", 'answer': 'Galata Cafe', 'candidate': 'Paradise Farms Prime Beef Bistro'}
{'statement': "You don't like cheap restaurants. Between Nutella Cafe by Pusateri's and Pho 88, you should go to Nutella Cafe by Pusateri's.", 'answer': "Nutella Cafe by Pusateri's", 'candidate': 'Pho 88'}
{'statement': "You don't like cheap restaurants. Between Chipotle Mexican Grill and Sizzlers, you should go to Chipotle Mexican Grill.", 'answer': 'Chipotle Mexican Grill', 'candidate': 'Sizzlers'}
{'statement': "You don't like cheap restaurants. Between Sichuan Landscape Chinese Restaurant and Oxygen Restaurant & Lounge, you should go to Oxygen Restaurant & Lounge.", 'answer': 'Oxygen Restaurant & Lounge', 'candidate': 'Sichuan Landscape Chinese Restaurant'}
{'statement': "You don't like cheap restaurants. Between Farmacia Health Bar and Bake Island, you should go to Farmacia Health Bar.", 'answer': 'Farmacia Health Bar', 'candidate': 'Bake Island'}
{'statement': "You don't like cheap restaurants. Between Cafe Jules and Hina Sushi, you should go to Hina Sushi.", 'answer': 'Hina Sushi', 'candidate': 'Cafe Jules'}
{'statement': "You don't like cheap restaurants. Between St. Clair Shawarma and Falafel and Popeyes Louisiana Kitchen, you should go to Popeyes Louisiana Kitchen.", 'answer': 'Popeyes Louisiana Kitchen', 'candidate': 'St. Clair Shawarma and Falafel'}
{'statement': "You don't like cheap restaurants. Between Piper's Pub And Grill and Sweet Jesus, you should go to Piper's Pub And Grill.", 'answer': "Piper's Pub And Grill", 'candidate': 'Sweet Jesus'}
{'statement': "You don't like cheap restaurants. Between Aris Place and Pasta Pantry, you should go to Pasta Pantry.", 'answer': 'Pasta Pantry', 'candidate': 'Aris Place'}
{'statement': "You don't like cheap restaurants. Between Lahore Grill & Fast Food and Dinah's Cupboard, you should go to Dinah's Cupboard.", 'answer': "Dinah's Cupboard", 'candidate': 'Lahore Grill & Fast Food'}
{'statement': "You don't like cheap restaurants. Between Kim PO Vietnamese and Ici Bistro, you should go to Ici Bistro.", 'answer': 'Ici Bistro', 'candidate': 'Kim PO Vietnamese'}
{'statement': "You don't like cheap restaurants. Between Taste of Greek Cuisine and Sichuan Landscape Chinese Restaurant, you should go to Sichuan Landscape Chinese Restaurant.", 'answer': 'Sichuan Landscape Chinese Restaurant', 'candidate': 'Taste of Greek Cuisine'}
{'statement': "You don't like cheap restaurants. Between Supermodel Pizza and It's All Grk, you should go to It's All Grk.", 'answer': "It's All Grk", 'candidate': 'Supermodel Pizza'}
{'statement': "You don't like cheap restaurants. Between Cake Opera and Just Soups Take Out & Catering, you should go to Cake Opera.", 'answer': 'Cake Opera', 'candidate': 'Just Soups Take Out & Catering'}
{'statement': "You don't like cheap restaurants. Between Green Grotto and Pho 88, you should go to Green Grotto.", 'answer': 'Green Grotto', 'candidate': 'Pho 88'}
{'statement': "You don't like cheap restaurants. Between Banjara Indian Cuisine and Edible Arrangements, you should go to Edible Arrangements.", 'answer': 'Edible Arrangements', 'candidate': 'Banjara Indian Cuisine'}
{'statement': "You don't like cheap restaurants. Between Just Soups Take Out & Catering and Assembly Chef's Hall, you should go to Assembly Chef's Hall.", 'answer': "Assembly Chef's Hall", 'candidate': 'Just Soups Take Out & Catering'}
{'statement': "You don't like cheap restaurants. Between Shawarma Twist and Viccino Pizzeria, you should go to Viccino Pizzeria.", 'answer': 'Viccino Pizzeria', 'candidate': 'Shawarma Twist'}
{'statement': "You don't like cheap restaurants. Between Sichuan Landscape Chinese Restaurant and Watson's, you should go to Sichuan Landscape Chinese Restaurant.", 'answer': 'Sichuan Landscape Chinese Restaurant', 'candidate': "Watson's"}
{'statement': "You don't like cheap restaurants. Between Verona Restaurant and Aroma Espresso Bar, you should go to Verona Restaurant.", 'answer': 'Verona Restaurant', 'candidate': 'Aroma Espresso Bar'}
{'statement': "You don't like cheap restaurants. Between Madras Pantry and Kim PO Vietnamese, you should go to Kim PO Vietnamese.", 'answer': 'Kim PO Vietnamese', 'candidate': 'Madras Pantry'}
{'statement': "You don't like cheap restaurants. Between Sky Dragon Chinese Restaurant and Madras Pantry, you should go to Sky Dragon Chinese Restaurant.", 'answer': 'Sky Dragon Chinese Restaurant', 'candidate': 'Madras Pantry'}
{'statement': "You don't like cheap restaurants. Between Cantine Bar & Grill and Pizza Pizza, you should go to Cantine Bar & Grill.", 'answer': 'Cantine Bar & Grill', 'candidate': 'Pizza Pizza'}
{'statement': "You don't like cheap restaurants. Between Top Sushi and JJ Bean, you should go to JJ Bean.", 'answer': 'JJ Bean', 'candidate': 'Top Sushi'}
{'statement': "You don't like cheap restaurants. Between Queen Pita and Kibo Sushi House, you should go to Kibo Sushi House.", 'answer': 'Kibo Sushi House', 'candidate': 'Queen Pita'}
{'statement': "You don't like cheap restaurants. Between Hina Sushi and McDonald's, you should go to Hina Sushi.", 'answer': 'Hina Sushi', 'candidate': "McDonald's"}
{'statement': "You don't like cheap restaurants. Between McDonald's and Adega Restaurante, you should go to Adega Restaurante.", 'answer': 'Adega Restaurante', 'candidate': "McDonald's"}
{'statement': "You don't like cheap restaurants. Between Freshii and Ici Bistro, you should go to Ici Bistro.", 'answer': 'Ici Bistro', 'candidate': 'Freshii'}
{'statement': "You don't like cheap restaurants. Between Thompson Rooftop and EJ Sushi, you should go to Thompson Rooftop.", 'answer': 'Thompson Rooftop', 'candidate': 'EJ Sushi'}
{'statement': "You don't like cheap restaurants. Between New Bilan Restaurant and Magic Oven, you should go to Magic Oven.", 'answer': 'Magic Oven', 'candidate': 'New Bilan Restaurant'}
{'statement': "You don't like cheap restaurants. Between Ici Bistro and JJ Bean, you should go to Ici Bistro.", 'answer': 'Ici Bistro', 'candidate': 'JJ Bean'}
{'statement': "You don't like cheap restaurants. Between Carole's Cheesecake Cafe and Mamma's Pizza, you should go to Carole's Cheesecake Cafe.", 'answer': "Carole's Cheesecake Cafe", 'candidate': "Mamma's Pizza"}
{'statement': "You don't like cheap restaurants. Between Kibo Sushi House and Big Al's Diner, you should go to Kibo Sushi House.", 'answer': 'Kibo Sushi House', 'candidate': "Big Al's Diner"}
{'statement': "You don't like cheap restaurants. Between KFC and Harvey's, you should go to Harvey's.", 'answer': "Harvey's", 'candidate': 'KFC'}
{'statement': "You don't like cheap restaurants. Between Bagel Nash and Sky Dragon Chinese Restaurant, you should go to Sky Dragon Chinese Restaurant.", 'answer': 'Sky Dragon Chinese Restaurant', 'candidate': 'Bagel Nash'}
