{'statement': 'Someone is looking for a big city to visit. Between Guadalajara and Kansas City, this person should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Kansas City'}
{'statement': 'Someone is looking for a big city to visit. Between Mexico City and Tripoli, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Tripoli'}
{'statement': 'Someone is looking for a big city to visit. Between Baghdad and Almaty, this person should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Almaty'}
{'statement': 'Someone is looking for a big city to visit. Between Buenos Aires and Almaty, this person should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Almaty'}
{'statement': 'Someone is looking for a big city to visit. Between Luanda and Minneapolis, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Minneapolis'}
{'statement': 'Someone is looking for a big city to visit. Between Rome and Oslo, this person should visit Rome.', 'answer': 'Rome', 'candidate': 'Oslo'}
{'statement': 'Someone is looking for a big city to visit. Between Guangzhou and Dodoma, this person should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Dodoma'}
{'statement': 'Someone is looking for a big city to visit. Between Phoenix and Bergen, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Bergen'}
{'statement': 'Someone is looking for a big city to visit. Between Nairobi and Bahía Blanca, this person should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Bahía Blanca'}
{'statement': 'Someone is looking for a big city to visit. Between Johannesburg and Makassar, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Makassar'}
{'statement': 'Someone is looking for a big city to visit. Between Bangkok and Muscat, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Muscat'}
{'statement': 'Someone is looking for a big city to visit. Between Paris and Makassar, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Makassar'}
{'statement': 'Someone is looking for a big city to visit. Between Los Angeles and Cotonou, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Cotonou'}
{'statement': 'Someone is looking for a big city to visit. Between Dar es Salaam and Phoenix, this person should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Phoenix'}
{'statement': 'Someone is looking for a big city to visit. Between Shanghai and Bujumbura, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Bujumbura'}
{'statement': 'Someone is looking for a big city to visit. Between Baku and La Serena, this person should visit Baku.', 'answer': 'Baku', 'candidate': 'La Serena'}
{'statement': 'Someone is looking for a big city to visit. Between Riyadh and Palmerston North, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Palmerston North'}
{'statement': 'Someone is looking for a big city to visit. Between Surabaya and Podgorica, this person should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Podgorica'}
{'statement': 'Someone is looking for a big city to visit. Between Shanghai and Denver, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Denver'}
{'statement': 'Someone is looking for a big city to visit. Between Nairobi and Lhasa, this person should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Lhasa'}
{'statement': 'Someone is looking for a big city to visit. Between Douala and Zürich, this person should visit Douala.', 'answer': 'Douala', 'candidate': 'Zürich'}
{'statement': 'Someone is looking for a big city to visit. Between Lahore and Mahajanga, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Mahajanga'}
{'statement': 'Someone is looking for a big city to visit. Between Alexandria and Sucre, this person should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Sucre'}
{'statement': 'Someone is looking for a big city to visit. Between Kuwait City and Rangpur, this person should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Rangpur'}
{'statement': 'Someone is looking for a big city to visit. Between Beijing and Fukuoka, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Fukuoka'}
{'statement': 'Someone is looking for a big city to visit. Between Tampa and Mendoza, this person should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Mendoza'}
{'statement': 'Someone is looking for a big city to visit. Between Tampa and San Juan, this person should visit Tampa.', 'answer': 'Tampa', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a big city to visit. Between Lagos and Napier, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Napier'}
{'statement': 'Someone is looking for a big city to visit. Between Dar es Salaam and Tripoli, this person should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Tripoli'}
{'statement': 'Someone is looking for a big city to visit. Between Fukuoka and Nouadhibou, this person should visit Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'Nouadhibou'}
{'statement': 'Someone is looking for a big city to visit. Between Melbourne and Mombasa, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Mombasa'}
{'statement': 'Someone is looking for a big city to visit. Between Hanoi and Canberra, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Canberra'}
{'statement': 'Someone is looking for a big city to visit. Between Toronto and Fairbanks, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Fairbanks'}
{'statement': 'Someone is looking for a big city to visit. Between Houston and Denpasar, this person should visit Houston.', 'answer': 'Houston', 'candidate': 'Denpasar'}
{'statement': 'Someone is looking for a big city to visit. Between Brasília and Albuquerque, this person should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Albuquerque'}
{'statement': 'Someone is looking for a big city to visit. Between Mumbai and Kunming, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Kunming'}
{'statement': 'Someone is looking for a big city to visit. Between Addis Ababa and Piura, this person should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Piura'}
{'statement': 'Someone is looking for a big city to visit. Between Ankara and San Antonio, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'San Antonio'}
{'statement': 'Someone is looking for a big city to visit. Between Brisbane and Port Moresby, this person should visit Brisbane.', 'answer': 'Brisbane', 'candidate': 'Port Moresby'}
{'statement': 'Someone is looking for a big city to visit. Between Surabaya and Rangpur, this person should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Rangpur'}
{'statement': 'Someone is looking for a big city to visit. Between Lahore and Canberra, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Canberra'}
{'statement': 'Someone is looking for a big city to visit. Between Jakarta and Yerevan, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Yerevan'}
{'statement': 'Someone is looking for a big city to visit. Between London and Antofagasta, this person should visit London.', 'answer': 'London', 'candidate': 'Antofagasta'}
{'statement': 'Someone is looking for a big city to visit. Between Dar es Salaam and La Paz, this person should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'La Paz'}
{'statement': 'Someone is looking for a big city to visit. Between Ankara and Garoua, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Garoua'}
{'statement': 'Someone is looking for a big city to visit. Between Santiago and Mexicali, this person should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Mexicali'}
{'statement': 'Someone is looking for a big city to visit. Between Sydney and Perth, this person should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Perth'}
{'statement': 'Someone is looking for a big city to visit. Between Minneapolis and Bahía Blanca, this person should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Bahía Blanca'}
{'statement': 'Someone is looking for a big city to visit. Between Minneapolis and Lviv, this person should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Lviv'}
{'statement': 'Someone is looking for a big city to visit. Between Kabul and Tirana, this person should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Tirana'}
{'statement': 'Someone is looking for a big city to visit. Between Manila and Kathmandu, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Kathmandu'}
{'statement': 'Someone is looking for a big city to visit. Between Lagos and Nouadhibou, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Nouadhibou'}
{'statement': 'Someone is looking for a big city to visit. Between Los Angeles and San Salvador, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'San Salvador'}
{'statement': 'Someone is looking for a big city to visit. Between Santiago and San José, this person should visit Santiago.', 'answer': 'Santiago', 'candidate': 'San José'}
{'statement': 'Someone is looking for a big city to visit. Between Kuwait City and Kansas City, this person should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Kansas City'}
{'statement': 'Someone is looking for a big city to visit. Between Guangzhou and Valencia, this person should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Valencia'}
{'statement': 'Someone is looking for a big city to visit. Between Moscow and Dublin, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Dublin'}
{'statement': 'Someone is looking for a big city to visit. Between Alexandria and San Antonio, this person should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'San Antonio'}
{'statement': 'Someone is looking for a big city to visit. Between Paris and El Paso, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'El Paso'}
{'statement': 'Someone is looking for a big city to visit. Between Kano and Rangpur, this person should visit Kano.', 'answer': 'Kano', 'candidate': 'Rangpur'}
{'statement': 'Someone is looking for a big city to visit. Between Monterrey and Saskatoon, this person should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Saskatoon'}
{'statement': 'Someone is looking for a big city to visit. Between Yaoundé and Suva, this person should visit Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Suva'}
{'statement': 'Someone is looking for a big city to visit. Between Phoenix and Parakou, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Parakou'}
{'statement': 'Someone is looking for a big city to visit. Between Dar es Salaam and La Ceiba, this person should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'La Ceiba'}
{'statement': 'Someone is looking for a big city to visit. Between Houston and Río Gallegos, this person should visit Houston.', 'answer': 'Houston', 'candidate': 'Río Gallegos'}
{'statement': 'Someone is looking for a big city to visit. Between Mumbai and Ljubljana, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Ljubljana'}
{'statement': 'Someone is looking for a big city to visit. Between Melbourne and Auckland, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Auckland'}
{'statement': 'Someone is looking for a big city to visit. Between Lahore and Palmerston North, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Palmerston North'}
{'statement': 'Someone is looking for a big city to visit. Between San Diego and Florianópolis, this person should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Florianópolis'}
{'statement': 'Someone is looking for a big city to visit. Between Ho Chi Minh City and Valencia, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Valencia'}
{'statement': 'Someone is looking for a big city to visit. Between Melbourne and Tripoli, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Tripoli'}
{'statement': 'Someone is looking for a big city to visit. Between Ankara and Tamanrasset, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Tamanrasset'}
{'statement': 'Someone is looking for a big city to visit. Between Medellín and Suva, this person should visit Medellín.', 'answer': 'Medellín', 'candidate': 'Suva'}
{'statement': 'Someone is looking for a big city to visit. Between Los Angeles and Thiès, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Thiès'}
{'statement': 'Someone is looking for a big city to visit. Between Tashkent and Fairbanks, this person should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Fairbanks'}
{'statement': 'Someone is looking for a big city to visit. Between Cairo and Vladivostok, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Vladivostok'}
{'statement': 'Someone is looking for a big city to visit. Between Perth and Port-Gentil, this person should visit Perth.', 'answer': 'Perth', 'candidate': 'Port-Gentil'}
{'statement': 'Someone is looking for a big city to visit. Between Mumbai and Ndola, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Ndola'}
{'statement': 'Someone is looking for a big city to visit. Between Yaoundé and Mahajanga, this person should visit Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Mahajanga'}
{'statement': 'Someone is looking for a big city to visit. Between Jakarta and Napier, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Napier'}
{'statement': 'Someone is looking for a big city to visit. Between Riyadh and Beirut, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Beirut'}
{'statement': 'Someone is looking for a big city to visit. Between Johannesburg and Palembang, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Palembang'}
{'statement': 'Someone is looking for a big city to visit. Between Monterrey and Sucre, this person should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Sucre'}
{'statement': 'Someone is looking for a big city to visit. Between Addis Ababa and Halifax, this person should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Halifax'}
{'statement': 'Someone is looking for a big city to visit. Between Los Angeles and Porto Alegre, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Porto Alegre'}
{'statement': 'Someone is looking for a big city to visit. Between Houston and Bahía Blanca, this person should visit Houston.', 'answer': 'Houston', 'candidate': 'Bahía Blanca'}
{'statement': 'Someone is looking for a big city to visit. Between Baghdad and Lhasa, this person should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Lhasa'}
{'statement': 'Someone is looking for a big city to visit. Between Riyadh and Douala, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Douala'}
{'statement': 'Someone is looking for a big city to visit. Between Kabul and Panama City, this person should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Panama City'}
{'statement': 'Someone is looking for a big city to visit. Between Phoenix and Yakutsk, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Yakutsk'}
{'statement': 'Someone is looking for a big city to visit. Between Shanghai and Alexandria, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Alexandria'}
{'statement': 'Someone is looking for a big city to visit. Between Chicago and Porto Alegre, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Porto Alegre'}
{'statement': 'Someone is looking for a big city to visit. Between Lahore and Tabora, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Tabora'}
{'statement': 'Someone is looking for a big city to visit. Between Karachi and Asmara, this person should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Asmara'}
{'statement': 'Someone is looking for a big city to visit. Between Lagos and Ushuaia, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Ushuaia'}
{'statement': 'Someone is looking for a big city to visit. Between Surabaya and Makassar, this person should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Makassar'}
{'statement': 'Someone is looking for a big city to visit. Between Algiers and Napier, this person should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Napier'}
{'statement': 'Someone is looking for a big city to visit. Between Guangzhou and Ouahigouya, this person should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Ouahigouya'}
{'statement': 'Someone is looking for a big city to visit. Between Moscow and Parakou, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Parakou'}
{'statement': 'Someone is looking for a big city to visit. Between Alexandria and Copenhagen, this person should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Copenhagen'}
{'statement': 'Someone is looking for a big city to visit. Between Bogotá and Irkutsk, this person should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a big city to visit. Between Denver and Napier, this person should visit Denver.', 'answer': 'Denver', 'candidate': 'Napier'}
{'statement': 'Someone is looking for a big city to visit. Between Brasília and Hat Yai, this person should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Hat Yai'}
{'statement': 'Someone is looking for a big city to visit. Between Berlin and Dublin, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Dublin'}
{'statement': 'Someone is looking for a big city to visit. Between Hanoi and Garissa, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Garissa'}
{'statement': 'Someone is looking for a big city to visit. Between Ankara and Parakou, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Parakou'}
{'statement': 'Someone is looking for a big city to visit. Between Tashkent and Malabo, this person should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Malabo'}
{'statement': 'Someone is looking for a big city to visit. Between Bangkok and Brussels, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Brussels'}
{'statement': 'Someone is looking for a big city to visit. Between Paris and Vientiane, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Vientiane'}
{'statement': 'Someone is looking for a big city to visit. Between Guadalajara and Pretoria, this person should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Pretoria'}
{'statement': 'Someone is looking for a big city to visit. Between Cairo and Ouahigouya, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Ouahigouya'}
{'statement': 'Someone is looking for a big city to visit. Between Cairo and Belize City, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Belize City'}
{'statement': 'Someone is looking for a big city to visit. Between Surabaya and Gabès, this person should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Gabès'}
{'statement': 'Someone is looking for a big city to visit. Between Brasília and Oslo, this person should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Oslo'}
{'statement': 'Someone is looking for a big city to visit. Between London and Lviv, this person should visit London.', 'answer': 'London', 'candidate': 'Lviv'}
{'statement': 'Someone is looking for a big city to visit. Between Santiago and Calgary, this person should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Calgary'}
{'statement': 'Someone is looking for a big city to visit. Between Lahore and Yerevan, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Yerevan'}
{'statement': 'Someone is looking for a big city to visit. Between Bogotá and Benghazi, this person should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Benghazi'}
{'statement': 'Someone is looking for a big city to visit. Between Alexandria and Ljubljana, this person should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Ljubljana'}
{'statement': 'Someone is looking for a big city to visit. Between Surabaya and Cotonou, this person should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Cotonou'}
{'statement': 'Someone is looking for a big city to visit. Between Addis Ababa and Cayenne, this person should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Cayenne'}
{'statement': 'Someone is looking for a big city to visit. Between Medellín and Napier, this person should visit Medellín.', 'answer': 'Medellín', 'candidate': 'Napier'}
{'statement': 'Someone is looking for a big city to visit. Between Hanoi and Mandalay, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Mandalay'}
{'statement': 'Someone is looking for a big city to visit. Between San Diego and Irkutsk, this person should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a big city to visit. Between Monterrey and Caracas, this person should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Caracas'}
{'statement': 'Someone is looking for a big city to visit. Between London and Sokoto, this person should visit London.', 'answer': 'London', 'candidate': 'Sokoto'}
{'statement': 'Someone is looking for a big city to visit. Between London and Hanoi, this person should visit London.', 'answer': 'London', 'candidate': 'Hanoi'}
{'statement': 'Someone is looking for a big city to visit. Between Manila and Karachi, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Karachi'}
{'statement': 'Someone is looking for a big city to visit. Between Nairobi and Nouadhibou, this person should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Nouadhibou'}
{'statement': 'Someone is looking for a big city to visit. Between Paris and Porto Alegre, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Porto Alegre'}
{'statement': 'Someone is looking for a big city to visit. Between Melbourne and Lyon, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Lyon'}
{'statement': 'Someone is looking for a big city to visit. Between Dar es Salaam and Mombasa, this person should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Mombasa'}
{'statement': 'Someone is looking for a big city to visit. Between Lahore and Lhasa, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Lhasa'}
{'statement': 'Someone is looking for a big city to visit. Between Beijing and Río Gallegos, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Río Gallegos'}
{'statement': 'Someone is looking for a big city to visit. Between Los Angeles and Hat Yai, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Hat Yai'}
{'statement': 'Someone is looking for a big city to visit. Between Johannesburg and Malabo, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Malabo'}
{'statement': 'Someone is looking for a big city to visit. Between Saint Petersburg and Auckland, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Auckland'}
{'statement': 'Someone is looking for a big city to visit. Between Denver and Antsiranana, this person should visit Denver.', 'answer': 'Denver', 'candidate': 'Antsiranana'}
{'statement': 'Someone is looking for a big city to visit. Between Addis Ababa and Skopje, this person should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Skopje'}
{'statement': 'Someone is looking for a big city to visit. Between Mumbai and Mandalay, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Mandalay'}
{'statement': 'Someone is looking for a big city to visit. Between Ankara and Honolulu, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Honolulu'}
