{'statement': 'Someone is looking for a big city to visit. Between Chicago and Mandalay, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Mandalay'}
{'statement': 'Someone is looking for a big city to visit. Between Toronto and Villahermosa, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Villahermosa'}
{'statement': 'Someone is looking for a big city to visit. Between Ürümqi and San Juan, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a big city to visit. Between Santiago and Sacramento, this person should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Sacramento'}
{'statement': 'Someone is looking for a big city to visit. Between Surabaya and Zagreb, this person should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Zagreb'}
{'statement': 'Someone is looking for a big city to visit. Between Hanoi and Pontianak, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Pontianak'}
{'statement': 'Someone is looking for a big city to visit. Between Saint Petersburg and Reykjavík, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Reykjavík'}
{'statement': 'Someone is looking for a big city to visit. Between Denver and Port-Gentil, this person should visit Denver.', 'answer': 'Denver', 'candidate': 'Port-Gentil'}
{'statement': 'Someone is looking for a big city to visit. Between Brasília and Suwałki, this person should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Suwałki'}
{'statement': 'Someone is looking for a big city to visit. Between Riyadh and Milan, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Milan'}
{'statement': 'Someone is looking for a big city to visit. Between Moscow and Nur-Sultan, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Nur-Sultan'}
{'statement': 'Someone is looking for a big city to visit. Between Berlin and Asmara, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Asmara'}
{'statement': 'Someone is looking for a big city to visit. Between Monterrey and Palembang, this person should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Palembang'}
{'statement': 'Someone is looking for a big city to visit. Between Denver and Bangui, this person should visit Denver.', 'answer': 'Denver', 'candidate': 'Bangui'}
{'statement': 'Someone is looking for a big city to visit. Between Riyadh and Ulaanbaatar, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a big city to visit. Between Yaoundé and Bata, this person should visit Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Bata'}
{'statement': 'Someone is looking for a big city to visit. Between Moscow and Gabès, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Gabès'}
{'statement': 'Someone is looking for a big city to visit. Between Algiers and Lake Havasu City, this person should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Lake Havasu City'}
{'statement': 'Someone is looking for a big city to visit. Between Santiago and Copenhagen, this person should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Copenhagen'}
{'statement': 'Someone is looking for a big city to visit. Between Johannesburg and Saskatoon, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Saskatoon'}
{'statement': 'Someone is looking for a big city to visit. Between Dar es Salaam and Willemstad, this person should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Willemstad'}
{'statement': 'Someone is looking for a big city to visit. Between Guangzhou and Río Gallegos, this person should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Río Gallegos'}
{'statement': 'Someone is looking for a big city to visit. Between Moscow and Río Gallegos, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Río Gallegos'}
{'statement': 'Someone is looking for a big city to visit. Between Rome and Chihuahua, this person should visit Rome.', 'answer': 'Rome', 'candidate': 'Chihuahua'}
{'statement': 'Someone is looking for a big city to visit. Between Jakarta and Niamey, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Niamey'}
{'statement': 'Someone is looking for a big city to visit. Between Ankara and San José, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'San José'}
{'statement': 'Someone is looking for a big city to visit. Between San Diego and Port Moresby, this person should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Port Moresby'}
{'statement': 'Someone is looking for a big city to visit. Between Mumbai and Albuquerque, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Albuquerque'}
{'statement': 'Someone is looking for a big city to visit. Between Jakarta and Ankara, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a big city to visit. Between Shanghai and Ulaanbaatar, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a big city to visit. Between Lahore and Managua, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Managua'}
{'statement': 'Someone is looking for a big city to visit. Between Beijing and Lisbon, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Lisbon'}
{'statement': 'Someone is looking for a big city to visit. Between Phoenix and Hobart, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Hobart'}
{'statement': 'Someone is looking for a big city to visit. Between Surabaya and Suwałki, this person should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Suwałki'}
{'statement': 'Someone is looking for a big city to visit. Between Lima and Damascus, this person should visit Lima.', 'answer': 'Lima', 'candidate': 'Damascus'}
{'statement': 'Someone is looking for a big city to visit. Between Toronto and San José, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'San José'}
{'statement': 'Someone is looking for a big city to visit. Between Manila and La Paz, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'La Paz'}
{'statement': 'Someone is looking for a big city to visit. Between Toronto and Tamanrasset, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Tamanrasset'}
{'statement': 'Someone is looking for a big city to visit. Between Shanghai and Ushuaia, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Ushuaia'}
{'statement': 'Someone is looking for a big city to visit. Between Toronto and Phnom Penh, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Phnom Penh'}
{'statement': 'Someone is looking for a big city to visit. Between Beijing and Johannesburg, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Johannesburg'}
{'statement': 'Someone is looking for a big city to visit. Between Perth and Nouadhibou, this person should visit Perth.', 'answer': 'Perth', 'candidate': 'Nouadhibou'}
{'statement': 'Someone is looking for a big city to visit. Between Nairobi and La Serena, this person should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'La Serena'}
{'statement': 'Someone is looking for a big city to visit. Between Lagos and Parakou, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Parakou'}
{'statement': 'Someone is looking for a big city to visit. Between Lagos and Fairbanks, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Fairbanks'}
{'statement': 'Someone is looking for a big city to visit. Between Moscow and Ushuaia, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Ushuaia'}
{'statement': 'Someone is looking for a big city to visit. Between Beijing and Murmansk, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Murmansk'}
{'statement': 'Someone is looking for a big city to visit. Between Kunming and Asmara, this person should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Asmara'}
{'statement': 'Someone is looking for a big city to visit. Between Kunming and Nouakchott, this person should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Nouakchott'}
{'statement': 'Someone is looking for a big city to visit. Between Buenos Aires and Los Angeles, this person should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Los Angeles'}
{'statement': 'Someone is looking for a big city to visit. Between Berlin and Hamilton, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Hamilton'}
{'statement': 'Someone is looking for a big city to visit. Between Guadalajara and Piura, this person should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Piura'}
{'statement': 'Someone is looking for a big city to visit. Between Algiers and Antsiranana, this person should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Antsiranana'}
{'statement': 'Someone is looking for a big city to visit. Between Johannesburg and Erbil, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Erbil'}
{'statement': 'Someone is looking for a big city to visit. Between Lima and Lake Havasu City, this person should visit Lima.', 'answer': 'Lima', 'candidate': 'Lake Havasu City'}
{'statement': 'Someone is looking for a big city to visit. Between Sydney and Yinchuan, this person should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Yinchuan'}
{'statement': 'Someone is looking for a big city to visit. Between Hanoi and Antsiranana, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Antsiranana'}
{'statement': 'Someone is looking for a big city to visit. Between Guadalajara and Aden, this person should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Aden'}
{'statement': 'Someone is looking for a big city to visit. Between San Diego and Wau, this person should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Wau'}
{'statement': 'Someone is looking for a big city to visit. Between Ankara and Caracas, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Caracas'}
{'statement': 'Someone is looking for a big city to visit. Between Cairo and Ushuaia, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Ushuaia'}
{'statement': 'Someone is looking for a big city to visit. Between Luanda and Ségou, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Ségou'}
{'statement': 'Someone is looking for a big city to visit. Between Ho Chi Minh City and Entebbe, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Entebbe'}
{'statement': 'Someone is looking for a big city to visit. Between Beijing and Palermo, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Palermo'}
{'statement': 'Someone is looking for a big city to visit. Between Kuwait City and Kathmandu, this person should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Kathmandu'}
{'statement': 'Someone is looking for a big city to visit. Between Shanghai and Hamilton, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Hamilton'}
{'statement': 'Someone is looking for a big city to visit. Between Jakarta and Denpasar, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Denpasar'}
{'statement': 'Someone is looking for a big city to visit. Between Chicago and Nairobi, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Nairobi'}
{'statement': 'Someone is looking for a big city to visit. Between Johannesburg and Perth, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Perth'}
{'statement': 'Someone is looking for a big city to visit. Between Melbourne and Bucharest, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Bucharest'}
{'statement': 'Someone is looking for a big city to visit. Between Surabaya and La Serena, this person should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'La Serena'}
{'statement': 'Someone is looking for a big city to visit. Between Kabul and Malabo, this person should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Malabo'}
{'statement': 'Someone is looking for a big city to visit. Between Shanghai and Tamanrasset, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Tamanrasset'}
{'statement': 'Someone is looking for a big city to visit. Between Minneapolis and San Juan, this person should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a big city to visit. Between Baghdad and Paramaribo, this person should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Paramaribo'}
{'statement': 'Someone is looking for a big city to visit. Between Manila and Rosario, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Rosario'}
{'statement': 'Someone is looking for a big city to visit. Between San Diego and Changsha, this person should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Changsha'}
{'statement': 'Someone is looking for a big city to visit. Between Ho Chi Minh City and Saskatoon, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Saskatoon'}
{'statement': 'Someone is looking for a big city to visit. Between Sydney and Vientiane, this person should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Vientiane'}
{'statement': 'Someone is looking for a big city to visit. Between Cairo and Lagos, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Lagos'}
{'statement': 'Someone is looking for a big city to visit. Between Manila and Berlin, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Berlin'}
{'statement': 'Someone is looking for a big city to visit. Between Lagos and Ljubljana, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Ljubljana'}
{'statement': 'Someone is looking for a big city to visit. Between Dar es Salaam and Gabès, this person should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Gabès'}
{'statement': 'Someone is looking for a big city to visit. Between Buenos Aires and Bamako, this person should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Bamako'}
{'statement': 'Someone is looking for a big city to visit. Between Toronto and Saskatoon, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Saskatoon'}
{'statement': 'Someone is looking for a big city to visit. Between Bogotá and San Diego, this person should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'San Diego'}
{'statement': 'Someone is looking for a big city to visit. Between Moscow and Alexandria, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Alexandria'}
{'statement': 'Someone is looking for a big city to visit. Between Sydney and Belgrade, this person should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Belgrade'}
{'statement': 'Someone is looking for a big city to visit. Between Alexandria and Tauranga, this person should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Tauranga'}
{'statement': 'Someone is looking for a big city to visit. Between Paris and Omaha, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Omaha'}
{'statement': 'Someone is looking for a big city to visit. Between Ankara and Rome, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Rome'}
{'statement': 'Someone is looking for a big city to visit. Between Buenos Aires and Suwałki, this person should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Suwałki'}
{'statement': 'Someone is looking for a big city to visit. Between Sydney and Cabo San Lucas, this person should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Cabo San Lucas'}
{'statement': 'Someone is looking for a big city to visit. Between Kabul and Kathmandu, this person should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Kathmandu'}
{'statement': 'Someone is looking for a big city to visit. Between Mumbai and Monterrey, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Monterrey'}
{'statement': 'Someone is looking for a big city to visit. Between Shanghai and Moscow, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a big city to visit. Between Jakarta and Bergen, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Bergen'}
{'statement': 'Someone is looking for a big city to visit. Between Kuwait City and Wellington, this person should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Wellington'}
{'statement': 'Someone is looking for a big city to visit. Between Luanda and Houston, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Houston'}
{'statement': 'Someone is looking for a big city to visit. Between Ho Chi Minh City and Calgary, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Calgary'}
{'statement': 'Someone is looking for a big city to visit. Between Riyadh and Mahajanga, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Mahajanga'}
{'statement': 'Someone is looking for a big city to visit. Between Moscow and Albuquerque, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Albuquerque'}
{'statement': 'Someone is looking for a big city to visit. Between Mexico City and La Ceiba, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'La Ceiba'}
{'statement': 'Someone is looking for a big city to visit. Between Ürümqi and Reykjavík, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Reykjavík'}
{'statement': 'Someone is looking for a big city to visit. Between Toronto and Amsterdam, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Amsterdam'}
{'statement': 'Someone is looking for a big city to visit. Between Manila and Damascus, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Damascus'}
{'statement': 'Someone is looking for a big city to visit. Between Algiers and Panama City, this person should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Panama City'}
{'statement': 'Someone is looking for a big city to visit. Between Los Angeles and Guadalajara, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Guadalajara'}
{'statement': 'Someone is looking for a big city to visit. Between Ho Chi Minh City and Nakhon Ratchasima, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'Someone is looking for a big city to visit. Between Shanghai and Port Moresby, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Port Moresby'}
{'statement': 'Someone is looking for a big city to visit. Between Yaoundé and Malabo, this person should visit Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Malabo'}
{'statement': 'Someone is looking for a big city to visit. Between London and Ushuaia, this person should visit London.', 'answer': 'London', 'candidate': 'Ushuaia'}
{'statement': 'Someone is looking for a big city to visit. Between Johannesburg and Yinchuan, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Yinchuan'}
{'statement': 'Someone is looking for a big city to visit. Between Phnom Penh and Belize City, this person should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Belize City'}
{'statement': 'Someone is looking for a big city to visit. Between Kuwait City and Belize City, this person should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Belize City'}
{'statement': 'Someone is looking for a big city to visit. Between Berlin and Mexicali, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Mexicali'}
{'statement': 'Someone is looking for a big city to visit. Between Ürümqi and Sokoto, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Sokoto'}
{'statement': 'Someone is looking for a big city to visit. Between Dar es Salaam and Wau, this person should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Wau'}
{'statement': 'Someone is looking for a big city to visit. Between Dar es Salaam and Tashkent, this person should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Tashkent'}
{'statement': 'Someone is looking for a big city to visit. Between Mumbai and Bishkek, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Bishkek'}
{'statement': 'Someone is looking for a big city to visit. Between Cairo and Anchorage, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Anchorage'}
{'statement': 'Someone is looking for a big city to visit. Between Melbourne and Curitiba, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Curitiba'}
{'statement': 'Someone is looking for a big city to visit. Between Baghdad and Valencia, this person should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Valencia'}
{'statement': 'Someone is looking for a big city to visit. Between Kabul and Palermo, this person should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Palermo'}
{'statement': 'Someone is looking for a big city to visit. Between Mexico City and Antsiranana, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Antsiranana'}
{'statement': 'Someone is looking for a big city to visit. Between Luanda and Changsha, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Changsha'}
{'statement': 'Someone is looking for a big city to visit. Between Chicago and Ségou, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Ségou'}
{'statement': 'Someone is looking for a big city to visit. Between Manila and Santiago, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Santiago'}
{'statement': 'Someone is looking for a big city to visit. Between Ürümqi and Mahajanga, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Mahajanga'}
{'statement': 'Someone is looking for a big city to visit. Between Tashkent and Kuopio, this person should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Kuopio'}
{'statement': 'Someone is looking for a big city to visit. Between Johannesburg and Mombasa, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Mombasa'}
{'statement': 'Someone is looking for a big city to visit. Between Kabul and Lyon, this person should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Lyon'}
{'statement': 'Someone is looking for a big city to visit. Between Shanghai and Mahajanga, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Mahajanga'}
{'statement': 'Someone is looking for a big city to visit. Between Buenos Aires and Caracas, this person should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Caracas'}
{'statement': 'Someone is looking for a big city to visit. Between Bangkok and Garissa, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Garissa'}
{'statement': 'Someone is looking for a big city to visit. Between Monterrey and Hat Yai, this person should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Hat Yai'}
{'statement': 'Someone is looking for a big city to visit. Between Melbourne and Muscat, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Muscat'}
{'statement': 'Someone is looking for a big city to visit. Between Shanghai and Oslo, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Oslo'}
{'statement': 'Someone is looking for a big city to visit. Between Tampa and Djibouti, this person should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Djibouti'}
{'statement': 'Someone is looking for a big city to visit. Between Dar es Salaam and Monterrey, this person should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Monterrey'}
{'statement': 'Someone is looking for a big city to visit. Between Denver and Skopje, this person should visit Denver.', 'answer': 'Denver', 'candidate': 'Skopje'}
{'statement': 'Someone is looking for a big city to visit. Between Mumbai and Tauranga, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Tauranga'}
{'statement': 'Someone is looking for a big city to visit. Between Surabaya and Port Sudan, this person should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Port Sudan'}
{'statement': 'Someone is looking for a big city to visit. Between Riyadh and Tampa, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Tampa'}
{'statement': 'Someone is looking for a big city to visit. Between Karachi and Sokoto, this person should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Sokoto'}
{'statement': 'Someone is looking for a big city to visit. Between Mumbai and Lhasa, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Lhasa'}
{'statement': 'Someone is looking for a big city to visit. Between Cairo and Canberra, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Canberra'}
{'statement': 'Someone is looking for a big city to visit. Between Toronto and Ouahigouya, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Ouahigouya'}
