{'statement': 'Between Moscow and Dublin, the smaller city is Dublin.', 'answer': 'Dublin', 'candidate': 'Moscow'}
{'statement': 'Between Bangkok and Monterrey, the smaller city is Monterrey.', 'answer': 'Monterrey', 'candidate': 'Bangkok'}
{'statement': 'Between Saint Petersburg and Gabès, the smaller city is Gabès.', 'answer': 'Gabès', 'candidate': 'Saint Petersburg'}
{'statement': 'Between Monterrey and Barranquilla, the smaller city is Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Monterrey'}
{'statement': 'Between Houston and Toamasina, the smaller city is Toamasina.', 'answer': 'Toamasina', 'candidate': 'Houston'}
{'statement': 'Between Bangkok and Florianópolis, the smaller city is Florianópolis.', 'answer': 'Florianópolis', 'candidate': 'Bangkok'}
{'statement': 'Between Rome and Tucson, the smaller city is Tucson.', 'answer': 'Tucson', 'candidate': 'Rome'}
{'statement': 'Between Chicago and Ürümqi, the smaller city is Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Chicago'}
{'statement': 'Between Karachi and La Paz, the smaller city is La Paz.', 'answer': 'La Paz', 'candidate': 'Karachi'}
{'statement': 'Between Ürümqi and Upington, the smaller city is Upington.', 'answer': 'Upington', 'candidate': 'Ürümqi'}
{'statement': 'Between Algiers and Río Gallegos, the smaller city is Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Algiers'}
{'statement': 'Between Buenos Aires and Punta Arenas, the smaller city is Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Buenos Aires'}
{'statement': 'Between Lagos and Gabès, the smaller city is Gabès.', 'answer': 'Gabès', 'candidate': 'Lagos'}
{'statement': 'Between Guadalajara and Tripoli, the smaller city is Tripoli.', 'answer': 'Tripoli', 'candidate': 'Guadalajara'}
{'statement': 'Between Santiago and Halifax, the smaller city is Halifax.', 'answer': 'Halifax', 'candidate': 'Santiago'}
{'statement': 'Between Johannesburg and Conakry, the smaller city is Conakry.', 'answer': 'Conakry', 'candidate': 'Johannesburg'}
{'statement': 'Between Dar es Salaam and Sokoto, the smaller city is Sokoto.', 'answer': 'Sokoto', 'candidate': 'Dar es Salaam'}
{'statement': 'Between Brasília and San Juan, the smaller city is San Juan.', 'answer': 'San Juan', 'candidate': 'Brasília'}
{'statement': 'Between Hanoi and Saint Petersburg, the smaller city is Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Hanoi'}
{'statement': 'Between Jakarta and Mumbai, the smaller city is Mumbai.', 'answer': 'Mumbai', 'candidate': 'Jakarta'}
{'statement': 'Between Ürümqi and San José, the smaller city is San José.', 'answer': 'San José', 'candidate': 'Ürümqi'}
{'statement': 'Between Manila and Amsterdam, the smaller city is Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Manila'}
{'statement': 'Between Bogotá and Parakou, the smaller city is Parakou.', 'answer': 'Parakou', 'candidate': 'Bogotá'}
{'statement': 'Between Tampa and Murmansk, the smaller city is Murmansk.', 'answer': 'Murmansk', 'candidate': 'Tampa'}
{'statement': 'Between Beijing and Piura, the smaller city is Piura.', 'answer': 'Piura', 'candidate': 'Beijing'}
{'statement': 'Between Yaoundé and Viedma, the smaller city is Viedma.', 'answer': 'Viedma', 'candidate': 'Yaoundé'}
{'statement': 'Between Lima and Port Sudan, the smaller city is Port Sudan.', 'answer': 'Port Sudan', 'candidate': 'Lima'}
{'statement': 'Between Denver and Thiès, the smaller city is Thiès.', 'answer': 'Thiès', 'candidate': 'Denver'}
{'statement': 'Between Bogotá and Garissa, the smaller city is Garissa.', 'answer': 'Garissa', 'candidate': 'Bogotá'}
{'statement': 'Between Denver and Kingston, the smaller city is Kingston.', 'answer': 'Kingston', 'candidate': 'Denver'}
{'statement': 'Between Nairobi and Addis Ababa, the smaller city is Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Nairobi'}
{'statement': 'Between Algiers and Bahía Blanca, the smaller city is Bahía Blanca.', 'answer': 'Bahía Blanca', 'candidate': 'Algiers'}
{'statement': 'Between Paris and Algiers, the smaller city is Algiers.', 'answer': 'Algiers', 'candidate': 'Paris'}
{'statement': 'Between Berlin and Calgary, the smaller city is Calgary.', 'answer': 'Calgary', 'candidate': 'Berlin'}
{'statement': 'Between Yaoundé and Port-Gentil, the smaller city is Port-Gentil.', 'answer': 'Port-Gentil', 'candidate': 'Yaoundé'}
{'statement': 'Between Phoenix and Belgrade, the smaller city is Belgrade.', 'answer': 'Belgrade', 'candidate': 'Phoenix'}
{'statement': 'Between Shanghai and San Diego, the smaller city is San Diego.', 'answer': 'San Diego', 'candidate': 'Shanghai'}
{'statement': 'Between Melbourne and Novosibirsk, the smaller city is Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Melbourne'}
{'statement': 'Between Saint Petersburg and Pittsburgh, the smaller city is Pittsburgh.', 'answer': 'Pittsburgh', 'candidate': 'Saint Petersburg'}
{'statement': 'Between Harare and Palmerston North, the smaller city is Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Harare'}
{'statement': 'Between Jakarta and Rosario, the smaller city is Rosario.', 'answer': 'Rosario', 'candidate': 'Jakarta'}
{'statement': 'Between San Diego and Punta Arenas, the smaller city is Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'San Diego'}
{'statement': 'Between Sydney and Darwin, the smaller city is Darwin.', 'answer': 'Darwin', 'candidate': 'Sydney'}
{'statement': 'Between Kano and Wellington, the smaller city is Wellington.', 'answer': 'Wellington', 'candidate': 'Kano'}
{'statement': 'Between Saint Petersburg and Milan, the smaller city is Milan.', 'answer': 'Milan', 'candidate': 'Saint Petersburg'}
{'statement': 'Between Ho Chi Minh City and Manaus, the smaller city is Manaus.', 'answer': 'Manaus', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Between Los Angeles and Kabul, the smaller city is Kabul.', 'answer': 'Kabul', 'candidate': 'Los Angeles'}
{'statement': 'Between Surabaya and Douala, the smaller city is Douala.', 'answer': 'Douala', 'candidate': 'Surabaya'}
{'statement': 'Between Brasília and Wellington, the smaller city is Wellington.', 'answer': 'Wellington', 'candidate': 'Brasília'}
{'statement': 'Between Phoenix and Calgary, the smaller city is Calgary.', 'answer': 'Calgary', 'candidate': 'Phoenix'}
{'statement': 'Between Shanghai and Dar es Salaam, the smaller city is Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Shanghai'}
{'statement': 'Between Riyadh and Hat Yai, the smaller city is Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Riyadh'}
{'statement': 'Between Dar es Salaam and Bangui, the smaller city is Bangui.', 'answer': 'Bangui', 'candidate': 'Dar es Salaam'}
{'statement': 'Between Toronto and Florianópolis, the smaller city is Florianópolis.', 'answer': 'Florianópolis', 'candidate': 'Toronto'}
{'statement': 'Between Berlin and Antsiranana, the smaller city is Antsiranana.', 'answer': 'Antsiranana', 'candidate': 'Berlin'}
{'statement': 'Between Beijing and Belgrade, the smaller city is Belgrade.', 'answer': 'Belgrade', 'candidate': 'Beijing'}
{'statement': 'Between Algiers and Hamilton, the smaller city is Hamilton.', 'answer': 'Hamilton', 'candidate': 'Algiers'}
{'statement': 'Between Ankara and El Paso, the smaller city is El Paso.', 'answer': 'El Paso', 'candidate': 'Ankara'}
{'statement': 'Between Guadalajara and Irkutsk, the smaller city is Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Guadalajara'}
{'statement': 'Between Riyadh and Mombasa, the smaller city is Mombasa.', 'answer': 'Mombasa', 'candidate': 'Riyadh'}
{'statement': 'Between Los Angeles and Lake Havasu City, the smaller city is Lake Havasu City.', 'answer': 'Lake Havasu City', 'candidate': 'Los Angeles'}
{'statement': 'Between Los Angeles and Rangpur, the smaller city is Rangpur.', 'answer': 'Rangpur', 'candidate': 'Los Angeles'}
{'statement': 'Between Addis Ababa and Bujumbura, the smaller city is Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Addis Ababa'}
{'statement': 'Between Mumbai and Belgrade, the smaller city is Belgrade.', 'answer': 'Belgrade', 'candidate': 'Mumbai'}
{'statement': 'Between Dar es Salaam and Tampa, the smaller city is Tampa.', 'answer': 'Tampa', 'candidate': 'Dar es Salaam'}
{'statement': 'Between Ürümqi and Viedma, the smaller city is Viedma.', 'answer': 'Viedma', 'candidate': 'Ürümqi'}
{'statement': 'Between Monterrey and Asmara, the smaller city is Asmara.', 'answer': 'Asmara', 'candidate': 'Monterrey'}
{'statement': 'Between Lima and Calgary, the smaller city is Calgary.', 'answer': 'Calgary', 'candidate': 'Lima'}
{'statement': 'Between Surabaya and Quito, the smaller city is Quito.', 'answer': 'Quito', 'candidate': 'Surabaya'}
{'statement': 'Between Algiers and Palmerston North, the smaller city is Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Algiers'}
{'statement': 'Between Phoenix and Bishkek, the smaller city is Bishkek.', 'answer': 'Bishkek', 'candidate': 'Phoenix'}
{'statement': 'Between Douala and Tirana, the smaller city is Tirana.', 'answer': 'Tirana', 'candidate': 'Douala'}
{'statement': 'Between Guadalajara and Kingston, the smaller city is Kingston.', 'answer': 'Kingston', 'candidate': 'Guadalajara'}
{'statement': 'Between Lahore and Ankara, the smaller city is Ankara.', 'answer': 'Ankara', 'candidate': 'Lahore'}
{'statement': 'Between Phnom Penh and Nouadhibou, the smaller city is Nouadhibou.', 'answer': 'Nouadhibou', 'candidate': 'Phnom Penh'}
{'statement': 'Between Nairobi and Mahajanga, the smaller city is Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Nairobi'}
{'statement': 'Between Karachi and San Juan, the smaller city is San Juan.', 'answer': 'San Juan', 'candidate': 'Karachi'}
{'statement': 'Between Manila and Lomé, the smaller city is Lomé.', 'answer': 'Lomé', 'candidate': 'Manila'}
{'statement': 'Between Jakarta and Sacramento, the smaller city is Sacramento.', 'answer': 'Sacramento', 'candidate': 'Jakarta'}
{'statement': 'Between Saint Petersburg and Tucson, the smaller city is Tucson.', 'answer': 'Tucson', 'candidate': 'Saint Petersburg'}
{'statement': 'Between Riyadh and Toliara, the smaller city is Toliara.', 'answer': 'Toliara', 'candidate': 'Riyadh'}
{'statement': 'Between Kunming and Vladivostok, the smaller city is Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Kunming'}
{'statement': 'Between Dar es Salaam and Kingston, the smaller city is Kingston.', 'answer': 'Kingston', 'candidate': 'Dar es Salaam'}
{'statement': 'Between Minneapolis and Saskatoon, the smaller city is Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Minneapolis'}
{'statement': 'Between Riyadh and Juba, the smaller city is Juba.', 'answer': 'Juba', 'candidate': 'Riyadh'}
{'statement': 'Between Cairo and Zagreb, the smaller city is Zagreb.', 'answer': 'Zagreb', 'candidate': 'Cairo'}
{'statement': 'Between Kuwait City and Vladivostok, the smaller city is Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Kuwait City'}
{'statement': 'Between Buenos Aires and Florianópolis, the smaller city is Florianópolis.', 'answer': 'Florianópolis', 'candidate': 'Buenos Aires'}
{'statement': 'Between Beijing and Brussels, the smaller city is Brussels.', 'answer': 'Brussels', 'candidate': 'Beijing'}
{'statement': 'Between Ankara and Aden, the smaller city is Aden.', 'answer': 'Aden', 'candidate': 'Ankara'}
{'statement': 'Between Surabaya and Canberra, the smaller city is Canberra.', 'answer': 'Canberra', 'candidate': 'Surabaya'}
{'statement': 'Between Baghdad and San Juan, the smaller city is San Juan.', 'answer': 'San Juan', 'candidate': 'Baghdad'}
{'statement': 'Between Lima and Hanoi, the smaller city is Hanoi.', 'answer': 'Hanoi', 'candidate': 'Lima'}
{'statement': 'Between Kabul and Maputo, the smaller city is Maputo.', 'answer': 'Maputo', 'candidate': 'Kabul'}
{'statement': 'Between Johannesburg and Pittsburgh, the smaller city is Pittsburgh.', 'answer': 'Pittsburgh', 'candidate': 'Johannesburg'}
{'statement': 'Between Nairobi and Barranquilla, the smaller city is Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Nairobi'}
{'statement': 'Between Phoenix and Yakutsk, the smaller city is Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Phoenix'}
{'statement': 'Between Baghdad and Managua, the smaller city is Managua.', 'answer': 'Managua', 'candidate': 'Baghdad'}
{'statement': 'Between Melbourne and Djibouti, the smaller city is Djibouti.', 'answer': 'Djibouti', 'candidate': 'Melbourne'}
{'statement': 'Between Monterrey and San Antonio, the smaller city is San Antonio.', 'answer': 'San Antonio', 'candidate': 'Monterrey'}
{'statement': 'Between Algiers and San Salvador, the smaller city is San Salvador.', 'answer': 'San Salvador', 'candidate': 'Algiers'}
{'statement': 'Between Dar es Salaam and Pretoria, the smaller city is Pretoria.', 'answer': 'Pretoria', 'candidate': 'Dar es Salaam'}
{'statement': 'Between Kunming and Hat Yai, the smaller city is Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Kunming'}
