{'statement': "You don't like expensive restaurants. Between Mt Everest Restaurant and Sizzlers, you should go to Sizzlers.", 'answer': 'Sizzlers', 'candidate': 'Mt Everest Restaurant'}
{'statement': "You don't like expensive restaurants. Between Delicious Paradise Kitchen and Phil's Original BBQ, you should go to Delicious Paradise Kitchen.", 'answer': 'Delicious Paradise Kitchen', 'candidate': "Phil's Original BBQ"}
{'statement': "You don't like expensive restaurants. Between Cantine Bar & Grill and Shawarma Twist, you should go to Shawarma Twist.", 'answer': 'Shawarma Twist', 'candidate': 'Cantine Bar & Grill'}
{'statement': "You don't like expensive restaurants. Between La Pupusa Loka and St. Clair Shawarma and Falafel, you should go to St. Clair Shawarma and Falafel.", 'answer': 'St. Clair Shawarma and Falafel', 'candidate': 'La Pupusa Loka'}
{'statement': "You don't like expensive restaurants. Between Joe Badali's Ristorante Italiano & Bar and Smoke's Weinerie, you should go to Smoke's Weinerie.", 'answer': "Smoke's Weinerie", 'candidate': "Joe Badali's Ristorante Italiano & Bar"}
{'statement': "You don't like expensive restaurants. Between Freshii and Mi Mi Restaurant, you should go to Mi Mi Restaurant.", 'answer': 'Mi Mi Restaurant', 'candidate': 'Freshii'}
{'statement': "You don't like expensive restaurants. Between EJ Sushi and Edible Arrangements, you should go to EJ Sushi.", 'answer': 'EJ Sushi', 'candidate': 'Edible Arrangements'}
{'statement': "You don't like expensive restaurants. Between Green Room and Kibo Sushi House, you should go to Green Room.", 'answer': 'Green Room', 'candidate': 'Kibo Sushi House'}
{'statement': "You don't like expensive restaurants. Between Taste of Greek Cuisine and Falafel Hut Village, you should go to Falafel Hut Village.", 'answer': 'Falafel Hut Village', 'candidate': 'Taste of Greek Cuisine'}
{'statement': "You don't like expensive restaurants. Between Tik Talk Cafe and Pho 88, you should go to Pho 88.", 'answer': 'Pho 88', 'candidate': 'Tik Talk Cafe'}
{'statement': "You don't like expensive restaurants. Between Kairali - Taste of Kerala and Branca, you should go to Kairali - Taste of Kerala.", 'answer': 'Kairali - Taste of Kerala', 'candidate': 'Branca'}
{'statement': "You don't like expensive restaurants. Between Chick Fiesta and Viccino Pizzeria, you should go to Chick Fiesta.", 'answer': 'Chick Fiesta', 'candidate': 'Viccino Pizzeria'}
{'statement': "You don't like expensive restaurants. Between Sizzlers and Cantine Bar & Grill, you should go to Sizzlers.", 'answer': 'Sizzlers', 'candidate': 'Cantine Bar & Grill'}
{'statement': "You don't like expensive restaurants. Between Ciao Europa wine bar and Villa Madina, you should go to Villa Madina.", 'answer': 'Villa Madina', 'candidate': 'Ciao Europa wine bar'}
{'statement': "You don't like expensive restaurants. Between The Empire and Cantine Bar & Grill, you should go to The Empire.", 'answer': 'The Empire', 'candidate': 'Cantine Bar & Grill'}
{'statement': "You don't like expensive restaurants. Between Just Soups Take Out & Catering and Harry's Char Broil & Dining Lounge, you should go to Just Soups Take Out & Catering.", 'answer': 'Just Soups Take Out & Catering', 'candidate': "Harry's Char Broil & Dining Lounge"}
{'statement': "You don't like expensive restaurants. Between Big Al's Diner and Ici Bistro, you should go to Big Al's Diner.", 'answer': "Big Al's Diner", 'candidate': 'Ici Bistro'}
{'statement': "You don't like expensive restaurants. Between Sheriff Broaster Chicken and Fit For Life, you should go to Fit For Life.", 'answer': 'Fit For Life', 'candidate': 'Sheriff Broaster Chicken'}
{'statement': "You don't like expensive restaurants. Between Aris Place and Tik Talk Cafe, you should go to Aris Place.", 'answer': 'Aris Place', 'candidate': 'Tik Talk Cafe'}
{'statement': "You don't like expensive restaurants. Between Le Papillon Park and Shawarma Twist, you should go to Shawarma Twist.", 'answer': 'Shawarma Twist', 'candidate': 'Le Papillon Park'}
{'statement': "You don't like expensive restaurants. Between Topham Corner and Pho 88, you should go to Pho 88.", 'answer': 'Pho 88', 'candidate': 'Topham Corner'}
{'statement': "You don't like expensive restaurants. Between Hapa Toronto and Villa Madina, you should go to Villa Madina.", 'answer': 'Villa Madina', 'candidate': 'Hapa Toronto'}
{'statement': "You don't like expensive restaurants. Between Oxygen Restaurant & Lounge and The Coffee Pocket, you should go to The Coffee Pocket.", 'answer': 'The Coffee Pocket', 'candidate': 'Oxygen Restaurant & Lounge'}
{'statement': "You don't like expensive restaurants. Between Watson's and Supermodel Pizza, you should go to Supermodel Pizza.", 'answer': 'Supermodel Pizza', 'candidate': "Watson's"}
{'statement': "You don't like expensive restaurants. Between Pasta Pantry and Cafe Jules, you should go to Cafe Jules.", 'answer': 'Cafe Jules', 'candidate': 'Pasta Pantry'}
{'statement': "You don't like expensive restaurants. Between Thompson Rooftop and Le Papillon Park, you should go to Le Papillon Park.", 'answer': 'Le Papillon Park', 'candidate': 'Thompson Rooftop'}
{'statement': "You don't like expensive restaurants. Between Tim Hortons and Nutella Cafe by Pusateri's, you should go to Tim Hortons.", 'answer': 'Tim Hortons', 'candidate': "Nutella Cafe by Pusateri's"}
{'statement': "You don't like expensive restaurants. Between Marcello’s pizzeria and Sushi World, you should go to Sushi World.", 'answer': 'Sushi World', 'candidate': 'Marcello’s pizzeria'}
{'statement': "You don't like expensive restaurants. Between Basil Express Restaurant and Branca, you should go to Basil Express Restaurant.", 'answer': 'Basil Express Restaurant', 'candidate': 'Branca'}
{'statement': "You don't like expensive restaurants. Between Mi Mi Restaurant and Sushi Shop, you should go to Mi Mi Restaurant.", 'answer': 'Mi Mi Restaurant', 'candidate': 'Sushi Shop'}
{'statement': "You don't like expensive restaurants. Between Paradise Farms Prime Beef Bistro and Madras Pantry, you should go to Madras Pantry.", 'answer': 'Madras Pantry', 'candidate': 'Paradise Farms Prime Beef Bistro'}
{'statement': "You don't like expensive restaurants. Between Popeyes Louisiana Kitchen and Pizza Pizza, you should go to Pizza Pizza.", 'answer': 'Pizza Pizza', 'candidate': 'Popeyes Louisiana Kitchen'}
{'statement': "You don't like expensive restaurants. Between Mirage Grill & Lounge and Beryl's Pepper Pot, you should go to Beryl's Pepper Pot.", 'answer': "Beryl's Pepper Pot", 'candidate': 'Mirage Grill & Lounge'}
{'statement': "You don't like expensive restaurants. Between Lebanese Bakery and Lahore Grill & Fast Food, you should go to Lahore Grill & Fast Food.", 'answer': 'Lahore Grill & Fast Food', 'candidate': 'Lebanese Bakery'}
{'statement': "You don't like expensive restaurants. Between Domino's Pizza and Nutella Cafe by Pusateri's, you should go to Domino's Pizza.", 'answer': "Domino's Pizza", 'candidate': "Nutella Cafe by Pusateri's"}
{'statement': "You don't like expensive restaurants. Between Thompson Rooftop and Kim PO Vietnamese, you should go to Kim PO Vietnamese.", 'answer': 'Kim PO Vietnamese', 'candidate': 'Thompson Rooftop'}
{'statement': "You don't like expensive restaurants. Between Pasta Pantry and Tim Hortons, you should go to Tim Hortons.", 'answer': 'Tim Hortons', 'candidate': 'Pasta Pantry'}
{'statement': "You don't like expensive restaurants. Between Breakfast Room and Verona Restaurant, you should go to Breakfast Room.", 'answer': 'Breakfast Room', 'candidate': 'Verona Restaurant'}
{'statement': "You don't like expensive restaurants. Between The Empire and Juice & Java Cafe, you should go to The Empire.", 'answer': 'The Empire', 'candidate': 'Juice & Java Cafe'}
{'statement': "You don't like expensive restaurants. Between Mysteriously Yours Dinner Theatre and Milo's Pita, you should go to Milo's Pita.", 'answer': "Milo's Pita", 'candidate': 'Mysteriously Yours Dinner Theatre'}
{'statement': "You don't like expensive restaurants. Between Supermodel Pizza and Edible Arrangements, you should go to Supermodel Pizza.", 'answer': 'Supermodel Pizza', 'candidate': 'Edible Arrangements'}
{'statement': "You don't like expensive restaurants. Between Cafe Jules and Oxygen Restaurant & Lounge, you should go to Cafe Jules.", 'answer': 'Cafe Jules', 'candidate': 'Oxygen Restaurant & Lounge'}
{'statement': "You don't like expensive restaurants. Between Villa Madina and 9 Restaurant, you should go to Villa Madina.", 'answer': 'Villa Madina', 'candidate': '9 Restaurant'}
{'statement': "You don't like expensive restaurants. Between Cafe Jules and Bao Bao Plus Dim Sum, you should go to Cafe Jules.", 'answer': 'Cafe Jules', 'candidate': 'Bao Bao Plus Dim Sum'}
{'statement': "You don't like expensive restaurants. Between Kibo Sushi House and Galata Cafe, you should go to Kibo Sushi House.", 'answer': 'Kibo Sushi House', 'candidate': 'Galata Cafe'}
{'statement': "You don't like expensive restaurants. Between Thompson Rooftop and Just Soups Take Out & Catering, you should go to Just Soups Take Out & Catering.", 'answer': 'Just Soups Take Out & Catering', 'candidate': 'Thompson Rooftop'}
{'statement': "You don't like expensive restaurants. Between Viccino Pizzeria and Villa Madina, you should go to Villa Madina.", 'answer': 'Villa Madina', 'candidate': 'Viccino Pizzeria'}
{'statement': "You don't like expensive restaurants. Between Druxy's Famous Deli and Maurya East Indian Roti, you should go to Druxy's Famous Deli.", 'answer': "Druxy's Famous Deli", 'candidate': 'Maurya East Indian Roti'}
{'statement': "You don't like expensive restaurants. Between Just Soups Take Out & Catering and La Cocina De Dona Luz, you should go to Just Soups Take Out & Catering.", 'answer': 'Just Soups Take Out & Catering', 'candidate': 'La Cocina De Dona Luz'}
{'statement': "You don't like expensive restaurants. Between Branca and Top Sushi, you should go to Top Sushi.", 'answer': 'Top Sushi', 'candidate': 'Branca'}
{'statement': "You don't like expensive restaurants. Between Queen Slice and Warung Indonesia D'Eglinton, you should go to Queen Slice.", 'answer': 'Queen Slice', 'candidate': "Warung Indonesia D'Eglinton"}
{'statement': "You don't like expensive restaurants. Between KFC and Milestones Restaurants, you should go to KFC.", 'answer': 'KFC', 'candidate': 'Milestones Restaurants'}
{'statement': "You don't like expensive restaurants. Between Mövenpick Café and Evoo Ristorante, you should go to Mövenpick Café.", 'answer': 'Mövenpick Café', 'candidate': 'Evoo Ristorante'}
{'statement': "You don't like expensive restaurants. Between Viccino Pizzeria and Green Room, you should go to Green Room.", 'answer': 'Green Room', 'candidate': 'Viccino Pizzeria'}
{'statement': "You don't like expensive restaurants. Between Branca and Queen Pita, you should go to Queen Pita.", 'answer': 'Queen Pita', 'candidate': 'Branca'}
{'statement': "You don't like expensive restaurants. Between Farmacia Health Bar and Ici Bistro, you should go to Farmacia Health Bar.", 'answer': 'Farmacia Health Bar', 'candidate': 'Ici Bistro'}
{'statement': "You don't like expensive restaurants. Between Basha Middle Eastern Grill and Oxygen Restaurant & Lounge, you should go to Basha Middle Eastern Grill.", 'answer': 'Basha Middle Eastern Grill', 'candidate': 'Oxygen Restaurant & Lounge'}
{'statement': "You don't like expensive restaurants. Between Mi Mi Restaurant and Evoo Ristorante, you should go to Mi Mi Restaurant.", 'answer': 'Mi Mi Restaurant', 'candidate': 'Evoo Ristorante'}
{'statement': "You don't like expensive restaurants. Between Just Soups Take Out & Catering and Magic Oven, you should go to Just Soups Take Out & Catering.", 'answer': 'Just Soups Take Out & Catering', 'candidate': 'Magic Oven'}
{'statement': "You don't like expensive restaurants. Between Goldstone Noodle Restaurant and Piper's Pub And Grill, you should go to Goldstone Noodle Restaurant.", 'answer': 'Goldstone Noodle Restaurant', 'candidate': "Piper's Pub And Grill"}
{'statement': "You don't like expensive restaurants. Between Verona Restaurant and Evoo Ristorante, you should go to Verona Restaurant.", 'answer': 'Verona Restaurant', 'candidate': 'Evoo Ristorante'}
{'statement': "You don't like expensive restaurants. Between Cafe Jules and Banjara Indian Cuisine, you should go to Cafe Jules.", 'answer': 'Cafe Jules', 'candidate': 'Banjara Indian Cuisine'}
{'statement': "You don't like expensive restaurants. Between Smoke's Weinerie and Paradise Farms Prime Beef Bistro, you should go to Smoke's Weinerie.", 'answer': "Smoke's Weinerie", 'candidate': 'Paradise Farms Prime Beef Bistro'}
{'statement': "You don't like expensive restaurants. Between Shawarma Twist and Mövenpick Café, you should go to Shawarma Twist.", 'answer': 'Shawarma Twist', 'candidate': 'Mövenpick Café'}
{'statement': "You don't like expensive restaurants. Between Harry's Char Broil & Dining Lounge and Branca, you should go to Harry's Char Broil & Dining Lounge.", 'answer': "Harry's Char Broil & Dining Lounge", 'candidate': 'Branca'}
{'statement': "You don't like expensive restaurants. Between Sheriff Broaster Chicken and Mirage Grill & Lounge, you should go to Sheriff Broaster Chicken.", 'answer': 'Sheriff Broaster Chicken', 'candidate': 'Mirage Grill & Lounge'}
{'statement': "You don't like expensive restaurants. Between Mirage Grill & Lounge and Helena's Magic Kitchen, you should go to Helena's Magic Kitchen.", 'answer': "Helena's Magic Kitchen", 'candidate': 'Mirage Grill & Lounge'}
{'statement': "You don't like expensive restaurants. Between Warung Indonesia D'Eglinton and Druxy's Famous Deli, you should go to Druxy's Famous Deli.", 'answer': "Druxy's Famous Deli", 'candidate': "Warung Indonesia D'Eglinton"}
{'statement': "You don't like expensive restaurants. Between Le Papillon Park and Cafe Jules, you should go to Cafe Jules.", 'answer': 'Cafe Jules', 'candidate': 'Le Papillon Park'}
{'statement': "You don't like expensive restaurants. Between Galata Cafe and Sushi Shop, you should go to Sushi Shop.", 'answer': 'Sushi Shop', 'candidate': 'Galata Cafe'}
{'statement': "You don't like expensive restaurants. Between Cafe Jules and Pisco 1641, you should go to Cafe Jules.", 'answer': 'Cafe Jules', 'candidate': 'Pisco 1641'}
{'statement': "You don't like expensive restaurants. Between Modo Mio Italian Bistro and Edible Arrangements, you should go to Modo Mio Italian Bistro.", 'answer': 'Modo Mio Italian Bistro', 'candidate': 'Edible Arrangements'}
{'statement': "You don't like expensive restaurants. Between McDonald's and Verona Restaurant, you should go to McDonald's.", 'answer': "McDonald's", 'candidate': 'Verona Restaurant'}
{'statement': "You don't like expensive restaurants. Between Mysteriously Yours Dinner Theatre and The Duke of Devon, you should go to The Duke of Devon.", 'answer': 'The Duke of Devon', 'candidate': 'Mysteriously Yours Dinner Theatre'}
{'statement': "You don't like expensive restaurants. Between Oxygen Restaurant & Lounge and Big Al's Diner, you should go to Big Al's Diner.", 'answer': "Big Al's Diner", 'candidate': 'Oxygen Restaurant & Lounge'}
{'statement': "You don't like expensive restaurants. Between Druxy's Famous Deli and Farmacia Health Bar, you should go to Druxy's Famous Deli.", 'answer': "Druxy's Famous Deli", 'candidate': 'Farmacia Health Bar'}
{'statement': "You don't like expensive restaurants. Between Tim Hortons and Banjara Indian Cuisine, you should go to Tim Hortons.", 'answer': 'Tim Hortons', 'candidate': 'Banjara Indian Cuisine'}
{'statement': "You don't like expensive restaurants. Between Kairali - Taste of Kerala and Bonne Journee, you should go to Bonne Journee.", 'answer': 'Bonne Journee', 'candidate': 'Kairali - Taste of Kerala'}
{'statement': "You don't like expensive restaurants. Between Modo Mio Italian Bistro and Dinah's Cupboard, you should go to Modo Mio Italian Bistro.", 'answer': 'Modo Mio Italian Bistro', 'candidate': "Dinah's Cupboard"}
{'statement': "You don't like expensive restaurants. Between Bake Island and Sky Dragon Chinese Restaurant, you should go to Bake Island.", 'answer': 'Bake Island', 'candidate': 'Sky Dragon Chinese Restaurant'}
{'statement': "You don't like expensive restaurants. Between To-ne Sushi and Mysteriously Yours Dinner Theatre, you should go to To-ne Sushi.", 'answer': 'To-ne Sushi', 'candidate': 'Mysteriously Yours Dinner Theatre'}
{'statement': "You don't like expensive restaurants. Between Freshii and Big Al's Diner, you should go to Big Al's Diner.", 'answer': "Big Al's Diner", 'candidate': 'Freshii'}
{'statement': "You don't like expensive restaurants. Between The Empire and Harvey's, you should go to The Empire.", 'answer': 'The Empire', 'candidate': "Harvey's"}
{'statement': "You don't like expensive restaurants. Between Chick Fiesta and EJ Sushi, you should go to Chick Fiesta.", 'answer': 'Chick Fiesta', 'candidate': 'EJ Sushi'}
{'statement': "You don't like expensive restaurants. Between Mi Mi Restaurant and 9 Restaurant, you should go to Mi Mi Restaurant.", 'answer': 'Mi Mi Restaurant', 'candidate': '9 Restaurant'}
{'statement': "You don't like expensive restaurants. Between Paradise Farms Prime Beef Bistro and Eastern legend, you should go to Eastern legend.", 'answer': 'Eastern legend', 'candidate': 'Paradise Farms Prime Beef Bistro'}
{'statement': "You don't like expensive restaurants. Between Freshii and Shawarma Twist, you should go to Shawarma Twist.", 'answer': 'Shawarma Twist', 'candidate': 'Freshii'}
{'statement': "You don't like expensive restaurants. Between Breakfast Room and McDonald's, you should go to McDonald's.", 'answer': "McDonald's", 'candidate': 'Breakfast Room'}
{'statement': "You don't like expensive restaurants. Between Magic Oven and Cake Opera, you should go to Magic Oven.", 'answer': 'Magic Oven', 'candidate': 'Cake Opera'}
{'statement': "You don't like expensive restaurants. Between Sushi World and It's All Grk, you should go to Sushi World.", 'answer': 'Sushi World', 'candidate': "It's All Grk"}
{'statement': "You don't like expensive restaurants. Between Fit For Life and The Duke of Devon, you should go to Fit For Life.", 'answer': 'Fit For Life', 'candidate': 'The Duke of Devon'}
{'statement': "You don't like expensive restaurants. Between Grappa Ristorante and Mysteriously Yours Dinner Theatre, you should go to Grappa Ristorante.", 'answer': 'Grappa Ristorante', 'candidate': 'Mysteriously Yours Dinner Theatre'}
{'statement': "You don't like expensive restaurants. Between Evoo Ristorante and 9 Restaurant, you should go to 9 Restaurant.", 'answer': '9 Restaurant', 'candidate': 'Evoo Ristorante'}
{'statement': "You don't like expensive restaurants. Between Hina Sushi and Sichuan Landscape Chinese Restaurant, you should go to Hina Sushi.", 'answer': 'Hina Sushi', 'candidate': 'Sichuan Landscape Chinese Restaurant'}
{'statement': "You don't like expensive restaurants. Between Paradise Farms Prime Beef Bistro and Galata Cafe, you should go to Paradise Farms Prime Beef Bistro.", 'answer': 'Paradise Farms Prime Beef Bistro', 'candidate': 'Galata Cafe'}
{'statement': "You don't like expensive restaurants. Between Pho 88 and Nutella Cafe by Pusateri's, you should go to Pho 88.", 'answer': 'Pho 88', 'candidate': "Nutella Cafe by Pusateri's"}
{'statement': "You don't like expensive restaurants. Between Chipotle Mexican Grill and Sizzlers, you should go to Sizzlers.", 'answer': 'Sizzlers', 'candidate': 'Chipotle Mexican Grill'}
{'statement': "You don't like expensive restaurants. Between Sichuan Landscape Chinese Restaurant and Oxygen Restaurant & Lounge, you should go to Sichuan Landscape Chinese Restaurant.", 'answer': 'Sichuan Landscape Chinese Restaurant', 'candidate': 'Oxygen Restaurant & Lounge'}
{'statement': "You don't like expensive restaurants. Between Farmacia Health Bar and Bake Island, you should go to Bake Island.", 'answer': 'Bake Island', 'candidate': 'Farmacia Health Bar'}
{'statement': "You don't like expensive restaurants. Between Cafe Jules and Hina Sushi, you should go to Cafe Jules.", 'answer': 'Cafe Jules', 'candidate': 'Hina Sushi'}
{'statement': "You don't like expensive restaurants. Between Popeyes Louisiana Kitchen and St. Clair Shawarma and Falafel, you should go to St. Clair Shawarma and Falafel.", 'answer': 'St. Clair Shawarma and Falafel', 'candidate': 'Popeyes Louisiana Kitchen'}
{'statement': "You don't like expensive restaurants. Between Sweet Jesus and Piper's Pub And Grill, you should go to Sweet Jesus.", 'answer': 'Sweet Jesus', 'candidate': "Piper's Pub And Grill"}
{'statement': "You don't like expensive restaurants. Between Aris Place and Pasta Pantry, you should go to Aris Place.", 'answer': 'Aris Place', 'candidate': 'Pasta Pantry'}
{'statement': "You don't like expensive restaurants. Between Lahore Grill & Fast Food and Dinah's Cupboard, you should go to Lahore Grill & Fast Food.", 'answer': 'Lahore Grill & Fast Food', 'candidate': "Dinah's Cupboard"}
{'statement': "You don't like expensive restaurants. Between Ici Bistro and Kim PO Vietnamese, you should go to Kim PO Vietnamese.", 'answer': 'Kim PO Vietnamese', 'candidate': 'Ici Bistro'}
{'statement': "You don't like expensive restaurants. Between Taste of Greek Cuisine and Sichuan Landscape Chinese Restaurant, you should go to Taste of Greek Cuisine.", 'answer': 'Taste of Greek Cuisine', 'candidate': 'Sichuan Landscape Chinese Restaurant'}
{'statement': "You don't like expensive restaurants. Between It's All Grk and Supermodel Pizza, you should go to Supermodel Pizza.", 'answer': 'Supermodel Pizza', 'candidate': "It's All Grk"}
{'statement': "You don't like expensive restaurants. Between Cake Opera and Just Soups Take Out & Catering, you should go to Just Soups Take Out & Catering.", 'answer': 'Just Soups Take Out & Catering', 'candidate': 'Cake Opera'}
{'statement': "You don't like expensive restaurants. Between Green Grotto and Pho 88, you should go to Pho 88.", 'answer': 'Pho 88', 'candidate': 'Green Grotto'}
{'statement': "You don't like expensive restaurants. Between Edible Arrangements and Banjara Indian Cuisine, you should go to Banjara Indian Cuisine.", 'answer': 'Banjara Indian Cuisine', 'candidate': 'Edible Arrangements'}
{'statement': "You don't like expensive restaurants. Between Just Soups Take Out & Catering and Assembly Chef's Hall, you should go to Just Soups Take Out & Catering.", 'answer': 'Just Soups Take Out & Catering', 'candidate': "Assembly Chef's Hall"}
{'statement': "You don't like expensive restaurants. Between Viccino Pizzeria and Shawarma Twist, you should go to Shawarma Twist.", 'answer': 'Shawarma Twist', 'candidate': 'Viccino Pizzeria'}
{'statement': "You don't like expensive restaurants. Between Watson's and Sichuan Landscape Chinese Restaurant, you should go to Watson's.", 'answer': "Watson's", 'candidate': 'Sichuan Landscape Chinese Restaurant'}
{'statement': "You don't like expensive restaurants. Between Verona Restaurant and Aroma Espresso Bar, you should go to Aroma Espresso Bar.", 'answer': 'Aroma Espresso Bar', 'candidate': 'Verona Restaurant'}
{'statement': "You don't like expensive restaurants. Between Madras Pantry and Kim PO Vietnamese, you should go to Madras Pantry.", 'answer': 'Madras Pantry', 'candidate': 'Kim PO Vietnamese'}
{'statement': "You don't like expensive restaurants. Between Sky Dragon Chinese Restaurant and Madras Pantry, you should go to Madras Pantry.", 'answer': 'Madras Pantry', 'candidate': 'Sky Dragon Chinese Restaurant'}
{'statement': "You don't like expensive restaurants. Between Pizza Pizza and Cantine Bar & Grill, you should go to Pizza Pizza.", 'answer': 'Pizza Pizza', 'candidate': 'Cantine Bar & Grill'}
{'statement': "You don't like expensive restaurants. Between JJ Bean and Top Sushi, you should go to Top Sushi.", 'answer': 'Top Sushi', 'candidate': 'JJ Bean'}
{'statement': "You don't like expensive restaurants. Between Kibo Sushi House and Queen Pita, you should go to Queen Pita.", 'answer': 'Queen Pita', 'candidate': 'Kibo Sushi House'}
{'statement': "You don't like expensive restaurants. Between Hina Sushi and McDonald's, you should go to McDonald's.", 'answer': "McDonald's", 'candidate': 'Hina Sushi'}
{'statement': "You don't like expensive restaurants. Between Adega Restaurante and McDonald's, you should go to McDonald's.", 'answer': "McDonald's", 'candidate': 'Adega Restaurante'}
{'statement': "You don't like expensive restaurants. Between Ici Bistro and Freshii, you should go to Freshii.", 'answer': 'Freshii', 'candidate': 'Ici Bistro'}
{'statement': "You don't like expensive restaurants. Between Thompson Rooftop and EJ Sushi, you should go to EJ Sushi.", 'answer': 'EJ Sushi', 'candidate': 'Thompson Rooftop'}
{'statement': "You don't like expensive restaurants. Between Magic Oven and New Bilan Restaurant, you should go to New Bilan Restaurant.", 'answer': 'New Bilan Restaurant', 'candidate': 'Magic Oven'}
{'statement': "You don't like expensive restaurants. Between JJ Bean and Ici Bistro, you should go to JJ Bean.", 'answer': 'JJ Bean', 'candidate': 'Ici Bistro'}
{'statement': "You don't like expensive restaurants. Between Carole's Cheesecake Cafe and Mamma's Pizza, you should go to Mamma's Pizza.", 'answer': "Mamma's Pizza", 'candidate': "Carole's Cheesecake Cafe"}
{'statement': "You don't like expensive restaurants. Between Big Al's Diner and Kibo Sushi House, you should go to Big Al's Diner.", 'answer': "Big Al's Diner", 'candidate': 'Kibo Sushi House'}
{'statement': "You don't like expensive restaurants. Between Harvey's and KFC, you should go to KFC.", 'answer': 'KFC', 'candidate': "Harvey's"}
{'statement': "You don't like expensive restaurants. Between Bagel Nash and Sky Dragon Chinese Restaurant, you should go to Bagel Nash.", 'answer': 'Bagel Nash', 'candidate': 'Sky Dragon Chinese Restaurant'}
{'statement': "You don't like expensive restaurants. Between Queen Slice and Viccino Pizzeria, you should go to Queen Slice.", 'answer': 'Queen Slice', 'candidate': 'Viccino Pizzeria'}
{'statement': "You don't like expensive restaurants. Between Goldstone Noodle Restaurant and Hapa Toronto, you should go to Goldstone Noodle Restaurant.", 'answer': 'Goldstone Noodle Restaurant', 'candidate': 'Hapa Toronto'}
{'statement': "You don't like expensive restaurants. Between Milo's Pita and Oxygen Restaurant & Lounge, you should go to Milo's Pita.", 'answer': "Milo's Pita", 'candidate': 'Oxygen Restaurant & Lounge'}
