{'statement': 'Someone is looking for a city with warm weather. Between Suva and Berlin, this person should visit Suva.', 'answer': 'Suva', 'candidate': 'Berlin'}
{'statement': 'Someone is looking for a city with warm weather. Between Ouahigouya and Palmerston North, this person should visit Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Palmerston North'}
{'statement': 'Someone is looking for a city with warm weather. Between Hat Yai and Brussels, this person should visit Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Brussels'}
{'statement': 'Someone is looking for a city with warm weather. Between Yaoundé and Vladivostok, this person should visit Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Vladivostok'}
{'statement': 'Someone is looking for a city with warm weather. Between Rangpur and Ürümqi, this person should visit Rangpur.', 'answer': 'Rangpur', 'candidate': 'Ürümqi'}
{'statement': 'Someone is looking for a city with warm weather. Between San Salvador and Berlin, this person should visit San Salvador.', 'answer': 'San Salvador', 'candidate': 'Berlin'}
{'statement': 'Someone is looking for a city with warm weather. Between Nouakchott and Chicago, this person should visit Nouakchott.', 'answer': 'Nouakchott', 'candidate': 'Chicago'}
{'statement': 'Someone is looking for a city with warm weather. Between Phoenix and Zagreb, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Zagreb'}
{'statement': 'Someone is looking for a city with warm weather. Between Malabo and Christchurch, this person should visit Malabo.', 'answer': 'Malabo', 'candidate': 'Christchurch'}
{'statement': 'Someone is looking for a city with warm weather. Between Belize City and Antofagasta, this person should visit Belize City.', 'answer': 'Belize City', 'candidate': 'Antofagasta'}
{'statement': 'Someone is looking for a city with warm weather. Between La Paz and Hobart, this person should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Hobart'}
{'statement': 'Someone is looking for a city with warm weather. Between Palembang and Halifax, this person should visit Palembang.', 'answer': 'Palembang', 'candidate': 'Halifax'}
{'statement': 'Someone is looking for a city with warm weather. Between Lomé and Napier, this person should visit Lomé.', 'answer': 'Lomé', 'candidate': 'Napier'}
{'statement': 'Someone is looking for a city with warm weather. Between Suva and Bucharest, this person should visit Suva.', 'answer': 'Suva', 'candidate': 'Bucharest'}
{'statement': 'Someone is looking for a city with warm weather. Between Antsiranana and Nur-Sultan, this person should visit Antsiranana.', 'answer': 'Antsiranana', 'candidate': 'Nur-Sultan'}
{'statement': 'Someone is looking for a city with warm weather. Between Mumbai and Nur-Sultan, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Nur-Sultan'}
{'statement': 'Someone is looking for a city with warm weather. Between Lagos and Anchorage, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Anchorage'}
{'statement': 'Someone is looking for a city with warm weather. Between Garoua and Pittsburgh, this person should visit Garoua.', 'answer': 'Garoua', 'candidate': 'Pittsburgh'}
{'statement': 'Someone is looking for a city with warm weather. Between Barranquilla and Sacramento, this person should visit Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Sacramento'}
{'statement': 'Someone is looking for a city with warm weather. Between Muscat and Vienna, this person should visit Muscat.', 'answer': 'Muscat', 'candidate': 'Vienna'}
{'statement': 'Someone is looking for a city with warm weather. Between Kingston and Yerevan, this person should visit Kingston.', 'answer': 'Kingston', 'candidate': 'Yerevan'}
{'statement': 'Someone is looking for a city with warm weather. Between Brasília and Moscow, this person should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a city with warm weather. Between Juba and Christchurch, this person should visit Juba.', 'answer': 'Juba', 'candidate': 'Christchurch'}
{'statement': 'Someone is looking for a city with warm weather. Between Bujumbura and Saskatoon, this person should visit Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Saskatoon'}
{'statement': 'Someone is looking for a city with warm weather. Between Niamey and Ljubljana, this person should visit Niamey.', 'answer': 'Niamey', 'candidate': 'Ljubljana'}
{'statement': 'Someone is looking for a city with warm weather. Between Toamasina and Bucharest, this person should visit Toamasina.', 'answer': 'Toamasina', 'candidate': 'Bucharest'}
{'statement': 'Someone is looking for a city with warm weather. Between Cairo and Novosibirsk, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Novosibirsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Muscat and Addis Ababa, this person should visit Muscat.', 'answer': 'Muscat', 'candidate': 'Addis Ababa'}
{'statement': 'Someone is looking for a city with warm weather. Between Erbil and Minsk, this person should visit Erbil.', 'answer': 'Erbil', 'candidate': 'Minsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Wau and Ürümqi, this person should visit Wau.', 'answer': 'Wau', 'candidate': 'Ürümqi'}
{'statement': 'Someone is looking for a city with warm weather. Between Cabo San Lucas and Minneapolis, this person should visit Cabo San Lucas.', 'answer': 'Cabo San Lucas', 'candidate': 'Minneapolis'}
{'statement': 'Someone is looking for a city with warm weather. Between Guadalajara and Berlin, this person should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Berlin'}
{'statement': 'Someone is looking for a city with warm weather. Between Barranquilla and Copenhagen, this person should visit Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Copenhagen'}
{'statement': 'Someone is looking for a city with warm weather. Between Monterrey and Erzurum, this person should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Erzurum'}
{'statement': 'Someone is looking for a city with warm weather. Between Bamako and Lviv, this person should visit Bamako.', 'answer': 'Bamako', 'candidate': 'Lviv'}
{'statement': 'Someone is looking for a city with warm weather. Between Tabora and Dublin, this person should visit Tabora.', 'answer': 'Tabora', 'candidate': 'Dublin'}
{'statement': 'Someone is looking for a city with warm weather. Between Auckland and Novosibirsk, this person should visit Auckland.', 'answer': 'Auckland', 'candidate': 'Novosibirsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Harare and Reykjavík, this person should visit Harare.', 'answer': 'Harare', 'candidate': 'Reykjavík'}
{'statement': 'Someone is looking for a city with warm weather. Between Muscat and Rabat, this person should visit Muscat.', 'answer': 'Muscat', 'candidate': 'Rabat'}
{'statement': 'Someone is looking for a city with warm weather. Between Conakry and Ushuaia, this person should visit Conakry.', 'answer': 'Conakry', 'candidate': 'Ushuaia'}
{'statement': 'Someone is looking for a city with warm weather. Between Suva and Copenhagen, this person should visit Suva.', 'answer': 'Suva', 'candidate': 'Copenhagen'}
{'statement': 'Someone is looking for a city with warm weather. Between Douala and Baltimore, this person should visit Douala.', 'answer': 'Douala', 'candidate': 'Baltimore'}
{'statement': 'Someone is looking for a city with warm weather. Between Chihuahua and Punta Arenas, this person should visit Chihuahua.', 'answer': 'Chihuahua', 'candidate': 'Punta Arenas'}
{'statement': 'Someone is looking for a city with warm weather. Between Manaus and Rome, this person should visit Manaus.', 'answer': 'Manaus', 'candidate': 'Rome'}
{'statement': 'Someone is looking for a city with warm weather. Between Ségou and Milwaukee, this person should visit Ségou.', 'answer': 'Ségou', 'candidate': 'Milwaukee'}
{'statement': 'Someone is looking for a city with warm weather. Between Bamako and Ushuaia, this person should visit Bamako.', 'answer': 'Bamako', 'candidate': 'Ushuaia'}
{'statement': 'Someone is looking for a city with warm weather. Between Antsiranana and Punta Arenas, this person should visit Antsiranana.', 'answer': 'Antsiranana', 'candidate': 'Punta Arenas'}
{'statement': 'Someone is looking for a city with warm weather. Between Karachi and Kunming, this person should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Kunming'}
{'statement': 'Someone is looking for a city with warm weather. Between Paramaribo and Ankara, this person should visit Paramaribo.', 'answer': 'Paramaribo', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a city with warm weather. Between Port-Gentil and Novosibirsk, this person should visit Port-Gentil.', 'answer': 'Port-Gentil', 'candidate': 'Novosibirsk'}
{'statement': 'Someone is looking for a city with warm weather. Between El Paso and Lviv, this person should visit El Paso.', 'answer': 'El Paso', 'candidate': 'Lviv'}
{'statement': 'Someone is looking for a city with warm weather. Between Riyadh and Albuquerque, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Albuquerque'}
{'statement': 'Someone is looking for a city with warm weather. Between San Antonio and Kuopio, this person should visit San Antonio.', 'answer': 'San Antonio', 'candidate': 'Kuopio'}
{'statement': 'Someone is looking for a city with warm weather. Between Santiago del Estero and Toronto, this person should visit Santiago del Estero.', 'answer': 'Santiago del Estero', 'candidate': 'Toronto'}
{'statement': 'Someone is looking for a city with warm weather. Between Phoenix and Halifax, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Halifax'}
{'statement': 'Someone is looking for a city with warm weather. Between Nouadhibou and Saskatoon, this person should visit Nouadhibou.', 'answer': 'Nouadhibou', 'candidate': 'Saskatoon'}
{'statement': 'Someone is looking for a city with warm weather. Between Tabora and Bucharest, this person should visit Tabora.', 'answer': 'Tabora', 'candidate': 'Bucharest'}
{'statement': 'Someone is looking for a city with warm weather. Between Malabo and Tauranga, this person should visit Malabo.', 'answer': 'Malabo', 'candidate': 'Tauranga'}
{'statement': 'Someone is looking for a city with warm weather. Between Sokoto and Ulaanbaatar, this person should visit Sokoto.', 'answer': 'Sokoto', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a city with warm weather. Between San Salvador and Saint Petersburg, this person should visit San Salvador.', 'answer': 'San Salvador', 'candidate': 'Saint Petersburg'}
{'statement': 'Someone is looking for a city with warm weather. Between Juba and Bogotá, this person should visit Juba.', 'answer': 'Juba', 'candidate': 'Bogotá'}
{'statement': 'Someone is looking for a city with warm weather. Between Entebbe and Chicago, this person should visit Entebbe.', 'answer': 'Entebbe', 'candidate': 'Chicago'}
{'statement': 'Someone is looking for a city with warm weather. Between Cotonou and Dublin, this person should visit Cotonou.', 'answer': 'Cotonou', 'candidate': 'Dublin'}
{'statement': 'Someone is looking for a city with warm weather. Between Mumbai and Sucre, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Sucre'}
{'statement': 'Someone is looking for a city with warm weather. Between Juba and Shanghai, this person should visit Juba.', 'answer': 'Juba', 'candidate': 'Shanghai'}
{'statement': 'Someone is looking for a city with warm weather. Between Ankara and Yakutsk, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Yakutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Lomé and Moscow, this person should visit Lomé.', 'answer': 'Lomé', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a city with warm weather. Between Mandalay and Bogotá, this person should visit Mandalay.', 'answer': 'Mandalay', 'candidate': 'Bogotá'}
{'statement': 'Someone is looking for a city with warm weather. Between Pontianak and Wellington, this person should visit Pontianak.', 'answer': 'Pontianak', 'candidate': 'Wellington'}
{'statement': 'Someone is looking for a city with warm weather. Between Darwin and Saint Petersburg, this person should visit Darwin.', 'answer': 'Darwin', 'candidate': 'Saint Petersburg'}
{'statement': 'Someone is looking for a city with warm weather. Between Phnom Penh and Changsha, this person should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Changsha'}
{'statement': 'Someone is looking for a city with warm weather. Between Bamako and Rabat, this person should visit Bamako.', 'answer': 'Bamako', 'candidate': 'Rabat'}
{'statement': 'Someone is looking for a city with warm weather. Between Mahajanga and Sacramento, this person should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Sacramento'}
{'statement': 'Someone is looking for a city with warm weather. Between Barranquilla and Indianapolis, this person should visit Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Indianapolis'}
{'statement': 'Someone is looking for a city with warm weather. Between Parakou and Paris, this person should visit Parakou.', 'answer': 'Parakou', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a city with warm weather. Between Cairo and Amsterdam, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Amsterdam'}
{'statement': 'Someone is looking for a city with warm weather. Between Mexicali and Irkutsk, this person should visit Mexicali.', 'answer': 'Mexicali', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Brussels and Yakutsk, this person should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Yakutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Porto Alegre and Suwałki, this person should visit Porto Alegre.', 'answer': 'Porto Alegre', 'candidate': 'Suwałki'}
{'statement': 'Someone is looking for a city with warm weather. Between Phnom Penh and Damascus, this person should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Damascus'}
{'statement': 'Someone is looking for a city with warm weather. Between Paramaribo and Kansas City, this person should visit Paramaribo.', 'answer': 'Paramaribo', 'candidate': 'Kansas City'}
{'statement': 'Someone is looking for a city with warm weather. Between Garissa and Rabat, this person should visit Garissa.', 'answer': 'Garissa', 'candidate': 'Rabat'}
{'statement': 'Someone is looking for a city with warm weather. Between Parakou and Tauranga, this person should visit Parakou.', 'answer': 'Parakou', 'candidate': 'Tauranga'}
{'statement': 'Someone is looking for a city with warm weather. Between Mumbai and Albuquerque, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Albuquerque'}
{'statement': 'Someone is looking for a city with warm weather. Between Panama City and Buenos Aires, this person should visit Panama City.', 'answer': 'Panama City', 'candidate': 'Buenos Aires'}
{'statement': 'Someone is looking for a city with warm weather. Between La Paz and Copenhagen, this person should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Copenhagen'}
{'statement': 'Someone is looking for a city with warm weather. Between Hamilton and Yinchuan, this person should visit Hamilton.', 'answer': 'Hamilton', 'candidate': 'Yinchuan'}
{'statement': 'Someone is looking for a city with warm weather. Between Belize City and Viedma, this person should visit Belize City.', 'answer': 'Belize City', 'candidate': 'Viedma'}
{'statement': 'Someone is looking for a city with warm weather. Between Manaus and Denver, this person should visit Manaus.', 'answer': 'Manaus', 'candidate': 'Denver'}
{'statement': 'Someone is looking for a city with warm weather. Between Ouahigouya and Reykjavík, this person should visit Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Reykjavík'}
{'statement': 'Someone is looking for a city with warm weather. Between Mumbai and Ankara, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a city with warm weather. Between Kano and Halifax, this person should visit Kano.', 'answer': 'Kano', 'candidate': 'Halifax'}
{'statement': 'Someone is looking for a city with warm weather. Between Beirut and Nur-Sultan, this person should visit Beirut.', 'answer': 'Beirut', 'candidate': 'Nur-Sultan'}
{'statement': 'Someone is looking for a city with warm weather. Between Bata and Punta Arenas, this person should visit Bata.', 'answer': 'Bata', 'candidate': 'Punta Arenas'}
{'statement': 'Someone is looking for a city with warm weather. Between Aden and Bratislava, this person should visit Aden.', 'answer': 'Aden', 'candidate': 'Bratislava'}
{'statement': 'Someone is looking for a city with warm weather. Between Lagos and Ottawa, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Ottawa'}
{'statement': 'Someone is looking for a city with warm weather. Between Surabaya and Lhasa, this person should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Lhasa'}
{'statement': 'Someone is looking for a city with warm weather. Between Rabat and Irkutsk, this person should visit Rabat.', 'answer': 'Rabat', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Manaus and Ottawa, this person should visit Manaus.', 'answer': 'Manaus', 'candidate': 'Ottawa'}
{'statement': 'Someone is looking for a city with warm weather. Between Cotonou and London, this person should visit Cotonou.', 'answer': 'Cotonou', 'candidate': 'London'}
{'statement': 'Someone is looking for a city with warm weather. Between Perth and Bergen, this person should visit Perth.', 'answer': 'Perth', 'candidate': 'Bergen'}
{'statement': 'Someone is looking for a city with warm weather. Between Mahajanga and Skopje, this person should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Skopje'}
{'statement': 'Someone is looking for a city with warm weather. Between Kuwait City and Christchurch, this person should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Christchurch'}
{'statement': 'Someone is looking for a city with warm weather. Between San Juan and Ürümqi, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Ürümqi'}
{'statement': 'Someone is looking for a city with warm weather. Between Córdoba and Punta Arenas, this person should visit Córdoba.', 'answer': 'Córdoba', 'candidate': 'Punta Arenas'}
{'statement': 'Someone is looking for a city with warm weather. Between Garissa and Ljubljana, this person should visit Garissa.', 'answer': 'Garissa', 'candidate': 'Ljubljana'}
{'statement': 'Someone is looking for a city with warm weather. Between Cayenne and Almaty, this person should visit Cayenne.', 'answer': 'Cayenne', 'candidate': 'Almaty'}
{'statement': 'Someone is looking for a city with warm weather. Between Bangui and Irkutsk, this person should visit Bangui.', 'answer': 'Bangui', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Ouahigouya and El Paso, this person should visit Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'El Paso'}
{'statement': 'Someone is looking for a city with warm weather. Between San Juan and Oslo, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Oslo'}
{'statement': 'Someone is looking for a city with warm weather. Between El Paso and Punta Arenas, this person should visit El Paso.', 'answer': 'El Paso', 'candidate': 'Punta Arenas'}
{'statement': 'Someone is looking for a city with warm weather. Between Buenos Aires and Saint Petersburg, this person should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Saint Petersburg'}
{'statement': 'Someone is looking for a city with warm weather. Between Manaus and Palmerston North, this person should visit Manaus.', 'answer': 'Manaus', 'candidate': 'Palmerston North'}
{'statement': 'Someone is looking for a city with warm weather. Between Abéché and Bergen, this person should visit Abéché.', 'answer': 'Abéché', 'candidate': 'Bergen'}
{'statement': 'Someone is looking for a city with warm weather. Between Damascus and Punta Arenas, this person should visit Damascus.', 'answer': 'Damascus', 'candidate': 'Punta Arenas'}
{'statement': 'Someone is looking for a city with warm weather. Between Rosario and Minsk, this person should visit Rosario.', 'answer': 'Rosario', 'candidate': 'Minsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Phnom Penh and Córdoba, this person should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Córdoba'}
{'statement': 'Someone is looking for a city with warm weather. Between Ségou and Nur-Sultan, this person should visit Ségou.', 'answer': 'Ségou', 'candidate': 'Nur-Sultan'}
{'statement': 'Someone is looking for a city with warm weather. Between Nouakchott and Toluca, this person should visit Nouakchott.', 'answer': 'Nouakchott', 'candidate': 'Toluca'}
{'statement': 'Someone is looking for a city with warm weather. Between Maputo and Lhasa, this person should visit Maputo.', 'answer': 'Maputo', 'candidate': 'Lhasa'}
{'statement': 'Someone is looking for a city with warm weather. Between Juba and Dublin, this person should visit Juba.', 'answer': 'Juba', 'candidate': 'Dublin'}
{'statement': 'Someone is looking for a city with warm weather. Between Port Moresby and Erzurum, this person should visit Port Moresby.', 'answer': 'Port Moresby', 'candidate': 'Erzurum'}
{'statement': 'Someone is looking for a city with warm weather. Between Kuwait City and Bucharest, this person should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Bucharest'}
{'statement': 'Someone is looking for a city with warm weather. Between Belize City and Yakutsk, this person should visit Belize City.', 'answer': 'Belize City', 'candidate': 'Yakutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Muscat and Sapporo, this person should visit Muscat.', 'answer': 'Muscat', 'candidate': 'Sapporo'}
{'statement': 'Someone is looking for a city with warm weather. Between Garoua and Podgorica, this person should visit Garoua.', 'answer': 'Garoua', 'candidate': 'Podgorica'}
{'statement': 'Someone is looking for a city with warm weather. Between Dar es Salaam and Bogotá, this person should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Bogotá'}
{'statement': 'Someone is looking for a city with warm weather. Between Mumbai and Tauranga, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Tauranga'}
{'statement': 'Someone is looking for a city with warm weather. Between Makassar and Paris, this person should visit Makassar.', 'answer': 'Makassar', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a city with warm weather. Between Manaus and Berlin, this person should visit Manaus.', 'answer': 'Manaus', 'candidate': 'Berlin'}
{'statement': 'Someone is looking for a city with warm weather. Between Maputo and Bergen, this person should visit Maputo.', 'answer': 'Maputo', 'candidate': 'Bergen'}
{'statement': 'Someone is looking for a city with warm weather. Between Tampa and Yinchuan, this person should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Yinchuan'}
{'statement': 'Someone is looking for a city with warm weather. Between Nouakchott and Río Gallegos, this person should visit Nouakchott.', 'answer': 'Nouakchott', 'candidate': 'Río Gallegos'}
{'statement': 'Someone is looking for a city with warm weather. Between Port-Gentil and Vienna, this person should visit Port-Gentil.', 'answer': 'Port-Gentil', 'candidate': 'Vienna'}
{'statement': 'Someone is looking for a city with warm weather. Between Mexicali and Ürümqi, this person should visit Mexicali.', 'answer': 'Mexicali', 'candidate': 'Ürümqi'}
{'statement': 'Someone is looking for a city with warm weather. Between Palembang and Addis Ababa, this person should visit Palembang.', 'answer': 'Palembang', 'candidate': 'Addis Ababa'}
{'statement': 'Someone is looking for a city with warm weather. Between Managua and Fairbanks, this person should visit Managua.', 'answer': 'Managua', 'candidate': 'Fairbanks'}
{'statement': 'Someone is looking for a city with warm weather. Between Niamey and Buenos Aires, this person should visit Niamey.', 'answer': 'Niamey', 'candidate': 'Buenos Aires'}
{'statement': 'Someone is looking for a city with warm weather. Between Bamako and Sacramento, this person should visit Bamako.', 'answer': 'Bamako', 'candidate': 'Sacramento'}
{'statement': 'Someone is looking for a city with warm weather. Between Bangui and Christchurch, this person should visit Bangui.', 'answer': 'Bangui', 'candidate': 'Christchurch'}
{'statement': 'Someone is looking for a city with warm weather. Between Garoua and Addis Ababa, this person should visit Garoua.', 'answer': 'Garoua', 'candidate': 'Addis Ababa'}
{'statement': 'Someone is looking for a city with warm weather. Between Mahajanga and Palmerston North, this person should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Palmerston North'}
{'statement': 'Someone is looking for a city with warm weather. Between Abéché and Copenhagen, this person should visit Abéché.', 'answer': 'Abéché', 'candidate': 'Copenhagen'}
{'statement': 'Someone is looking for a city with warm weather. Between Antsiranana and Vienna, this person should visit Antsiranana.', 'answer': 'Antsiranana', 'candidate': 'Vienna'}
{'statement': 'Someone is looking for a city with warm weather. Between Yaoundé and Boise, this person should visit Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Boise'}
{'statement': 'Someone is looking for a city with warm weather. Between Algiers and Novosibirsk, this person should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Novosibirsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Abéché and Vienna, this person should visit Abéché.', 'answer': 'Abéché', 'candidate': 'Vienna'}
{'statement': 'Someone is looking for a city with warm weather. Between Manila and Kuopio, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Kuopio'}
{'statement': 'Someone is looking for a city with warm weather. Between Conakry and Ottawa, this person should visit Conakry.', 'answer': 'Conakry', 'candidate': 'Ottawa'}
{'statement': 'Someone is looking for a city with warm weather. Between Makassar and Irkutsk, this person should visit Makassar.', 'answer': 'Makassar', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Mandalay and Mendoza, this person should visit Mandalay.', 'answer': 'Mandalay', 'candidate': 'Mendoza'}
{'statement': 'Someone is looking for a city with warm weather. Between Makassar and Hobart, this person should visit Makassar.', 'answer': 'Makassar', 'candidate': 'Hobart'}
{'statement': 'Someone is looking for a city with warm weather. Between Cotonou and Ushuaia, this person should visit Cotonou.', 'answer': 'Cotonou', 'candidate': 'Ushuaia'}
{'statement': 'Someone is looking for a city with warm weather. Between Monterrey and Almaty, this person should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Almaty'}
{'statement': 'Someone is looking for a city with warm weather. Between Nouakchott and Bahía Blanca, this person should visit Nouakchott.', 'answer': 'Nouakchott', 'candidate': 'Bahía Blanca'}
{'statement': 'Someone is looking for a city with warm weather. Between La Paz and Chicago, this person should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Chicago'}
{'statement': 'Someone is looking for a city with warm weather. Between Muscat and Irkutsk, this person should visit Muscat.', 'answer': 'Muscat', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Rome and Reykjavík, this person should visit Rome.', 'answer': 'Rome', 'candidate': 'Reykjavík'}
{'statement': 'Someone is looking for a city with warm weather. Between Bamako and Baltimore, this person should visit Bamako.', 'answer': 'Bamako', 'candidate': 'Baltimore'}
{'statement': 'Someone is looking for a city with warm weather. Between Bangui and Tirana, this person should visit Bangui.', 'answer': 'Bangui', 'candidate': 'Tirana'}
{'statement': 'Someone is looking for a city with warm weather. Between Honolulu and Halifax, this person should visit Honolulu.', 'answer': 'Honolulu', 'candidate': 'Halifax'}
{'statement': 'Someone is looking for a city with warm weather. Between Antofagasta and Ulaanbaatar, this person should visit Antofagasta.', 'answer': 'Antofagasta', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a city with warm weather. Between Christchurch and Yakutsk, this person should visit Christchurch.', 'answer': 'Christchurch', 'candidate': 'Yakutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Cairo and Anchorage, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Anchorage'}
{'statement': 'Someone is looking for a city with warm weather. Between Ouahigouya and Bergen, this person should visit Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Bergen'}
{'statement': 'Someone is looking for a city with warm weather. Between Muscat and Bogotá, this person should visit Muscat.', 'answer': 'Muscat', 'candidate': 'Bogotá'}
{'statement': 'Someone is looking for a city with warm weather. Between Aden and Toronto, this person should visit Aden.', 'answer': 'Aden', 'candidate': 'Toronto'}
{'statement': 'Someone is looking for a city with warm weather. Between Ouahigouya and Damascus, this person should visit Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Damascus'}
{'statement': 'Someone is looking for a city with warm weather. Between Managua and Quito, this person should visit Managua.', 'answer': 'Managua', 'candidate': 'Quito'}
{'statement': 'Someone is looking for a city with warm weather. Between Tucson and Halifax, this person should visit Tucson.', 'answer': 'Tucson', 'candidate': 'Halifax'}
