{'statement': 'Someone is looking for a small city to visit. Between Córdoba and Bogotá, this person should visit Córdoba.', 'answer': 'Córdoba', 'candidate': 'Bogotá'}
{'statement': 'Someone is looking for a small city to visit. Between Houston and Napier, this person should visit Napier.', 'answer': 'Napier', 'candidate': 'Houston'}
{'statement': 'Someone is looking for a small city to visit. Between Rosario and Johannesburg, this person should visit Rosario.', 'answer': 'Rosario', 'candidate': 'Johannesburg'}
{'statement': 'Someone is looking for a small city to visit. Between Beijing and Saint Petersburg, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Beijing'}
{'statement': 'Someone is looking for a small city to visit. Between Monterrey and San Juan, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Monterrey'}
{'statement': 'Someone is looking for a small city to visit. Between London and Dodoma, this person should visit Dodoma.', 'answer': 'Dodoma', 'candidate': 'London'}
{'statement': 'Someone is looking for a small city to visit. Between Paris and Mendoza, this person should visit Mendoza.', 'answer': 'Mendoza', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a small city to visit. Between Antsiranana and Baghdad, this person should visit Antsiranana.', 'answer': 'Antsiranana', 'candidate': 'Baghdad'}
{'statement': 'Someone is looking for a small city to visit. Between Kuwait City and Christchurch, this person should visit Christchurch.', 'answer': 'Christchurch', 'candidate': 'Kuwait City'}
{'statement': 'Someone is looking for a small city to visit. Between Melbourne and Lisbon, this person should visit Lisbon.', 'answer': 'Lisbon', 'candidate': 'Melbourne'}
{'statement': 'Someone is looking for a small city to visit. Between Viedma and Saint Petersburg, this person should visit Viedma.', 'answer': 'Viedma', 'candidate': 'Saint Petersburg'}
{'statement': 'Someone is looking for a small city to visit. Between Sydney and Nur-Sultan, this person should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Sydney'}
{'statement': 'Someone is looking for a small city to visit. Between Ankara and Wau, this person should visit Wau.', 'answer': 'Wau', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a small city to visit. Between Barranquilla and Cairo, this person should visit Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Cairo'}
{'statement': 'Someone is looking for a small city to visit. Between Mexico City and Tashkent, this person should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Mexico City'}
{'statement': 'Someone is looking for a small city to visit. Between Hanoi and Amsterdam, this person should visit Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Hanoi'}
{'statement': 'Someone is looking for a small city to visit. Between Hat Yai and Tampa, this person should visit Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Tampa'}
{'statement': 'Someone is looking for a small city to visit. Between San Diego and Santiago del Estero, this person should visit Santiago del Estero.', 'answer': 'Santiago del Estero', 'candidate': 'San Diego'}
{'statement': 'Someone is looking for a small city to visit. Between Shanghai and Melbourne, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Shanghai'}
{'statement': 'Someone is looking for a small city to visit. Between Beirut and Ürümqi, this person should visit Beirut.', 'answer': 'Beirut', 'candidate': 'Ürümqi'}
{'statement': 'Someone is looking for a small city to visit. Between Paramaribo and Mumbai, this person should visit Paramaribo.', 'answer': 'Paramaribo', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a small city to visit. Between Phoenix and Santiago del Estero, this person should visit Santiago del Estero.', 'answer': 'Santiago del Estero', 'candidate': 'Phoenix'}
{'statement': 'Someone is looking for a small city to visit. Between Sokoto and Luanda, this person should visit Sokoto.', 'answer': 'Sokoto', 'candidate': 'Luanda'}
{'statement': 'Someone is looking for a small city to visit. Between Gabès and Kuwait City, this person should visit Gabès.', 'answer': 'Gabès', 'candidate': 'Kuwait City'}
{'statement': 'Someone is looking for a small city to visit. Between Bucharest and Mexico City, this person should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Mexico City'}
{'statement': 'Someone is looking for a small city to visit. Between Melbourne and Hat Yai, this person should visit Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Melbourne'}
{'statement': 'Someone is looking for a small city to visit. Between Lima and Upington, this person should visit Upington.', 'answer': 'Upington', 'candidate': 'Lima'}
{'statement': 'Someone is looking for a small city to visit. Between Lusaka and Santiago, this person should visit Lusaka.', 'answer': 'Lusaka', 'candidate': 'Santiago'}
{'statement': 'Someone is looking for a small city to visit. Between Perth and Sydney, this person should visit Perth.', 'answer': 'Perth', 'candidate': 'Sydney'}
{'statement': 'Someone is looking for a small city to visit. Between Denpasar and Brasília, this person should visit Denpasar.', 'answer': 'Denpasar', 'candidate': 'Brasília'}
{'statement': 'Someone is looking for a small city to visit. Between Dodoma and Algiers, this person should visit Dodoma.', 'answer': 'Dodoma', 'candidate': 'Algiers'}
{'statement': 'Someone is looking for a small city to visit. Between Santiago and Djibouti, this person should visit Djibouti.', 'answer': 'Djibouti', 'candidate': 'Santiago'}
{'statement': 'Someone is looking for a small city to visit. Between Ho Chi Minh City and La Paz, this person should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Someone is looking for a small city to visit. Between Halifax and Douala, this person should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Douala'}
{'statement': 'Someone is looking for a small city to visit. Between Shanghai and Zagreb, this person should visit Zagreb.', 'answer': 'Zagreb', 'candidate': 'Shanghai'}
{'statement': 'Someone is looking for a small city to visit. Between Piura and Denver, this person should visit Piura.', 'answer': 'Piura', 'candidate': 'Denver'}
{'statement': 'Someone is looking for a small city to visit. Between Mahajanga and Shanghai, this person should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Shanghai'}
{'statement': 'Someone is looking for a small city to visit. Between Los Angeles and Port Sudan, this person should visit Port Sudan.', 'answer': 'Port Sudan', 'candidate': 'Los Angeles'}
{'statement': 'Someone is looking for a small city to visit. Between Luanda and Reykjavík, this person should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Luanda'}
{'statement': 'Someone is looking for a small city to visit. Between Saint Petersburg and Toluca, this person should visit Toluca.', 'answer': 'Toluca', 'candidate': 'Saint Petersburg'}
{'statement': 'Someone is looking for a small city to visit. Between Shanghai and Chicago, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Shanghai'}
{'statement': 'Someone is looking for a small city to visit. Between Minneapolis and Zürich, this person should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Minneapolis'}
{'statement': 'Someone is looking for a small city to visit. Between El Paso and Cairo, this person should visit El Paso.', 'answer': 'El Paso', 'candidate': 'Cairo'}
{'statement': 'Someone is looking for a small city to visit. Between Podgorica and Los Angeles, this person should visit Podgorica.', 'answer': 'Podgorica', 'candidate': 'Los Angeles'}
{'statement': 'Someone is looking for a small city to visit. Between Shanghai and San Diego, this person should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Shanghai'}
{'statement': 'Someone is looking for a small city to visit. Between Denver and Podgorica, this person should visit Podgorica.', 'answer': 'Podgorica', 'candidate': 'Denver'}
{'statement': 'Someone is looking for a small city to visit. Between Vladivostok and Kano, this person should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Kano'}
{'statement': 'Someone is looking for a small city to visit. Between Florianópolis and Algiers, this person should visit Florianópolis.', 'answer': 'Florianópolis', 'candidate': 'Algiers'}
{'statement': 'Someone is looking for a small city to visit. Between Zagreb and Houston, this person should visit Zagreb.', 'answer': 'Zagreb', 'candidate': 'Houston'}
{'statement': 'Someone is looking for a small city to visit. Between Los Angeles and Mexicali, this person should visit Mexicali.', 'answer': 'Mexicali', 'candidate': 'Los Angeles'}
{'statement': 'Someone is looking for a small city to visit. Between Alexandria and Lahore, this person should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Lahore'}
{'statement': 'Someone is looking for a small city to visit. Between Napier and Bogotá, this person should visit Napier.', 'answer': 'Napier', 'candidate': 'Bogotá'}
{'statement': 'Someone is looking for a small city to visit. Between Lviv and Beijing, this person should visit Lviv.', 'answer': 'Lviv', 'candidate': 'Beijing'}
{'statement': 'Someone is looking for a small city to visit. Between Aden and Paris, this person should visit Aden.', 'answer': 'Aden', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a small city to visit. Between Valencia and London, this person should visit Valencia.', 'answer': 'Valencia', 'candidate': 'London'}
{'statement': 'Someone is looking for a small city to visit. Between Bratislava and Hanoi, this person should visit Bratislava.', 'answer': 'Bratislava', 'candidate': 'Hanoi'}
{'statement': 'Someone is looking for a small city to visit. Between Guadalajara and La Paz, this person should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Guadalajara'}
{'statement': 'Someone is looking for a small city to visit. Between Garoua and Johannesburg, this person should visit Garoua.', 'answer': 'Garoua', 'candidate': 'Johannesburg'}
{'statement': 'Someone is looking for a small city to visit. Between Kunming and Juba, this person should visit Juba.', 'answer': 'Juba', 'candidate': 'Kunming'}
{'statement': 'Someone is looking for a small city to visit. Between Paris and Lhasa, this person should visit Lhasa.', 'answer': 'Lhasa', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a small city to visit. Between Mexico City and Zürich, this person should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Mexico City'}
{'statement': 'Someone is looking for a small city to visit. Between Kansas City and Bogotá, this person should visit Kansas City.', 'answer': 'Kansas City', 'candidate': 'Bogotá'}
{'statement': 'Someone is looking for a small city to visit. Between Douala and Nouadhibou, this person should visit Nouadhibou.', 'answer': 'Nouadhibou', 'candidate': 'Douala'}
{'statement': 'Someone is looking for a small city to visit. Between Sydney and Pontianak, this person should visit Pontianak.', 'answer': 'Pontianak', 'candidate': 'Sydney'}
{'statement': 'Someone is looking for a small city to visit. Between Florianópolis and Mumbai, this person should visit Florianópolis.', 'answer': 'Florianópolis', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a small city to visit. Between Sucre and Douala, this person should visit Sucre.', 'answer': 'Sucre', 'candidate': 'Douala'}
{'statement': 'Someone is looking for a small city to visit. Between Makurdi and Brasília, this person should visit Makurdi.', 'answer': 'Makurdi', 'candidate': 'Brasília'}
{'statement': 'Someone is looking for a small city to visit. Between Beijing and Albuquerque, this person should visit Albuquerque.', 'answer': 'Albuquerque', 'candidate': 'Beijing'}
{'statement': 'Someone is looking for a small city to visit. Between Guangzhou and Jakarta, this person should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Jakarta'}
{'statement': 'Someone is looking for a small city to visit. Between Buenos Aires and Bamako, this person should visit Bamako.', 'answer': 'Bamako', 'candidate': 'Buenos Aires'}
{'statement': 'Someone is looking for a small city to visit. Between Durban and Denver, this person should visit Durban.', 'answer': 'Durban', 'candidate': 'Denver'}
{'statement': 'Someone is looking for a small city to visit. Between Monterrey and Bamako, this person should visit Bamako.', 'answer': 'Bamako', 'candidate': 'Monterrey'}
{'statement': 'Someone is looking for a small city to visit. Between Erbil and Mexico City, this person should visit Erbil.', 'answer': 'Erbil', 'candidate': 'Mexico City'}
{'statement': 'Someone is looking for a small city to visit. Between Luanda and Tampa, this person should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Luanda'}
{'statement': 'Someone is looking for a small city to visit. Between Muscat and Melbourne, this person should visit Muscat.', 'answer': 'Muscat', 'candidate': 'Melbourne'}
{'statement': 'Someone is looking for a small city to visit. Between Luanda and Cotonou, this person should visit Cotonou.', 'answer': 'Cotonou', 'candidate': 'Luanda'}
{'statement': 'Someone is looking for a small city to visit. Between San Salvador and Melbourne, this person should visit San Salvador.', 'answer': 'San Salvador', 'candidate': 'Melbourne'}
{'statement': 'Someone is looking for a small city to visit. Between Sacramento and Hanoi, this person should visit Sacramento.', 'answer': 'Sacramento', 'candidate': 'Hanoi'}
{'statement': 'Someone is looking for a small city to visit. Between Vientiane and Karachi, this person should visit Vientiane.', 'answer': 'Vientiane', 'candidate': 'Karachi'}
{'statement': 'Someone is looking for a small city to visit. Between Brasília and Ushuaia, this person should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Brasília'}
{'statement': 'Someone is looking for a small city to visit. Between Chicago and Harare, this person should visit Harare.', 'answer': 'Harare', 'candidate': 'Chicago'}
{'statement': 'Someone is looking for a small city to visit. Between Tucson and Sydney, this person should visit Tucson.', 'answer': 'Tucson', 'candidate': 'Sydney'}
{'statement': 'Someone is looking for a small city to visit. Between Los Angeles and Tabora, this person should visit Tabora.', 'answer': 'Tabora', 'candidate': 'Los Angeles'}
{'statement': 'Someone is looking for a small city to visit. Between Paramaribo and Lahore, this person should visit Paramaribo.', 'answer': 'Paramaribo', 'candidate': 'Lahore'}
{'statement': 'Someone is looking for a small city to visit. Between Saint Petersburg and Bamako, this person should visit Bamako.', 'answer': 'Bamako', 'candidate': 'Saint Petersburg'}
{'statement': 'Someone is looking for a small city to visit. Between Tauranga and Fukuoka, this person should visit Tauranga.', 'answer': 'Tauranga', 'candidate': 'Fukuoka'}
{'statement': 'Someone is looking for a small city to visit. Between Beijing and Addis Ababa, this person should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Beijing'}
{'statement': 'Someone is looking for a small city to visit. Between Mendoza and Santiago, this person should visit Mendoza.', 'answer': 'Mendoza', 'candidate': 'Santiago'}
{'statement': 'Someone is looking for a small city to visit. Between Monterrey and Denpasar, this person should visit Denpasar.', 'answer': 'Denpasar', 'candidate': 'Monterrey'}
{'statement': 'Someone is looking for a small city to visit. Between Upington and Ankara, this person should visit Upington.', 'answer': 'Upington', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a small city to visit. Between Benghazi and Paris, this person should visit Benghazi.', 'answer': 'Benghazi', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a small city to visit. Between Cayenne and Phnom Penh, this person should visit Cayenne.', 'answer': 'Cayenne', 'candidate': 'Phnom Penh'}
{'statement': 'Someone is looking for a small city to visit. Between San Juan and Riyadh, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Riyadh'}
{'statement': 'Someone is looking for a small city to visit. Between Tashkent and Manila, this person should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Manila'}
{'statement': 'Someone is looking for a small city to visit. Between Brasília and Bogotá, this person should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Bogotá'}
{'statement': 'Someone is looking for a small city to visit. Between Abéché and Santiago, this person should visit Abéché.', 'answer': 'Abéché', 'candidate': 'Santiago'}
{'statement': 'Someone is looking for a small city to visit. Between San José and Melbourne, this person should visit San José.', 'answer': 'San José', 'candidate': 'Melbourne'}
{'statement': 'Someone is looking for a small city to visit. Between Kuopio and Kunming, this person should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Kunming'}
{'statement': 'Someone is looking for a small city to visit. Between Cabo San Lucas and Kunming, this person should visit Cabo San Lucas.', 'answer': 'Cabo San Lucas', 'candidate': 'Kunming'}
{'statement': 'Someone is looking for a small city to visit. Between Chicago and Brasília, this person should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Chicago'}
{'statement': 'Someone is looking for a small city to visit. Between Moscow and Vienna, this person should visit Vienna.', 'answer': 'Vienna', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a small city to visit. Between Kuopio and Baltimore, this person should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Baltimore'}
{'statement': 'Someone is looking for a small city to visit. Between Baghdad and Nur-Sultan, this person should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Baghdad'}
{'statement': 'Someone is looking for a small city to visit. Between Palembang and Sydney, this person should visit Palembang.', 'answer': 'Palembang', 'candidate': 'Sydney'}
{'statement': 'Someone is looking for a small city to visit. Between Douala and Hobart, this person should visit Hobart.', 'answer': 'Hobart', 'candidate': 'Douala'}
{'statement': 'Someone is looking for a small city to visit. Between Mumbai and Kampala, this person should visit Kampala.', 'answer': 'Kampala', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a small city to visit. Between Sydney and Lomé, this person should visit Lomé.', 'answer': 'Lomé', 'candidate': 'Sydney'}
{'statement': 'Someone is looking for a small city to visit. Between London and Sacramento, this person should visit Sacramento.', 'answer': 'Sacramento', 'candidate': 'London'}
{'statement': 'Someone is looking for a small city to visit. Between Belgrade and Lima, this person should visit Belgrade.', 'answer': 'Belgrade', 'candidate': 'Lima'}
{'statement': 'Someone is looking for a small city to visit. Between Erzurum and Bangkok, this person should visit Erzurum.', 'answer': 'Erzurum', 'candidate': 'Bangkok'}
{'statement': 'Someone is looking for a small city to visit. Between San Juan and Brisbane, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Brisbane'}
{'statement': 'Someone is looking for a small city to visit. Between Lisbon and Mexico City, this person should visit Lisbon.', 'answer': 'Lisbon', 'candidate': 'Mexico City'}
{'statement': 'Someone is looking for a small city to visit. Between Berlin and Toluca, this person should visit Toluca.', 'answer': 'Toluca', 'candidate': 'Berlin'}
{'statement': 'Someone is looking for a small city to visit. Between Tauranga and Brasília, this person should visit Tauranga.', 'answer': 'Tauranga', 'candidate': 'Brasília'}
{'statement': 'Someone is looking for a small city to visit. Between Berlin and Entebbe, this person should visit Entebbe.', 'answer': 'Entebbe', 'candidate': 'Berlin'}
{'statement': 'Someone is looking for a small city to visit. Between Neuquén and Baku, this person should visit Neuquén.', 'answer': 'Neuquén', 'candidate': 'Baku'}
{'statement': 'Someone is looking for a small city to visit. Between Houston and Albuquerque, this person should visit Albuquerque.', 'answer': 'Albuquerque', 'candidate': 'Houston'}
{'statement': 'Someone is looking for a small city to visit. Between Johannesburg and Benghazi, this person should visit Benghazi.', 'answer': 'Benghazi', 'candidate': 'Johannesburg'}
{'statement': 'Someone is looking for a small city to visit. Between Mexico City and San Salvador, this person should visit San Salvador.', 'answer': 'San Salvador', 'candidate': 'Mexico City'}
{'statement': 'Someone is looking for a small city to visit. Between Hamilton and Toronto, this person should visit Hamilton.', 'answer': 'Hamilton', 'candidate': 'Toronto'}
{'statement': 'Someone is looking for a small city to visit. Between Fukuoka and Fairbanks, this person should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Fukuoka'}
{'statement': 'Someone is looking for a small city to visit. Between Baku and Ankara, this person should visit Baku.', 'answer': 'Baku', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a small city to visit. Between Toronto and Toluca, this person should visit Toluca.', 'answer': 'Toluca', 'candidate': 'Toronto'}
{'statement': 'Someone is looking for a small city to visit. Between Sucre and Paris, this person should visit Sucre.', 'answer': 'Sucre', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a small city to visit. Between Mexico City and Minsk, this person should visit Minsk.', 'answer': 'Minsk', 'candidate': 'Mexico City'}
{'statement': 'Someone is looking for a small city to visit. Between Tirana and Kunming, this person should visit Tirana.', 'answer': 'Tirana', 'candidate': 'Kunming'}
{'statement': 'Someone is looking for a small city to visit. Between Nur-Sultan and Mexico City, this person should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Mexico City'}
{'statement': 'Someone is looking for a small city to visit. Between Viedma and Lahore, this person should visit Viedma.', 'answer': 'Viedma', 'candidate': 'Lahore'}
{'statement': 'Someone is looking for a small city to visit. Between Jakarta and Omaha, this person should visit Omaha.', 'answer': 'Omaha', 'candidate': 'Jakarta'}
{'statement': 'Someone is looking for a small city to visit. Between Surabaya and Mexicali, this person should visit Mexicali.', 'answer': 'Mexicali', 'candidate': 'Surabaya'}
{'statement': 'Someone is looking for a small city to visit. Between Santiago and Sapporo, this person should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'Santiago'}
{'statement': 'Someone is looking for a small city to visit. Between Cayenne and Nairobi, this person should visit Cayenne.', 'answer': 'Cayenne', 'candidate': 'Nairobi'}
