{'statement': 'You are looking for a city with cold weather. Between Anchorage and Tampa, you should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Tampa'}
{'statement': 'You are looking for a city with cold weather. Between Djibouti and Harare, you should visit Harare.', 'answer': 'Harare', 'candidate': 'Djibouti'}
{'statement': 'You are looking for a city with cold weather. Between Riyadh and Oslo, you should visit Oslo.', 'answer': 'Oslo', 'candidate': 'Riyadh'}
{'statement': 'You are looking for a city with cold weather. Between Medellín and Sapporo, you should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'Medellín'}
{'statement': 'You are looking for a city with cold weather. Between Antsiranana and Milan, you should visit Milan.', 'answer': 'Milan', 'candidate': 'Antsiranana'}
{'statement': 'You are looking for a city with cold weather. Between Djibouti and Saint Petersburg, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Djibouti'}
{'statement': 'You are looking for a city with cold weather. Between Bangkok and Asmara, you should visit Asmara.', 'answer': 'Asmara', 'candidate': 'Bangkok'}
{'statement': 'You are looking for a city with cold weather. Between Pittsburgh and Entebbe, you should visit Pittsburgh.', 'answer': 'Pittsburgh', 'candidate': 'Entebbe'}
{'statement': 'You are looking for a city with cold weather. Between Buenos Aires and Reykjavík, you should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Buenos Aires'}
{'statement': 'You are looking for a city with cold weather. Between Willemstad and Curitiba, you should visit Curitiba.', 'answer': 'Curitiba', 'candidate': 'Willemstad'}
{'statement': 'You are looking for a city with cold weather. Between Anchorage and Changsha, you should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Changsha'}
{'statement': 'You are looking for a city with cold weather. Between Vladivostok and Auckland, you should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Auckland'}
{'statement': 'You are looking for a city with cold weather. Between Manaus and Bratislava, you should visit Bratislava.', 'answer': 'Bratislava', 'candidate': 'Manaus'}
{'statement': 'You are looking for a city with cold weather. Between Mahajanga and Toluca, you should visit Toluca.', 'answer': 'Toluca', 'candidate': 'Mahajanga'}
{'statement': 'You are looking for a city with cold weather. Between Shanghai and San Juan, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'San Juan'}
{'statement': 'You are looking for a city with cold weather. Between Paramaribo and Napier, you should visit Napier.', 'answer': 'Napier', 'candidate': 'Paramaribo'}
{'statement': 'You are looking for a city with cold weather. Between Dodoma and Sapporo, you should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'Dodoma'}
{'statement': 'You are looking for a city with cold weather. Between Ségou and La Serena, you should visit La Serena.', 'answer': 'La Serena', 'candidate': 'Ségou'}
{'statement': 'You are looking for a city with cold weather. Between Conakry and Anchorage, you should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Conakry'}
{'statement': 'You are looking for a city with cold weather. Between Baku and Phnom Penh, you should visit Baku.', 'answer': 'Baku', 'candidate': 'Phnom Penh'}
{'statement': 'You are looking for a city with cold weather. Between Djibouti and Dublin, you should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Djibouti'}
{'statement': 'You are looking for a city with cold weather. Between Mendoza and Vladivostok, you should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Mendoza'}
{'statement': 'You are looking for a city with cold weather. Between Suva and Santiago, you should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Suva'}
{'statement': 'You are looking for a city with cold weather. Between Canberra and Denpasar, you should visit Canberra.', 'answer': 'Canberra', 'candidate': 'Denpasar'}
{'statement': 'You are looking for a city with cold weather. Between Manila and Yinchuan, you should visit Yinchuan.', 'answer': 'Yinchuan', 'candidate': 'Manila'}
{'statement': 'You are looking for a city with cold weather. Between Lyon and La Ceiba, you should visit Lyon.', 'answer': 'Lyon', 'candidate': 'La Ceiba'}
{'statement': 'You are looking for a city with cold weather. Between Mombasa and Ottawa, you should visit Ottawa.', 'answer': 'Ottawa', 'candidate': 'Mombasa'}
{'statement': 'You are looking for a city with cold weather. Between Rome and Erzurum, you should visit Erzurum.', 'answer': 'Erzurum', 'candidate': 'Rome'}
{'statement': 'You are looking for a city with cold weather. Between Omaha and San José, you should visit Omaha.', 'answer': 'Omaha', 'candidate': 'San José'}
{'statement': 'You are looking for a city with cold weather. Between Ouahigouya and Yakutsk, you should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Ouahigouya'}
{'statement': 'You are looking for a city with cold weather. Between Hanoi and Ürümqi, you should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Hanoi'}
{'statement': 'You are looking for a city with cold weather. Between Kuopio and Cotonou, you should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Cotonou'}
{'statement': 'You are looking for a city with cold weather. Between Ankara and Bata, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Bata'}
{'statement': 'You are looking for a city with cold weather. Between Bogotá and Makurdi, you should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Makurdi'}
{'statement': 'You are looking for a city with cold weather. Between Ottawa and Luanda, you should visit Ottawa.', 'answer': 'Ottawa', 'candidate': 'Luanda'}
{'statement': 'You are looking for a city with cold weather. Between Kabul and Ho Chi Minh City, you should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Ho Chi Minh City'}
{'statement': 'You are looking for a city with cold weather. Between Belize City and Irkutsk, you should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Belize City'}
{'statement': 'You are looking for a city with cold weather. Between Douala and Moscow, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Douala'}
{'statement': 'You are looking for a city with cold weather. Between Boise and Lake Havasu City, you should visit Boise.', 'answer': 'Boise', 'candidate': 'Lake Havasu City'}
{'statement': 'You are looking for a city with cold weather. Between Beijing and San Juan, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'San Juan'}
{'statement': 'You are looking for a city with cold weather. Between Ottawa and Valencia, you should visit Ottawa.', 'answer': 'Ottawa', 'candidate': 'Valencia'}
{'statement': 'You are looking for a city with cold weather. Between Manila and Kansas City, you should visit Kansas City.', 'answer': 'Kansas City', 'candidate': 'Manila'}
{'statement': 'You are looking for a city with cold weather. Between Tirana and Douala, you should visit Tirana.', 'answer': 'Tirana', 'candidate': 'Douala'}
{'statement': 'You are looking for a city with cold weather. Between Wau and Nairobi, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Wau'}
{'statement': 'You are looking for a city with cold weather. Between La Serena and Piura, you should visit La Serena.', 'answer': 'La Serena', 'candidate': 'Piura'}
{'statement': 'You are looking for a city with cold weather. Between Kingston and Almaty, you should visit Almaty.', 'answer': 'Almaty', 'candidate': 'Kingston'}
{'statement': 'You are looking for a city with cold weather. Between Lhasa and Perth, you should visit Lhasa.', 'answer': 'Lhasa', 'candidate': 'Perth'}
{'statement': 'You are looking for a city with cold weather. Between Ankara and Bujumbura, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Bujumbura'}
{'statement': 'You are looking for a city with cold weather. Between Fukuoka and Ho Chi Minh City, you should visit Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'Ho Chi Minh City'}
{'statement': 'You are looking for a city with cold weather. Between Bamako and Melbourne, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Bamako'}
{'statement': 'You are looking for a city with cold weather. Between Lahore and Kabul, you should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Lahore'}
{'statement': 'You are looking for a city with cold weather. Between Manila and Palmerston North, you should visit Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Manila'}
{'statement': 'You are looking for a city with cold weather. Between Cairo and Milwaukee, you should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Cairo'}
{'statement': 'You are looking for a city with cold weather. Between Mexicali and Beijing, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Mexicali'}
{'statement': 'You are looking for a city with cold weather. Between Wellington and Conakry, you should visit Wellington.', 'answer': 'Wellington', 'candidate': 'Conakry'}
{'statement': 'You are looking for a city with cold weather. Between Belize City and Albuquerque, you should visit Albuquerque.', 'answer': 'Albuquerque', 'candidate': 'Belize City'}
{'statement': 'You are looking for a city with cold weather. Between Melbourne and Djibouti, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Djibouti'}
{'statement': 'You are looking for a city with cold weather. Between Napier and Dar es Salaam, you should visit Napier.', 'answer': 'Napier', 'candidate': 'Dar es Salaam'}
{'statement': 'You are looking for a city with cold weather. Between Djibouti and Milwaukee, you should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Djibouti'}
{'statement': 'You are looking for a city with cold weather. Between Lisbon and Pontianak, you should visit Lisbon.', 'answer': 'Lisbon', 'candidate': 'Pontianak'}
{'statement': 'You are looking for a city with cold weather. Between Paris and Karachi, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Karachi'}
{'statement': 'You are looking for a city with cold weather. Between Ouahigouya and Kathmandu, you should visit Kathmandu.', 'answer': 'Kathmandu', 'candidate': 'Ouahigouya'}
{'statement': 'You are looking for a city with cold weather. Between Rome and Cotonou, you should visit Rome.', 'answer': 'Rome', 'candidate': 'Cotonou'}
{'statement': 'You are looking for a city with cold weather. Between Saint Petersburg and Rosario, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Rosario'}
{'statement': 'You are looking for a city with cold weather. Between Asmara and Kingston, you should visit Asmara.', 'answer': 'Asmara', 'candidate': 'Kingston'}
{'statement': 'You are looking for a city with cold weather. Between Parakou and Vladivostok, you should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Parakou'}
{'statement': 'You are looking for a city with cold weather. Between Kingston and Vienna, you should visit Vienna.', 'answer': 'Vienna', 'candidate': 'Kingston'}
{'statement': 'You are looking for a city with cold weather. Between Dodoma and Lyon, you should visit Lyon.', 'answer': 'Lyon', 'candidate': 'Dodoma'}
{'statement': 'You are looking for a city with cold weather. Between Toamasina and Kuopio, you should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Toamasina'}
{'statement': 'You are looking for a city with cold weather. Between Ségou and London, you should visit London.', 'answer': 'London', 'candidate': 'Ségou'}
{'statement': 'You are looking for a city with cold weather. Between Bamako and Johannesburg, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Bamako'}
{'statement': 'You are looking for a city with cold weather. Between Malabo and Kansas City, you should visit Kansas City.', 'answer': 'Kansas City', 'candidate': 'Malabo'}
{'statement': 'You are looking for a city with cold weather. Between Brasília and Brussels, you should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Brasília'}
{'statement': 'You are looking for a city with cold weather. Between Bergen and Luanda, you should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Luanda'}
{'statement': 'You are looking for a city with cold weather. Between Ulaanbaatar and Nouakchott, you should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Nouakchott'}
{'statement': 'You are looking for a city with cold weather. Between Goiânia and Saint Petersburg, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Goiânia'}
{'statement': 'You are looking for a city with cold weather. Between Mahajanga and Pittsburgh, you should visit Pittsburgh.', 'answer': 'Pittsburgh', 'candidate': 'Mahajanga'}
{'statement': 'You are looking for a city with cold weather. Between Kampala and Yinchuan, you should visit Yinchuan.', 'answer': 'Yinchuan', 'candidate': 'Kampala'}
{'statement': 'You are looking for a city with cold weather. Between Canberra and San Salvador, you should visit Canberra.', 'answer': 'Canberra', 'candidate': 'San Salvador'}
{'statement': 'You are looking for a city with cold weather. Between La Ceiba and Río Gallegos, you should visit Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'La Ceiba'}
{'statement': 'You are looking for a city with cold weather. Between Podgorica and Mandalay, you should visit Podgorica.', 'answer': 'Podgorica', 'candidate': 'Mandalay'}
{'statement': 'You are looking for a city with cold weather. Between Changsha and Ségou, you should visit Changsha.', 'answer': 'Changsha', 'candidate': 'Ségou'}
{'statement': 'You are looking for a city with cold weather. Between Saint Petersburg and Phoenix, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Phoenix'}
{'statement': 'You are looking for a city with cold weather. Between Wau and Quito, you should visit Quito.', 'answer': 'Quito', 'candidate': 'Wau'}
{'statement': 'You are looking for a city with cold weather. Between Fairbanks and Rome, you should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Rome'}
{'statement': 'You are looking for a city with cold weather. Between Córdoba and Oslo, you should visit Oslo.', 'answer': 'Oslo', 'candidate': 'Córdoba'}
{'statement': 'You are looking for a city with cold weather. Between Manila and Fairbanks, you should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Manila'}
{'statement': 'You are looking for a city with cold weather. Between Ho Chi Minh City and Bahía Blanca, you should visit Bahía Blanca.', 'answer': 'Bahía Blanca', 'candidate': 'Ho Chi Minh City'}
{'statement': 'You are looking for a city with cold weather. Between Jakarta and Paris, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Jakarta'}
{'statement': 'You are looking for a city with cold weather. Between Garissa and Zagreb, you should visit Zagreb.', 'answer': 'Zagreb', 'candidate': 'Garissa'}
{'statement': 'You are looking for a city with cold weather. Between Riyadh and Chicago, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Riyadh'}
{'statement': 'You are looking for a city with cold weather. Between Riyadh and Ushuaia, you should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Riyadh'}
{'statement': 'You are looking for a city with cold weather. Between Managua and Baltimore, you should visit Baltimore.', 'answer': 'Baltimore', 'candidate': 'Managua'}
{'statement': 'You are looking for a city with cold weather. Between Bogotá and Palembang, you should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Palembang'}
{'statement': 'You are looking for a city with cold weather. Between Yakutsk and Vientiane, you should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Vientiane'}
{'statement': 'You are looking for a city with cold weather. Between Niamey and Christchurch, you should visit Christchurch.', 'answer': 'Christchurch', 'candidate': 'Niamey'}
{'statement': 'You are looking for a city with cold weather. Between Manaus and Omaha, you should visit Omaha.', 'answer': 'Omaha', 'candidate': 'Manaus'}
{'statement': 'You are looking for a city with cold weather. Between Milwaukee and Surabaya, you should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Surabaya'}
{'statement': 'You are looking for a city with cold weather. Between Bucharest and Yaoundé, you should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Yaoundé'}
{'statement': 'You are looking for a city with cold weather. Between Conakry and Ushuaia, you should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Conakry'}
{'statement': 'You are looking for a city with cold weather. Between Maputo and Copenhagen, you should visit Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'Maputo'}
{'statement': 'You are looking for a city with cold weather. Between Cairo and Bergen, you should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Cairo'}
{'statement': 'You are looking for a city with cold weather. Between Honolulu and Minneapolis, you should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Honolulu'}
{'statement': 'You are looking for a city with cold weather. Between Pittsburgh and Tucson, you should visit Pittsburgh.', 'answer': 'Pittsburgh', 'candidate': 'Tucson'}
{'statement': 'You are looking for a city with cold weather. Between Willemstad and Lyon, you should visit Lyon.', 'answer': 'Lyon', 'candidate': 'Willemstad'}
{'statement': 'You are looking for a city with cold weather. Between Kabul and Ouahigouya, you should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Ouahigouya'}
{'statement': 'You are looking for a city with cold weather. Between Rome and San Juan, you should visit Rome.', 'answer': 'Rome', 'candidate': 'San Juan'}
{'statement': 'You are looking for a city with cold weather. Between Algiers and Sokoto, you should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Sokoto'}
{'statement': 'You are looking for a city with cold weather. Between Frankfurt and Palembang, you should visit Frankfurt.', 'answer': 'Frankfurt', 'candidate': 'Palembang'}
{'statement': 'You are looking for a city with cold weather. Between Yakutsk and Yerevan, you should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Yerevan'}
{'statement': 'You are looking for a city with cold weather. Between Saskatoon and Monterrey, you should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Monterrey'}
{'statement': 'You are looking for a city with cold weather. Between La Ceiba and Almaty, you should visit Almaty.', 'answer': 'Almaty', 'candidate': 'La Ceiba'}
{'statement': 'You are looking for a city with cold weather. Between Bergen and Surabaya, you should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Surabaya'}
{'statement': 'You are looking for a city with cold weather. Between Cotonou and Lhasa, you should visit Lhasa.', 'answer': 'Lhasa', 'candidate': 'Cotonou'}
{'statement': 'You are looking for a city with cold weather. Between Campos do Jordão and Barranquilla, you should visit Campos do Jordão.', 'answer': 'Campos do Jordão', 'candidate': 'Barranquilla'}
{'statement': 'You are looking for a city with cold weather. Between Novosibirsk and Bata, you should visit Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Bata'}
{'statement': 'You are looking for a city with cold weather. Between Anchorage and Curitiba, you should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Curitiba'}
{'statement': 'You are looking for a city with cold weather. Between Bratislava and Honolulu, you should visit Bratislava.', 'answer': 'Bratislava', 'candidate': 'Honolulu'}
{'statement': 'You are looking for a city with cold weather. Between Cabo San Lucas and Chicago, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Cabo San Lucas'}
{'statement': 'You are looking for a city with cold weather. Between Toamasina and Zürich, you should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Toamasina'}
{'statement': 'You are looking for a city with cold weather. Between Honolulu and Campos do Jordão, you should visit Campos do Jordão.', 'answer': 'Campos do Jordão', 'candidate': 'Honolulu'}
{'statement': 'You are looking for a city with cold weather. Between Lake Havasu City and Lyon, you should visit Lyon.', 'answer': 'Lyon', 'candidate': 'Lake Havasu City'}
{'statement': 'You are looking for a city with cold weather. Between Omaha and Palembang, you should visit Omaha.', 'answer': 'Omaha', 'candidate': 'Palembang'}
{'statement': 'You are looking for a city with cold weather. Between Ouahigouya and Valencia, you should visit Valencia.', 'answer': 'Valencia', 'candidate': 'Ouahigouya'}
{'statement': 'You are looking for a city with cold weather. Between Hanoi and Nur-Sultan, you should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Hanoi'}
{'statement': 'You are looking for a city with cold weather. Between Murmansk and Kuwait City, you should visit Murmansk.', 'answer': 'Murmansk', 'candidate': 'Kuwait City'}
{'statement': 'You are looking for a city with cold weather. Between La Paz and Omaha, you should visit Omaha.', 'answer': 'Omaha', 'candidate': 'La Paz'}
{'statement': 'You are looking for a city with cold weather. Between Ulaanbaatar and Brisbane, you should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Brisbane'}
{'statement': 'You are looking for a city with cold weather. Between Rome and Garissa, you should visit Rome.', 'answer': 'Rome', 'candidate': 'Garissa'}
{'statement': 'You are looking for a city with cold weather. Between Lahore and Omaha, you should visit Omaha.', 'answer': 'Omaha', 'candidate': 'Lahore'}
{'statement': 'You are looking for a city with cold weather. Between Melbourne and Juba, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Juba'}
{'statement': 'You are looking for a city with cold weather. Between Caracas and Amsterdam, you should visit Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Caracas'}
{'statement': 'You are looking for a city with cold weather. Between Reykjavík and Karachi, you should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Karachi'}
{'statement': 'You are looking for a city with cold weather. Between La Paz and Moscow, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'La Paz'}
{'statement': 'You are looking for a city with cold weather. Between Bishkek and Toliara, you should visit Bishkek.', 'answer': 'Bishkek', 'candidate': 'Toliara'}
{'statement': 'You are looking for a city with cold weather. Between Karachi and Copenhagen, you should visit Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'Karachi'}
{'statement': 'You are looking for a city with cold weather. Between Zürich and Erbil, you should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Erbil'}
{'statement': 'You are looking for a city with cold weather. Between Ankara and Toliara, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Toliara'}
{'statement': 'You are looking for a city with cold weather. Between Harare and Río Gallegos, you should visit Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Harare'}
{'statement': 'You are looking for a city with cold weather. Between Shanghai and Irkutsk, you should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Shanghai'}
{'statement': 'You are looking for a city with cold weather. Between Lviv and Yakutsk, you should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Lviv'}
{'statement': 'You are looking for a city with cold weather. Between Bangkok and Córdoba, you should visit Córdoba.', 'answer': 'Córdoba', 'candidate': 'Bangkok'}
{'statement': 'You are looking for a city with cold weather. Between Darwin and Erzurum, you should visit Erzurum.', 'answer': 'Erzurum', 'candidate': 'Darwin'}
{'statement': 'You are looking for a city with cold weather. Between Calgary and Conakry, you should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Conakry'}
{'statement': 'You are looking for a city with cold weather. Between Mandalay and Ljubljana, you should visit Ljubljana.', 'answer': 'Ljubljana', 'candidate': 'Mandalay'}
{'statement': 'You are looking for a city with cold weather. Between Karachi and Zagreb, you should visit Zagreb.', 'answer': 'Zagreb', 'candidate': 'Karachi'}
{'statement': 'You are looking for a city with cold weather. Between Vladivostok and Darwin, you should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Darwin'}
{'statement': 'You are looking for a city with cold weather. Between Minsk and La Paz, you should visit Minsk.', 'answer': 'Minsk', 'candidate': 'La Paz'}
{'statement': 'You are looking for a city with cold weather. Between Bergen and Nairobi, you should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Nairobi'}
{'statement': 'You are looking for a city with cold weather. Between London and Fairbanks, you should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'London'}
{'statement': 'You are looking for a city with cold weather. Between Durban and Moscow, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Durban'}
{'statement': 'You are looking for a city with cold weather. Between Tabora and Ulaanbaatar, you should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Tabora'}
{'statement': 'You are looking for a city with cold weather. Between Novosibirsk and San Juan, you should visit Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'San Juan'}
{'statement': 'You are looking for a city with cold weather. Between Calgary and Bogotá, you should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Bogotá'}
{'statement': 'You are looking for a city with cold weather. Between Tashkent and Belize City, you should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Belize City'}
{'statement': 'You are looking for a city with cold weather. Between Albuquerque and Antsiranana, you should visit Albuquerque.', 'answer': 'Albuquerque', 'candidate': 'Antsiranana'}
{'statement': 'You are looking for a city with cold weather. Between Bujumbura and Toronto, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Bujumbura'}
{'statement': 'You are looking for a city with cold weather. Between Nouakchott and Melbourne, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Nouakchott'}
{'statement': 'You are looking for a city with cold weather. Between Hobart and Mumbai, you should visit Hobart.', 'answer': 'Hobart', 'candidate': 'Mumbai'}
{'statement': 'You are looking for a city with cold weather. Between Moscow and Buenos Aires, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Buenos Aires'}
{'statement': 'You are looking for a city with cold weather. Between Ulaanbaatar and Yerevan, you should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Yerevan'}
{'statement': 'You are looking for a city with cold weather. Between Melbourne and San Juan, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'San Juan'}
{'statement': 'You are looking for a city with cold weather. Between Chihuahua and Vladivostok, you should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Chihuahua'}
{'statement': 'You are looking for a city with cold weather. Between Vladivostok and Djibouti, you should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Djibouti'}
{'statement': 'You are looking for a city with cold weather. Between Fairbanks and Lviv, you should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Lviv'}
{'statement': 'You are looking for a city with cold weather. Between Pontianak and Amsterdam, you should visit Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Pontianak'}
{'statement': 'You are looking for a city with cold weather. Between Saskatoon and Florianópolis, you should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Florianópolis'}
{'statement': 'You are looking for a city with cold weather. Between Lagos and London, you should visit London.', 'answer': 'London', 'candidate': 'Lagos'}
{'statement': 'You are looking for a city with cold weather. Between Reykjavík and Quito, you should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Quito'}
{'statement': 'You are looking for a city with cold weather. Between Ürümqi and Cairo, you should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Cairo'}
{'statement': 'You are looking for a city with cold weather. Between Christchurch and Barranquilla, you should visit Christchurch.', 'answer': 'Christchurch', 'candidate': 'Barranquilla'}
