{'statement': 'You are looking for a city with warm weather. Between Mahajanga and Bahía Blanca, you should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Bahía Blanca'}
{'statement': 'You are looking for a city with warm weather. Between Tabora and Almaty, you should visit Tabora.', 'answer': 'Tabora', 'candidate': 'Almaty'}
{'statement': 'You are looking for a city with warm weather. Between Djibouti and Addis Ababa, you should visit Djibouti.', 'answer': 'Djibouti', 'candidate': 'Addis Ababa'}
{'statement': 'You are looking for a city with warm weather. Between La Ceiba and Sapporo, you should visit La Ceiba.', 'answer': 'La Ceiba', 'candidate': 'Sapporo'}
{'statement': 'You are looking for a city with warm weather. Between Phnom Penh and Novosibirsk, you should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Novosibirsk'}
{'statement': 'You are looking for a city with warm weather. Between Sokoto and Christchurch, you should visit Sokoto.', 'answer': 'Sokoto', 'candidate': 'Christchurch'}
{'statement': 'You are looking for a city with warm weather. Between Panama City and Zagreb, you should visit Panama City.', 'answer': 'Panama City', 'candidate': 'Zagreb'}
{'statement': 'You are looking for a city with warm weather. Between Chicago and Ulaanbaatar, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Ulaanbaatar'}
{'statement': 'You are looking for a city with warm weather. Between Villahermosa and Ulaanbaatar, you should visit Villahermosa.', 'answer': 'Villahermosa', 'candidate': 'Ulaanbaatar'}
{'statement': 'You are looking for a city with warm weather. Between Surabaya and Zürich, you should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Zürich'}
{'statement': 'You are looking for a city with warm weather. Between Panama City and Suwałki, you should visit Panama City.', 'answer': 'Panama City', 'candidate': 'Suwałki'}
{'statement': 'You are looking for a city with warm weather. Between Belize City and Bishkek, you should visit Belize City.', 'answer': 'Belize City', 'candidate': 'Bishkek'}
{'statement': 'You are looking for a city with warm weather. Between Cayenne and Nur-Sultan, you should visit Cayenne.', 'answer': 'Cayenne', 'candidate': 'Nur-Sultan'}
{'statement': 'You are looking for a city with warm weather. Between Antofagasta and Calgary, you should visit Antofagasta.', 'answer': 'Antofagasta', 'candidate': 'Calgary'}
{'statement': 'You are looking for a city with warm weather. Between Kano and Oslo, you should visit Kano.', 'answer': 'Kano', 'candidate': 'Oslo'}
{'statement': 'You are looking for a city with warm weather. Between San Juan and Copenhagen, you should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Copenhagen'}
{'statement': 'You are looking for a city with warm weather. Between Darwin and Addis Ababa, you should visit Darwin.', 'answer': 'Darwin', 'candidate': 'Addis Ababa'}
{'statement': 'You are looking for a city with warm weather. Between Cabo San Lucas and Saskatoon, you should visit Cabo San Lucas.', 'answer': 'Cabo San Lucas', 'candidate': 'Saskatoon'}
{'statement': 'You are looking for a city with warm weather. Between Baltimore and Murmansk, you should visit Baltimore.', 'answer': 'Baltimore', 'candidate': 'Murmansk'}
{'statement': 'You are looking for a city with warm weather. Between Villahermosa and Moscow, you should visit Villahermosa.', 'answer': 'Villahermosa', 'candidate': 'Moscow'}
{'statement': 'You are looking for a city with warm weather. Between Ho Chi Minh City and Bogotá, you should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Bogotá'}
{'statement': 'You are looking for a city with warm weather. Between San Juan and Boise, you should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Boise'}
{'statement': 'You are looking for a city with warm weather. Between Upington and Vladivostok, you should visit Upington.', 'answer': 'Upington', 'candidate': 'Vladivostok'}
{'statement': 'You are looking for a city with warm weather. Between Cayenne and Ankara, you should visit Cayenne.', 'answer': 'Cayenne', 'candidate': 'Ankara'}
{'statement': 'You are looking for a city with warm weather. Between Thiès and Halifax, you should visit Thiès.', 'answer': 'Thiès', 'candidate': 'Halifax'}
{'statement': 'You are looking for a city with warm weather. Between Toliara and Milan, you should visit Toliara.', 'answer': 'Toliara', 'candidate': 'Milan'}
{'statement': 'You are looking for a city with warm weather. Between Minneapolis and Fairbanks, you should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Fairbanks'}
{'statement': 'You are looking for a city with warm weather. Between Alexandria and Kuopio, you should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Kuopio'}
{'statement': 'You are looking for a city with warm weather. Between Podgorica and Yakutsk, you should visit Podgorica.', 'answer': 'Podgorica', 'candidate': 'Yakutsk'}
{'statement': 'You are looking for a city with warm weather. Between Lagos and Neuquén, you should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Neuquén'}
{'statement': 'You are looking for a city with warm weather. Between Bangkok and Brussels, you should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Brussels'}
{'statement': 'You are looking for a city with warm weather. Between La Ceiba and Zürich, you should visit La Ceiba.', 'answer': 'La Ceiba', 'candidate': 'Zürich'}
{'statement': 'You are looking for a city with warm weather. Between Niamey and Irkutsk, you should visit Niamey.', 'answer': 'Niamey', 'candidate': 'Irkutsk'}
{'statement': 'You are looking for a city with warm weather. Between Lyon and Irkutsk, you should visit Lyon.', 'answer': 'Lyon', 'candidate': 'Irkutsk'}
{'statement': 'You are looking for a city with warm weather. Between Toliara and Minsk, you should visit Toliara.', 'answer': 'Toliara', 'candidate': 'Minsk'}
{'statement': 'You are looking for a city with warm weather. Between Benghazi and Minsk, you should visit Benghazi.', 'answer': 'Benghazi', 'candidate': 'Minsk'}
{'statement': 'You are looking for a city with warm weather. Between Dar es Salaam and Tashkent, you should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Tashkent'}
{'statement': 'You are looking for a city with warm weather. Between Yerevan and Yakutsk, you should visit Yerevan.', 'answer': 'Yerevan', 'candidate': 'Yakutsk'}
{'statement': 'You are looking for a city with warm weather. Between Kano and Frankfurt, you should visit Kano.', 'answer': 'Kano', 'candidate': 'Frankfurt'}
{'statement': 'You are looking for a city with warm weather. Between Cotonou and Berlin, you should visit Cotonou.', 'answer': 'Cotonou', 'candidate': 'Berlin'}
{'statement': 'You are looking for a city with warm weather. Between Mandalay and Amsterdam, you should visit Mandalay.', 'answer': 'Mandalay', 'candidate': 'Amsterdam'}
{'statement': 'You are looking for a city with warm weather. Between Port Moresby and Bucharest, you should visit Port Moresby.', 'answer': 'Port Moresby', 'candidate': 'Bucharest'}
{'statement': 'You are looking for a city with warm weather. Between Mahajanga and Kuopio, you should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Kuopio'}
{'statement': 'You are looking for a city with warm weather. Between Kingston and Ulaanbaatar, you should visit Kingston.', 'answer': 'Kingston', 'candidate': 'Ulaanbaatar'}
{'statement': 'You are looking for a city with warm weather. Between Gabès and Ulaanbaatar, you should visit Gabès.', 'answer': 'Gabès', 'candidate': 'Ulaanbaatar'}
{'statement': 'You are looking for a city with warm weather. Between Barranquilla and Melbourne, you should visit Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Melbourne'}
{'statement': 'You are looking for a city with warm weather. Between Willemstad and Calgary, you should visit Willemstad.', 'answer': 'Willemstad', 'candidate': 'Calgary'}
{'statement': 'You are looking for a city with warm weather. Between Upington and Yakutsk, you should visit Upington.', 'answer': 'Upington', 'candidate': 'Yakutsk'}
{'statement': 'You are looking for a city with warm weather. Between Bujumbura and Berlin, you should visit Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Berlin'}
{'statement': 'You are looking for a city with warm weather. Between Abéché and Hobart, you should visit Abéché.', 'answer': 'Abéché', 'candidate': 'Hobart'}
{'statement': 'You are looking for a city with warm weather. Between Dar es Salaam and Ulaanbaatar, you should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Ulaanbaatar'}
{'statement': 'You are looking for a city with warm weather. Between Baghdad and Kansas City, you should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Kansas City'}
{'statement': 'You are looking for a city with warm weather. Between San Juan and Zürich, you should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Zürich'}
{'statement': 'You are looking for a city with warm weather. Between Harare and Nur-Sultan, you should visit Harare.', 'answer': 'Harare', 'candidate': 'Nur-Sultan'}
{'statement': 'You are looking for a city with warm weather. Between Port Sudan and Milan, you should visit Port Sudan.', 'answer': 'Port Sudan', 'candidate': 'Milan'}
{'statement': 'You are looking for a city with warm weather. Between Nouadhibou and Bratislava, you should visit Nouadhibou.', 'answer': 'Nouadhibou', 'candidate': 'Bratislava'}
{'statement': 'You are looking for a city with warm weather. Between Luanda and Toluca, you should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Toluca'}
{'statement': 'You are looking for a city with warm weather. Between Ségou and Addis Ababa, you should visit Ségou.', 'answer': 'Ségou', 'candidate': 'Addis Ababa'}
{'statement': 'You are looking for a city with warm weather. Between Parakou and Addis Ababa, you should visit Parakou.', 'answer': 'Parakou', 'candidate': 'Addis Ababa'}
{'statement': 'You are looking for a city with warm weather. Between Sokoto and Addis Ababa, you should visit Sokoto.', 'answer': 'Sokoto', 'candidate': 'Addis Ababa'}
{'statement': 'You are looking for a city with warm weather. Between Manaus and Shanghai, you should visit Manaus.', 'answer': 'Manaus', 'candidate': 'Shanghai'}
{'statement': 'You are looking for a city with warm weather. Between Muscat and Milwaukee, you should visit Muscat.', 'answer': 'Muscat', 'candidate': 'Milwaukee'}
{'statement': 'You are looking for a city with warm weather. Between Juba and Copenhagen, you should visit Juba.', 'answer': 'Juba', 'candidate': 'Copenhagen'}
{'statement': 'You are looking for a city with warm weather. Between Luanda and Palmerston North, you should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Palmerston North'}
{'statement': 'You are looking for a city with warm weather. Between Ouahigouya and Curitiba, you should visit Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Curitiba'}
{'statement': 'You are looking for a city with warm weather. Between Malabo and Kunming, you should visit Malabo.', 'answer': 'Malabo', 'candidate': 'Kunming'}
{'statement': 'You are looking for a city with warm weather. Between Managua and Zürich, you should visit Managua.', 'answer': 'Managua', 'candidate': 'Zürich'}
{'statement': 'You are looking for a city with warm weather. Between Darwin and Vienna, you should visit Darwin.', 'answer': 'Darwin', 'candidate': 'Vienna'}
{'statement': 'You are looking for a city with warm weather. Between Guangzhou and Ürümqi, you should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Ürümqi'}
{'statement': 'You are looking for a city with warm weather. Between Aden and Oslo, you should visit Aden.', 'answer': 'Aden', 'candidate': 'Oslo'}
{'statement': 'You are looking for a city with warm weather. Between San Antonio and Reykjavík, you should visit San Antonio.', 'answer': 'San Antonio', 'candidate': 'Reykjavík'}
{'statement': 'You are looking for a city with warm weather. Between Phnom Penh and Ulaanbaatar, you should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Ulaanbaatar'}
{'statement': 'You are looking for a city with warm weather. Between Bujumbura and Frankfurt, you should visit Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Frankfurt'}
{'statement': 'You are looking for a city with warm weather. Between Malabo and Palmerston North, you should visit Malabo.', 'answer': 'Malabo', 'candidate': 'Palmerston North'}
{'statement': 'You are looking for a city with warm weather. Between Jakarta and Rome, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Rome'}
{'statement': 'You are looking for a city with warm weather. Between Albuquerque and Ulaanbaatar, you should visit Albuquerque.', 'answer': 'Albuquerque', 'candidate': 'Ulaanbaatar'}
{'statement': 'You are looking for a city with warm weather. Between Karachi and Tashkent, you should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Tashkent'}
{'statement': 'You are looking for a city with warm weather. Between Bangui and Bogotá, you should visit Bangui.', 'answer': 'Bangui', 'candidate': 'Bogotá'}
{'statement': 'You are looking for a city with warm weather. Between Managua and Halifax, you should visit Managua.', 'answer': 'Managua', 'candidate': 'Halifax'}
{'statement': 'You are looking for a city with warm weather. Between Algiers and Kuopio, you should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Kuopio'}
{'statement': 'You are looking for a city with warm weather. Between Muscat and Yerevan, you should visit Muscat.', 'answer': 'Muscat', 'candidate': 'Yerevan'}
{'statement': 'You are looking for a city with warm weather. Between Cabo San Lucas and Kabul, you should visit Cabo San Lucas.', 'answer': 'Cabo San Lucas', 'candidate': 'Kabul'}
{'statement': 'You are looking for a city with warm weather. Between Bangui and Novosibirsk, you should visit Bangui.', 'answer': 'Bangui', 'candidate': 'Novosibirsk'}
{'statement': 'You are looking for a city with warm weather. Between La Paz and Boise, you should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Boise'}
{'statement': 'You are looking for a city with warm weather. Between Milan and Fairbanks, you should visit Milan.', 'answer': 'Milan', 'candidate': 'Fairbanks'}
{'statement': 'You are looking for a city with warm weather. Between Alexandria and Saskatoon, you should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Saskatoon'}
{'statement': 'You are looking for a city with warm weather. Between Managua and Copenhagen, you should visit Managua.', 'answer': 'Managua', 'candidate': 'Copenhagen'}
{'statement': 'You are looking for a city with warm weather. Between Mahajanga and Lhasa, you should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Lhasa'}
{'statement': 'You are looking for a city with warm weather. Between Port Sudan and Almaty, you should visit Port Sudan.', 'answer': 'Port Sudan', 'candidate': 'Almaty'}
{'statement': 'You are looking for a city with warm weather. Between La Paz and Minneapolis, you should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Minneapolis'}
{'statement': 'You are looking for a city with warm weather. Between Garissa and Calgary, you should visit Garissa.', 'answer': 'Garissa', 'candidate': 'Calgary'}
{'statement': 'You are looking for a city with warm weather. Between Nouakchott and Zürich, you should visit Nouakchott.', 'answer': 'Nouakchott', 'candidate': 'Zürich'}
{'statement': 'You are looking for a city with warm weather. Between Vientiane and Quito, you should visit Vientiane.', 'answer': 'Vientiane', 'candidate': 'Quito'}
{'statement': 'You are looking for a city with warm weather. Between Caracas and Saint Petersburg, you should visit Caracas.', 'answer': 'Caracas', 'candidate': 'Saint Petersburg'}
{'statement': 'You are looking for a city with warm weather. Between Goiânia and Chicago, you should visit Goiânia.', 'answer': 'Goiânia', 'candidate': 'Chicago'}
{'statement': 'You are looking for a city with warm weather. Between Mandalay and Podgorica, you should visit Mandalay.', 'answer': 'Mandalay', 'candidate': 'Podgorica'}
{'statement': 'You are looking for a city with warm weather. Between Wau and Antofagasta, you should visit Wau.', 'answer': 'Wau', 'candidate': 'Antofagasta'}
{'statement': 'You are looking for a city with warm weather. Between La Ceiba and Kuopio, you should visit La Ceiba.', 'answer': 'La Ceiba', 'candidate': 'Kuopio'}
{'statement': 'You are looking for a city with warm weather. Between Dodoma and Milwaukee, you should visit Dodoma.', 'answer': 'Dodoma', 'candidate': 'Milwaukee'}
{'statement': 'You are looking for a city with warm weather. Between Dar es Salaam and Vienna, you should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Vienna'}
{'statement': 'You are looking for a city with warm weather. Between Rangpur and Dublin, you should visit Rangpur.', 'answer': 'Rangpur', 'candidate': 'Dublin'}
{'statement': 'You are looking for a city with warm weather. Between Guangzhou and Bucharest, you should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Bucharest'}
{'statement': 'You are looking for a city with warm weather. Between Tabora and Ulaanbaatar, you should visit Tabora.', 'answer': 'Tabora', 'candidate': 'Ulaanbaatar'}
{'statement': 'You are looking for a city with warm weather. Between Campos do Jordão and Kuopio, you should visit Campos do Jordão.', 'answer': 'Campos do Jordão', 'candidate': 'Kuopio'}
{'statement': 'You are looking for a city with warm weather. Between Port-Gentil and Bogotá, you should visit Port-Gentil.', 'answer': 'Port-Gentil', 'candidate': 'Bogotá'}
{'statement': 'You are looking for a city with warm weather. Between Honolulu and Milwaukee, you should visit Honolulu.', 'answer': 'Honolulu', 'candidate': 'Milwaukee'}
{'statement': 'You are looking for a city with warm weather. Between Managua and Oslo, you should visit Managua.', 'answer': 'Managua', 'candidate': 'Oslo'}
{'statement': 'You are looking for a city with warm weather. Between Djibouti and Kunming, you should visit Djibouti.', 'answer': 'Djibouti', 'candidate': 'Kunming'}
{'statement': 'You are looking for a city with warm weather. Between Karachi and Neuquén, you should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Neuquén'}
{'statement': 'You are looking for a city with warm weather. Between Mexicali and Vienna, you should visit Mexicali.', 'answer': 'Mexicali', 'candidate': 'Vienna'}
{'statement': 'You are looking for a city with warm weather. Between Bangui and Minsk, you should visit Bangui.', 'answer': 'Bangui', 'candidate': 'Minsk'}
{'statement': 'You are looking for a city with warm weather. Between Nouakchott and Quito, you should visit Nouakchott.', 'answer': 'Nouakchott', 'candidate': 'Quito'}
{'statement': 'You are looking for a city with warm weather. Between Cotonou and Ljubljana, you should visit Cotonou.', 'answer': 'Cotonou', 'candidate': 'Ljubljana'}
{'statement': 'You are looking for a city with warm weather. Between Port Moresby and Saint Petersburg, you should visit Port Moresby.', 'answer': 'Port Moresby', 'candidate': 'Saint Petersburg'}
{'statement': 'You are looking for a city with warm weather. Between Bujumbura and Irkutsk, you should visit Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Irkutsk'}
{'statement': 'You are looking for a city with warm weather. Between Kuwait City and Copenhagen, you should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Copenhagen'}
{'statement': 'You are looking for a city with warm weather. Between Kuwait City and Nur-Sultan, you should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Nur-Sultan'}
{'statement': 'You are looking for a city with warm weather. Between Phnom Penh and Tashkent, you should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Tashkent'}
{'statement': 'You are looking for a city with warm weather. Between Curitiba and Saskatoon, you should visit Curitiba.', 'answer': 'Curitiba', 'candidate': 'Saskatoon'}
{'statement': 'You are looking for a city with warm weather. Between San Juan and Shanghai, you should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Shanghai'}
{'statement': 'You are looking for a city with warm weather. Between Manaus and Anchorage, you should visit Manaus.', 'answer': 'Manaus', 'candidate': 'Anchorage'}
{'statement': 'You are looking for a city with warm weather. Between Antsiranana and London, you should visit Antsiranana.', 'answer': 'Antsiranana', 'candidate': 'London'}
{'statement': 'You are looking for a city with warm weather. Between Lima and Punta Arenas, you should visit Lima.', 'answer': 'Lima', 'candidate': 'Punta Arenas'}
{'statement': 'You are looking for a city with warm weather. Between Managua and Rome, you should visit Managua.', 'answer': 'Managua', 'candidate': 'Rome'}
{'statement': 'You are looking for a city with warm weather. Between Goiânia and Minsk, you should visit Goiânia.', 'answer': 'Goiânia', 'candidate': 'Minsk'}
{'statement': 'You are looking for a city with warm weather. Between Cayenne and Canberra, you should visit Cayenne.', 'answer': 'Cayenne', 'candidate': 'Canberra'}
{'statement': 'You are looking for a city with warm weather. Between Lomé and Moscow, you should visit Lomé.', 'answer': 'Lomé', 'candidate': 'Moscow'}
{'statement': 'You are looking for a city with warm weather. Between Panama City and Dublin, you should visit Panama City.', 'answer': 'Panama City', 'candidate': 'Dublin'}
{'statement': 'You are looking for a city with warm weather. Between Bamako and Cape Town, you should visit Bamako.', 'answer': 'Bamako', 'candidate': 'Cape Town'}
{'statement': 'You are looking for a city with warm weather. Between Wau and Tirana, you should visit Wau.', 'answer': 'Wau', 'candidate': 'Tirana'}
{'statement': 'You are looking for a city with warm weather. Between Garissa and Bishkek, you should visit Garissa.', 'answer': 'Garissa', 'candidate': 'Bishkek'}
{'statement': 'You are looking for a city with warm weather. Between Paramaribo and Cape Town, you should visit Paramaribo.', 'answer': 'Paramaribo', 'candidate': 'Cape Town'}
{'statement': 'You are looking for a city with warm weather. Between Yaoundé and Ulaanbaatar, you should visit Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Ulaanbaatar'}
{'statement': 'You are looking for a city with warm weather. Between Ségou and Kunming, you should visit Ségou.', 'answer': 'Ségou', 'candidate': 'Kunming'}
{'statement': 'You are looking for a city with warm weather. Between Upington and Ottawa, you should visit Upington.', 'answer': 'Upington', 'candidate': 'Ottawa'}
{'statement': 'You are looking for a city with warm weather. Between Dar es Salaam and Moscow, you should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Moscow'}
{'statement': 'You are looking for a city with warm weather. Between Fianarantsoa and Calgary, you should visit Fianarantsoa.', 'answer': 'Fianarantsoa', 'candidate': 'Calgary'}
{'statement': 'You are looking for a city with warm weather. Between Kingston and Ankara, you should visit Kingston.', 'answer': 'Kingston', 'candidate': 'Ankara'}
{'statement': 'You are looking for a city with warm weather. Between Lomé and Amsterdam, you should visit Lomé.', 'answer': 'Lomé', 'candidate': 'Amsterdam'}
{'statement': 'You are looking for a city with warm weather. Between Mandalay and Kabul, you should visit Mandalay.', 'answer': 'Mandalay', 'candidate': 'Kabul'}
{'statement': 'You are looking for a city with warm weather. Between La Ceiba and Anchorage, you should visit La Ceiba.', 'answer': 'La Ceiba', 'candidate': 'Anchorage'}
{'statement': 'You are looking for a city with warm weather. Between Garissa and Napier, you should visit Garissa.', 'answer': 'Garissa', 'candidate': 'Napier'}
{'statement': 'You are looking for a city with warm weather. Between Juba and Tashkent, you should visit Juba.', 'answer': 'Juba', 'candidate': 'Tashkent'}
{'statement': 'You are looking for a city with warm weather. Between Port-Gentil and Ürümqi, you should visit Port-Gentil.', 'answer': 'Port-Gentil', 'candidate': 'Ürümqi'}
{'statement': 'You are looking for a city with warm weather. Between Belize City and Milwaukee, you should visit Belize City.', 'answer': 'Belize City', 'candidate': 'Milwaukee'}
{'statement': 'You are looking for a city with warm weather. Between Douala and Santiago, you should visit Douala.', 'answer': 'Douala', 'candidate': 'Santiago'}
{'statement': 'You are looking for a city with warm weather. Between Bangkok and Murmansk, you should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Murmansk'}
{'statement': 'You are looking for a city with warm weather. Between Ségou and Sydney, you should visit Ségou.', 'answer': 'Ségou', 'candidate': 'Sydney'}
{'statement': 'You are looking for a city with warm weather. Between Garissa and Kunming, you should visit Garissa.', 'answer': 'Garissa', 'candidate': 'Kunming'}
{'statement': 'You are looking for a city with warm weather. Between Santiago del Estero and Dublin, you should visit Santiago del Estero.', 'answer': 'Santiago del Estero', 'candidate': 'Dublin'}
{'statement': 'You are looking for a city with warm weather. Between Nakhon Ratchasima and Lyon, you should visit Nakhon Ratchasima.', 'answer': 'Nakhon Ratchasima', 'candidate': 'Lyon'}
{'statement': 'You are looking for a city with warm weather. Between Jakarta and Ulaanbaatar, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Ulaanbaatar'}
{'statement': 'You are looking for a city with warm weather. Between Ouahigouya and Halifax, you should visit Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Halifax'}
{'statement': 'You are looking for a city with warm weather. Between Garoua and Dublin, you should visit Garoua.', 'answer': 'Garoua', 'candidate': 'Dublin'}
{'statement': 'You are looking for a city with warm weather. Between Mombasa and Toronto, you should visit Mombasa.', 'answer': 'Mombasa', 'candidate': 'Toronto'}
{'statement': 'You are looking for a city with warm weather. Between Jakarta and Cape Town, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Cape Town'}
{'statement': 'You are looking for a city with warm weather. Between Cotonou and Amsterdam, you should visit Cotonou.', 'answer': 'Cotonou', 'candidate': 'Amsterdam'}
{'statement': 'You are looking for a city with warm weather. Between Medellín and Christchurch, you should visit Medellín.', 'answer': 'Medellín', 'candidate': 'Christchurch'}
{'statement': 'You are looking for a city with warm weather. Between Garissa and Addis Ababa, you should visit Garissa.', 'answer': 'Garissa', 'candidate': 'Addis Ababa'}
{'statement': 'You are looking for a city with warm weather. Between Juba and Halifax, you should visit Juba.', 'answer': 'Juba', 'candidate': 'Halifax'}
{'statement': 'You are looking for a city with warm weather. Between Bangui and Milwaukee, you should visit Bangui.', 'answer': 'Bangui', 'candidate': 'Milwaukee'}
{'statement': 'You are looking for a city with warm weather. Between Lake Havasu City and Halifax, you should visit Lake Havasu City.', 'answer': 'Lake Havasu City', 'candidate': 'Halifax'}
{'statement': 'You are looking for a city with warm weather. Between Cotonou and Moscow, you should visit Cotonou.', 'answer': 'Cotonou', 'candidate': 'Moscow'}
{'statement': 'You are looking for a city with warm weather. Between Nairobi and Anchorage, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Anchorage'}
{'statement': 'You are looking for a city with warm weather. Between Wau and Belgrade, you should visit Wau.', 'answer': 'Wau', 'candidate': 'Belgrade'}
{'statement': 'You are looking for a city with warm weather. Between Manila and Saint Petersburg, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Saint Petersburg'}
{'statement': 'You are looking for a city with warm weather. Between Port Sudan and Sapporo, you should visit Port Sudan.', 'answer': 'Port Sudan', 'candidate': 'Sapporo'}
{'statement': 'You are looking for a city with warm weather. Between Garissa and Ulaanbaatar, you should visit Garissa.', 'answer': 'Garissa', 'candidate': 'Ulaanbaatar'}
{'statement': 'You are looking for a city with warm weather. Between Lagos and Belgrade, you should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Belgrade'}
{'statement': 'You are looking for a city with warm weather. Between Cotonou and Kuopio, you should visit Cotonou.', 'answer': 'Cotonou', 'candidate': 'Kuopio'}
{'statement': 'You are looking for a city with warm weather. Between San Juan and Canberra, you should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Canberra'}
{'statement': 'You are looking for a city with warm weather. Between Monterrey and Saskatoon, you should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Saskatoon'}
