{'statement': 'Between Manila and Mexicali, the city with a larger population is Manila.', 'answer': 'Manila', 'candidate': 'Mexicali'}
{'statement': 'Between Toronto and Omaha, the city with a larger population is Toronto.', 'answer': 'Toronto', 'candidate': 'Omaha'}
{'statement': 'Between Berlin and Calgary, the city with a larger population is Berlin.', 'answer': 'Berlin', 'candidate': 'Calgary'}
{'statement': 'Between Houston and Brasília, the city with a larger population is Houston.', 'answer': 'Houston', 'candidate': 'Brasília'}
{'statement': 'Between Kuwait City and Benghazi, the city with a larger population is Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Benghazi'}
{'statement': 'Between London and Boise, the city with a larger population is London.', 'answer': 'London', 'candidate': 'Boise'}
{'statement': 'Between Manila and Denpasar, the city with a larger population is Manila.', 'answer': 'Manila', 'candidate': 'Denpasar'}
{'statement': 'Between Guangzhou and Goiânia, the city with a larger population is Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Goiânia'}
{'statement': 'Between Shanghai and Maputo, the city with a larger population is Shanghai.', 'answer': 'Shanghai', 'candidate': 'Maputo'}
{'statement': 'Between Cairo and Boise, the city with a larger population is Cairo.', 'answer': 'Cairo', 'candidate': 'Boise'}
{'statement': 'Between Shanghai and Toliara, the city with a larger population is Shanghai.', 'answer': 'Shanghai', 'candidate': 'Toliara'}
{'statement': 'Between Bangkok and Dublin, the city with a larger population is Bangkok.', 'answer': 'Bangkok', 'candidate': 'Dublin'}
{'statement': 'Between Alexandria and Mexicali, the city with a larger population is Alexandria.', 'answer': 'Alexandria', 'candidate': 'Mexicali'}
{'statement': 'Between Baghdad and Brussels, the city with a larger population is Baghdad.', 'answer': 'Baghdad', 'candidate': 'Brussels'}
{'statement': 'Between Riyadh and Abéché, the city with a larger population is Riyadh.', 'answer': 'Riyadh', 'candidate': 'Abéché'}
{'statement': 'Between Kuwait City and Rabat, the city with a larger population is Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Rabat'}
{'statement': 'Between Ürümqi and La Ceiba, the city with a larger population is Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'La Ceiba'}
{'statement': 'Between Bogotá and Malabo, the city with a larger population is Bogotá.', 'answer': 'Bogotá', 'candidate': 'Malabo'}
{'statement': 'Between Luanda and Changsha, the city with a larger population is Luanda.', 'answer': 'Luanda', 'candidate': 'Changsha'}
{'statement': 'Between Melbourne and Zürich, the city with a larger population is Melbourne.', 'answer': 'Melbourne', 'candidate': 'Zürich'}
{'statement': 'Between Addis Ababa and Honolulu, the city with a larger population is Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Honolulu'}
{'statement': 'Between Los Angeles and Brisbane, the city with a larger population is Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Brisbane'}
{'statement': 'Between Tampa and Kingston, the city with a larger population is Tampa.', 'answer': 'Tampa', 'candidate': 'Kingston'}
{'statement': 'Between Moscow and Erbil, the city with a larger population is Moscow.', 'answer': 'Moscow', 'candidate': 'Erbil'}
{'statement': 'Between Rome and Mendoza, the city with a larger population is Rome.', 'answer': 'Rome', 'candidate': 'Mendoza'}
{'statement': 'Between Paris and Sokoto, the city with a larger population is Paris.', 'answer': 'Paris', 'candidate': 'Sokoto'}
{'statement': 'Between Fukuoka and Tamanrasset, the city with a larger population is Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'Tamanrasset'}
{'statement': 'Between Ankara and Rabat, the city with a larger population is Ankara.', 'answer': 'Ankara', 'candidate': 'Rabat'}
{'statement': 'Between Kunming and Tirana, the city with a larger population is Kunming.', 'answer': 'Kunming', 'candidate': 'Tirana'}
{'statement': 'Between Alexandria and Suwałki, the city with a larger population is Alexandria.', 'answer': 'Alexandria', 'candidate': 'Suwałki'}
{'statement': 'Between Karachi and Neuquén, the city with a larger population is Karachi.', 'answer': 'Karachi', 'candidate': 'Neuquén'}
{'statement': 'Between Lahore and Indianapolis, the city with a larger population is Lahore.', 'answer': 'Lahore', 'candidate': 'Indianapolis'}
{'statement': 'Between Nairobi and Almaty, the city with a larger population is Nairobi.', 'answer': 'Nairobi', 'candidate': 'Almaty'}
{'statement': 'Between Kabul and Mandalay, the city with a larger population is Kabul.', 'answer': 'Kabul', 'candidate': 'Mandalay'}
{'statement': 'Between Mumbai and Wau, the city with a larger population is Mumbai.', 'answer': 'Mumbai', 'candidate': 'Wau'}
{'statement': 'Between Guadalajara and Honolulu, the city with a larger population is Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Honolulu'}
{'statement': 'Between Tampa and Tamanrasset, the city with a larger population is Tampa.', 'answer': 'Tampa', 'candidate': 'Tamanrasset'}
{'statement': 'Between Surabaya and Podgorica, the city with a larger population is Surabaya.', 'answer': 'Surabaya', 'candidate': 'Podgorica'}
{'statement': 'Between Mumbai and Nakhon Ratchasima, the city with a larger population is Mumbai.', 'answer': 'Mumbai', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'Between Fukuoka and Punta Arenas, the city with a larger population is Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'Punta Arenas'}
{'statement': 'Between Mumbai and Guadalajara, the city with a larger population is Mumbai.', 'answer': 'Mumbai', 'candidate': 'Guadalajara'}
{'statement': 'Between Ürümqi and Gabès, the city with a larger population is Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Gabès'}
{'statement': 'Between Phoenix and Hat Yai, the city with a larger population is Phoenix.', 'answer': 'Phoenix', 'candidate': 'Hat Yai'}
{'statement': 'Between Yaoundé and Ségou, the city with a larger population is Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Ségou'}
{'statement': 'Between Phoenix and Phnom Penh, the city with a larger population is Phoenix.', 'answer': 'Phoenix', 'candidate': 'Phnom Penh'}
{'statement': 'Between Ürümqi and Thiès, the city with a larger population is Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Thiès'}
{'statement': 'Between Lagos and Skopje, the city with a larger population is Lagos.', 'answer': 'Lagos', 'candidate': 'Skopje'}
{'statement': 'Between Kunming and Garissa, the city with a larger population is Kunming.', 'answer': 'Kunming', 'candidate': 'Garissa'}
{'statement': 'Between Mumbai and Lviv, the city with a larger population is Mumbai.', 'answer': 'Mumbai', 'candidate': 'Lviv'}
{'statement': 'Between Moscow and Upington, the city with a larger population is Moscow.', 'answer': 'Moscow', 'candidate': 'Upington'}
{'statement': 'Between Guadalajara and La Serena, the city with a larger population is Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'La Serena'}
{'statement': 'Between Kunming and Abéché, the city with a larger population is Kunming.', 'answer': 'Kunming', 'candidate': 'Abéché'}
{'statement': 'Between Jakarta and Lahore, the city with a larger population is Jakarta.', 'answer': 'Jakarta', 'candidate': 'Lahore'}
{'statement': 'Between Paris and Dublin, the city with a larger population is Paris.', 'answer': 'Paris', 'candidate': 'Dublin'}
{'statement': 'Between Algiers and Belgrade, the city with a larger population is Algiers.', 'answer': 'Algiers', 'candidate': 'Belgrade'}
{'statement': 'Between Douala and Fairbanks, the city with a larger population is Douala.', 'answer': 'Douala', 'candidate': 'Fairbanks'}
{'statement': 'Between Melbourne and Ljubljana, the city with a larger population is Melbourne.', 'answer': 'Melbourne', 'candidate': 'Ljubljana'}
{'statement': 'Between Lahore and Ottawa, the city with a larger population is Lahore.', 'answer': 'Lahore', 'candidate': 'Ottawa'}
{'statement': 'Between Paris and Willemstad, the city with a larger population is Paris.', 'answer': 'Paris', 'candidate': 'Willemstad'}
{'statement': 'Between Lahore and Milan, the city with a larger population is Lahore.', 'answer': 'Lahore', 'candidate': 'Milan'}
{'statement': 'Between Tampa and Benghazi, the city with a larger population is Tampa.', 'answer': 'Tampa', 'candidate': 'Benghazi'}
{'statement': 'Between Hanoi and Medellín, the city with a larger population is Hanoi.', 'answer': 'Hanoi', 'candidate': 'Medellín'}
{'statement': 'Between Moscow and Houston, the city with a larger population is Moscow.', 'answer': 'Moscow', 'candidate': 'Houston'}
{'statement': 'Between Cairo and Harare, the city with a larger population is Cairo.', 'answer': 'Cairo', 'candidate': 'Harare'}
{'statement': 'Between Riyadh and Anchorage, the city with a larger population is Riyadh.', 'answer': 'Riyadh', 'candidate': 'Anchorage'}
{'statement': 'Between Ankara and Vladivostok, the city with a larger population is Ankara.', 'answer': 'Ankara', 'candidate': 'Vladivostok'}
{'statement': 'Between Berlin and San Juan, the city with a larger population is Berlin.', 'answer': 'Berlin', 'candidate': 'San Juan'}
{'statement': 'Between Phnom Penh and Napier, the city with a larger population is Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Napier'}
{'statement': 'Between Bangkok and Manaus, the city with a larger population is Bangkok.', 'answer': 'Bangkok', 'candidate': 'Manaus'}
{'statement': 'Between Chicago and Bucharest, the city with a larger population is Chicago.', 'answer': 'Chicago', 'candidate': 'Bucharest'}
{'statement': 'Between Kunming and Dublin, the city with a larger population is Kunming.', 'answer': 'Kunming', 'candidate': 'Dublin'}
{'statement': 'Between Lagos and Kunming, the city with a larger population is Lagos.', 'answer': 'Lagos', 'candidate': 'Kunming'}
{'statement': 'Between Cairo and Conakry, the city with a larger population is Cairo.', 'answer': 'Cairo', 'candidate': 'Conakry'}
{'statement': 'Between Shanghai and Zürich, the city with a larger population is Shanghai.', 'answer': 'Shanghai', 'candidate': 'Zürich'}
{'statement': 'Between Kabul and Makurdi, the city with a larger population is Kabul.', 'answer': 'Kabul', 'candidate': 'Makurdi'}
{'statement': 'Between Surabaya and Florianópolis, the city with a larger population is Surabaya.', 'answer': 'Surabaya', 'candidate': 'Florianópolis'}
{'statement': 'Between Melbourne and Kathmandu, the city with a larger population is Melbourne.', 'answer': 'Melbourne', 'candidate': 'Kathmandu'}
