{'statement': 'You are looking for a city with cold weather. Between Bamako and Dublin, you should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Bamako'}
{'statement': 'You are looking for a city with cold weather. Between Djibouti and Pittsburgh, you should visit Pittsburgh.', 'answer': 'Pittsburgh', 'candidate': 'Djibouti'}
{'statement': 'You are looking for a city with cold weather. Between Abéché and Kabul, you should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Abéché'}
{'statement': 'You are looking for a city with cold weather. Between Antsiranana and Murmansk, you should visit Murmansk.', 'answer': 'Murmansk', 'candidate': 'Antsiranana'}
{'statement': 'You are looking for a city with cold weather. Between La Ceiba and Albuquerque, you should visit Albuquerque.', 'answer': 'Albuquerque', 'candidate': 'La Ceiba'}
{'statement': 'You are looking for a city with cold weather. Between Fukuoka and Saskatoon, you should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Fukuoka'}
{'statement': 'You are looking for a city with cold weather. Between San Antonio and Murmansk, you should visit Murmansk.', 'answer': 'Murmansk', 'candidate': 'San Antonio'}
{'statement': 'You are looking for a city with cold weather. Between Bangui and Oslo, you should visit Oslo.', 'answer': 'Oslo', 'candidate': 'Bangui'}
{'statement': 'You are looking for a city with cold weather. Between Ouahigouya and Vladivostok, you should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Ouahigouya'}
{'statement': 'You are looking for a city with cold weather. Between Honolulu and Toronto, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Honolulu'}
{'statement': 'You are looking for a city with cold weather. Between Ho Chi Minh City and Punta Arenas, you should visit Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Ho Chi Minh City'}
{'statement': 'You are looking for a city with cold weather. Between Mombasa and Zagreb, you should visit Zagreb.', 'answer': 'Zagreb', 'candidate': 'Mombasa'}
{'statement': 'You are looking for a city with cold weather. Between Makurdi and Bucharest, you should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Makurdi'}
{'statement': 'You are looking for a city with cold weather. Between Caracas and Amsterdam, you should visit Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Caracas'}
{'statement': 'You are looking for a city with cold weather. Between Hat Yai and Ushuaia, you should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Hat Yai'}
{'statement': 'You are looking for a city with cold weather. Between Florianópolis and Ulaanbaatar, you should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Florianópolis'}
{'statement': 'You are looking for a city with cold weather. Between Hamilton and Zürich, you should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Hamilton'}
{'statement': 'You are looking for a city with cold weather. Between Makassar and Zagreb, you should visit Zagreb.', 'answer': 'Zagreb', 'candidate': 'Makassar'}
{'statement': 'You are looking for a city with cold weather. Between Port-Gentil and Frankfurt, you should visit Frankfurt.', 'answer': 'Frankfurt', 'candidate': 'Port-Gentil'}
{'statement': 'You are looking for a city with cold weather. Between Juba and Bratislava, you should visit Bratislava.', 'answer': 'Bratislava', 'candidate': 'Juba'}
{'statement': 'You are looking for a city with cold weather. Between Mahajanga and Bucharest, you should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Mahajanga'}
{'statement': 'You are looking for a city with cold weather. Between Bangkok and Moscow, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Bangkok'}
{'statement': 'You are looking for a city with cold weather. Between Tripoli and Copenhagen, you should visit Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'Tripoli'}
{'statement': 'You are looking for a city with cold weather. Between Makassar and Ürümqi, you should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Makassar'}
{'statement': 'You are looking for a city with cold weather. Between Aden and Damascus, you should visit Damascus.', 'answer': 'Damascus', 'candidate': 'Aden'}
{'statement': 'You are looking for a city with cold weather. Between Mandalay and Fairbanks, you should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Mandalay'}
{'statement': 'You are looking for a city with cold weather. Between Lyon and Fairbanks, you should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Lyon'}
{'statement': 'You are looking for a city with cold weather. Between Ouahigouya and Fukuoka, you should visit Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'Ouahigouya'}
{'statement': 'You are looking for a city with cold weather. Between Asmara and Nur-Sultan, you should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Asmara'}
{'statement': 'You are looking for a city with cold weather. Between Ndola and Minneapolis, you should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Ndola'}
{'statement': 'You are looking for a city with cold weather. Between Hamilton and Sapporo, you should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'Hamilton'}
{'statement': 'You are looking for a city with cold weather. Between Cotonou and Ulaanbaatar, you should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Cotonou'}
{'statement': 'You are looking for a city with cold weather. Between Djibouti and Denver, you should visit Denver.', 'answer': 'Denver', 'candidate': 'Djibouti'}
{'statement': 'You are looking for a city with cold weather. Between Muscat and Belgrade, you should visit Belgrade.', 'answer': 'Belgrade', 'candidate': 'Muscat'}
{'statement': 'You are looking for a city with cold weather. Between Toamasina and Bucharest, you should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Toamasina'}
{'statement': 'You are looking for a city with cold weather. Between Florianópolis and Lhasa, you should visit Lhasa.', 'answer': 'Lhasa', 'candidate': 'Florianópolis'}
{'statement': 'You are looking for a city with cold weather. Between Belize City and Neuquén, you should visit Neuquén.', 'answer': 'Neuquén', 'candidate': 'Belize City'}
{'statement': 'You are looking for a city with cold weather. Between Conakry and Berlin, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Conakry'}
{'statement': 'You are looking for a city with cold weather. Between Abéché and Fianarantsoa, you should visit Fianarantsoa.', 'answer': 'Fianarantsoa', 'candidate': 'Abéché'}
{'statement': 'You are looking for a city with cold weather. Between La Ceiba and Wellington, you should visit Wellington.', 'answer': 'Wellington', 'candidate': 'La Ceiba'}
{'statement': 'You are looking for a city with cold weather. Between Port-Gentil and Napier, you should visit Napier.', 'answer': 'Napier', 'candidate': 'Port-Gentil'}
{'statement': 'You are looking for a city with cold weather. Between Cotonou and Palmerston North, you should visit Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Cotonou'}
{'statement': 'You are looking for a city with cold weather. Between Malabo and Melbourne, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Malabo'}
{'statement': 'You are looking for a city with cold weather. Between Cayenne and Brussels, you should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Cayenne'}
{'statement': 'You are looking for a city with cold weather. Between Mahajanga and Ushuaia, you should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Mahajanga'}
{'statement': 'You are looking for a city with cold weather. Between Buenos Aires and Punta Arenas, you should visit Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Buenos Aires'}
{'statement': 'You are looking for a city with cold weather. Between Paramaribo and Bahía Blanca, you should visit Bahía Blanca.', 'answer': 'Bahía Blanca', 'candidate': 'Paramaribo'}
{'statement': 'You are looking for a city with cold weather. Between Panama City and Auckland, you should visit Auckland.', 'answer': 'Auckland', 'candidate': 'Panama City'}
{'statement': 'You are looking for a city with cold weather. Between La Paz and Omaha, you should visit Omaha.', 'answer': 'Omaha', 'candidate': 'La Paz'}
{'statement': 'You are looking for a city with cold weather. Between Podgorica and Anchorage, you should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Podgorica'}
{'statement': 'You are looking for a city with cold weather. Between Barranquilla and Tauranga, you should visit Tauranga.', 'answer': 'Tauranga', 'candidate': 'Barranquilla'}
{'statement': 'You are looking for a city with cold weather. Between Mahajanga and Bishkek, you should visit Bishkek.', 'answer': 'Bishkek', 'candidate': 'Mahajanga'}
{'statement': 'You are looking for a city with cold weather. Between Nakhon Ratchasima and Yinchuan, you should visit Yinchuan.', 'answer': 'Yinchuan', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'You are looking for a city with cold weather. Between Phnom Penh and Addis Ababa, you should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Phnom Penh'}
{'statement': 'You are looking for a city with cold weather. Between Conakry and Chicago, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Conakry'}
{'statement': 'You are looking for a city with cold weather. Between Brisbane and Sapporo, you should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'Brisbane'}
{'statement': 'You are looking for a city with cold weather. Between San Juan and Brussels, you should visit Brussels.', 'answer': 'Brussels', 'candidate': 'San Juan'}
{'statement': 'You are looking for a city with cold weather. Between Suva and Anchorage, you should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Suva'}
{'statement': 'You are looking for a city with cold weather. Between Mexico City and Saint Petersburg, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Mexico City'}
{'statement': 'You are looking for a city with cold weather. Between Toamasina and Calgary, you should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Toamasina'}
{'statement': 'You are looking for a city with cold weather. Between Nouadhibou and Sapporo, you should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'Nouadhibou'}
{'statement': 'You are looking for a city with cold weather. Between Hat Yai and Almaty, you should visit Almaty.', 'answer': 'Almaty', 'candidate': 'Hat Yai'}
{'statement': 'You are looking for a city with cold weather. Between Belize City and Brussels, you should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Belize City'}
{'statement': 'You are looking for a city with cold weather. Between Brussels and Fairbanks, you should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Brussels'}
{'statement': 'You are looking for a city with cold weather. Between Managua and Damascus, you should visit Damascus.', 'answer': 'Damascus', 'candidate': 'Managua'}
{'statement': 'You are looking for a city with cold weather. Between Darwin and Sucre, you should visit Sucre.', 'answer': 'Sucre', 'candidate': 'Darwin'}
{'statement': 'You are looking for a city with cold weather. Between Baghdad and Moscow, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Baghdad'}
{'statement': 'You are looking for a city with cold weather. Between Niamey and Kansas City, you should visit Kansas City.', 'answer': 'Kansas City', 'candidate': 'Niamey'}
{'statement': 'You are looking for a city with cold weather. Between Honolulu and Murmansk, you should visit Murmansk.', 'answer': 'Murmansk', 'candidate': 'Honolulu'}
{'statement': 'You are looking for a city with cold weather. Between Sokoto and Lisbon, you should visit Lisbon.', 'answer': 'Lisbon', 'candidate': 'Sokoto'}
{'statement': 'You are looking for a city with cold weather. Between Baghdad and Yinchuan, you should visit Yinchuan.', 'answer': 'Yinchuan', 'candidate': 'Baghdad'}
{'statement': 'You are looking for a city with cold weather. Between Chihuahua and Kuopio, you should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Chihuahua'}
{'statement': 'You are looking for a city with cold weather. Between Santiago and Yakutsk, you should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Santiago'}
{'statement': 'You are looking for a city with cold weather. Between Nairobi and Río Gallegos, you should visit Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Nairobi'}
{'statement': 'You are looking for a city with cold weather. Between La Paz and Kabul, you should visit Kabul.', 'answer': 'Kabul', 'candidate': 'La Paz'}
{'statement': 'You are looking for a city with cold weather. Between Valencia and Saint Petersburg, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Valencia'}
{'statement': 'You are looking for a city with cold weather. Between Manila and Ankara, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Manila'}
{'statement': 'You are looking for a city with cold weather. Between La Ceiba and Anchorage, you should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'La Ceiba'}
{'statement': 'You are looking for a city with cold weather. Between Santiago del Estero and Nur-Sultan, you should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Santiago del Estero'}
{'statement': 'You are looking for a city with cold weather. Between Nouakchott and Yinchuan, you should visit Yinchuan.', 'answer': 'Yinchuan', 'candidate': 'Nouakchott'}
{'statement': 'You are looking for a city with cold weather. Between Nakhon Ratchasima and Kuopio, you should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'You are looking for a city with cold weather. Between Berlin and Ulaanbaatar, you should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Berlin'}
{'statement': 'You are looking for a city with cold weather. Between San Juan and Toluca, you should visit Toluca.', 'answer': 'Toluca', 'candidate': 'San Juan'}
{'statement': 'You are looking for a city with cold weather. Between Conakry and Irkutsk, you should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Conakry'}
{'statement': 'You are looking for a city with cold weather. Between Toamasina and Sapporo, you should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'Toamasina'}
{'statement': 'You are looking for a city with cold weather. Between Mahajanga and Belgrade, you should visit Belgrade.', 'answer': 'Belgrade', 'candidate': 'Mahajanga'}
{'statement': 'You are looking for a city with cold weather. Between Brisbane and Minneapolis, you should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Brisbane'}
{'statement': 'You are looking for a city with cold weather. Between Garoua and Shanghai, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Garoua'}
{'statement': 'You are looking for a city with cold weather. Between La Paz and Denver, you should visit Denver.', 'answer': 'Denver', 'candidate': 'La Paz'}
{'statement': 'You are looking for a city with cold weather. Between Kingston and Erzurum, you should visit Erzurum.', 'answer': 'Erzurum', 'candidate': 'Kingston'}
{'statement': 'You are looking for a city with cold weather. Between Nouakchott and Anchorage, you should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Nouakchott'}
{'statement': 'You are looking for a city with cold weather. Between Parakou and Kansas City, you should visit Kansas City.', 'answer': 'Kansas City', 'candidate': 'Parakou'}
{'statement': 'You are looking for a city with cold weather. Between Mahajanga and Zürich, you should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Mahajanga'}
{'statement': 'You are looking for a city with cold weather. Between Muscat and Yerevan, you should visit Yerevan.', 'answer': 'Yerevan', 'candidate': 'Muscat'}
{'statement': 'You are looking for a city with cold weather. Between Cabo San Lucas and Almaty, you should visit Almaty.', 'answer': 'Almaty', 'candidate': 'Cabo San Lucas'}
{'statement': 'You are looking for a city with cold weather. Between Mahajanga and Suwałki, you should visit Suwałki.', 'answer': 'Suwałki', 'candidate': 'Mahajanga'}
{'statement': 'You are looking for a city with cold weather. Between Nouakchott and Vladivostok, you should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Nouakchott'}
{'statement': 'You are looking for a city with cold weather. Between Djibouti and Mendoza, you should visit Mendoza.', 'answer': 'Mendoza', 'candidate': 'Djibouti'}
{'statement': 'You are looking for a city with cold weather. Between Medellín and Zagreb, you should visit Zagreb.', 'answer': 'Zagreb', 'candidate': 'Medellín'}
{'statement': 'You are looking for a city with cold weather. Between Ouahigouya and Novosibirsk, you should visit Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Ouahigouya'}
{'statement': 'You are looking for a city with cold weather. Between Phnom Penh and Brussels, you should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Phnom Penh'}
{'statement': 'You are looking for a city with cold weather. Between Tashkent and Kuopio, you should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Tashkent'}
{'statement': 'You are looking for a city with cold weather. Between Toliara and Indianapolis, you should visit Indianapolis.', 'answer': 'Indianapolis', 'candidate': 'Toliara'}
{'statement': 'You are looking for a city with cold weather. Between Upington and Dublin, you should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Upington'}
{'statement': 'You are looking for a city with cold weather. Between Nouadhibou and Bergen, you should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Nouadhibou'}
{'statement': 'You are looking for a city with cold weather. Between Kuwait City and Toronto, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Kuwait City'}
{'statement': 'You are looking for a city with cold weather. Between Vientiane and Kansas City, you should visit Kansas City.', 'answer': 'Kansas City', 'candidate': 'Vientiane'}
{'statement': 'You are looking for a city with cold weather. Between Pretoria and Vladivostok, you should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Pretoria'}
{'statement': 'You are looking for a city with cold weather. Between Tucson and Almaty, you should visit Almaty.', 'answer': 'Almaty', 'candidate': 'Tucson'}
{'statement': 'You are looking for a city with cold weather. Between Brisbane and Saskatoon, you should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Brisbane'}
{'statement': 'You are looking for a city with cold weather. Between Thiès and London, you should visit London.', 'answer': 'London', 'candidate': 'Thiès'}
{'statement': 'You are looking for a city with cold weather. Between Cayenne and Wellington, you should visit Wellington.', 'answer': 'Wellington', 'candidate': 'Cayenne'}
{'statement': 'You are looking for a city with cold weather. Between Baku and Novosibirsk, you should visit Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Baku'}
{'statement': 'You are looking for a city with cold weather. Between Hat Yai and Yinchuan, you should visit Yinchuan.', 'answer': 'Yinchuan', 'candidate': 'Hat Yai'}
{'statement': 'You are looking for a city with cold weather. Between Rangpur and Beijing, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Rangpur'}
{'statement': 'You are looking for a city with cold weather. Between Napier and Novosibirsk, you should visit Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Napier'}
{'statement': 'You are looking for a city with cold weather. Between Jakarta and Omaha, you should visit Omaha.', 'answer': 'Omaha', 'candidate': 'Jakarta'}
{'statement': 'You are looking for a city with cold weather. Between Porto Alegre and Lviv, you should visit Lviv.', 'answer': 'Lviv', 'candidate': 'Porto Alegre'}
{'statement': 'You are looking for a city with cold weather. Between Tucson and Zürich, you should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Tucson'}
{'statement': 'You are looking for a city with cold weather. Between Makurdi and Saint Petersburg, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Makurdi'}
{'statement': 'You are looking for a city with cold weather. Between Paramaribo and Yinchuan, you should visit Yinchuan.', 'answer': 'Yinchuan', 'candidate': 'Paramaribo'}
{'statement': 'You are looking for a city with cold weather. Between Kansas City and Ulaanbaatar, you should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Kansas City'}
{'statement': 'You are looking for a city with cold weather. Between Lagos and Ottawa, you should visit Ottawa.', 'answer': 'Ottawa', 'candidate': 'Lagos'}
{'statement': 'You are looking for a city with cold weather. Between Piura and Beijing, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Piura'}
{'statement': 'You are looking for a city with cold weather. Between Cayenne and Campos do Jordão, you should visit Campos do Jordão.', 'answer': 'Campos do Jordão', 'candidate': 'Cayenne'}
{'statement': 'You are looking for a city with cold weather. Between Willemstad and Asmara, you should visit Asmara.', 'answer': 'Asmara', 'candidate': 'Willemstad'}
{'statement': 'You are looking for a city with cold weather. Between Lomé and Kunming, you should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Lomé'}
{'statement': 'You are looking for a city with cold weather. Between Caracas and Dublin, you should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Caracas'}
{'statement': 'You are looking for a city with cold weather. Between Bangkok and Copenhagen, you should visit Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'Bangkok'}
{'statement': 'You are looking for a city with cold weather. Between Abéché and Sucre, you should visit Sucre.', 'answer': 'Sucre', 'candidate': 'Abéché'}
{'statement': 'You are looking for a city with cold weather. Between Suva and Kabul, you should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Suva'}
{'statement': 'You are looking for a city with cold weather. Between Erbil and Río Gallegos, you should visit Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Erbil'}
{'statement': 'You are looking for a city with cold weather. Between Kampala and Ushuaia, you should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Kampala'}
{'statement': 'You are looking for a city with cold weather. Between Mexicali and Bucharest, you should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Mexicali'}
{'statement': 'You are looking for a city with cold weather. Between Ho Chi Minh City and Paris, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Ho Chi Minh City'}
{'statement': 'You are looking for a city with cold weather. Between Managua and Tauranga, you should visit Tauranga.', 'answer': 'Tauranga', 'candidate': 'Managua'}
{'statement': 'You are looking for a city with cold weather. Between Ouahigouya and Bishkek, you should visit Bishkek.', 'answer': 'Bishkek', 'candidate': 'Ouahigouya'}
{'statement': 'You are looking for a city with cold weather. Between Durban and Murmansk, you should visit Murmansk.', 'answer': 'Murmansk', 'candidate': 'Durban'}
{'statement': 'You are looking for a city with cold weather. Between Cayenne and Ottawa, you should visit Ottawa.', 'answer': 'Ottawa', 'candidate': 'Cayenne'}
{'statement': 'You are looking for a city with cold weather. Between Mahajanga and Ulaanbaatar, you should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Mahajanga'}
{'statement': 'You are looking for a city with cold weather. Between Mexicali and Wellington, you should visit Wellington.', 'answer': 'Wellington', 'candidate': 'Mexicali'}
{'statement': 'You are looking for a city with cold weather. Between La Ceiba and Kabul, you should visit Kabul.', 'answer': 'Kabul', 'candidate': 'La Ceiba'}
{'statement': 'You are looking for a city with cold weather. Between Belize City and Oslo, you should visit Oslo.', 'answer': 'Oslo', 'candidate': 'Belize City'}
{'statement': 'You are looking for a city with cold weather. Between Cotonou and Yinchuan, you should visit Yinchuan.', 'answer': 'Yinchuan', 'candidate': 'Cotonou'}
{'statement': 'You are looking for a city with cold weather. Between Brisbane and Bergen, you should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Brisbane'}
{'statement': 'You are looking for a city with cold weather. Between Panama City and Baku, you should visit Baku.', 'answer': 'Baku', 'candidate': 'Panama City'}
{'statement': 'You are looking for a city with cold weather. Between Dar es Salaam and Sucre, you should visit Sucre.', 'answer': 'Sucre', 'candidate': 'Dar es Salaam'}
{'statement': 'You are looking for a city with cold weather. Between Bangkok and Johannesburg, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Bangkok'}
{'statement': 'You are looking for a city with cold weather. Between Rangpur and Bucharest, you should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Rangpur'}
{'statement': 'You are looking for a city with cold weather. Between Niamey and Mendoza, you should visit Mendoza.', 'answer': 'Mendoza', 'candidate': 'Niamey'}
{'statement': 'You are looking for a city with cold weather. Between Mandalay and Kuopio, you should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Mandalay'}
{'statement': 'You are looking for a city with cold weather. Between Karachi and Ürümqi, you should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Karachi'}
{'statement': 'You are looking for a city with cold weather. Between Toliara and Saskatoon, you should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Toliara'}
{'statement': 'You are looking for a city with cold weather. Between Tamanrasset and London, you should visit London.', 'answer': 'London', 'candidate': 'Tamanrasset'}
{'statement': 'You are looking for a city with cold weather. Between Belgrade and Murmansk, you should visit Murmansk.', 'answer': 'Murmansk', 'candidate': 'Belgrade'}
{'statement': 'You are looking for a city with cold weather. Between San Salvador and Nur-Sultan, you should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'San Salvador'}
{'statement': 'You are looking for a city with cold weather. Between Ségou and Dublin, you should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Ségou'}
{'statement': 'You are looking for a city with cold weather. Between Juba and Brussels, you should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Juba'}
{'statement': 'You are looking for a city with cold weather. Between Makurdi and Christchurch, you should visit Christchurch.', 'answer': 'Christchurch', 'candidate': 'Makurdi'}
{'statement': 'You are looking for a city with cold weather. Between Lahore and Bergen, you should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Lahore'}
{'statement': 'You are looking for a city with cold weather. Between Managua and Ürümqi, you should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Managua'}
{'statement': 'You are looking for a city with cold weather. Between Manaus and Asmara, you should visit Asmara.', 'answer': 'Asmara', 'candidate': 'Manaus'}
{'statement': 'You are looking for a city with cold weather. Between Ouahigouya and Baku, you should visit Baku.', 'answer': 'Baku', 'candidate': 'Ouahigouya'}
{'statement': 'You are looking for a city with cold weather. Between Rangpur and Ankara, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Rangpur'}
{'statement': 'You are looking for a city with cold weather. Between Florianópolis and Suwałki, you should visit Suwałki.', 'answer': 'Suwałki', 'candidate': 'Florianópolis'}
{'statement': 'You are looking for a city with cold weather. Between Honolulu and Bergen, you should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Honolulu'}
