{'statement': 'You are looking for a city with cold weather. Between Garoua and Belgrade, you should visit Belgrade.', 'answer': 'Belgrade', 'candidate': 'Garoua'}
{'statement': 'You are looking for a city with cold weather. Between Caracas and Bishkek, you should visit Bishkek.', 'answer': 'Bishkek', 'candidate': 'Caracas'}
{'statement': 'You are looking for a city with cold weather. Between Brisbane and Amsterdam, you should visit Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Brisbane'}
{'statement': 'You are looking for a city with cold weather. Between Yaoundé and Bucharest, you should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Yaoundé'}
{'statement': 'You are looking for a city with cold weather. Between Panama City and Changsha, you should visit Changsha.', 'answer': 'Changsha', 'candidate': 'Panama City'}
{'statement': 'You are looking for a city with cold weather. Between Tamanrasset and Lviv, you should visit Lviv.', 'answer': 'Lviv', 'candidate': 'Tamanrasset'}
{'statement': 'You are looking for a city with cold weather. Between Monterrey and Ottawa, you should visit Ottawa.', 'answer': 'Ottawa', 'candidate': 'Monterrey'}
{'statement': 'You are looking for a city with cold weather. Between Cayenne and Anchorage, you should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Cayenne'}
{'statement': 'You are looking for a city with cold weather. Between Panama City and Almaty, you should visit Almaty.', 'answer': 'Almaty', 'candidate': 'Panama City'}
{'statement': 'You are looking for a city with cold weather. Between Phoenix and Bratislava, you should visit Bratislava.', 'answer': 'Bratislava', 'candidate': 'Phoenix'}
{'statement': 'You are looking for a city with cold weather. Between Tampa and Murmansk, you should visit Murmansk.', 'answer': 'Murmansk', 'candidate': 'Tampa'}
{'statement': 'You are looking for a city with cold weather. Between Barranquilla and Bratislava, you should visit Bratislava.', 'answer': 'Bratislava', 'candidate': 'Barranquilla'}
{'statement': 'You are looking for a city with cold weather. Between San Salvador and Saint Petersburg, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'San Salvador'}
{'statement': 'You are looking for a city with cold weather. Between Lomé and Pittsburgh, you should visit Pittsburgh.', 'answer': 'Pittsburgh', 'candidate': 'Lomé'}
{'statement': 'You are looking for a city with cold weather. Between Darwin and Palmerston North, you should visit Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Darwin'}
{'statement': 'You are looking for a city with cold weather. Between Bangkok and Suwałki, you should visit Suwałki.', 'answer': 'Suwałki', 'candidate': 'Bangkok'}
{'statement': 'You are looking for a city with cold weather. Between Mandalay and Melbourne, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Mandalay'}
{'statement': 'You are looking for a city with cold weather. Between Nouakchott and Saskatoon, you should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Nouakchott'}
{'statement': 'You are looking for a city with cold weather. Between Lagos and Yinchuan, you should visit Yinchuan.', 'answer': 'Yinchuan', 'candidate': 'Lagos'}
{'statement': 'You are looking for a city with cold weather. Between Florianópolis and Almaty, you should visit Almaty.', 'answer': 'Almaty', 'candidate': 'Florianópolis'}
{'statement': 'You are looking for a city with cold weather. Between Manila and Minsk, you should visit Minsk.', 'answer': 'Minsk', 'candidate': 'Manila'}
{'statement': 'You are looking for a city with cold weather. Between Malabo and Halifax, you should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Malabo'}
{'statement': 'You are looking for a city with cold weather. Between Bamako and Ürümqi, you should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Bamako'}
{'statement': 'You are looking for a city with cold weather. Between San Juan and Yakutsk, you should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'San Juan'}
{'statement': 'You are looking for a city with cold weather. Between Lomé and Zürich, you should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Lomé'}
{'statement': 'You are looking for a city with cold weather. Between Palembang and Dublin, you should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Palembang'}
{'statement': 'You are looking for a city with cold weather. Between Hanoi and Canberra, you should visit Canberra.', 'answer': 'Canberra', 'candidate': 'Hanoi'}
{'statement': 'You are looking for a city with cold weather. Between Nouakchott and Yakutsk, you should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Nouakchott'}
{'statement': 'You are looking for a city with cold weather. Between Abéché and Lhasa, you should visit Lhasa.', 'answer': 'Lhasa', 'candidate': 'Abéché'}
{'statement': 'You are looking for a city with cold weather. Between Ndola and Ulaanbaatar, you should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Ndola'}
{'statement': 'You are looking for a city with cold weather. Between Tabora and Oslo, you should visit Oslo.', 'answer': 'Oslo', 'candidate': 'Tabora'}
{'statement': 'You are looking for a city with cold weather. Between Lahore and Bucharest, you should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Lahore'}
{'statement': 'You are looking for a city with cold weather. Between Quito and Irkutsk, you should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Quito'}
{'statement': 'You are looking for a city with cold weather. Between Phoenix and Irkutsk, you should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Phoenix'}
{'statement': 'You are looking for a city with cold weather. Between Vientiane and Auckland, you should visit Auckland.', 'answer': 'Auckland', 'candidate': 'Vientiane'}
{'statement': 'You are looking for a city with cold weather. Between Managua and Copenhagen, you should visit Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'Managua'}
{'statement': 'You are looking for a city with cold weather. Between Makurdi and Belgrade, you should visit Belgrade.', 'answer': 'Belgrade', 'candidate': 'Makurdi'}
{'statement': 'You are looking for a city with cold weather. Between Abéché and Copenhagen, you should visit Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'Abéché'}
{'statement': 'You are looking for a city with cold weather. Between Ho Chi Minh City and Berlin, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Ho Chi Minh City'}
{'statement': 'You are looking for a city with cold weather. Between Ségou and Bratislava, you should visit Bratislava.', 'answer': 'Bratislava', 'candidate': 'Ségou'}
{'statement': 'You are looking for a city with cold weather. Between Pontianak and Brussels, you should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Pontianak'}
{'statement': 'You are looking for a city with cold weather. Between Vientiane and Amsterdam, you should visit Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Vientiane'}
{'statement': 'You are looking for a city with cold weather. Between Florianópolis and Berlin, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Florianópolis'}
{'statement': 'You are looking for a city with cold weather. Between Tripoli and Toronto, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Tripoli'}
{'statement': 'You are looking for a city with cold weather. Between Lomé and Brussels, you should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Lomé'}
{'statement': 'You are looking for a city with cold weather. Between Baghdad and Minneapolis, you should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Baghdad'}
{'statement': 'You are looking for a city with cold weather. Between Paramaribo and Belgrade, you should visit Belgrade.', 'answer': 'Belgrade', 'candidate': 'Paramaribo'}
{'statement': 'You are looking for a city with cold weather. Between Palembang and Bishkek, you should visit Bishkek.', 'answer': 'Bishkek', 'candidate': 'Palembang'}
{'statement': 'You are looking for a city with cold weather. Between Makassar and Fairbanks, you should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Makassar'}
{'statement': 'You are looking for a city with cold weather. Between Wau and Skopje, you should visit Skopje.', 'answer': 'Skopje', 'candidate': 'Wau'}
{'statement': 'You are looking for a city with cold weather. Between Lake Havasu City and London, you should visit London.', 'answer': 'London', 'candidate': 'Lake Havasu City'}
{'statement': 'You are looking for a city with cold weather. Between Suva and Toluca, you should visit Toluca.', 'answer': 'Toluca', 'candidate': 'Suva'}
{'statement': 'You are looking for a city with cold weather. Between Managua and Oslo, you should visit Oslo.', 'answer': 'Oslo', 'candidate': 'Managua'}
{'statement': 'You are looking for a city with cold weather. Between Pontianak and Irkutsk, you should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Pontianak'}
{'statement': 'You are looking for a city with cold weather. Between Tashkent and Ulaanbaatar, you should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Tashkent'}
{'statement': 'You are looking for a city with cold weather. Between Managua and Baku, you should visit Baku.', 'answer': 'Baku', 'candidate': 'Managua'}
{'statement': 'You are looking for a city with cold weather. Between Villahermosa and Denver, you should visit Denver.', 'answer': 'Denver', 'candidate': 'Villahermosa'}
{'statement': 'You are looking for a city with cold weather. Between Luanda and Bogotá, you should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Luanda'}
{'statement': 'You are looking for a city with cold weather. Between Riyadh and Neuquén, you should visit Neuquén.', 'answer': 'Neuquén', 'candidate': 'Riyadh'}
{'statement': 'You are looking for a city with cold weather. Between Cotonou and Berlin, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Cotonou'}
{'statement': 'You are looking for a city with cold weather. Between Tauranga and Yakutsk, you should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Tauranga'}
{'statement': 'You are looking for a city with cold weather. Between San Salvador and Omaha, you should visit Omaha.', 'answer': 'Omaha', 'candidate': 'San Salvador'}
{'statement': 'You are looking for a city with cold weather. Between Cotonou and Ottawa, you should visit Ottawa.', 'answer': 'Ottawa', 'candidate': 'Cotonou'}
{'statement': 'You are looking for a city with cold weather. Between Bamako and Kabul, you should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Bamako'}
{'statement': 'You are looking for a city with cold weather. Between Bamako and Changsha, you should visit Changsha.', 'answer': 'Changsha', 'candidate': 'Bamako'}
{'statement': 'You are looking for a city with cold weather. Between Bangkok and Ushuaia, you should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Bangkok'}
{'statement': 'You are looking for a city with cold weather. Between San Juan and Minsk, you should visit Minsk.', 'answer': 'Minsk', 'candidate': 'San Juan'}
{'statement': 'You are looking for a city with cold weather. Between San Salvador and Calgary, you should visit Calgary.', 'answer': 'Calgary', 'candidate': 'San Salvador'}
{'statement': 'You are looking for a city with cold weather. Between Hanoi and Omaha, you should visit Omaha.', 'answer': 'Omaha', 'candidate': 'Hanoi'}
{'statement': 'You are looking for a city with cold weather. Between Parakou and Canberra, you should visit Canberra.', 'answer': 'Canberra', 'candidate': 'Parakou'}
{'statement': 'You are looking for a city with cold weather. Between Damascus and Kuopio, you should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Damascus'}
{'statement': 'You are looking for a city with cold weather. Between Goiânia and Ushuaia, you should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Goiânia'}
{'statement': 'You are looking for a city with cold weather. Between Lima and Sapporo, you should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'Lima'}
{'statement': 'You are looking for a city with cold weather. Between Tashkent and Kuopio, you should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Tashkent'}
{'statement': 'You are looking for a city with cold weather. Between Benghazi and Irkutsk, you should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Benghazi'}
{'statement': 'You are looking for a city with cold weather. Between Medellín and Zürich, you should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Medellín'}
{'statement': 'You are looking for a city with cold weather. Between Cayenne and Yakutsk, you should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Cayenne'}
{'statement': 'You are looking for a city with cold weather. Between Harare and Murmansk, you should visit Murmansk.', 'answer': 'Murmansk', 'candidate': 'Harare'}
{'statement': 'You are looking for a city with cold weather. Between San José and Halifax, you should visit Halifax.', 'answer': 'Halifax', 'candidate': 'San José'}
{'statement': 'You are looking for a city with cold weather. Between Piura and Amsterdam, you should visit Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Piura'}
{'statement': 'You are looking for a city with cold weather. Between Phoenix and Milwaukee, you should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Phoenix'}
{'statement': 'You are looking for a city with cold weather. Between San Salvador and Sapporo, you should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'San Salvador'}
{'statement': 'You are looking for a city with cold weather. Between Barranquilla and Curitiba, you should visit Curitiba.', 'answer': 'Curitiba', 'candidate': 'Barranquilla'}
{'statement': 'You are looking for a city with cold weather. Between Makassar and Melbourne, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Makassar'}
{'statement': 'You are looking for a city with cold weather. Between Manila and Río Gallegos, you should visit Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Manila'}
{'statement': 'You are looking for a city with cold weather. Between Hamilton and Boise, you should visit Boise.', 'answer': 'Boise', 'candidate': 'Hamilton'}
{'statement': 'You are looking for a city with cold weather. Between Willemstad and Denver, you should visit Denver.', 'answer': 'Denver', 'candidate': 'Willemstad'}
{'statement': 'You are looking for a city with cold weather. Between Rangpur and Bishkek, you should visit Bishkek.', 'answer': 'Bishkek', 'candidate': 'Rangpur'}
{'statement': 'You are looking for a city with cold weather. Between San Juan and Bratislava, you should visit Bratislava.', 'answer': 'Bratislava', 'candidate': 'San Juan'}
{'statement': 'You are looking for a city with cold weather. Between Makassar and Halifax, you should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Makassar'}
{'statement': 'You are looking for a city with cold weather. Between Paramaribo and Kansas City, you should visit Kansas City.', 'answer': 'Kansas City', 'candidate': 'Paramaribo'}
{'statement': 'You are looking for a city with cold weather. Between Djibouti and Rome, you should visit Rome.', 'answer': 'Rome', 'candidate': 'Djibouti'}
{'statement': 'You are looking for a city with cold weather. Between San Juan and Asmara, you should visit Asmara.', 'answer': 'Asmara', 'candidate': 'San Juan'}
{'statement': 'You are looking for a city with cold weather. Between Caracas and Brussels, you should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Caracas'}
{'statement': 'You are looking for a city with cold weather. Between Tamanrasset and Bishkek, you should visit Bishkek.', 'answer': 'Bishkek', 'candidate': 'Tamanrasset'}
{'statement': 'You are looking for a city with cold weather. Between Lima and Minsk, you should visit Minsk.', 'answer': 'Minsk', 'candidate': 'Lima'}
{'statement': 'You are looking for a city with cold weather. Between Porto Alegre and Halifax, you should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Porto Alegre'}
{'statement': 'You are looking for a city with cold weather. Between Bahía Blanca and Murmansk, you should visit Murmansk.', 'answer': 'Murmansk', 'candidate': 'Bahía Blanca'}
{'statement': 'You are looking for a city with cold weather. Between Phoenix and Ulaanbaatar, you should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Phoenix'}
{'statement': 'You are looking for a city with cold weather. Between Barranquilla and Reykjavík, you should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Barranquilla'}
{'statement': 'You are looking for a city with cold weather. Between Phoenix and Skopje, you should visit Skopje.', 'answer': 'Skopje', 'candidate': 'Phoenix'}
{'statement': 'You are looking for a city with cold weather. Between Shanghai and Ulaanbaatar, you should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Shanghai'}
{'statement': 'You are looking for a city with cold weather. Between Lusaka and Toronto, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Lusaka'}
{'statement': 'You are looking for a city with cold weather. Between Garoua and Calgary, you should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Garoua'}
{'statement': 'You are looking for a city with cold weather. Between Makassar and Omaha, you should visit Omaha.', 'answer': 'Omaha', 'candidate': 'Makassar'}
{'statement': 'You are looking for a city with cold weather. Between Florianópolis and Sapporo, you should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'Florianópolis'}
{'statement': 'You are looking for a city with cold weather. Between Kano and Quito, you should visit Quito.', 'answer': 'Quito', 'candidate': 'Kano'}
{'statement': 'You are looking for a city with cold weather. Between Baku and Fairbanks, you should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Baku'}
{'statement': 'You are looking for a city with cold weather. Between Baghdad and Christchurch, you should visit Christchurch.', 'answer': 'Christchurch', 'candidate': 'Baghdad'}
{'statement': 'You are looking for a city with cold weather. Between Djibouti and Christchurch, you should visit Christchurch.', 'answer': 'Christchurch', 'candidate': 'Djibouti'}
{'statement': 'You are looking for a city with cold weather. Between Honolulu and Sapporo, you should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'Honolulu'}
{'statement': 'You are looking for a city with cold weather. Between Manila and Yerevan, you should visit Yerevan.', 'answer': 'Yerevan', 'candidate': 'Manila'}
{'statement': 'You are looking for a city with cold weather. Between Aden and Palermo, you should visit Palermo.', 'answer': 'Palermo', 'candidate': 'Aden'}
{'statement': 'You are looking for a city with cold weather. Between Pretoria and Bergen, you should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Pretoria'}
{'statement': 'You are looking for a city with cold weather. Between Cotonou and Lhasa, you should visit Lhasa.', 'answer': 'Lhasa', 'candidate': 'Cotonou'}
{'statement': 'You are looking for a city with cold weather. Between Darwin and Milan, you should visit Milan.', 'answer': 'Milan', 'candidate': 'Darwin'}
{'statement': 'You are looking for a city with cold weather. Between Toamasina and Pittsburgh, you should visit Pittsburgh.', 'answer': 'Pittsburgh', 'candidate': 'Toamasina'}
{'statement': 'You are looking for a city with cold weather. Between Malabo and Zagreb, you should visit Zagreb.', 'answer': 'Zagreb', 'candidate': 'Malabo'}
{'statement': 'You are looking for a city with cold weather. Between Lagos and Johannesburg, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Lagos'}
{'statement': 'You are looking for a city with cold weather. Between Bujumbura and Calgary, you should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Bujumbura'}
{'statement': 'You are looking for a city with cold weather. Between Makurdi and Sucre, you should visit Sucre.', 'answer': 'Sucre', 'candidate': 'Makurdi'}
{'statement': 'You are looking for a city with cold weather. Between Lomé and Canberra, you should visit Canberra.', 'answer': 'Canberra', 'candidate': 'Lomé'}
{'statement': 'You are looking for a city with cold weather. Between Muscat and Bahía Blanca, you should visit Bahía Blanca.', 'answer': 'Bahía Blanca', 'candidate': 'Muscat'}
{'statement': 'You are looking for a city with cold weather. Between Toliara and Ushuaia, you should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Toliara'}
{'statement': 'You are looking for a city with cold weather. Between Cayenne and Asmara, you should visit Asmara.', 'answer': 'Asmara', 'candidate': 'Cayenne'}
{'statement': 'You are looking for a city with cold weather. Between Kingston and Lviv, you should visit Lviv.', 'answer': 'Lviv', 'candidate': 'Kingston'}
{'statement': 'You are looking for a city with cold weather. Between Santiago del Estero and Saskatoon, you should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Santiago del Estero'}
{'statement': 'You are looking for a city with cold weather. Between Rosario and Halifax, you should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Rosario'}
{'statement': 'You are looking for a city with cold weather. Between Surabaya and Toronto, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Surabaya'}
{'statement': 'You are looking for a city with cold weather. Between Maputo and Erzurum, you should visit Erzurum.', 'answer': 'Erzurum', 'candidate': 'Maputo'}
{'statement': 'You are looking for a city with cold weather. Between Monterrey and Copenhagen, you should visit Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'Monterrey'}
{'statement': 'You are looking for a city with cold weather. Between Abéché and Ljubljana, you should visit Ljubljana.', 'answer': 'Ljubljana', 'candidate': 'Abéché'}
{'statement': 'You are looking for a city with cold weather. Between Nouakchott and Novosibirsk, you should visit Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Nouakchott'}
{'statement': 'You are looking for a city with cold weather. Between Vientiane and Ürümqi, you should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Vientiane'}
{'statement': 'You are looking for a city with cold weather. Between Belize City and Ankara, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Belize City'}
{'statement': 'You are looking for a city with cold weather. Between Harare and Ulaanbaatar, you should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Harare'}
{'statement': 'You are looking for a city with cold weather. Between Garissa and El Paso, you should visit El Paso.', 'answer': 'El Paso', 'candidate': 'Garissa'}
{'statement': 'You are looking for a city with cold weather. Between Buenos Aires and Punta Arenas, you should visit Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Buenos Aires'}
{'statement': 'You are looking for a city with cold weather. Between Phnom Penh and Paris, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Phnom Penh'}
{'statement': 'You are looking for a city with cold weather. Between Mahajanga and Viedma, you should visit Viedma.', 'answer': 'Viedma', 'candidate': 'Mahajanga'}
{'statement': 'You are looking for a city with cold weather. Between Phnom Penh and Napier, you should visit Napier.', 'answer': 'Napier', 'candidate': 'Phnom Penh'}
{'statement': 'You are looking for a city with cold weather. Between Dodoma and Novosibirsk, you should visit Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Dodoma'}
{'statement': 'You are looking for a city with cold weather. Between Mahajanga and Brussels, you should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Mahajanga'}
{'statement': 'You are looking for a city with cold weather. Between Mombasa and Saint Petersburg, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Mombasa'}
{'statement': 'You are looking for a city with cold weather. Between Podgorica and Novosibirsk, you should visit Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Podgorica'}
{'statement': 'You are looking for a city with cold weather. Between Panama City and Milan, you should visit Milan.', 'answer': 'Milan', 'candidate': 'Panama City'}
{'statement': 'You are looking for a city with cold weather. Between Luanda and Bishkek, you should visit Bishkek.', 'answer': 'Bishkek', 'candidate': 'Luanda'}
{'statement': 'You are looking for a city with cold weather. Between Cairo and Amsterdam, you should visit Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Cairo'}
{'statement': 'You are looking for a city with cold weather. Between Dodoma and Ankara, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Dodoma'}
{'statement': 'You are looking for a city with cold weather. Between Tirana and Irkutsk, you should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Tirana'}
{'statement': 'You are looking for a city with cold weather. Between Bangkok and Yerevan, you should visit Yerevan.', 'answer': 'Yerevan', 'candidate': 'Bangkok'}
