{'statement': 'Between Córdoba and Bogotá, the city with a smaller population is Córdoba.', 'answer': 'Córdoba', 'candidate': 'Bogotá'}
{'statement': 'Between Omaha and Ürümqi, the city with a smaller population is Omaha.', 'answer': 'Omaha', 'candidate': 'Ürümqi'}
{'statement': 'Between Darwin and Melbourne, the city with a smaller population is Darwin.', 'answer': 'Darwin', 'candidate': 'Melbourne'}
{'statement': 'Between Zürich and Kabul, the city with a smaller population is Zürich.', 'answer': 'Zürich', 'candidate': 'Kabul'}
{'statement': 'Between Kingston and Lima, the city with a smaller population is Kingston.', 'answer': 'Kingston', 'candidate': 'Lima'}
{'statement': 'Between Luanda and Malabo, the city with a smaller population is Malabo.', 'answer': 'Malabo', 'candidate': 'Luanda'}
{'statement': 'Between Sydney and Chicago, the city with a smaller population is Sydney.', 'answer': 'Sydney', 'candidate': 'Chicago'}
{'statement': 'Between Rangpur and Johannesburg, the city with a smaller population is Rangpur.', 'answer': 'Rangpur', 'candidate': 'Johannesburg'}
{'statement': 'Between Nur-Sultan and Karachi, the city with a smaller population is Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Karachi'}
{'statement': 'Between Jakarta and Alexandria, the city with a smaller population is Alexandria.', 'answer': 'Alexandria', 'candidate': 'Jakarta'}
{'statement': 'Between La Ceiba and Surabaya, the city with a smaller population is La Ceiba.', 'answer': 'La Ceiba', 'candidate': 'Surabaya'}
{'statement': 'Between Nairobi and Perth, the city with a smaller population is Perth.', 'answer': 'Perth', 'candidate': 'Nairobi'}
{'statement': 'Between Kampala and Baghdad, the city with a smaller population is Kampala.', 'answer': 'Kampala', 'candidate': 'Baghdad'}
{'statement': 'Between Minneapolis and Río Gallegos, the city with a smaller population is Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Minneapolis'}
{'statement': 'Between Tamanrasset and Los Angeles, the city with a smaller population is Tamanrasset.', 'answer': 'Tamanrasset', 'candidate': 'Los Angeles'}
{'statement': 'Between Mombasa and Melbourne, the city with a smaller population is Mombasa.', 'answer': 'Mombasa', 'candidate': 'Melbourne'}
{'statement': 'Between San Diego and Lisbon, the city with a smaller population is Lisbon.', 'answer': 'Lisbon', 'candidate': 'San Diego'}
{'statement': 'Between Palermo and Moscow, the city with a smaller population is Palermo.', 'answer': 'Palermo', 'candidate': 'Moscow'}
{'statement': 'Between Beijing and Lisbon, the city with a smaller population is Lisbon.', 'answer': 'Lisbon', 'candidate': 'Beijing'}
{'statement': 'Between Lahore and Kathmandu, the city with a smaller population is Kathmandu.', 'answer': 'Kathmandu', 'candidate': 'Lahore'}
{'statement': 'Between Christchurch and Toronto, the city with a smaller population is Christchurch.', 'answer': 'Christchurch', 'candidate': 'Toronto'}
{'statement': 'Between Paris and Irkutsk, the city with a smaller population is Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Paris'}
{'statement': 'Between Sydney and Toliara, the city with a smaller population is Toliara.', 'answer': 'Toliara', 'candidate': 'Sydney'}
{'statement': 'Between Ho Chi Minh City and Caracas, the city with a smaller population is Caracas.', 'answer': 'Caracas', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Between Napier and Houston, the city with a smaller population is Napier.', 'answer': 'Napier', 'candidate': 'Houston'}
{'statement': 'Between Johannesburg and Rosario, the city with a smaller population is Rosario.', 'answer': 'Rosario', 'candidate': 'Johannesburg'}
{'statement': 'Between Saint Petersburg and Beijing, the city with a smaller population is Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Beijing'}
{'statement': 'Between Monterrey and San Juan, the city with a smaller population is San Juan.', 'answer': 'San Juan', 'candidate': 'Monterrey'}
{'statement': 'Between London and Dodoma, the city with a smaller population is Dodoma.', 'answer': 'Dodoma', 'candidate': 'London'}
{'statement': 'Between Mendoza and Paris, the city with a smaller population is Mendoza.', 'answer': 'Mendoza', 'candidate': 'Paris'}
{'statement': 'Between Antsiranana and Baghdad, the city with a smaller population is Antsiranana.', 'answer': 'Antsiranana', 'candidate': 'Baghdad'}
{'statement': 'Between Kuwait City and Christchurch, the city with a smaller population is Christchurch.', 'answer': 'Christchurch', 'candidate': 'Kuwait City'}
{'statement': 'Between Melbourne and Lisbon, the city with a smaller population is Lisbon.', 'answer': 'Lisbon', 'candidate': 'Melbourne'}
{'statement': 'Between Viedma and Saint Petersburg, the city with a smaller population is Viedma.', 'answer': 'Viedma', 'candidate': 'Saint Petersburg'}
{'statement': 'Between Nur-Sultan and Sydney, the city with a smaller population is Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Sydney'}
{'statement': 'Between Ankara and Wau, the city with a smaller population is Wau.', 'answer': 'Wau', 'candidate': 'Ankara'}
{'statement': 'Between Cairo and Barranquilla, the city with a smaller population is Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Cairo'}
{'statement': 'Between Tashkent and Mexico City, the city with a smaller population is Tashkent.', 'answer': 'Tashkent', 'candidate': 'Mexico City'}
{'statement': 'Between Amsterdam and Hanoi, the city with a smaller population is Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Hanoi'}
{'statement': 'Between Hat Yai and Tampa, the city with a smaller population is Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Tampa'}
{'statement': 'Between San Diego and Santiago del Estero, the city with a smaller population is Santiago del Estero.', 'answer': 'Santiago del Estero', 'candidate': 'San Diego'}
{'statement': 'Between Shanghai and Melbourne, the city with a smaller population is Melbourne.', 'answer': 'Melbourne', 'candidate': 'Shanghai'}
{'statement': 'Between Beirut and Ürümqi, the city with a smaller population is Beirut.', 'answer': 'Beirut', 'candidate': 'Ürümqi'}
{'statement': 'Between Mumbai and Paramaribo, the city with a smaller population is Paramaribo.', 'answer': 'Paramaribo', 'candidate': 'Mumbai'}
{'statement': 'Between Phoenix and Santiago del Estero, the city with a smaller population is Santiago del Estero.', 'answer': 'Santiago del Estero', 'candidate': 'Phoenix'}
{'statement': 'Between Sokoto and Luanda, the city with a smaller population is Sokoto.', 'answer': 'Sokoto', 'candidate': 'Luanda'}
{'statement': 'Between Kuwait City and Gabès, the city with a smaller population is Gabès.', 'answer': 'Gabès', 'candidate': 'Kuwait City'}
{'statement': 'Between Bucharest and Mexico City, the city with a smaller population is Bucharest.', 'answer': 'Bucharest', 'candidate': 'Mexico City'}
{'statement': 'Between Melbourne and Hat Yai, the city with a smaller population is Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Melbourne'}
{'statement': 'Between Lima and Upington, the city with a smaller population is Upington.', 'answer': 'Upington', 'candidate': 'Lima'}
{'statement': 'Between Santiago and Lusaka, the city with a smaller population is Lusaka.', 'answer': 'Lusaka', 'candidate': 'Santiago'}
{'statement': 'Between Sydney and Perth, the city with a smaller population is Perth.', 'answer': 'Perth', 'candidate': 'Sydney'}
{'statement': 'Between Brasília and Denpasar, the city with a smaller population is Denpasar.', 'answer': 'Denpasar', 'candidate': 'Brasília'}
{'statement': 'Between Algiers and Dodoma, the city with a smaller population is Dodoma.', 'answer': 'Dodoma', 'candidate': 'Algiers'}
{'statement': 'Between Djibouti and Santiago, the city with a smaller population is Djibouti.', 'answer': 'Djibouti', 'candidate': 'Santiago'}
{'statement': 'Between La Paz and Ho Chi Minh City, the city with a smaller population is La Paz.', 'answer': 'La Paz', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Between Halifax and Douala, the city with a smaller population is Halifax.', 'answer': 'Halifax', 'candidate': 'Douala'}
{'statement': 'Between Shanghai and Zagreb, the city with a smaller population is Zagreb.', 'answer': 'Zagreb', 'candidate': 'Shanghai'}
{'statement': 'Between Denver and Piura, the city with a smaller population is Piura.', 'answer': 'Piura', 'candidate': 'Denver'}
{'statement': 'Between Mahajanga and Shanghai, the city with a smaller population is Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Shanghai'}
{'statement': 'Between Port Sudan and Los Angeles, the city with a smaller population is Port Sudan.', 'answer': 'Port Sudan', 'candidate': 'Los Angeles'}
{'statement': 'Between Reykjavík and Luanda, the city with a smaller population is Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Luanda'}
{'statement': 'Between Toluca and Saint Petersburg, the city with a smaller population is Toluca.', 'answer': 'Toluca', 'candidate': 'Saint Petersburg'}
{'statement': 'Between Chicago and Shanghai, the city with a smaller population is Chicago.', 'answer': 'Chicago', 'candidate': 'Shanghai'}
{'statement': 'Between Zürich and Minneapolis, the city with a smaller population is Zürich.', 'answer': 'Zürich', 'candidate': 'Minneapolis'}
{'statement': 'Between El Paso and Cairo, the city with a smaller population is El Paso.', 'answer': 'El Paso', 'candidate': 'Cairo'}
{'statement': 'Between Los Angeles and Podgorica, the city with a smaller population is Podgorica.', 'answer': 'Podgorica', 'candidate': 'Los Angeles'}
{'statement': 'Between Shanghai and San Diego, the city with a smaller population is San Diego.', 'answer': 'San Diego', 'candidate': 'Shanghai'}
{'statement': 'Between Denver and Podgorica, the city with a smaller population is Podgorica.', 'answer': 'Podgorica', 'candidate': 'Denver'}
{'statement': 'Between Vladivostok and Kano, the city with a smaller population is Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Kano'}
{'statement': 'Between Algiers and Florianópolis, the city with a smaller population is Florianópolis.', 'answer': 'Florianópolis', 'candidate': 'Algiers'}
{'statement': 'Between Zagreb and Houston, the city with a smaller population is Zagreb.', 'answer': 'Zagreb', 'candidate': 'Houston'}
{'statement': 'Between Mexicali and Los Angeles, the city with a smaller population is Mexicali.', 'answer': 'Mexicali', 'candidate': 'Los Angeles'}
{'statement': 'Between Lahore and Alexandria, the city with a smaller population is Alexandria.', 'answer': 'Alexandria', 'candidate': 'Lahore'}
{'statement': 'Between Bogotá and Napier, the city with a smaller population is Napier.', 'answer': 'Napier', 'candidate': 'Bogotá'}
{'statement': 'Between Beijing and Lviv, the city with a smaller population is Lviv.', 'answer': 'Lviv', 'candidate': 'Beijing'}
{'statement': 'Between Paris and Aden, the city with a smaller population is Aden.', 'answer': 'Aden', 'candidate': 'Paris'}
{'statement': 'Between London and Valencia, the city with a smaller population is Valencia.', 'answer': 'Valencia', 'candidate': 'London'}
{'statement': 'Between Hanoi and Bratislava, the city with a smaller population is Bratislava.', 'answer': 'Bratislava', 'candidate': 'Hanoi'}
{'statement': 'Between La Paz and Guadalajara, the city with a smaller population is La Paz.', 'answer': 'La Paz', 'candidate': 'Guadalajara'}
{'statement': 'Between Garoua and Johannesburg, the city with a smaller population is Garoua.', 'answer': 'Garoua', 'candidate': 'Johannesburg'}
{'statement': 'Between Juba and Kunming, the city with a smaller population is Juba.', 'answer': 'Juba', 'candidate': 'Kunming'}
{'statement': 'Between Lhasa and Paris, the city with a smaller population is Lhasa.', 'answer': 'Lhasa', 'candidate': 'Paris'}
{'statement': 'Between Mexico City and Zürich, the city with a smaller population is Zürich.', 'answer': 'Zürich', 'candidate': 'Mexico City'}
{'statement': 'Between Bogotá and Kansas City, the city with a smaller population is Kansas City.', 'answer': 'Kansas City', 'candidate': 'Bogotá'}
{'statement': 'Between Nouadhibou and Douala, the city with a smaller population is Nouadhibou.', 'answer': 'Nouadhibou', 'candidate': 'Douala'}
{'statement': 'Between Pontianak and Sydney, the city with a smaller population is Pontianak.', 'answer': 'Pontianak', 'candidate': 'Sydney'}
{'statement': 'Between Mumbai and Florianópolis, the city with a smaller population is Florianópolis.', 'answer': 'Florianópolis', 'candidate': 'Mumbai'}
{'statement': 'Between Sucre and Douala, the city with a smaller population is Sucre.', 'answer': 'Sucre', 'candidate': 'Douala'}
{'statement': 'Between Makurdi and Brasília, the city with a smaller population is Makurdi.', 'answer': 'Makurdi', 'candidate': 'Brasília'}
{'statement': 'Between Albuquerque and Beijing, the city with a smaller population is Albuquerque.', 'answer': 'Albuquerque', 'candidate': 'Beijing'}
{'statement': 'Between Jakarta and Guangzhou, the city with a smaller population is Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Jakarta'}
{'statement': 'Between Bamako and Buenos Aires, the city with a smaller population is Bamako.', 'answer': 'Bamako', 'candidate': 'Buenos Aires'}
{'statement': 'Between Durban and Denver, the city with a smaller population is Durban.', 'answer': 'Durban', 'candidate': 'Denver'}
{'statement': 'Between Monterrey and Bamako, the city with a smaller population is Bamako.', 'answer': 'Bamako', 'candidate': 'Monterrey'}
{'statement': 'Between Erbil and Mexico City, the city with a smaller population is Erbil.', 'answer': 'Erbil', 'candidate': 'Mexico City'}
{'statement': 'Between Tampa and Luanda, the city with a smaller population is Tampa.', 'answer': 'Tampa', 'candidate': 'Luanda'}
{'statement': 'Between Melbourne and Muscat, the city with a smaller population is Muscat.', 'answer': 'Muscat', 'candidate': 'Melbourne'}
{'statement': 'Between Cotonou and Luanda, the city with a smaller population is Cotonou.', 'answer': 'Cotonou', 'candidate': 'Luanda'}
{'statement': 'Between Melbourne and San Salvador, the city with a smaller population is San Salvador.', 'answer': 'San Salvador', 'candidate': 'Melbourne'}
{'statement': 'Between Hanoi and Sacramento, the city with a smaller population is Sacramento.', 'answer': 'Sacramento', 'candidate': 'Hanoi'}
{'statement': 'Between Karachi and Vientiane, the city with a smaller population is Vientiane.', 'answer': 'Vientiane', 'candidate': 'Karachi'}
{'statement': 'Between Brasília and Ushuaia, the city with a smaller population is Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Brasília'}
{'statement': 'Between Chicago and Harare, the city with a smaller population is Harare.', 'answer': 'Harare', 'candidate': 'Chicago'}
{'statement': 'Between Tucson and Sydney, the city with a smaller population is Tucson.', 'answer': 'Tucson', 'candidate': 'Sydney'}
{'statement': 'Between Los Angeles and Tabora, the city with a smaller population is Tabora.', 'answer': 'Tabora', 'candidate': 'Los Angeles'}
{'statement': 'Between Paramaribo and Lahore, the city with a smaller population is Paramaribo.', 'answer': 'Paramaribo', 'candidate': 'Lahore'}
{'statement': 'Between Saint Petersburg and Bamako, the city with a smaller population is Bamako.', 'answer': 'Bamako', 'candidate': 'Saint Petersburg'}
{'statement': 'Between Fukuoka and Tauranga, the city with a smaller population is Tauranga.', 'answer': 'Tauranga', 'candidate': 'Fukuoka'}
{'statement': 'Between Beijing and Addis Ababa, the city with a smaller population is Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Beijing'}
{'statement': 'Between Santiago and Mendoza, the city with a smaller population is Mendoza.', 'answer': 'Mendoza', 'candidate': 'Santiago'}
{'statement': 'Between Monterrey and Denpasar, the city with a smaller population is Denpasar.', 'answer': 'Denpasar', 'candidate': 'Monterrey'}
{'statement': 'Between Upington and Ankara, the city with a smaller population is Upington.', 'answer': 'Upington', 'candidate': 'Ankara'}
{'statement': 'Between Paris and Benghazi, the city with a smaller population is Benghazi.', 'answer': 'Benghazi', 'candidate': 'Paris'}
{'statement': 'Between Phnom Penh and Cayenne, the city with a smaller population is Cayenne.', 'answer': 'Cayenne', 'candidate': 'Phnom Penh'}
{'statement': 'Between San Juan and Riyadh, the city with a smaller population is San Juan.', 'answer': 'San Juan', 'candidate': 'Riyadh'}
{'statement': 'Between Manila and Tashkent, the city with a smaller population is Tashkent.', 'answer': 'Tashkent', 'candidate': 'Manila'}
{'statement': 'Between Brasília and Bogotá, the city with a smaller population is Brasília.', 'answer': 'Brasília', 'candidate': 'Bogotá'}
{'statement': 'Between Santiago and Abéché, the city with a smaller population is Abéché.', 'answer': 'Abéché', 'candidate': 'Santiago'}
{'statement': 'Between Melbourne and San José, the city with a smaller population is San José.', 'answer': 'San José', 'candidate': 'Melbourne'}
{'statement': 'Between Kuopio and Kunming, the city with a smaller population is Kuopio.', 'answer': 'Kuopio', 'candidate': 'Kunming'}
{'statement': 'Between Kunming and Cabo San Lucas, the city with a smaller population is Cabo San Lucas.', 'answer': 'Cabo San Lucas', 'candidate': 'Kunming'}
{'statement': 'Between Brasília and Chicago, the city with a smaller population is Brasília.', 'answer': 'Brasília', 'candidate': 'Chicago'}
{'statement': 'Between Moscow and Vienna, the city with a smaller population is Vienna.', 'answer': 'Vienna', 'candidate': 'Moscow'}
{'statement': 'Between Baltimore and Kuopio, the city with a smaller population is Kuopio.', 'answer': 'Kuopio', 'candidate': 'Baltimore'}
{'statement': 'Between Nur-Sultan and Baghdad, the city with a smaller population is Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Baghdad'}
{'statement': 'Between Palembang and Sydney, the city with a smaller population is Palembang.', 'answer': 'Palembang', 'candidate': 'Sydney'}
{'statement': 'Between Hobart and Douala, the city with a smaller population is Hobart.', 'answer': 'Hobart', 'candidate': 'Douala'}
{'statement': 'Between Kampala and Mumbai, the city with a smaller population is Kampala.', 'answer': 'Kampala', 'candidate': 'Mumbai'}
{'statement': 'Between Lomé and Sydney, the city with a smaller population is Lomé.', 'answer': 'Lomé', 'candidate': 'Sydney'}
{'statement': 'Between London and Sacramento, the city with a smaller population is Sacramento.', 'answer': 'Sacramento', 'candidate': 'London'}
{'statement': 'Between Belgrade and Lima, the city with a smaller population is Belgrade.', 'answer': 'Belgrade', 'candidate': 'Lima'}
{'statement': 'Between Bangkok and Erzurum, the city with a smaller population is Erzurum.', 'answer': 'Erzurum', 'candidate': 'Bangkok'}
{'statement': 'Between San Juan and Brisbane, the city with a smaller population is San Juan.', 'answer': 'San Juan', 'candidate': 'Brisbane'}
{'statement': 'Between Mexico City and Lisbon, the city with a smaller population is Lisbon.', 'answer': 'Lisbon', 'candidate': 'Mexico City'}
{'statement': 'Between Toluca and Berlin, the city with a smaller population is Toluca.', 'answer': 'Toluca', 'candidate': 'Berlin'}
{'statement': 'Between Brasília and Tauranga, the city with a smaller population is Tauranga.', 'answer': 'Tauranga', 'candidate': 'Brasília'}
{'statement': 'Between Entebbe and Berlin, the city with a smaller population is Entebbe.', 'answer': 'Entebbe', 'candidate': 'Berlin'}
{'statement': 'Between Baku and Neuquén, the city with a smaller population is Neuquén.', 'answer': 'Neuquén', 'candidate': 'Baku'}
{'statement': 'Between Albuquerque and Houston, the city with a smaller population is Albuquerque.', 'answer': 'Albuquerque', 'candidate': 'Houston'}
{'statement': 'Between Johannesburg and Benghazi, the city with a smaller population is Benghazi.', 'answer': 'Benghazi', 'candidate': 'Johannesburg'}
{'statement': 'Between Mexico City and San Salvador, the city with a smaller population is San Salvador.', 'answer': 'San Salvador', 'candidate': 'Mexico City'}
{'statement': 'Between Hamilton and Toronto, the city with a smaller population is Hamilton.', 'answer': 'Hamilton', 'candidate': 'Toronto'}
{'statement': 'Between Fukuoka and Fairbanks, the city with a smaller population is Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Fukuoka'}
{'statement': 'Between Ankara and Baku, the city with a smaller population is Baku.', 'answer': 'Baku', 'candidate': 'Ankara'}
{'statement': 'Between Toronto and Toluca, the city with a smaller population is Toluca.', 'answer': 'Toluca', 'candidate': 'Toronto'}
{'statement': 'Between Sucre and Paris, the city with a smaller population is Sucre.', 'answer': 'Sucre', 'candidate': 'Paris'}
{'statement': 'Between Minsk and Mexico City, the city with a smaller population is Minsk.', 'answer': 'Minsk', 'candidate': 'Mexico City'}
{'statement': 'Between Tirana and Kunming, the city with a smaller population is Tirana.', 'answer': 'Tirana', 'candidate': 'Kunming'}
{'statement': 'Between Mexico City and Nur-Sultan, the city with a smaller population is Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Mexico City'}
{'statement': 'Between Lahore and Viedma, the city with a smaller population is Viedma.', 'answer': 'Viedma', 'candidate': 'Lahore'}
{'statement': 'Between Jakarta and Omaha, the city with a smaller population is Omaha.', 'answer': 'Omaha', 'candidate': 'Jakarta'}
{'statement': 'Between Surabaya and Mexicali, the city with a smaller population is Mexicali.', 'answer': 'Mexicali', 'candidate': 'Surabaya'}
{'statement': 'Between Santiago and Sapporo, the city with a smaller population is Sapporo.', 'answer': 'Sapporo', 'candidate': 'Santiago'}
{'statement': 'Between Cayenne and Nairobi, the city with a smaller population is Cayenne.', 'answer': 'Cayenne', 'candidate': 'Nairobi'}
{'statement': 'Between Medellín and Cape Town, the city with a smaller population is Cape Town.', 'answer': 'Cape Town', 'candidate': 'Medellín'}
{'statement': 'Between Guadalajara and Chicago, the city with a smaller population is Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Chicago'}
{'statement': 'Between Baghdad and Ürümqi, the city with a smaller population is Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Baghdad'}
{'statement': 'Between Lagos and Minneapolis, the city with a smaller population is Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Lagos'}
{'statement': 'Between Kabul and Honolulu, the city with a smaller population is Honolulu.', 'answer': 'Honolulu', 'candidate': 'Kabul'}
{'statement': 'Between Harare and Guadalajara, the city with a smaller population is Harare.', 'answer': 'Harare', 'candidate': 'Guadalajara'}
{'statement': 'Between Baghdad and Wau, the city with a smaller population is Wau.', 'answer': 'Wau', 'candidate': 'Baghdad'}
{'statement': 'Between Sydney and Nouakchott, the city with a smaller population is Nouakchott.', 'answer': 'Nouakchott', 'candidate': 'Sydney'}
{'statement': 'Between Mumbai and Córdoba, the city with a smaller population is Córdoba.', 'answer': 'Córdoba', 'candidate': 'Mumbai'}
{'statement': 'Between Denpasar and Saint Petersburg, the city with a smaller population is Denpasar.', 'answer': 'Denpasar', 'candidate': 'Saint Petersburg'}
{'statement': 'Between Makurdi and Houston, the city with a smaller population is Makurdi.', 'answer': 'Makurdi', 'candidate': 'Houston'}
{'statement': 'Between Mendoza and Kabul, the city with a smaller population is Mendoza.', 'answer': 'Mendoza', 'candidate': 'Kabul'}
{'statement': 'Between Los Angeles and Bishkek, the city with a smaller population is Bishkek.', 'answer': 'Bishkek', 'candidate': 'Los Angeles'}
{'statement': 'Between Kunming and Napier, the city with a smaller population is Napier.', 'answer': 'Napier', 'candidate': 'Kunming'}
