{'statement': "I don't like cheap restaurants. Between Sizzlers and Mt Everest Restaurant, I should go to Mt Everest Restaurant.", 'answer': 'Mt Everest Restaurant', 'candidate': 'Sizzlers'}
{'statement': "I don't like cheap restaurants. Between Mirage Grill & Lounge and Sheriff Broaster Chicken, I should go to Mirage Grill & Lounge.", 'answer': 'Mirage Grill & Lounge', 'candidate': 'Sheriff Broaster Chicken'}
{'statement': "I don't like cheap restaurants. Between Helena's Magic Kitchen and Mirage Grill & Lounge, I should go to Mirage Grill & Lounge.", 'answer': 'Mirage Grill & Lounge', 'candidate': "Helena's Magic Kitchen"}
{'statement': "I don't like cheap restaurants. Between Druxy's Famous Deli and Warung Indonesia D'Eglinton, I should go to Warung Indonesia D'Eglinton.", 'answer': "Warung Indonesia D'Eglinton", 'candidate': "Druxy's Famous Deli"}
{'statement': "I don't like cheap restaurants. Between Le Papillon Park and Cafe Jules, I should go to Le Papillon Park.", 'answer': 'Le Papillon Park', 'candidate': 'Cafe Jules'}
{'statement': "I don't like cheap restaurants. Between Galata Cafe and Sushi Shop, I should go to Galata Cafe.", 'answer': 'Galata Cafe', 'candidate': 'Sushi Shop'}
{'statement': "I don't like cheap restaurants. Between Cafe Jules and Pisco 1641, I should go to Pisco 1641.", 'answer': 'Pisco 1641', 'candidate': 'Cafe Jules'}
{'statement': "I don't like cheap restaurants. Between Modo Mio Italian Bistro and Edible Arrangements, I should go to Edible Arrangements.", 'answer': 'Edible Arrangements', 'candidate': 'Modo Mio Italian Bistro'}
{'statement': "I don't like cheap restaurants. Between Verona Restaurant and McDonald's, I should go to Verona Restaurant.", 'answer': 'Verona Restaurant', 'candidate': "McDonald's"}
{'statement': "I don't like cheap restaurants. Between Mysteriously Yours Dinner Theatre and The Duke of Devon, I should go to Mysteriously Yours Dinner Theatre.", 'answer': 'Mysteriously Yours Dinner Theatre', 'candidate': 'The Duke of Devon'}
{'statement': "I don't like cheap restaurants. Between Big Al's Diner and Oxygen Restaurant & Lounge, I should go to Oxygen Restaurant & Lounge.", 'answer': 'Oxygen Restaurant & Lounge', 'candidate': "Big Al's Diner"}
{'statement': "I don't like cheap restaurants. Between Druxy's Famous Deli and Farmacia Health Bar, I should go to Farmacia Health Bar.", 'answer': 'Farmacia Health Bar', 'candidate': "Druxy's Famous Deli"}
{'statement': "I don't like cheap restaurants. Between Banjara Indian Cuisine and Tim Hortons, I should go to Banjara Indian Cuisine.", 'answer': 'Banjara Indian Cuisine', 'candidate': 'Tim Hortons'}
{'statement': "I don't like cheap restaurants. Between Bonne Journee and Kairali - Taste of Kerala, I should go to Kairali - Taste of Kerala.", 'answer': 'Kairali - Taste of Kerala', 'candidate': 'Bonne Journee'}
{'statement': "I don't like cheap restaurants. Between Modo Mio Italian Bistro and Dinah's Cupboard, I should go to Dinah's Cupboard.", 'answer': "Dinah's Cupboard", 'candidate': 'Modo Mio Italian Bistro'}
{'statement': "I don't like cheap restaurants. Between Sky Dragon Chinese Restaurant and Bake Island, I should go to Sky Dragon Chinese Restaurant.", 'answer': 'Sky Dragon Chinese Restaurant', 'candidate': 'Bake Island'}
{'statement': "I don't like cheap restaurants. Between To-ne Sushi and Mysteriously Yours Dinner Theatre, I should go to Mysteriously Yours Dinner Theatre.", 'answer': 'Mysteriously Yours Dinner Theatre', 'candidate': 'To-ne Sushi'}
{'statement': "I don't like cheap restaurants. Between Freshii and Big Al's Diner, I should go to Freshii.", 'answer': 'Freshii', 'candidate': "Big Al's Diner"}
{'statement': "I don't like cheap restaurants. Between The Empire and Harvey's, I should go to Harvey's.", 'answer': "Harvey's", 'candidate': 'The Empire'}
{'statement': "I don't like cheap restaurants. Between Chick Fiesta and EJ Sushi, I should go to EJ Sushi.", 'answer': 'EJ Sushi', 'candidate': 'Chick Fiesta'}
{'statement': "I don't like cheap restaurants. Between Mi Mi Restaurant and 9 Restaurant, I should go to 9 Restaurant.", 'answer': '9 Restaurant', 'candidate': 'Mi Mi Restaurant'}
{'statement': "I don't like cheap restaurants. Between Eastern legend and Paradise Farms Prime Beef Bistro, I should go to Paradise Farms Prime Beef Bistro.", 'answer': 'Paradise Farms Prime Beef Bistro', 'candidate': 'Eastern legend'}
{'statement': "I don't like cheap restaurants. Between Freshii and Shawarma Twist, I should go to Freshii.", 'answer': 'Freshii', 'candidate': 'Shawarma Twist'}
{'statement': "I don't like cheap restaurants. Between McDonald's and Breakfast Room, I should go to Breakfast Room.", 'answer': 'Breakfast Room', 'candidate': "McDonald's"}
{'statement': "I don't like cheap restaurants. Between Cake Opera and Magic Oven, I should go to Cake Opera.", 'answer': 'Cake Opera', 'candidate': 'Magic Oven'}
{'statement': "I don't like cheap restaurants. Between It's All Grk and Sushi World, I should go to It's All Grk.", 'answer': "It's All Grk", 'candidate': 'Sushi World'}
{'statement': "I don't like cheap restaurants. Between The Duke of Devon and Fit For Life, I should go to The Duke of Devon.", 'answer': 'The Duke of Devon', 'candidate': 'Fit For Life'}
{'statement': "I don't like cheap restaurants. Between Grappa Ristorante and Mysteriously Yours Dinner Theatre, I should go to Mysteriously Yours Dinner Theatre.", 'answer': 'Mysteriously Yours Dinner Theatre', 'candidate': 'Grappa Ristorante'}
{'statement': "I don't like cheap restaurants. Between Evoo Ristorante and 9 Restaurant, I should go to Evoo Ristorante.", 'answer': 'Evoo Ristorante', 'candidate': '9 Restaurant'}
{'statement': "I don't like cheap restaurants. Between Sichuan Landscape Chinese Restaurant and Hina Sushi, I should go to Sichuan Landscape Chinese Restaurant.", 'answer': 'Sichuan Landscape Chinese Restaurant', 'candidate': 'Hina Sushi'}
{'statement': "I don't like cheap restaurants. Between Galata Cafe and Paradise Farms Prime Beef Bistro, I should go to Galata Cafe.", 'answer': 'Galata Cafe', 'candidate': 'Paradise Farms Prime Beef Bistro'}
{'statement': "I don't like cheap restaurants. Between Nutella Cafe by Pusateri's and Pho 88, I should go to Nutella Cafe by Pusateri's.", 'answer': "Nutella Cafe by Pusateri's", 'candidate': 'Pho 88'}
{'statement': "I don't like cheap restaurants. Between Chipotle Mexican Grill and Sizzlers, I should go to Chipotle Mexican Grill.", 'answer': 'Chipotle Mexican Grill', 'candidate': 'Sizzlers'}
{'statement': "I don't like cheap restaurants. Between Sichuan Landscape Chinese Restaurant and Oxygen Restaurant & Lounge, I should go to Oxygen Restaurant & Lounge.", 'answer': 'Oxygen Restaurant & Lounge', 'candidate': 'Sichuan Landscape Chinese Restaurant'}
{'statement': "I don't like cheap restaurants. Between Bake Island and Farmacia Health Bar, I should go to Farmacia Health Bar.", 'answer': 'Farmacia Health Bar', 'candidate': 'Bake Island'}
{'statement': "I don't like cheap restaurants. Between Cafe Jules and Hina Sushi, I should go to Hina Sushi.", 'answer': 'Hina Sushi', 'candidate': 'Cafe Jules'}
{'statement': "I don't like cheap restaurants. Between St. Clair Shawarma and Falafel and Popeyes Louisiana Kitchen, I should go to Popeyes Louisiana Kitchen.", 'answer': 'Popeyes Louisiana Kitchen', 'candidate': 'St. Clair Shawarma and Falafel'}
{'statement': "I don't like cheap restaurants. Between Piper's Pub And Grill and Sweet Jesus, I should go to Piper's Pub And Grill.", 'answer': "Piper's Pub And Grill", 'candidate': 'Sweet Jesus'}
{'statement': "I don't like cheap restaurants. Between Pasta Pantry and Aris Place, I should go to Pasta Pantry.", 'answer': 'Pasta Pantry', 'candidate': 'Aris Place'}
{'statement': "I don't like cheap restaurants. Between Lahore Grill & Fast Food and Dinah's Cupboard, I should go to Dinah's Cupboard.", 'answer': "Dinah's Cupboard", 'candidate': 'Lahore Grill & Fast Food'}
{'statement': "I don't like cheap restaurants. Between Ici Bistro and Kim PO Vietnamese, I should go to Ici Bistro.", 'answer': 'Ici Bistro', 'candidate': 'Kim PO Vietnamese'}
{'statement': "I don't like cheap restaurants. Between Taste of Greek Cuisine and Sichuan Landscape Chinese Restaurant, I should go to Sichuan Landscape Chinese Restaurant.", 'answer': 'Sichuan Landscape Chinese Restaurant', 'candidate': 'Taste of Greek Cuisine'}
{'statement': "I don't like cheap restaurants. Between Supermodel Pizza and It's All Grk, I should go to It's All Grk.", 'answer': "It's All Grk", 'candidate': 'Supermodel Pizza'}
{'statement': "I don't like cheap restaurants. Between Cake Opera and Just Soups Take Out & Catering, I should go to Cake Opera.", 'answer': 'Cake Opera', 'candidate': 'Just Soups Take Out & Catering'}
{'statement': "I don't like cheap restaurants. Between Green Grotto and Pho 88, I should go to Green Grotto.", 'answer': 'Green Grotto', 'candidate': 'Pho 88'}
{'statement': "I don't like cheap restaurants. Between Edible Arrangements and Banjara Indian Cuisine, I should go to Edible Arrangements.", 'answer': 'Edible Arrangements', 'candidate': 'Banjara Indian Cuisine'}
{'statement': "I don't like cheap restaurants. Between Just Soups Take Out & Catering and Assembly Chef's Hall, I should go to Assembly Chef's Hall.", 'answer': "Assembly Chef's Hall", 'candidate': 'Just Soups Take Out & Catering'}
{'statement': "I don't like cheap restaurants. Between Shawarma Twist and Viccino Pizzeria, I should go to Viccino Pizzeria.", 'answer': 'Viccino Pizzeria', 'candidate': 'Shawarma Twist'}
{'statement': "I don't like cheap restaurants. Between Sichuan Landscape Chinese Restaurant and Watson's, I should go to Sichuan Landscape Chinese Restaurant.", 'answer': 'Sichuan Landscape Chinese Restaurant', 'candidate': "Watson's"}
{'statement': "I don't like cheap restaurants. Between Aroma Espresso Bar and Verona Restaurant, I should go to Verona Restaurant.", 'answer': 'Verona Restaurant', 'candidate': 'Aroma Espresso Bar'}
{'statement': "I don't like cheap restaurants. Between Kim PO Vietnamese and Madras Pantry, I should go to Kim PO Vietnamese.", 'answer': 'Kim PO Vietnamese', 'candidate': 'Madras Pantry'}
{'statement': "I don't like cheap restaurants. Between Madras Pantry and Sky Dragon Chinese Restaurant, I should go to Sky Dragon Chinese Restaurant.", 'answer': 'Sky Dragon Chinese Restaurant', 'candidate': 'Madras Pantry'}
{'statement': "I don't like cheap restaurants. Between Pizza Pizza and Cantine Bar & Grill, I should go to Cantine Bar & Grill.", 'answer': 'Cantine Bar & Grill', 'candidate': 'Pizza Pizza'}
{'statement': "I don't like cheap restaurants. Between Top Sushi and JJ Bean, I should go to JJ Bean.", 'answer': 'JJ Bean', 'candidate': 'Top Sushi'}
{'statement': "I don't like cheap restaurants. Between Queen Pita and Kibo Sushi House, I should go to Kibo Sushi House.", 'answer': 'Kibo Sushi House', 'candidate': 'Queen Pita'}
{'statement': "I don't like cheap restaurants. Between McDonald's and Hina Sushi, I should go to Hina Sushi.", 'answer': 'Hina Sushi', 'candidate': "McDonald's"}
{'statement': "I don't like cheap restaurants. Between Adega Restaurante and McDonald's, I should go to Adega Restaurante.", 'answer': 'Adega Restaurante', 'candidate': "McDonald's"}
{'statement': "I don't like cheap restaurants. Between Freshii and Ici Bistro, I should go to Ici Bistro.", 'answer': 'Ici Bistro', 'candidate': 'Freshii'}
{'statement': "I don't like cheap restaurants. Between EJ Sushi and Thompson Rooftop, I should go to Thompson Rooftop.", 'answer': 'Thompson Rooftop', 'candidate': 'EJ Sushi'}
{'statement': "I don't like cheap restaurants. Between Magic Oven and New Bilan Restaurant, I should go to Magic Oven.", 'answer': 'Magic Oven', 'candidate': 'New Bilan Restaurant'}
{'statement': "I don't like cheap restaurants. Between JJ Bean and Ici Bistro, I should go to Ici Bistro.", 'answer': 'Ici Bistro', 'candidate': 'JJ Bean'}
{'statement': "I don't like cheap restaurants. Between Carole's Cheesecake Cafe and Mamma's Pizza, I should go to Carole's Cheesecake Cafe.", 'answer': "Carole's Cheesecake Cafe", 'candidate': "Mamma's Pizza"}
{'statement': "I don't like cheap restaurants. Between Big Al's Diner and Kibo Sushi House, I should go to Kibo Sushi House.", 'answer': 'Kibo Sushi House', 'candidate': "Big Al's Diner"}
{'statement': "I don't like cheap restaurants. Between Harvey's and KFC, I should go to Harvey's.", 'answer': "Harvey's", 'candidate': 'KFC'}
{'statement': "I don't like cheap restaurants. Between Sky Dragon Chinese Restaurant and Bagel Nash, I should go to Sky Dragon Chinese Restaurant.", 'answer': 'Sky Dragon Chinese Restaurant', 'candidate': 'Bagel Nash'}
