{'statement': 'You are looking for a city with cold weather. Between Suva and Berlin, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Suva'}
{'statement': 'You are looking for a city with cold weather. Between Guadalajara and Berlin, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Guadalajara'}
{'statement': 'You are looking for a city with cold weather. Between Barranquilla and Copenhagen, you should visit Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'Barranquilla'}
{'statement': 'You are looking for a city with cold weather. Between Monterrey and Erzurum, you should visit Erzurum.', 'answer': 'Erzurum', 'candidate': 'Monterrey'}
{'statement': 'You are looking for a city with cold weather. Between Bamako and Lviv, you should visit Lviv.', 'answer': 'Lviv', 'candidate': 'Bamako'}
{'statement': 'You are looking for a city with cold weather. Between Tabora and Dublin, you should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Tabora'}
{'statement': 'You are looking for a city with cold weather. Between Auckland and Novosibirsk, you should visit Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Auckland'}
{'statement': 'You are looking for a city with cold weather. Between Harare and Reykjavík, you should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Harare'}
{'statement': 'You are looking for a city with cold weather. Between Muscat and Rabat, you should visit Rabat.', 'answer': 'Rabat', 'candidate': 'Muscat'}
{'statement': 'You are looking for a city with cold weather. Between Conakry and Ushuaia, you should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Conakry'}
{'statement': 'You are looking for a city with cold weather. Between Suva and Copenhagen, you should visit Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'Suva'}
{'statement': 'You are looking for a city with cold weather. Between Douala and Baltimore, you should visit Baltimore.', 'answer': 'Baltimore', 'candidate': 'Douala'}
{'statement': 'You are looking for a city with cold weather. Between Chihuahua and Punta Arenas, you should visit Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Chihuahua'}
{'statement': 'You are looking for a city with cold weather. Between Manaus and Rome, you should visit Rome.', 'answer': 'Rome', 'candidate': 'Manaus'}
{'statement': 'You are looking for a city with cold weather. Between Ségou and Milwaukee, you should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Ségou'}
{'statement': 'You are looking for a city with cold weather. Between Bamako and Ushuaia, you should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Bamako'}
{'statement': 'You are looking for a city with cold weather. Between Antsiranana and Punta Arenas, you should visit Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Antsiranana'}
{'statement': 'You are looking for a city with cold weather. Between Karachi and Kunming, you should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Karachi'}
{'statement': 'You are looking for a city with cold weather. Between Paramaribo and Ankara, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Paramaribo'}
{'statement': 'You are looking for a city with cold weather. Between Port-Gentil and Novosibirsk, you should visit Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Port-Gentil'}
{'statement': 'You are looking for a city with cold weather. Between El Paso and Lviv, you should visit Lviv.', 'answer': 'Lviv', 'candidate': 'El Paso'}
{'statement': 'You are looking for a city with cold weather. Between Riyadh and Albuquerque, you should visit Albuquerque.', 'answer': 'Albuquerque', 'candidate': 'Riyadh'}
{'statement': 'You are looking for a city with cold weather. Between San Antonio and Kuopio, you should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'San Antonio'}
{'statement': 'You are looking for a city with cold weather. Between Santiago del Estero and Toronto, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Santiago del Estero'}
{'statement': 'You are looking for a city with cold weather. Between Phoenix and Halifax, you should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Phoenix'}
{'statement': 'You are looking for a city with cold weather. Between Nouadhibou and Saskatoon, you should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Nouadhibou'}
{'statement': 'You are looking for a city with cold weather. Between Tabora and Bucharest, you should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Tabora'}
{'statement': 'You are looking for a city with cold weather. Between Malabo and Tauranga, you should visit Tauranga.', 'answer': 'Tauranga', 'candidate': 'Malabo'}
{'statement': 'You are looking for a city with cold weather. Between Sokoto and Ulaanbaatar, you should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Sokoto'}
{'statement': 'You are looking for a city with cold weather. Between San Salvador and Saint Petersburg, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'San Salvador'}
{'statement': 'You are looking for a city with cold weather. Between Juba and Bogotá, you should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Juba'}
{'statement': 'You are looking for a city with cold weather. Between Entebbe and Chicago, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Entebbe'}
{'statement': 'You are looking for a city with cold weather. Between Cotonou and Dublin, you should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Cotonou'}
{'statement': 'You are looking for a city with cold weather. Between Mumbai and Sucre, you should visit Sucre.', 'answer': 'Sucre', 'candidate': 'Mumbai'}
{'statement': 'You are looking for a city with cold weather. Between Juba and Shanghai, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Juba'}
{'statement': 'You are looking for a city with cold weather. Between Ankara and Yakutsk, you should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Ankara'}
{'statement': 'You are looking for a city with cold weather. Between Lomé and Moscow, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Lomé'}
{'statement': 'You are looking for a city with cold weather. Between Mandalay and Bogotá, you should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Mandalay'}
{'statement': 'You are looking for a city with cold weather. Between Pontianak and Wellington, you should visit Wellington.', 'answer': 'Wellington', 'candidate': 'Pontianak'}
{'statement': 'You are looking for a city with cold weather. Between Darwin and Saint Petersburg, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Darwin'}
{'statement': 'You are looking for a city with cold weather. Between Phnom Penh and Changsha, you should visit Changsha.', 'answer': 'Changsha', 'candidate': 'Phnom Penh'}
{'statement': 'You are looking for a city with cold weather. Between Bamako and Rabat, you should visit Rabat.', 'answer': 'Rabat', 'candidate': 'Bamako'}
{'statement': 'You are looking for a city with cold weather. Between Mahajanga and Sacramento, you should visit Sacramento.', 'answer': 'Sacramento', 'candidate': 'Mahajanga'}
{'statement': 'You are looking for a city with cold weather. Between Barranquilla and Indianapolis, you should visit Indianapolis.', 'answer': 'Indianapolis', 'candidate': 'Barranquilla'}
{'statement': 'You are looking for a city with cold weather. Between Parakou and Paris, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Parakou'}
{'statement': 'You are looking for a city with cold weather. Between Cairo and Amsterdam, you should visit Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Cairo'}
{'statement': 'You are looking for a city with cold weather. Between Mexicali and Irkutsk, you should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Mexicali'}
{'statement': 'You are looking for a city with cold weather. Between Brussels and Yakutsk, you should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Brussels'}
{'statement': 'You are looking for a city with cold weather. Between Porto Alegre and Suwałki, you should visit Suwałki.', 'answer': 'Suwałki', 'candidate': 'Porto Alegre'}
{'statement': 'You are looking for a city with cold weather. Between Phnom Penh and Damascus, you should visit Damascus.', 'answer': 'Damascus', 'candidate': 'Phnom Penh'}
{'statement': 'You are looking for a city with cold weather. Between Paramaribo and Kansas City, you should visit Kansas City.', 'answer': 'Kansas City', 'candidate': 'Paramaribo'}
{'statement': 'You are looking for a city with cold weather. Between Garissa and Rabat, you should visit Rabat.', 'answer': 'Rabat', 'candidate': 'Garissa'}
{'statement': 'You are looking for a city with cold weather. Between Parakou and Tauranga, you should visit Tauranga.', 'answer': 'Tauranga', 'candidate': 'Parakou'}
{'statement': 'You are looking for a city with cold weather. Between Mumbai and Albuquerque, you should visit Albuquerque.', 'answer': 'Albuquerque', 'candidate': 'Mumbai'}
{'statement': 'You are looking for a city with cold weather. Between Panama City and Buenos Aires, you should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Panama City'}
{'statement': 'You are looking for a city with cold weather. Between La Paz and Copenhagen, you should visit Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'La Paz'}
{'statement': 'You are looking for a city with cold weather. Between Hamilton and Yinchuan, you should visit Yinchuan.', 'answer': 'Yinchuan', 'candidate': 'Hamilton'}
{'statement': 'You are looking for a city with cold weather. Between Belize City and Viedma, you should visit Viedma.', 'answer': 'Viedma', 'candidate': 'Belize City'}
{'statement': 'You are looking for a city with cold weather. Between Manaus and Denver, you should visit Denver.', 'answer': 'Denver', 'candidate': 'Manaus'}
{'statement': 'You are looking for a city with cold weather. Between Ouahigouya and Reykjavík, you should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Ouahigouya'}
{'statement': 'You are looking for a city with cold weather. Between Mumbai and Ankara, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Mumbai'}
{'statement': 'You are looking for a city with cold weather. Between Kano and Halifax, you should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Kano'}
{'statement': 'You are looking for a city with cold weather. Between Beirut and Nur-Sultan, you should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Beirut'}
{'statement': 'You are looking for a city with cold weather. Between Bata and Punta Arenas, you should visit Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Bata'}
{'statement': 'You are looking for a city with cold weather. Between Aden and Bratislava, you should visit Bratislava.', 'answer': 'Bratislava', 'candidate': 'Aden'}
{'statement': 'You are looking for a city with cold weather. Between Lagos and Ottawa, you should visit Ottawa.', 'answer': 'Ottawa', 'candidate': 'Lagos'}
{'statement': 'You are looking for a city with cold weather. Between Surabaya and Lhasa, you should visit Lhasa.', 'answer': 'Lhasa', 'candidate': 'Surabaya'}
{'statement': 'You are looking for a city with cold weather. Between Rabat and Irkutsk, you should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Rabat'}
{'statement': 'You are looking for a city with cold weather. Between Manaus and Ottawa, you should visit Ottawa.', 'answer': 'Ottawa', 'candidate': 'Manaus'}
{'statement': 'You are looking for a city with cold weather. Between Cotonou and London, you should visit London.', 'answer': 'London', 'candidate': 'Cotonou'}
{'statement': 'You are looking for a city with cold weather. Between Perth and Bergen, you should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Perth'}
{'statement': 'You are looking for a city with cold weather. Between Mahajanga and Skopje, you should visit Skopje.', 'answer': 'Skopje', 'candidate': 'Mahajanga'}
{'statement': 'You are looking for a city with cold weather. Between Kuwait City and Christchurch, you should visit Christchurch.', 'answer': 'Christchurch', 'candidate': 'Kuwait City'}
{'statement': 'You are looking for a city with cold weather. Between San Juan and Ürümqi, you should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'San Juan'}
{'statement': 'You are looking for a city with cold weather. Between Córdoba and Punta Arenas, you should visit Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Córdoba'}
{'statement': 'You are looking for a city with cold weather. Between Garissa and Ljubljana, you should visit Ljubljana.', 'answer': 'Ljubljana', 'candidate': 'Garissa'}
{'statement': 'You are looking for a city with cold weather. Between Cayenne and Almaty, you should visit Almaty.', 'answer': 'Almaty', 'candidate': 'Cayenne'}
{'statement': 'You are looking for a city with cold weather. Between Bangui and Irkutsk, you should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Bangui'}
{'statement': 'You are looking for a city with cold weather. Between Ouahigouya and El Paso, you should visit El Paso.', 'answer': 'El Paso', 'candidate': 'Ouahigouya'}
{'statement': 'You are looking for a city with cold weather. Between San Juan and Oslo, you should visit Oslo.', 'answer': 'Oslo', 'candidate': 'San Juan'}
{'statement': 'You are looking for a city with cold weather. Between El Paso and Punta Arenas, you should visit Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'El Paso'}
{'statement': 'You are looking for a city with cold weather. Between Buenos Aires and Saint Petersburg, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Buenos Aires'}
{'statement': 'You are looking for a city with cold weather. Between Manaus and Palmerston North, you should visit Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Manaus'}
{'statement': 'You are looking for a city with cold weather. Between Abéché and Bergen, you should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Abéché'}
{'statement': 'You are looking for a city with cold weather. Between Damascus and Punta Arenas, you should visit Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Damascus'}
{'statement': 'You are looking for a city with cold weather. Between Rosario and Minsk, you should visit Minsk.', 'answer': 'Minsk', 'candidate': 'Rosario'}
{'statement': 'You are looking for a city with cold weather. Between Phnom Penh and Córdoba, you should visit Córdoba.', 'answer': 'Córdoba', 'candidate': 'Phnom Penh'}
{'statement': 'You are looking for a city with cold weather. Between Ségou and Nur-Sultan, you should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Ségou'}
{'statement': 'You are looking for a city with cold weather. Between Nouakchott and Toluca, you should visit Toluca.', 'answer': 'Toluca', 'candidate': 'Nouakchott'}
{'statement': 'You are looking for a city with cold weather. Between Maputo and Lhasa, you should visit Lhasa.', 'answer': 'Lhasa', 'candidate': 'Maputo'}
{'statement': 'You are looking for a city with cold weather. Between Juba and Dublin, you should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Juba'}
{'statement': 'You are looking for a city with cold weather. Between Port Moresby and Erzurum, you should visit Erzurum.', 'answer': 'Erzurum', 'candidate': 'Port Moresby'}
{'statement': 'You are looking for a city with cold weather. Between Kuwait City and Bucharest, you should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Kuwait City'}
{'statement': 'You are looking for a city with cold weather. Between Belize City and Yakutsk, you should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Belize City'}
{'statement': 'You are looking for a city with cold weather. Between Muscat and Sapporo, you should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'Muscat'}
{'statement': 'You are looking for a city with cold weather. Between Garoua and Podgorica, you should visit Podgorica.', 'answer': 'Podgorica', 'candidate': 'Garoua'}
{'statement': 'You are looking for a city with cold weather. Between Dar es Salaam and Bogotá, you should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Dar es Salaam'}
{'statement': 'You are looking for a city with cold weather. Between Mumbai and Tauranga, you should visit Tauranga.', 'answer': 'Tauranga', 'candidate': 'Mumbai'}
{'statement': 'You are looking for a city with cold weather. Between Makassar and Paris, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Makassar'}
{'statement': 'You are looking for a city with cold weather. Between Manaus and Berlin, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Manaus'}
{'statement': 'You are looking for a city with cold weather. Between Maputo and Bergen, you should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Maputo'}
{'statement': 'You are looking for a city with cold weather. Between Tampa and Yinchuan, you should visit Yinchuan.', 'answer': 'Yinchuan', 'candidate': 'Tampa'}
{'statement': 'You are looking for a city with cold weather. Between Nouakchott and Río Gallegos, you should visit Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Nouakchott'}
{'statement': 'You are looking for a city with cold weather. Between Port-Gentil and Vienna, you should visit Vienna.', 'answer': 'Vienna', 'candidate': 'Port-Gentil'}
{'statement': 'You are looking for a city with cold weather. Between Mexicali and Ürümqi, you should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Mexicali'}
{'statement': 'You are looking for a city with cold weather. Between Palembang and Addis Ababa, you should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Palembang'}
{'statement': 'You are looking for a city with cold weather. Between Managua and Fairbanks, you should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Managua'}
{'statement': 'You are looking for a city with cold weather. Between Niamey and Buenos Aires, you should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Niamey'}
{'statement': 'You are looking for a city with cold weather. Between Bamako and Sacramento, you should visit Sacramento.', 'answer': 'Sacramento', 'candidate': 'Bamako'}
{'statement': 'You are looking for a city with cold weather. Between Bangui and Christchurch, you should visit Christchurch.', 'answer': 'Christchurch', 'candidate': 'Bangui'}
{'statement': 'You are looking for a city with cold weather. Between Garoua and Addis Ababa, you should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Garoua'}
{'statement': 'You are looking for a city with cold weather. Between Mahajanga and Palmerston North, you should visit Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Mahajanga'}
{'statement': 'You are looking for a city with cold weather. Between Abéché and Copenhagen, you should visit Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'Abéché'}
{'statement': 'You are looking for a city with cold weather. Between Antsiranana and Vienna, you should visit Vienna.', 'answer': 'Vienna', 'candidate': 'Antsiranana'}
{'statement': 'You are looking for a city with cold weather. Between Yaoundé and Boise, you should visit Boise.', 'answer': 'Boise', 'candidate': 'Yaoundé'}
{'statement': 'You are looking for a city with cold weather. Between Algiers and Novosibirsk, you should visit Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Algiers'}
{'statement': 'You are looking for a city with cold weather. Between Abéché and Vienna, you should visit Vienna.', 'answer': 'Vienna', 'candidate': 'Abéché'}
{'statement': 'You are looking for a city with cold weather. Between Manila and Kuopio, you should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Manila'}
{'statement': 'You are looking for a city with cold weather. Between Conakry and Ottawa, you should visit Ottawa.', 'answer': 'Ottawa', 'candidate': 'Conakry'}
{'statement': 'You are looking for a city with cold weather. Between Makassar and Irkutsk, you should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Makassar'}
{'statement': 'You are looking for a city with cold weather. Between Mandalay and Mendoza, you should visit Mendoza.', 'answer': 'Mendoza', 'candidate': 'Mandalay'}
{'statement': 'You are looking for a city with cold weather. Between Makassar and Hobart, you should visit Hobart.', 'answer': 'Hobart', 'candidate': 'Makassar'}
{'statement': 'You are looking for a city with cold weather. Between Cotonou and Ushuaia, you should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Cotonou'}
{'statement': 'You are looking for a city with cold weather. Between Monterrey and Almaty, you should visit Almaty.', 'answer': 'Almaty', 'candidate': 'Monterrey'}
{'statement': 'You are looking for a city with cold weather. Between Nouakchott and Bahía Blanca, you should visit Bahía Blanca.', 'answer': 'Bahía Blanca', 'candidate': 'Nouakchott'}
{'statement': 'You are looking for a city with cold weather. Between La Paz and Chicago, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'La Paz'}
{'statement': 'You are looking for a city with cold weather. Between Muscat and Irkutsk, you should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Muscat'}
{'statement': 'You are looking for a city with cold weather. Between Rome and Reykjavík, you should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Rome'}
{'statement': 'You are looking for a city with cold weather. Between Bamako and Baltimore, you should visit Baltimore.', 'answer': 'Baltimore', 'candidate': 'Bamako'}
{'statement': 'You are looking for a city with cold weather. Between Bangui and Tirana, you should visit Tirana.', 'answer': 'Tirana', 'candidate': 'Bangui'}
{'statement': 'You are looking for a city with cold weather. Between Honolulu and Halifax, you should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Honolulu'}
{'statement': 'You are looking for a city with cold weather. Between Antofagasta and Ulaanbaatar, you should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Antofagasta'}
{'statement': 'You are looking for a city with cold weather. Between Christchurch and Yakutsk, you should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Christchurch'}
{'statement': 'You are looking for a city with cold weather. Between Cairo and Anchorage, you should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Cairo'}
{'statement': 'You are looking for a city with cold weather. Between Ouahigouya and Bergen, you should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Ouahigouya'}
{'statement': 'You are looking for a city with cold weather. Between Muscat and Bogotá, you should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Muscat'}
{'statement': 'You are looking for a city with cold weather. Between Aden and Toronto, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Aden'}
{'statement': 'You are looking for a city with cold weather. Between Ouahigouya and Damascus, you should visit Damascus.', 'answer': 'Damascus', 'candidate': 'Ouahigouya'}
{'statement': 'You are looking for a city with cold weather. Between Managua and Quito, you should visit Quito.', 'answer': 'Quito', 'candidate': 'Managua'}
{'statement': 'You are looking for a city with cold weather. Between Tucson and Halifax, you should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Tucson'}
{'statement': 'You are looking for a city with cold weather. Between Manaus and Minneapolis, you should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Manaus'}
{'statement': 'You are looking for a city with cold weather. Between Cotonou and Tashkent, you should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Cotonou'}
{'statement': 'You are looking for a city with cold weather. Between Beirut and Frankfurt, you should visit Frankfurt.', 'answer': 'Frankfurt', 'candidate': 'Beirut'}
{'statement': 'You are looking for a city with cold weather. Between Toamasina and Minneapolis, you should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Toamasina'}
{'statement': 'You are looking for a city with cold weather. Between La Serena and Ulaanbaatar, you should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'La Serena'}
{'statement': 'You are looking for a city with cold weather. Between Willemstad and Belgrade, you should visit Belgrade.', 'answer': 'Belgrade', 'candidate': 'Willemstad'}
