{'statement': 'Someone is looking for a big city to visit. Between Guangzhou and Bujumbura, this person should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Bujumbura'}
{'statement': 'Someone is looking for a big city to visit. Between Sucre and Lagos, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Sucre'}
{'statement': 'Someone is looking for a big city to visit. Between Mexicali and Toronto, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Mexicali'}
{'statement': 'Someone is looking for a big city to visit. Between Johannesburg and Mexicali, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Mexicali'}
{'statement': 'Someone is looking for a big city to visit. Between Buenos Aires and Kuwait City, this person should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Kuwait City'}
{'statement': 'Someone is looking for a big city to visit. Between Auckland and Shanghai, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Auckland'}
{'statement': 'Someone is looking for a big city to visit. Between Kunming and Porto Alegre, this person should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Porto Alegre'}
{'statement': 'Someone is looking for a big city to visit. Between Chicago and Rabat, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Rabat'}
{'statement': 'Someone is looking for a big city to visit. Between Mendoza and Surabaya, this person should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Mendoza'}
{'statement': 'Someone is looking for a big city to visit. Between Lisbon and Melbourne, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Lisbon'}
{'statement': 'Someone is looking for a big city to visit. Between Zagreb and Los Angeles, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Zagreb'}
{'statement': 'Someone is looking for a big city to visit. Between Fukuoka and Ho Chi Minh City, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Fukuoka'}
{'statement': 'Someone is looking for a big city to visit. Between Ho Chi Minh City and Chicago, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Chicago'}
{'statement': 'Someone is looking for a big city to visit. Between Ségou and Houston, this person should visit Houston.', 'answer': 'Houston', 'candidate': 'Ségou'}
{'statement': 'Someone is looking for a big city to visit. Between Riyadh and Almaty, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Almaty'}
{'statement': 'Someone is looking for a big city to visit. Between Berlin and Panama City, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Panama City'}
{'statement': 'Someone is looking for a big city to visit. Between Rome and Podgorica, this person should visit Rome.', 'answer': 'Rome', 'candidate': 'Podgorica'}
{'statement': 'Someone is looking for a big city to visit. Between Hanoi and Kuwait City, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Kuwait City'}
{'statement': 'Someone is looking for a big city to visit. Between Kano and Hat Yai, this person should visit Kano.', 'answer': 'Kano', 'candidate': 'Hat Yai'}
{'statement': 'Someone is looking for a big city to visit. Between Lahore and Yakutsk, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Yakutsk'}
{'statement': 'Someone is looking for a big city to visit. Between Río Gallegos and Guangzhou, this person should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Río Gallegos'}
{'statement': 'Someone is looking for a big city to visit. Between Porto Alegre and Kabul, this person should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Porto Alegre'}
{'statement': 'Someone is looking for a big city to visit. Between La Serena and Shanghai, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'La Serena'}
{'statement': 'Someone is looking for a big city to visit. Between San José and Tampa, this person should visit Tampa.', 'answer': 'Tampa', 'candidate': 'San José'}
{'statement': 'Someone is looking for a big city to visit. Between Anchorage and Johannesburg, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Anchorage'}
{'statement': 'Someone is looking for a big city to visit. Between London and Cairo, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'London'}
{'statement': 'Someone is looking for a big city to visit. Between Vientiane and Brasília, this person should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Vientiane'}
{'statement': 'Someone is looking for a big city to visit. Between Sydney and Kuwait City, this person should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Kuwait City'}
{'statement': 'Someone is looking for a big city to visit. Between Lahore and Antsiranana, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Antsiranana'}
