{'statement': 'Someone is looking for a city with warm weather. Between Cotonou and Canberra, this person should visit Cotonou.', 'answer': 'Cotonou', 'candidate': 'Canberra'}
{'statement': 'Someone is looking for a city with warm weather. Between Bangkok and Chihuahua, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Chihuahua'}
{'statement': 'Someone is looking for a city with warm weather. Between La Paz and Frankfurt, this person should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Frankfurt'}
{'statement': 'Someone is looking for a city with warm weather. Between Erzurum and Mombasa, this person should visit Mombasa.', 'answer': 'Mombasa', 'candidate': 'Erzurum'}
{'statement': 'Someone is looking for a city with warm weather. Between Nouakchott and Christchurch, this person should visit Nouakchott.', 'answer': 'Nouakchott', 'candidate': 'Christchurch'}
{'statement': 'Someone is looking for a city with warm weather. Between Reykjavík and Lagos, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Reykjavík'}
{'statement': 'Someone is looking for a city with warm weather. Between Barranquilla and Canberra, this person should visit Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Canberra'}
{'statement': 'Someone is looking for a city with warm weather. Between Willemstad and Sydney, this person should visit Willemstad.', 'answer': 'Willemstad', 'candidate': 'Sydney'}
{'statement': 'Someone is looking for a city with warm weather. Between Mombasa and Milwaukee, this person should visit Mombasa.', 'answer': 'Mombasa', 'candidate': 'Milwaukee'}
{'statement': 'Someone is looking for a city with warm weather. Between Toliara and Paris, this person should visit Toliara.', 'answer': 'Toliara', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a city with warm weather. Between Podgorica and Niamey, this person should visit Niamey.', 'answer': 'Niamey', 'candidate': 'Podgorica'}
{'statement': 'Someone is looking for a city with warm weather. Between Halifax and Hanoi, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Halifax'}
{'statement': 'Someone is looking for a city with warm weather. Between Mahajanga and Skopje, this person should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Skopje'}
{'statement': 'Someone is looking for a city with warm weather. Between Kampala and Suwałki, this person should visit Kampala.', 'answer': 'Kampala', 'candidate': 'Suwałki'}
{'statement': 'Someone is looking for a city with warm weather. Between Makassar and Bucharest, this person should visit Makassar.', 'answer': 'Makassar', 'candidate': 'Bucharest'}
{'statement': 'Someone is looking for a city with warm weather. Between Bergen and Pretoria, this person should visit Pretoria.', 'answer': 'Pretoria', 'candidate': 'Bergen'}
{'statement': 'Someone is looking for a city with warm weather. Between Auckland and Conakry, this person should visit Conakry.', 'answer': 'Conakry', 'candidate': 'Auckland'}
{'statement': 'Someone is looking for a city with warm weather. Between Port Sudan and Buenos Aires, this person should visit Port Sudan.', 'answer': 'Port Sudan', 'candidate': 'Buenos Aires'}
{'statement': 'Someone is looking for a city with warm weather. Between Ulaanbaatar and Douala, this person should visit Douala.', 'answer': 'Douala', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a city with warm weather. Between Medellín and Kansas City, this person should visit Medellín.', 'answer': 'Medellín', 'candidate': 'Kansas City'}
{'statement': 'Someone is looking for a city with warm weather. Between Yinchuan and Willemstad, this person should visit Willemstad.', 'answer': 'Willemstad', 'candidate': 'Yinchuan'}
{'statement': 'Someone is looking for a city with warm weather. Between Auckland and Honolulu, this person should visit Honolulu.', 'answer': 'Honolulu', 'candidate': 'Auckland'}
{'statement': 'Someone is looking for a city with warm weather. Between Berlin and Bujumbura, this person should visit Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Berlin'}
{'statement': 'Someone is looking for a city with warm weather. Between Moscow and Villahermosa, this person should visit Villahermosa.', 'answer': 'Villahermosa', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a city with warm weather. Between Upington and Suwałki, this person should visit Upington.', 'answer': 'Upington', 'candidate': 'Suwałki'}
{'statement': 'Someone is looking for a city with warm weather. Between Lyon and Jakarta, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Lyon'}
{'statement': 'Someone is looking for a city with warm weather. Between Campos do Jordão and Garoua, this person should visit Garoua.', 'answer': 'Garoua', 'candidate': 'Campos do Jordão'}
{'statement': 'Someone is looking for a city with warm weather. Between Abéché and Ljubljana, this person should visit Abéché.', 'answer': 'Abéché', 'candidate': 'Ljubljana'}
{'statement': 'Someone is looking for a city with warm weather. Between Kano and Albuquerque, this person should visit Kano.', 'answer': 'Kano', 'candidate': 'Albuquerque'}
{'statement': 'Someone is looking for a city with warm weather. Between Ho Chi Minh City and Fairbanks, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Fairbanks'}
{'statement': 'Someone is looking for a city with warm weather. Between Minsk and Tucson, this person should visit Tucson.', 'answer': 'Tucson', 'candidate': 'Minsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Juba and Copenhagen, this person should visit Juba.', 'answer': 'Juba', 'candidate': 'Copenhagen'}
{'statement': 'Someone is looking for a city with warm weather. Between Skopje and San José, this person should visit San José.', 'answer': 'San José', 'candidate': 'Skopje'}
{'statement': 'Someone is looking for a city with warm weather. Between Johannesburg and Kuopio, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Kuopio'}
{'statement': 'Someone is looking for a city with warm weather. Between Hamilton and Anchorage, this person should visit Hamilton.', 'answer': 'Hamilton', 'candidate': 'Anchorage'}
{'statement': 'Someone is looking for a city with warm weather. Between Port Sudan and Tirana, this person should visit Port Sudan.', 'answer': 'Port Sudan', 'candidate': 'Tirana'}
{'statement': 'Someone is looking for a city with warm weather. Between Río Gallegos and Fianarantsoa, this person should visit Fianarantsoa.', 'answer': 'Fianarantsoa', 'candidate': 'Río Gallegos'}
{'statement': 'Someone is looking for a city with warm weather. Between Cabo San Lucas and Almaty, this person should visit Cabo San Lucas.', 'answer': 'Cabo San Lucas', 'candidate': 'Almaty'}
{'statement': 'Someone is looking for a city with warm weather. Between Murmansk and Addis Ababa, this person should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Murmansk'}
{'statement': 'Someone is looking for a city with warm weather. Between Makurdi and Kuopio, this person should visit Makurdi.', 'answer': 'Makurdi', 'candidate': 'Kuopio'}
{'statement': 'Someone is looking for a city with warm weather. Between Dar es Salaam and Toluca, this person should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Toluca'}
{'statement': 'Someone is looking for a city with warm weather. Between San José and Suwałki, this person should visit San José.', 'answer': 'San José', 'candidate': 'Suwałki'}
{'statement': 'Someone is looking for a city with warm weather. Between Dar es Salaam and Campos do Jordão, this person should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Campos do Jordão'}
{'statement': 'Someone is looking for a city with warm weather. Between Halifax and Santiago del Estero, this person should visit Santiago del Estero.', 'answer': 'Santiago del Estero', 'candidate': 'Halifax'}
{'statement': 'Someone is looking for a city with warm weather. Between Algiers and Vladivostok, this person should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Vladivostok'}
{'statement': 'Someone is looking for a city with warm weather. Between Ushuaia and Antofagasta, this person should visit Antofagasta.', 'answer': 'Antofagasta', 'candidate': 'Ushuaia'}
{'statement': 'Someone is looking for a city with warm weather. Between Auckland and Niamey, this person should visit Niamey.', 'answer': 'Niamey', 'candidate': 'Auckland'}
{'statement': 'Someone is looking for a city with warm weather. Between Kuwait City and Bishkek, this person should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Bishkek'}
{'statement': 'Someone is looking for a city with warm weather. Between Ndola and Copenhagen, this person should visit Ndola.', 'answer': 'Ndola', 'candidate': 'Copenhagen'}
{'statement': 'Someone is looking for a city with warm weather. Between Paris and Makurdi, this person should visit Makurdi.', 'answer': 'Makurdi', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a city with warm weather. Between Kuopio and Manaus, this person should visit Manaus.', 'answer': 'Manaus', 'candidate': 'Kuopio'}
{'statement': 'Someone is looking for a city with warm weather. Between Cape Town and Manila, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Cape Town'}
{'statement': 'Someone is looking for a city with warm weather. Between Nouadhibou and Halifax, this person should visit Nouadhibou.', 'answer': 'Nouadhibou', 'candidate': 'Halifax'}
{'statement': 'Someone is looking for a city with warm weather. Between Tauranga and Manila, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Tauranga'}
{'statement': 'Someone is looking for a city with warm weather. Between Aden and Yakutsk, this person should visit Aden.', 'answer': 'Aden', 'candidate': 'Yakutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Hobart and Bata, this person should visit Bata.', 'answer': 'Bata', 'candidate': 'Hobart'}
{'statement': 'Someone is looking for a city with warm weather. Between Moscow and Sydney, this person should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a city with warm weather. Between Belize City and Indianapolis, this person should visit Belize City.', 'answer': 'Belize City', 'candidate': 'Indianapolis'}
{'statement': 'Someone is looking for a city with warm weather. Between Antofagasta and Murmansk, this person should visit Antofagasta.', 'answer': 'Antofagasta', 'candidate': 'Murmansk'}
{'statement': 'Someone is looking for a city with warm weather. Between Hat Yai and Baltimore, this person should visit Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Baltimore'}
{'statement': 'Someone is looking for a city with warm weather. Between Mexico City and Phnom Penh, this person should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Mexico City'}
{'statement': 'Someone is looking for a city with warm weather. Between Halifax and Niamey, this person should visit Niamey.', 'answer': 'Niamey', 'candidate': 'Halifax'}
{'statement': 'Someone is looking for a city with warm weather. Between Belize City and Oslo, this person should visit Belize City.', 'answer': 'Belize City', 'candidate': 'Oslo'}
{'statement': 'Someone is looking for a city with warm weather. Between Luanda and Halifax, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Halifax'}
{'statement': 'Someone is looking for a city with warm weather. Between Toluca and La Ceiba, this person should visit La Ceiba.', 'answer': 'La Ceiba', 'candidate': 'Toluca'}
{'statement': 'Someone is looking for a city with warm weather. Between Lima and Punta Arenas, this person should visit Lima.', 'answer': 'Lima', 'candidate': 'Punta Arenas'}
{'statement': 'Someone is looking for a city with warm weather. Between Vienna and Entebbe, this person should visit Entebbe.', 'answer': 'Entebbe', 'candidate': 'Vienna'}
{'statement': 'Someone is looking for a city with warm weather. Between Zagreb and Yakutsk, this person should visit Zagreb.', 'answer': 'Zagreb', 'candidate': 'Yakutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Curitiba and Minsk, this person should visit Curitiba.', 'answer': 'Curitiba', 'candidate': 'Minsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Suwałki and Aden, this person should visit Aden.', 'answer': 'Aden', 'candidate': 'Suwałki'}
{'statement': 'Someone is looking for a city with warm weather. Between Maputo and Toluca, this person should visit Maputo.', 'answer': 'Maputo', 'candidate': 'Toluca'}
{'statement': 'Someone is looking for a city with warm weather. Between Houston and Río Gallegos, this person should visit Houston.', 'answer': 'Houston', 'candidate': 'Río Gallegos'}
{'statement': 'Someone is looking for a city with warm weather. Between Tashkent and Honolulu, this person should visit Honolulu.', 'answer': 'Honolulu', 'candidate': 'Tashkent'}
{'statement': 'Someone is looking for a city with warm weather. Between Lyon and San Juan, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Lyon'}
{'statement': 'Someone is looking for a city with warm weather. Between Bangkok and San Diego, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'San Diego'}
{'statement': 'Someone is looking for a city with warm weather. Between Saint Petersburg and Mombasa, this person should visit Mombasa.', 'answer': 'Mombasa', 'candidate': 'Saint Petersburg'}
{'statement': 'Someone is looking for a city with warm weather. Between Tashkent and Calgary, this person should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Calgary'}
{'statement': 'Someone is looking for a city with warm weather. Between Mahajanga and Dublin, this person should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Dublin'}
{'statement': 'Someone is looking for a city with warm weather. Between Lhasa and Baghdad, this person should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Lhasa'}
{'statement': 'Someone is looking for a city with warm weather. Between Brisbane and Yakutsk, this person should visit Brisbane.', 'answer': 'Brisbane', 'candidate': 'Yakutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Barranquilla and Reykjavík, this person should visit Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Reykjavík'}
{'statement': 'Someone is looking for a city with warm weather. Between Goiânia and Lviv, this person should visit Goiânia.', 'answer': 'Goiânia', 'candidate': 'Lviv'}
{'statement': 'Someone is looking for a city with warm weather. Between Abéché and Ürümqi, this person should visit Abéché.', 'answer': 'Abéché', 'candidate': 'Ürümqi'}
{'statement': 'Someone is looking for a city with warm weather. Between Phnom Penh and Bratislava, this person should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Bratislava'}
{'statement': 'Someone is looking for a city with warm weather. Between Tamanrasset and Bishkek, this person should visit Tamanrasset.', 'answer': 'Tamanrasset', 'candidate': 'Bishkek'}
{'statement': 'Someone is looking for a city with warm weather. Between Niamey and Anchorage, this person should visit Niamey.', 'answer': 'Niamey', 'candidate': 'Anchorage'}
{'statement': 'Someone is looking for a city with warm weather. Between La Ceiba and Sapporo, this person should visit La Ceiba.', 'answer': 'La Ceiba', 'candidate': 'Sapporo'}
{'statement': 'Someone is looking for a city with warm weather. Between Moscow and Darwin, this person should visit Darwin.', 'answer': 'Darwin', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a city with warm weather. Between Guadalajara and Calgary, this person should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Calgary'}
{'statement': 'Someone is looking for a city with warm weather. Between Belize City and Asmara, this person should visit Belize City.', 'answer': 'Belize City', 'candidate': 'Asmara'}
{'statement': 'Someone is looking for a city with warm weather. Between Bamako and Reykjavík, this person should visit Bamako.', 'answer': 'Bamako', 'candidate': 'Reykjavík'}
{'statement': 'Someone is looking for a city with warm weather. Between Bamako and Saskatoon, this person should visit Bamako.', 'answer': 'Bamako', 'candidate': 'Saskatoon'}
{'statement': 'Someone is looking for a city with warm weather. Between Amsterdam and Guangzhou, this person should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Amsterdam'}
{'statement': 'Someone is looking for a city with warm weather. Between Minneapolis and Villahermosa, this person should visit Villahermosa.', 'answer': 'Villahermosa', 'candidate': 'Minneapolis'}
{'statement': 'Someone is looking for a city with warm weather. Between Bangkok and Yakutsk, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Yakutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Port Sudan and Pittsburgh, this person should visit Port Sudan.', 'answer': 'Port Sudan', 'candidate': 'Pittsburgh'}
{'statement': 'Someone is looking for a city with warm weather. Between Río Gallegos and Mahajanga, this person should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Río Gallegos'}
{'statement': 'Someone is looking for a city with warm weather. Between Erzurum and Makassar, this person should visit Makassar.', 'answer': 'Makassar', 'candidate': 'Erzurum'}
{'statement': 'Someone is looking for a city with warm weather. Between Muscat and Lyon, this person should visit Muscat.', 'answer': 'Muscat', 'candidate': 'Lyon'}
{'statement': 'Someone is looking for a city with warm weather. Between Mumbai and Milan, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Milan'}
{'statement': 'Someone is looking for a city with warm weather. Between Saskatoon and Podgorica, this person should visit Podgorica.', 'answer': 'Podgorica', 'candidate': 'Saskatoon'}
{'statement': 'Someone is looking for a city with warm weather. Between Kingston and Milwaukee, this person should visit Kingston.', 'answer': 'Kingston', 'candidate': 'Milwaukee'}
{'statement': 'Someone is looking for a city with warm weather. Between Nur-Sultan and Pretoria, this person should visit Pretoria.', 'answer': 'Pretoria', 'candidate': 'Nur-Sultan'}
{'statement': 'Someone is looking for a city with warm weather. Between Kansas City and Juba, this person should visit Juba.', 'answer': 'Juba', 'candidate': 'Kansas City'}
{'statement': 'Someone is looking for a city with warm weather. Between Paris and Irkutsk, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Lomé and Neuquén, this person should visit Lomé.', 'answer': 'Lomé', 'candidate': 'Neuquén'}
{'statement': 'Someone is looking for a city with warm weather. Between Bucharest and Ouahigouya, this person should visit Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Bucharest'}
{'statement': 'Someone is looking for a city with warm weather. Between Christchurch and Nakhon Ratchasima, this person should visit Nakhon Ratchasima.', 'answer': 'Nakhon Ratchasima', 'candidate': 'Christchurch'}
{'statement': 'Someone is looking for a city with warm weather. Between Yakutsk and El Paso, this person should visit El Paso.', 'answer': 'El Paso', 'candidate': 'Yakutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Yakutsk and Toronto, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Yakutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Nairobi and Nur-Sultan, this person should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Nur-Sultan'}
{'statement': 'Someone is looking for a city with warm weather. Between Caracas and Copenhagen, this person should visit Caracas.', 'answer': 'Caracas', 'candidate': 'Copenhagen'}
{'statement': 'Someone is looking for a city with warm weather. Between San Salvador and Kuopio, this person should visit San Salvador.', 'answer': 'San Salvador', 'candidate': 'Kuopio'}
{'statement': 'Someone is looking for a city with warm weather. Between Makurdi and Napier, this person should visit Makurdi.', 'answer': 'Makurdi', 'candidate': 'Napier'}
{'statement': 'Someone is looking for a city with warm weather. Between Ottawa and Lahore, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Ottawa'}
{'statement': 'Someone is looking for a city with warm weather. Between Kingston and Lviv, this person should visit Kingston.', 'answer': 'Kingston', 'candidate': 'Lviv'}
{'statement': 'Someone is looking for a city with warm weather. Between Port Sudan and Amsterdam, this person should visit Port Sudan.', 'answer': 'Port Sudan', 'candidate': 'Amsterdam'}
{'statement': 'Someone is looking for a city with warm weather. Between Zagreb and Goiânia, this person should visit Goiânia.', 'answer': 'Goiânia', 'candidate': 'Zagreb'}
{'statement': 'Someone is looking for a city with warm weather. Between Toliara and London, this person should visit Toliara.', 'answer': 'Toliara', 'candidate': 'London'}
{'statement': 'Someone is looking for a city with warm weather. Between Fairbanks and Hobart, this person should visit Hobart.', 'answer': 'Hobart', 'candidate': 'Fairbanks'}
{'statement': 'Someone is looking for a city with warm weather. Between Christchurch and Juba, this person should visit Juba.', 'answer': 'Juba', 'candidate': 'Christchurch'}
{'statement': 'Someone is looking for a city with warm weather. Between Toronto and Bangui, this person should visit Bangui.', 'answer': 'Bangui', 'candidate': 'Toronto'}
{'statement': 'Someone is looking for a city with warm weather. Between Aden and Lviv, this person should visit Aden.', 'answer': 'Aden', 'candidate': 'Lviv'}
{'statement': 'Someone is looking for a city with warm weather. Between San Antonio and Minsk, this person should visit San Antonio.', 'answer': 'San Antonio', 'candidate': 'Minsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Amsterdam and Bata, this person should visit Bata.', 'answer': 'Bata', 'candidate': 'Amsterdam'}
{'statement': 'Someone is looking for a city with warm weather. Between Baghdad and Ulaanbaatar, this person should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a city with warm weather. Between Wau and Yerevan, this person should visit Wau.', 'answer': 'Wau', 'candidate': 'Yerevan'}
{'statement': 'Someone is looking for a city with warm weather. Between Riyadh and Addis Ababa, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Addis Ababa'}
{'statement': 'Someone is looking for a city with warm weather. Between Cabo San Lucas and La Serena, this person should visit Cabo San Lucas.', 'answer': 'Cabo San Lucas', 'candidate': 'La Serena'}
{'statement': 'Someone is looking for a city with warm weather. Between Bata and Milwaukee, this person should visit Bata.', 'answer': 'Bata', 'candidate': 'Milwaukee'}
{'statement': 'Someone is looking for a city with warm weather. Between Nouakchott and Berlin, this person should visit Nouakchott.', 'answer': 'Nouakchott', 'candidate': 'Berlin'}
{'statement': 'Someone is looking for a city with warm weather. Between Cayenne and Suwałki, this person should visit Cayenne.', 'answer': 'Cayenne', 'candidate': 'Suwałki'}
{'statement': 'Someone is looking for a city with warm weather. Between Managua and Yerevan, this person should visit Managua.', 'answer': 'Managua', 'candidate': 'Yerevan'}
{'statement': 'Someone is looking for a city with warm weather. Between Bucharest and Florianópolis, this person should visit Florianópolis.', 'answer': 'Florianópolis', 'candidate': 'Bucharest'}
{'statement': 'Someone is looking for a city with warm weather. Between Belize City and Neuquén, this person should visit Belize City.', 'answer': 'Belize City', 'candidate': 'Neuquén'}
{'statement': 'Someone is looking for a city with warm weather. Between Alexandria and Oslo, this person should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Oslo'}
{'statement': 'Someone is looking for a city with warm weather. Between Rome and Douala, this person should visit Douala.', 'answer': 'Douala', 'candidate': 'Rome'}
{'statement': 'Someone is looking for a city with warm weather. Between San Juan and Kansas City, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Kansas City'}
{'statement': 'Someone is looking for a city with warm weather. Between Hat Yai and Pittsburgh, this person should visit Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Pittsburgh'}
{'statement': 'Someone is looking for a city with warm weather. Between Belize City and Frankfurt, this person should visit Belize City.', 'answer': 'Belize City', 'candidate': 'Frankfurt'}
{'statement': 'Someone is looking for a city with warm weather. Between Yakutsk and Bishkek, this person should visit Bishkek.', 'answer': 'Bishkek', 'candidate': 'Yakutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Dar es Salaam and Fairbanks, this person should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Fairbanks'}
{'statement': 'Someone is looking for a city with warm weather. Between Panama City and Yakutsk, this person should visit Panama City.', 'answer': 'Panama City', 'candidate': 'Yakutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Garoua and Kuopio, this person should visit Garoua.', 'answer': 'Garoua', 'candidate': 'Kuopio'}
{'statement': 'Someone is looking for a city with warm weather. Between Barranquilla and Toronto, this person should visit Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Toronto'}
{'statement': 'Someone is looking for a city with warm weather. Between Ürümqi and Thiès, this person should visit Thiès.', 'answer': 'Thiès', 'candidate': 'Ürümqi'}
{'statement': 'Someone is looking for a city with warm weather. Between Lhasa and Sokoto, this person should visit Sokoto.', 'answer': 'Sokoto', 'candidate': 'Lhasa'}
{'statement': 'Someone is looking for a city with warm weather. Between La Ceiba and Beijing, this person should visit La Ceiba.', 'answer': 'La Ceiba', 'candidate': 'Beijing'}
{'statement': 'Someone is looking for a city with warm weather. Between Frankfurt and Port-Gentil, this person should visit Port-Gentil.', 'answer': 'Port-Gentil', 'candidate': 'Frankfurt'}
{'statement': 'Someone is looking for a city with warm weather. Between Ürümqi and Garissa, this person should visit Garissa.', 'answer': 'Garissa', 'candidate': 'Ürümqi'}
{'statement': 'Someone is looking for a city with warm weather. Between Sacramento and Kano, this person should visit Kano.', 'answer': 'Kano', 'candidate': 'Sacramento'}
{'statement': 'Someone is looking for a city with warm weather. Between Vladivostok and Port Sudan, this person should visit Port Sudan.', 'answer': 'Port Sudan', 'candidate': 'Vladivostok'}
{'statement': 'Someone is looking for a city with warm weather. Between Suwałki and Toamasina, this person should visit Toamasina.', 'answer': 'Toamasina', 'candidate': 'Suwałki'}
{'statement': 'Someone is looking for a city with warm weather. Between Bogotá and Parakou, this person should visit Parakou.', 'answer': 'Parakou', 'candidate': 'Bogotá'}
{'statement': 'Someone is looking for a city with warm weather. Between San Antonio and Bergen, this person should visit San Antonio.', 'answer': 'San Antonio', 'candidate': 'Bergen'}
{'statement': 'Someone is looking for a city with warm weather. Between Lahore and Wellington, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Wellington'}
{'statement': 'Someone is looking for a city with warm weather. Between Omaha and Tabora, this person should visit Tabora.', 'answer': 'Tabora', 'candidate': 'Omaha'}
{'statement': 'Someone is looking for a city with warm weather. Between Christchurch and Irkutsk, this person should visit Christchurch.', 'answer': 'Christchurch', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Ho Chi Minh City and Ankara, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a city with warm weather. Between Panama City and Rome, this person should visit Panama City.', 'answer': 'Panama City', 'candidate': 'Rome'}
{'statement': 'Someone is looking for a city with warm weather. Between Kano and Dublin, this person should visit Kano.', 'answer': 'Kano', 'candidate': 'Dublin'}
{'statement': 'Someone is looking for a city with warm weather. Between Erzurum and Mumbai, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Erzurum'}
{'statement': 'Someone is looking for a city with warm weather. Between Darwin and Bishkek, this person should visit Darwin.', 'answer': 'Darwin', 'candidate': 'Bishkek'}
{'statement': 'Someone is looking for a city with warm weather. Between Beirut and Anchorage, this person should visit Beirut.', 'answer': 'Beirut', 'candidate': 'Anchorage'}
{'statement': 'Someone is looking for a city with warm weather. Between Toronto and Mexicali, this person should visit Mexicali.', 'answer': 'Mexicali', 'candidate': 'Toronto'}
