{'statement': 'Between Tampa and Anchorage, the city with higher average temperature is Tampa.', 'answer': 'Tampa', 'candidate': 'Anchorage'}
{'statement': 'Between San Juan and Beijing, the city with higher average temperature is San Juan.', 'answer': 'San Juan', 'candidate': 'Beijing'}
{'statement': 'Between Valencia and Ottawa, the city with higher average temperature is Valencia.', 'answer': 'Valencia', 'candidate': 'Ottawa'}
{'statement': 'Between Kansas City and Manila, the city with higher average temperature is Manila.', 'answer': 'Manila', 'candidate': 'Kansas City'}
{'statement': 'Between Douala and Tirana, the city with higher average temperature is Douala.', 'answer': 'Douala', 'candidate': 'Tirana'}
{'statement': 'Between Wau and Nairobi, the city with higher average temperature is Wau.', 'answer': 'Wau', 'candidate': 'Nairobi'}
{'statement': 'Between Piura and La Serena, the city with higher average temperature is Piura.', 'answer': 'Piura', 'candidate': 'La Serena'}
{'statement': 'Between Kingston and Almaty, the city with higher average temperature is Kingston.', 'answer': 'Kingston', 'candidate': 'Almaty'}
{'statement': 'Between Lhasa and Perth, the city with higher average temperature is Perth.', 'answer': 'Perth', 'candidate': 'Lhasa'}
{'statement': 'Between Bujumbura and Ankara, the city with higher average temperature is Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Ankara'}
{'statement': 'Between Fukuoka and Ho Chi Minh City, the city with higher average temperature is Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Fukuoka'}
{'statement': 'Between Melbourne and Bamako, the city with higher average temperature is Bamako.', 'answer': 'Bamako', 'candidate': 'Melbourne'}
{'statement': 'Between Lahore and Kabul, the city with higher average temperature is Lahore.', 'answer': 'Lahore', 'candidate': 'Kabul'}
{'statement': 'Between Palmerston North and Manila, the city with higher average temperature is Manila.', 'answer': 'Manila', 'candidate': 'Palmerston North'}
{'statement': 'Between Milwaukee and Cairo, the city with higher average temperature is Cairo.', 'answer': 'Cairo', 'candidate': 'Milwaukee'}
{'statement': 'Between Mexicali and Beijing, the city with higher average temperature is Mexicali.', 'answer': 'Mexicali', 'candidate': 'Beijing'}
{'statement': 'Between Wellington and Conakry, the city with higher average temperature is Conakry.', 'answer': 'Conakry', 'candidate': 'Wellington'}
{'statement': 'Between Albuquerque and Belize City, the city with higher average temperature is Belize City.', 'answer': 'Belize City', 'candidate': 'Albuquerque'}
{'statement': 'Between Djibouti and Melbourne, the city with higher average temperature is Djibouti.', 'answer': 'Djibouti', 'candidate': 'Melbourne'}
{'statement': 'Between Dar es Salaam and Napier, the city with higher average temperature is Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Napier'}
{'statement': 'Between Milwaukee and Djibouti, the city with higher average temperature is Djibouti.', 'answer': 'Djibouti', 'candidate': 'Milwaukee'}
{'statement': 'Between Pontianak and Lisbon, the city with higher average temperature is Pontianak.', 'answer': 'Pontianak', 'candidate': 'Lisbon'}
{'statement': 'Between Karachi and Paris, the city with higher average temperature is Karachi.', 'answer': 'Karachi', 'candidate': 'Paris'}
{'statement': 'Between Kathmandu and Ouahigouya, the city with higher average temperature is Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Kathmandu'}
{'statement': 'Between Rome and Cotonou, the city with higher average temperature is Cotonou.', 'answer': 'Cotonou', 'candidate': 'Rome'}
{'statement': 'Between Saint Petersburg and Rosario, the city with higher average temperature is Rosario.', 'answer': 'Rosario', 'candidate': 'Saint Petersburg'}
{'statement': 'Between Asmara and Kingston, the city with higher average temperature is Kingston.', 'answer': 'Kingston', 'candidate': 'Asmara'}
{'statement': 'Between Vladivostok and Parakou, the city with higher average temperature is Parakou.', 'answer': 'Parakou', 'candidate': 'Vladivostok'}
{'statement': 'Between Kingston and Vienna, the city with higher average temperature is Kingston.', 'answer': 'Kingston', 'candidate': 'Vienna'}
{'statement': 'Between Lyon and Dodoma, the city with higher average temperature is Dodoma.', 'answer': 'Dodoma', 'candidate': 'Lyon'}
{'statement': 'Between Kuopio and Toamasina, the city with higher average temperature is Toamasina.', 'answer': 'Toamasina', 'candidate': 'Kuopio'}
{'statement': 'Between Ségou and London, the city with higher average temperature is Ségou.', 'answer': 'Ségou', 'candidate': 'London'}
{'statement': 'Between Bamako and Johannesburg, the city with higher average temperature is Bamako.', 'answer': 'Bamako', 'candidate': 'Johannesburg'}
{'statement': 'Between Malabo and Kansas City, the city with higher average temperature is Malabo.', 'answer': 'Malabo', 'candidate': 'Kansas City'}
{'statement': 'Between Brussels and Brasília, the city with higher average temperature is Brasília.', 'answer': 'Brasília', 'candidate': 'Brussels'}
{'statement': 'Between Luanda and Bergen, the city with higher average temperature is Luanda.', 'answer': 'Luanda', 'candidate': 'Bergen'}
{'statement': 'Between Ulaanbaatar and Nouakchott, the city with higher average temperature is Nouakchott.', 'answer': 'Nouakchott', 'candidate': 'Ulaanbaatar'}
{'statement': 'Between Saint Petersburg and Goiânia, the city with higher average temperature is Goiânia.', 'answer': 'Goiânia', 'candidate': 'Saint Petersburg'}
{'statement': 'Between Mahajanga and Pittsburgh, the city with higher average temperature is Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Pittsburgh'}
{'statement': 'Between Kampala and Yinchuan, the city with higher average temperature is Kampala.', 'answer': 'Kampala', 'candidate': 'Yinchuan'}
{'statement': 'Between San Salvador and Canberra, the city with higher average temperature is San Salvador.', 'answer': 'San Salvador', 'candidate': 'Canberra'}
{'statement': 'Between La Ceiba and Río Gallegos, the city with higher average temperature is La Ceiba.', 'answer': 'La Ceiba', 'candidate': 'Río Gallegos'}
{'statement': 'Between Podgorica and Mandalay, the city with higher average temperature is Mandalay.', 'answer': 'Mandalay', 'candidate': 'Podgorica'}
{'statement': 'Between Changsha and Ségou, the city with higher average temperature is Ségou.', 'answer': 'Ségou', 'candidate': 'Changsha'}
{'statement': 'Between Saint Petersburg and Phoenix, the city with higher average temperature is Phoenix.', 'answer': 'Phoenix', 'candidate': 'Saint Petersburg'}
{'statement': 'Between Quito and Wau, the city with higher average temperature is Wau.', 'answer': 'Wau', 'candidate': 'Quito'}
{'statement': 'Between Fairbanks and Rome, the city with higher average temperature is Rome.', 'answer': 'Rome', 'candidate': 'Fairbanks'}
{'statement': 'Between Oslo and Córdoba, the city with higher average temperature is Córdoba.', 'answer': 'Córdoba', 'candidate': 'Oslo'}
{'statement': 'Between Fairbanks and Manila, the city with higher average temperature is Manila.', 'answer': 'Manila', 'candidate': 'Fairbanks'}
{'statement': 'Between Ho Chi Minh City and Bahía Blanca, the city with higher average temperature is Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Bahía Blanca'}
{'statement': 'Between Paris and Jakarta, the city with higher average temperature is Jakarta.', 'answer': 'Jakarta', 'candidate': 'Paris'}
{'statement': 'Between Zagreb and Garissa, the city with higher average temperature is Garissa.', 'answer': 'Garissa', 'candidate': 'Zagreb'}
{'statement': 'Between Chicago and Riyadh, the city with higher average temperature is Riyadh.', 'answer': 'Riyadh', 'candidate': 'Chicago'}
{'statement': 'Between Ushuaia and Riyadh, the city with higher average temperature is Riyadh.', 'answer': 'Riyadh', 'candidate': 'Ushuaia'}
{'statement': 'Between Baltimore and Managua, the city with higher average temperature is Managua.', 'answer': 'Managua', 'candidate': 'Baltimore'}
{'statement': 'Between Palembang and Bogotá, the city with higher average temperature is Palembang.', 'answer': 'Palembang', 'candidate': 'Bogotá'}
{'statement': 'Between Yakutsk and Vientiane, the city with higher average temperature is Vientiane.', 'answer': 'Vientiane', 'candidate': 'Yakutsk'}
{'statement': 'Between Christchurch and Niamey, the city with higher average temperature is Niamey.', 'answer': 'Niamey', 'candidate': 'Christchurch'}
{'statement': 'Between Omaha and Manaus, the city with higher average temperature is Manaus.', 'answer': 'Manaus', 'candidate': 'Omaha'}
{'statement': 'Between Surabaya and Milwaukee, the city with higher average temperature is Surabaya.', 'answer': 'Surabaya', 'candidate': 'Milwaukee'}
{'statement': 'Between Yaoundé and Bucharest, the city with higher average temperature is Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Bucharest'}
{'statement': 'Between Ushuaia and Conakry, the city with higher average temperature is Conakry.', 'answer': 'Conakry', 'candidate': 'Ushuaia'}
{'statement': 'Between Maputo and Copenhagen, the city with higher average temperature is Maputo.', 'answer': 'Maputo', 'candidate': 'Copenhagen'}
{'statement': 'Between Bergen and Cairo, the city with higher average temperature is Cairo.', 'answer': 'Cairo', 'candidate': 'Bergen'}
{'statement': 'Between Minneapolis and Honolulu, the city with higher average temperature is Honolulu.', 'answer': 'Honolulu', 'candidate': 'Minneapolis'}
{'statement': 'Between Tucson and Pittsburgh, the city with higher average temperature is Tucson.', 'answer': 'Tucson', 'candidate': 'Pittsburgh'}
{'statement': 'Between Lyon and Willemstad, the city with higher average temperature is Willemstad.', 'answer': 'Willemstad', 'candidate': 'Lyon'}
{'statement': 'Between Ouahigouya and Kabul, the city with higher average temperature is Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Kabul'}
{'statement': 'Between Rome and San Juan, the city with higher average temperature is San Juan.', 'answer': 'San Juan', 'candidate': 'Rome'}
{'statement': 'Between Sokoto and Algiers, the city with higher average temperature is Sokoto.', 'answer': 'Sokoto', 'candidate': 'Algiers'}
{'statement': 'Between Frankfurt and Palembang, the city with higher average temperature is Palembang.', 'answer': 'Palembang', 'candidate': 'Frankfurt'}
{'statement': 'Between Yakutsk and Yerevan, the city with higher average temperature is Yerevan.', 'answer': 'Yerevan', 'candidate': 'Yakutsk'}
{'statement': 'Between Saskatoon and Monterrey, the city with higher average temperature is Monterrey.', 'answer': 'Monterrey', 'candidate': 'Saskatoon'}
{'statement': 'Between La Ceiba and Almaty, the city with higher average temperature is La Ceiba.', 'answer': 'La Ceiba', 'candidate': 'Almaty'}
{'statement': 'Between Bergen and Surabaya, the city with higher average temperature is Surabaya.', 'answer': 'Surabaya', 'candidate': 'Bergen'}
{'statement': 'Between Cotonou and Lhasa, the city with higher average temperature is Cotonou.', 'answer': 'Cotonou', 'candidate': 'Lhasa'}
{'statement': 'Between Barranquilla and Campos do Jordão, the city with higher average temperature is Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Campos do Jordão'}
{'statement': 'Between Novosibirsk and Bata, the city with higher average temperature is Bata.', 'answer': 'Bata', 'candidate': 'Novosibirsk'}
{'statement': 'Between Curitiba and Anchorage, the city with higher average temperature is Curitiba.', 'answer': 'Curitiba', 'candidate': 'Anchorage'}
{'statement': 'Between Honolulu and Bratislava, the city with higher average temperature is Honolulu.', 'answer': 'Honolulu', 'candidate': 'Bratislava'}
{'statement': 'Between Cabo San Lucas and Chicago, the city with higher average temperature is Cabo San Lucas.', 'answer': 'Cabo San Lucas', 'candidate': 'Chicago'}
{'statement': 'Between Toamasina and Zürich, the city with higher average temperature is Toamasina.', 'answer': 'Toamasina', 'candidate': 'Zürich'}
{'statement': 'Between Honolulu and Campos do Jordão, the city with higher average temperature is Honolulu.', 'answer': 'Honolulu', 'candidate': 'Campos do Jordão'}
{'statement': 'Between Lake Havasu City and Lyon, the city with higher average temperature is Lake Havasu City.', 'answer': 'Lake Havasu City', 'candidate': 'Lyon'}
{'statement': 'Between Palembang and Omaha, the city with higher average temperature is Palembang.', 'answer': 'Palembang', 'candidate': 'Omaha'}
{'statement': 'Between Valencia and Ouahigouya, the city with higher average temperature is Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Valencia'}
{'statement': 'Between Hanoi and Nur-Sultan, the city with higher average temperature is Hanoi.', 'answer': 'Hanoi', 'candidate': 'Nur-Sultan'}
{'statement': 'Between Murmansk and Kuwait City, the city with higher average temperature is Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Murmansk'}
{'statement': 'Between Omaha and La Paz, the city with higher average temperature is La Paz.', 'answer': 'La Paz', 'candidate': 'Omaha'}
{'statement': 'Between Ulaanbaatar and Brisbane, the city with higher average temperature is Brisbane.', 'answer': 'Brisbane', 'candidate': 'Ulaanbaatar'}
{'statement': 'Between Rome and Garissa, the city with higher average temperature is Garissa.', 'answer': 'Garissa', 'candidate': 'Rome'}
{'statement': 'Between Lahore and Omaha, the city with higher average temperature is Lahore.', 'answer': 'Lahore', 'candidate': 'Omaha'}
{'statement': 'Between Juba and Melbourne, the city with higher average temperature is Juba.', 'answer': 'Juba', 'candidate': 'Melbourne'}
{'statement': 'Between Caracas and Amsterdam, the city with higher average temperature is Caracas.', 'answer': 'Caracas', 'candidate': 'Amsterdam'}
{'statement': 'Between Karachi and Reykjavík, the city with higher average temperature is Karachi.', 'answer': 'Karachi', 'candidate': 'Reykjavík'}
{'statement': 'Between Moscow and La Paz, the city with higher average temperature is La Paz.', 'answer': 'La Paz', 'candidate': 'Moscow'}
{'statement': 'Between Bishkek and Toliara, the city with higher average temperature is Toliara.', 'answer': 'Toliara', 'candidate': 'Bishkek'}
{'statement': 'Between Karachi and Copenhagen, the city with higher average temperature is Karachi.', 'answer': 'Karachi', 'candidate': 'Copenhagen'}
{'statement': 'Between Erbil and Zürich, the city with higher average temperature is Erbil.', 'answer': 'Erbil', 'candidate': 'Zürich'}
{'statement': 'Between Ankara and Toliara, the city with higher average temperature is Toliara.', 'answer': 'Toliara', 'candidate': 'Ankara'}
{'statement': 'Between Harare and Río Gallegos, the city with higher average temperature is Harare.', 'answer': 'Harare', 'candidate': 'Río Gallegos'}
{'statement': 'Between Irkutsk and Shanghai, the city with higher average temperature is Shanghai.', 'answer': 'Shanghai', 'candidate': 'Irkutsk'}
{'statement': 'Between Lviv and Yakutsk, the city with higher average temperature is Lviv.', 'answer': 'Lviv', 'candidate': 'Yakutsk'}
{'statement': 'Between Córdoba and Bangkok, the city with higher average temperature is Bangkok.', 'answer': 'Bangkok', 'candidate': 'Córdoba'}
{'statement': 'Between Erzurum and Darwin, the city with higher average temperature is Darwin.', 'answer': 'Darwin', 'candidate': 'Erzurum'}
{'statement': 'Between Calgary and Conakry, the city with higher average temperature is Conakry.', 'answer': 'Conakry', 'candidate': 'Calgary'}
{'statement': 'Between Ljubljana and Mandalay, the city with higher average temperature is Mandalay.', 'answer': 'Mandalay', 'candidate': 'Ljubljana'}
{'statement': 'Between Karachi and Zagreb, the city with higher average temperature is Karachi.', 'answer': 'Karachi', 'candidate': 'Zagreb'}
{'statement': 'Between Darwin and Vladivostok, the city with higher average temperature is Darwin.', 'answer': 'Darwin', 'candidate': 'Vladivostok'}
{'statement': 'Between La Paz and Minsk, the city with higher average temperature is La Paz.', 'answer': 'La Paz', 'candidate': 'Minsk'}
{'statement': 'Between Nairobi and Bergen, the city with higher average temperature is Nairobi.', 'answer': 'Nairobi', 'candidate': 'Bergen'}
{'statement': 'Between London and Fairbanks, the city with higher average temperature is London.', 'answer': 'London', 'candidate': 'Fairbanks'}
{'statement': 'Between Moscow and Durban, the city with higher average temperature is Durban.', 'answer': 'Durban', 'candidate': 'Moscow'}
{'statement': 'Between Tabora and Ulaanbaatar, the city with higher average temperature is Tabora.', 'answer': 'Tabora', 'candidate': 'Ulaanbaatar'}
{'statement': 'Between San Juan and Novosibirsk, the city with higher average temperature is San Juan.', 'answer': 'San Juan', 'candidate': 'Novosibirsk'}
{'statement': 'Between Bogotá and Calgary, the city with higher average temperature is Bogotá.', 'answer': 'Bogotá', 'candidate': 'Calgary'}
{'statement': 'Between Tashkent and Belize City, the city with higher average temperature is Belize City.', 'answer': 'Belize City', 'candidate': 'Tashkent'}
{'statement': 'Between Antsiranana and Albuquerque, the city with higher average temperature is Antsiranana.', 'answer': 'Antsiranana', 'candidate': 'Albuquerque'}
{'statement': 'Between Bujumbura and Toronto, the city with higher average temperature is Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Toronto'}
{'statement': 'Between Nouakchott and Melbourne, the city with higher average temperature is Nouakchott.', 'answer': 'Nouakchott', 'candidate': 'Melbourne'}
{'statement': 'Between Mumbai and Hobart, the city with higher average temperature is Mumbai.', 'answer': 'Mumbai', 'candidate': 'Hobart'}
{'statement': 'Between Buenos Aires and Moscow, the city with higher average temperature is Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Moscow'}
{'statement': 'Between Yerevan and Ulaanbaatar, the city with higher average temperature is Yerevan.', 'answer': 'Yerevan', 'candidate': 'Ulaanbaatar'}
{'statement': 'Between Melbourne and San Juan, the city with higher average temperature is San Juan.', 'answer': 'San Juan', 'candidate': 'Melbourne'}
{'statement': 'Between Vladivostok and Chihuahua, the city with higher average temperature is Chihuahua.', 'answer': 'Chihuahua', 'candidate': 'Vladivostok'}
{'statement': 'Between Vladivostok and Djibouti, the city with higher average temperature is Djibouti.', 'answer': 'Djibouti', 'candidate': 'Vladivostok'}
{'statement': 'Between Lviv and Fairbanks, the city with higher average temperature is Lviv.', 'answer': 'Lviv', 'candidate': 'Fairbanks'}
{'statement': 'Between Amsterdam and Pontianak, the city with higher average temperature is Pontianak.', 'answer': 'Pontianak', 'candidate': 'Amsterdam'}
{'statement': 'Between Florianópolis and Saskatoon, the city with higher average temperature is Florianópolis.', 'answer': 'Florianópolis', 'candidate': 'Saskatoon'}
{'statement': 'Between Lagos and London, the city with higher average temperature is Lagos.', 'answer': 'Lagos', 'candidate': 'London'}
{'statement': 'Between Quito and Reykjavík, the city with higher average temperature is Quito.', 'answer': 'Quito', 'candidate': 'Reykjavík'}
{'statement': 'Between Cairo and Ürümqi, the city with higher average temperature is Cairo.', 'answer': 'Cairo', 'candidate': 'Ürümqi'}
{'statement': 'Between Barranquilla and Christchurch, the city with higher average temperature is Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Christchurch'}
{'statement': 'Between Yakutsk and Benghazi, the city with higher average temperature is Benghazi.', 'answer': 'Benghazi', 'candidate': 'Yakutsk'}
{'statement': 'Between Pittsburgh and Dodoma, the city with higher average temperature is Dodoma.', 'answer': 'Dodoma', 'candidate': 'Pittsburgh'}
{'statement': 'Between Sucre and Barranquilla, the city with higher average temperature is Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Sucre'}
{'statement': 'Between Bujumbura and Almaty, the city with higher average temperature is Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Almaty'}
{'statement': 'Between Baltimore and Bangui, the city with higher average temperature is Bangui.', 'answer': 'Bangui', 'candidate': 'Baltimore'}
{'statement': 'Between Monterrey and Brussels, the city with higher average temperature is Monterrey.', 'answer': 'Monterrey', 'candidate': 'Brussels'}
{'statement': 'Between Antofagasta and Willemstad, the city with higher average temperature is Willemstad.', 'answer': 'Willemstad', 'candidate': 'Antofagasta'}
{'statement': 'Between Almaty and Lomé, the city with higher average temperature is Lomé.', 'answer': 'Lomé', 'candidate': 'Almaty'}
{'statement': 'Between Juba and Palmerston North, the city with higher average temperature is Juba.', 'answer': 'Juba', 'candidate': 'Palmerston North'}
{'statement': 'Between San Salvador and Punta Arenas, the city with higher average temperature is San Salvador.', 'answer': 'San Salvador', 'candidate': 'Punta Arenas'}
{'statement': 'Between Belgrade and Garissa, the city with higher average temperature is Garissa.', 'answer': 'Garissa', 'candidate': 'Belgrade'}
