{'statement': 'You are looking for a small city to visit. Between Rome and San Juan, you should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Rome'}
{'statement': 'You are looking for a small city to visit. Between Douala and Port-Gentil, you should visit Port-Gentil.', 'answer': 'Port-Gentil', 'candidate': 'Douala'}
{'statement': 'You are looking for a small city to visit. Between Santiago and Dublin, you should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Santiago'}
{'statement': 'You are looking for a small city to visit. Between Hanoi and Bratislava, you should visit Bratislava.', 'answer': 'Bratislava', 'candidate': 'Hanoi'}
{'statement': 'You are looking for a small city to visit. Between Dar es Salaam and Lusaka, you should visit Lusaka.', 'answer': 'Lusaka', 'candidate': 'Dar es Salaam'}
{'statement': 'You are looking for a small city to visit. Between Cairo and Mahajanga, you should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Cairo'}
{'statement': 'You are looking for a small city to visit. Between Shanghai and Pretoria, you should visit Pretoria.', 'answer': 'Pretoria', 'candidate': 'Shanghai'}
{'statement': 'You are looking for a small city to visit. Between Shanghai and Lisbon, you should visit Lisbon.', 'answer': 'Lisbon', 'candidate': 'Shanghai'}
{'statement': 'You are looking for a small city to visit. Between Lagos and Porto Alegre, you should visit Porto Alegre.', 'answer': 'Porto Alegre', 'candidate': 'Lagos'}
{'statement': 'You are looking for a small city to visit. Between Kuwait City and La Paz, you should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Kuwait City'}
{'statement': 'You are looking for a small city to visit. Between Saint Petersburg and Lyon, you should visit Lyon.', 'answer': 'Lyon', 'candidate': 'Saint Petersburg'}
{'statement': 'You are looking for a small city to visit. Between London and Zagreb, you should visit Zagreb.', 'answer': 'Zagreb', 'candidate': 'London'}
{'statement': 'You are looking for a small city to visit. Between Kunming and Asmara, you should visit Asmara.', 'answer': 'Asmara', 'candidate': 'Kunming'}
{'statement': 'You are looking for a small city to visit. Between Cairo and Phoenix, you should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Cairo'}
{'statement': 'You are looking for a small city to visit. Between Lahore and Managua, you should visit Managua.', 'answer': 'Managua', 'candidate': 'Lahore'}
{'statement': 'You are looking for a small city to visit. Between Chicago and Viedma, you should visit Viedma.', 'answer': 'Viedma', 'candidate': 'Chicago'}
{'statement': 'You are looking for a small city to visit. Between Buenos Aires and Ottawa, you should visit Ottawa.', 'answer': 'Ottawa', 'candidate': 'Buenos Aires'}
{'statement': 'You are looking for a small city to visit. Between Medellín and Viedma, you should visit Viedma.', 'answer': 'Viedma', 'candidate': 'Medellín'}
{'statement': 'You are looking for a small city to visit. Between Lima and Hobart, you should visit Hobart.', 'answer': 'Hobart', 'candidate': 'Lima'}
{'statement': 'You are looking for a small city to visit. Between Ho Chi Minh City and Tripoli, you should visit Tripoli.', 'answer': 'Tripoli', 'candidate': 'Ho Chi Minh City'}
{'statement': 'You are looking for a small city to visit. Between San Diego and Nouadhibou, you should visit Nouadhibou.', 'answer': 'Nouadhibou', 'candidate': 'San Diego'}
{'statement': 'You are looking for a small city to visit. Between Jakarta and Tauranga, you should visit Tauranga.', 'answer': 'Tauranga', 'candidate': 'Jakarta'}
{'statement': 'You are looking for a small city to visit. Between Riyadh and Conakry, you should visit Conakry.', 'answer': 'Conakry', 'candidate': 'Riyadh'}
{'statement': 'You are looking for a small city to visit. Between Ankara and Damascus, you should visit Damascus.', 'answer': 'Damascus', 'candidate': 'Ankara'}
{'statement': 'You are looking for a small city to visit. Between Berlin and Milan, you should visit Milan.', 'answer': 'Milan', 'candidate': 'Berlin'}
{'statement': 'You are looking for a small city to visit. Between Johannesburg and Baltimore, you should visit Baltimore.', 'answer': 'Baltimore', 'candidate': 'Johannesburg'}
{'statement': 'You are looking for a small city to visit. Between London and Yinchuan, you should visit Yinchuan.', 'answer': 'Yinchuan', 'candidate': 'London'}
{'statement': 'You are looking for a small city to visit. Between Houston and Lhasa, you should visit Lhasa.', 'answer': 'Lhasa', 'candidate': 'Houston'}
{'statement': 'You are looking for a small city to visit. Between Phoenix and Dodoma, you should visit Dodoma.', 'answer': 'Dodoma', 'candidate': 'Phoenix'}
{'statement': 'You are looking for a small city to visit. Between Shanghai and Manaus, you should visit Manaus.', 'answer': 'Manaus', 'candidate': 'Shanghai'}
{'statement': 'You are looking for a small city to visit. Between Minneapolis and Piura, you should visit Piura.', 'answer': 'Piura', 'candidate': 'Minneapolis'}
{'statement': 'You are looking for a small city to visit. Between Baku and Reykjavík, you should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Baku'}
{'statement': 'You are looking for a small city to visit. Between Medellín and Port Sudan, you should visit Port Sudan.', 'answer': 'Port Sudan', 'candidate': 'Medellín'}
{'statement': 'You are looking for a small city to visit. Between Shanghai and Thiès, you should visit Thiès.', 'answer': 'Thiès', 'candidate': 'Shanghai'}
{'statement': 'You are looking for a small city to visit. Between Riyadh and Bujumbura, you should visit Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Riyadh'}
{'statement': 'You are looking for a small city to visit. Between Lima and Perth, you should visit Perth.', 'answer': 'Perth', 'candidate': 'Lima'}
{'statement': 'You are looking for a small city to visit. Between Luanda and Tauranga, you should visit Tauranga.', 'answer': 'Tauranga', 'candidate': 'Luanda'}
{'statement': 'You are looking for a small city to visit. Between Hanoi and Entebbe, you should visit Entebbe.', 'answer': 'Entebbe', 'candidate': 'Hanoi'}
{'statement': 'You are looking for a small city to visit. Between Manila and Tripoli, you should visit Tripoli.', 'answer': 'Tripoli', 'candidate': 'Manila'}
{'statement': 'You are looking for a small city to visit. Between Guadalajara and Minneapolis, you should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Guadalajara'}
{'statement': 'You are looking for a small city to visit. Between Bangkok and Bogotá, you should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Bangkok'}
{'statement': 'You are looking for a small city to visit. Between Los Angeles and Hanoi, you should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Los Angeles'}
{'statement': 'You are looking for a small city to visit. Between Beijing and Tauranga, you should visit Tauranga.', 'answer': 'Tauranga', 'candidate': 'Beijing'}
{'statement': 'You are looking for a small city to visit. Between Hanoi and Irkutsk, you should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Hanoi'}
{'statement': 'You are looking for a small city to visit. Between Lahore and Ushuaia, you should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Lahore'}
{'statement': 'You are looking for a small city to visit. Between Alexandria and Belgrade, you should visit Belgrade.', 'answer': 'Belgrade', 'candidate': 'Alexandria'}
{'statement': 'You are looking for a small city to visit. Between Beijing and Palembang, you should visit Palembang.', 'answer': 'Palembang', 'candidate': 'Beijing'}
{'statement': 'You are looking for a small city to visit. Between Berlin and Rangpur, you should visit Rangpur.', 'answer': 'Rangpur', 'candidate': 'Berlin'}
{'statement': 'You are looking for a small city to visit. Between Monterrey and Ségou, you should visit Ségou.', 'answer': 'Ségou', 'candidate': 'Monterrey'}
{'statement': 'You are looking for a small city to visit. Between Houston and Viedma, you should visit Viedma.', 'answer': 'Viedma', 'candidate': 'Houston'}
{'statement': 'You are looking for a small city to visit. Between Cairo and Lomé, you should visit Lomé.', 'answer': 'Lomé', 'candidate': 'Cairo'}
{'statement': 'You are looking for a small city to visit. Between Brisbane and Piura, you should visit Piura.', 'answer': 'Piura', 'candidate': 'Brisbane'}
{'statement': 'You are looking for a small city to visit. Between Brasília and Frankfurt, you should visit Frankfurt.', 'answer': 'Frankfurt', 'candidate': 'Brasília'}
{'statement': 'You are looking for a small city to visit. Between Baghdad and Yerevan, you should visit Yerevan.', 'answer': 'Yerevan', 'candidate': 'Baghdad'}
{'statement': 'You are looking for a small city to visit. Between Chicago and Yakutsk, you should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Chicago'}
{'statement': 'You are looking for a small city to visit. Between Toronto and Sapporo, you should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'Toronto'}
{'statement': 'You are looking for a small city to visit. Between Moscow and Rangpur, you should visit Rangpur.', 'answer': 'Rangpur', 'candidate': 'Moscow'}
{'statement': 'You are looking for a small city to visit. Between Nairobi and Zürich, you should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Nairobi'}
{'statement': 'You are looking for a small city to visit. Between Hanoi and Toamasina, you should visit Toamasina.', 'answer': 'Toamasina', 'candidate': 'Hanoi'}
{'statement': 'You are looking for a small city to visit. Between Karachi and Kunming, you should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Karachi'}
{'statement': 'You are looking for a small city to visit. Between Lagos and Reykjavík, you should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Lagos'}
{'statement': 'You are looking for a small city to visit. Between Mexico City and Beirut, you should visit Beirut.', 'answer': 'Beirut', 'candidate': 'Mexico City'}
{'statement': 'You are looking for a small city to visit. Between Tampa and Durban, you should visit Durban.', 'answer': 'Durban', 'candidate': 'Tampa'}
{'statement': 'You are looking for a small city to visit. Between Moscow and Yakutsk, you should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Moscow'}
{'statement': 'You are looking for a small city to visit. Between Bogotá and Ankara, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Bogotá'}
{'statement': 'You are looking for a small city to visit. Between Lahore and Tashkent, you should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Lahore'}
{'statement': 'You are looking for a small city to visit. Between Brasília and Suva, you should visit Suva.', 'answer': 'Suva', 'candidate': 'Brasília'}
{'statement': 'You are looking for a small city to visit. Between Sydney and Willemstad, you should visit Willemstad.', 'answer': 'Willemstad', 'candidate': 'Sydney'}
{'statement': 'You are looking for a small city to visit. Between London and San José, you should visit San José.', 'answer': 'San José', 'candidate': 'London'}
{'statement': 'You are looking for a small city to visit. Between Guangzhou and Bangkok, you should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Guangzhou'}
{'statement': 'You are looking for a small city to visit. Between Bogotá and Piura, you should visit Piura.', 'answer': 'Piura', 'candidate': 'Bogotá'}
{'statement': 'You are looking for a small city to visit. Between Rome and La Ceiba, you should visit La Ceiba.', 'answer': 'La Ceiba', 'candidate': 'Rome'}
{'statement': 'You are looking for a small city to visit. Between Lagos and Suva, you should visit Suva.', 'answer': 'Suva', 'candidate': 'Lagos'}
{'statement': 'You are looking for a small city to visit. Between Bangkok and Tashkent, you should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Bangkok'}
{'statement': 'You are looking for a small city to visit. Between Lima and Christchurch, you should visit Christchurch.', 'answer': 'Christchurch', 'candidate': 'Lima'}
{'statement': 'You are looking for a small city to visit. Between Dar es Salaam and Bangui, you should visit Bangui.', 'answer': 'Bangui', 'candidate': 'Dar es Salaam'}
{'statement': 'You are looking for a small city to visit. Between Nairobi and Suwałki, you should visit Suwałki.', 'answer': 'Suwałki', 'candidate': 'Nairobi'}
{'statement': 'You are looking for a small city to visit. Between Chicago and Kuwait City, you should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Chicago'}
{'statement': 'You are looking for a small city to visit. Between Fukuoka and Cabo San Lucas, you should visit Cabo San Lucas.', 'answer': 'Cabo San Lucas', 'candidate': 'Fukuoka'}
{'statement': 'You are looking for a small city to visit. Between Mumbai and Mendoza, you should visit Mendoza.', 'answer': 'Mendoza', 'candidate': 'Mumbai'}
{'statement': 'You are looking for a small city to visit. Between Guangzhou and Punta Arenas, you should visit Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Guangzhou'}
{'statement': 'You are looking for a small city to visit. Between Nairobi and Fianarantsoa, you should visit Fianarantsoa.', 'answer': 'Fianarantsoa', 'candidate': 'Nairobi'}
{'statement': 'You are looking for a small city to visit. Between Ho Chi Minh City and Bogotá, you should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Ho Chi Minh City'}
{'statement': 'You are looking for a small city to visit. Between Buenos Aires and Paramaribo, you should visit Paramaribo.', 'answer': 'Paramaribo', 'candidate': 'Buenos Aires'}
{'statement': 'You are looking for a small city to visit. Between Brasília and Ouahigouya, you should visit Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Brasília'}
{'statement': 'You are looking for a small city to visit. Between Mumbai and Albuquerque, you should visit Albuquerque.', 'answer': 'Albuquerque', 'candidate': 'Mumbai'}
{'statement': 'You are looking for a small city to visit. Between Santiago and Beirut, you should visit Beirut.', 'answer': 'Beirut', 'candidate': 'Santiago'}
{'statement': 'You are looking for a small city to visit. Between Sydney and San José, you should visit San José.', 'answer': 'San José', 'candidate': 'Sydney'}
{'statement': 'You are looking for a small city to visit. Between Chicago and Alexandria, you should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Chicago'}
{'statement': 'You are looking for a small city to visit. Between Guangzhou and Antsiranana, you should visit Antsiranana.', 'answer': 'Antsiranana', 'candidate': 'Guangzhou'}
{'statement': 'You are looking for a small city to visit. Between Lahore and Calgary, you should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Lahore'}
{'statement': 'You are looking for a small city to visit. Between Cairo and Aden, you should visit Aden.', 'answer': 'Aden', 'candidate': 'Cairo'}
{'statement': 'You are looking for a small city to visit. Between Chicago and Medellín, you should visit Medellín.', 'answer': 'Medellín', 'candidate': 'Chicago'}
{'statement': 'You are looking for a small city to visit. Between Guangzhou and Yerevan, you should visit Yerevan.', 'answer': 'Yerevan', 'candidate': 'Guangzhou'}
{'statement': 'You are looking for a small city to visit. Between Hanoi and Mendoza, you should visit Mendoza.', 'answer': 'Mendoza', 'candidate': 'Hanoi'}
{'statement': 'You are looking for a small city to visit. Between Ürümqi and San Juan, you should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Ürümqi'}
{'statement': 'You are looking for a small city to visit. Between Los Angeles and Kathmandu, you should visit Kathmandu.', 'answer': 'Kathmandu', 'candidate': 'Los Angeles'}
{'statement': 'You are looking for a small city to visit. Between Riyadh and Darwin, you should visit Darwin.', 'answer': 'Darwin', 'candidate': 'Riyadh'}
{'statement': 'You are looking for a small city to visit. Between Bangkok and Baltimore, you should visit Baltimore.', 'answer': 'Baltimore', 'candidate': 'Bangkok'}
{'statement': 'You are looking for a small city to visit. Between Baghdad and Auckland, you should visit Auckland.', 'answer': 'Auckland', 'candidate': 'Baghdad'}
{'statement': 'You are looking for a small city to visit. Between Ankara and Hamilton, you should visit Hamilton.', 'answer': 'Hamilton', 'candidate': 'Ankara'}
{'statement': 'You are looking for a small city to visit. Between Buenos Aires and San Antonio, you should visit San Antonio.', 'answer': 'San Antonio', 'candidate': 'Buenos Aires'}
{'statement': 'You are looking for a small city to visit. Between Alexandria and Brussels, you should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Alexandria'}
{'statement': 'You are looking for a small city to visit. Between Guangzhou and Brisbane, you should visit Brisbane.', 'answer': 'Brisbane', 'candidate': 'Guangzhou'}
{'statement': 'You are looking for a small city to visit. Between Lahore and San José, you should visit San José.', 'answer': 'San José', 'candidate': 'Lahore'}
{'statement': 'You are looking for a small city to visit. Between Nairobi and Ulaanbaatar, you should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Nairobi'}
{'statement': 'You are looking for a small city to visit. Between Guadalajara and Halifax, you should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Guadalajara'}
{'statement': 'You are looking for a small city to visit. Between Surabaya and Palermo, you should visit Palermo.', 'answer': 'Palermo', 'candidate': 'Surabaya'}
{'statement': 'You are looking for a small city to visit. Between Sydney and Malabo, you should visit Malabo.', 'answer': 'Malabo', 'candidate': 'Sydney'}
{'statement': 'You are looking for a small city to visit. Between Berlin and Oslo, you should visit Oslo.', 'answer': 'Oslo', 'candidate': 'Berlin'}
{'statement': 'You are looking for a small city to visit. Between Los Angeles and Skopje, you should visit Skopje.', 'answer': 'Skopje', 'candidate': 'Los Angeles'}
{'statement': 'You are looking for a small city to visit. Between Mumbai and Houston, you should visit Houston.', 'answer': 'Houston', 'candidate': 'Mumbai'}
{'statement': 'You are looking for a small city to visit. Between Surabaya and Nur-Sultan, you should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Surabaya'}
{'statement': 'You are looking for a small city to visit. Between Mumbai and Milan, you should visit Milan.', 'answer': 'Milan', 'candidate': 'Mumbai'}
{'statement': 'You are looking for a small city to visit. Between Algiers and Mahajanga, you should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Algiers'}
{'statement': 'You are looking for a small city to visit. Between Mumbai and Surabaya, you should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Mumbai'}
{'statement': 'You are looking for a small city to visit. Between Toronto and Ouahigouya, you should visit Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Toronto'}
{'statement': 'You are looking for a small city to visit. Between Phoenix and Panama City, you should visit Panama City.', 'answer': 'Panama City', 'candidate': 'Phoenix'}
{'statement': 'You are looking for a small city to visit. Between San Diego and Dodoma, you should visit Dodoma.', 'answer': 'Dodoma', 'candidate': 'San Diego'}
{'statement': 'You are looking for a small city to visit. Between Alexandria and Omaha, you should visit Omaha.', 'answer': 'Omaha', 'candidate': 'Alexandria'}
{'statement': 'You are looking for a small city to visit. Between Jakarta and Baltimore, you should visit Baltimore.', 'answer': 'Baltimore', 'candidate': 'Jakarta'}
{'statement': 'You are looking for a small city to visit. Between Johannesburg and Milwaukee, you should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Johannesburg'}
{'statement': 'You are looking for a small city to visit. Between Buenos Aires and Kunming, you should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Buenos Aires'}
{'statement': 'You are looking for a small city to visit. Between Ho Chi Minh City and El Paso, you should visit El Paso.', 'answer': 'El Paso', 'candidate': 'Ho Chi Minh City'}
{'statement': 'You are looking for a small city to visit. Between Alexandria and Kampala, you should visit Kampala.', 'answer': 'Kampala', 'candidate': 'Alexandria'}
{'statement': 'You are looking for a small city to visit. Between Phnom Penh and Campos do Jordão, you should visit Campos do Jordão.', 'answer': 'Campos do Jordão', 'candidate': 'Phnom Penh'}
{'statement': 'You are looking for a small city to visit. Between Monterrey and Belgrade, you should visit Belgrade.', 'answer': 'Belgrade', 'candidate': 'Monterrey'}
{'statement': 'You are looking for a small city to visit. Between Tampa and Sokoto, you should visit Sokoto.', 'answer': 'Sokoto', 'candidate': 'Tampa'}
{'statement': 'You are looking for a small city to visit. Between Riyadh and Panama City, you should visit Panama City.', 'answer': 'Panama City', 'candidate': 'Riyadh'}
{'statement': 'You are looking for a small city to visit. Between Karachi and Lyon, you should visit Lyon.', 'answer': 'Lyon', 'candidate': 'Karachi'}
{'statement': 'You are looking for a small city to visit. Between Kano and Fianarantsoa, you should visit Fianarantsoa.', 'answer': 'Fianarantsoa', 'candidate': 'Kano'}
{'statement': 'You are looking for a small city to visit. Between Ankara and Bata, you should visit Bata.', 'answer': 'Bata', 'candidate': 'Ankara'}
{'statement': 'You are looking for a small city to visit. Between Johannesburg and Lusaka, you should visit Lusaka.', 'answer': 'Lusaka', 'candidate': 'Johannesburg'}
{'statement': 'You are looking for a small city to visit. Between Cairo and Hanoi, you should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Cairo'}
{'statement': 'You are looking for a small city to visit. Between Douala and Punta Arenas, you should visit Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Douala'}
{'statement': 'You are looking for a small city to visit. Between Mumbai and Rangpur, you should visit Rangpur.', 'answer': 'Rangpur', 'candidate': 'Mumbai'}
{'statement': 'You are looking for a small city to visit. Between Surabaya and Kampala, you should visit Kampala.', 'answer': 'Kampala', 'candidate': 'Surabaya'}
{'statement': 'You are looking for a small city to visit. Between Baghdad and Halifax, you should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Baghdad'}
{'statement': 'You are looking for a small city to visit. Between Ankara and Fairbanks, you should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Ankara'}
{'statement': 'You are looking for a small city to visit. Between Algiers and Tauranga, you should visit Tauranga.', 'answer': 'Tauranga', 'candidate': 'Algiers'}
{'statement': 'You are looking for a small city to visit. Between Paris and Albuquerque, you should visit Albuquerque.', 'answer': 'Albuquerque', 'candidate': 'Paris'}
{'statement': 'You are looking for a small city to visit. Between Chicago and Vladivostok, you should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Chicago'}
{'statement': 'You are looking for a small city to visit. Between Chicago and Fukuoka, you should visit Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'Chicago'}
{'statement': 'You are looking for a small city to visit. Between Minneapolis and Podgorica, you should visit Podgorica.', 'answer': 'Podgorica', 'candidate': 'Minneapolis'}
{'statement': 'You are looking for a small city to visit. Between Bogotá and Erbil, you should visit Erbil.', 'answer': 'Erbil', 'candidate': 'Bogotá'}
{'statement': 'You are looking for a small city to visit. Between Manila and Valencia, you should visit Valencia.', 'answer': 'Valencia', 'candidate': 'Manila'}
{'statement': 'You are looking for a small city to visit. Between Kunming and Bucharest, you should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Kunming'}
{'statement': 'You are looking for a small city to visit. Between Mexico City and Denver, you should visit Denver.', 'answer': 'Denver', 'candidate': 'Mexico City'}
{'statement': 'You are looking for a small city to visit. Between Los Angeles and Florianópolis, you should visit Florianópolis.', 'answer': 'Florianópolis', 'candidate': 'Los Angeles'}
{'statement': 'You are looking for a small city to visit. Between Kuwait City and La Serena, you should visit La Serena.', 'answer': 'La Serena', 'candidate': 'Kuwait City'}
{'statement': 'You are looking for a small city to visit. Between Beijing and Bishkek, you should visit Bishkek.', 'answer': 'Bishkek', 'candidate': 'Beijing'}
{'statement': 'You are looking for a small city to visit. Between Santiago and Minneapolis, you should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Santiago'}
{'statement': 'You are looking for a small city to visit. Between Tampa and Saskatoon, you should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Tampa'}
{'statement': 'You are looking for a small city to visit. Between Paris and Kampala, you should visit Kampala.', 'answer': 'Kampala', 'candidate': 'Paris'}
{'statement': 'You are looking for a small city to visit. Between Nairobi and Halifax, you should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Nairobi'}
{'statement': 'You are looking for a small city to visit. Between Alexandria and Christchurch, you should visit Christchurch.', 'answer': 'Christchurch', 'candidate': 'Alexandria'}
{'statement': 'You are looking for a small city to visit. Between Sydney and Tauranga, you should visit Tauranga.', 'answer': 'Tauranga', 'candidate': 'Sydney'}
{'statement': 'You are looking for a small city to visit. Between Shanghai and Dodoma, you should visit Dodoma.', 'answer': 'Dodoma', 'candidate': 'Shanghai'}
{'statement': 'You are looking for a small city to visit. Between Los Angeles and Rabat, you should visit Rabat.', 'answer': 'Rabat', 'candidate': 'Los Angeles'}
{'statement': 'You are looking for a small city to visit. Between Berlin and Copenhagen, you should visit Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'Berlin'}
{'statement': 'You are looking for a small city to visit. Between Ho Chi Minh City and Willemstad, you should visit Willemstad.', 'answer': 'Willemstad', 'candidate': 'Ho Chi Minh City'}
{'statement': 'You are looking for a small city to visit. Between Nairobi and Bujumbura, you should visit Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Nairobi'}
{'statement': 'You are looking for a small city to visit. Between Kuwait City and Beirut, you should visit Beirut.', 'answer': 'Beirut', 'candidate': 'Kuwait City'}
{'statement': 'You are looking for a small city to visit. Between Houston and Omaha, you should visit Omaha.', 'answer': 'Omaha', 'candidate': 'Houston'}
{'statement': 'You are looking for a small city to visit. Between Guadalajara and Florianópolis, you should visit Florianópolis.', 'answer': 'Florianópolis', 'candidate': 'Guadalajara'}
{'statement': 'You are looking for a small city to visit. Between Manila and Kuwait City, you should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Manila'}
{'statement': 'You are looking for a small city to visit. Between Bangkok and Zürich, you should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Bangkok'}
{'statement': 'You are looking for a small city to visit. Between Hanoi and Tirana, you should visit Tirana.', 'answer': 'Tirana', 'candidate': 'Hanoi'}
{'statement': 'You are looking for a small city to visit. Between Shanghai and Tampa, you should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Shanghai'}
{'statement': 'You are looking for a small city to visit. Between Buenos Aires and Bucharest, you should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Buenos Aires'}
{'statement': 'You are looking for a small city to visit. Between Hanoi and Fairbanks, you should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Hanoi'}
{'statement': 'You are looking for a small city to visit. Between Guadalajara and Christchurch, you should visit Christchurch.', 'answer': 'Christchurch', 'candidate': 'Guadalajara'}
{'statement': 'You are looking for a small city to visit. Between Brasília and Punta Arenas, you should visit Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Brasília'}
{'statement': 'You are looking for a small city to visit. Between Algiers and Rabat, you should visit Rabat.', 'answer': 'Rabat', 'candidate': 'Algiers'}
{'statement': 'You are looking for a small city to visit. Between Mexico City and Cayenne, you should visit Cayenne.', 'answer': 'Cayenne', 'candidate': 'Mexico City'}
{'statement': 'You are looking for a small city to visit. Between Alexandria and Reykjavík, you should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Alexandria'}
{'statement': 'You are looking for a small city to visit. Between Luanda and Sucre, you should visit Sucre.', 'answer': 'Sucre', 'candidate': 'Luanda'}
{'statement': 'You are looking for a small city to visit. Between Alexandria and Parakou, you should visit Parakou.', 'answer': 'Parakou', 'candidate': 'Alexandria'}
{'statement': 'You are looking for a small city to visit. Between Paris and Caracas, you should visit Caracas.', 'answer': 'Caracas', 'candidate': 'Paris'}
{'statement': 'You are looking for a small city to visit. Between Guangzhou and Johannesburg, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Guangzhou'}
