{'statement': 'Between Guadalajara and Kansas City, the city with a larger population is Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Kansas City'}
{'statement': 'Between Lahore and Canberra, the city with a larger population is Lahore.', 'answer': 'Lahore', 'candidate': 'Canberra'}
{'statement': 'Between Jakarta and Yerevan, the city with a larger population is Jakarta.', 'answer': 'Jakarta', 'candidate': 'Yerevan'}
{'statement': 'Between London and Antofagasta, the city with a larger population is London.', 'answer': 'London', 'candidate': 'Antofagasta'}
{'statement': 'Between Dar es Salaam and La Paz, the city with a larger population is Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'La Paz'}
{'statement': 'Between Ankara and Garoua, the city with a larger population is Ankara.', 'answer': 'Ankara', 'candidate': 'Garoua'}
{'statement': 'Between Santiago and Mexicali, the city with a larger population is Santiago.', 'answer': 'Santiago', 'candidate': 'Mexicali'}
{'statement': 'Between Sydney and Perth, the city with a larger population is Sydney.', 'answer': 'Sydney', 'candidate': 'Perth'}
{'statement': 'Between Minneapolis and Bahía Blanca, the city with a larger population is Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Bahía Blanca'}
{'statement': 'Between Minneapolis and Lviv, the city with a larger population is Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Lviv'}
{'statement': 'Between Kabul and Tirana, the city with a larger population is Kabul.', 'answer': 'Kabul', 'candidate': 'Tirana'}
{'statement': 'Between Manila and Kathmandu, the city with a larger population is Manila.', 'answer': 'Manila', 'candidate': 'Kathmandu'}
{'statement': 'Between Lagos and Nouadhibou, the city with a larger population is Lagos.', 'answer': 'Lagos', 'candidate': 'Nouadhibou'}
{'statement': 'Between Los Angeles and San Salvador, the city with a larger population is Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'San Salvador'}
{'statement': 'Between Santiago and San José, the city with a larger population is Santiago.', 'answer': 'Santiago', 'candidate': 'San José'}
{'statement': 'Between Kuwait City and Kansas City, the city with a larger population is Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Kansas City'}
{'statement': 'Between Guangzhou and Valencia, the city with a larger population is Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Valencia'}
{'statement': 'Between Moscow and Dublin, the city with a larger population is Moscow.', 'answer': 'Moscow', 'candidate': 'Dublin'}
{'statement': 'Between Alexandria and San Antonio, the city with a larger population is Alexandria.', 'answer': 'Alexandria', 'candidate': 'San Antonio'}
{'statement': 'Between Paris and El Paso, the city with a larger population is Paris.', 'answer': 'Paris', 'candidate': 'El Paso'}
{'statement': 'Between Kano and Rangpur, the city with a larger population is Kano.', 'answer': 'Kano', 'candidate': 'Rangpur'}
{'statement': 'Between Monterrey and Saskatoon, the city with a larger population is Monterrey.', 'answer': 'Monterrey', 'candidate': 'Saskatoon'}
{'statement': 'Between Yaoundé and Suva, the city with a larger population is Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Suva'}
{'statement': 'Between Phoenix and Parakou, the city with a larger population is Phoenix.', 'answer': 'Phoenix', 'candidate': 'Parakou'}
{'statement': 'Between Dar es Salaam and La Ceiba, the city with a larger population is Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'La Ceiba'}
{'statement': 'Between Houston and Río Gallegos, the city with a larger population is Houston.', 'answer': 'Houston', 'candidate': 'Río Gallegos'}
{'statement': 'Between Mumbai and Ljubljana, the city with a larger population is Mumbai.', 'answer': 'Mumbai', 'candidate': 'Ljubljana'}
{'statement': 'Between Melbourne and Auckland, the city with a larger population is Melbourne.', 'answer': 'Melbourne', 'candidate': 'Auckland'}
{'statement': 'Between Lahore and Palmerston North, the city with a larger population is Lahore.', 'answer': 'Lahore', 'candidate': 'Palmerston North'}
{'statement': 'Between San Diego and Florianópolis, the city with a larger population is San Diego.', 'answer': 'San Diego', 'candidate': 'Florianópolis'}
{'statement': 'Between Ho Chi Minh City and Valencia, the city with a larger population is Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Valencia'}
{'statement': 'Between Melbourne and Tripoli, the city with a larger population is Melbourne.', 'answer': 'Melbourne', 'candidate': 'Tripoli'}
{'statement': 'Between Ankara and Tamanrasset, the city with a larger population is Ankara.', 'answer': 'Ankara', 'candidate': 'Tamanrasset'}
{'statement': 'Between Medellín and Suva, the city with a larger population is Medellín.', 'answer': 'Medellín', 'candidate': 'Suva'}
{'statement': 'Between Los Angeles and Thiès, the city with a larger population is Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Thiès'}
{'statement': 'Between Tashkent and Fairbanks, the city with a larger population is Tashkent.', 'answer': 'Tashkent', 'candidate': 'Fairbanks'}
{'statement': 'Between Cairo and Vladivostok, the city with a larger population is Cairo.', 'answer': 'Cairo', 'candidate': 'Vladivostok'}
{'statement': 'Between Perth and Port-Gentil, the city with a larger population is Perth.', 'answer': 'Perth', 'candidate': 'Port-Gentil'}
{'statement': 'Between Mumbai and Ndola, the city with a larger population is Mumbai.', 'answer': 'Mumbai', 'candidate': 'Ndola'}
{'statement': 'Between Yaoundé and Mahajanga, the city with a larger population is Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Mahajanga'}
{'statement': 'Between Jakarta and Napier, the city with a larger population is Jakarta.', 'answer': 'Jakarta', 'candidate': 'Napier'}
{'statement': 'Between Riyadh and Beirut, the city with a larger population is Riyadh.', 'answer': 'Riyadh', 'candidate': 'Beirut'}
{'statement': 'Between Johannesburg and Palembang, the city with a larger population is Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Palembang'}
{'statement': 'Between Monterrey and Sucre, the city with a larger population is Monterrey.', 'answer': 'Monterrey', 'candidate': 'Sucre'}
{'statement': 'Between Addis Ababa and Halifax, the city with a larger population is Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Halifax'}
{'statement': 'Between Los Angeles and Porto Alegre, the city with a larger population is Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Porto Alegre'}
{'statement': 'Between Houston and Bahía Blanca, the city with a larger population is Houston.', 'answer': 'Houston', 'candidate': 'Bahía Blanca'}
{'statement': 'Between Baghdad and Lhasa, the city with a larger population is Baghdad.', 'answer': 'Baghdad', 'candidate': 'Lhasa'}
{'statement': 'Between Riyadh and Douala, the city with a larger population is Riyadh.', 'answer': 'Riyadh', 'candidate': 'Douala'}
{'statement': 'Between Kabul and Panama City, the city with a larger population is Kabul.', 'answer': 'Kabul', 'candidate': 'Panama City'}
{'statement': 'Between Phoenix and Yakutsk, the city with a larger population is Phoenix.', 'answer': 'Phoenix', 'candidate': 'Yakutsk'}
{'statement': 'Between Shanghai and Alexandria, the city with a larger population is Shanghai.', 'answer': 'Shanghai', 'candidate': 'Alexandria'}
{'statement': 'Between Chicago and Porto Alegre, the city with a larger population is Chicago.', 'answer': 'Chicago', 'candidate': 'Porto Alegre'}
{'statement': 'Between Lahore and Tabora, the city with a larger population is Lahore.', 'answer': 'Lahore', 'candidate': 'Tabora'}
{'statement': 'Between Karachi and Asmara, the city with a larger population is Karachi.', 'answer': 'Karachi', 'candidate': 'Asmara'}
{'statement': 'Between Lagos and Ushuaia, the city with a larger population is Lagos.', 'answer': 'Lagos', 'candidate': 'Ushuaia'}
{'statement': 'Between Surabaya and Makassar, the city with a larger population is Surabaya.', 'answer': 'Surabaya', 'candidate': 'Makassar'}
{'statement': 'Between Algiers and Napier, the city with a larger population is Algiers.', 'answer': 'Algiers', 'candidate': 'Napier'}
{'statement': 'Between Guangzhou and Ouahigouya, the city with a larger population is Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Ouahigouya'}
{'statement': 'Between Moscow and Parakou, the city with a larger population is Moscow.', 'answer': 'Moscow', 'candidate': 'Parakou'}
{'statement': 'Between Alexandria and Copenhagen, the city with a larger population is Alexandria.', 'answer': 'Alexandria', 'candidate': 'Copenhagen'}
{'statement': 'Between Bogotá and Irkutsk, the city with a larger population is Bogotá.', 'answer': 'Bogotá', 'candidate': 'Irkutsk'}
{'statement': 'Between Denver and Napier, the city with a larger population is Denver.', 'answer': 'Denver', 'candidate': 'Napier'}
{'statement': 'Between Brasília and Hat Yai, the city with a larger population is Brasília.', 'answer': 'Brasília', 'candidate': 'Hat Yai'}
{'statement': 'Between Berlin and Dublin, the city with a larger population is Berlin.', 'answer': 'Berlin', 'candidate': 'Dublin'}
{'statement': 'Between Hanoi and Garissa, the city with a larger population is Hanoi.', 'answer': 'Hanoi', 'candidate': 'Garissa'}
{'statement': 'Between Ankara and Parakou, the city with a larger population is Ankara.', 'answer': 'Ankara', 'candidate': 'Parakou'}
{'statement': 'Between Tashkent and Malabo, the city with a larger population is Tashkent.', 'answer': 'Tashkent', 'candidate': 'Malabo'}
{'statement': 'Between Bangkok and Brussels, the city with a larger population is Bangkok.', 'answer': 'Bangkok', 'candidate': 'Brussels'}
{'statement': 'Between Paris and Vientiane, the city with a larger population is Paris.', 'answer': 'Paris', 'candidate': 'Vientiane'}
{'statement': 'Between Guadalajara and Pretoria, the city with a larger population is Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Pretoria'}
{'statement': 'Between Cairo and Ouahigouya, the city with a larger population is Cairo.', 'answer': 'Cairo', 'candidate': 'Ouahigouya'}
{'statement': 'Between Cairo and Belize City, the city with a larger population is Cairo.', 'answer': 'Cairo', 'candidate': 'Belize City'}
{'statement': 'Between Surabaya and Gabès, the city with a larger population is Surabaya.', 'answer': 'Surabaya', 'candidate': 'Gabès'}
{'statement': 'Between Brasília and Oslo, the city with a larger population is Brasília.', 'answer': 'Brasília', 'candidate': 'Oslo'}
{'statement': 'Between London and Lviv, the city with a larger population is London.', 'answer': 'London', 'candidate': 'Lviv'}
{'statement': 'Between Santiago and Calgary, the city with a larger population is Santiago.', 'answer': 'Santiago', 'candidate': 'Calgary'}
{'statement': 'Between Lahore and Yerevan, the city with a larger population is Lahore.', 'answer': 'Lahore', 'candidate': 'Yerevan'}
{'statement': 'Between Bogotá and Benghazi, the city with a larger population is Bogotá.', 'answer': 'Bogotá', 'candidate': 'Benghazi'}
{'statement': 'Between Alexandria and Ljubljana, the city with a larger population is Alexandria.', 'answer': 'Alexandria', 'candidate': 'Ljubljana'}
{'statement': 'Between Surabaya and Cotonou, the city with a larger population is Surabaya.', 'answer': 'Surabaya', 'candidate': 'Cotonou'}
{'statement': 'Between Addis Ababa and Cayenne, the city with a larger population is Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Cayenne'}
{'statement': 'Between Medellín and Napier, the city with a larger population is Medellín.', 'answer': 'Medellín', 'candidate': 'Napier'}
{'statement': 'Between Hanoi and Mandalay, the city with a larger population is Hanoi.', 'answer': 'Hanoi', 'candidate': 'Mandalay'}
{'statement': 'Between San Diego and Irkutsk, the city with a larger population is San Diego.', 'answer': 'San Diego', 'candidate': 'Irkutsk'}
{'statement': 'Between Monterrey and Caracas, the city with a larger population is Monterrey.', 'answer': 'Monterrey', 'candidate': 'Caracas'}
{'statement': 'Between London and Sokoto, the city with a larger population is London.', 'answer': 'London', 'candidate': 'Sokoto'}
{'statement': 'Between London and Hanoi, the city with a larger population is London.', 'answer': 'London', 'candidate': 'Hanoi'}
{'statement': 'Between Manila and Karachi, the city with a larger population is Manila.', 'answer': 'Manila', 'candidate': 'Karachi'}
{'statement': 'Between Nairobi and Nouadhibou, the city with a larger population is Nairobi.', 'answer': 'Nairobi', 'candidate': 'Nouadhibou'}
{'statement': 'Between Paris and Porto Alegre, the city with a larger population is Paris.', 'answer': 'Paris', 'candidate': 'Porto Alegre'}
{'statement': 'Between Melbourne and Lyon, the city with a larger population is Melbourne.', 'answer': 'Melbourne', 'candidate': 'Lyon'}
{'statement': 'Between Dar es Salaam and Mombasa, the city with a larger population is Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Mombasa'}
{'statement': 'Between Lahore and Lhasa, the city with a larger population is Lahore.', 'answer': 'Lahore', 'candidate': 'Lhasa'}
{'statement': 'Between Beijing and Río Gallegos, the city with a larger population is Beijing.', 'answer': 'Beijing', 'candidate': 'Río Gallegos'}
{'statement': 'Between Los Angeles and Hat Yai, the city with a larger population is Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Hat Yai'}
{'statement': 'Between Johannesburg and Malabo, the city with a larger population is Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Malabo'}
{'statement': 'Between Saint Petersburg and Auckland, the city with a larger population is Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Auckland'}
{'statement': 'Between Denver and Antsiranana, the city with a larger population is Denver.', 'answer': 'Denver', 'candidate': 'Antsiranana'}
{'statement': 'Between Addis Ababa and Skopje, the city with a larger population is Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Skopje'}
{'statement': 'Between Mumbai and Mandalay, the city with a larger population is Mumbai.', 'answer': 'Mumbai', 'candidate': 'Mandalay'}
{'statement': 'Between Ankara and Honolulu, the city with a larger population is Ankara.', 'answer': 'Ankara', 'candidate': 'Honolulu'}
{'statement': 'Between Kano and Nakhon Ratchasima, the city with a larger population is Kano.', 'answer': 'Kano', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'Between Moscow and Amsterdam, the city with a larger population is Moscow.', 'answer': 'Moscow', 'candidate': 'Amsterdam'}
{'statement': 'Between Karachi and Baghdad, the city with a larger population is Karachi.', 'answer': 'Karachi', 'candidate': 'Baghdad'}
{'statement': 'Between Manila and Phnom Penh, the city with a larger population is Manila.', 'answer': 'Manila', 'candidate': 'Phnom Penh'}
{'statement': 'Between Melbourne and Caracas, the city with a larger population is Melbourne.', 'answer': 'Melbourne', 'candidate': 'Caracas'}
{'statement': 'Between Lima and Abéché, the city with a larger population is Lima.', 'answer': 'Lima', 'candidate': 'Abéché'}
{'statement': 'Between Luanda and Ushuaia, the city with a larger population is Luanda.', 'answer': 'Luanda', 'candidate': 'Ushuaia'}
{'statement': 'Between Lima and Houston, the city with a larger population is Lima.', 'answer': 'Lima', 'candidate': 'Houston'}
{'statement': 'Between Moscow and Rome, the city with a larger population is Moscow.', 'answer': 'Moscow', 'candidate': 'Rome'}
{'statement': 'Between Yaoundé and Cabo San Lucas, the city with a larger population is Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Cabo San Lucas'}
{'statement': 'Between Jakarta and Omaha, the city with a larger population is Jakarta.', 'answer': 'Jakarta', 'candidate': 'Omaha'}
{'statement': 'Between Baghdad and San Juan, the city with a larger population is Baghdad.', 'answer': 'Baghdad', 'candidate': 'San Juan'}
{'statement': 'Between Karachi and Beirut, the city with a larger population is Karachi.', 'answer': 'Karachi', 'candidate': 'Beirut'}
{'statement': 'Between Baghdad and Kuopio, the city with a larger population is Baghdad.', 'answer': 'Baghdad', 'candidate': 'Kuopio'}
