{'statement': 'You are looking for a small city to visit. Between Guangzhou and Bujumbura, you should visit Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Guangzhou'}
{'statement': 'You are looking for a small city to visit. Between Baltimore and Shanghai, you should visit Baltimore.', 'answer': 'Baltimore', 'candidate': 'Shanghai'}
{'statement': 'You are looking for a small city to visit. Between Piura and Mexico City, you should visit Piura.', 'answer': 'Piura', 'candidate': 'Mexico City'}
{'statement': 'You are looking for a small city to visit. Between Guangzhou and Santiago, you should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Guangzhou'}
{'statement': 'You are looking for a small city to visit. Between Jakarta and Moscow, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Jakarta'}
{'statement': 'You are looking for a small city to visit. Between Cairo and Lagos, you should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Cairo'}
{'statement': 'You are looking for a small city to visit. Between Honolulu and Guangzhou, you should visit Honolulu.', 'answer': 'Honolulu', 'candidate': 'Guangzhou'}
{'statement': 'You are looking for a small city to visit. Between Sydney and Brussels, you should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Sydney'}
{'statement': 'You are looking for a small city to visit. Between Perth and Belize City, you should visit Belize City.', 'answer': 'Belize City', 'candidate': 'Perth'}
{'statement': 'You are looking for a small city to visit. Between Jakarta and San Antonio, you should visit San Antonio.', 'answer': 'San Antonio', 'candidate': 'Jakarta'}
{'statement': 'You are looking for a small city to visit. Between Buenos Aires and Beijing, you should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Beijing'}
{'statement': 'You are looking for a small city to visit. Between Mahajanga and Minneapolis, you should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Minneapolis'}
{'statement': 'You are looking for a small city to visit. Between Houston and Phnom Penh, you should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Houston'}
{'statement': 'You are looking for a small city to visit. Between Makurdi and Johannesburg, you should visit Makurdi.', 'answer': 'Makurdi', 'candidate': 'Johannesburg'}
{'statement': 'You are looking for a small city to visit. Between Alexandria and Entebbe, you should visit Entebbe.', 'answer': 'Entebbe', 'candidate': 'Alexandria'}
{'statement': 'You are looking for a small city to visit. Between Palmerston North and Los Angeles, you should visit Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Los Angeles'}
{'statement': 'You are looking for a small city to visit. Between Shanghai and Cotonou, you should visit Cotonou.', 'answer': 'Cotonou', 'candidate': 'Shanghai'}
{'statement': 'You are looking for a small city to visit. Between Curitiba and Riyadh, you should visit Curitiba.', 'answer': 'Curitiba', 'candidate': 'Riyadh'}
{'statement': 'You are looking for a small city to visit. Between Chicago and Port-Gentil, you should visit Port-Gentil.', 'answer': 'Port-Gentil', 'candidate': 'Chicago'}
{'statement': 'You are looking for a small city to visit. Between Kuwait City and Zagreb, you should visit Zagreb.', 'answer': 'Zagreb', 'candidate': 'Kuwait City'}
{'statement': 'You are looking for a small city to visit. Between Guangzhou and Palermo, you should visit Palermo.', 'answer': 'Palermo', 'candidate': 'Guangzhou'}
{'statement': 'You are looking for a small city to visit. Between Toronto and Halifax, you should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Toronto'}
{'statement': 'You are looking for a small city to visit. Between Jakarta and Rome, you should visit Rome.', 'answer': 'Rome', 'candidate': 'Jakarta'}
{'statement': 'You are looking for a small city to visit. Between Djibouti and Kano, you should visit Djibouti.', 'answer': 'Djibouti', 'candidate': 'Kano'}
{'statement': 'You are looking for a small city to visit. Between Lahore and Harare, you should visit Harare.', 'answer': 'Harare', 'candidate': 'Lahore'}
{'statement': 'You are looking for a small city to visit. Between Kunming and Pontianak, you should visit Pontianak.', 'answer': 'Pontianak', 'candidate': 'Kunming'}
{'statement': 'You are looking for a small city to visit. Between Cayenne and Hanoi, you should visit Cayenne.', 'answer': 'Cayenne', 'candidate': 'Hanoi'}
{'statement': 'You are looking for a small city to visit. Between Toliara and Riyadh, you should visit Toliara.', 'answer': 'Toliara', 'candidate': 'Riyadh'}
{'statement': 'You are looking for a small city to visit. Between Brisbane and Ndola, you should visit Ndola.', 'answer': 'Ndola', 'candidate': 'Brisbane'}
{'statement': 'You are looking for a small city to visit. Between San José and Saint Petersburg, you should visit San José.', 'answer': 'San José', 'candidate': 'Saint Petersburg'}
{'statement': 'You are looking for a small city to visit. Between San Diego and Lima, you should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Lima'}
{'statement': 'You are looking for a small city to visit. Between Manila and Baku, you should visit Baku.', 'answer': 'Baku', 'candidate': 'Manila'}
{'statement': 'You are looking for a small city to visit. Between Shanghai and Kano, you should visit Kano.', 'answer': 'Kano', 'candidate': 'Shanghai'}
{'statement': 'You are looking for a small city to visit. Between Tucson and Guadalajara, you should visit Tucson.', 'answer': 'Tucson', 'candidate': 'Guadalajara'}
{'statement': 'You are looking for a small city to visit. Between Cairo and Reykjavík, you should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Cairo'}
{'statement': 'You are looking for a small city to visit. Between Kunming and Bishkek, you should visit Bishkek.', 'answer': 'Bishkek', 'candidate': 'Kunming'}
{'statement': 'You are looking for a small city to visit. Between San Juan and Brasília, you should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Brasília'}
{'statement': 'You are looking for a small city to visit. Between Moscow and Santiago, you should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Moscow'}
{'statement': 'You are looking for a small city to visit. Between Río Gallegos and Riyadh, you should visit Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Riyadh'}
{'statement': 'You are looking for a small city to visit. Between Lagos and Halifax, you should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Lagos'}
{'statement': 'You are looking for a small city to visit. Between Garoua and Jakarta, you should visit Garoua.', 'answer': 'Garoua', 'candidate': 'Jakarta'}
{'statement': 'You are looking for a small city to visit. Between Kano and Sucre, you should visit Sucre.', 'answer': 'Sucre', 'candidate': 'Kano'}
{'statement': 'You are looking for a small city to visit. Between Lagos and Milwaukee, you should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Lagos'}
{'statement': 'You are looking for a small city to visit. Between Entebbe and Los Angeles, you should visit Entebbe.', 'answer': 'Entebbe', 'candidate': 'Los Angeles'}
{'statement': 'You are looking for a small city to visit. Between Cayenne and Addis Ababa, you should visit Cayenne.', 'answer': 'Cayenne', 'candidate': 'Addis Ababa'}
{'statement': 'You are looking for a small city to visit. Between Fianarantsoa and Paris, you should visit Fianarantsoa.', 'answer': 'Fianarantsoa', 'candidate': 'Paris'}
{'statement': 'You are looking for a small city to visit. Between Manila and Zagreb, you should visit Zagreb.', 'answer': 'Zagreb', 'candidate': 'Manila'}
{'statement': 'You are looking for a small city to visit. Between Medellín and Thiès, you should visit Thiès.', 'answer': 'Thiès', 'candidate': 'Medellín'}
{'statement': 'You are looking for a small city to visit. Between Benghazi and Tampa, you should visit Benghazi.', 'answer': 'Benghazi', 'candidate': 'Tampa'}
{'statement': 'You are looking for a small city to visit. Between Surabaya and Cayenne, you should visit Cayenne.', 'answer': 'Cayenne', 'candidate': 'Surabaya'}
{'statement': 'You are looking for a small city to visit. Between Toliara and Ho Chi Minh City, you should visit Toliara.', 'answer': 'Toliara', 'candidate': 'Ho Chi Minh City'}
{'statement': 'You are looking for a small city to visit. Between Denpasar and Sydney, you should visit Denpasar.', 'answer': 'Denpasar', 'candidate': 'Sydney'}
{'statement': 'You are looking for a small city to visit. Between Mumbai and Cairo, you should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Mumbai'}
{'statement': 'You are looking for a small city to visit. Between Lagos and Sucre, you should visit Sucre.', 'answer': 'Sucre', 'candidate': 'Lagos'}
{'statement': 'You are looking for a small city to visit. Between Mexicali and Toronto, you should visit Mexicali.', 'answer': 'Mexicali', 'candidate': 'Toronto'}
{'statement': 'You are looking for a small city to visit. Between Johannesburg and Mexicali, you should visit Mexicali.', 'answer': 'Mexicali', 'candidate': 'Johannesburg'}
{'statement': 'You are looking for a small city to visit. Between Kuwait City and Buenos Aires, you should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Buenos Aires'}
{'statement': 'You are looking for a small city to visit. Between Shanghai and Auckland, you should visit Auckland.', 'answer': 'Auckland', 'candidate': 'Shanghai'}
{'statement': 'You are looking for a small city to visit. Between Kunming and Porto Alegre, you should visit Porto Alegre.', 'answer': 'Porto Alegre', 'candidate': 'Kunming'}
{'statement': 'You are looking for a small city to visit. Between Rabat and Chicago, you should visit Rabat.', 'answer': 'Rabat', 'candidate': 'Chicago'}
{'statement': 'You are looking for a small city to visit. Between Mendoza and Surabaya, you should visit Mendoza.', 'answer': 'Mendoza', 'candidate': 'Surabaya'}
{'statement': 'You are looking for a small city to visit. Between Lisbon and Melbourne, you should visit Lisbon.', 'answer': 'Lisbon', 'candidate': 'Melbourne'}
{'statement': 'You are looking for a small city to visit. Between Zagreb and Los Angeles, you should visit Zagreb.', 'answer': 'Zagreb', 'candidate': 'Los Angeles'}
{'statement': 'You are looking for a small city to visit. Between Ho Chi Minh City and Fukuoka, you should visit Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'Ho Chi Minh City'}
{'statement': 'You are looking for a small city to visit. Between Ho Chi Minh City and Chicago, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Ho Chi Minh City'}
{'statement': 'You are looking for a small city to visit. Between Houston and Ségou, you should visit Ségou.', 'answer': 'Ségou', 'candidate': 'Houston'}
{'statement': 'You are looking for a small city to visit. Between Riyadh and Almaty, you should visit Almaty.', 'answer': 'Almaty', 'candidate': 'Riyadh'}
{'statement': 'You are looking for a small city to visit. Between Berlin and Panama City, you should visit Panama City.', 'answer': 'Panama City', 'candidate': 'Berlin'}
{'statement': 'You are looking for a small city to visit. Between Rome and Podgorica, you should visit Podgorica.', 'answer': 'Podgorica', 'candidate': 'Rome'}
{'statement': 'You are looking for a small city to visit. Between Hanoi and Kuwait City, you should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Hanoi'}
{'statement': 'You are looking for a small city to visit. Between Kano and Hat Yai, you should visit Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Kano'}
{'statement': 'You are looking for a small city to visit. Between Lahore and Yakutsk, you should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Lahore'}
{'statement': 'You are looking for a small city to visit. Between Guangzhou and Río Gallegos, you should visit Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Guangzhou'}
{'statement': 'You are looking for a small city to visit. Between Kabul and Porto Alegre, you should visit Porto Alegre.', 'answer': 'Porto Alegre', 'candidate': 'Kabul'}
{'statement': 'You are looking for a small city to visit. Between Shanghai and La Serena, you should visit La Serena.', 'answer': 'La Serena', 'candidate': 'Shanghai'}
{'statement': 'You are looking for a small city to visit. Between San José and Tampa, you should visit San José.', 'answer': 'San José', 'candidate': 'Tampa'}
{'statement': 'You are looking for a small city to visit. Between Anchorage and Johannesburg, you should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Johannesburg'}
{'statement': 'You are looking for a small city to visit. Between London and Cairo, you should visit London.', 'answer': 'London', 'candidate': 'Cairo'}
{'statement': 'You are looking for a small city to visit. Between Vientiane and Brasília, you should visit Vientiane.', 'answer': 'Vientiane', 'candidate': 'Brasília'}
{'statement': 'You are looking for a small city to visit. Between Sydney and Kuwait City, you should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Sydney'}
{'statement': 'You are looking for a small city to visit. Between Lahore and Antsiranana, you should visit Antsiranana.', 'answer': 'Antsiranana', 'candidate': 'Lahore'}
