{'statement': 'Someone is looking for a city with cold weather. Between Sokoto and Auckland, this person should visit Auckland.', 'answer': 'Auckland', 'candidate': 'Sokoto'}
{'statement': 'Someone is looking for a city with cold weather. Between Tucson and Milwaukee, this person should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Tucson'}
{'statement': 'Someone is looking for a city with cold weather. Between Bangkok and Novosibirsk, this person should visit Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Bangkok'}
{'statement': 'Someone is looking for a city with cold weather. Between Mombasa and Minsk, this person should visit Minsk.', 'answer': 'Minsk', 'candidate': 'Mombasa'}
{'statement': 'Someone is looking for a city with cold weather. Between Tamanrasset and Oslo, this person should visit Oslo.', 'answer': 'Oslo', 'candidate': 'Tamanrasset'}
{'statement': 'Someone is looking for a city with cold weather. Between Port-Gentil and Kansas City, this person should visit Kansas City.', 'answer': 'Kansas City', 'candidate': 'Port-Gentil'}
{'statement': 'Someone is looking for a city with cold weather. Between Santiago del Estero and Erzurum, this person should visit Erzurum.', 'answer': 'Erzurum', 'candidate': 'Santiago del Estero'}
{'statement': 'Someone is looking for a city with cold weather. Between Bata and Kuopio, this person should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Bata'}
{'statement': 'Someone is looking for a city with cold weather. Between Muscat and Mendoza, this person should visit Mendoza.', 'answer': 'Mendoza', 'candidate': 'Muscat'}
{'statement': 'Someone is looking for a city with cold weather. Between Douala and La Serena, this person should visit La Serena.', 'answer': 'La Serena', 'candidate': 'Douala'}
{'statement': 'Someone is looking for a city with cold weather. Between Denpasar and Lhasa, this person should visit Lhasa.', 'answer': 'Lhasa', 'candidate': 'Denpasar'}
{'statement': 'Someone is looking for a city with cold weather. Between Karachi and Toluca, this person should visit Toluca.', 'answer': 'Toluca', 'candidate': 'Karachi'}
{'statement': 'Someone is looking for a city with cold weather. Between Port Sudan and Zagreb, this person should visit Zagreb.', 'answer': 'Zagreb', 'candidate': 'Port Sudan'}
{'statement': 'Someone is looking for a city with cold weather. Between San Salvador and Saskatoon, this person should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'San Salvador'}
{'statement': 'Someone is looking for a city with cold weather. Between Willemstad and Almaty, this person should visit Almaty.', 'answer': 'Almaty', 'candidate': 'Willemstad'}
{'statement': 'Someone is looking for a city with cold weather. Between Toliara and Ottawa, this person should visit Ottawa.', 'answer': 'Ottawa', 'candidate': 'Toliara'}
{'statement': 'Someone is looking for a city with cold weather. Between Houston and Vladivostok, this person should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Houston'}
{'statement': 'Someone is looking for a city with cold weather. Between Conakry and Cape Town, this person should visit Cape Town.', 'answer': 'Cape Town', 'candidate': 'Conakry'}
{'statement': 'Someone is looking for a city with cold weather. Between Muscat and Bergen, this person should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Muscat'}
{'statement': 'Someone is looking for a city with cold weather. Between Mendoza and Anchorage, this person should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Mendoza'}
{'statement': 'Someone is looking for a city with cold weather. Between Aden and La Serena, this person should visit La Serena.', 'answer': 'La Serena', 'candidate': 'Aden'}
{'statement': 'Someone is looking for a city with cold weather. Between Wau and Saint Petersburg, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Wau'}
{'statement': 'Someone is looking for a city with cold weather. Between Bangui and Nur-Sultan, this person should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Bangui'}
{'statement': 'Someone is looking for a city with cold weather. Between Garoua and Baku, this person should visit Baku.', 'answer': 'Baku', 'candidate': 'Garoua'}
{'statement': 'Someone is looking for a city with cold weather. Between Tabora and Boise, this person should visit Boise.', 'answer': 'Boise', 'candidate': 'Tabora'}
{'statement': 'Someone is looking for a city with cold weather. Between Hat Yai and Chicago, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Hat Yai'}
{'statement': 'Someone is looking for a city with cold weather. Between Lake Havasu City and Kuopio, this person should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Lake Havasu City'}
{'statement': 'Someone is looking for a city with cold weather. Between Kunming and Saskatoon, this person should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Kunming'}
{'statement': 'Someone is looking for a city with cold weather. Between Mandalay and Damascus, this person should visit Damascus.', 'answer': 'Damascus', 'candidate': 'Mandalay'}
{'statement': 'Someone is looking for a city with cold weather. Between Lisbon and Ulaanbaatar, this person should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Lisbon'}
{'statement': 'Someone is looking for a city with cold weather. Between Pontianak and Changsha, this person should visit Changsha.', 'answer': 'Changsha', 'candidate': 'Pontianak'}
{'statement': 'Someone is looking for a city with cold weather. Between Baku and Erzurum, this person should visit Erzurum.', 'answer': 'Erzurum', 'candidate': 'Baku'}
{'statement': 'Someone is looking for a city with cold weather. Between Riyadh and Dublin, this person should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Riyadh'}
{'statement': 'Someone is looking for a city with cold weather. Between Mexicali and Baltimore, this person should visit Baltimore.', 'answer': 'Baltimore', 'candidate': 'Mexicali'}
{'statement': 'Someone is looking for a city with cold weather. Between Luanda and Lviv, this person should visit Lviv.', 'answer': 'Lviv', 'candidate': 'Luanda'}
{'statement': 'Someone is looking for a city with cold weather. Between Lake Havasu City and Zürich, this person should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Lake Havasu City'}
{'statement': 'Someone is looking for a city with cold weather. Between Antsiranana and Kansas City, this person should visit Kansas City.', 'answer': 'Kansas City', 'candidate': 'Antsiranana'}
{'statement': 'Someone is looking for a city with cold weather. Between Mexicali and Ürümqi, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Mexicali'}
{'statement': 'Someone is looking for a city with cold weather. Between Yaoundé and Bratislava, this person should visit Bratislava.', 'answer': 'Bratislava', 'candidate': 'Yaoundé'}
{'statement': 'Someone is looking for a city with cold weather. Between Malabo and London, this person should visit London.', 'answer': 'London', 'candidate': 'Malabo'}
{'statement': 'Someone is looking for a city with cold weather. Between Parakou and Río Gallegos, this person should visit Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Parakou'}
{'statement': 'Someone is looking for a city with cold weather. Between Caracas and Indianapolis, this person should visit Indianapolis.', 'answer': 'Indianapolis', 'candidate': 'Caracas'}
{'statement': 'Someone is looking for a city with cold weather. Between Garoua and Omaha, this person should visit Omaha.', 'answer': 'Omaha', 'candidate': 'Garoua'}
{'statement': 'Someone is looking for a city with cold weather. Between Nakhon Ratchasima and Shanghai, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'Someone is looking for a city with cold weather. Between Mexicali and Vienna, this person should visit Vienna.', 'answer': 'Vienna', 'candidate': 'Mexicali'}
{'statement': 'Someone is looking for a city with cold weather. Between Kampala and Bergen, this person should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Kampala'}
{'statement': 'Someone is looking for a city with cold weather. Between Lomé and Ottawa, this person should visit Ottawa.', 'answer': 'Ottawa', 'candidate': 'Lomé'}
{'statement': 'Someone is looking for a city with cold weather. Between Antofagasta and Oslo, this person should visit Oslo.', 'answer': 'Oslo', 'candidate': 'Antofagasta'}
{'statement': 'Someone is looking for a city with cold weather. Between Ho Chi Minh City and Boise, this person should visit Boise.', 'answer': 'Boise', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Someone is looking for a city with cold weather. Between Cape Town and Ushuaia, this person should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Cape Town'}
{'statement': 'Someone is looking for a city with cold weather. Between Mandalay and Paris, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Mandalay'}
{'statement': 'Someone is looking for a city with cold weather. Between Ségou and Mendoza, this person should visit Mendoza.', 'answer': 'Mendoza', 'candidate': 'Ségou'}
{'statement': 'Someone is looking for a city with cold weather. Between Djibouti and Moscow, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Djibouti'}
{'statement': 'Someone is looking for a city with cold weather. Between Albuquerque and Irkutsk, this person should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Albuquerque'}
{'statement': 'Someone is looking for a city with cold weather. Between Pontianak and Canberra, this person should visit Canberra.', 'answer': 'Canberra', 'candidate': 'Pontianak'}
{'statement': 'Someone is looking for a city with cold weather. Between Paramaribo and Chicago, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Paramaribo'}
{'statement': 'Someone is looking for a city with cold weather. Between Antofagasta and Kuopio, this person should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Antofagasta'}
{'statement': 'Someone is looking for a city with cold weather. Between San Salvador and Calgary, this person should visit Calgary.', 'answer': 'Calgary', 'candidate': 'San Salvador'}
{'statement': 'Someone is looking for a city with cold weather. Between Manila and Melbourne, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Manila'}
{'statement': 'Someone is looking for a city with cold weather. Between Ouahigouya and Bratislava, this person should visit Bratislava.', 'answer': 'Bratislava', 'candidate': 'Ouahigouya'}
{'statement': 'Someone is looking for a city with cold weather. Between Managua and Río Gallegos, this person should visit Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Managua'}
{'statement': 'Someone is looking for a city with cold weather. Between Panama City and Oslo, this person should visit Oslo.', 'answer': 'Oslo', 'candidate': 'Panama City'}
{'statement': 'Someone is looking for a city with cold weather. Between Douala and Ulaanbaatar, this person should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Douala'}
{'statement': 'Someone is looking for a city with cold weather. Between Ho Chi Minh City and Lviv, this person should visit Lviv.', 'answer': 'Lviv', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Someone is looking for a city with cold weather. Between Kuwait City and Canberra, this person should visit Canberra.', 'answer': 'Canberra', 'candidate': 'Kuwait City'}
{'statement': 'Someone is looking for a city with cold weather. Between Bucharest and Fairbanks, this person should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Bucharest'}
{'statement': 'Someone is looking for a city with cold weather. Between Abéché and Albuquerque, this person should visit Albuquerque.', 'answer': 'Albuquerque', 'candidate': 'Abéché'}
{'statement': 'Someone is looking for a city with cold weather. Between Palembang and Bahía Blanca, this person should visit Bahía Blanca.', 'answer': 'Bahía Blanca', 'candidate': 'Palembang'}
{'statement': 'Someone is looking for a city with cold weather. Between Damascus and Nur-Sultan, this person should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Damascus'}
{'statement': 'Someone is looking for a city with cold weather. Between Lake Havasu City and Milwaukee, this person should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Lake Havasu City'}
{'statement': 'Someone is looking for a city with cold weather. Between Cotonou and Anchorage, this person should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Cotonou'}
{'statement': 'Someone is looking for a city with cold weather. Between San Antonio and Ulaanbaatar, this person should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'San Antonio'}
{'statement': 'Someone is looking for a city with cold weather. Between Río Gallegos and Fairbanks, this person should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Río Gallegos'}
{'statement': 'Someone is looking for a city with cold weather. Between Bangui and Omaha, this person should visit Omaha.', 'answer': 'Omaha', 'candidate': 'Bangui'}
{'statement': 'Someone is looking for a city with cold weather. Between Durban and Lhasa, this person should visit Lhasa.', 'answer': 'Lhasa', 'candidate': 'Durban'}
{'statement': 'Someone is looking for a city with cold weather. Between Medellín and Sapporo, this person should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'Medellín'}
{'statement': 'Someone is looking for a city with cold weather. Between Manila and Changsha, this person should visit Changsha.', 'answer': 'Changsha', 'candidate': 'Manila'}
{'statement': 'Someone is looking for a city with cold weather. Between Chihuahua and Kuopio, this person should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Chihuahua'}
{'statement': 'Someone is looking for a city with cold weather. Between Santiago del Estero and Moscow, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Santiago del Estero'}
{'statement': 'Someone is looking for a city with cold weather. Between Toliara and Yakutsk, this person should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Toliara'}
{'statement': 'Someone is looking for a city with cold weather. Between Port-Gentil and Bergen, this person should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Port-Gentil'}
{'statement': 'Someone is looking for a city with cold weather. Between Parakou and Asmara, this person should visit Asmara.', 'answer': 'Asmara', 'candidate': 'Parakou'}
{'statement': 'Someone is looking for a city with cold weather. Between Thiès and Minsk, this person should visit Minsk.', 'answer': 'Minsk', 'candidate': 'Thiès'}
{'statement': 'Someone is looking for a city with cold weather. Between Bamako and Algiers, this person should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Bamako'}
{'statement': 'Someone is looking for a city with cold weather. Between Buenos Aires and Lviv, this person should visit Lviv.', 'answer': 'Lviv', 'candidate': 'Buenos Aires'}
{'statement': 'Someone is looking for a city with cold weather. Between Perth and Nur-Sultan, this person should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Perth'}
{'statement': 'Someone is looking for a city with cold weather. Between Garissa and Lviv, this person should visit Lviv.', 'answer': 'Lviv', 'candidate': 'Garissa'}
{'statement': 'Someone is looking for a city with cold weather. Between Ndola and Saskatoon, this person should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Ndola'}
{'statement': 'Someone is looking for a city with cold weather. Between Niamey and Sacramento, this person should visit Sacramento.', 'answer': 'Sacramento', 'candidate': 'Niamey'}
{'statement': 'Someone is looking for a city with cold weather. Between San Salvador and Beijing, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'San Salvador'}
{'statement': 'Someone is looking for a city with cold weather. Between Dodoma and Ankara, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Dodoma'}
{'statement': 'Someone is looking for a city with cold weather. Between Antsiranana and Paris, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Antsiranana'}
{'statement': 'Someone is looking for a city with cold weather. Between Medellín and Chicago, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Medellín'}
{'statement': 'Someone is looking for a city with cold weather. Between San Juan and Tashkent, this person should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a city with cold weather. Between Ségou and Berlin, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Ségou'}
{'statement': 'Someone is looking for a city with cold weather. Between Abéché and Bergen, this person should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Abéché'}
{'statement': 'Someone is looking for a city with cold weather. Between Ouahigouya and Campos do Jordão, this person should visit Campos do Jordão.', 'answer': 'Campos do Jordão', 'candidate': 'Ouahigouya'}
{'statement': 'Someone is looking for a city with cold weather. Between Beirut and Murmansk, this person should visit Murmansk.', 'answer': 'Murmansk', 'candidate': 'Beirut'}
{'statement': 'Someone is looking for a city with cold weather. Between San Salvador and Suwałki, this person should visit Suwałki.', 'answer': 'Suwałki', 'candidate': 'San Salvador'}
{'statement': 'Someone is looking for a city with cold weather. Between Tabora and Christchurch, this person should visit Christchurch.', 'answer': 'Christchurch', 'candidate': 'Tabora'}
{'statement': 'Someone is looking for a city with cold weather. Between Cotonou and Hobart, this person should visit Hobart.', 'answer': 'Hobart', 'candidate': 'Cotonou'}
{'statement': 'Someone is looking for a city with cold weather. Between Villahermosa and Halifax, this person should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Villahermosa'}
{'statement': 'Someone is looking for a city with cold weather. Between Douala and Saint Petersburg, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Douala'}
{'statement': 'Someone is looking for a city with cold weather. Between Mexicali and Canberra, this person should visit Canberra.', 'answer': 'Canberra', 'candidate': 'Mexicali'}
{'statement': 'Someone is looking for a city with cold weather. Between La Ceiba and Ürümqi, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'La Ceiba'}
{'statement': 'Someone is looking for a city with cold weather. Between Guadalajara and Yinchuan, this person should visit Yinchuan.', 'answer': 'Yinchuan', 'candidate': 'Guadalajara'}
{'statement': 'Someone is looking for a city with cold weather. Between Djibouti and Paris, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Djibouti'}
{'statement': 'Someone is looking for a city with cold weather. Between Porto Alegre and Yinchuan, this person should visit Yinchuan.', 'answer': 'Yinchuan', 'candidate': 'Porto Alegre'}
{'statement': 'Someone is looking for a city with cold weather. Between Tampa and Kansas City, this person should visit Kansas City.', 'answer': 'Kansas City', 'candidate': 'Tampa'}
{'statement': 'Someone is looking for a city with cold weather. Between Sokoto and London, this person should visit London.', 'answer': 'London', 'candidate': 'Sokoto'}
{'statement': 'Someone is looking for a city with cold weather. Between Kingston and Algiers, this person should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Kingston'}
{'statement': 'Someone is looking for a city with cold weather. Between Panama City and Halifax, this person should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Panama City'}
{'statement': 'Someone is looking for a city with cold weather. Between Makassar and Bahía Blanca, this person should visit Bahía Blanca.', 'answer': 'Bahía Blanca', 'candidate': 'Makassar'}
{'statement': 'Someone is looking for a city with cold weather. Between Kampala and Río Gallegos, this person should visit Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Kampala'}
{'statement': 'Someone is looking for a city with cold weather. Between Wau and Antofagasta, this person should visit Antofagasta.', 'answer': 'Antofagasta', 'candidate': 'Wau'}
{'statement': 'Someone is looking for a city with cold weather. Between Bangkok and Bucharest, this person should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Bangkok'}
{'statement': 'Someone is looking for a city with cold weather. Between Luanda and Vladivostok, this person should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Luanda'}
{'statement': 'Someone is looking for a city with cold weather. Between Toliara and Ushuaia, this person should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Toliara'}
{'statement': 'Someone is looking for a city with cold weather. Between Nouakchott and Murmansk, this person should visit Murmansk.', 'answer': 'Murmansk', 'candidate': 'Nouakchott'}
{'statement': 'Someone is looking for a city with cold weather. Between Entebbe and Vienna, this person should visit Vienna.', 'answer': 'Vienna', 'candidate': 'Entebbe'}
{'statement': 'Someone is looking for a city with cold weather. Between Tabora and Hobart, this person should visit Hobart.', 'answer': 'Hobart', 'candidate': 'Tabora'}
{'statement': 'Someone is looking for a city with cold weather. Between Port Sudan and Yerevan, this person should visit Yerevan.', 'answer': 'Yerevan', 'candidate': 'Port Sudan'}
{'statement': 'Someone is looking for a city with cold weather. Between Ouahigouya and Rome, this person should visit Rome.', 'answer': 'Rome', 'candidate': 'Ouahigouya'}
{'statement': 'Someone is looking for a city with cold weather. Between Tabora and Milan, this person should visit Milan.', 'answer': 'Milan', 'candidate': 'Tabora'}
{'statement': 'Someone is looking for a city with cold weather. Between Willemstad and Fairbanks, this person should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Willemstad'}
{'statement': 'Someone is looking for a city with cold weather. Between Yaoundé and Sapporo, this person should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'Yaoundé'}
{'statement': 'Someone is looking for a city with cold weather. Between Vienna and Fairbanks, this person should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Vienna'}
{'statement': 'Someone is looking for a city with cold weather. Between Kingston and Denver, this person should visit Denver.', 'answer': 'Denver', 'candidate': 'Kingston'}
{'statement': 'Someone is looking for a city with cold weather. Between Villahermosa and Zürich, this person should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Villahermosa'}
{'statement': 'Someone is looking for a city with cold weather. Between Jakarta and Zagreb, this person should visit Zagreb.', 'answer': 'Zagreb', 'candidate': 'Jakarta'}
