{'statement': 'You are looking for a small city to visit. Between Mumbai and Florianópolis, you should visit Florianópolis.', 'answer': 'Florianópolis', 'candidate': 'Mumbai'}
{'statement': 'You are looking for a small city to visit. Between Paris and El Paso, you should visit El Paso.', 'answer': 'El Paso', 'candidate': 'Paris'}
{'statement': 'You are looking for a small city to visit. Between Melbourne and Gabès, you should visit Gabès.', 'answer': 'Gabès', 'candidate': 'Melbourne'}
{'statement': 'You are looking for a small city to visit. Between Addis Ababa and Ségou, you should visit Ségou.', 'answer': 'Ségou', 'candidate': 'Addis Ababa'}
{'statement': 'You are looking for a small city to visit. Between Los Angeles and Honolulu, you should visit Honolulu.', 'answer': 'Honolulu', 'candidate': 'Los Angeles'}
{'statement': 'You are looking for a small city to visit. Between Lima and Fairbanks, you should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Lima'}
{'statement': 'You are looking for a small city to visit. Between Guadalajara and Ürümqi, you should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Guadalajara'}
{'statement': 'You are looking for a small city to visit. Between Mumbai and Erbil, you should visit Erbil.', 'answer': 'Erbil', 'candidate': 'Mumbai'}
{'statement': 'You are looking for a small city to visit. Between Johannesburg and Hat Yai, you should visit Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Johannesburg'}
{'statement': 'You are looking for a small city to visit. Between Algiers and Mandalay, you should visit Mandalay.', 'answer': 'Mandalay', 'candidate': 'Algiers'}
{'statement': 'You are looking for a small city to visit. Between Mumbai and Garissa, you should visit Garissa.', 'answer': 'Garissa', 'candidate': 'Mumbai'}
{'statement': 'You are looking for a small city to visit. Between Los Angeles and Reykjavík, you should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Los Angeles'}
{'statement': 'You are looking for a small city to visit. Between Ho Chi Minh City and Lisbon, you should visit Lisbon.', 'answer': 'Lisbon', 'candidate': 'Ho Chi Minh City'}
{'statement': 'You are looking for a small city to visit. Between Kuwait City and Zagreb, you should visit Zagreb.', 'answer': 'Zagreb', 'candidate': 'Kuwait City'}
{'statement': 'You are looking for a small city to visit. Between Melbourne and Lusaka, you should visit Lusaka.', 'answer': 'Lusaka', 'candidate': 'Melbourne'}
{'statement': 'You are looking for a small city to visit. Between Bangkok and Toliara, you should visit Toliara.', 'answer': 'Toliara', 'candidate': 'Bangkok'}
{'statement': 'You are looking for a small city to visit. Between Hanoi and Calgary, you should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Hanoi'}
{'statement': 'You are looking for a small city to visit. Between Guangzhou and Sacramento, you should visit Sacramento.', 'answer': 'Sacramento', 'candidate': 'Guangzhou'}
{'statement': 'You are looking for a small city to visit. Between Mexico City and Makassar, you should visit Makassar.', 'answer': 'Makassar', 'candidate': 'Mexico City'}
{'statement': 'You are looking for a small city to visit. Between Cairo and Córdoba, you should visit Córdoba.', 'answer': 'Córdoba', 'candidate': 'Cairo'}
{'statement': 'You are looking for a small city to visit. Between Santiago and Halifax, you should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Santiago'}
{'statement': 'You are looking for a small city to visit. Between Shanghai and San Antonio, you should visit San Antonio.', 'answer': 'San Antonio', 'candidate': 'Shanghai'}
{'statement': 'You are looking for a small city to visit. Between Sydney and San José, you should visit San José.', 'answer': 'San José', 'candidate': 'Sydney'}
{'statement': 'You are looking for a small city to visit. Between Kabul and Ljubljana, you should visit Ljubljana.', 'answer': 'Ljubljana', 'candidate': 'Kabul'}
{'statement': 'You are looking for a small city to visit. Between London and Barranquilla, you should visit Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'London'}
{'statement': 'You are looking for a small city to visit. Between Surabaya and Bucharest, you should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Surabaya'}
{'statement': 'You are looking for a small city to visit. Between Ankara and Mahajanga, you should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Ankara'}
{'statement': 'You are looking for a small city to visit. Between Kuwait City and Paramaribo, you should visit Paramaribo.', 'answer': 'Paramaribo', 'candidate': 'Kuwait City'}
{'statement': 'You are looking for a small city to visit. Between Brasília and Bata, you should visit Bata.', 'answer': 'Bata', 'candidate': 'Brasília'}
{'statement': 'You are looking for a small city to visit. Between Mumbai and Karachi, you should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Mumbai'}
{'statement': 'You are looking for a small city to visit. Between Rome and Napier, you should visit Napier.', 'answer': 'Napier', 'candidate': 'Rome'}
{'statement': 'You are looking for a small city to visit. Between Guadalajara and Niamey, you should visit Niamey.', 'answer': 'Niamey', 'candidate': 'Guadalajara'}
{'statement': 'You are looking for a small city to visit. Between Dar es Salaam and Cabo San Lucas, you should visit Cabo San Lucas.', 'answer': 'Cabo San Lucas', 'candidate': 'Dar es Salaam'}
{'statement': 'You are looking for a small city to visit. Between Moscow and Fairbanks, you should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Moscow'}
{'statement': 'You are looking for a small city to visit. Between Lagos and Fairbanks, you should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Lagos'}
{'statement': 'You are looking for a small city to visit. Between Tampa and Ushuaia, you should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Tampa'}
{'statement': 'You are looking for a small city to visit. Between London and Guadalajara, you should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'London'}
{'statement': 'You are looking for a small city to visit. Between Lima and Kuopio, you should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Lima'}
{'statement': 'You are looking for a small city to visit. Between Denver and Toamasina, you should visit Toamasina.', 'answer': 'Toamasina', 'candidate': 'Denver'}
{'statement': 'You are looking for a small city to visit. Between Cairo and Toronto, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Cairo'}
{'statement': 'You are looking for a small city to visit. Between Los Angeles and Fukuoka, you should visit Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'Los Angeles'}
{'statement': 'You are looking for a small city to visit. Between Ürümqi and Panama City, you should visit Panama City.', 'answer': 'Panama City', 'candidate': 'Ürümqi'}
{'statement': 'You are looking for a small city to visit. Between Tashkent and Halifax, you should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Tashkent'}
{'statement': 'You are looking for a small city to visit. Between Denver and Suva, you should visit Suva.', 'answer': 'Suva', 'candidate': 'Denver'}
{'statement': 'You are looking for a small city to visit. Between Algiers and Dodoma, you should visit Dodoma.', 'answer': 'Dodoma', 'candidate': 'Algiers'}
{'statement': 'You are looking for a small city to visit. Between Fukuoka and Tabora, you should visit Tabora.', 'answer': 'Tabora', 'candidate': 'Fukuoka'}
{'statement': 'You are looking for a small city to visit. Between Moscow and Benghazi, you should visit Benghazi.', 'answer': 'Benghazi', 'candidate': 'Moscow'}
{'statement': 'You are looking for a small city to visit. Between Brasília and Copenhagen, you should visit Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'Brasília'}
{'statement': 'You are looking for a small city to visit. Between Denver and Piura, you should visit Piura.', 'answer': 'Piura', 'candidate': 'Denver'}
{'statement': 'You are looking for a small city to visit. Between Ürümqi and Valencia, you should visit Valencia.', 'answer': 'Valencia', 'candidate': 'Ürümqi'}
{'statement': 'You are looking for a small city to visit. Between Mumbai and Monterrey, you should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Mumbai'}
{'statement': 'You are looking for a small city to visit. Between San Diego and Antsiranana, you should visit Antsiranana.', 'answer': 'Antsiranana', 'candidate': 'San Diego'}
{'statement': 'You are looking for a small city to visit. Between Bogotá and Kuwait City, you should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Bogotá'}
{'statement': 'You are looking for a small city to visit. Between Jakarta and Kuopio, you should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Jakarta'}
{'statement': 'You are looking for a small city to visit. Between Addis Ababa and La Ceiba, you should visit La Ceiba.', 'answer': 'La Ceiba', 'candidate': 'Addis Ababa'}
{'statement': 'You are looking for a small city to visit. Between Mexico City and Moscow, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Mexico City'}
{'statement': 'You are looking for a small city to visit. Between Johannesburg and Viedma, you should visit Viedma.', 'answer': 'Viedma', 'candidate': 'Johannesburg'}
{'statement': 'You are looking for a small city to visit. Between Luanda and Addis Ababa, you should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Luanda'}
{'statement': 'You are looking for a small city to visit. Between Rome and Piura, you should visit Piura.', 'answer': 'Piura', 'candidate': 'Rome'}
{'statement': 'You are looking for a small city to visit. Between Luanda and Erzurum, you should visit Erzurum.', 'answer': 'Erzurum', 'candidate': 'Luanda'}
{'statement': 'You are looking for a small city to visit. Between Mexico City and Harare, you should visit Harare.', 'answer': 'Harare', 'candidate': 'Mexico City'}
{'statement': 'You are looking for a small city to visit. Between Buenos Aires and Tauranga, you should visit Tauranga.', 'answer': 'Tauranga', 'candidate': 'Buenos Aires'}
{'statement': 'You are looking for a small city to visit. Between Manila and Erzurum, you should visit Erzurum.', 'answer': 'Erzurum', 'candidate': 'Manila'}
{'statement': 'You are looking for a small city to visit. Between Mumbai and Novosibirsk, you should visit Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Mumbai'}
{'statement': 'You are looking for a small city to visit. Between Guangzhou and Calgary, you should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Guangzhou'}
{'statement': 'You are looking for a small city to visit. Between Cairo and Mexicali, you should visit Mexicali.', 'answer': 'Mexicali', 'candidate': 'Cairo'}
{'statement': 'You are looking for a small city to visit. Between Kunming and Saskatoon, you should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Kunming'}
{'statement': 'You are looking for a small city to visit. Between Mexico City and Toliara, you should visit Toliara.', 'answer': 'Toliara', 'candidate': 'Mexico City'}
{'statement': 'You are looking for a small city to visit. Between Phoenix and Goiânia, you should visit Goiânia.', 'answer': 'Goiânia', 'candidate': 'Phoenix'}
{'statement': 'You are looking for a small city to visit. Between Nairobi and Tashkent, you should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Nairobi'}
{'statement': 'You are looking for a small city to visit. Between Los Angeles and Halifax, you should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Los Angeles'}
{'statement': 'You are looking for a small city to visit. Between Phnom Penh and Suva, you should visit Suva.', 'answer': 'Suva', 'candidate': 'Phnom Penh'}
{'statement': 'You are looking for a small city to visit. Between Toronto and Niamey, you should visit Niamey.', 'answer': 'Niamey', 'candidate': 'Toronto'}
{'statement': 'You are looking for a small city to visit. Between Johannesburg and Perth, you should visit Perth.', 'answer': 'Perth', 'candidate': 'Johannesburg'}
{'statement': 'You are looking for a small city to visit. Between Buenos Aires and Mandalay, you should visit Mandalay.', 'answer': 'Mandalay', 'candidate': 'Buenos Aires'}
{'statement': 'You are looking for a small city to visit. Between Mexico City and Lyon, you should visit Lyon.', 'answer': 'Lyon', 'candidate': 'Mexico City'}
{'statement': 'You are looking for a small city to visit. Between Buenos Aires and Copenhagen, you should visit Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'Buenos Aires'}
{'statement': 'You are looking for a small city to visit. Between Toronto and Palermo, you should visit Palermo.', 'answer': 'Palermo', 'candidate': 'Toronto'}
{'statement': 'You are looking for a small city to visit. Between Mexico City and Garoua, you should visit Garoua.', 'answer': 'Garoua', 'candidate': 'Mexico City'}
{'statement': 'You are looking for a small city to visit. Between Shanghai and Piura, you should visit Piura.', 'answer': 'Piura', 'candidate': 'Shanghai'}
{'statement': 'You are looking for a small city to visit. Between Luanda and Bamako, you should visit Bamako.', 'answer': 'Bamako', 'candidate': 'Luanda'}
{'statement': 'You are looking for a small city to visit. Between Mumbai and Erzurum, you should visit Erzurum.', 'answer': 'Erzurum', 'candidate': 'Mumbai'}
{'statement': 'You are looking for a small city to visit. Between Bangkok and Nur-Sultan, you should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Bangkok'}
{'statement': 'You are looking for a small city to visit. Between Chicago and Cayenne, you should visit Cayenne.', 'answer': 'Cayenne', 'candidate': 'Chicago'}
{'statement': 'You are looking for a small city to visit. Between Guadalajara and Suwałki, you should visit Suwałki.', 'answer': 'Suwałki', 'candidate': 'Guadalajara'}
{'statement': 'You are looking for a small city to visit. Between Ho Chi Minh City and Córdoba, you should visit Córdoba.', 'answer': 'Córdoba', 'candidate': 'Ho Chi Minh City'}
{'statement': 'You are looking for a small city to visit. Between Jakarta and Vladivostok, you should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Jakarta'}
{'statement': 'You are looking for a small city to visit. Between Paris and Monterrey, you should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Paris'}
{'statement': 'You are looking for a small city to visit. Between Beijing and Ushuaia, you should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Beijing'}
{'statement': 'You are looking for a small city to visit. Between Guadalajara and Ouahigouya, you should visit Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Guadalajara'}
{'statement': 'You are looking for a small city to visit. Between Dar es Salaam and Suva, you should visit Suva.', 'answer': 'Suva', 'candidate': 'Dar es Salaam'}
{'statement': 'You are looking for a small city to visit. Between Beijing and Zagreb, you should visit Zagreb.', 'answer': 'Zagreb', 'candidate': 'Beijing'}
{'statement': 'You are looking for a small city to visit. Between Tampa and Dodoma, you should visit Dodoma.', 'answer': 'Dodoma', 'candidate': 'Tampa'}
{'statement': 'You are looking for a small city to visit. Between Guangzhou and Milan, you should visit Milan.', 'answer': 'Milan', 'candidate': 'Guangzhou'}
{'statement': 'You are looking for a small city to visit. Between Algiers and Aden, you should visit Aden.', 'answer': 'Aden', 'candidate': 'Algiers'}
{'statement': 'You are looking for a small city to visit. Between Medellín and Thiès, you should visit Thiès.', 'answer': 'Thiès', 'candidate': 'Medellín'}
{'statement': 'You are looking for a small city to visit. Between Toronto and Viedma, you should visit Viedma.', 'answer': 'Viedma', 'candidate': 'Toronto'}
{'statement': 'You are looking for a small city to visit. Between Baghdad and Changsha, you should visit Changsha.', 'answer': 'Changsha', 'candidate': 'Baghdad'}
{'statement': 'You are looking for a small city to visit. Between Kunming and Lusaka, you should visit Lusaka.', 'answer': 'Lusaka', 'candidate': 'Kunming'}
{'statement': 'You are looking for a small city to visit. Between Buenos Aires and Florianópolis, you should visit Florianópolis.', 'answer': 'Florianópolis', 'candidate': 'Buenos Aires'}
{'statement': 'You are looking for a small city to visit. Between Buenos Aires and Ankara, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Buenos Aires'}
{'statement': 'You are looking for a small city to visit. Between Nairobi and Tampa, you should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Nairobi'}
{'statement': 'You are looking for a small city to visit. Between Lagos and Harare, you should visit Harare.', 'answer': 'Harare', 'candidate': 'Lagos'}
{'statement': 'You are looking for a small city to visit. Between Mumbai and Cayenne, you should visit Cayenne.', 'answer': 'Cayenne', 'candidate': 'Mumbai'}
{'statement': 'You are looking for a small city to visit. Between Minneapolis and San Salvador, you should visit San Salvador.', 'answer': 'San Salvador', 'candidate': 'Minneapolis'}
{'statement': 'You are looking for a small city to visit. Between Beijing and Bangui, you should visit Bangui.', 'answer': 'Bangui', 'candidate': 'Beijing'}
{'statement': 'You are looking for a small city to visit. Between Karachi and Riyadh, you should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Karachi'}
{'statement': 'You are looking for a small city to visit. Between Mumbai and Palembang, you should visit Palembang.', 'answer': 'Palembang', 'candidate': 'Mumbai'}
{'statement': 'You are looking for a small city to visit. Between Luanda and Villahermosa, you should visit Villahermosa.', 'answer': 'Villahermosa', 'candidate': 'Luanda'}
{'statement': 'You are looking for a small city to visit. Between Moscow and Fianarantsoa, you should visit Fianarantsoa.', 'answer': 'Fianarantsoa', 'candidate': 'Moscow'}
{'statement': 'You are looking for a small city to visit. Between Baghdad and Ürümqi, you should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Baghdad'}
{'statement': 'You are looking for a small city to visit. Between Chicago and Zürich, you should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Chicago'}
{'statement': 'You are looking for a small city to visit. Between Karachi and Suwałki, you should visit Suwałki.', 'answer': 'Suwałki', 'candidate': 'Karachi'}
{'statement': 'You are looking for a small city to visit. Between Lahore and Sokoto, you should visit Sokoto.', 'answer': 'Sokoto', 'candidate': 'Lahore'}
{'statement': 'You are looking for a small city to visit. Between Santiago and Yerevan, you should visit Yerevan.', 'answer': 'Yerevan', 'candidate': 'Santiago'}
{'statement': 'You are looking for a small city to visit. Between Phoenix and Brussels, you should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Phoenix'}
{'statement': 'You are looking for a small city to visit. Between Ho Chi Minh City and Valencia, you should visit Valencia.', 'answer': 'Valencia', 'candidate': 'Ho Chi Minh City'}
{'statement': 'You are looking for a small city to visit. Between Karachi and Kansas City, you should visit Kansas City.', 'answer': 'Kansas City', 'candidate': 'Karachi'}
{'statement': 'You are looking for a small city to visit. Between Berlin and Lhasa, you should visit Lhasa.', 'answer': 'Lhasa', 'candidate': 'Berlin'}
{'statement': 'You are looking for a small city to visit. Between Berlin and San Juan, you should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Berlin'}
{'statement': 'You are looking for a small city to visit. Between Rome and El Paso, you should visit El Paso.', 'answer': 'El Paso', 'candidate': 'Rome'}
{'statement': 'You are looking for a small city to visit. Between London and Sapporo, you should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'London'}
{'statement': 'You are looking for a small city to visit. Between Dar es Salaam and Belgrade, you should visit Belgrade.', 'answer': 'Belgrade', 'candidate': 'Dar es Salaam'}
{'statement': 'You are looking for a small city to visit. Between Mexico City and Ouahigouya, you should visit Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Mexico City'}
{'statement': 'You are looking for a small city to visit. Between Brasília and Juba, you should visit Juba.', 'answer': 'Juba', 'candidate': 'Brasília'}
{'statement': 'You are looking for a small city to visit. Between Lima and Amsterdam, you should visit Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Lima'}
{'statement': 'You are looking for a small city to visit. Between Phoenix and Ljubljana, you should visit Ljubljana.', 'answer': 'Ljubljana', 'candidate': 'Phoenix'}
{'statement': 'You are looking for a small city to visit. Between Guangzhou and Nouakchott, you should visit Nouakchott.', 'answer': 'Nouakchott', 'candidate': 'Guangzhou'}
{'statement': 'You are looking for a small city to visit. Between Beijing and Hamilton, you should visit Hamilton.', 'answer': 'Hamilton', 'candidate': 'Beijing'}
{'statement': 'You are looking for a small city to visit. Between Berlin and Milan, you should visit Milan.', 'answer': 'Milan', 'candidate': 'Berlin'}
{'statement': 'You are looking for a small city to visit. Between Lima and Florianópolis, you should visit Florianópolis.', 'answer': 'Florianópolis', 'candidate': 'Lima'}
{'statement': 'You are looking for a small city to visit. Between Mexico City and Baghdad, you should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Mexico City'}
{'statement': 'You are looking for a small city to visit. Between Guadalajara and Parakou, you should visit Parakou.', 'answer': 'Parakou', 'candidate': 'Guadalajara'}
{'statement': 'You are looking for a small city to visit. Between Guangzhou and Vienna, you should visit Vienna.', 'answer': 'Vienna', 'candidate': 'Guangzhou'}
{'statement': 'You are looking for a small city to visit. Between Monterrey and Antofagasta, you should visit Antofagasta.', 'answer': 'Antofagasta', 'candidate': 'Monterrey'}
{'statement': 'You are looking for a small city to visit. Between Medellín and Palmerston North, you should visit Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Medellín'}
{'statement': 'You are looking for a small city to visit. Between Moscow and Reykjavík, you should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Moscow'}
{'statement': 'You are looking for a small city to visit. Between Sydney and Kansas City, you should visit Kansas City.', 'answer': 'Kansas City', 'candidate': 'Sydney'}
{'statement': 'You are looking for a small city to visit. Between Medellín and Tabora, you should visit Tabora.', 'answer': 'Tabora', 'candidate': 'Medellín'}
{'statement': 'You are looking for a small city to visit. Between Ankara and Omaha, you should visit Omaha.', 'answer': 'Omaha', 'candidate': 'Ankara'}
{'statement': 'You are looking for a small city to visit. Between Ankara and Piura, you should visit Piura.', 'answer': 'Piura', 'candidate': 'Ankara'}
{'statement': 'You are looking for a small city to visit. Between Chicago and Toamasina, you should visit Toamasina.', 'answer': 'Toamasina', 'candidate': 'Chicago'}
{'statement': 'You are looking for a small city to visit. Between Lahore and Pretoria, you should visit Pretoria.', 'answer': 'Pretoria', 'candidate': 'Lahore'}
{'statement': 'You are looking for a small city to visit. Between Bogotá and Tashkent, you should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Bogotá'}
{'statement': 'You are looking for a small city to visit. Between Saint Petersburg and Bata, you should visit Bata.', 'answer': 'Bata', 'candidate': 'Saint Petersburg'}
{'statement': 'You are looking for a small city to visit. Between Houston and Port Moresby, you should visit Port Moresby.', 'answer': 'Port Moresby', 'candidate': 'Houston'}
{'statement': 'You are looking for a small city to visit. Between Shanghai and Bata, you should visit Bata.', 'answer': 'Bata', 'candidate': 'Shanghai'}
{'statement': 'You are looking for a small city to visit. Between Moscow and Port Moresby, you should visit Port Moresby.', 'answer': 'Port Moresby', 'candidate': 'Moscow'}
{'statement': 'You are looking for a small city to visit. Between Denver and Christchurch, you should visit Christchurch.', 'answer': 'Christchurch', 'candidate': 'Denver'}
{'statement': 'You are looking for a small city to visit. Between Toronto and Addis Ababa, you should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Toronto'}
{'statement': 'You are looking for a small city to visit. Between Lahore and Yinchuan, you should visit Yinchuan.', 'answer': 'Yinchuan', 'candidate': 'Lahore'}
{'statement': 'You are looking for a small city to visit. Between Los Angeles and Palmerston North, you should visit Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Los Angeles'}
{'statement': 'You are looking for a small city to visit. Between Chicago and San Antonio, you should visit San Antonio.', 'answer': 'San Antonio', 'candidate': 'Chicago'}
{'statement': 'You are looking for a small city to visit. Between Beijing and Damascus, you should visit Damascus.', 'answer': 'Damascus', 'candidate': 'Beijing'}
{'statement': 'You are looking for a small city to visit. Between Douala and Suva, you should visit Suva.', 'answer': 'Suva', 'candidate': 'Douala'}
{'statement': 'You are looking for a small city to visit. Between Buenos Aires and Nouadhibou, you should visit Nouadhibou.', 'answer': 'Nouadhibou', 'candidate': 'Buenos Aires'}
{'statement': 'You are looking for a small city to visit. Between Guadalajara and Cape Town, you should visit Cape Town.', 'answer': 'Cape Town', 'candidate': 'Guadalajara'}
{'statement': 'You are looking for a small city to visit. Between Houston and Aden, you should visit Aden.', 'answer': 'Aden', 'candidate': 'Houston'}
{'statement': 'You are looking for a small city to visit. Between Berlin and Río Gallegos, you should visit Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Berlin'}
{'statement': 'You are looking for a small city to visit. Between Guadalajara and Rabat, you should visit Rabat.', 'answer': 'Rabat', 'candidate': 'Guadalajara'}
{'statement': 'You are looking for a small city to visit. Between Chicago and Ushuaia, you should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Chicago'}
{'statement': 'You are looking for a small city to visit. Between Bogotá and Ankara, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Bogotá'}
{'statement': 'You are looking for a small city to visit. Between Mexico City and San Juan, you should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Mexico City'}
{'statement': 'You are looking for a small city to visit. Between Mexico City and Fukuoka, you should visit Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'Mexico City'}
{'statement': 'You are looking for a small city to visit. Between Moscow and Piura, you should visit Piura.', 'answer': 'Piura', 'candidate': 'Moscow'}
{'statement': 'You are looking for a small city to visit. Between Guadalajara and Lhasa, you should visit Lhasa.', 'answer': 'Lhasa', 'candidate': 'Guadalajara'}
{'statement': 'You are looking for a small city to visit. Between Johannesburg and Lake Havasu City, you should visit Lake Havasu City.', 'answer': 'Lake Havasu City', 'candidate': 'Johannesburg'}
{'statement': 'You are looking for a small city to visit. Between Jakarta and Lima, you should visit Lima.', 'answer': 'Lima', 'candidate': 'Jakarta'}
{'statement': 'You are looking for a small city to visit. Between Bangkok and Tripoli, you should visit Tripoli.', 'answer': 'Tripoli', 'candidate': 'Bangkok'}
{'statement': 'You are looking for a small city to visit. Between Nairobi and Denpasar, you should visit Denpasar.', 'answer': 'Denpasar', 'candidate': 'Nairobi'}
{'statement': 'You are looking for a small city to visit. Between Paris and Makurdi, you should visit Makurdi.', 'answer': 'Makurdi', 'candidate': 'Paris'}
{'statement': 'You are looking for a small city to visit. Between Nairobi and Bujumbura, you should visit Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Nairobi'}
{'statement': 'You are looking for a small city to visit. Between Lima and Mendoza, you should visit Mendoza.', 'answer': 'Mendoza', 'candidate': 'Lima'}
{'statement': 'You are looking for a small city to visit. Between London and Port Moresby, you should visit Port Moresby.', 'answer': 'Port Moresby', 'candidate': 'London'}
{'statement': 'You are looking for a small city to visit. Between Santiago and San Juan, you should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Santiago'}
{'statement': 'You are looking for a small city to visit. Between London and Ushuaia, you should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'London'}
{'statement': 'You are looking for a small city to visit. Between Baltimore and Lake Havasu City, you should visit Lake Havasu City.', 'answer': 'Lake Havasu City', 'candidate': 'Baltimore'}
