{'statement': 'You are looking for a city with cold weather. Between Sokoto and Auckland, you should visit Auckland.', 'answer': 'Auckland', 'candidate': 'Sokoto'}
{'statement': 'You are looking for a city with cold weather. Between Lahore and Saskatoon, you should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Lahore'}
{'statement': 'You are looking for a city with cold weather. Between Vientiane and Kunming, you should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Vientiane'}
{'statement': 'You are looking for a city with cold weather. Between Phnom Penh and Anchorage, you should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Phnom Penh'}
{'statement': 'You are looking for a city with cold weather. Between Suva and Irkutsk, you should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Suva'}
{'statement': 'You are looking for a city with cold weather. Between Conakry and Boise, you should visit Boise.', 'answer': 'Boise', 'candidate': 'Conakry'}
{'statement': 'You are looking for a city with cold weather. Between Lomé and Curitiba, you should visit Curitiba.', 'answer': 'Curitiba', 'candidate': 'Lomé'}
{'statement': 'You are looking for a city with cold weather. Between San Salvador and Yinchuan, you should visit Yinchuan.', 'answer': 'Yinchuan', 'candidate': 'San Salvador'}
{'statement': 'You are looking for a city with cold weather. Between Ho Chi Minh City and Frankfurt, you should visit Frankfurt.', 'answer': 'Frankfurt', 'candidate': 'Ho Chi Minh City'}
{'statement': 'You are looking for a city with cold weather. Between Cayenne and Amsterdam, you should visit Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Cayenne'}
{'statement': 'You are looking for a city with cold weather. Between Palembang and Lyon, you should visit Lyon.', 'answer': 'Lyon', 'candidate': 'Palembang'}
{'statement': 'You are looking for a city with cold weather. Between Mandalay and Punta Arenas, you should visit Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Mandalay'}
{'statement': 'You are looking for a city with cold weather. Between Makurdi and Auckland, you should visit Auckland.', 'answer': 'Auckland', 'candidate': 'Makurdi'}
{'statement': 'You are looking for a city with cold weather. Between San Juan and Tirana, you should visit Tirana.', 'answer': 'Tirana', 'candidate': 'San Juan'}
{'statement': 'You are looking for a city with cold weather. Between Riyadh and Tashkent, you should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Riyadh'}
{'statement': 'You are looking for a city with cold weather. Between El Paso and Novosibirsk, you should visit Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'El Paso'}
{'statement': 'You are looking for a city with cold weather. Between Niamey and Bishkek, you should visit Bishkek.', 'answer': 'Bishkek', 'candidate': 'Niamey'}
{'statement': 'You are looking for a city with cold weather. Between Kano and Vladivostok, you should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Kano'}
{'statement': 'You are looking for a city with cold weather. Between Willemstad and Bucharest, you should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Willemstad'}
{'statement': 'You are looking for a city with cold weather. Between Niamey and Viedma, you should visit Viedma.', 'answer': 'Viedma', 'candidate': 'Niamey'}
{'statement': 'You are looking for a city with cold weather. Between Kingston and Sacramento, you should visit Sacramento.', 'answer': 'Sacramento', 'candidate': 'Kingston'}
{'statement': 'You are looking for a city with cold weather. Between Barranquilla and Minsk, you should visit Minsk.', 'answer': 'Minsk', 'candidate': 'Barranquilla'}
{'statement': 'You are looking for a city with cold weather. Between Garissa and Antofagasta, you should visit Antofagasta.', 'answer': 'Antofagasta', 'candidate': 'Garissa'}
{'statement': 'You are looking for a city with cold weather. Between Beirut and Ushuaia, you should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Beirut'}
{'statement': 'You are looking for a city with cold weather. Between Bamako and Hobart, you should visit Hobart.', 'answer': 'Hobart', 'candidate': 'Bamako'}
{'statement': 'You are looking for a city with cold weather. Between Kunming and Ulaanbaatar, you should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Kunming'}
{'statement': 'You are looking for a city with cold weather. Between Tucson and Milwaukee, you should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Tucson'}
{'statement': 'You are looking for a city with cold weather. Between Bangkok and Novosibirsk, you should visit Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Bangkok'}
{'statement': 'You are looking for a city with cold weather. Between Mombasa and Minsk, you should visit Minsk.', 'answer': 'Minsk', 'candidate': 'Mombasa'}
{'statement': 'You are looking for a city with cold weather. Between Tamanrasset and Oslo, you should visit Oslo.', 'answer': 'Oslo', 'candidate': 'Tamanrasset'}
{'statement': 'You are looking for a city with cold weather. Between Port-Gentil and Kansas City, you should visit Kansas City.', 'answer': 'Kansas City', 'candidate': 'Port-Gentil'}
{'statement': 'You are looking for a city with cold weather. Between Santiago del Estero and Erzurum, you should visit Erzurum.', 'answer': 'Erzurum', 'candidate': 'Santiago del Estero'}
{'statement': 'You are looking for a city with cold weather. Between Bata and Kuopio, you should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Bata'}
{'statement': 'You are looking for a city with cold weather. Between Muscat and Mendoza, you should visit Mendoza.', 'answer': 'Mendoza', 'candidate': 'Muscat'}
{'statement': 'You are looking for a city with cold weather. Between Douala and La Serena, you should visit La Serena.', 'answer': 'La Serena', 'candidate': 'Douala'}
{'statement': 'You are looking for a city with cold weather. Between Denpasar and Lhasa, you should visit Lhasa.', 'answer': 'Lhasa', 'candidate': 'Denpasar'}
{'statement': 'You are looking for a city with cold weather. Between Karachi and Toluca, you should visit Toluca.', 'answer': 'Toluca', 'candidate': 'Karachi'}
{'statement': 'You are looking for a city with cold weather. Between Port Sudan and Zagreb, you should visit Zagreb.', 'answer': 'Zagreb', 'candidate': 'Port Sudan'}
{'statement': 'You are looking for a city with cold weather. Between San Salvador and Saskatoon, you should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'San Salvador'}
{'statement': 'You are looking for a city with cold weather. Between Willemstad and Almaty, you should visit Almaty.', 'answer': 'Almaty', 'candidate': 'Willemstad'}
{'statement': 'You are looking for a city with cold weather. Between Toliara and Ottawa, you should visit Ottawa.', 'answer': 'Ottawa', 'candidate': 'Toliara'}
{'statement': 'You are looking for a city with cold weather. Between Houston and Vladivostok, you should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Houston'}
{'statement': 'You are looking for a city with cold weather. Between Conakry and Cape Town, you should visit Cape Town.', 'answer': 'Cape Town', 'candidate': 'Conakry'}
{'statement': 'You are looking for a city with cold weather. Between Muscat and Bergen, you should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Muscat'}
{'statement': 'You are looking for a city with cold weather. Between Mendoza and Anchorage, you should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Mendoza'}
{'statement': 'You are looking for a city with cold weather. Between Aden and La Serena, you should visit La Serena.', 'answer': 'La Serena', 'candidate': 'Aden'}
{'statement': 'You are looking for a city with cold weather. Between Wau and Saint Petersburg, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Wau'}
{'statement': 'You are looking for a city with cold weather. Between Bangui and Nur-Sultan, you should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Bangui'}
{'statement': 'You are looking for a city with cold weather. Between Garoua and Baku, you should visit Baku.', 'answer': 'Baku', 'candidate': 'Garoua'}
{'statement': 'You are looking for a city with cold weather. Between Tabora and Boise, you should visit Boise.', 'answer': 'Boise', 'candidate': 'Tabora'}
{'statement': 'You are looking for a city with cold weather. Between Hat Yai and Chicago, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Hat Yai'}
{'statement': 'You are looking for a city with cold weather. Between Lake Havasu City and Kuopio, you should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Lake Havasu City'}
{'statement': 'You are looking for a city with cold weather. Between Kunming and Saskatoon, you should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Kunming'}
{'statement': 'You are looking for a city with cold weather. Between Mandalay and Damascus, you should visit Damascus.', 'answer': 'Damascus', 'candidate': 'Mandalay'}
{'statement': 'You are looking for a city with cold weather. Between Lisbon and Ulaanbaatar, you should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Lisbon'}
{'statement': 'You are looking for a city with cold weather. Between Pontianak and Changsha, you should visit Changsha.', 'answer': 'Changsha', 'candidate': 'Pontianak'}
{'statement': 'You are looking for a city with cold weather. Between Baku and Erzurum, you should visit Erzurum.', 'answer': 'Erzurum', 'candidate': 'Baku'}
{'statement': 'You are looking for a city with cold weather. Between Riyadh and Dublin, you should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Riyadh'}
{'statement': 'You are looking for a city with cold weather. Between Mexicali and Baltimore, you should visit Baltimore.', 'answer': 'Baltimore', 'candidate': 'Mexicali'}
{'statement': 'You are looking for a city with cold weather. Between Luanda and Lviv, you should visit Lviv.', 'answer': 'Lviv', 'candidate': 'Luanda'}
{'statement': 'You are looking for a city with cold weather. Between Lake Havasu City and Zürich, you should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Lake Havasu City'}
{'statement': 'You are looking for a city with cold weather. Between Antsiranana and Kansas City, you should visit Kansas City.', 'answer': 'Kansas City', 'candidate': 'Antsiranana'}
{'statement': 'You are looking for a city with cold weather. Between Mexicali and Ürümqi, you should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Mexicali'}
{'statement': 'You are looking for a city with cold weather. Between Yaoundé and Bratislava, you should visit Bratislava.', 'answer': 'Bratislava', 'candidate': 'Yaoundé'}
{'statement': 'You are looking for a city with cold weather. Between Malabo and London, you should visit London.', 'answer': 'London', 'candidate': 'Malabo'}
{'statement': 'You are looking for a city with cold weather. Between Parakou and Río Gallegos, you should visit Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Parakou'}
{'statement': 'You are looking for a city with cold weather. Between Caracas and Indianapolis, you should visit Indianapolis.', 'answer': 'Indianapolis', 'candidate': 'Caracas'}
{'statement': 'You are looking for a city with cold weather. Between Garoua and Omaha, you should visit Omaha.', 'answer': 'Omaha', 'candidate': 'Garoua'}
{'statement': 'You are looking for a city with cold weather. Between Nakhon Ratchasima and Shanghai, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'You are looking for a city with cold weather. Between Mexicali and Vienna, you should visit Vienna.', 'answer': 'Vienna', 'candidate': 'Mexicali'}
{'statement': 'You are looking for a city with cold weather. Between Kampala and Bergen, you should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Kampala'}
{'statement': 'You are looking for a city with cold weather. Between Lomé and Ottawa, you should visit Ottawa.', 'answer': 'Ottawa', 'candidate': 'Lomé'}
{'statement': 'You are looking for a city with cold weather. Between Antofagasta and Oslo, you should visit Oslo.', 'answer': 'Oslo', 'candidate': 'Antofagasta'}
{'statement': 'You are looking for a city with cold weather. Between Ho Chi Minh City and Boise, you should visit Boise.', 'answer': 'Boise', 'candidate': 'Ho Chi Minh City'}
{'statement': 'You are looking for a city with cold weather. Between Cape Town and Ushuaia, you should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Cape Town'}
{'statement': 'You are looking for a city with cold weather. Between Mandalay and Paris, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Mandalay'}
{'statement': 'You are looking for a city with cold weather. Between Ségou and Mendoza, you should visit Mendoza.', 'answer': 'Mendoza', 'candidate': 'Ségou'}
{'statement': 'You are looking for a city with cold weather. Between Djibouti and Moscow, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Djibouti'}
{'statement': 'You are looking for a city with cold weather. Between Albuquerque and Irkutsk, you should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Albuquerque'}
{'statement': 'You are looking for a city with cold weather. Between Pontianak and Canberra, you should visit Canberra.', 'answer': 'Canberra', 'candidate': 'Pontianak'}
{'statement': 'You are looking for a city with cold weather. Between Paramaribo and Chicago, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Paramaribo'}
{'statement': 'You are looking for a city with cold weather. Between Antofagasta and Kuopio, you should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Antofagasta'}
{'statement': 'You are looking for a city with cold weather. Between San Salvador and Calgary, you should visit Calgary.', 'answer': 'Calgary', 'candidate': 'San Salvador'}
{'statement': 'You are looking for a city with cold weather. Between Manila and Melbourne, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Manila'}
{'statement': 'You are looking for a city with cold weather. Between Ouahigouya and Bratislava, you should visit Bratislava.', 'answer': 'Bratislava', 'candidate': 'Ouahigouya'}
{'statement': 'You are looking for a city with cold weather. Between Managua and Río Gallegos, you should visit Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Managua'}
{'statement': 'You are looking for a city with cold weather. Between Panama City and Oslo, you should visit Oslo.', 'answer': 'Oslo', 'candidate': 'Panama City'}
{'statement': 'You are looking for a city with cold weather. Between Douala and Ulaanbaatar, you should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Douala'}
{'statement': 'You are looking for a city with cold weather. Between Ho Chi Minh City and Lviv, you should visit Lviv.', 'answer': 'Lviv', 'candidate': 'Ho Chi Minh City'}
{'statement': 'You are looking for a city with cold weather. Between Kuwait City and Canberra, you should visit Canberra.', 'answer': 'Canberra', 'candidate': 'Kuwait City'}
{'statement': 'You are looking for a city with cold weather. Between Bucharest and Fairbanks, you should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Bucharest'}
{'statement': 'You are looking for a city with cold weather. Between Abéché and Albuquerque, you should visit Albuquerque.', 'answer': 'Albuquerque', 'candidate': 'Abéché'}
{'statement': 'You are looking for a city with cold weather. Between Palembang and Bahía Blanca, you should visit Bahía Blanca.', 'answer': 'Bahía Blanca', 'candidate': 'Palembang'}
{'statement': 'You are looking for a city with cold weather. Between Damascus and Nur-Sultan, you should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Damascus'}
{'statement': 'You are looking for a city with cold weather. Between Lake Havasu City and Milwaukee, you should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Lake Havasu City'}
{'statement': 'You are looking for a city with cold weather. Between Cotonou and Anchorage, you should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Cotonou'}
{'statement': 'You are looking for a city with cold weather. Between San Antonio and Ulaanbaatar, you should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'San Antonio'}
{'statement': 'You are looking for a city with cold weather. Between Río Gallegos and Fairbanks, you should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Río Gallegos'}
{'statement': 'You are looking for a city with cold weather. Between Bangui and Omaha, you should visit Omaha.', 'answer': 'Omaha', 'candidate': 'Bangui'}
{'statement': 'You are looking for a city with cold weather. Between Durban and Lhasa, you should visit Lhasa.', 'answer': 'Lhasa', 'candidate': 'Durban'}
{'statement': 'You are looking for a city with cold weather. Between Medellín and Sapporo, you should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'Medellín'}
{'statement': 'You are looking for a city with cold weather. Between Manila and Changsha, you should visit Changsha.', 'answer': 'Changsha', 'candidate': 'Manila'}
{'statement': 'You are looking for a city with cold weather. Between Chihuahua and Kuopio, you should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Chihuahua'}
{'statement': 'You are looking for a city with cold weather. Between Santiago del Estero and Moscow, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Santiago del Estero'}
{'statement': 'You are looking for a city with cold weather. Between Toliara and Yakutsk, you should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Toliara'}
{'statement': 'You are looking for a city with cold weather. Between Port-Gentil and Bergen, you should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Port-Gentil'}
{'statement': 'You are looking for a city with cold weather. Between Parakou and Asmara, you should visit Asmara.', 'answer': 'Asmara', 'candidate': 'Parakou'}
{'statement': 'You are looking for a city with cold weather. Between Thiès and Minsk, you should visit Minsk.', 'answer': 'Minsk', 'candidate': 'Thiès'}
{'statement': 'You are looking for a city with cold weather. Between Bamako and Algiers, you should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Bamako'}
{'statement': 'You are looking for a city with cold weather. Between Buenos Aires and Lviv, you should visit Lviv.', 'answer': 'Lviv', 'candidate': 'Buenos Aires'}
{'statement': 'You are looking for a city with cold weather. Between Perth and Nur-Sultan, you should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Perth'}
{'statement': 'You are looking for a city with cold weather. Between Garissa and Lviv, you should visit Lviv.', 'answer': 'Lviv', 'candidate': 'Garissa'}
{'statement': 'You are looking for a city with cold weather. Between Ndola and Saskatoon, you should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Ndola'}
{'statement': 'You are looking for a city with cold weather. Between Niamey and Sacramento, you should visit Sacramento.', 'answer': 'Sacramento', 'candidate': 'Niamey'}
{'statement': 'You are looking for a city with cold weather. Between San Salvador and Beijing, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'San Salvador'}
{'statement': 'You are looking for a city with cold weather. Between Dodoma and Ankara, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Dodoma'}
{'statement': 'You are looking for a city with cold weather. Between Antsiranana and Paris, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Antsiranana'}
{'statement': 'You are looking for a city with cold weather. Between Medellín and Chicago, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Medellín'}
{'statement': 'You are looking for a city with cold weather. Between San Juan and Tashkent, you should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'San Juan'}
{'statement': 'You are looking for a city with cold weather. Between Ségou and Berlin, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Ségou'}
{'statement': 'You are looking for a city with cold weather. Between Abéché and Bergen, you should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Abéché'}
{'statement': 'You are looking for a city with cold weather. Between Ouahigouya and Campos do Jordão, you should visit Campos do Jordão.', 'answer': 'Campos do Jordão', 'candidate': 'Ouahigouya'}
{'statement': 'You are looking for a city with cold weather. Between Beirut and Murmansk, you should visit Murmansk.', 'answer': 'Murmansk', 'candidate': 'Beirut'}
{'statement': 'You are looking for a city with cold weather. Between San Salvador and Suwałki, you should visit Suwałki.', 'answer': 'Suwałki', 'candidate': 'San Salvador'}
{'statement': 'You are looking for a city with cold weather. Between Tabora and Christchurch, you should visit Christchurch.', 'answer': 'Christchurch', 'candidate': 'Tabora'}
{'statement': 'You are looking for a city with cold weather. Between Cotonou and Hobart, you should visit Hobart.', 'answer': 'Hobart', 'candidate': 'Cotonou'}
{'statement': 'You are looking for a city with cold weather. Between Villahermosa and Halifax, you should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Villahermosa'}
{'statement': 'You are looking for a city with cold weather. Between Douala and Saint Petersburg, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Douala'}
{'statement': 'You are looking for a city with cold weather. Between Mexicali and Canberra, you should visit Canberra.', 'answer': 'Canberra', 'candidate': 'Mexicali'}
{'statement': 'You are looking for a city with cold weather. Between La Ceiba and Ürümqi, you should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'La Ceiba'}
{'statement': 'You are looking for a city with cold weather. Between Guadalajara and Yinchuan, you should visit Yinchuan.', 'answer': 'Yinchuan', 'candidate': 'Guadalajara'}
{'statement': 'You are looking for a city with cold weather. Between Djibouti and Paris, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Djibouti'}
{'statement': 'You are looking for a city with cold weather. Between Porto Alegre and Yinchuan, you should visit Yinchuan.', 'answer': 'Yinchuan', 'candidate': 'Porto Alegre'}
{'statement': 'You are looking for a city with cold weather. Between Tampa and Kansas City, you should visit Kansas City.', 'answer': 'Kansas City', 'candidate': 'Tampa'}
{'statement': 'You are looking for a city with cold weather. Between Sokoto and London, you should visit London.', 'answer': 'London', 'candidate': 'Sokoto'}
{'statement': 'You are looking for a city with cold weather. Between Kingston and Algiers, you should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Kingston'}
{'statement': 'You are looking for a city with cold weather. Between Panama City and Halifax, you should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Panama City'}
{'statement': 'You are looking for a city with cold weather. Between Makassar and Bahía Blanca, you should visit Bahía Blanca.', 'answer': 'Bahía Blanca', 'candidate': 'Makassar'}
{'statement': 'You are looking for a city with cold weather. Between Kampala and Río Gallegos, you should visit Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Kampala'}
{'statement': 'You are looking for a city with cold weather. Between Wau and Antofagasta, you should visit Antofagasta.', 'answer': 'Antofagasta', 'candidate': 'Wau'}
{'statement': 'You are looking for a city with cold weather. Between Bangkok and Bucharest, you should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Bangkok'}
{'statement': 'You are looking for a city with cold weather. Between Luanda and Vladivostok, you should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Luanda'}
{'statement': 'You are looking for a city with cold weather. Between Toliara and Ushuaia, you should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Toliara'}
{'statement': 'You are looking for a city with cold weather. Between Nouakchott and Murmansk, you should visit Murmansk.', 'answer': 'Murmansk', 'candidate': 'Nouakchott'}
{'statement': 'You are looking for a city with cold weather. Between Entebbe and Vienna, you should visit Vienna.', 'answer': 'Vienna', 'candidate': 'Entebbe'}
{'statement': 'You are looking for a city with cold weather. Between Tabora and Hobart, you should visit Hobart.', 'answer': 'Hobart', 'candidate': 'Tabora'}
{'statement': 'You are looking for a city with cold weather. Between Port Sudan and Yerevan, you should visit Yerevan.', 'answer': 'Yerevan', 'candidate': 'Port Sudan'}
{'statement': 'You are looking for a city with cold weather. Between Ouahigouya and Rome, you should visit Rome.', 'answer': 'Rome', 'candidate': 'Ouahigouya'}
{'statement': 'You are looking for a city with cold weather. Between Tabora and Milan, you should visit Milan.', 'answer': 'Milan', 'candidate': 'Tabora'}
{'statement': 'You are looking for a city with cold weather. Between Willemstad and Fairbanks, you should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Willemstad'}
{'statement': 'You are looking for a city with cold weather. Between Yaoundé and Sapporo, you should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'Yaoundé'}
{'statement': 'You are looking for a city with cold weather. Between Vienna and Fairbanks, you should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Vienna'}
{'statement': 'You are looking for a city with cold weather. Between Kingston and Denver, you should visit Denver.', 'answer': 'Denver', 'candidate': 'Kingston'}
{'statement': 'You are looking for a city with cold weather. Between Villahermosa and Zürich, you should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Villahermosa'}
{'statement': 'You are looking for a city with cold weather. Between Jakarta and Zagreb, you should visit Zagreb.', 'answer': 'Zagreb', 'candidate': 'Jakarta'}
{'statement': 'You are looking for a city with cold weather. Between Mexicali and Bratislava, you should visit Bratislava.', 'answer': 'Bratislava', 'candidate': 'Mexicali'}
{'statement': 'You are looking for a city with cold weather. Between Bamako and La Serena, you should visit La Serena.', 'answer': 'La Serena', 'candidate': 'Bamako'}
{'statement': 'You are looking for a city with cold weather. Between Darwin and Rabat, you should visit Rabat.', 'answer': 'Rabat', 'candidate': 'Darwin'}
{'statement': 'You are looking for a city with cold weather. Between Juba and Damascus, you should visit Damascus.', 'answer': 'Damascus', 'candidate': 'Juba'}
{'statement': 'You are looking for a city with cold weather. Between Makurdi and Omaha, you should visit Omaha.', 'answer': 'Omaha', 'candidate': 'Makurdi'}
{'statement': 'You are looking for a city with cold weather. Between Riyadh and Almaty, you should visit Almaty.', 'answer': 'Almaty', 'candidate': 'Riyadh'}
{'statement': 'You are looking for a city with cold weather. Between Bujumbura and Toronto, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Bujumbura'}
{'statement': 'You are looking for a city with cold weather. Between Malabo and Halifax, you should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Malabo'}
