{'statement': 'Someone is looking for a city with warm weather. Between Aden and Milan, this person should visit Aden.', 'answer': 'Aden', 'candidate': 'Milan'}
{'statement': 'Someone is looking for a city with warm weather. Between Kano and Moscow, this person should visit Kano.', 'answer': 'Kano', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a city with warm weather. Between Kingston and Novosibirsk, this person should visit Kingston.', 'answer': 'Kingston', 'candidate': 'Novosibirsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Makurdi and Berlin, this person should visit Makurdi.', 'answer': 'Makurdi', 'candidate': 'Berlin'}
{'statement': 'Someone is looking for a city with warm weather. Between Palermo and Ürümqi, this person should visit Palermo.', 'answer': 'Palermo', 'candidate': 'Ürümqi'}
{'statement': 'Someone is looking for a city with warm weather. Between Changsha and Nur-Sultan, this person should visit Changsha.', 'answer': 'Changsha', 'candidate': 'Nur-Sultan'}
{'statement': 'Someone is looking for a city with warm weather. Between Abéché and Mexico City, this person should visit Abéché.', 'answer': 'Abéché', 'candidate': 'Mexico City'}
{'statement': 'Someone is looking for a city with warm weather. Between Vientiane and Milwaukee, this person should visit Vientiane.', 'answer': 'Vientiane', 'candidate': 'Milwaukee'}
{'statement': 'Someone is looking for a city with warm weather. Between Rosario and Irkutsk, this person should visit Rosario.', 'answer': 'Rosario', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Cayenne and Tauranga, this person should visit Cayenne.', 'answer': 'Cayenne', 'candidate': 'Tauranga'}
{'statement': 'Someone is looking for a city with warm weather. Between Ho Chi Minh City and Damascus, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Damascus'}
{'statement': 'Someone is looking for a city with warm weather. Between Bata and Baltimore, this person should visit Bata.', 'answer': 'Bata', 'candidate': 'Baltimore'}
{'statement': 'Someone is looking for a city with warm weather. Between Lagos and Shanghai, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Shanghai'}
{'statement': 'Someone is looking for a city with warm weather. Between Dar es Salaam and Toluca, this person should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Toluca'}
{'statement': 'Someone is looking for a city with warm weather. Between Antsiranana and Indianapolis, this person should visit Antsiranana.', 'answer': 'Antsiranana', 'candidate': 'Indianapolis'}
{'statement': 'Someone is looking for a city with warm weather. Between Mumbai and Suwałki, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Suwałki'}
{'statement': 'Someone is looking for a city with warm weather. Between Conakry and Halifax, this person should visit Conakry.', 'answer': 'Conakry', 'candidate': 'Halifax'}
{'statement': 'Someone is looking for a city with warm weather. Between Makassar and Milwaukee, this person should visit Makassar.', 'answer': 'Makassar', 'candidate': 'Milwaukee'}
{'statement': 'Someone is looking for a city with warm weather. Between Makassar and Tauranga, this person should visit Makassar.', 'answer': 'Makassar', 'candidate': 'Tauranga'}
{'statement': 'Someone is looking for a city with warm weather. Between Cabo San Lucas and Ottawa, this person should visit Cabo San Lucas.', 'answer': 'Cabo San Lucas', 'candidate': 'Ottawa'}
{'statement': 'Someone is looking for a city with warm weather. Between Paramaribo and Yinchuan, this person should visit Paramaribo.', 'answer': 'Paramaribo', 'candidate': 'Yinchuan'}
{'statement': 'Someone is looking for a city with warm weather. Between Makurdi and Novosibirsk, this person should visit Makurdi.', 'answer': 'Makurdi', 'candidate': 'Novosibirsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Kuwait City and Ankara, this person should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a city with warm weather. Between San Antonio and Novosibirsk, this person should visit San Antonio.', 'answer': 'San Antonio', 'candidate': 'Novosibirsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Sacramento and Oslo, this person should visit Sacramento.', 'answer': 'Sacramento', 'candidate': 'Oslo'}
{'statement': 'Someone is looking for a city with warm weather. Between Mandalay and Calgary, this person should visit Mandalay.', 'answer': 'Mandalay', 'candidate': 'Calgary'}
{'statement': 'Someone is looking for a city with warm weather. Between Ouahigouya and Lisbon, this person should visit Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Lisbon'}
{'statement': 'Someone is looking for a city with warm weather. Between Malabo and Quito, this person should visit Malabo.', 'answer': 'Malabo', 'candidate': 'Quito'}
{'statement': 'Someone is looking for a city with warm weather. Between Willemstad and Fianarantsoa, this person should visit Willemstad.', 'answer': 'Willemstad', 'candidate': 'Fianarantsoa'}
{'statement': 'Someone is looking for a city with warm weather. Between Parakou and Copenhagen, this person should visit Parakou.', 'answer': 'Parakou', 'candidate': 'Copenhagen'}
{'statement': 'Someone is looking for a city with warm weather. Between Ouahigouya and Wellington, this person should visit Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Wellington'}
{'statement': 'Someone is looking for a city with warm weather. Between Jakarta and Kansas City, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Kansas City'}
{'statement': 'Someone is looking for a city with warm weather. Between Jakarta and London, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'London'}
{'statement': 'Someone is looking for a city with warm weather. Between Mumbai and Tashkent, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Tashkent'}
{'statement': 'Someone is looking for a city with warm weather. Between Dar es Salaam and Campos do Jordão, this person should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Campos do Jordão'}
{'statement': 'Someone is looking for a city with warm weather. Between Belgrade and Ulaanbaatar, this person should visit Belgrade.', 'answer': 'Belgrade', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a city with warm weather. Between Maputo and Amsterdam, this person should visit Maputo.', 'answer': 'Maputo', 'candidate': 'Amsterdam'}
{'statement': 'Someone is looking for a city with warm weather. Between Thiès and Nur-Sultan, this person should visit Thiès.', 'answer': 'Thiès', 'candidate': 'Nur-Sultan'}
{'statement': 'Someone is looking for a city with warm weather. Between San Antonio and Lviv, this person should visit San Antonio.', 'answer': 'San Antonio', 'candidate': 'Lviv'}
{'statement': 'Someone is looking for a city with warm weather. Between Los Angeles and Saint Petersburg, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Saint Petersburg'}
{'statement': 'Someone is looking for a city with warm weather. Between Harare and Saint Petersburg, this person should visit Harare.', 'answer': 'Harare', 'candidate': 'Saint Petersburg'}
{'statement': 'Someone is looking for a city with warm weather. Between Mandalay and Mexico City, this person should visit Mandalay.', 'answer': 'Mandalay', 'candidate': 'Mexico City'}
{'statement': 'Someone is looking for a city with warm weather. Between Mahajanga and Johannesburg, this person should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Johannesburg'}
{'statement': 'Someone is looking for a city with warm weather. Between Lisbon and Ulaanbaatar, this person should visit Lisbon.', 'answer': 'Lisbon', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a city with warm weather. Between Kampala and Río Gallegos, this person should visit Kampala.', 'answer': 'Kampala', 'candidate': 'Río Gallegos'}
{'statement': 'Someone is looking for a city with warm weather. Between Mexicali and Almaty, this person should visit Mexicali.', 'answer': 'Mexicali', 'candidate': 'Almaty'}
{'statement': 'Someone is looking for a city with warm weather. Between Baghdad and Ürümqi, this person should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Ürümqi'}
{'statement': 'Someone is looking for a city with warm weather. Between Monterrey and Saskatoon, this person should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Saskatoon'}
{'statement': 'Someone is looking for a city with warm weather. Between Port Sudan and Toronto, this person should visit Port Sudan.', 'answer': 'Port Sudan', 'candidate': 'Toronto'}
{'statement': 'Someone is looking for a city with warm weather. Between Lagos and Lyon, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Lyon'}
{'statement': 'Someone is looking for a city with warm weather. Between Muscat and Boise, this person should visit Muscat.', 'answer': 'Muscat', 'candidate': 'Boise'}
{'statement': 'Someone is looking for a city with warm weather. Between Phoenix and Bergen, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Bergen'}
{'statement': 'Someone is looking for a city with warm weather. Between Lomé and Bucharest, this person should visit Lomé.', 'answer': 'Lomé', 'candidate': 'Bucharest'}
{'statement': 'Someone is looking for a city with warm weather. Between Mexicali and Oslo, this person should visit Mexicali.', 'answer': 'Mexicali', 'candidate': 'Oslo'}
{'statement': 'Someone is looking for a city with warm weather. Between Riyadh and Baltimore, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Baltimore'}
{'statement': 'Someone is looking for a city with warm weather. Between Lagos and Napier, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Napier'}
{'statement': 'Someone is looking for a city with warm weather. Between Tampa and Ankara, this person should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a city with warm weather. Between Jakarta and Novosibirsk, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Novosibirsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Darwin and Yakutsk, this person should visit Darwin.', 'answer': 'Darwin', 'candidate': 'Yakutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Juba and Ushuaia, this person should visit Juba.', 'answer': 'Juba', 'candidate': 'Ushuaia'}
{'statement': 'Someone is looking for a city with warm weather. Between Bata and Ankara, this person should visit Bata.', 'answer': 'Bata', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a city with warm weather. Between Vientiane and Ürümqi, this person should visit Vientiane.', 'answer': 'Vientiane', 'candidate': 'Ürümqi'}
{'statement': 'Someone is looking for a city with warm weather. Between San Salvador and Sapporo, this person should visit San Salvador.', 'answer': 'San Salvador', 'candidate': 'Sapporo'}
{'statement': 'Someone is looking for a city with warm weather. Between Toliara and Saskatoon, this person should visit Toliara.', 'answer': 'Toliara', 'candidate': 'Saskatoon'}
{'statement': 'Someone is looking for a city with warm weather. Between Nakhon Ratchasima and Wellington, this person should visit Nakhon Ratchasima.', 'answer': 'Nakhon Ratchasima', 'candidate': 'Wellington'}
{'statement': 'Someone is looking for a city with warm weather. Between Luanda and Albuquerque, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Albuquerque'}
{'statement': 'Someone is looking for a city with warm weather. Between Barranquilla and Vienna, this person should visit Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Vienna'}
{'statement': 'Someone is looking for a city with warm weather. Between Douala and Albuquerque, this person should visit Douala.', 'answer': 'Douala', 'candidate': 'Albuquerque'}
{'statement': 'Someone is looking for a city with warm weather. Between Villahermosa and Neuquén, this person should visit Villahermosa.', 'answer': 'Villahermosa', 'candidate': 'Neuquén'}
{'statement': 'Someone is looking for a city with warm weather. Between Tripoli and Ulaanbaatar, this person should visit Tripoli.', 'answer': 'Tripoli', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a city with warm weather. Between Buenos Aires and Oslo, this person should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Oslo'}
{'statement': 'Someone is looking for a city with warm weather. Between Douala and Johannesburg, this person should visit Douala.', 'answer': 'Douala', 'candidate': 'Johannesburg'}
{'statement': 'Someone is looking for a city with warm weather. Between Manaus and Brussels, this person should visit Manaus.', 'answer': 'Manaus', 'candidate': 'Brussels'}
{'statement': 'Someone is looking for a city with warm weather. Between Palembang and Omaha, this person should visit Palembang.', 'answer': 'Palembang', 'candidate': 'Omaha'}
{'statement': 'Someone is looking for a city with warm weather. Between La Ceiba and Ürümqi, this person should visit La Ceiba.', 'answer': 'La Ceiba', 'candidate': 'Ürümqi'}
{'statement': 'Someone is looking for a city with warm weather. Between Lake Havasu City and Berlin, this person should visit Lake Havasu City.', 'answer': 'Lake Havasu City', 'candidate': 'Berlin'}
{'statement': 'Someone is looking for a city with warm weather. Between La Paz and Minneapolis, this person should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Minneapolis'}
{'statement': 'Someone is looking for a city with warm weather. Between Bogotá and Irkutsk, this person should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Paramaribo and Ulaanbaatar, this person should visit Paramaribo.', 'answer': 'Paramaribo', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a city with warm weather. Between Hamilton and Amsterdam, this person should visit Hamilton.', 'answer': 'Hamilton', 'candidate': 'Amsterdam'}
{'statement': 'Someone is looking for a city with warm weather. Between Upington and Ulaanbaatar, this person should visit Upington.', 'answer': 'Upington', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a city with warm weather. Between Lake Havasu City and Fairbanks, this person should visit Lake Havasu City.', 'answer': 'Lake Havasu City', 'candidate': 'Fairbanks'}
{'statement': 'Someone is looking for a city with warm weather. Between Hat Yai and Zürich, this person should visit Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Zürich'}
{'statement': 'Someone is looking for a city with warm weather. Between Ségou and Ulaanbaatar, this person should visit Ségou.', 'answer': 'Ségou', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a city with warm weather. Between Cabo San Lucas and Denver, this person should visit Cabo San Lucas.', 'answer': 'Cabo San Lucas', 'candidate': 'Denver'}
{'statement': 'Someone is looking for a city with warm weather. Between San Juan and Kuopio, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Kuopio'}
{'statement': 'Someone is looking for a city with warm weather. Between Malabo and Cape Town, this person should visit Malabo.', 'answer': 'Malabo', 'candidate': 'Cape Town'}
{'statement': 'Someone is looking for a city with warm weather. Between Mumbai and Zürich, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Zürich'}
{'statement': 'Someone is looking for a city with warm weather. Between Surabaya and Baltimore, this person should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Baltimore'}
{'statement': 'Someone is looking for a city with warm weather. Between Tamanrasset and Moscow, this person should visit Tamanrasset.', 'answer': 'Tamanrasset', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a city with warm weather. Between Nakhon Ratchasima and Vladivostok, this person should visit Nakhon Ratchasima.', 'answer': 'Nakhon Ratchasima', 'candidate': 'Vladivostok'}
{'statement': 'Someone is looking for a city with warm weather. Between Paramaribo and Podgorica, this person should visit Paramaribo.', 'answer': 'Paramaribo', 'candidate': 'Podgorica'}
{'statement': 'Someone is looking for a city with warm weather. Between Makassar and Brussels, this person should visit Makassar.', 'answer': 'Makassar', 'candidate': 'Brussels'}
{'statement': 'Someone is looking for a city with warm weather. Between Erbil and Reykjavík, this person should visit Erbil.', 'answer': 'Erbil', 'candidate': 'Reykjavík'}
{'statement': 'Someone is looking for a city with warm weather. Between Medellín and Vladivostok, this person should visit Medellín.', 'answer': 'Medellín', 'candidate': 'Vladivostok'}
{'statement': 'Someone is looking for a city with warm weather. Between Kingston and Tirana, this person should visit Kingston.', 'answer': 'Kingston', 'candidate': 'Tirana'}
{'statement': 'Someone is looking for a city with warm weather. Between Cairo and Amsterdam, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Amsterdam'}
{'statement': 'Someone is looking for a city with warm weather. Between Conakry and Skopje, this person should visit Conakry.', 'answer': 'Conakry', 'candidate': 'Skopje'}
{'statement': 'Someone is looking for a city with warm weather. Between Dar es Salaam and Neuquén, this person should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Neuquén'}
{'statement': 'Someone is looking for a city with warm weather. Between Wau and Irkutsk, this person should visit Wau.', 'answer': 'Wau', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Kuwait City and Yinchuan, this person should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Yinchuan'}
{'statement': 'Someone is looking for a city with warm weather. Between Garoua and Sucre, this person should visit Garoua.', 'answer': 'Garoua', 'candidate': 'Sucre'}
{'statement': 'Someone is looking for a city with warm weather. Between Port-Gentil and Calgary, this person should visit Port-Gentil.', 'answer': 'Port-Gentil', 'candidate': 'Calgary'}
{'statement': 'Someone is looking for a city with warm weather. Between Phnom Penh and Brussels, this person should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Brussels'}
{'statement': 'Someone is looking for a city with warm weather. Between La Serena and Ulaanbaatar, this person should visit La Serena.', 'answer': 'La Serena', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a city with warm weather. Between Manila and Milan, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Milan'}
{'statement': 'Someone is looking for a city with warm weather. Between Lake Havasu City and Kuopio, this person should visit Lake Havasu City.', 'answer': 'Lake Havasu City', 'candidate': 'Kuopio'}
{'statement': 'Someone is looking for a city with warm weather. Between Minsk and Yakutsk, this person should visit Minsk.', 'answer': 'Minsk', 'candidate': 'Yakutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Mumbai and Milwaukee, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Milwaukee'}
{'statement': 'Someone is looking for a city with warm weather. Between Belize City and Suwałki, this person should visit Belize City.', 'answer': 'Belize City', 'candidate': 'Suwałki'}
{'statement': 'Someone is looking for a city with warm weather. Between Kathmandu and Ulaanbaatar, this person should visit Kathmandu.', 'answer': 'Kathmandu', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a city with warm weather. Between Cayenne and Berlin, this person should visit Cayenne.', 'answer': 'Cayenne', 'candidate': 'Berlin'}
{'statement': 'Someone is looking for a city with warm weather. Between Abéché and Nur-Sultan, this person should visit Abéché.', 'answer': 'Abéché', 'candidate': 'Nur-Sultan'}
{'statement': 'Someone is looking for a city with warm weather. Between Tamanrasset and Bergen, this person should visit Tamanrasset.', 'answer': 'Tamanrasset', 'candidate': 'Bergen'}
{'statement': 'Someone is looking for a city with warm weather. Between Yaoundé and Brussels, this person should visit Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Brussels'}
{'statement': 'Someone is looking for a city with warm weather. Between Surabaya and Bergen, this person should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Bergen'}
{'statement': 'Someone is looking for a city with warm weather. Between Kunming and Saskatoon, this person should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Saskatoon'}
{'statement': 'Someone is looking for a city with warm weather. Between Ho Chi Minh City and Christchurch, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Christchurch'}
{'statement': 'Someone is looking for a city with warm weather. Between Baghdad and Saskatoon, this person should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Saskatoon'}
{'statement': 'Someone is looking for a city with warm weather. Between Ségou and Calgary, this person should visit Ségou.', 'answer': 'Ségou', 'candidate': 'Calgary'}
{'statement': 'Someone is looking for a city with warm weather. Between Maputo and Chicago, this person should visit Maputo.', 'answer': 'Maputo', 'candidate': 'Chicago'}
{'statement': 'Someone is looking for a city with warm weather. Between Bata and Belgrade, this person should visit Bata.', 'answer': 'Bata', 'candidate': 'Belgrade'}
{'statement': 'Someone is looking for a city with warm weather. Between Karachi and Anchorage, this person should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Anchorage'}
{'statement': 'Someone is looking for a city with warm weather. Between San Juan and Vladivostok, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Vladivostok'}
{'statement': 'Someone is looking for a city with warm weather. Between Harare and Moscow, this person should visit Harare.', 'answer': 'Harare', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a city with warm weather. Between Willemstad and Beijing, this person should visit Willemstad.', 'answer': 'Willemstad', 'candidate': 'Beijing'}
{'statement': 'Someone is looking for a city with warm weather. Between Port Sudan and Yakutsk, this person should visit Port Sudan.', 'answer': 'Port Sudan', 'candidate': 'Yakutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Brisbane and Denver, this person should visit Brisbane.', 'answer': 'Brisbane', 'candidate': 'Denver'}
{'statement': 'Someone is looking for a city with warm weather. Between Fianarantsoa and Anchorage, this person should visit Fianarantsoa.', 'answer': 'Fianarantsoa', 'candidate': 'Anchorage'}
{'statement': 'Someone is looking for a city with warm weather. Between Makurdi and Kunming, this person should visit Makurdi.', 'answer': 'Makurdi', 'candidate': 'Kunming'}
{'statement': 'Someone is looking for a city with warm weather. Between Conakry and Bishkek, this person should visit Conakry.', 'answer': 'Conakry', 'candidate': 'Bishkek'}
{'statement': 'Someone is looking for a city with warm weather. Between Mumbai and Ljubljana, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Ljubljana'}
{'statement': 'Someone is looking for a city with warm weather. Between Kuwait City and Erzurum, this person should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Erzurum'}
{'statement': 'Someone is looking for a city with warm weather. Between Makurdi and Milwaukee, this person should visit Makurdi.', 'answer': 'Makurdi', 'candidate': 'Milwaukee'}
{'statement': 'Someone is looking for a city with warm weather. Between Makurdi and Minsk, this person should visit Makurdi.', 'answer': 'Makurdi', 'candidate': 'Minsk'}
{'statement': 'Someone is looking for a city with warm weather. Between San Antonio and Bergen, this person should visit San Antonio.', 'answer': 'San Antonio', 'candidate': 'Bergen'}
{'statement': 'Someone is looking for a city with warm weather. Between Manaus and La Serena, this person should visit Manaus.', 'answer': 'Manaus', 'candidate': 'La Serena'}
{'statement': 'Someone is looking for a city with warm weather. Between Houston and Pittsburgh, this person should visit Houston.', 'answer': 'Houston', 'candidate': 'Pittsburgh'}
{'statement': 'Someone is looking for a city with warm weather. Between Kano and Kansas City, this person should visit Kano.', 'answer': 'Kano', 'candidate': 'Kansas City'}
{'statement': 'Someone is looking for a city with warm weather. Between Niamey and Bratislava, this person should visit Niamey.', 'answer': 'Niamey', 'candidate': 'Bratislava'}
{'statement': 'Someone is looking for a city with warm weather. Between Beirut and Saint Petersburg, this person should visit Beirut.', 'answer': 'Beirut', 'candidate': 'Saint Petersburg'}
{'statement': 'Someone is looking for a city with warm weather. Between Changsha and Minsk, this person should visit Changsha.', 'answer': 'Changsha', 'candidate': 'Minsk'}
{'statement': 'Someone is looking for a city with warm weather. Between La Ceiba and Santiago, this person should visit La Ceiba.', 'answer': 'La Ceiba', 'candidate': 'Santiago'}
{'statement': 'Someone is looking for a city with warm weather. Between Manila and Palmerston North, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Palmerston North'}
{'statement': 'Someone is looking for a city with warm weather. Between Manila and London, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'London'}
{'statement': 'Someone is looking for a city with warm weather. Between Bangui and Neuquén, this person should visit Bangui.', 'answer': 'Bangui', 'candidate': 'Neuquén'}
{'statement': 'Someone is looking for a city with warm weather. Between Panama City and Ljubljana, this person should visit Panama City.', 'answer': 'Panama City', 'candidate': 'Ljubljana'}
{'statement': 'Someone is looking for a city with warm weather. Between Paramaribo and Santiago, this person should visit Paramaribo.', 'answer': 'Paramaribo', 'candidate': 'Santiago'}
{'statement': 'Someone is looking for a city with warm weather. Between Tamanrasset and Omaha, this person should visit Tamanrasset.', 'answer': 'Tamanrasset', 'candidate': 'Omaha'}
{'statement': 'Someone is looking for a city with warm weather. Between Suva and Sucre, this person should visit Suva.', 'answer': 'Suva', 'candidate': 'Sucre'}
{'statement': 'Someone is looking for a city with warm weather. Between La Paz and Yinchuan, this person should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Yinchuan'}
{'statement': 'Someone is looking for a city with warm weather. Between Kingston and Sucre, this person should visit Kingston.', 'answer': 'Kingston', 'candidate': 'Sucre'}
{'statement': 'Someone is looking for a city with warm weather. Between Nairobi and Halifax, this person should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Halifax'}
{'statement': 'Someone is looking for a city with warm weather. Between Djibouti and Lisbon, this person should visit Djibouti.', 'answer': 'Djibouti', 'candidate': 'Lisbon'}
{'statement': 'Someone is looking for a city with warm weather. Between Fianarantsoa and Erzurum, this person should visit Fianarantsoa.', 'answer': 'Fianarantsoa', 'candidate': 'Erzurum'}
{'statement': 'Someone is looking for a city with warm weather. Between Monterrey and Boise, this person should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Boise'}
{'statement': 'Someone is looking for a city with warm weather. Between La Paz and Yerevan, this person should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Yerevan'}
{'statement': 'Someone is looking for a city with warm weather. Between Mumbai and Denver, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Denver'}
{'statement': 'Someone is looking for a city with warm weather. Between Tampa and Milwaukee, this person should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Milwaukee'}
{'statement': 'Someone is looking for a city with warm weather. Between Karachi and Canberra, this person should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Canberra'}
{'statement': 'Someone is looking for a city with warm weather. Between Phnom Penh and Toronto, this person should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Toronto'}
{'statement': 'Someone is looking for a city with warm weather. Between Mahajanga and Asmara, this person should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Asmara'}
{'statement': 'Someone is looking for a city with warm weather. Between Conakry and Murmansk, this person should visit Conakry.', 'answer': 'Conakry', 'candidate': 'Murmansk'}
{'statement': 'Someone is looking for a city with warm weather. Between Garoua and Canberra, this person should visit Garoua.', 'answer': 'Garoua', 'candidate': 'Canberra'}
{'statement': 'Someone is looking for a city with warm weather. Between Lima and Ürümqi, this person should visit Lima.', 'answer': 'Lima', 'candidate': 'Ürümqi'}
{'statement': 'Someone is looking for a city with warm weather. Between Valencia and Río Gallegos, this person should visit Valencia.', 'answer': 'Valencia', 'candidate': 'Río Gallegos'}
{'statement': 'Someone is looking for a city with warm weather. Between Panama City and Lisbon, this person should visit Panama City.', 'answer': 'Panama City', 'candidate': 'Lisbon'}
