{'statement': "I'm looking for an affordable restaurant. Between Mt Everest Restaurant and Sizzlers, I should go to Sizzlers.", 'answer': 'Sizzlers', 'candidate': 'Mt Everest Restaurant'}
{'statement': "I'm looking for an affordable restaurant. Between Thompson Rooftop and Le Papillon Park, I should go to Le Papillon Park.", 'answer': 'Le Papillon Park', 'candidate': 'Thompson Rooftop'}
{'statement': "I'm looking for an affordable restaurant. Between Tim Hortons and Nutella Cafe by Pusateri's, I should go to Tim Hortons.", 'answer': 'Tim Hortons', 'candidate': "Nutella Cafe by Pusateri's"}
{'statement': "I'm looking for an affordable restaurant. Between Sushi World and Marcello’s pizzeria, I should go to Sushi World.", 'answer': 'Sushi World', 'candidate': 'Marcello’s pizzeria'}
{'statement': "I'm looking for an affordable restaurant. Between Branca and Basil Express Restaurant, I should go to Basil Express Restaurant.", 'answer': 'Basil Express Restaurant', 'candidate': 'Branca'}
{'statement': "I'm looking for an affordable restaurant. Between Sushi Shop and Mi Mi Restaurant, I should go to Mi Mi Restaurant.", 'answer': 'Mi Mi Restaurant', 'candidate': 'Sushi Shop'}
{'statement': "I'm looking for an affordable restaurant. Between Madras Pantry and Paradise Farms Prime Beef Bistro, I should go to Madras Pantry.", 'answer': 'Madras Pantry', 'candidate': 'Paradise Farms Prime Beef Bistro'}
{'statement': "I'm looking for an affordable restaurant. Between Popeyes Louisiana Kitchen and Pizza Pizza, I should go to Pizza Pizza.", 'answer': 'Pizza Pizza', 'candidate': 'Popeyes Louisiana Kitchen'}
{'statement': "I'm looking for an affordable restaurant. Between Beryl's Pepper Pot and Mirage Grill & Lounge, I should go to Beryl's Pepper Pot.", 'answer': "Beryl's Pepper Pot", 'candidate': 'Mirage Grill & Lounge'}
{'statement': "I'm looking for an affordable restaurant. Between Lahore Grill & Fast Food and Lebanese Bakery, I should go to Lahore Grill & Fast Food.", 'answer': 'Lahore Grill & Fast Food', 'candidate': 'Lebanese Bakery'}
{'statement': "I'm looking for an affordable restaurant. Between Domino's Pizza and Nutella Cafe by Pusateri's, I should go to Domino's Pizza.", 'answer': "Domino's Pizza", 'candidate': "Nutella Cafe by Pusateri's"}
{'statement': "I'm looking for an affordable restaurant. Between Thompson Rooftop and Kim PO Vietnamese, I should go to Kim PO Vietnamese.", 'answer': 'Kim PO Vietnamese', 'candidate': 'Thompson Rooftop'}
{'statement': "I'm looking for an affordable restaurant. Between Pasta Pantry and Tim Hortons, I should go to Tim Hortons.", 'answer': 'Tim Hortons', 'candidate': 'Pasta Pantry'}
{'statement': "I'm looking for an affordable restaurant. Between Verona Restaurant and Breakfast Room, I should go to Breakfast Room.", 'answer': 'Breakfast Room', 'candidate': 'Verona Restaurant'}
{'statement': "I'm looking for an affordable restaurant. Between The Empire and Juice & Java Cafe, I should go to The Empire.", 'answer': 'The Empire', 'candidate': 'Juice & Java Cafe'}
{'statement': "I'm looking for an affordable restaurant. Between Milo's Pita and Mysteriously Yours Dinner Theatre, I should go to Milo's Pita.", 'answer': "Milo's Pita", 'candidate': 'Mysteriously Yours Dinner Theatre'}
{'statement': "I'm looking for an affordable restaurant. Between Edible Arrangements and Supermodel Pizza, I should go to Supermodel Pizza.", 'answer': 'Supermodel Pizza', 'candidate': 'Edible Arrangements'}
{'statement': "I'm looking for an affordable restaurant. Between Oxygen Restaurant & Lounge and Cafe Jules, I should go to Cafe Jules.", 'answer': 'Cafe Jules', 'candidate': 'Oxygen Restaurant & Lounge'}
{'statement': "I'm looking for an affordable restaurant. Between Villa Madina and 9 Restaurant, I should go to Villa Madina.", 'answer': 'Villa Madina', 'candidate': '9 Restaurant'}
{'statement': "I'm looking for an affordable restaurant. Between Bao Bao Plus Dim Sum and Cafe Jules, I should go to Cafe Jules.", 'answer': 'Cafe Jules', 'candidate': 'Bao Bao Plus Dim Sum'}
{'statement': "I'm looking for an affordable restaurant. Between Galata Cafe and Kibo Sushi House, I should go to Kibo Sushi House.", 'answer': 'Kibo Sushi House', 'candidate': 'Galata Cafe'}
{'statement': "I'm looking for an affordable restaurant. Between Just Soups Take Out & Catering and Thompson Rooftop, I should go to Just Soups Take Out & Catering.", 'answer': 'Just Soups Take Out & Catering', 'candidate': 'Thompson Rooftop'}
{'statement': "I'm looking for an affordable restaurant. Between Viccino Pizzeria and Villa Madina, I should go to Villa Madina.", 'answer': 'Villa Madina', 'candidate': 'Viccino Pizzeria'}
{'statement': "I'm looking for an affordable restaurant. Between Maurya East Indian Roti and Druxy's Famous Deli, I should go to Druxy's Famous Deli.", 'answer': "Druxy's Famous Deli", 'candidate': 'Maurya East Indian Roti'}
{'statement': "I'm looking for an affordable restaurant. Between La Cocina De Dona Luz and Just Soups Take Out & Catering, I should go to Just Soups Take Out & Catering.", 'answer': 'Just Soups Take Out & Catering', 'candidate': 'La Cocina De Dona Luz'}
{'statement': "I'm looking for an affordable restaurant. Between Branca and Top Sushi, I should go to Top Sushi.", 'answer': 'Top Sushi', 'candidate': 'Branca'}
{'statement': "I'm looking for an affordable restaurant. Between Queen Slice and Warung Indonesia D'Eglinton, I should go to Queen Slice.", 'answer': 'Queen Slice', 'candidate': "Warung Indonesia D'Eglinton"}
{'statement': "I'm looking for an affordable restaurant. Between Milestones Restaurants and KFC, I should go to KFC.", 'answer': 'KFC', 'candidate': 'Milestones Restaurants'}
{'statement': "I'm looking for an affordable restaurant. Between Mövenpick Café and Evoo Ristorante, I should go to Mövenpick Café.", 'answer': 'Mövenpick Café', 'candidate': 'Evoo Ristorante'}
{'statement': "I'm looking for an affordable restaurant. Between Viccino Pizzeria and Green Room, I should go to Green Room.", 'answer': 'Green Room', 'candidate': 'Viccino Pizzeria'}
{'statement': "I'm looking for an affordable restaurant. Between Branca and Queen Pita, I should go to Queen Pita.", 'answer': 'Queen Pita', 'candidate': 'Branca'}
{'statement': "I'm looking for an affordable restaurant. Between Ici Bistro and Farmacia Health Bar, I should go to Farmacia Health Bar.", 'answer': 'Farmacia Health Bar', 'candidate': 'Ici Bistro'}
{'statement': "I'm looking for an affordable restaurant. Between Basha Middle Eastern Grill and Oxygen Restaurant & Lounge, I should go to Basha Middle Eastern Grill.", 'answer': 'Basha Middle Eastern Grill', 'candidate': 'Oxygen Restaurant & Lounge'}
{'statement': "I'm looking for an affordable restaurant. Between Mi Mi Restaurant and Evoo Ristorante, I should go to Mi Mi Restaurant.", 'answer': 'Mi Mi Restaurant', 'candidate': 'Evoo Ristorante'}
{'statement': "I'm looking for an affordable restaurant. Between Just Soups Take Out & Catering and Magic Oven, I should go to Just Soups Take Out & Catering.", 'answer': 'Just Soups Take Out & Catering', 'candidate': 'Magic Oven'}
{'statement': "I'm looking for an affordable restaurant. Between Piper's Pub And Grill and Goldstone Noodle Restaurant, I should go to Goldstone Noodle Restaurant.", 'answer': 'Goldstone Noodle Restaurant', 'candidate': "Piper's Pub And Grill"}
{'statement': "I'm looking for an affordable restaurant. Between Verona Restaurant and Evoo Ristorante, I should go to Verona Restaurant.", 'answer': 'Verona Restaurant', 'candidate': 'Evoo Ristorante'}
{'statement': "I'm looking for an affordable restaurant. Between Banjara Indian Cuisine and Cafe Jules, I should go to Cafe Jules.", 'answer': 'Cafe Jules', 'candidate': 'Banjara Indian Cuisine'}
{'statement': "I'm looking for an affordable restaurant. Between Paradise Farms Prime Beef Bistro and Smoke's Weinerie, I should go to Smoke's Weinerie.", 'answer': "Smoke's Weinerie", 'candidate': 'Paradise Farms Prime Beef Bistro'}
{'statement': "I'm looking for an affordable restaurant. Between Mövenpick Café and Shawarma Twist, I should go to Shawarma Twist.", 'answer': 'Shawarma Twist', 'candidate': 'Mövenpick Café'}
{'statement': "I'm looking for an affordable restaurant. Between Harry's Char Broil & Dining Lounge and Branca, I should go to Harry's Char Broil & Dining Lounge.", 'answer': "Harry's Char Broil & Dining Lounge", 'candidate': 'Branca'}
{'statement': "I'm looking for an affordable restaurant. Between Sheriff Broaster Chicken and Mirage Grill & Lounge, I should go to Sheriff Broaster Chicken.", 'answer': 'Sheriff Broaster Chicken', 'candidate': 'Mirage Grill & Lounge'}
{'statement': "I'm looking for an affordable restaurant. Between Helena's Magic Kitchen and Mirage Grill & Lounge, I should go to Helena's Magic Kitchen.", 'answer': "Helena's Magic Kitchen", 'candidate': 'Mirage Grill & Lounge'}
{'statement': "I'm looking for an affordable restaurant. Between Druxy's Famous Deli and Warung Indonesia D'Eglinton, I should go to Druxy's Famous Deli.", 'answer': "Druxy's Famous Deli", 'candidate': "Warung Indonesia D'Eglinton"}
{'statement': "I'm looking for an affordable restaurant. Between Cafe Jules and Le Papillon Park, I should go to Cafe Jules.", 'answer': 'Cafe Jules', 'candidate': 'Le Papillon Park'}
{'statement': "I'm looking for an affordable restaurant. Between Galata Cafe and Sushi Shop, I should go to Sushi Shop.", 'answer': 'Sushi Shop', 'candidate': 'Galata Cafe'}
{'statement': "I'm looking for an affordable restaurant. Between Cafe Jules and Pisco 1641, I should go to Cafe Jules.", 'answer': 'Cafe Jules', 'candidate': 'Pisco 1641'}
{'statement': "I'm looking for an affordable restaurant. Between Edible Arrangements and Modo Mio Italian Bistro, I should go to Modo Mio Italian Bistro.", 'answer': 'Modo Mio Italian Bistro', 'candidate': 'Edible Arrangements'}
{'statement': "I'm looking for an affordable restaurant. Between McDonald's and Verona Restaurant, I should go to McDonald's.", 'answer': "McDonald's", 'candidate': 'Verona Restaurant'}
{'statement': "I'm looking for an affordable restaurant. Between The Duke of Devon and Mysteriously Yours Dinner Theatre, I should go to The Duke of Devon.", 'answer': 'The Duke of Devon', 'candidate': 'Mysteriously Yours Dinner Theatre'}
{'statement': "I'm looking for an affordable restaurant. Between Oxygen Restaurant & Lounge and Big Al's Diner, I should go to Big Al's Diner.", 'answer': "Big Al's Diner", 'candidate': 'Oxygen Restaurant & Lounge'}
{'statement': "I'm looking for an affordable restaurant. Between Druxy's Famous Deli and Farmacia Health Bar, I should go to Druxy's Famous Deli.", 'answer': "Druxy's Famous Deli", 'candidate': 'Farmacia Health Bar'}
{'statement': "I'm looking for an affordable restaurant. Between Tim Hortons and Banjara Indian Cuisine, I should go to Tim Hortons.", 'answer': 'Tim Hortons', 'candidate': 'Banjara Indian Cuisine'}
{'statement': "I'm looking for an affordable restaurant. Between Bonne Journee and Kairali - Taste of Kerala, I should go to Bonne Journee.", 'answer': 'Bonne Journee', 'candidate': 'Kairali - Taste of Kerala'}
{'statement': "I'm looking for an affordable restaurant. Between Modo Mio Italian Bistro and Dinah's Cupboard, I should go to Modo Mio Italian Bistro.", 'answer': 'Modo Mio Italian Bistro', 'candidate': "Dinah's Cupboard"}
{'statement': "I'm looking for an affordable restaurant. Between Sky Dragon Chinese Restaurant and Bake Island, I should go to Bake Island.", 'answer': 'Bake Island', 'candidate': 'Sky Dragon Chinese Restaurant'}
{'statement': "I'm looking for an affordable restaurant. Between To-ne Sushi and Mysteriously Yours Dinner Theatre, I should go to To-ne Sushi.", 'answer': 'To-ne Sushi', 'candidate': 'Mysteriously Yours Dinner Theatre'}
{'statement': "I'm looking for an affordable restaurant. Between Big Al's Diner and Freshii, I should go to Big Al's Diner.", 'answer': "Big Al's Diner", 'candidate': 'Freshii'}
{'statement': "I'm looking for an affordable restaurant. Between The Empire and Harvey's, I should go to The Empire.", 'answer': 'The Empire', 'candidate': "Harvey's"}
{'statement': "I'm looking for an affordable restaurant. Between EJ Sushi and Chick Fiesta, I should go to Chick Fiesta.", 'answer': 'Chick Fiesta', 'candidate': 'EJ Sushi'}
{'statement': "I'm looking for an affordable restaurant. Between 9 Restaurant and Mi Mi Restaurant, I should go to Mi Mi Restaurant.", 'answer': 'Mi Mi Restaurant', 'candidate': '9 Restaurant'}
{'statement': "I'm looking for an affordable restaurant. Between Eastern legend and Paradise Farms Prime Beef Bistro, I should go to Eastern legend.", 'answer': 'Eastern legend', 'candidate': 'Paradise Farms Prime Beef Bistro'}
{'statement': "I'm looking for an affordable restaurant. Between Shawarma Twist and Freshii, I should go to Shawarma Twist.", 'answer': 'Shawarma Twist', 'candidate': 'Freshii'}
{'statement': "I'm looking for an affordable restaurant. Between Breakfast Room and McDonald's, I should go to McDonald's.", 'answer': "McDonald's", 'candidate': 'Breakfast Room'}
{'statement': "I'm looking for an affordable restaurant. Between Cake Opera and Magic Oven, I should go to Magic Oven.", 'answer': 'Magic Oven', 'candidate': 'Cake Opera'}
{'statement': "I'm looking for an affordable restaurant. Between Sushi World and It's All Grk, I should go to Sushi World.", 'answer': 'Sushi World', 'candidate': "It's All Grk"}
{'statement': "I'm looking for an affordable restaurant. Between The Duke of Devon and Fit For Life, I should go to Fit For Life.", 'answer': 'Fit For Life', 'candidate': 'The Duke of Devon'}
{'statement': "I'm looking for an affordable restaurant. Between Grappa Ristorante and Mysteriously Yours Dinner Theatre, I should go to Grappa Ristorante.", 'answer': 'Grappa Ristorante', 'candidate': 'Mysteriously Yours Dinner Theatre'}
{'statement': "I'm looking for an affordable restaurant. Between Evoo Ristorante and 9 Restaurant, I should go to 9 Restaurant.", 'answer': '9 Restaurant', 'candidate': 'Evoo Ristorante'}
{'statement': "I'm looking for an affordable restaurant. Between Sichuan Landscape Chinese Restaurant and Hina Sushi, I should go to Hina Sushi.", 'answer': 'Hina Sushi', 'candidate': 'Sichuan Landscape Chinese Restaurant'}
{'statement': "I'm looking for an affordable restaurant. Between Galata Cafe and Paradise Farms Prime Beef Bistro, I should go to Paradise Farms Prime Beef Bistro.", 'answer': 'Paradise Farms Prime Beef Bistro', 'candidate': 'Galata Cafe'}
{'statement': "I'm looking for an affordable restaurant. Between Nutella Cafe by Pusateri's and Pho 88, I should go to Pho 88.", 'answer': 'Pho 88', 'candidate': "Nutella Cafe by Pusateri's"}
{'statement': "I'm looking for an affordable restaurant. Between Chipotle Mexican Grill and Sizzlers, I should go to Sizzlers.", 'answer': 'Sizzlers', 'candidate': 'Chipotle Mexican Grill'}
{'statement': "I'm looking for an affordable restaurant. Between Sichuan Landscape Chinese Restaurant and Oxygen Restaurant & Lounge, I should go to Sichuan Landscape Chinese Restaurant.", 'answer': 'Sichuan Landscape Chinese Restaurant', 'candidate': 'Oxygen Restaurant & Lounge'}
{'statement': "I'm looking for an affordable restaurant. Between Bake Island and Farmacia Health Bar, I should go to Bake Island.", 'answer': 'Bake Island', 'candidate': 'Farmacia Health Bar'}
{'statement': "I'm looking for an affordable restaurant. Between Hina Sushi and Cafe Jules, I should go to Cafe Jules.", 'answer': 'Cafe Jules', 'candidate': 'Hina Sushi'}
{'statement': "I'm looking for an affordable restaurant. Between St. Clair Shawarma and Falafel and Popeyes Louisiana Kitchen, I should go to St. Clair Shawarma and Falafel.", 'answer': 'St. Clair Shawarma and Falafel', 'candidate': 'Popeyes Louisiana Kitchen'}
{'statement': "I'm looking for an affordable restaurant. Between Sweet Jesus and Piper's Pub And Grill, I should go to Sweet Jesus.", 'answer': 'Sweet Jesus', 'candidate': "Piper's Pub And Grill"}
{'statement': "I'm looking for an affordable restaurant. Between Pasta Pantry and Aris Place, I should go to Aris Place.", 'answer': 'Aris Place', 'candidate': 'Pasta Pantry'}
{'statement': "I'm looking for an affordable restaurant. Between Dinah's Cupboard and Lahore Grill & Fast Food, I should go to Lahore Grill & Fast Food.", 'answer': 'Lahore Grill & Fast Food', 'candidate': "Dinah's Cupboard"}
{'statement': "I'm looking for an affordable restaurant. Between Kim PO Vietnamese and Ici Bistro, I should go to Kim PO Vietnamese.", 'answer': 'Kim PO Vietnamese', 'candidate': 'Ici Bistro'}
{'statement': "I'm looking for an affordable restaurant. Between Taste of Greek Cuisine and Sichuan Landscape Chinese Restaurant, I should go to Taste of Greek Cuisine.", 'answer': 'Taste of Greek Cuisine', 'candidate': 'Sichuan Landscape Chinese Restaurant'}
{'statement': "I'm looking for an affordable restaurant. Between It's All Grk and Supermodel Pizza, I should go to Supermodel Pizza.", 'answer': 'Supermodel Pizza', 'candidate': "It's All Grk"}
{'statement': "I'm looking for an affordable restaurant. Between Cake Opera and Just Soups Take Out & Catering, I should go to Just Soups Take Out & Catering.", 'answer': 'Just Soups Take Out & Catering', 'candidate': 'Cake Opera'}
{'statement': "I'm looking for an affordable restaurant. Between Green Grotto and Pho 88, I should go to Pho 88.", 'answer': 'Pho 88', 'candidate': 'Green Grotto'}
{'statement': "I'm looking for an affordable restaurant. Between Edible Arrangements and Banjara Indian Cuisine, I should go to Banjara Indian Cuisine.", 'answer': 'Banjara Indian Cuisine', 'candidate': 'Edible Arrangements'}
{'statement': "I'm looking for an affordable restaurant. Between Assembly Chef's Hall and Just Soups Take Out & Catering, I should go to Just Soups Take Out & Catering.", 'answer': 'Just Soups Take Out & Catering', 'candidate': "Assembly Chef's Hall"}
{'statement': "I'm looking for an affordable restaurant. Between Shawarma Twist and Viccino Pizzeria, I should go to Shawarma Twist.", 'answer': 'Shawarma Twist', 'candidate': 'Viccino Pizzeria'}
{'statement': "I'm looking for an affordable restaurant. Between Watson's and Sichuan Landscape Chinese Restaurant, I should go to Watson's.", 'answer': "Watson's", 'candidate': 'Sichuan Landscape Chinese Restaurant'}
{'statement': "I'm looking for an affordable restaurant. Between Aroma Espresso Bar and Verona Restaurant, I should go to Aroma Espresso Bar.", 'answer': 'Aroma Espresso Bar', 'candidate': 'Verona Restaurant'}
{'statement': "I'm looking for an affordable restaurant. Between Kim PO Vietnamese and Madras Pantry, I should go to Madras Pantry.", 'answer': 'Madras Pantry', 'candidate': 'Kim PO Vietnamese'}
{'statement': "I'm looking for an affordable restaurant. Between Madras Pantry and Sky Dragon Chinese Restaurant, I should go to Madras Pantry.", 'answer': 'Madras Pantry', 'candidate': 'Sky Dragon Chinese Restaurant'}
{'statement': "I'm looking for an affordable restaurant. Between Cantine Bar & Grill and Pizza Pizza, I should go to Pizza Pizza.", 'answer': 'Pizza Pizza', 'candidate': 'Cantine Bar & Grill'}
{'statement': "I'm looking for an affordable restaurant. Between JJ Bean and Top Sushi, I should go to Top Sushi.", 'answer': 'Top Sushi', 'candidate': 'JJ Bean'}
{'statement': "I'm looking for an affordable restaurant. Between Queen Pita and Kibo Sushi House, I should go to Queen Pita.", 'answer': 'Queen Pita', 'candidate': 'Kibo Sushi House'}
{'statement': "I'm looking for an affordable restaurant. Between Hina Sushi and McDonald's, I should go to McDonald's.", 'answer': "McDonald's", 'candidate': 'Hina Sushi'}
{'statement': "I'm looking for an affordable restaurant. Between Adega Restaurante and McDonald's, I should go to McDonald's.", 'answer': "McDonald's", 'candidate': 'Adega Restaurante'}
{'statement': "I'm looking for an affordable restaurant. Between Ici Bistro and Freshii, I should go to Freshii.", 'answer': 'Freshii', 'candidate': 'Ici Bistro'}
{'statement': "I'm looking for an affordable restaurant. Between Thompson Rooftop and EJ Sushi, I should go to EJ Sushi.", 'answer': 'EJ Sushi', 'candidate': 'Thompson Rooftop'}
{'statement': "I'm looking for an affordable restaurant. Between Magic Oven and New Bilan Restaurant, I should go to New Bilan Restaurant.", 'answer': 'New Bilan Restaurant', 'candidate': 'Magic Oven'}
{'statement': "I'm looking for an affordable restaurant. Between Ici Bistro and JJ Bean, I should go to JJ Bean.", 'answer': 'JJ Bean', 'candidate': 'Ici Bistro'}
{'statement': "I'm looking for an affordable restaurant. Between Carole's Cheesecake Cafe and Mamma's Pizza, I should go to Mamma's Pizza.", 'answer': "Mamma's Pizza", 'candidate': "Carole's Cheesecake Cafe"}
{'statement': "I'm looking for an affordable restaurant. Between Kibo Sushi House and Big Al's Diner, I should go to Big Al's Diner.", 'answer': "Big Al's Diner", 'candidate': 'Kibo Sushi House'}
