{'statement': 'Someone is looking for a city with warm weather. Between Muscat and Nur-Sultan, this person should visit Muscat.', 'answer': 'Muscat', 'candidate': 'Nur-Sultan'}
{'statement': 'Someone is looking for a city with warm weather. Between Djibouti and Baltimore, this person should visit Djibouti.', 'answer': 'Djibouti', 'candidate': 'Baltimore'}
{'statement': 'Someone is looking for a city with warm weather. Between Los Angeles and Murmansk, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Murmansk'}
{'statement': 'Someone is looking for a city with warm weather. Between San Salvador and Milwaukee, this person should visit San Salvador.', 'answer': 'San Salvador', 'candidate': 'Milwaukee'}
{'statement': 'Someone is looking for a city with warm weather. Between Lagos and Suwałki, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Suwałki'}
{'statement': 'Someone is looking for a city with warm weather. Between Paramaribo and Auckland, this person should visit Paramaribo.', 'answer': 'Paramaribo', 'candidate': 'Auckland'}
{'statement': 'Someone is looking for a city with warm weather. Between Niamey and Chihuahua, this person should visit Niamey.', 'answer': 'Niamey', 'candidate': 'Chihuahua'}
{'statement': 'Someone is looking for a city with warm weather. Between Surabaya and Zagreb, this person should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Zagreb'}
{'statement': 'Someone is looking for a city with warm weather. Between Kuwait City and Irkutsk, this person should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Niamey and Quito, this person should visit Niamey.', 'answer': 'Niamey', 'candidate': 'Quito'}
{'statement': 'Someone is looking for a city with warm weather. Between San Juan and Yinchuan, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Yinchuan'}
{'statement': 'Someone is looking for a city with warm weather. Between Willemstad and Nairobi, this person should visit Willemstad.', 'answer': 'Willemstad', 'candidate': 'Nairobi'}
{'statement': 'Someone is looking for a city with warm weather. Between Vientiane and Ljubljana, this person should visit Vientiane.', 'answer': 'Vientiane', 'candidate': 'Ljubljana'}
{'statement': 'Someone is looking for a city with warm weather. Between Belize City and Suwałki, this person should visit Belize City.', 'answer': 'Belize City', 'candidate': 'Suwałki'}
{'statement': 'Someone is looking for a city with warm weather. Between Parakou and Bucharest, this person should visit Parakou.', 'answer': 'Parakou', 'candidate': 'Bucharest'}
{'statement': 'Someone is looking for a city with warm weather. Between Garoua and Rabat, this person should visit Garoua.', 'answer': 'Garoua', 'candidate': 'Rabat'}
{'statement': 'Someone is looking for a city with warm weather. Between Santiago del Estero and Anchorage, this person should visit Santiago del Estero.', 'answer': 'Santiago del Estero', 'candidate': 'Anchorage'}
{'statement': 'Someone is looking for a city with warm weather. Between San Juan and Bishkek, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Bishkek'}
{'statement': 'Someone is looking for a city with warm weather. Between Durban and Yakutsk, this person should visit Durban.', 'answer': 'Durban', 'candidate': 'Yakutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Garoua and Quito, this person should visit Garoua.', 'answer': 'Garoua', 'candidate': 'Quito'}
{'statement': 'Someone is looking for a city with warm weather. Between Barranquilla and Auckland, this person should visit Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Auckland'}
{'statement': 'Someone is looking for a city with warm weather. Between Juba and Kansas City, this person should visit Juba.', 'answer': 'Juba', 'candidate': 'Kansas City'}
{'statement': 'Someone is looking for a city with warm weather. Between Tucson and Kuopio, this person should visit Tucson.', 'answer': 'Tucson', 'candidate': 'Kuopio'}
{'statement': 'Someone is looking for a city with warm weather. Between Damascus and Ushuaia, this person should visit Damascus.', 'answer': 'Damascus', 'candidate': 'Ushuaia'}
{'statement': 'Someone is looking for a city with warm weather. Between Nouakchott and Kansas City, this person should visit Nouakchott.', 'answer': 'Nouakchott', 'candidate': 'Kansas City'}
{'statement': 'Someone is looking for a city with warm weather. Between Bujumbura and Berlin, this person should visit Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Berlin'}
{'statement': 'Someone is looking for a city with warm weather. Between Nouakchott and Pittsburgh, this person should visit Nouakchott.', 'answer': 'Nouakchott', 'candidate': 'Pittsburgh'}
{'statement': 'Someone is looking for a city with warm weather. Between Suva and Toronto, this person should visit Suva.', 'answer': 'Suva', 'candidate': 'Toronto'}
{'statement': 'Someone is looking for a city with warm weather. Between Hat Yai and Ulaanbaatar, this person should visit Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a city with warm weather. Between Houston and Irkutsk, this person should visit Houston.', 'answer': 'Houston', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Ho Chi Minh City and Canberra, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Canberra'}
{'statement': 'Someone is looking for a city with warm weather. Between Bangui and Bergen, this person should visit Bangui.', 'answer': 'Bangui', 'candidate': 'Bergen'}
{'statement': 'Someone is looking for a city with warm weather. Between Darwin and Vladivostok, this person should visit Darwin.', 'answer': 'Darwin', 'candidate': 'Vladivostok'}
{'statement': 'Someone is looking for a city with warm weather. Between Manila and Bucharest, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Bucharest'}
{'statement': 'Someone is looking for a city with warm weather. Between Bamako and Tashkent, this person should visit Bamako.', 'answer': 'Bamako', 'candidate': 'Tashkent'}
{'statement': 'Someone is looking for a city with warm weather. Between San Juan and Ankara, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a city with warm weather. Between Phnom Penh and Murmansk, this person should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Murmansk'}
{'statement': 'Someone is looking for a city with warm weather. Between Willemstad and Bishkek, this person should visit Willemstad.', 'answer': 'Willemstad', 'candidate': 'Bishkek'}
{'statement': 'Someone is looking for a city with warm weather. Between Toamasina and Skopje, this person should visit Toamasina.', 'answer': 'Toamasina', 'candidate': 'Skopje'}
{'statement': 'Someone is looking for a city with warm weather. Between Lima and Nur-Sultan, this person should visit Lima.', 'answer': 'Lima', 'candidate': 'Nur-Sultan'}
{'statement': 'Someone is looking for a city with warm weather. Between Kuwait City and Denver, this person should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Denver'}
{'statement': 'Someone is looking for a city with warm weather. Between La Ceiba and Baltimore, this person should visit La Ceiba.', 'answer': 'La Ceiba', 'candidate': 'Baltimore'}
{'statement': 'Someone is looking for a city with warm weather. Between Tampa and Christchurch, this person should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Christchurch'}
{'statement': 'Someone is looking for a city with warm weather. Between Sokoto and Tirana, this person should visit Sokoto.', 'answer': 'Sokoto', 'candidate': 'Tirana'}
{'statement': 'Someone is looking for a city with warm weather. Between Los Angeles and Irkutsk, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Pontianak and Paris, this person should visit Pontianak.', 'answer': 'Pontianak', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a city with warm weather. Between Bujumbura and Punta Arenas, this person should visit Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Punta Arenas'}
{'statement': 'Someone is looking for a city with warm weather. Between Hanoi and Bucharest, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Bucharest'}
{'statement': 'Someone is looking for a city with warm weather. Between Mahajanga and Amsterdam, this person should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Amsterdam'}
{'statement': 'Someone is looking for a city with warm weather. Between Garissa and Ushuaia, this person should visit Garissa.', 'answer': 'Garissa', 'candidate': 'Ushuaia'}
{'statement': 'Someone is looking for a city with warm weather. Between Mandalay and Rabat, this person should visit Mandalay.', 'answer': 'Mandalay', 'candidate': 'Rabat'}
{'statement': 'Someone is looking for a city with warm weather. Between Goiânia and Frankfurt, this person should visit Goiânia.', 'answer': 'Goiânia', 'candidate': 'Frankfurt'}
{'statement': 'Someone is looking for a city with warm weather. Between Ho Chi Minh City and Cape Town, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Cape Town'}
{'statement': 'Someone is looking for a city with warm weather. Between Panama City and Skopje, this person should visit Panama City.', 'answer': 'Panama City', 'candidate': 'Skopje'}
{'statement': 'Someone is looking for a city with warm weather. Between Mumbai and Zürich, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Zürich'}
{'statement': 'Someone is looking for a city with warm weather. Between Douala and Paris, this person should visit Douala.', 'answer': 'Douala', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a city with warm weather. Between Aden and Reykjavík, this person should visit Aden.', 'answer': 'Aden', 'candidate': 'Reykjavík'}
{'statement': 'Someone is looking for a city with warm weather. Between Garissa and Changsha, this person should visit Garissa.', 'answer': 'Garissa', 'candidate': 'Changsha'}
{'statement': 'Someone is looking for a city with warm weather. Between Phnom Penh and Skopje, this person should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Skopje'}
{'statement': 'Someone is looking for a city with warm weather. Between Guangzhou and Kabul, this person should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Kabul'}
{'statement': 'Someone is looking for a city with warm weather. Between Djibouti and Denver, this person should visit Djibouti.', 'answer': 'Djibouti', 'candidate': 'Denver'}
{'statement': 'Someone is looking for a city with warm weather. Between Sokoto and Reykjavík, this person should visit Sokoto.', 'answer': 'Sokoto', 'candidate': 'Reykjavík'}
{'statement': 'Someone is looking for a city with warm weather. Between Jakarta and Zürich, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Zürich'}
{'statement': 'Someone is looking for a city with warm weather. Between La Paz and Anchorage, this person should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Anchorage'}
{'statement': 'Someone is looking for a city with warm weather. Between Lagos and Irkutsk, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Vientiane and Skopje, this person should visit Vientiane.', 'answer': 'Vientiane', 'candidate': 'Skopje'}
{'statement': 'Someone is looking for a city with warm weather. Between Nakhon Ratchasima and Auckland, this person should visit Nakhon Ratchasima.', 'answer': 'Nakhon Ratchasima', 'candidate': 'Auckland'}
{'statement': 'Someone is looking for a city with warm weather. Between Paramaribo and Quito, this person should visit Paramaribo.', 'answer': 'Paramaribo', 'candidate': 'Quito'}
{'statement': 'Someone is looking for a city with warm weather. Between Villahermosa and Canberra, this person should visit Villahermosa.', 'answer': 'Villahermosa', 'candidate': 'Canberra'}
{'statement': 'Someone is looking for a city with warm weather. Between Lagos and Asmara, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Asmara'}
{'statement': 'Someone is looking for a city with warm weather. Between Sokoto and Minneapolis, this person should visit Sokoto.', 'answer': 'Sokoto', 'candidate': 'Minneapolis'}
{'statement': 'Someone is looking for a city with warm weather. Between Medellín and Vienna, this person should visit Medellín.', 'answer': 'Medellín', 'candidate': 'Vienna'}
{'statement': 'Someone is looking for a city with warm weather. Between Wau and Halifax, this person should visit Wau.', 'answer': 'Wau', 'candidate': 'Halifax'}
{'statement': 'Someone is looking for a city with warm weather. Between Monterrey and Halifax, this person should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Halifax'}
{'statement': 'Someone is looking for a city with warm weather. Between Ho Chi Minh City and Frankfurt, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Frankfurt'}
{'statement': 'Someone is looking for a city with warm weather. Between Mumbai and Canberra, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Canberra'}
{'statement': 'Someone is looking for a city with warm weather. Between Bamako and Brussels, this person should visit Bamako.', 'answer': 'Bamako', 'candidate': 'Brussels'}
{'statement': 'Someone is looking for a city with warm weather. Between Parakou and Toluca, this person should visit Parakou.', 'answer': 'Parakou', 'candidate': 'Toluca'}
{'statement': 'Someone is looking for a city with warm weather. Between Sydney and Punta Arenas, this person should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Punta Arenas'}
{'statement': 'Someone is looking for a city with warm weather. Between Parakou and Río Gallegos, this person should visit Parakou.', 'answer': 'Parakou', 'candidate': 'Río Gallegos'}
{'statement': 'Someone is looking for a city with warm weather. Between Sokoto and Bahía Blanca, this person should visit Sokoto.', 'answer': 'Sokoto', 'candidate': 'Bahía Blanca'}
{'statement': 'Someone is looking for a city with warm weather. Between Bangkok and Boise, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Boise'}
{'statement': 'Someone is looking for a city with warm weather. Between Thiès and Irkutsk, this person should visit Thiès.', 'answer': 'Thiès', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Willemstad and Saint Petersburg, this person should visit Willemstad.', 'answer': 'Willemstad', 'candidate': 'Saint Petersburg'}
{'statement': 'Someone is looking for a city with warm weather. Between Toluca and Irkutsk, this person should visit Toluca.', 'answer': 'Toluca', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Phnom Penh and Kunming, this person should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Kunming'}
{'statement': 'Someone is looking for a city with warm weather. Between Caracas and Fairbanks, this person should visit Caracas.', 'answer': 'Caracas', 'candidate': 'Fairbanks'}
{'statement': 'Someone is looking for a city with warm weather. Between Sokoto and Fianarantsoa, this person should visit Sokoto.', 'answer': 'Sokoto', 'candidate': 'Fianarantsoa'}
{'statement': 'Someone is looking for a city with warm weather. Between Mahajanga and Saint Petersburg, this person should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Saint Petersburg'}
{'statement': 'Someone is looking for a city with warm weather. Between Mandalay and Berlin, this person should visit Mandalay.', 'answer': 'Mandalay', 'candidate': 'Berlin'}
{'statement': 'Someone is looking for a city with warm weather. Between Port-Gentil and Auckland, this person should visit Port-Gentil.', 'answer': 'Port-Gentil', 'candidate': 'Auckland'}
{'statement': 'Someone is looking for a city with warm weather. Between Phnom Penh and Halifax, this person should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Halifax'}
{'statement': 'Someone is looking for a city with warm weather. Between Darwin and Albuquerque, this person should visit Darwin.', 'answer': 'Darwin', 'candidate': 'Albuquerque'}
{'statement': 'Someone is looking for a city with warm weather. Between Lagos and Almaty, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Almaty'}
{'statement': 'Someone is looking for a city with warm weather. Between Damascus and Novosibirsk, this person should visit Damascus.', 'answer': 'Damascus', 'candidate': 'Novosibirsk'}
{'statement': 'Someone is looking for a city with warm weather. Between San Antonio and Lhasa, this person should visit San Antonio.', 'answer': 'San Antonio', 'candidate': 'Lhasa'}
{'statement': 'Someone is looking for a city with warm weather. Between Rabat and Kuopio, this person should visit Rabat.', 'answer': 'Rabat', 'candidate': 'Kuopio'}
{'statement': 'Someone is looking for a city with warm weather. Between Cayenne and Omaha, this person should visit Cayenne.', 'answer': 'Cayenne', 'candidate': 'Omaha'}
{'statement': 'Someone is looking for a city with warm weather. Between Douala and Johannesburg, this person should visit Douala.', 'answer': 'Douala', 'candidate': 'Johannesburg'}
{'statement': 'Someone is looking for a city with warm weather. Between Kingston and Tirana, this person should visit Kingston.', 'answer': 'Kingston', 'candidate': 'Tirana'}
{'statement': 'Someone is looking for a city with warm weather. Between Kuwait City and Bogotá, this person should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Bogotá'}
{'statement': 'Someone is looking for a city with warm weather. Between Manaus and Podgorica, this person should visit Manaus.', 'answer': 'Manaus', 'candidate': 'Podgorica'}
{'statement': 'Someone is looking for a city with warm weather. Between Douala and Calgary, this person should visit Douala.', 'answer': 'Douala', 'candidate': 'Calgary'}
{'statement': 'Someone is looking for a city with warm weather. Between Santiago del Estero and Fairbanks, this person should visit Santiago del Estero.', 'answer': 'Santiago del Estero', 'candidate': 'Fairbanks'}
{'statement': 'Someone is looking for a city with warm weather. Between Barranquilla and Cape Town, this person should visit Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Cape Town'}
{'statement': 'Someone is looking for a city with warm weather. Between Sucre and Vladivostok, this person should visit Sucre.', 'answer': 'Sucre', 'candidate': 'Vladivostok'}
{'statement': 'Someone is looking for a city with warm weather. Between Manila and Copenhagen, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Copenhagen'}
{'statement': 'Someone is looking for a city with warm weather. Between Gabès and Calgary, this person should visit Gabès.', 'answer': 'Gabès', 'candidate': 'Calgary'}
{'statement': 'Someone is looking for a city with warm weather. Between Brisbane and Ulaanbaatar, this person should visit Brisbane.', 'answer': 'Brisbane', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a city with warm weather. Between Malabo and Bucharest, this person should visit Malabo.', 'answer': 'Malabo', 'candidate': 'Bucharest'}
{'statement': 'Someone is looking for a city with warm weather. Between Managua and Johannesburg, this person should visit Managua.', 'answer': 'Managua', 'candidate': 'Johannesburg'}
{'statement': 'Someone is looking for a city with warm weather. Between Sokoto and Frankfurt, this person should visit Sokoto.', 'answer': 'Sokoto', 'candidate': 'Frankfurt'}
{'statement': 'Someone is looking for a city with warm weather. Between San Juan and La Serena, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'La Serena'}
{'statement': 'Someone is looking for a city with warm weather. Between Goiânia and Anchorage, this person should visit Goiânia.', 'answer': 'Goiânia', 'candidate': 'Anchorage'}
{'statement': 'Someone is looking for a city with warm weather. Between San Juan and Milan, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Milan'}
{'statement': 'Someone is looking for a city with warm weather. Between Skopje and Irkutsk, this person should visit Skopje.', 'answer': 'Skopje', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Niamey and Brussels, this person should visit Niamey.', 'answer': 'Niamey', 'candidate': 'Brussels'}
{'statement': 'Someone is looking for a city with warm weather. Between Toliara and Ankara, this person should visit Toliara.', 'answer': 'Toliara', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a city with warm weather. Between Djibouti and Kuopio, this person should visit Djibouti.', 'answer': 'Djibouti', 'candidate': 'Kuopio'}
{'statement': 'Someone is looking for a city with warm weather. Between Guangzhou and Saint Petersburg, this person should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Saint Petersburg'}
{'statement': 'Someone is looking for a city with warm weather. Between Port Moresby and Vladivostok, this person should visit Port Moresby.', 'answer': 'Port Moresby', 'candidate': 'Vladivostok'}
{'statement': 'Someone is looking for a city with warm weather. Between Barranquilla and Saint Petersburg, this person should visit Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Saint Petersburg'}
{'statement': 'Someone is looking for a city with warm weather. Between Cabo San Lucas and Punta Arenas, this person should visit Cabo San Lucas.', 'answer': 'Cabo San Lucas', 'candidate': 'Punta Arenas'}
{'statement': 'Someone is looking for a city with warm weather. Between Villahermosa and Auckland, this person should visit Villahermosa.', 'answer': 'Villahermosa', 'candidate': 'Auckland'}
{'statement': 'Someone is looking for a city with warm weather. Between Niamey and Bishkek, this person should visit Niamey.', 'answer': 'Niamey', 'candidate': 'Bishkek'}
{'statement': 'Someone is looking for a city with warm weather. Between Darwin and Podgorica, this person should visit Darwin.', 'answer': 'Darwin', 'candidate': 'Podgorica'}
{'statement': 'Someone is looking for a city with warm weather. Between Mexico City and Ürümqi, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Ürümqi'}
{'statement': 'Someone is looking for a city with warm weather. Between Makurdi and Paris, this person should visit Makurdi.', 'answer': 'Makurdi', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a city with warm weather. Between Ndola and Kuopio, this person should visit Ndola.', 'answer': 'Ndola', 'candidate': 'Kuopio'}
{'statement': 'Someone is looking for a city with warm weather. Between Honolulu and Oslo, this person should visit Honolulu.', 'answer': 'Honolulu', 'candidate': 'Oslo'}
{'statement': 'Someone is looking for a city with warm weather. Between Barranquilla and Irkutsk, this person should visit Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Beirut and Suwałki, this person should visit Beirut.', 'answer': 'Beirut', 'candidate': 'Suwałki'}
{'statement': 'Someone is looking for a city with warm weather. Between Nakhon Ratchasima and Berlin, this person should visit Nakhon Ratchasima.', 'answer': 'Nakhon Ratchasima', 'candidate': 'Berlin'}
{'statement': 'Someone is looking for a city with warm weather. Between Erbil and Río Gallegos, this person should visit Erbil.', 'answer': 'Erbil', 'candidate': 'Río Gallegos'}
{'statement': 'Someone is looking for a city with warm weather. Between Mahajanga and Irkutsk, this person should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Lomé and Asmara, this person should visit Lomé.', 'answer': 'Lomé', 'candidate': 'Asmara'}
{'statement': 'Someone is looking for a city with warm weather. Between Lake Havasu City and Saskatoon, this person should visit Lake Havasu City.', 'answer': 'Lake Havasu City', 'candidate': 'Saskatoon'}
{'statement': 'Someone is looking for a city with warm weather. Between Kuwait City and Río Gallegos, this person should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Río Gallegos'}
{'statement': 'Someone is looking for a city with warm weather. Between Hanoi and Ottawa, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Ottawa'}
{'statement': 'Someone is looking for a city with warm weather. Between Santiago del Estero and Chicago, this person should visit Santiago del Estero.', 'answer': 'Santiago del Estero', 'candidate': 'Chicago'}
{'statement': 'Someone is looking for a city with warm weather. Between Djibouti and Beijing, this person should visit Djibouti.', 'answer': 'Djibouti', 'candidate': 'Beijing'}
{'statement': 'Someone is looking for a city with warm weather. Between Shanghai and Irkutsk, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Barranquilla and Yakutsk, this person should visit Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Yakutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Kingston and Río Gallegos, this person should visit Kingston.', 'answer': 'Kingston', 'candidate': 'Río Gallegos'}
{'statement': 'Someone is looking for a city with warm weather. Between Port Moresby and Johannesburg, this person should visit Port Moresby.', 'answer': 'Port Moresby', 'candidate': 'Johannesburg'}
{'statement': 'Someone is looking for a city with warm weather. Between Cayenne and Melbourne, this person should visit Cayenne.', 'answer': 'Cayenne', 'candidate': 'Melbourne'}
{'statement': 'Someone is looking for a city with warm weather. Between Entebbe and Ottawa, this person should visit Entebbe.', 'answer': 'Entebbe', 'candidate': 'Ottawa'}
{'statement': 'Someone is looking for a city with warm weather. Between Rome and Novosibirsk, this person should visit Rome.', 'answer': 'Rome', 'candidate': 'Novosibirsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Lagos and Minneapolis, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Minneapolis'}
{'statement': 'Someone is looking for a city with warm weather. Between Nakhon Ratchasima and Asmara, this person should visit Nakhon Ratchasima.', 'answer': 'Nakhon Ratchasima', 'candidate': 'Asmara'}
{'statement': 'Someone is looking for a city with warm weather. Between Rabat and Saint Petersburg, this person should visit Rabat.', 'answer': 'Rabat', 'candidate': 'Saint Petersburg'}
{'statement': 'Someone is looking for a city with warm weather. Between Bergen and Yakutsk, this person should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Yakutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Lagos and Santiago, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Santiago'}
{'statement': 'Someone is looking for a city with warm weather. Between Port-Gentil and Fairbanks, this person should visit Port-Gentil.', 'answer': 'Port-Gentil', 'candidate': 'Fairbanks'}
{'statement': 'Someone is looking for a city with warm weather. Between San Juan and Cape Town, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Cape Town'}
{'statement': 'Someone is looking for a city with warm weather. Between Karachi and Saskatoon, this person should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Saskatoon'}
{'statement': 'Someone is looking for a city with warm weather. Between Panama City and Calgary, this person should visit Panama City.', 'answer': 'Panama City', 'candidate': 'Calgary'}
